horizon,ticker,model_name,regression_observations,regression_mae,regression_rmse,regression_mape,regression_directional_accuracy,classification_observations,classification_accuracy,classification_precision,classification_recall,classification_f1,classification_roc_auc,classification_positive_class_precision,classification_true_negative,classification_false_positive,classification_false_negative,classification_true_positive
20d,OVERALL,xgboost,260,0.09231028461065728,0.12713133086796985,319.4963030166717,0.48846153846153845,260,0.5269230769230769,0.4117647058823529,0.11965811965811966,0.18543046357615894,0.5245950630566015,0.4117647058823529,123,20,103,14
3d,ACB,cart,65,0.02011268352072202,0.025713694878147102,103.28857496094288,0.6,65,0.6153846153846154,0.0,0.0,0.0,0.554,0.0,40,0,25,0
3d,ACB,lightgbm,65,0.02536553050463659,0.030933857670795345,206.8656270969976,0.5230769230769231,65,0.6153846153846154,0.0,0.0,0.0,0.5700000000000001,0.0,40,0,25,0
3d,ACB,xgboost,65,0.024793337694196074,0.029949503447538637,201.21696975824776,0.47692307692307695,65,0.5846153846153846,0.0,0.0,0.0,0.513,0.0,38,2,25,0
3d,DGC,cart,65,0.07593489186510767,0.0916854201168073,549.2752784219049,0.4153846153846154,65,0.2923076923076923,0.15151515151515152,0.21739130434782608,0.17857142857142858,0.2650103519668737,0.15151515151515152,14,28,18,5
3d,DGC,lightgbm,65,0.059789967513510726,0.07937376857165372,247.6276340401818,0.46153846153846156,65,0.47692307692307695,0.37777777777777777,0.7391304347826086,0.5,0.4679089026915114,0.37777777777777777,14,28,6,17
3d,DGC,xgboost,65,0.056890202911905066,0.0757782288302499,226.22228587141754,0.46153846153846156,65,0.47692307692307695,0.34285714285714286,0.5217391304347826,0.41379310344827586,0.4554865424430642,0.34285714285714286,19,23,11,12
3d,HPG,cart,65,0.027825630263463325,0.03455725436241545,128.83748478006117,0.5538461538461539,65,0.5692307692307692,0.5,0.14285714285714285,0.2222222222222222,0.48841698841698833,0.5,33,4,24,4
3d,HPG,lightgbm,65,0.03661627744968952,0.04415870884364673,261.89433550354806,0.4461538461538462,65,0.5384615384615384,0.375,0.10714285714285714,0.16666666666666666,0.4353281853281853,0.375,32,5,25,3
3d,HPG,xgboost,65,0.030425504754578895,0.03791605734613666,184.7214580548132,0.46153846153846156,65,0.5230769230769231,0.3333333333333333,0.10714285714285714,0.16216216216216217,0.527992277992278,0.3333333333333333,31,6,25,3
3d,MWG,cart,65,0.038734835132478836,0.05178605159118635,233.86072616722907,0.47692307692307695,65,0.47692307692307695,0.25,0.06666666666666667,0.10526315789473684,0.4447619047619047,0.25,29,6,28,2
3d,MWG,lightgbm,65,0.04011224275732465,0.04878230276959829,395.7564790574951,0.5230769230769231,65,0.5384615384615384,0.5,0.06666666666666667,0.11764705882352941,0.5504761904761905,0.5,33,2,28,2
3d,MWG,xgboost,65,0.03951814321356969,0.048183973241386825,348.0193838210393,0.5538461538461539,65,0.5230769230769231,0.0,0.0,0.0,0.6038095238095238,0.0,34,1,30,0
3d,OVERALL,cart,260,0.04065201019544296,0.05688455268074892,256.2549770801881,0.5115384615384615,260,0.48846153846153845,0.22448979591836735,0.10377358490566038,0.14193548387096774,0.4305317324185249,0.22448979591836735,116,38,95,11
3d,OVERALL,lightgbm,260,0.04047100455629037,0.053821007324989255,278.6907683644666,0.48846153846153845,260,0.5423076923076923,0.38596491228070173,0.20754716981132076,0.26993865030674846,0.48517520215633425,0.38596491228070173,119,35,84,22
3d,OVERALL,xgboost,260,0.03790679714356243,0.050986849783561966,240.23066303923386,0.48846153846153845,260,0.5269230769230769,0.3191489361702128,0.14150943396226415,0.19607843137254902,0.49669198725802505,0.3191489361702128,122,32,91,15
5d,ACB,cart,65,0.030228687950424247,0.04056026211719675,117.05858337966961,0.4461538461538462,65,0.5076923076923077,0.4117647058823529,0.2413793103448276,0.30434782608695654,0.6005747126436781,0.4117647058823529,26,10,22,7
5d,ACB,lightgbm,65,0.03325054513623714,0.04154054906183775,200.71468578351835,0.4307692307692308,65,0.5538461538461539,0.0,0.0,0.0,0.5737547892720306,0.0,36,0,29,0
5d,ACB,xgboost,65,0.031079937404885738,0.038216393001829586,171.030327175887,0.4,65,0.5538461538461539,0.0,0.0,0.0,0.5555555555555556,0.0,36,0,29,0
5d,DGC,cart,65,0.09854573470269677,0.11721638146869971,635.110119500687,0.46153846153846156,65,0.4,0.4074074074074074,0.7586206896551724,0.5301204819277109,0.43486590038314177,0.4074074074074074,4,32,7,22
5d,DGC,lightgbm,65,0.07722227657287714,0.10326043654843356,245.5941920405623,0.47692307692307695,65,0.4,0.4,0.6896551724137931,0.5063291139240507,0.5229885057471264,0.4,6,30,9,20
5d,DGC,xgboost,65,0.07748168422337391,0.10053093086096422,262.2646049941325,0.49230769230769234,65,0.5384615384615384,0.4883720930232558,0.7241379310344828,0.5833333333333334,0.557471264367816,0.4883720930232558,14,22,8,21
5d,HPG,cart,65,0.04870995629822421,0.06074728417148546,321.0789068961068,0.3384615384615385,65,0.676923076923077,1.0,0.16,0.27586206896551724,0.5915,1.0,40,0,21,4
5d,HPG,lightgbm,65,0.05171294771669096,0.06220837024496823,346.88663314684425,0.4,65,0.6153846153846154,0.5,0.08,0.13793103448275862,0.579,0.5,38,2,23,2
5d,HPG,xgboost,65,0.04568331830229735,0.055000612712363665,331.1152915714025,0.49230769230769234,65,0.6,0.0,0.0,0.0,0.456,0.0,39,1,25,0
5d,MWG,cart,65,0.03587647101015816,0.045635481073575436,170.35283399810325,0.6153846153846154,65,0.6615384615384615,0.7142857142857143,0.2,0.3125,0.602,0.7142857142857143,38,2,20,5
5d,MWG,lightgbm,65,0.03527575006656309,0.04629387284499515,204.6054645211993,0.6307692307692307,65,0.6307692307692307,1.0,0.04,0.07692307692307693,0.6709999999999999,1.0,40,0,24,1
5d,MWG,xgboost,65,0.03686567966439924,0.04716236699015853,271.30092528190016,0.6307692307692307,65,0.6615384615384615,0.8,0.16,0.26666666666666666,0.566,0.8,39,1,21,4
5d,OVERALL,cart,260,0.05334021249037584,0.07272833803727971,315.43460131458966,0.4653846153846154,260,0.5615384615384615,0.4634146341463415,0.35185185185185186,0.4,0.5590582358674464,0.4634146341463415,108,44,70,38
5d,OVERALL,lightgbm,260,0.049365379873092086,0.06782576752985485,249.83730962695745,0.4846153846153846,260,0.55,0.41818181818181815,0.21296296296296297,0.2822085889570552,0.5673732943469785,0.41818181818181815,120,32,85,23
5d,OVERALL,xgboost,260,0.04777765489873905,0.06483887146745398,260.4476672234834,0.5038461538461538,260,0.5884615384615385,0.5102040816326531,0.23148148148148148,0.3184713375796178,0.5214424951267057,0.5102040816326531,128,24,83,25
