horizon,ticker,model_name,strategy_type,threshold,prediction_date,entry_date,exit_date,target_date,trade_id,predicted_return,actual_forward_return,entry_price,exit_price,gross_trade_return,net_trade_return,holding_sessions,round_trip_cost_bps,entry_index,exit_index
20d,DGC,momentum_continuation,benchmark,0.0,2026-01-22,2026-01-23,2026-02-26,2026-02-26,20d_DGC_momentum_continuation_0.0000_40,0.0758017492711371,-0.002710027100271,76.0,73.6,-0.03157894736842115,-0.03833425117352418,20,70.0,14,33
20d,DGC,momentum_continuation,benchmark,0.0,2026-03-02,2026-03-03,2026-03-30,2026-03-30,20d_DGC_momentum_continuation_0.0000_106,0.0944767441860465,-0.3479415670650729,76.9,49.1,-0.3615084525357608,-0.3659623048847892,20,70.0,36,55
20d,DGC,momentum_continuation,benchmark,0.005,2026-01-22,2026-01-23,2026-02-26,2026-02-26,20d_DGC_momentum_continuation_0.0050_40,0.0758017492711371,-0.002710027100271,76.0,73.6,-0.03157894736842115,-0.03833425117352418,20,70.0,14,33
20d,DGC,momentum_continuation,benchmark,0.005,2026-03-02,2026-03-03,2026-03-30,2026-03-30,20d_DGC_momentum_continuation_0.0050_106,0.0944767441860465,-0.3479415670650729,76.9,49.1,-0.3615084525357608,-0.3659623048847892,20,70.0,36,55
20d,DGC,momentum_continuation,benchmark,0.01,2026-01-22,2026-01-23,2026-02-26,2026-02-26,20d_DGC_momentum_continuation_0.0100_40,0.0758017492711371,-0.002710027100271,76.0,73.6,-0.03157894736842115,-0.03833425117352418,20,70.0,14,33
20d,DGC,momentum_continuation,benchmark,0.01,2026-03-02,2026-03-03,2026-03-30,2026-03-30,20d_DGC_momentum_continuation_0.0100_106,0.0944767441860465,-0.3479415670650729,76.9,49.1,-0.3615084525357608,-0.3659623048847892,20,70.0,36,55
20d,DGC,momentum_continuation,benchmark,0.02,2026-01-22,2026-01-23,2026-02-26,2026-02-26,20d_DGC_momentum_continuation_0.0200_40,0.0758017492711371,-0.002710027100271,76.0,73.6,-0.03157894736842115,-0.03833425117352418,20,70.0,14,33
20d,DGC,momentum_continuation,benchmark,0.02,2026-03-02,2026-03-03,2026-03-30,2026-03-30,20d_DGC_momentum_continuation_0.0200_106,0.0944767441860465,-0.3479415670650729,76.9,49.1,-0.3615084525357608,-0.3659623048847892,20,70.0,36,55
20d,DGC,xgboost,model,0.0,2026-01-05,2026-01-06,2026-02-02,2026-02-02,20d_DGC_xgboost_0.0000_1,0.0074220835231244,0.0274809160305342,65.2,67.3,0.03220858895705514,0.025008329741609048,20,70.0,1,20
20d,DGC,xgboost,model,0.0,2026-03-12,2026-03-13,2026-04-09,2026-04-09,20d_DGC_xgboost_0.0000_44,0.0216833632439374,-0.3436341161928307,80.4,53.1,-0.3395522388059702,-0.3441592486000491,20,70.0,44,63
20d,DGC,xgboost,model,0.005,2026-01-05,2026-01-06,2026-02-02,2026-02-02,20d_DGC_xgboost_0.0050_1,0.0074220835231244,0.0274809160305342,65.2,67.3,0.03220858895705514,0.025008329741609048,20,70.0,1,20
20d,DGC,xgboost,model,0.005,2026-03-12,2026-03-13,2026-04-09,2026-04-09,20d_DGC_xgboost_0.0050_44,0.0216833632439374,-0.3436341161928307,80.4,53.1,-0.3395522388059702,-0.3441592486000491,20,70.0,44,63
20d,DGC,xgboost,model,0.01,2026-01-07,2026-01-08,2026-02-04,2026-02-04,20d_DGC_xgboost_0.0100_3,0.0641546100378036,0.0717628705148207,65.0,68.7,0.056923076923077076,0.049550419684948555,20,70.0,3,22
20d,DGC,xgboost,model,0.01,2026-03-12,2026-03-13,2026-04-09,2026-04-09,20d_DGC_xgboost_0.0100_44,0.0216833632439374,-0.3436341161928307,80.4,53.1,-0.3395522388059702,-0.3441592486000491,20,70.0,44,63
20d,DGC,xgboost,model,0.02,2026-01-07,2026-01-08,2026-02-04,2026-02-04,20d_DGC_xgboost_0.0200_3,0.0641546100378036,0.0717628705148207,65.0,68.7,0.056923076923077076,0.049550419684948555,20,70.0,3,22
20d,DGC,xgboost,model,0.02,2026-03-12,2026-03-13,2026-04-09,2026-04-09,20d_DGC_xgboost_0.0200_44,0.0216833632439374,-0.3436341161928307,80.4,53.1,-0.3395522388059702,-0.3441592486000491,20,70.0,44,63
20d,HPG,buy_and_hold,benchmark,,2026-01-05,2026-01-05,2026-04-10,2026-04-10,20d_HPG_buy_and_hold,,,26.4,28.0,0.06060606060606055,0.053207712400537455,65,70.0,0,64
20d,HPG,cart,model,0.0,2026-01-12,2026-01-13,2026-02-09,2026-02-09,20d_HPG_cart_0.0000_6,0.008074411403776,-0.0272727272727272,27.75,26.75,-0.036036036036036,-0.04276024903827591,20,70.0,6,25
20d,HPG,cart,model,0.0,2026-02-23,2026-02-24,2026-03-23,2026-03-23,20d_HPG_cart_0.0000_31,0.008074411403776,-0.0727272727272727,27.5,25.5,-0.07272727272727275,-0.07919554287267327,20,70.0,31,50
20d,HPG,cart,model,0.005,2026-01-12,2026-01-13,2026-02-09,2026-02-09,20d_HPG_cart_0.0050_6,0.008074411403776,-0.0272727272727272,27.75,26.75,-0.036036036036036,-0.04276024903827591,20,70.0,6,25
20d,HPG,cart,model,0.005,2026-02-23,2026-02-24,2026-03-23,2026-03-23,20d_HPG_cart_0.0050_31,0.008074411403776,-0.0727272727272727,27.5,25.5,-0.07272727272727275,-0.07919554287267327,20,70.0,31,50
20d,HPG,lightgbm,model,0.0,2026-03-09,2026-03-10,2026-04-06,2026-04-06,20d_HPG_lightgbm_0.0000_41,0.0468082623694863,0.0591715976331361,26.8,26.85,0.001865671641791078,-0.0051229279610914835,20,70.0,41,60
20d,HPG,lightgbm,model,0.005,2026-03-09,2026-03-10,2026-04-06,2026-04-06,20d_HPG_lightgbm_0.0050_41,0.0468082623694863,0.0591715976331361,26.8,26.85,0.001865671641791078,-0.0051229279610914835,20,70.0,41,60
20d,HPG,lightgbm,model,0.01,2026-03-09,2026-03-10,2026-04-06,2026-04-06,20d_HPG_lightgbm_0.0100_41,0.0468082623694863,0.0591715976331361,26.8,26.85,0.001865671641791078,-0.0051229279610914835,20,70.0,41,60
20d,HPG,lightgbm,model,0.02,2026-03-09,2026-03-10,2026-04-06,2026-04-06,20d_HPG_lightgbm_0.0200_41,0.0468082623694863,0.0591715976331361,26.8,26.85,0.001865671641791078,-0.0051229279610914835,20,70.0,41,60
20d,HPG,momentum_continuation,benchmark,0.0,2026-01-12,2026-01-13,2026-02-09,2026-02-09,20d_HPG_momentum_continuation_0.0000_16,0.0357815442561204,-0.0272727272727272,27.75,26.75,-0.036036036036036,-0.04276024903827591,20,70.0,6,25
20d,HPG,momentum_continuation,benchmark,0.0,2026-02-24,2026-02-25,2026-03-24,2026-03-24,20d_HPG_momentum_continuation_0.0000_94,0.038532110091743,-0.0830388692579505,28.4,25.95,-0.08626760563380276,-0.09264142402997977,20,70.0,32,51
20d,HPG,momentum_continuation,benchmark,0.005,2026-01-12,2026-01-13,2026-02-09,2026-02-09,20d_HPG_momentum_continuation_0.0050_16,0.0357815442561204,-0.0272727272727272,27.75,26.75,-0.036036036036036,-0.04276024903827591,20,70.0,6,25
20d,HPG,momentum_continuation,benchmark,0.005,2026-02-24,2026-02-25,2026-03-24,2026-03-24,20d_HPG_momentum_continuation_0.0050_94,0.038532110091743,-0.0830388692579505,28.4,25.95,-0.08626760563380276,-0.09264142402997977,20,70.0,32,51
20d,HPG,momentum_continuation,benchmark,0.01,2026-01-12,2026-01-13,2026-02-09,2026-02-09,20d_HPG_momentum_continuation_0.0100_16,0.0357815442561204,-0.0272727272727272,27.75,26.75,-0.036036036036036,-0.04276024903827591,20,70.0,6,25
20d,HPG,momentum_continuation,benchmark,0.01,2026-02-24,2026-02-25,2026-03-24,2026-03-24,20d_HPG_momentum_continuation_0.0100_94,0.038532110091743,-0.0830388692579505,28.4,25.95,-0.08626760563380276,-0.09264142402997977,20,70.0,32,51
20d,HPG,momentum_continuation,benchmark,0.02,2026-01-12,2026-01-13,2026-02-09,2026-02-09,20d_HPG_momentum_continuation_0.0200_16,0.0357815442561204,-0.0272727272727272,27.75,26.75,-0.036036036036036,-0.04276024903827591,20,70.0,6,25
20d,HPG,momentum_continuation,benchmark,0.02,2026-02-24,2026-02-25,2026-03-24,2026-03-24,20d_HPG_momentum_continuation_0.0200_94,0.038532110091743,-0.0830388692579505,28.4,25.95,-0.08626760563380276,-0.09264142402997977,20,70.0,32,51
20d,HPG,xgboost,model,0.0,2026-02-26,2026-02-27,2026-03-26,2026-03-26,20d_HPG_xgboost_0.0000_34,0.0015585093060508,-0.119047619047619,29.35,25.9,-0.11754684838160145,-0.1237024757471511,20,70.0,34,53
20d,HPG,xgboost,model,0.005,2026-02-27,2026-03-02,2026-03-27,2026-03-27,20d_HPG_xgboost_0.0050_35,0.0094087244942784,-0.0798611111111111,28.2,26.5,-0.06028368794326244,-0.06683875937763972,20,70.0,35,54
20d,HPG,xgboost,model,0.01,2026-03-03,2026-03-04,2026-03-31,2026-03-31,20d_HPG_xgboost_0.0100_37,0.0103789260610938,-0.0288808664259928,27.6,26.9,-0.025362318840579823,-0.03216098726919592,20,70.0,37,56
20d,HPG,xgboost,model,0.02,2026-03-09,2026-03-10,2026-04-06,2026-04-06,20d_HPG_xgboost_0.0200_41,0.0400371514260768,0.0591715976331361,26.8,26.85,0.001865671641791078,-0.0051229279610914835,20,70.0,41,60
20d,MWG,buy_and_hold,benchmark,,2026-01-05,2026-01-05,2026-04-10,2026-04-10,20d_MWG_buy_and_hold,,,87.9,81.5,-0.07281001137656429,-0.07927770437144632,65,70.0,0,64
20d,MWG,cart,model,0.0,2026-01-19,2026-01-20,2026-02-23,2026-02-23,20d_MWG_cart_0.0000_11,0.1712734471627044,0.0611303344867357,86.7,92.0,0.06113033448673577,0.05372832916395898,20,70.0,11,30
20d,MWG,cart,model,0.005,2026-01-19,2026-01-20,2026-02-23,2026-02-23,20d_MWG_cart_0.0050_11,0.1712734471627044,0.0611303344867357,86.7,92.0,0.06113033448673577,0.05372832916395898,20,70.0,11,30
20d,MWG,cart,model,0.01,2026-01-19,2026-01-20,2026-02-23,2026-02-23,20d_MWG_cart_0.0100_11,0.1712734471627044,0.0611303344867357,86.7,92.0,0.06113033448673577,0.05372832916395898,20,70.0,11,30
20d,MWG,cart,model,0.02,2026-01-19,2026-01-20,2026-02-23,2026-02-23,20d_MWG_cart_0.0200_11,0.1712734471627044,0.0611303344867357,86.7,92.0,0.06113033448673577,0.05372832916395898,20,70.0,11,30
20d,MWG,momentum_continuation,benchmark,0.0,2026-01-05,2026-01-06,2026-02-02,2026-02-02,20d_MWG_momentum_continuation_0.0000_1,0.0186480186480186,0.0720823798627001,86.8,93.7,0.07949308755760365,0.07196299128166617,20,70.0,1,20
20d,MWG,momentum_continuation,benchmark,0.0,2026-02-02,2026-02-03,2026-03-09,2026-03-09,20d_MWG_momentum_continuation_0.0000_61,0.0720823798627001,-0.1782283884738527,94.4,77.0,-0.18432203389830515,-0.19001186525128144,20,70.0,21,40
20d,MWG,momentum_continuation,benchmark,0.005,2026-01-05,2026-01-06,2026-02-02,2026-02-02,20d_MWG_momentum_continuation_0.0050_1,0.0186480186480186,0.0720823798627001,86.8,93.7,0.07949308755760365,0.07196299128166617,20,70.0,1,20
20d,MWG,momentum_continuation,benchmark,0.005,2026-02-02,2026-02-03,2026-03-09,2026-03-09,20d_MWG_momentum_continuation_0.0050_61,0.0720823798627001,-0.1782283884738527,94.4,77.0,-0.18432203389830515,-0.19001186525128144,20,70.0,21,40
20d,MWG,momentum_continuation,benchmark,0.01,2026-01-05,2026-01-06,2026-02-02,2026-02-02,20d_MWG_momentum_continuation_0.0100_1,0.0186480186480186,0.0720823798627001,86.8,93.7,0.07949308755760365,0.07196299128166617,20,70.0,1,20
20d,MWG,momentum_continuation,benchmark,0.01,2026-02-02,2026-02-03,2026-03-09,2026-03-09,20d_MWG_momentum_continuation_0.0100_61,0.0720823798627001,-0.1782283884738527,94.4,77.0,-0.18432203389830515,-0.19001186525128144,20,70.0,21,40
20d,MWG,momentum_continuation,benchmark,0.02,2026-01-06,2026-01-07,2026-02-03,2026-02-03,20d_MWG_momentum_continuation_0.0200_4,0.0434782608695651,0.0304054054054054,89.0,91.5,0.028089887640449396,0.02091835877798487,20,70.0,2,21
20d,MWG,momentum_continuation,benchmark,0.02,2026-02-03,2026-02-04,2026-03-10,2026-03-10,20d_MWG_momentum_continuation_0.0200_64,0.0304054054054054,-0.1147540983606557,91.5,81.0,-0.11475409836065575,-0.12092920679261909,20,70.0,22,41
