horizon,ticker,model_name,strategy_type,threshold,date,daily_return,equity_curve,drawdown,position,active_trade_count,scope
20d,ACB,cart,model,0.0,2026-01-15,0.010141987829614507,1.031731973436009,-0.023529411764706132,1.0,1,
20d,ACB,cart,model,0.0,2026-01-16,-0.00200803212851397,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.0,2026-01-19,0.010060362173038184,1.0400189772387078,-0.01568627450980431,1.0,1,
20d,ACB,cart,model,0.0,2026-01-20,-0.0019920318725099584,1.0379472262880332,-0.017647058823529793,1.0,1,
20d,ACB,cart,model,0.0,2026-01-21,-0.007984031936127733,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.0,2026-01-22,0.0,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.0,2026-01-23,0.008048289738430636,1.0379472262880334,-0.01764705882352957,1.0,1,
20d,ACB,cart,model,0.0,2026-01-26,-0.009980039920159722,1.0275884715346597,-0.0274509803921571,1.0,1,
20d,ACB,cart,model,0.0,2026-01-27,-0.0040322580645162365,1.02344496963331,-0.03137254901960829,1.0,1,
20d,ACB,cart,model,0.0,2026-01-28,-0.03238866396761142,0.9902969544225145,-0.06274509803921613,1.0,1,
20d,ACB,cart,model,0.0,2026-01-29,-0.004184100418409997,0.9861534525211652,-0.0666666666666671,1.0,1,
20d,ACB,cart,model,0.0,2026-01-30,0.012605042016806678,0.9985839582252134,-0.0549019607843142,1.0,1,
20d,ACB,cart,model,0.0,2026-02-02,-0.01797199170124486,0.9806374156149936,-0.07188725490196135,1.0,1,
20d,ACB,cart,model,0.0,2026-02-03,0.0,0.9806374156149936,-0.07188725490196135,0.0,0,
20d,ACB,cart,model,0.0,2026-02-04,-0.00769248558315927,0.9730938764330688,-0.07902674881317429,1.0,1,
20d,ACB,cart,model,0.0,2026-02-05,-0.006355932203389925,0.9669089577269263,-0.08488039235885336,1.0,1,
20d,ACB,cart,model,0.0,2026-02-06,-0.019189765458422103,0.9483542016084993,-0.10244132299589015,1.0,1,
20d,ACB,cart,model,0.0,2026-02-09,-0.0021739130434782483,0.9462925620397852,-0.10439253751111643,1.0,1,
20d,ACB,cart,model,0.0,2026-02-10,0.002178649237472907,0.9483542016084995,-0.10244132299588993,1.0,1,
20d,ACB,cart,model,0.0,2026-02-11,0.02826086956521734,0.9751555160017831,-0.07707553429794778,1.0,1,
20d,ACB,cart,model,0.0,2026-02-12,0.008456659619450413,0.9834020742766397,-0.06927067623704242,1.0,1,
20d,ACB,cart,model,0.0,2026-02-13,0.0,0.9834020742766397,-0.06927067623704242,1.0,1,
20d,ACB,cart,model,0.0,2026-02-23,0.008385744234800763,0.9916486325514962,-0.061465818176137166,1.0,1,
20d,ACB,cart,model,0.0,2026-02-24,-0.0020790020790021346,0.989586992982782,-0.06341703269136356,1.0,1,
20d,ACB,cart,model,0.0,2026-02-25,0.018750000000000044,1.0081417491012092,-0.04585610205432655,1.0,1,
20d,ACB,cart,model,0.0,2026-02-26,0.0,1.0081417491012092,-0.04585610205432655,1.0,1,
20d,ACB,cart,model,0.0,2026-02-27,0.004089979550102374,1.0122650282386376,-0.04195367302387376,1.0,1,
20d,ACB,cart,model,0.0,2026-03-02,-0.024439918533604943,0.987525353414068,-0.06536824720658974,1.0,1,
20d,ACB,cart,model,0.0,2026-03-03,-0.018789144050104345,0.9689705972956408,-0.08292917784362663,1.0,1,
20d,ACB,cart,model,0.0,2026-03-04,-0.012765957446808529,0.956600759883356,-0.09463646493498468,1.0,1,
20d,ACB,cart,model,0.0,2026-03-05,0.015086206896551824,0.971032236864355,-0.08097796332840024,1.0,1,
20d,ACB,cart,model,0.0,2026-03-06,-0.010615711252653925,0.9607240390207844,-0.09073403590453188,1.0,1,
20d,ACB,cart,model,0.0,2026-03-09,-0.06866952789699576,0.8947515728219322,-0.15317290039177434,1.0,1,
20d,ACB,cart,model,0.0,2026-03-10,0.06308640552995382,0.9511982333935406,-0.09974962257213527,1.0,1,
20d,ACB,cart,model,0.0,2026-03-11,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-12,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-13,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-16,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-17,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-18,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-19,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-20,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-23,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-24,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-25,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-26,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-27,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-30,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-03-31,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-04-01,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-04-02,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-04-03,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-04-06,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-04-07,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-04-08,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-04-09,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.0,2026-04-10,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-01-05,0.0,1.0,0.0,0.0,0,
20d,ACB,cart,model,0.005,2026-01-06,-0.005559543676135759,0.9944404563238642,-0.005559543676135759,1.0,1,
20d,ACB,cart,model,0.005,2026-01-07,0.027083333333333348,1.0213732186826356,0.0,1.0,1,
20d,ACB,cart,model,0.005,2026-01-08,-0.0040567951318457585,1.0172297167812863,-0.0040567951318457585,1.0,1,
20d,ACB,cart,model,0.005,2026-01-09,0.0,1.0172297167812863,-0.0040567951318457585,1.0,1,
20d,ACB,cart,model,0.005,2026-01-12,0.0386965376782078,1.056592984844106,0.0,1.0,1,
20d,ACB,cart,model,0.005,2026-01-13,-0.02352941176470591,1.0317319734360093,-0.02352941176470602,1.0,1,
20d,ACB,cart,model,0.005,2026-01-14,-0.010040160642570295,1.0213732186826356,-0.03333333333333355,1.0,1,
20d,ACB,cart,model,0.005,2026-01-15,0.010141987829614507,1.031731973436009,-0.023529411764706132,1.0,1,
20d,ACB,cart,model,0.005,2026-01-16,-0.00200803212851397,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.005,2026-01-19,0.010060362173038184,1.0400189772387078,-0.01568627450980431,1.0,1,
20d,ACB,cart,model,0.005,2026-01-20,-0.0019920318725099584,1.0379472262880332,-0.017647058823529793,1.0,1,
20d,ACB,cart,model,0.005,2026-01-21,-0.007984031936127733,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.005,2026-01-22,0.0,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.005,2026-01-23,0.008048289738430636,1.0379472262880334,-0.01764705882352957,1.0,1,
20d,ACB,cart,model,0.005,2026-01-26,-0.009980039920159722,1.0275884715346597,-0.0274509803921571,1.0,1,
20d,ACB,cart,model,0.005,2026-01-27,-0.0040322580645162365,1.02344496963331,-0.03137254901960829,1.0,1,
20d,ACB,cart,model,0.005,2026-01-28,-0.03238866396761142,0.9902969544225145,-0.06274509803921613,1.0,1,
20d,ACB,cart,model,0.005,2026-01-29,-0.004184100418409997,0.9861534525211652,-0.0666666666666671,1.0,1,
20d,ACB,cart,model,0.005,2026-01-30,0.012605042016806678,0.9985839582252134,-0.0549019607843142,1.0,1,
20d,ACB,cart,model,0.005,2026-02-02,-0.01797199170124486,0.9806374156149936,-0.07188725490196135,1.0,1,
20d,ACB,cart,model,0.005,2026-02-03,0.0,0.9806374156149936,-0.07188725490196135,0.0,0,
20d,ACB,cart,model,0.005,2026-02-04,-0.00769248558315927,0.9730938764330688,-0.07902674881317429,1.0,1,
20d,ACB,cart,model,0.005,2026-02-05,-0.006355932203389925,0.9669089577269263,-0.08488039235885336,1.0,1,
20d,ACB,cart,model,0.005,2026-02-06,-0.019189765458422103,0.9483542016084993,-0.10244132299589015,1.0,1,
20d,ACB,cart,model,0.005,2026-02-09,-0.0021739130434782483,0.9462925620397852,-0.10439253751111643,1.0,1,
20d,ACB,cart,model,0.005,2026-02-10,0.002178649237472907,0.9483542016084995,-0.10244132299588993,1.0,1,
20d,ACB,cart,model,0.005,2026-02-11,0.02826086956521734,0.9751555160017831,-0.07707553429794778,1.0,1,
20d,ACB,cart,model,0.005,2026-02-12,0.008456659619450413,0.9834020742766397,-0.06927067623704242,1.0,1,
20d,ACB,cart,model,0.005,2026-02-13,0.0,0.9834020742766397,-0.06927067623704242,1.0,1,
20d,ACB,cart,model,0.005,2026-02-23,0.008385744234800763,0.9916486325514962,-0.061465818176137166,1.0,1,
20d,ACB,cart,model,0.005,2026-02-24,-0.0020790020790021346,0.989586992982782,-0.06341703269136356,1.0,1,
20d,ACB,cart,model,0.005,2026-02-25,0.018750000000000044,1.0081417491012092,-0.04585610205432655,1.0,1,
20d,ACB,cart,model,0.005,2026-02-26,0.0,1.0081417491012092,-0.04585610205432655,1.0,1,
20d,ACB,cart,model,0.005,2026-02-27,0.004089979550102374,1.0122650282386376,-0.04195367302387376,1.0,1,
20d,ACB,cart,model,0.005,2026-03-02,-0.024439918533604943,0.987525353414068,-0.06536824720658974,1.0,1,
20d,ACB,cart,model,0.005,2026-03-03,-0.018789144050104345,0.9689705972956408,-0.08292917784362663,1.0,1,
20d,ACB,cart,model,0.005,2026-03-04,-0.012765957446808529,0.956600759883356,-0.09463646493498468,1.0,1,
20d,ACB,cart,model,0.005,2026-03-05,0.015086206896551824,0.971032236864355,-0.08097796332840024,1.0,1,
20d,ACB,cart,model,0.005,2026-03-06,-0.010615711252653925,0.9607240390207844,-0.09073403590453188,1.0,1,
20d,ACB,cart,model,0.005,2026-03-09,-0.06866952789699576,0.8947515728219322,-0.15317290039177434,1.0,1,
20d,ACB,cart,model,0.005,2026-03-10,0.06308640552995382,0.9511982333935406,-0.09974962257213527,1.0,1,
20d,ACB,cart,model,0.005,2026-03-11,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-12,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-13,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-16,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-17,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-18,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-19,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-20,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-23,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-24,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-25,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-26,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-27,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-30,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-03-31,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-04-01,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-04-02,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-04-03,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-04-06,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-04-07,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-04-08,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-04-09,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.005,2026-04-10,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.01,2026-01-05,0.0,1.0,0.0,0.0,0,
20d,ACB,cart,model,0.01,2026-01-06,-0.005559543676135759,0.9944404563238642,-0.005559543676135759,1.0,1,
20d,ACB,cart,model,0.01,2026-01-07,0.027083333333333348,1.0213732186826356,0.0,1.0,1,
20d,ACB,cart,model,0.01,2026-01-08,-0.0040567951318457585,1.0172297167812863,-0.0040567951318457585,1.0,1,
20d,ACB,cart,model,0.01,2026-01-09,0.0,1.0172297167812863,-0.0040567951318457585,1.0,1,
20d,ACB,cart,model,0.01,2026-01-12,0.0386965376782078,1.056592984844106,0.0,1.0,1,
20d,ACB,cart,model,0.01,2026-01-13,-0.02352941176470591,1.0317319734360093,-0.02352941176470602,1.0,1,
20d,ACB,cart,model,0.01,2026-01-14,-0.010040160642570295,1.0213732186826356,-0.03333333333333355,1.0,1,
20d,ACB,cart,model,0.01,2026-01-15,0.010141987829614507,1.031731973436009,-0.023529411764706132,1.0,1,
20d,ACB,cart,model,0.01,2026-01-16,-0.00200803212851397,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.01,2026-01-19,0.010060362173038184,1.0400189772387078,-0.01568627450980431,1.0,1,
20d,ACB,cart,model,0.01,2026-01-20,-0.0019920318725099584,1.0379472262880332,-0.017647058823529793,1.0,1,
20d,ACB,cart,model,0.01,2026-01-21,-0.007984031936127733,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.01,2026-01-22,0.0,1.0296602224853344,-0.025490196078431615,1.0,1,
20d,ACB,cart,model,0.01,2026-01-23,0.008048289738430636,1.0379472262880334,-0.01764705882352957,1.0,1,
20d,ACB,cart,model,0.01,2026-01-26,-0.009980039920159722,1.0275884715346597,-0.0274509803921571,1.0,1,
20d,ACB,cart,model,0.01,2026-01-27,-0.0040322580645162365,1.02344496963331,-0.03137254901960829,1.0,1,
20d,ACB,cart,model,0.01,2026-01-28,-0.03238866396761142,0.9902969544225145,-0.06274509803921613,1.0,1,
20d,ACB,cart,model,0.01,2026-01-29,-0.004184100418409997,0.9861534525211652,-0.0666666666666671,1.0,1,
20d,ACB,cart,model,0.01,2026-01-30,0.012605042016806678,0.9985839582252134,-0.0549019607843142,1.0,1,
20d,ACB,cart,model,0.01,2026-02-02,-0.01797199170124486,0.9806374156149936,-0.07188725490196135,1.0,1,
20d,ACB,cart,model,0.01,2026-02-03,0.0,0.9806374156149936,-0.07188725490196135,0.0,0,
20d,ACB,cart,model,0.01,2026-02-04,-0.00769248558315927,0.9730938764330688,-0.07902674881317429,1.0,1,
20d,ACB,cart,model,0.01,2026-02-05,-0.006355932203389925,0.9669089577269263,-0.08488039235885336,1.0,1,
20d,ACB,cart,model,0.01,2026-02-06,-0.019189765458422103,0.9483542016084993,-0.10244132299589015,1.0,1,
20d,ACB,cart,model,0.01,2026-02-09,-0.0021739130434782483,0.9462925620397852,-0.10439253751111643,1.0,1,
20d,ACB,cart,model,0.01,2026-02-10,0.002178649237472907,0.9483542016084995,-0.10244132299588993,1.0,1,
20d,ACB,cart,model,0.01,2026-02-11,0.02826086956521734,0.9751555160017831,-0.07707553429794778,1.0,1,
20d,ACB,cart,model,0.01,2026-02-12,0.008456659619450413,0.9834020742766397,-0.06927067623704242,1.0,1,
20d,ACB,cart,model,0.01,2026-02-13,0.0,0.9834020742766397,-0.06927067623704242,1.0,1,
20d,ACB,cart,model,0.01,2026-02-23,0.008385744234800763,0.9916486325514962,-0.061465818176137166,1.0,1,
20d,ACB,cart,model,0.01,2026-02-24,-0.0020790020790021346,0.989586992982782,-0.06341703269136356,1.0,1,
20d,ACB,cart,model,0.01,2026-02-25,0.018750000000000044,1.0081417491012092,-0.04585610205432655,1.0,1,
20d,ACB,cart,model,0.01,2026-02-26,0.0,1.0081417491012092,-0.04585610205432655,1.0,1,
20d,ACB,cart,model,0.01,2026-02-27,0.004089979550102374,1.0122650282386376,-0.04195367302387376,1.0,1,
20d,ACB,cart,model,0.01,2026-03-02,-0.024439918533604943,0.987525353414068,-0.06536824720658974,1.0,1,
20d,ACB,cart,model,0.01,2026-03-03,-0.018789144050104345,0.9689705972956408,-0.08292917784362663,1.0,1,
20d,ACB,cart,model,0.01,2026-03-04,-0.012765957446808529,0.956600759883356,-0.09463646493498468,1.0,1,
20d,ACB,cart,model,0.01,2026-03-05,0.015086206896551824,0.971032236864355,-0.08097796332840024,1.0,1,
20d,ACB,cart,model,0.01,2026-03-06,-0.010615711252653925,0.9607240390207844,-0.09073403590453188,1.0,1,
20d,ACB,cart,model,0.01,2026-03-09,-0.06866952789699576,0.8947515728219322,-0.15317290039177434,1.0,1,
20d,ACB,cart,model,0.01,2026-03-10,0.06308640552995382,0.9511982333935406,-0.09974962257213527,1.0,1,
20d,ACB,cart,model,0.01,2026-03-11,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.01,2026-03-12,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
20d,ACB,cart,model,0.01,2026-03-13,0.0,0.9511982333935406,-0.09974962257213527,0.0,0,
