horizon,ticker,model_name,strategy_type,threshold,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,profit_factor,number_of_trades,average_trade_return,exposure_ratio,turnover,candidate_signals,buy_signals,skipped_overlap_signals,positive_net_return_after_costs,beats_buy_and_hold,beats_naive_flat_strategy
20d,DGC,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,False,False
20d,DGC,cart,model,0.0,0.06687274917535402,0.28525846764549634,1.0415123389415804,1.012983277827181,-0.08930987821380276,1.0,10.0,1,0.06687274917535402,0.3076923076923077,2.0,45,8,7,True,False,True
20d,DGC,cart,model,0.005,0.06687274917535402,0.28525846764549634,1.0415123389415804,1.012983277827181,-0.08930987821380276,1.0,10.0,1,0.06687274917535402,0.3076923076923077,2.0,45,8,7,True,False,True
20d,DGC,cart,model,0.01,0.06687274917535402,0.28525846764549634,1.0415123389415804,1.012983277827181,-0.08930987821380276,1.0,10.0,1,0.06687274917535402,0.3076923076923077,2.0,45,8,7,True,False,True
20d,DGC,cart,model,0.02,0.06687274917535402,0.28525846764549634,1.0415123389415804,1.012983277827181,-0.08930987821380276,1.0,10.0,1,0.06687274917535402,0.3076923076923077,2.0,45,8,7,True,False,True
20d,DGC,lightgbm,model,0.0,-0.32775776683105473,-0.7855476707305301,-2.7080488558269384,-3.6348986520489555,-0.4477242229030072,0.5,0.07266499402046138,2,-0.15957545942922002,0.6153846153846154,4.0,45,7,5,False,False,False
20d,DGC,lightgbm,model,0.005,-0.32775776683105473,-0.7855476707305301,-2.7080488558269384,-3.6348986520489555,-0.4477242229030072,0.5,0.07266499402046138,2,-0.15957545942922002,0.6153846153846154,4.0,45,7,5,False,False,False
20d,DGC,lightgbm,model,0.01,-0.32775776683105473,-0.7855476707305301,-2.7080488558269384,-3.6348986520489555,-0.4477242229030072,0.5,0.07266499402046138,2,-0.15957545942922002,0.6153846153846154,4.0,45,6,4,False,False,False
20d,DGC,lightgbm,model,0.02,-0.32775776683105473,-0.7855476707305301,-2.7080488558269384,-3.6348986520489555,-0.4477242229030072,0.5,0.07266499402046138,2,-0.15957545942922002,0.6153846153846154,4.0,45,5,3,False,False,False
20d,DGC,xgboost,model,0.0,-0.32775776683105473,-0.7855476707305301,-2.7080488558269384,-3.6348986520489555,-0.4477242229030072,0.5,0.07266499402046138,2,-0.15957545942922002,0.6153846153846154,4.0,45,5,3,False,False,False
20d,DGC,xgboost,model,0.005,-0.32775776683105473,-0.7855476707305301,-2.7080488558269384,-3.6348986520489555,-0.4477242229030072,0.5,0.07266499402046138,2,-0.15957545942922002,0.6153846153846154,4.0,45,5,3,False,False,False
20d,DGC,xgboost,model,0.01,-0.31166206412168973,-0.7649448950061671,-2.541625175163333,-3.350880130511528,-0.43623557375091493,0.5,0.14397526693385942,2,-0.14730441445755027,0.6153846153846154,4.0,45,3,1,False,False,False
20d,DGC,xgboost,model,0.02,-0.31166206412168973,-0.7649448950061671,-2.541625175163333,-3.350880130511528,-0.43623557375091493,0.5,0.14397526693385942,2,-0.14730441445755027,0.6153846153846154,4.0,45,3,1,False,False,False
20d,HPG,buy_and_hold,benchmark,,0.05320771240053768,0.22260217797759219,0.7543212770429264,1.2496826597607829,-0.1377551020408162,1.0,10.0,1,0.053207712400537455,1.0,2.0,1,1,0,True,False,False
20d,HPG,momentum_continuation,benchmark,0.0,-0.13144030270547324,-0.4209300322699121,-1.7851627395187522,-2.2441663288545826,-0.16216808302529262,0.0,0.0,2,-0.06770083653412784,0.6153846153846154,4.0,135,81,79,False,False,False
20d,HPG,momentum_continuation,benchmark,0.005,-0.13144030270547324,-0.4209300322699121,-1.7851627395187522,-2.2441663288545826,-0.16216808302529262,0.0,0.0,2,-0.06770083653412784,0.6153846153846154,4.0,135,75,73,False,False,False
20d,HPG,momentum_continuation,benchmark,0.01,-0.13144030270547324,-0.4209300322699121,-1.7851627395187522,-2.2441663288545826,-0.16216808302529262,0.0,0.0,2,-0.06770083653412784,0.6153846153846154,4.0,135,69,67,False,False,False
20d,HPG,momentum_continuation,benchmark,0.02,-0.13144030270547324,-0.4209300322699121,-1.7851627395187522,-2.2441663288545826,-0.16216808302529262,0.0,0.0,2,-0.06770083653412784,0.6153846153846154,4.0,135,60,58,False,False,False
20d,HPG,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,False,False
20d,HPG,cart,model,0.0,-0.11856937077499186,-0.3869461459285547,-1.5371091948454785,-1.984015737072805,-0.1377551020408161,0.0,0.0,2,-0.06097789595547459,0.6153846153846154,4.0,45,19,17,False,False,False
20d,HPG,cart,model,0.005,-0.11856937077499186,-0.3869461459285547,-1.5371091948454785,-1.984015737072805,-0.1377551020408161,0.0,0.0,2,-0.06097789595547459,0.6153846153846154,4.0,45,19,17,False,False,False
20d,HPG,cart,model,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,HPG,cart,model,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,HPG,lightgbm,model,0.0,-0.0051229279610914835,-0.019715306363450313,-0.08883367215465206,-0.0758107751846074,-0.06934306569343085,0.0,0.0,1,-0.0051229279610914835,0.3076923076923077,2.0,45,3,2,False,False,False
20d,HPG,lightgbm,model,0.005,-0.0051229279610914835,-0.019715306363450313,-0.08883367215465206,-0.0758107751846074,-0.06934306569343085,0.0,0.0,1,-0.0051229279610914835,0.3076923076923077,2.0,45,3,2,False,False,False
20d,HPG,lightgbm,model,0.01,-0.0051229279610914835,-0.019715306363450313,-0.08883367215465206,-0.0758107751846074,-0.06934306569343085,0.0,0.0,1,-0.0051229279610914835,0.3076923076923077,2.0,45,3,2,False,False,False
20d,HPG,lightgbm,model,0.02,-0.0051229279610914835,-0.019715306363450313,-0.08883367215465206,-0.0758107751846074,-0.06934306569343085,0.0,0.0,1,-0.0051229279610914835,0.3076923076923077,2.0,45,2,1,False,False,False
20d,HPG,xgboost,model,0.0,-0.1237024757471511,-0.4006719484309448,-2.0906261992828035,-1.7857847835948495,-0.13929865572710176,0.0,0.0,1,-0.1237024757471511,0.3076923076923077,2.0,45,5,4,False,False,False
20d,HPG,xgboost,model,0.005,-0.06683875937763972,-0.23524133702890382,-1.0456863208179894,-0.8234611123400952,-0.11052631578947358,0.0,0.0,1,-0.06683875937763972,0.3076923076923077,2.0,45,4,3,False,False,False
20d,HPG,xgboost,model,0.01,-0.03216098726919592,-0.1190326676350224,-0.4430581068264194,-0.3340244274111019,-0.08483754512635366,0.0,0.0,1,-0.03216098726919592,0.3076923076923077,2.0,45,2,1,False,False,False
20d,HPG,xgboost,model,0.02,-0.0051229279610914835,-0.019715306363450313,-0.08883367215465206,-0.0758107751846074,-0.06934306569343085,0.0,0.0,1,-0.0051229279610914835,0.3076923076923077,2.0,45,1,0,False,False,False
20d,MWG,buy_and_hold,benchmark,,-0.07927770437144632,-0.27401178023500494,-0.5778623524859403,-0.9426095333188241,-0.20811099252934906,0.0,0.0,1,-0.07927770437144632,1.0,2.0,1,1,0,False,False,False
20d,MWG,momentum_continuation,benchmark,0.0,-0.13172269617210686,-0.4216596074955177,-1.7982430516686936,-1.9940839450793655,-0.1900118652512819,0.5,0.37872893456678935,2,-0.05902443698480764,0.6153846153846154,2.0,135,99,97,False,False,False
20d,MWG,momentum_continuation,benchmark,0.005,-0.13172269617210686,-0.4216596074955177,-1.7982430516686936,-1.9940839450793655,-0.1900118652512819,0.5,0.37872893456678935,2,-0.05902443698480764,0.6153846153846154,2.0,135,96,94,False,False,False
20d,MWG,momentum_continuation,benchmark,0.01,-0.13172269617210686,-0.4216596074955177,-1.7982430516686936,-1.9940839450793655,-0.1900118652512819,0.5,0.37872893456678935,2,-0.05902443698480764,0.6153846153846154,2.0,135,96,94,False,False,False
20d,MWG,momentum_continuation,benchmark,0.02,-0.10254048854905906,-0.3425810104462762,-1.3027236157547029,-1.5403241605037752,-0.18396072657119467,0.5,0.1729802033172818,2,-0.05000542400731711,0.6153846153846154,2.0,135,90,88,False,False,False
20d,MWG,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,False,False
20d,MWG,cart,model,0.0,0.05372832916395898,0.2249468670472652,1.3058159989220761,1.97720085208624,-0.056563500533617916,1.0,10.0,1,0.05372832916395898,0.3076923076923077,2.0,45,9,8,True,False,True
20d,MWG,cart,model,0.005,0.05372832916395898,0.2249468670472652,1.3058159989220761,1.97720085208624,-0.056563500533617916,1.0,10.0,1,0.05372832916395898,0.3076923076923077,2.0,45,9,8,True,False,True
20d,MWG,cart,model,0.01,0.05372832916395898,0.2249468670472652,1.3058159989220761,1.97720085208624,-0.056563500533617916,1.0,10.0,1,0.05372832916395898,0.3076923076923077,2.0,45,9,8,True,False,True
20d,MWG,cart,model,0.02,0.05372832916395898,0.2249468670472652,1.3058159989220761,1.97720085208624,-0.056563500533617916,1.0,10.0,1,0.05372832916395898,0.3076923076923077,2.0,45,9,8,True,False,True
20d,MWG,lightgbm,model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,MWG,lightgbm,model,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,MWG,lightgbm,model,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,MWG,lightgbm,model,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,MWG,xgboost,model,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,MWG,xgboost,model,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,MWG,xgboost,model,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
20d,MWG,xgboost,model,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,45,0,0,False,False,False
