horizon,ticker,model_name,regression_observations,regression_mae,regression_rmse,regression_mape,regression_directional_accuracy,classification_observations,classification_accuracy,classification_precision,classification_recall,classification_f1,classification_roc_auc,classification_positive_class_precision,classification_true_negative,classification_false_positive,classification_false_negative,classification_true_positive
3d,HPG,lightgbm,36,0.021090102838149258,0.027080330633186874,140.01178878135582,0.3888888888888889,36,0.4444444444444444,0.25,0.3333333333333333,0.2857142857142857,0.3263888888888889,0.25,12,12,8,4
3d,HPG,xgboost,36,0.020832880401672183,0.027670563315537612,144.3600407770186,0.3333333333333333,36,0.4166666666666667,0.2,0.25,0.2222222222222222,0.29166666666666663,0.2,12,12,9,3
3d,MWG,cart,36,0.03227673210654926,0.03853100295812904,337.01109436221844,0.5,36,0.4444444444444444,0.25,0.75,0.375,0.5535714285714286,0.25,10,18,2,6
3d,MWG,lightgbm,36,0.025233741276753877,0.03584210512897475,152.13437194643328,0.5,36,0.5555555555555556,0.3,0.75,0.42857142857142855,0.5758928571428572,0.3,14,14,2,6
3d,MWG,xgboost,36,0.026287273978897872,0.0353850797834507,184.1602852067163,0.3333333333333333,36,0.5833333333333334,0.26666666666666666,0.5,0.34782608695652173,0.6026785714285714,0.26666666666666666,17,11,4,4
3d,OVERALL,cart,144,0.044672818504654224,0.05337735473095023,636.1170600999889,0.4861111111111111,144,0.4444444444444444,0.21739130434782608,0.36585365853658536,0.2727272727272727,0.42079090693819554,0.21739130434782608,49,54,26,15
3d,OVERALL,lightgbm,144,0.01927547761608715,0.026885079221623167,157.21296462375474,0.4444444444444444,144,0.5833333333333334,0.27906976744186046,0.2926829268292683,0.2857142857142857,0.46199384323940323,0.27906976744186046,72,31,29,12
3d,OVERALL,xgboost,144,0.020886951925720067,0.02827798314827534,182.51462557788426,0.3958333333333333,144,0.5555555555555556,0.2553191489361702,0.2926829268292683,0.2727272727272727,0.4077669902912622,0.2553191489361702,68,35,29,12
5d,ACB,cart,36,0.024369529674026766,0.03119900042607264,264.5774690130458,0.4722222222222222,36,0.5833333333333334,0.5555555555555556,0.3125,0.4,0.55625,0.5555555555555556,16,4,11,5
5d,ACB,lightgbm,36,0.013200908963802155,0.017102511580976396,124.73388942837728,0.6666666666666666,36,0.6388888888888888,0.8,0.25,0.38095238095238093,0.85,0.8,19,1,12,4
5d,ACB,xgboost,36,0.016634520276824865,0.02056779924547085,197.75953980361038,0.5833333333333334,36,0.6388888888888888,1.0,0.1875,0.3157894736842105,0.825,1.0,20,0,13,3
5d,DGC,cart,36,0.04439835668588959,0.05358228040582705,414.4979395414925,0.5,36,0.3055555555555556,0.2727272727272727,0.9,0.4186046511627907,0.48846153846153845,0.2727272727272727,2,24,1,9
5d,DGC,lightgbm,36,0.026949006547616245,0.032801877270618604,222.91604093713767,0.3055555555555556,36,0.3888888888888889,0.2,0.4,0.26666666666666666,0.35,0.2,10,16,6,4
5d,DGC,xgboost,36,0.027760157097716235,0.034136110869837304,329.0550148805225,0.4444444444444444,36,0.4166666666666667,0.07692307692307693,0.1,0.08695652173913043,0.3653846153846154,0.07692307692307693,14,12,9,1
5d,HPG,cart,36,0.03870191392602943,0.04435562404250693,547.5624740291289,0.3611111111111111,36,0.6944444444444444,0.0,0.0,0.0,0.46296296296296297,0.0,25,2,9,0
5d,HPG,lightgbm,36,0.03359623755294208,0.03949870213448532,284.3610570013849,0.3333333333333333,36,0.16666666666666666,0.08,0.2222222222222222,0.11764705882352941,0.06584362139917696,0.08,4,23,7,2
5d,HPG,xgboost,36,0.03176977757611862,0.03711569917875234,281.94692147325867,0.2777777777777778,36,0.25,0.125,0.3333333333333333,0.18181818181818182,0.1646090534979424,0.125,6,21,6,3
5d,MWG,cart,36,0.05102792566497129,0.06049914024868173,778.9669438396633,0.6388888888888888,36,0.3888888888888889,0.22727272727272727,0.5,0.3125,0.423076923076923,0.22727272727272727,9,17,5,5
5d,MWG,lightgbm,36,0.04572508589050401,0.05688637184452676,392.72147956193817,0.4166666666666667,36,0.3888888888888889,0.3125,1.0,0.47619047619047616,0.6461538461538462,0.3125,4,22,0,10
5d,MWG,xgboost,36,0.044293734466051955,0.05576624921098327,366.341231745339,0.4444444444444444,36,0.3055555555555556,0.2727272727272727,0.9,0.4186046511627907,0.3653846153846154,0.2727272727272727,2,24,1,9
5d,OVERALL,cart,144,0.03962443148772927,0.04866211502828622,498.79785657513145,0.4930555555555556,144,0.4930555555555556,0.2878787878787879,0.4222222222222222,0.34234234234234234,0.4737373737373738,0.2878787878787879,52,47,26,19
5d,OVERALL,lightgbm,144,0.029867809738716125,0.03925769296200656,254.97022074203235,0.4305555555555556,144,0.3958333333333333,0.24390243902439024,0.4444444444444444,0.31496062992125984,0.41885521885521887,0.24390243902439024,37,62,25,20
5d,OVERALL,xgboost,144,0.030114547354177918,0.03897357472605299,293.50934685521963,0.4375,144,0.4027777777777778,0.2191780821917808,0.35555555555555557,0.2711864406779661,0.3921436588103255,0.2191780821917808,42,57,29,16
