horizon,regime,model_name,signal_bucket,observations,avg_actual_return,median_actual_return,hit_rate,realized_profit_rate,positive_precision,recall_of_profitable_cases,lift_vs_base_rate
3d,bear,xgboost,strong_or_moderate_positive,13,-0.004844873896389225,-0.005800981704596,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.5454545454545454,1.006993006993007
3d,bear,xgboost,strong_positive,6,0.03010361002498685,0.03295108567251065,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.36363636363636365,1.4545454545454546
3d,bear,xgboost,weak_or_uncertain,11,-0.005187962758791919,0.0044416243654823,0.5454545454545454,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.9917355371900827
3d,bull,cart,moderate_positive,1,0.0170302334481438,0.0170302334481438,1.0,1.0,1.0,0.09090909090909091,3.6363636363636362
3d,bull,cart,reject,8,-0.021212839722263364,-0.0234206292655028,0.375,0.125,0.125,0.09090909090909091,0.45454545454545453
3d,bull,cart,strong_or_moderate_positive,6,0.0023281947567449315,0.00516145818748655,0.5,0.5,0.5,0.2727272727272727,1.8181818181818181
3d,bull,cart,strong_positive,5,-0.0006122129815348404,-0.0067073170731707,0.4,0.4,0.4,0.18181818181818182,1.4545454545454546
3d,bull,cart,weak_or_uncertain,26,-0.01114426674089297,-0.01169983976246545,0.4230769230769231,0.2692307692307692,0.2692307692307692,0.6363636363636364,0.9790209790209788
3d,bull,lightgbm,moderate_positive,4,-0.019057402238053776,-0.0046933667083856505,0.5,0.25,0.25,0.09090909090909091,0.9090909090909091
3d,bull,lightgbm,reject,10,0.015731146909216658,0.02311940707553345,0.8,0.5,0.5,0.45454545454545453,1.8181818181818181
3d,bull,lightgbm,strong_or_moderate_positive,14,-0.022836397626355715,-0.014955180376351549,0.2857142857142857,0.21428571428571427,0.21428571428571427,0.2727272727272727,0.7792207792207791
3d,bull,lightgbm,strong_positive,10,-0.02434799578167649,-0.02098204325084775,0.2,0.2,0.2,0.18181818181818182,0.7272727272727273
3d,bull,lightgbm,weak_or_uncertain,16,-0.017692899176502568,-0.01594248231321935,0.3125,0.1875,0.1875,0.2727272727272727,0.6818181818181818
3d,bull,xgboost,moderate_positive,7,-0.028207126497839498,-0.0135392829900838,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.5194805194805194
3d,bull,xgboost,reject,5,0.004609672248052759,0.0010957703265395,0.6,0.4,0.4,0.18181818181818182,1.4545454545454546
3d,bull,xgboost,strong_or_moderate_positive,15,-0.02280949479242568,-0.0135392829900838,0.3333333333333333,0.2,0.2,0.2727272727272727,0.7272727272727273
3d,bull,xgboost,strong_positive,8,-0.018086567050188587,-0.01154493991396875,0.5,0.25,0.25,0.18181818181818182,0.9090909090909091
3d,bull,xgboost,weak_or_uncertain,20,-0.006319521192736656,-0.005360347499796,0.45,0.3,0.3,0.5454545454545454,1.0909090909090908
3d,sideway,cart,moderate_positive,6,0.00980108304119793,0.0207529564076176,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.08695652173913043,1.217391304347826
3d,sideway,cart,reject,12,0.0063327809514556604,0.01701424739288675,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.15217391304347827,1.065217391304348
3d,sideway,cart,strong_or_moderate_positive,30,0.0023141337733819196,0.0,0.4666666666666667,0.43333333333333335,0.43333333333333335,0.2826086956521739,0.7913043478260869
3d,sideway,cart,strong_positive,24,0.0004423964564279163,0.0,0.4166666666666667,0.375,0.375,0.1956521739130435,0.6847826086956521
3d,sideway,cart,weak_or_uncertain,42,0.013511063862363063,0.014025079679666999,0.6904761904761905,0.6190476190476191,0.6190476190476191,0.5652173913043478,1.1304347826086956
3d,sideway,lightgbm,moderate_positive,21,0.01204916435509276,0.01363073110285,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.2391304347826087,0.9565217391304347
3d,sideway,lightgbm,reject,5,-0.04228732900842562,-0.0493292053663571,0.0,0.0,0.0,0.0,0.0
3d,sideway,lightgbm,strong_or_moderate_positive,47,0.009679612023527571,0.01363073110285,0.574468085106383,0.5319148936170213,0.5319148936170213,0.5434782608695652,0.9713228492136909
3d,sideway,lightgbm,strong_positive,26,0.007765742832647999,0.0121492571658685,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.30434782608695654,0.983277591973244
3d,sideway,lightgbm,weak_or_uncertain,32,0.014668029586703327,0.019398381482367652,0.71875,0.65625,0.65625,0.45652173913043476,1.1983695652173911
3d,sideway,xgboost,moderate_positive,15,0.008692427558535047,0.0148100450740502,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.17391304347826086,0.9739130434782608
3d,sideway,xgboost,reject,8,0.007500140681965813,0.01601501374025335,0.625,0.5,0.5,0.08695652173913043,0.9130434782608695
3d,sideway,xgboost,strong_or_moderate_positive,35,0.008953082510199144,0.0073333333333331,0.5428571428571428,0.4857142857142857,0.4857142857142857,0.3695652173913043,0.8869565217391303
3d,sideway,xgboost,strong_positive,20,0.009148573723947217,0.00716317016317005,0.55,0.45,0.45,0.1956521739130435,0.8217391304347825
3d,sideway,xgboost,weak_or_uncertain,41,0.008281050085987262,0.0139557266602501,0.6341463414634146,0.6097560975609756,0.6097560975609756,0.5434782608695652,1.1134676564156945
