candidate_id,source,model,feature_set,horizon,decision_threshold,ticker,n_rows,n_correct,accuracy,positive_rate,predicted_positive_rate,scope,n_errors,majority_baseline_accuracy,model_minus_majority_pp,candidate_overall_accuracy,candidate_total_errors,delta_to_candidate_accuracy_pp,error_share,expected_errors_at_overall_accuracy,excess_errors_vs_overall
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,BID,296,163,0.5506756756756757,0.5236486486486487,0.5608108108108109,ticker,133,0.5236486486486487,2.7027027027026973,0.5757882882882883,3767,-2.511261261261266,0.03530661003451022,125.56666666666666,7.433333333333337
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,MWG,296,167,0.5641891891891891,0.7533783783783784,0.4189189189189189,ticker,129,0.7533783783783784,-18.918918918918926,0.5757882882882883,3767,-1.1599099099099175,0.03424475710114149,125.56666666666666,3.433333333333337
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,TPB,296,169,0.5709459459459459,0.4391891891891892,0.7466216216216216,ticker,127,0.5608108108108107,1.0135135135135198,0.5757882882882883,3767,-0.4842342342342376,0.033713830634457126,125.56666666666666,1.4333333333333371
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,VNM,296,169,0.5709459459459459,0.597972972972973,0.4864864864864865,ticker,127,0.597972972972973,-2.7027027027027084,0.5757882882882883,3767,-0.4842342342342376,0.033713830634457126,125.56666666666666,1.4333333333333371
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,LPB,296,178,0.6013513513513513,0.625,0.6925675675675675,ticker,118,0.625,-2.3648648648648685,0.5757882882882883,3767,2.5563063063062996,0.03132466153437749,125.56666666666666,-7.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,TCB,296,178,0.6013513513513513,0.6317567567567568,0.8547297297297297,ticker,118,0.6317567567567568,-3.0405405405405483,0.5757882882882883,3767,2.5563063063062996,0.03132466153437749,125.56666666666666,-7.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,STB,296,181,0.6114864864864865,0.7702702702702703,0.6858108108108109,ticker,115,0.7702702702702703,-15.878378378378377,0.5757882882882883,3767,3.5698198198198194,0.03052827183435094,125.56666666666666,-10.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,MBB,296,182,0.6148648648648649,0.6418918918918919,0.8851351351351351,ticker,114,0.6418918918918919,-2.7027027027026973,0.5757882882882883,3767,3.9076576576576594,0.03026280860100876,125.56666666666666,-11.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,SHB,296,182,0.6148648648648649,0.5878378378378378,0.9121621621621622,ticker,114,0.5878378378378378,2.7027027027027084,0.5757882882882883,3767,3.9076576576576594,0.03026280860100876,125.56666666666666,-11.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,VHM,296,184,0.6216216216216216,0.7905405405405406,0.4391891891891892,ticker,112,0.7905405405405406,-16.8918918918919,0.5757882882882883,3767,4.583333333333329,0.029731882134324396,125.56666666666666,-13.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,SSI,296,185,0.625,0.5202702702702703,0.6925675675675675,ticker,111,0.5202702702702703,10.472972972972972,0.5757882882882883,3767,4.921171171171168,0.029466418900982214,125.56666666666666,-14.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,HPG,296,188,0.6351351351351351,0.597972972972973,0.8277027027027027,ticker,108,0.597972972972973,3.716216216216206,0.5757882882882883,3767,5.934684684684677,0.02867002920095567,125.56666666666666,-17.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,BCM,296,189,0.6385135135135135,0.4189189189189189,0.34121621621621623,ticker,107,0.5810810810810811,5.743243243243235,0.5757882882882883,3767,6.272522522522516,0.028404565967613486,125.56666666666666,-18.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,SAB,296,190,0.6418918918918919,0.4527027027027027,0.4797297297297297,ticker,106,0.5472972972972974,9.459459459459453,0.5757882882882883,3767,6.610360360360357,0.028139102734271303,125.56666666666666,-19.566666666666663
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,VCB,296,203,0.6858108108108109,0.46621621621621623,0.44932432432432434,ticker,93,0.5337837837837838,15.202702702702709,0.5757882882882883,3767,11.002252252252253,0.024688080700822936,125.56666666666666,-32.56666666666666
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,VRE,296,209,0.706081081081081,0.6959459459459459,0.7331081081081081,ticker,87,0.6959459459459459,1.0135135135135087,0.5757882882882883,3767,13.02927927927927,0.02309530130076984,125.56666666666666,-38.56666666666666
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,HDB,296,211,0.7128378378378378,0.6182432432432432,0.6756756756756757,ticker,85,0.6182432432432432,9.459459459459463,0.5757882882882883,3767,13.704954954954951,0.02256437483408548,125.56666666666666,-40.56666666666666
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,FPT,296,218,0.7364864864864865,0.34459459459459457,0.34459459459459457,ticker,78,0.6554054054054055,8.108108108108103,0.5757882882882883,3767,16.06981981981982,0.020706132200690206,125.56666666666666,-47.56666666666666
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,PLX,296,219,0.7398648648648649,0.46621621621621623,0.5371621621621622,ticker,77,0.5337837837837838,20.608108108108112,0.5757882882882883,3767,16.40765765765766,0.020440668967348023,125.56666666666666,-48.56666666666666
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,GVR,296,223,0.7533783783783784,0.4864864864864865,0.5777027027027027,ticker,73,0.5135135135135135,23.98648648648649,0.5757882882882883,3767,17.75900900900901,0.019378816033979295,125.56666666666666,-52.56666666666666
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,VIC,286,92,0.32167832167832167,0.916083916083916,0.23776223776223776,ticker,194,0.916083916083916,-59.44055944055944,0.5744755244755245,3651,-25.279720279720287,0.05313612708846891,121.69999999999999,72.30000000000001
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,BVH,286,105,0.36713286713286714,0.6083916083916084,0.3041958041958042,ticker,181,0.6083916083916084,-24.12587412587413,0.5744755244755245,3651,-20.73426573426574,0.049575458778416875,121.69999999999999,59.30000000000001
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,SSB,286,107,0.3741258741258741,0.3181818181818182,0.6573426573426573,ticker,179,0.6818181818181819,-30.769230769230777,0.5744755244755245,3651,-20.03496503496504,0.049027663653793484,121.69999999999999,57.30000000000001
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,GAS,286,114,0.3986013986013986,0.4965034965034965,0.48951048951048953,ticker,172,0.5034965034965035,-10.489510489510495,0.5744755244755245,3651,-17.587412587412594,0.047110380717611616,121.69999999999999,50.30000000000001
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,VIB,286,115,0.4020979020979021,0.36713286713286714,0.8531468531468531,ticker,171,0.6328671328671329,-23.076923076923084,0.5744755244755245,3651,-17.237762237762244,0.04683648315529992,121.69999999999999,49.30000000000001
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,VJC,286,118,0.4125874125874126,0.5874125874125874,0.1048951048951049,ticker,168,0.5874125874125874,-17.48251748251748,0.5744755244755245,3651,-16.188811188811194,0.04601479046836483,121.69999999999999,46.30000000000001
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ACB,286,132,0.46153846153846156,0.3951048951048951,0.7867132867132867,ticker,154,0.6048951048951049,-14.335664335664333,0.5744755244755245,3651,-11.293706293706297,0.0421802245960011,121.69999999999999,32.30000000000001
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,VHM,286,144,0.5034965034965035,0.7832167832167832,0.3146853146853147,ticker,142,0.7832167832167832,-27.97202797202797,0.5744755244755245,3651,-7.097902097902098,0.03889345384826075,121.69999999999999,20.30000000000001
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,MWG,286,149,0.5209790209790209,0.7692307692307693,0.32517482517482516,ticker,137,0.7692307692307693,-24.825174825174834,0.5744755244755245,3651,-5.349650349650359,0.03752396603670227,121.69999999999999,15.300000000000011
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,TPB,286,150,0.5244755244755245,0.4125874125874126,0.6643356643356644,ticker,136,0.5874125874125874,-6.2937062937062915,0.5744755244755245,3651,-5.000000000000004,0.03725006847439058,121.69999999999999,14.300000000000011
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,VCB,286,150,0.5244755244755245,0.47202797202797203,0.36713286713286714,ticker,136,0.5279720279720279,-0.34965034965034336,0.5744755244755245,3651,-5.000000000000004,0.03725006847439058,121.69999999999999,14.300000000000011
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,VPB,286,152,0.5314685314685315,0.4230769230769231,0.4090909090909091,ticker,134,0.5769230769230769,-4.545454545454541,0.5744755244755245,3651,-4.300699300699307,0.03670227334976719,121.69999999999999,12.300000000000011
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,CTG,286,153,0.534965034965035,0.5524475524475524,0.7797202797202797,ticker,133,0.5524475524475524,-1.748251748251739,0.5744755244755245,3651,-3.951048951048952,0.03642837578745549,121.69999999999999,11.300000000000011
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,MSN,286,158,0.5524475524475524,0.4405594405594406,0.5594405594405595,ticker,128,0.5594405594405594,-0.6993006993006978,0.5744755244755245,3651,-2.202797202797213,0.03505888797589701,121.69999999999999,6.300000000000011
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,LPB,286,164,0.5734265734265734,0.6223776223776224,0.6293706293706294,ticker,122,0.6223776223776224,-4.895104895104896,0.5744755244755245,3651,-0.10489510489510856,0.033415502602026845,121.69999999999999,0.30000000000001137
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,STB,286,171,0.5979020979020979,0.8286713286713286,0.6853146853146853,ticker,115,0.8286713286713286,-23.076923076923073,0.5744755244755245,3651,2.3426573426573394,0.03149821966584498,121.69999999999999,-6.699999999999989
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,HPG,286,173,0.6048951048951049,0.5244755244755245,0.7797202797202797,ticker,113,0.5244755244755245,8.041958041958042,0.5744755244755245,3651,3.041958041958037,0.030950424541221582,121.69999999999999,-8.699999999999989
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,BID,286,175,0.6118881118881119,0.479020979020979,0.5174825174825175,ticker,111,0.520979020979021,9.090909090909083,0.5744755244755245,3651,3.741258741258735,0.030402629416598194,121.69999999999999,-10.699999999999989
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,SSI,286,179,0.6258741258741258,0.44755244755244755,0.5769230769230769,ticker,107,0.5524475524475525,7.342657342657333,0.5744755244755245,3651,5.139860139860131,0.02930703916735141,121.69999999999999,-14.699999999999989
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,SHB,286,185,0.6468531468531469,0.5559440559440559,0.8111888111888111,ticker,101,0.5559440559440559,9.090909090909093,0.5744755244755245,3651,7.237762237762235,0.02766365379348124,121.69999999999999,-20.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,VNM,286,187,0.6538461538461539,0.5699300699300699,0.40559440559440557,ticker,99,0.5699300699300699,8.391608391608397,0.5744755244755245,3651,7.937062937062933,0.027115858668857847,121.69999999999999,-22.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,PLX,286,188,0.6573426573426573,0.45104895104895104,0.527972027972028,ticker,98,0.548951048951049,10.839160839160833,0.5744755244755245,3651,8.286713286713276,0.02684196110654615,121.69999999999999,-23.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,SAB,286,188,0.6573426573426573,0.43356643356643354,0.4825174825174825,ticker,98,0.5664335664335665,9.090909090909083,0.5744755244755245,3651,8.286713286713276,0.02684196110654615,121.69999999999999,-23.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,TCB,286,188,0.6573426573426573,0.6188811188811189,0.8216783216783217,ticker,98,0.6188811188811189,3.8461538461538436,0.5744755244755245,3651,8.286713286713276,0.02684196110654615,121.69999999999999,-23.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,MBB,286,193,0.6748251748251748,0.6958041958041958,0.8531468531468531,ticker,93,0.6958041958041958,-2.0979020979021046,0.5744755244755245,3651,10.034965034965026,0.025472473294987676,121.69999999999999,-28.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,BCM,286,211,0.7377622377622378,0.36713286713286714,0.2867132867132867,ticker,75,0.6328671328671329,10.48951048951049,0.5744755244755245,3651,16.32867132867133,0.020542317173377157,121.69999999999999,-46.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,VRE,286,212,0.7412587412587412,0.7097902097902098,0.6818181818181818,ticker,74,0.7097902097902098,3.1468531468531458,0.5744755244755245,3651,16.678321678321673,0.02026841961106546,121.69999999999999,-47.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,FPT,286,223,0.7797202797202797,0.3356643356643357,0.32517482517482516,ticker,63,0.6643356643356644,11.538461538461531,0.5744755244755245,3651,20.524475524475516,0.01725554642563681,121.69999999999999,-58.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,HDB,286,226,0.7902097902097902,0.5944055944055944,0.5804195804195804,ticker,60,0.5944055944055944,19.580419580419584,0.5744755244755245,3651,21.57342657342657,0.016433853738701727,121.69999999999999,-61.69999999999999
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,GVR,286,227,0.7937062937062938,0.44405594405594406,0.5314685314685315,ticker,59,0.5559440559440559,23.77622377622378,0.5744755244755245,3651,21.923076923076923,0.01615995617639003,121.69999999999999,-62.69999999999999
