candidate_id,source,model,feature_set,horizon,decision_threshold,scope,group,n_rows,positive_rate,negative_rate,predicted_positive_rate,model_accuracy,majority_baseline_accuracy,model_minus_majority_pp,true_positive,true_negative,false_positive,false_negative
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,TCB,296,0.6317567567567568,0.3682432432432432,0.8547297297297297,0.6013513513513513,0.6317567567567568,-3.0405405405405483,161,17,92,26
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,TPB,296,0.4391891891891892,0.5608108108108107,0.7466216216216216,0.5709459459459459,0.5608108108108107,1.0135135135135198,112,57,109,18
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,VCB,296,0.46621621621621623,0.5337837837837838,0.44932432432432434,0.6858108108108109,0.5337837837837838,15.202702702702709,89,114,44,49
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,VHM,296,0.7905405405405406,0.20945945945945943,0.4391891891891892,0.6216216216216216,0.7905405405405406,-16.8918918918919,126,58,4,108
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,VIB,296,0.3885135135135135,0.6114864864864865,0.8986486486486487,0.40202702702702703,0.6114864864864865,-20.945945945945947,102,17,164,13
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,VIC,296,0.902027027027027,0.09797297297297303,0.26013513513513514,0.3581081081081081,0.902027027027027,-54.39189189189189,77,29,0,190
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,VJC,296,0.5945945945945946,0.4054054054054054,0.4222972972972973,0.375,0.5945945945945946,-21.959459459459463,58,53,67,118
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,VNM,296,0.597972972972973,0.402027027027027,0.4864864864864865,0.5709459459459459,0.597972972972973,-2.7027027027027084,97,72,47,80
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,VPB,296,0.49324324324324326,0.5067567567567568,0.4560810810810811,0.46959459459459457,0.5067567567567568,-3.716216216216223,62,77,73,84
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,ticker,VRE,296,0.6959459459459459,0.30405405405405406,0.7331081081081081,0.706081081081081,0.6959459459459459,1.0135135135135087,168,41,49,38
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-01,510,0.8117647058823529,0.18823529411764706,0.711764705882353,0.6607843137254902,0.8117647058823529,-15.098039215686276,302,35,61,112
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-02,600,0.27166666666666667,0.7283333333333333,0.64,0.5283333333333333,0.7283333333333333,-19.999999999999996,132,185,252,31
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-03,630,0.25873015873015875,0.7412698412698413,0.6603174603174603,0.4650793650793651,0.7412698412698413,-27.61904761904762,121,172,295,42
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-04,600,0.8166666666666667,0.18333333333333335,0.5033333333333333,0.5933333333333334,0.8166666666666667,-22.33333333333333,274,82,28,216
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-05,600,0.9633333333333334,0.036666666666666625,0.6833333333333333,0.6733333333333333,0.9633333333333334,-29.000000000000004,396,8,14,182
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-06,630,0.9507936507936507,0.049206349206349254,0.8206349206349206,0.8158730158730159,0.9507936507936507,-13.492063492063489,500,14,17,99
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-07,690,0.8028985507246377,0.19710144927536233,0.7231884057971014,0.7579710144927536,0.8028985507246377,-4.492753623188406,443,80,56,111
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-08,630,0.5206349206349207,0.4793650793650793,0.726984126984127,0.5619047619047619,0.5206349206349207,4.126984126984123,255,99,203,73
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-09,600,0.2683333333333333,0.7316666666666667,0.62,0.41833333333333333,0.7316666666666667,-31.333333333333336,92,159,280,69
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-10,690,0.3898550724637681,0.6101449275362318,0.5739130434782609,0.41884057971014493,0.6101449275362318,-19.130434782608692,132,157,264,137
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-11,600,0.7516666666666667,0.2483333333333333,0.5116666666666667,0.4633333333333333,0.7516666666666667,-28.83333333333334,218,60,89,233
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2025-12,690,0.6521739130434783,0.34782608695652173,0.6,0.5362318840579711,0.6521739130434783,-11.594202898550721,272,98,142,178
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2026-01,600,0.14166666666666666,0.8583333333333334,0.43666666666666665,0.515,0.8583333333333334,-34.333333333333336,28,281,234,57
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2026-02,450,0.24444444444444444,0.7555555555555555,0.32222222222222224,0.6688888888888889,0.7555555555555555,-8.666666666666668,53,248,92,57
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,month,2026-03,360,0.5,0.5,0.36944444444444446,0.6027777777777777,0.5,10.277777777777775,85,132,48,95
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,quarter,2025-Q1,1740,0.42528735632183906,0.5747126436781609,0.6683908045977012,0.5442528735632184,0.5747126436781609,-3.0459770114942497,555,392,608,185
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,quarter,2025-Q2,1830,0.9109289617486339,0.08907103825136609,0.6715846994535519,0.6961748633879782,0.9109289617486339,-21.475409836065573,1170,104,59,497
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,quarter,2025-Q3,1920,0.5432291666666667,0.45677083333333335,0.6921875,0.5875,0.5432291666666667,4.4270833333333375,790,338,539,253
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,quarter,2025-Q4,1980,0.5909090909090909,0.40909090909090906,0.5641414141414142,0.4732323232323232,0.5909090909090909,-11.767676767676772,622,315,495,548
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,quarter,2026-Q1,1410,0.26595744680851063,0.7340425531914894,0.3829787234042553,0.5865248226950355,0.7340425531914894,-14.75177304964539,166,661,374,209
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,overall,all,8580,0.5406759906759907,0.4593240093240093,0.544988344988345,0.5744755244755245,0.5406759906759907,3.379953379953382,2832,2097,1844,1807
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,ACB,286,0.3951048951048951,0.6048951048951049,0.7867132867132867,0.46153846153846156,0.6048951048951049,-14.335664335664333,92,40,133,21
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,BCM,286,0.36713286713286714,0.6328671328671329,0.2867132867132867,0.7377622377622378,0.6328671328671329,10.48951048951049,56,155,26,49
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,BID,286,0.479020979020979,0.520979020979021,0.5174825174825175,0.6118881118881119,0.520979020979021,9.090909090909083,87,88,61,50
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,BVH,286,0.6083916083916084,0.39160839160839156,0.3041958041958042,0.36713286713286714,0.6083916083916084,-24.12587412587413,40,65,47,134
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,CTG,286,0.5524475524475524,0.4475524475524476,0.7797202797202797,0.534965034965035,0.5524475524475524,-1.748251748251739,124,29,99,34
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,FPT,286,0.3356643356643357,0.6643356643356644,0.32517482517482516,0.7797202797202797,0.6643356643356644,11.538461538461531,63,160,30,33
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,GAS,286,0.4965034965034965,0.5034965034965035,0.48951048951048953,0.3986013986013986,0.5034965034965035,-10.489510489510495,55,59,85,87
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,GVR,286,0.44405594405594406,0.5559440559440559,0.5314685314685315,0.7937062937062938,0.5559440559440559,23.77622377622378,110,117,42,17
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,HDB,286,0.5944055944055944,0.4055944055944056,0.5804195804195804,0.7902097902097902,0.5944055944055944,19.580419580419584,138,88,28,32
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,HPG,286,0.5244755244755245,0.4755244755244755,0.7797202797202797,0.6048951048951049,0.5244755244755245,8.041958041958042,130,43,93,20
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,LPB,286,0.6223776223776224,0.3776223776223776,0.6293706293706294,0.5734265734265734,0.6223776223776224,-4.895104895104896,118,46,62,60
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,MBB,286,0.6958041958041958,0.30419580419580416,0.8531468531468531,0.6748251748251748,0.6958041958041958,-2.0979020979021046,175,18,69,24
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,MSN,286,0.4405594405594406,0.5594405594405594,0.5594405594405595,0.5524475524475524,0.5594405594405594,-0.6993006993006978,79,79,81,47
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,MWG,286,0.7692307692307693,0.23076923076923073,0.32517482517482516,0.5209790209790209,0.7692307692307693,-24.825174825174834,88,61,5,132
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,PLX,286,0.45104895104895104,0.548951048951049,0.527972027972028,0.6573426573426573,0.548951048951049,10.839160839160833,91,97,60,38
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,SAB,286,0.43356643356643354,0.5664335664335665,0.4825174825174825,0.6573426573426573,0.5664335664335665,9.090909090909083,82,106,56,42
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,SHB,286,0.5559440559440559,0.44405594405594406,0.8111888111888111,0.6468531468531469,0.5559440559440559,9.090909090909093,145,40,87,14
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,SSB,286,0.3181818181818182,0.6818181818181819,0.6573426573426573,0.3741258741258741,0.6818181818181819,-30.769230769230777,50,57,138,41
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,SSI,286,0.44755244755244755,0.5524475524475525,0.5769230769230769,0.6258741258741258,0.5524475524475525,7.342657342657333,93,86,72,35
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,STB,286,0.8286713286713286,0.17132867132867136,0.6853146853146853,0.5979020979020979,0.8286713286713286,-23.076923076923073,159,12,37,78
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,TCB,286,0.6188811188811189,0.38111888111888115,0.8216783216783217,0.6573426573426573,0.6188811188811189,3.8461538461538436,157,31,78,20
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,TPB,286,0.4125874125874126,0.5874125874125874,0.6643356643356644,0.5244755244755245,0.5874125874125874,-6.2937062937062915,86,64,104,32
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,VCB,286,0.47202797202797203,0.5279720279720279,0.36713286713286714,0.5244755244755245,0.5279720279720279,-0.34965034965034336,52,98,53,83
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,VHM,286,0.7832167832167832,0.21678321678321677,0.3146853146853147,0.5034965034965035,0.7832167832167832,-27.97202797202797,86,58,4,138
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,VIB,286,0.36713286713286714,0.6328671328671329,0.8531468531468531,0.4020979020979021,0.6328671328671329,-23.076923076923084,89,26,155,16
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,VIC,286,0.916083916083916,0.08391608391608396,0.23776223776223776,0.32167832167832167,0.916083916083916,-59.44055944055944,68,24,0,194
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,VJC,286,0.5874125874125874,0.4125874125874126,0.1048951048951049,0.4125874125874126,0.5874125874125874,-17.48251748251748,15,103,15,153
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,VNM,286,0.5699300699300699,0.4300699300699301,0.40559440559440557,0.6538461538461539,0.5699300699300699,8.391608391608397,90,97,26,73
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,VPB,286,0.4230769230769231,0.5769230769230769,0.4090909090909091,0.5314685314685315,0.5769230769230769,-4.545454545454541,52,100,65,69
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,ticker,VRE,286,0.7097902097902098,0.2902097902097902,0.6818181818181818,0.7412587412587412,0.7097902097902098,3.1468531468531458,162,50,33,41
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-01,510,0.5705882352941176,0.4294117647058824,0.5627450980392157,0.6,0.5705882352941176,2.941176470588236,187,119,100,104
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-02,600,0.25833333333333336,0.7416666666666667,0.49666666666666665,0.5916666666666667,0.7416666666666667,-15.000000000000002,104,251,194,51
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-03,630,0.273015873015873,0.7269841269841271,0.5158730158730159,0.573015873015873,0.7269841269841271,-15.39682539682541,114,247,211,58
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-04,600,0.885,0.11499999999999999,0.47333333333333333,0.5116666666666667,0.885,-37.33333333333333,261,46,23,270
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-05,600,0.99,0.010000000000000009,0.7483333333333333,0.7383333333333333,0.99,-25.16666666666667,443,0,6,151
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-06,630,0.9301587301587302,0.06984126984126982,0.7634920634920634,0.7634920634920634,0.9301587301587302,-16.666666666666675,459,22,22,127
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-07,690,0.7971014492753623,0.2028985507246377,0.6782608695652174,0.6782608695652174,0.7971014492753623,-11.884057971014494,398,70,70,152
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-08,630,0.4238095238095238,0.5761904761904761,0.6492063492063492,0.49523809523809526,0.5761904761904761,-8.095238095238088,179,133,230,88
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-09,600,0.3016666666666667,0.6983333333333333,0.58,0.47833333333333333,0.6983333333333333,-21.999999999999993,108,179,240,73
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-10,690,0.4405797101449275,0.5594202898550724,0.5202898550724637,0.427536231884058,0.5594202898550724,-13.188405797101444,134,161,225,170
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-11,600,0.7066666666666667,0.29333333333333333,0.41833333333333333,0.4116666666666667,0.7066666666666667,-29.5,161,86,90,263
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2025-12,690,0.4985507246376812,0.5014492753623188,0.5260869565217391,0.508695652173913,0.5014492753623188,0.7246376811594235,184,167,179,160
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2026-01,600,0.17166666666666666,0.8283333333333334,0.37333333333333335,0.575,0.8283333333333334,-25.333333333333343,36,309,188,67
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,month,2026-02,450,0.25555555555555554,0.7444444444444445,0.2511111111111111,0.7333333333333333,0.7444444444444445,-1.1111111111111183,54,276,59,61
