candidate_id,source,model,feature_set,horizon,decision_threshold,month_id,n_rows,n_correct,accuracy,positive_rate,predicted_positive_rate,scope,n_errors,majority_baseline_accuracy,model_minus_majority_pp,quarter_id,candidate_overall_accuracy,candidate_total_errors,delta_to_candidate_accuracy_pp,error_share,expected_errors_at_overall_accuracy,excess_errors_vs_overall
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,,1740,947,0.5442528735632184,0.42528735632183906,0.6683908045977012,quarter,793,0.5747126436781609,-3.0459770114942497,2025-Q1,0.5757882882882883,3767,-3.1535414725069932,0.2105123440403504,738.1283783783783,54.87162162162167
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,,1410,827,0.5865248226950355,0.26595744680851063,0.3829787234042553,quarter,583,0.7340425531914894,-14.75177304964539,2026-Q1,0.5757882882882883,3767,1.0736534406747156,0.15476506503849216,598.1385135135134,-15.13851351351343
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,,1920,1128,0.5875,0.5432291666666667,0.6921875,quarter,792,0.5432291666666667,4.4270833333333375,2025-Q3,0.5757882882882883,3767,1.1711711711711703,0.21024688080700824,814.4864864864865,-22.486486486486456
canonical_v1_lightgbm_h40_daily_cross_nl20_d3_lr0.02_n700_t500,v1_best_final_reproduced,lightgbm,daily_cross,40,0.5,,1830,1274,0.6961748633879782,0.9109289617486339,0.6715846994535519,quarter,556,0.9109289617486339,-21.475409836065573,2025-Q2,0.5757882882882883,3767,12.038657509968987,0.14759755773825325,776.3074324324324,-220.3074324324324
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-11,600,247,0.4116666666666667,0.7066666666666667,0.41833333333333333,month,353,0.7066666666666667,-29.5,,0.5744755244755245,3651,-16.280885780885786,0.09668583949602849,255.31468531468528,97.68531468531472
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-10,690,295,0.427536231884058,0.4405797101449275,0.5202898550724637,month,395,0.5594202898550724,-13.188405797101444,,0.5744755244755245,3651,-14.693929259146653,0.1081895371131197,293.6118881118881,101.3881118881119
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-09,600,287,0.47833333333333333,0.3016666666666667,0.58,month,313,0.6983333333333333,-21.999999999999993,,0.5744755244755245,3651,-9.61421911421912,0.08572993700356067,255.31468531468528,57.68531468531472
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-08,630,312,0.49523809523809526,0.4238095238095238,0.6492063492063492,month,318,0.5761904761904761,-8.095238095238088,,0.5744755244755245,3651,-7.923742923742926,0.08709942481511915,268.0804195804196,49.91958041958043
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-12,690,351,0.508695652173913,0.4985507246376812,0.5260869565217391,month,339,0.5014492753623188,0.7246376811594235,,0.5744755244755245,3651,-6.577987230161153,0.09285127362366474,293.6118881118881,45.388111888111894
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-04,600,307,0.5116666666666667,0.885,0.47333333333333333,month,293,0.885,-37.33333333333333,,0.5744755244755245,3651,-6.2808857808857805,0.08025198575732675,255.31468531468528,37.68531468531472
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-03,630,361,0.573015873015873,0.273015873015873,0.5158730158730159,month,269,0.7269841269841271,-15.39682539682541,,0.5744755244755245,3651,-0.14596514596515453,0.07367844426184607,268.0804195804196,0.9195804195804271
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2026-01,600,345,0.575,0.17166666666666666,0.37333333333333335,month,255,0.8283333333333334,-25.333333333333343,,0.5744755244755245,3651,0.05244755244754318,0.06984387838948233,255.31468531468528,-0.3146853146852777
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-02,600,355,0.5916666666666667,0.25833333333333336,0.49666666666666665,month,245,0.7416666666666667,-15.000000000000002,,0.5744755244755245,3651,1.719114219114215,0.06710490276636538,255.31468531468528,-10.314685314685278
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-01,510,306,0.6,0.5705882352941176,0.5627450980392157,month,204,0.5705882352941176,2.941176470588236,,0.5744755244755245,3651,2.5524475524475454,0.05587510271158587,217.0174825174825,-13.017482517482506
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-07,690,468,0.6782608695652174,0.7971014492753623,0.6782608695652174,month,222,0.7971014492753623,-11.884057971014494,,0.5744755244755245,3651,10.378534508969285,0.06080525883319639,293.6118881118881,-71.6118881118881
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2026-03,60,41,0.6833333333333333,0.36666666666666664,0.2833333333333333,month,19,0.6333333333333333,5.000000000000004,,0.5744755244755245,3651,10.885780885780882,0.005204053683922213,25.53146853146853,-6.53146853146853
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2026-02,450,330,0.7333333333333333,0.25555555555555554,0.2511111111111111,month,120,0.7444444444444445,-1.1111111111111183,,0.5744755244755245,3651,15.885780885780875,0.03286770747740345,191.48601398601397,-71.48601398601397
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-05,600,443,0.7383333333333333,0.99,0.7483333333333333,month,157,0.99,-25.16666666666667,,0.5744755244755245,3651,16.385780885780875,0.04300191728293618,255.31468531468528,-98.31468531468528
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,2025-06,630,481,0.7634920634920634,0.9301587301587302,0.7634920634920634,month,149,0.9301587301587302,-16.666666666666675,,0.5744755244755245,3651,18.90165390165389,0.040810736784442615,268.0804195804196,-119.08041958041957
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,,1980,893,0.451010101010101,0.5414141414141415,0.4914141414141414,quarter,1087,0.5414141414141415,-9.040404040404043,2025-Q4,0.5744755244755245,3651,-12.34654234654235,0.2977266502328129,842.5384615384614,244.46153846153857
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,,1920,1067,0.5557291666666667,0.5197916666666667,0.6380208333333334,quarter,853,0.5197916666666667,3.5937500000000067,2025-Q3,0.5744755244755245,3651,-1.8746357808857805,0.2336346206518762,817.006993006993,35.99300699300704
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,,1740,1022,0.5873563218390805,0.35517241379310344,0.5229885057471264,quarter,718,0.6448275862068966,-5.747126436781613,2025-Q1,0.5744755244755245,3651,1.2880797363555962,0.19665844973979732,740.4125874125873,-22.4125874125873
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,,1110,716,0.645045045045045,0.21621621621621623,0.31891891891891894,quarter,394,0.7837837837837838,-13.873873873873876,2026-Q1,0.5744755244755245,3651,7.056952056952048,0.107915639550808,472.3321678321678,-78.33216783216778
v2_best_final_lightgbm_h50_volatility_normalized_nl20_d3_lr0.02_n700_t525,v2_best_final_reproduced,lightgbm,volatility_normalized,50,0.525,,1830,1231,0.6726775956284153,0.9349726775956284,0.6633879781420765,quarter,599,0.9349726775956284,-26.22950819672131,2025-Q2,0.5744755244755245,3651,9.820207115289081,0.16406463982470557,778.7097902097901,-179.70979020979007
