ticker,asset_type,package,package_version,provider,source,entrypoint,interval,window_start,window_end,success,rows_returned,standardized_rows,columns_returned,first_timestamp,last_timestamp,returned_years,exception_type,exception_message,diagnosis
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1h,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,hourly,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1H,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,60m,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1h,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,hourly,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,1H,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 1H.,provider_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,60m,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 60m.,unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,1h,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 1h.,provider_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,hourly,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,"Giá trị interval không hợp lệ: hourly. Vui lòng chọn: 1m, 5m, 15m, 30m, 1h, 1H, 60m, 1d, 1D, d, D, daily, 1w, 1W, w, W, weekly, 1M, m, M, monthly",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,1H,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 1H.,provider_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,60m,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 60m.,unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,1h,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 1h.,provider_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,hourly,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,"Giá trị interval không hợp lệ: hourly. Vui lòng chọn: 1m, 5m, 15m, 30m, 1h, 1H, 60m, 1d, 1D, d, D, daily, 1w, 1W, w, W, weekly, 1M, m, M, monthly",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,1H,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 1H.,provider_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,60m,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 60m.,unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,1h,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,Dữ liệu trống cho mã ACB với interval 1h.,provider_error
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,hourly,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"Giá trị interval không hợp lệ: hourly. Vui lòng chọn: 1m, 5m, 15m, 30m, 1h, 1H, 60m, 1d, 1D, d, D, daily, 1w, 1W, w, W, weekly, 1M, m, M, monthly",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,1H,2026-05-04,2026-05-13,yes,40,40,"time,open,high,low,close,volume",2026-05-04 09:00:00,2026-05-13 14:00:00,2026,,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,60m,2026-05-04,2026-05-13,yes,40,40,"time,open,high,low,close,volume",2026-05-04 09:00:00,2026-05-13 14:00:00,2026,,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,1h,2026-05-04,2026-05-13,yes,40,40,"time,open,high,low,close,volume",2026-05-04 09:00:00,2026-05-13 14:00:00,2026,,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,KBS,ProviderRegistry.get('quote').history,hourly,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"Giá trị interval không hợp lệ: hourly. Vui lòng chọn: 1m, 5m, 15m, 30m, 1h, 1H, 60m, 1d, 1D, d, D, daily, 1w, 1W, w, W, weekly, 1M, m, M, monthly",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,1H,2024-01-02,2024-01-05,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,60m,2024-01-02,2024-01-05,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,1h,2024-01-02,2024-01-05,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,hourly,2024-01-02,2024-01-05,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,1H,2024-12-02,2024-12-06,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,60m,2024-12-02,2024-12-06,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,1h,2024-12-02,2024-12-06,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,hourly,2024-12-02,2024-12-06,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,1H,2025-01-02,2025-01-06,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,60m,2025-01-02,2025-01-06,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,hourly,2025-01-02,2025-01-06,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,1h,2025-01-02,2025-01-06,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,1H,2026-05-04,2026-05-13,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,60m,2026-05-04,2026-05-13,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,1h,2026-05-04,2026-05-13,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,MSN,ProviderRegistry.get('quote').history,hourly,2026-05-04,2026-05-13,no,0,0,,,,,TypeError,Quote.__init__() missing 1 required positional argument: 'symbol_id',unsupported_ticker
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,60m,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,"Invalid interval: 60m. Use TimeFrame enum or formats like: 1D, 1H, 1W, 1M (vnstock), d, h, m, w, M (alias - case-sensitive), or day, hour, minute, week, month (human readable)",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,1H,2024-01-02,2024-01-05,yes,21,21,"time,open,high,low,close,volume",2023-12-28 14:00:00,2024-01-05 14:00:00,"2023,2024",,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,1h,2024-01-02,2024-01-05,yes,21,21,"time,open,high,low,close,volume",2023-12-28 14:00:00,2024-01-05 14:00:00,"2023,2024",,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,hourly,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,"Invalid interval: hourly. Use TimeFrame enum or formats like: 1D, 1H, 1W, 1M (vnstock), d, h, m, w, M (alias - case-sensitive), or day, hour, minute, week, month (human readable)",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,60m,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,"Invalid interval: 60m. Use TimeFrame enum or formats like: 1D, 1H, 1W, 1M (vnstock), d, h, m, w, M (alias - case-sensitive), or day, hour, minute, week, month (human readable)",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,1H,2024-12-02,2024-12-06,yes,26,26,"time,open,high,low,close,volume",2024-11-28 13:00:00,2024-12-06 14:00:00,2024,,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,hourly,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,"Invalid interval: hourly. Use TimeFrame enum or formats like: 1D, 1H, 1W, 1M (vnstock), d, h, m, w, M (alias - case-sensitive), or day, hour, minute, week, month (human readable)",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,1h,2024-12-02,2024-12-06,yes,26,26,"time,open,high,low,close,volume",2024-11-28 13:00:00,2024-12-06 14:00:00,2024,,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,1H,2025-01-02,2025-01-06,yes,21,21,"time,open,high,low,close,volume",2024-12-27 14:00:00,2025-01-06 14:00:00,"2024,2025",,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,60m,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"Invalid interval: 60m. Use TimeFrame enum or formats like: 1D, 1H, 1W, 1M (vnstock), d, h, m, w, M (alias - case-sensitive), or day, hour, minute, week, month (human readable)",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,hourly,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"Invalid interval: hourly. Use TimeFrame enum or formats like: 1D, 1H, 1W, 1M (vnstock), d, h, m, w, M (alias - case-sensitive), or day, hour, minute, week, month (human readable)",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,1h,2025-01-02,2025-01-06,yes,21,21,"time,open,high,low,close,volume",2024-12-27 14:00:00,2025-01-06 14:00:00,"2024,2025",,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,1H,2026-05-04,2026-05-13,yes,46,46,"time,open,high,low,close,volume",2026-04-28 14:00:00,2026-05-13 14:00:00,2026,,,hourly_rows_returned
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,60m,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"Invalid interval: 60m. Use TimeFrame enum or formats like: 1D, 1H, 1W, 1M (vnstock), d, h, m, w, M (alias - case-sensitive), or day, hour, minute, week, month (human readable)",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,hourly,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"Invalid interval: hourly. Use TimeFrame enum or formats like: 1D, 1H, 1W, 1M (vnstock), d, h, m, w, M (alias - case-sensitive), or day, hour, minute, week, month (human readable)",unsupported_interval
ACB,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,VCI,ProviderRegistry.get('quote').history,1h,2026-05-04,2026-05-13,yes,46,46,"time,open,high,low,close,volume",2026-04-28 14:00:00,2026-05-13 14:00:00,2026,,,hourly_rows_returned
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1H,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,60m,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1h,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,hourly,2024-01-02,2024-01-05,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1H,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,60m,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1h,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,hourly,2024-12-02,2024-12-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1H,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,60m,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1h,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,hourly,2025-01-02,2025-01-06,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1H,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,60m,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
BID,stock,vnstock,3.5.0,vnstock.ProviderRegistry.quote,FMP,ProviderRegistry.get('quote').history,1h,2026-05-04,2026-05-13,no,0,0,,,,,ValueError,"FMP API key not found in environment variables. Please set one of the following environment variables: - export FMP_API_KEY='your_api_key_here' - export FMP_TOKEN='your_api_key_here' Or pass api_key directly to FMPQuote: quote = FMPQuote(symbol='AAPL', api_key='your_key') Get your API key at: https://financialmodelingprep.com",auth_error
