horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate,rank_in_regime
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,19,25,0.01581459459297392,0.48,0.48,1.0,1.0,25.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,19,23,0.006299847734320978,0.4782608695652174,0.4782608695652174,1.0,1.0,26.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,19,23,0.006299847734320978,0.4782608695652174,0.4782608695652174,1.0,1.0,26.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,19,23,0.006299847734320978,0.4782608695652174,0.4782608695652174,1.0,1.0,26.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,17,21,0.01271334685945666,0.47619047619047616,0.47619047619047616,1.0,1.0,27.0
5d,bull,lightgbm,combined_rank_based,rank_based_joint_score,3,,,32,96,0.0037460472276537545,0.46875,0.46875,0.8181818181818182,1.0909090909090908,28.0
5d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,32,96,0.004845885346602456,0.46875,0.46875,0.8181818181818182,1.0909090909090908,28.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,22,32,0.01136579618645903,0.46875,0.46875,1.0,1.0,28.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,20,32,0.014722422270047827,0.46875,0.46875,1.0,1.0,28.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,20,30,0.014382320711982411,0.4666666666666667,0.4666666666666667,1.0,1.0,29.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,20,28,0.014957252183310442,0.4642857142857143,0.4642857142857143,1.0,1.0,30.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,20,28,0.014957252183310442,0.4642857142857143,0.4642857142857143,1.0,1.0,30.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,20,26,0.01508117555765069,0.46153846153846156,0.46153846153846156,1.0,1.0,31.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,20,26,0.011513179272863923,0.46153846153846156,0.46153846153846156,1.0,1.0,31.0
5d,bull,lightgbm,combined_weighted_linear,combined_score,3,,,32,96,0.0036160001290143026,0.4583333333333333,0.4583333333333333,0.8,1.0666666666666667,32.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,20,24,0.011908729878687444,0.4583333333333333,0.4583333333333333,1.0,1.0,32.0
5d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,32,96,0.005231371932234951,0.4583333333333333,0.4583333333333333,0.8,1.0666666666666667,32.0
5d,bull,xgboost,combined_weighted_linear,combined_score,3,,,32,96,0.004415936622831625,0.4583333333333333,0.4583333333333333,0.8,1.0666666666666667,32.0
5d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,32,96,0.004927743719486945,0.4583333333333333,0.4583333333333333,0.8,1.0666666666666667,32.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,19,22,0.005444446681968491,0.45454545454545453,0.45454545454545453,1.0,1.0,33.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,19,22,0.005444446681968491,0.45454545454545453,0.45454545454545453,1.0,1.0,33.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,19,22,0.005444446681968491,0.45454545454545453,0.45454545454545453,1.0,1.0,33.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,19,22,0.005444446681968491,0.45454545454545453,0.45454545454545453,1.0,1.0,33.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,19,22,0.005444446681968491,0.45454545454545453,0.45454545454545453,1.0,1.0,33.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,19,22,0.005444446681968491,0.45454545454545453,0.45454545454545453,1.0,1.0,33.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,18,22,0.011987544714689087,0.45454545454545453,0.45454545454545453,1.0,1.0,33.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,23,29,0.01165473559916722,0.4482758620689655,0.4482758620689655,1.0,1.0,34.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,20,29,0.013971240543671952,0.4482758620689655,0.4482758620689655,1.0,1.0,34.0
5d,bull,lightgbm,predicted_return,predicted_return,3,,,32,96,0.00325296183803693,0.4479166666666667,0.4479166666666667,0.7818181818181819,1.0424242424242425,35.0
5d,bull,xgboost,predicted_return,predicted_return,3,,,32,96,0.003188435826323215,0.4479166666666667,0.4479166666666667,0.7818181818181819,1.0424242424242425,35.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,16,18,0.007919648154352,0.4444444444444444,0.4444444444444444,1.0,1.0,36.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,16,18,0.012056774696236542,0.4444444444444444,0.4444444444444444,1.0,1.0,36.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,16,18,0.012056774696236542,0.4444444444444444,0.4444444444444444,1.0,1.0,36.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,20,27,0.015072439473142917,0.4444444444444444,0.4444444444444444,1.0,1.0,36.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,20,25,0.010023444663673777,0.44,0.44,1.0,1.0,37.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,14,16,0.006395348276409712,0.4375,0.4375,1.0,1.0,38.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,15,16,0.007476439638403211,0.4375,0.4375,1.0,1.0,38.0
5d,bull,cart,predicted_return,predicted_return,3,,,32,96,-0.0014614035647117166,0.4375,0.4375,0.7636363636363637,1.018181818181818,38.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,13,14,0.006858909774051414,0.42857142857142855,0.42857142857142855,1.0,1.0,39.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,13,14,0.005671067132762199,0.42857142857142855,0.42857142857142855,1.0,1.0,39.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,19,21,0.01123100845581746,0.42857142857142855,0.42857142857142855,1.0,1.0,39.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,13,14,0.01389757052816411,0.42857142857142855,0.42857142857142855,1.0,1.0,39.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,13,14,0.01389757052816411,0.42857142857142855,0.42857142857142855,1.0,1.0,39.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,17,19,0.00498951883103011,0.42105263157894735,0.42105263157894735,1.0,1.0,40.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,18,19,0.0025903593811554943,0.42105263157894735,0.42105263157894735,1.0,1.0,40.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,18,19,0.0025903593811554943,0.42105263157894735,0.42105263157894735,1.0,1.0,40.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,18,19,0.0025903593811554943,0.42105263157894735,0.42105263157894735,1.0,1.0,40.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,18,19,0.0025903593811554943,0.42105263157894735,0.42105263157894735,1.0,1.0,40.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,17,19,0.011250928642464622,0.42105263157894735,0.42105263157894735,1.0,1.0,40.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,12,12,0.0017635336618027667,0.4166666666666667,0.4166666666666667,1.0,1.0,41.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,20,24,0.007639892521113152,0.4166666666666667,0.4166666666666667,1.0,1.0,41.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,11,12,0.006091175356069598,0.4166666666666667,0.4166666666666667,1.0,1.0,41.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,12,12,0.006053840278710531,0.4166666666666667,0.4166666666666667,1.0,1.0,41.0
5d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,32,96,-0.0034876056452974448,0.4166666666666667,0.4166666666666667,0.7272727272727273,0.9696969696969697,41.0
5d,bull,cart,combined_weighted_linear,combined_score,3,,,32,96,-0.0034876056452974448,0.4166666666666667,0.4166666666666667,0.7272727272727273,0.9696969696969697,41.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,20,24,0.00934510295828578,0.4166666666666667,0.4166666666666667,1.0,1.0,41.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,15,17,0.0032101625549289113,0.4117647058823529,0.4117647058823529,1.0,1.0,42.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,16,17,-0.0005448381896743948,0.4117647058823529,0.4117647058823529,1.0,1.0,42.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,16,17,-0.0005448381896743948,0.4117647058823529,0.4117647058823529,1.0,1.0,42.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,16,17,-0.0005448381896743948,0.4117647058823529,0.4117647058823529,1.0,1.0,42.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,16,17,-0.0005448381896743948,0.4117647058823529,0.4117647058823529,1.0,1.0,42.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,16,17,0.012552660025541548,0.4117647058823529,0.4117647058823529,1.0,1.0,42.0
3d,bull,xgboost,combined_rank_based,rank_based_joint_score,3,,,30,90,0.0030809173947130082,0.4111111111111111,0.4111111111111111,0.8809523809523809,1.1746031746031746,43.0
3d,bull,xgboost,predicted_return,predicted_return,3,,,30,90,0.0028606261198350883,0.4111111111111111,0.4111111111111111,0.8809523809523809,1.1746031746031746,43.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,19,22,0.006296437050106991,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,20,22,0.0031392441212947497,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,20,22,0.0031392441212947497,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,20,22,0.0031392441212947497,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,20,22,0.0031392441212947497,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,20,22,0.0031392441212947497,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,20,22,0.0031392441212947497,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,20,22,0.0031392441212947497,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,20,22,0.0031392441212947497,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,20,22,0.010276016409419587,0.4090909090909091,0.4090909090909091,1.0,1.0,44.0
5d,bull,cart,predicted_profit_probability,predicted_profit_probability,3,,,32,96,-0.0019838305663983907,0.40625,0.40625,0.7090909090909091,0.9454545454545454,45.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,14,15,0.00321812852319706,0.4,0.4,1.0,1.0,46.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,10,10,0.004879106766422739,0.4,0.4,1.0,1.0,46.0
5d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,14,15,0.012754112471257833,0.4,0.4,1.0,1.0,46.0
3d,bull,xgboost,combined_weighted_linear,combined_score,3,,,30,90,0.001567885682892661,0.3888888888888889,0.3888888888888889,0.8333333333333334,1.1111111111111112,47.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,17,18,0.006563064205802866,0.3888888888888889,0.3888888888888889,1.0,1.0,47.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,13,13,0.0010914540957140842,0.38461538461538464,0.38461538461538464,1.0,1.0,48.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,13,13,0.0010914540957140842,0.38461538461538464,0.38461538461538464,1.0,1.0,48.0
3d,bull,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,13,13,0.0010914540957140842,0.38461538461538464,0.38461538461538464,1.0,1.0,48.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0,49.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0,49.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0,49.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,19,21,0.003702370197931429,0.38095238095238093,0.38095238095238093,1.0,1.0,49.0
3d,bull,lightgbm,combined_rank_based,rank_based_joint_score,3,,,30,90,0.000900000332555615,0.37777777777777777,0.37777777777777777,0.8095238095238095,1.0793650793650793,50.0
3d,bull,lightgbm,combined_weighted_linear,combined_score,3,,,30,90,0.0009000003325556156,0.37777777777777777,0.37777777777777777,0.8095238095238095,1.0793650793650793,50.0
3d,bull,lightgbm,predicted_return,predicted_return,3,,,30,90,-0.00040660110364647116,0.36666666666666664,0.36666666666666664,0.7857142857142857,1.0476190476190477,51.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,11,11,0.0038015969969888434,0.36363636363636365,0.36363636363636365,1.0,1.0,52.0
3d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,14,14,0.0050827289167519,0.35714285714285715,0.35714285714285715,1.0,1.0,53.0
3d,bull,cart,combined_rank_based,rank_based_joint_score,3,,,30,90,-0.000874393201654117,0.35555555555555557,0.35555555555555557,0.7619047619047619,1.015873015873016,54.0
3d,bull,cart,combined_weighted_linear,combined_score,3,,,30,90,-0.0008743932016541167,0.35555555555555557,0.35555555555555557,0.7619047619047619,1.015873015873016,54.0
3d,bull,cart,predicted_profit_probability,predicted_profit_probability,3,,,30,90,0.0005863856765158291,0.35555555555555557,0.35555555555555557,0.7619047619047619,1.015873015873016,54.0
3d,bull,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,30,90,0.0012579603947973697,0.35555555555555557,0.35555555555555557,0.7619047619047619,1.015873015873016,54.0
3d,bull,cart,predicted_return,predicted_return,3,,,30,90,-0.0001455926094452772,0.34444444444444444,0.34444444444444444,0.7380952380952381,0.9841269841269842,55.0
3d,bull,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,30,90,-0.0009081572122775797,0.34444444444444444,0.34444444444444444,0.7380952380952381,0.9841269841269842,55.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0,56.0
3d,bull,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,18,19,0.0011636898913744316,0.3157894736842105,0.3157894736842105,1.0,1.0,56.0
