date,ticker,model_name,prediction_date,horizon,horizon_days,current_close,actual_close,predicted_close,predicted_close_baseline,predicted_return,absolute_error,absolute_error_baseline,pct_error,pct_error_baseline,predicted_direction,predicted_direction_baseline,actual_direction
2026-01-26,ACB,cart,2026-01-23,daily,1,25.05,24.8,25.07136450506276,25.05,0.0008528744536030864,0.2713645050627598,0.25,1.094211713962741,1.0080645161290323,1,0,0
2026-01-27,ACB,cart,2026-01-26,daily,1,24.8,24.7,24.82115128644936,24.8,0.0008528744536030864,0.12115128644936135,0.10000000000000142,0.4904910382565237,0.4048582995951474,0,0,0
2026-01-28,ACB,cart,2026-01-27,daily,1,24.7,23.9,24.721065999003997,24.7,0.0008528744536030864,0.8210659990039986,0.8000000000000007,3.4354225899748894,3.347280334728037,1,0,0
2026-01-29,ACB,cart,2026-01-28,daily,1,23.9,23.8,23.920383699441114,23.9,0.0008528744536030864,0.12038369944111338,0.09999999999999787,0.5058138631979554,0.4201680672268818,1,0,0
2026-01-30,ACB,cart,2026-01-29,daily,1,23.8,24.1,23.820298411995754,23.8,0.0008528744536030864,0.27970158800424727,0.3000000000000007,1.1605875020923122,1.2448132780083017,1,0,1
2026-02-02,ACB,cart,2026-01-30,daily,1,24.1,23.75,24.120554274331838,24.1,0.0008528744536030864,0.3705542743318375,0.3500000000000014,1.5602285235024738,1.473684210526322,1,0,0
2026-02-03,ACB,cart,2026-02-02,daily,1,23.75,23.7,23.770255768273074,23.75,0.0008528744536030864,0.07025576827307489,0.05000000000000071,0.296437840814662,0.21097046413502413,1,0,0
2026-02-04,ACB,cart,2026-02-03,daily,1,23.7,23.6,23.720213124550394,23.7,0.0008528744536030864,0.12021312455039279,0.09999999999999787,0.5093776463999694,0.423728813559313,1,0,0
2026-02-05,ACB,cart,2026-02-04,daily,1,23.6,23.45,23.620127837105034,23.6,0.0008528744536030864,0.17012783710503498,0.15000000000000213,0.7254918426653943,0.6396588486140816,1,0,0
2026-02-06,ACB,cart,2026-02-05,daily,1,23.45,23.0,23.469999905936994,23.45,0.0008528744536030864,0.46999990593699437,0.4499999999999993,2.043477851899975,1.956521739130432,0,0,0
2026-02-09,ACB,cart,2026-02-06,daily,1,23.0,22.95,23.01961611243287,23.0,0.0008528744536030864,0.0696161124328718,0.05000000000000071,0.30333818053538913,0.21786492374727978,1,0,0
2026-02-10,ACB,cart,2026-02-09,daily,1,22.95,23.0,22.96957346871019,22.95,0.0008528744536030864,0.030426531289808878,0.05000000000000071,0.1322892664774299,0.21739130434782916,1,0,1
2026-02-11,ACB,cart,2026-02-10,daily,1,23.0,23.65,23.01961611243287,23.0,0.0008528744536030864,0.6303838875671275,0.6499999999999986,2.665470983370518,2.748414376321347,1,0,1
2026-02-12,ACB,cart,2026-02-11,daily,1,23.65,23.85,23.670170480827714,23.65,0.0008528744536030864,0.17982951917228718,0.20000000000000284,0.754002176823007,0.8385744234800957,1,0,1
2026-02-13,ACB,cart,2026-02-12,daily,1,23.85,23.85,23.870341055718438,23.85,0.0008528744536030864,0.02034105571843625,0.0,0.08528744536031971,0.0,1,0,0
2026-02-23,ACB,cart,2026-02-13,daily,1,23.85,24.05,23.870341055718438,23.85,0.0008528744536030864,0.17965894428156304,0.1999999999999993,0.7470226373453764,0.8316008316008286,1,0,1
2026-02-24,ACB,cart,2026-02-23,daily,1,24.05,24.0,24.070511630609158,24.05,0.0008528744536030864,0.07051163060915755,0.05000000000000071,0.29379846087148975,0.20833333333333628,1,0,0
2026-02-25,ACB,cart,2026-02-24,daily,1,24.0,24.45,24.020468986886478,24.0,0.0008528744536030864,0.4295310131135217,0.4499999999999993,1.756773059769005,1.8404907975460092,1,0,1
2026-02-26,ACB,cart,2026-02-25,daily,1,24.45,24.45,24.470852780390597,24.45,0.0008528744536030864,0.020852780390598014,0.0,0.08528744536031908,0.0,1,0,0
2026-02-27,ACB,cart,2026-02-26,daily,1,24.45,24.55,24.470852780390597,24.45,0.0008528744536030864,0.07914721960940341,0.10000000000000142,0.3223919332358591,0.40733197556008727,1,0,1
2026-03-02,ACB,cart,2026-02-27,daily,1,24.55,23.95,24.570938067835957,24.55,0.0008528744536030864,0.620938067835958,0.6000000000000014,2.592643289502956,2.5052192066805907,1,0,0
2026-03-03,ACB,cart,2026-03-02,daily,1,23.95,23.5,23.970426343163794,23.95,0.0008528744536030864,0.47042634316379406,0.4499999999999993,2.001814226228911,1.9148936170212734,1,0,0
2026-03-04,ACB,cart,2026-03-03,daily,1,23.5,23.2,23.520042549659674,23.5,0.0008528744536030864,0.32004254965967505,0.3000000000000007,1.379493748533082,1.2931034482758652,1,0,0
2026-03-05,ACB,cart,2026-03-04,daily,1,23.2,23.55,23.21978668732359,23.2,0.0008528744536030864,0.33021331267640974,0.3500000000000014,1.402179671662037,1.4861995753715558,0,0,1
2026-03-06,ACB,cart,2026-03-05,daily,1,23.55,23.3,23.570085193382354,23.55,0.0008528744536030864,0.2700851933823536,0.25,1.1591639200959383,1.0729613733905579,1,0,0
2026-03-09,ACB,cart,2026-03-06,daily,1,23.3,21.7,23.319871974768954,23.3,0.0008528744536030864,1.6198719747689552,1.6000000000000014,7.464847809995185,7.373271889400929,0,0,0
2026-03-10,ACB,cart,2026-03-09,daily,1,21.7,23.15,21.976513383656858,21.7,0.012742552242251515,1.1734866163431406,1.4499999999999993,5.069056658069722,6.263498920086391,1,0,1
2026-03-11,ACB,cart,2026-03-10,daily,1,23.15,23.2,23.16974404360091,23.15,0.0008528744536030864,0.03025595639908829,0.05000000000000071,0.13041360516848402,0.2155172413793134,0,0,1
2026-03-12,ACB,cart,2026-03-11,daily,1,23.2,23.15,23.21978668732359,23.2,0.0008528744536030864,0.06978668732359239,0.05000000000000071,0.3014543728880881,0.21598272138229252,1,0,0
2026-03-13,ACB,cart,2026-03-12,daily,1,23.15,23.45,23.16974404360091,23.15,0.0008528744536030864,0.2802559563990883,0.3000000000000007,1.1951213492498436,1.2793176972281481,1,0,1
2026-03-16,ACB,cart,2026-03-13,daily,1,23.45,23.45,23.469999905936994,23.45,0.0008528744536030864,0.019999905936995077,0.0,0.08528744536032017,0.0,1,0,0
2026-03-17,ACB,cart,2026-03-16,daily,1,23.45,23.75,23.469999905936994,23.45,0.0008528744536030864,0.28000009406300563,0.3000000000000007,1.1789477644758133,1.263157894736845,1,0,1
2026-03-18,ACB,cart,2026-03-17,daily,1,23.75,23.75,23.770255768273074,23.75,0.0008528744536030864,0.02025576827307418,0.0,0.08528744536031235,0.0,1,0,0
2026-03-19,ACB,cart,2026-03-18,daily,1,23.75,23.6,23.770255768273074,23.75,0.0008528744536030864,0.17025576827307276,0.14999999999999858,0.7214227469197998,0.635593220338977,1,0,0
2026-03-20,ACB,cart,2026-03-19,daily,1,23.6,23.0,23.620127837105034,23.6,0.0008528744536030864,0.6201278371050343,0.6000000000000014,2.696207987413193,2.6086956521739193,0,0,0
2026-03-23,ACB,cart,2026-03-20,daily,1,23.0,22.5,23.01961611243287,23.0,0.0008528744536030864,0.5196161124328711,0.5,2.3094049441460935,2.2222222222222223,0,0,0
2026-03-24,ACB,cart,2026-03-23,daily,1,22.5,23.1,21.977599287276885,22.5,-0.023217809454360694,1.1224007127231168,0.6000000000000014,4.8588775442559164,2.5974025974026036,1,0,1
2026-03-25,ACB,cart,2026-03-24,daily,1,23.1,23.8,22.56366860160427,23.1,-0.023217809454360694,1.2363313983957305,0.6999999999999993,5.194669741158531,2.941176470588232,1,0,1
2026-03-26,ACB,cart,2026-03-25,daily,1,23.8,23.6,23.820298411995754,23.8,0.0008528744536030864,0.22029841199575273,0.1999999999999993,0.9334678474396301,0.8474576271186409,1,0,0
2026-03-27,ACB,cart,2026-03-26,daily,1,23.6,23.8,23.620127837105034,23.6,0.0008528744536030864,0.17987216289496644,0.1999999999999993,0.755765390314985,0.8403361344537785,0,0,1
2026-03-30,ACB,cart,2026-03-27,daily,1,23.8,23.75,23.820298411995754,23.8,0.0008528744536030864,0.07029841199575415,0.05000000000000071,0.29599331366633325,0.21052631578947667,1,0,0
2026-03-31,ACB,cart,2026-03-30,daily,1,23.75,23.55,23.770255768273074,23.75,0.0008528744536030864,0.22025576827307347,0.1999999999999993,0.9352686550873608,0.8492569002123113,1,0,0
2026-04-01,ACB,cart,2026-03-31,daily,1,23.55,23.8,23.570085193382354,23.55,0.0008528744536030864,0.2299148066176464,0.25,0.9660285992338085,1.0504201680672267,1,0,1
2026-04-02,ACB,cart,2026-04-01,daily,1,23.8,23.6,23.820298411995754,23.8,0.0008528744536030864,0.22029841199575273,0.1999999999999993,0.9334678474396301,0.8474576271186409,1,0,0
2026-04-03,ACB,cart,2026-04-02,daily,1,23.6,23.5,23.620127837105034,23.6,0.0008528744536030864,0.12012783710503427,0.10000000000000142,0.5111822855533373,0.4255319148936231,0,0,0
2026-04-06,ACB,cart,2026-04-03,daily,1,23.5,23.25,23.520042549659674,23.5,0.0008528744536030864,0.27004254965967434,0.25,1.1614733318695671,1.0752688172043012,1,0,0
2026-04-07,ACB,cart,2026-04-06,daily,1,23.25,23.2,23.269829331046274,23.25,0.0008528744536030864,0.0698293310462752,0.05000000000000071,0.30098849588911725,0.2155172413793134,1,0,0
2026-04-08,ACB,cart,2026-04-07,daily,1,23.2,24.1,23.21978668732359,23.2,0.0008528744536030864,0.8802133126764105,0.9000000000000021,3.6523373969975537,3.734439834024905,1,0,1
2026-04-09,ACB,cart,2026-04-08,daily,1,24.1,23.85,24.120554274331838,24.1,0.0008528744536030864,0.2705542743318361,0.25,1.1343994730894595,1.0482180293501047,0,0,0
2026-04-10,ACB,cart,2026-04-09,daily,1,23.85,23.85,23.870341055718438,23.85,0.0008528744536030864,0.02034105571843625,0.0,0.08528744536031971,0.0,0,0,0
2026-01-05,ACB,lightgbm,2025-12-31,daily,1,24.0,24.0,23.951309452633428,24.0,-0.00202877280694051,0.04869054736657219,0.0,0.20287728069405078,0.0,0,0,0
2026-01-06,ACB,lightgbm,2026-01-05,daily,1,24.0,24.0,23.985097307251525,24.0,-0.0006209455311863758,0.014902692748474777,0.0,0.0620945531186449,0.0,0,0,0
2026-01-07,ACB,lightgbm,2026-01-06,daily,1,24.0,24.65,23.97802798679179,24.0,-0.0009155005503420793,0.6719720132082081,0.6499999999999986,2.7260527919197086,2.6369168356997914,0,0,1
2026-01-08,ACB,lightgbm,2026-01-07,daily,1,24.65,24.55,24.61882987846,24.65,-0.0012645079732251136,0.06882987846000077,0.09999999999999787,0.2803661037067241,0.4073319755600728,0,0,0
2026-01-09,ACB,lightgbm,2026-01-08,daily,1,24.55,24.55,24.48095680988016,24.55,-0.0028123499030485435,0.06904319011984228,0.0,0.28123499030485655,0.0,0,0,0
2026-01-12,ACB,lightgbm,2026-01-09,daily,1,24.55,25.5,24.452500225669972,24.55,-0.003971477569451263,1.0474997743300278,0.9499999999999993,4.107842252274619,3.7254901960784284,0,0,1
2026-01-13,ACB,lightgbm,2026-01-12,daily,1,25.5,24.9,25.4534231514338,25.5,-0.0018265430810274791,0.553423151433801,0.6000000000000014,2.2225829374851447,2.409638554216873,0,0,0
2026-01-14,ACB,lightgbm,2026-01-13,daily,1,24.9,24.65,24.549201040298044,24.9,-0.014088311634616624,0.10079895970195452,0.25,0.4089207290140143,1.0141987829614605,0,0,0
2026-01-15,ACB,lightgbm,2026-01-14,daily,1,24.65,24.9,24.42108926135863,24.65,-0.009286439701475403,0.4789107386413676,0.25,1.9233362997645287,1.0040160642570282,0,0,1
2026-01-16,ACB,lightgbm,2026-01-15,daily,1,24.9,24.85,24.97070400247482,24.9,0.002839518171679509,0.12070400247482027,0.04999999999999716,0.4857303922527979,0.20120724346075317,0,0,0
2026-01-19,ACB,lightgbm,2026-01-16,daily,1,24.85,25.1,24.803324198481512,24.85,-0.0018783018719713668,0.2966758015184894,0.25,1.1819753048545392,0.9960159362549801,0,0,1
2026-01-20,ACB,lightgbm,2026-01-19,daily,1,25.1,25.05,24.956693011584356,25.1,-0.005709441769547648,0.09330698841564455,0.05000000000000071,0.3724829876872038,0.19960079840319644,0,0,0
2026-01-21,ACB,lightgbm,2026-01-20,daily,1,25.05,24.85,24.953290831879812,25.05,-0.003860645433939717,0.1032908318798107,0.1999999999999993,0.41565727114611944,0.8048289738430555,0,0,0
2026-01-22,ACB,lightgbm,2026-01-21,daily,1,24.85,24.85,24.75373712034381,24.85,-0.003873757732643585,0.09626287965619085,0.0,0.38737577326434947,0.0,0,0,0
2026-01-23,ACB,lightgbm,2026-01-22,daily,1,24.85,25.05,24.779613757509132,24.85,-0.0028324443658297874,0.2703862424908685,0.1999999999999993,1.0793861975683372,0.7984031936127716,0,0,1
2026-01-26,ACB,lightgbm,2026-01-23,daily,1,25.05,24.8,25.02360210217394,25.05,-0.0010538082964496208,0.22360210217393828,0.25,0.901621379733622,1.0080645161290323,0,0,0
2026-01-27,ACB,lightgbm,2026-01-26,daily,1,24.8,24.7,24.819550902072322,24.8,0.0007883428254970005,0.11955090207232288,0.10000000000000142,0.4840117492806595,0.4048582995951474,0,0,0
2026-01-28,ACB,lightgbm,2026-01-27,daily,1,24.7,23.9,24.559301810061612,24.7,-0.0056962829934569074,0.6593018100616135,0.8000000000000007,2.758584979337295,3.347280334728037,0,0,0
2026-01-29,ACB,lightgbm,2026-01-28,daily,1,23.9,23.8,23.926396530616255,23.9,0.0011044573479605333,0.12639653061625467,0.09999999999999787,0.5310778597321625,0.4201680672268818,1,0,0
2026-01-30,ACB,lightgbm,2026-01-29,daily,1,23.8,24.1,23.77186012394042,23.8,-0.0011823477335958532,0.3281398760595806,0.3000000000000007,1.361576249209878,1.2448132780083017,1,0,1
2026-02-02,ACB,lightgbm,2026-01-30,daily,1,24.1,23.75,24.16143199154271,24.1,0.0025490452922286543,0.4114319915427096,0.3500000000000014,1.7323452275482507,1.473684210526322,0,0,0
2026-02-03,ACB,lightgbm,2026-02-02,daily,1,23.75,23.7,23.76404661388104,23.75,0.0005914363739384511,0.0640466138810396,0.05000000000000071,0.27023887713518824,0.21097046413502413,0,0,0
2026-02-04,ACB,lightgbm,2026-02-03,daily,1,23.7,23.6,23.92288047242084,23.7,0.009404239342651383,0.32288047242083806,0.09999999999999787,1.368137595003551,0.423728813559313,0,0,0
2026-02-05,ACB,lightgbm,2026-02-04,daily,1,23.6,23.45,23.884557081398096,23.6,0.01205750344907185,0.434557081398097,0.15000000000000213,1.8531218822946567,0.6396588486140816,1,0,0
2026-02-06,ACB,lightgbm,2026-02-05,daily,1,23.45,23.0,23.624577002252433,23.45,0.007444648283685862,0.6245770022524333,0.4499999999999993,2.7155521837062317,1.956521739130432,1,0,0
2026-02-09,ACB,lightgbm,2026-02-06,daily,1,23.0,22.95,23.002784558727814,23.0,0.00012106777077449708,0.05278455872781507,0.05000000000000071,0.22999807724538157,0.21786492374727978,0,0,0
2026-02-10,ACB,lightgbm,2026-02-09,daily,1,22.95,23.0,22.995950439498188,22.95,0.0020021977994852586,0.004049560501812266,0.05000000000000071,0.017606784790488113,0.21739130434782916,0,0,1
2026-02-11,ACB,lightgbm,2026-02-10,daily,1,23.0,23.65,23.12551067681565,23.0,0.0054569859485064645,0.5244893231843477,0.6499999999999986,2.2177138401029506,2.748414376321347,0,0,1
2026-02-12,ACB,lightgbm,2026-02-11,daily,1,23.65,23.85,23.5791740152826,23.65,-0.002994756224837138,0.27082598471740127,0.20000000000000284,1.1355387199891038,0.8385744234800957,0,0,1
2026-02-13,ACB,lightgbm,2026-02-12,daily,1,23.85,23.85,23.83721156320588,23.85,-0.0005362028005920908,0.012788436794121338,0.0,0.05362028005920896,0.0,0,0,0
2026-02-23,ACB,lightgbm,2026-02-13,daily,1,23.85,24.05,23.871341196849837,23.85,0.000894809092236355,0.1786588031501637,0.1999999999999993,0.742864046362427,0.8316008316008286,0,0,1
2026-02-24,ACB,lightgbm,2026-02-23,daily,1,24.05,24.0,24.08733954409994,24.05,0.0015525797962551865,0.08733954409994027,0.05000000000000071,0.36391476708308446,0.20833333333333628,0,0,0
2026-02-25,ACB,lightgbm,2026-02-24,daily,1,24.0,24.45,24.06946423416228,24.0,0.002894343090094951,0.3805357658377204,0.4499999999999993,1.5563835003587747,1.8404907975460092,0,0,1
2026-02-26,ACB,lightgbm,2026-02-25,daily,1,24.45,24.45,24.436183441493313,24.45,-0.0005650944174514257,0.013816558506686505,0.0,0.056509441745139076,0.0,0,0,0
2026-02-27,ACB,lightgbm,2026-02-26,daily,1,24.45,24.55,24.42448020635671,24.45,-0.0010437543412388527,0.12551979364329213,0.10000000000000142,0.5112822551661593,0.40733197556008727,0,0,1
2026-03-02,ACB,lightgbm,2026-02-27,daily,1,24.55,23.95,24.466819207815703,24.55,-0.0033882196409082666,0.5168192078157041,0.6000000000000014,2.1579090096689106,2.5052192066805907,0,0,0
2026-03-03,ACB,lightgbm,2026-03-02,daily,1,23.95,23.5,23.899482839815967,23.95,-0.002109275999333324,0.3994828398159669,0.4499999999999993,1.6999269779402846,1.9148936170212734,0,0,0
2026-03-04,ACB,lightgbm,2026-03-03,daily,1,23.5,23.2,23.498750389394548,23.5,-5.317491938094059e-05,0.2987503893945487,0.3000000000000007,1.2877171956661582,1.2931034482758652,1,0,0
2026-03-05,ACB,lightgbm,2026-03-04,daily,1,23.2,23.55,23.275900399465748,23.2,0.003271568942489161,0.2740996005342531,0.3500000000000014,1.1639048854957668,1.4861995753715558,1,0,1
2026-03-06,ACB,lightgbm,2026-03-05,daily,1,23.55,23.3,23.22619566349467,23.55,-0.013749653354791107,0.07380433650532936,0.25,0.3167568090357483,1.0729613733905579,0,0,0
2026-03-09,ACB,lightgbm,2026-03-06,daily,1,23.3,21.7,23.38672461786552,23.3,0.0037220866036704182,1.6867246178655222,1.6000000000000014,7.772924506292729,7.373271889400929,0,0,0
2026-03-10,ACB,lightgbm,2026-03-09,daily,1,21.7,23.15,22.011276266042966,21.7,0.014344528389076832,1.1387237339570326,1.4499999999999993,4.918893019252841,6.263498920086391,1,0,1
2026-03-11,ACB,lightgbm,2026-03-10,daily,1,23.15,23.2,23.186765605485828,23.15,0.0015881471052195753,0.0132343945141713,0.05000000000000071,0.05704480394039353,0.2155172413793134,0,0,1
2026-03-12,ACB,lightgbm,2026-03-11,daily,1,23.2,23.15,23.24796898043367,23.2,0.0020676284669685014,0.09796898043367008,0.05000000000000071,0.4231921401022466,0.21598272138229252,1,0,0
2026-03-13,ACB,lightgbm,2026-03-12,daily,1,23.15,23.45,22.95863521630677,23.15,-0.008266297351759364,0.49136478369322845,0.3000000000000007,2.095372211911422,1.2793176972281481,0,0,1
2026-03-16,ACB,lightgbm,2026-03-13,daily,1,23.45,23.45,23.36831592319549,23.45,-0.003483329501258535,0.0816840768045104,0.0,0.3483329501258439,0.0,1,0,0
2026-03-17,ACB,lightgbm,2026-03-16,daily,1,23.45,23.75,23.21626318829533,23.45,-0.009967454656915571,0.5337368117046708,0.3000000000000007,2.2473128913880878,1.263157894736845,0,0,1
2026-03-18,ACB,lightgbm,2026-03-17,daily,1,23.75,23.75,23.522184960209213,23.75,-0.009592212201717352,0.2278150397907872,0.0,0.9592212201717356,0.0,0,0,0
2026-03-19,ACB,lightgbm,2026-03-18,daily,1,23.75,23.6,23.68185624190221,23.75,-0.0028692108672754802,0.08185624190220864,0.14999999999999858,0.3468484826364773,0.635593220338977,0,0,0
2026-03-20,ACB,lightgbm,2026-03-19,daily,1,23.6,23.0,23.657057621546844,23.6,0.0024176958282559648,0.6570576215468442,0.6000000000000014,2.856772267594975,2.6086956521739193,0,0,0
2026-03-23,ACB,lightgbm,2026-03-20,daily,1,23.0,22.5,22.92612485036418,23.0,-0.003211963027644368,0.4261248503641788,0.5,1.8938882238407946,2.2222222222222223,0,0,0
2026-03-24,ACB,lightgbm,2026-03-23,daily,1,22.5,23.1,22.410872702044305,22.5,-0.003961213242475384,0.6891272979556966,0.6000000000000014,2.9832350560852663,2.5974025974026036,1,0,1
2026-03-25,ACB,lightgbm,2026-03-24,daily,1,23.1,23.8,23.00845220083293,23.1,-0.003963108189050649,0.7915477991670699,0.6999999999999993,3.3258310889372678,2.941176470588232,0,0,1
2026-03-26,ACB,lightgbm,2026-03-25,daily,1,23.8,23.6,23.450494784408786,23.8,-0.014685093092067945,0.14950521559121555,0.1999999999999993,0.6334966762339641,0.8474576271186409,0,0,0
2026-03-27,ACB,lightgbm,2026-03-26,daily,1,23.6,23.8,23.442236012543635,23.6,-0.006684914722727333,0.35776398745636584,0.1999999999999993,1.5032100313292682,0.8403361344537785,0,0,1
2026-03-30,ACB,lightgbm,2026-03-27,daily,1,23.8,23.75,23.630790348023297,23.8,-0.007109649242718769,0.11920965197670341,0.05000000000000071,0.5019353767440143,0.21052631578947667,0,0,0
2026-03-31,ACB,lightgbm,2026-03-30,daily,1,23.75,23.55,23.783850831108776,23.75,0.0014252981519483664,0.23385083110877503,0.1999999999999993,0.9929971596975584,0.8492569002123113,0,0,0
2026-04-01,ACB,lightgbm,2026-03-31,daily,1,23.55,23.8,23.53761464828504,23.55,-0.0005259172702743392,0.26238535171496125,0.25,1.1024594609872322,1.0504201680672267,0,0,1
2026-04-02,ACB,lightgbm,2026-04-01,daily,1,23.8,23.6,23.702331026784492,23.8,-0.004103738370399408,0.10233102678449058,0.1999999999999993,0.43360604569699396,0.8474576271186409,0,0,0
2026-04-03,ACB,lightgbm,2026-04-02,daily,1,23.6,23.5,23.52887751923415,23.6,-0.00301366443923099,0.028877519234150384,0.10000000000000142,0.12288306057085269,0.4255319148936231,0,0,0
2026-04-06,ACB,lightgbm,2026-04-03,daily,1,23.5,23.25,23.585970674306907,23.5,0.0036583265662513396,0.33597067430690686,0.25,1.4450351583092769,1.0752688172043012,0,0,0
2026-04-07,ACB,lightgbm,2026-04-06,daily,1,23.25,23.2,23.083558772006068,23.25,-0.007158762494362693,0.1164412279939313,0.05000000000000071,0.5019018448014281,0.2155172413793134,0,0,0
2026-04-08,ACB,lightgbm,2026-04-07,daily,1,23.2,24.1,23.207486195059573,23.2,0.00032268082153321645,0.8925138049404282,0.9000000000000021,3.7033767839851786,3.734439834024905,0,0,1
2026-04-09,ACB,lightgbm,2026-04-08,daily,1,24.1,23.85,23.910709345668792,24.1,-0.007854383997145596,0.060709345668790604,0.25,0.25454652272029604,1.0482180293501047,0,0,0
2026-04-10,ACB,lightgbm,2026-04-09,daily,1,23.85,23.85,23.653994483661997,23.85,-0.008218260643102925,0.19600551633800478,0.0,0.8218260643102925,0.0,0,0,0
2026-01-05,ACB,xgboost,2025-12-31,daily,1,24.0,24.0,23.962368439882994,24.0,-0.0015679816715419292,0.0376315601170063,0.0,0.15679816715419292,0.0,0,0,0
2026-01-06,ACB,xgboost,2026-01-05,daily,1,24.0,24.0,24.00608972227201,24.0,0.00025373842800036073,0.0060897222720086575,0.0,0.025373842800036073,0.0,0,0,0
2026-01-07,ACB,xgboost,2026-01-06,daily,1,24.0,24.65,24.06113883666694,24.0,0.002547451527789235,0.5888611633330569,0.6499999999999986,2.3888891007426247,2.6369168356997914,0,0,1
2026-01-08,ACB,xgboost,2026-01-07,daily,1,24.65,24.55,24.560949937172698,24.65,-0.0036125786136835814,0.010949937172696877,0.09999999999999787,0.04460259540813392,0.4073319755600728,0,0,0
2026-01-09,ACB,xgboost,2026-01-08,daily,1,24.55,24.55,24.480780716496522,24.55,-0.002819522749632597,0.06921928350347883,0.0,0.28195227496325387,0.0,0,0,0
2026-01-12,ACB,xgboost,2026-01-09,daily,1,24.55,25.5,24.49142001871951,24.55,-0.002386149950325489,1.0085799812804908,0.9499999999999993,3.9552156128646696,3.7254901960784284,0,0,1
2026-01-13,ACB,xgboost,2026-01-12,daily,1,25.5,24.9,25.295232597738504,25.5,-0.00803009420633316,0.39523259773850583,0.6000000000000014,1.5872795089899832,2.409638554216873,0,0,0
2026-01-14,ACB,xgboost,2026-01-13,daily,1,24.9,24.65,24.707648220984264,24.9,-0.007724971044808626,0.05764822098426592,0.25,0.2338670222485433,1.0141987829614605,0,0,0
2026-01-15,ACB,xgboost,2026-01-14,daily,1,24.65,24.9,24.550768686505034,24.65,-0.004025611095130444,0.3492313134949647,0.25,1.4025353955621074,1.0040160642570282,0,0,1
2026-01-16,ACB,xgboost,2026-01-15,daily,1,24.9,24.85,24.897626319131813,24.9,-9.53285489231348e-05,0.04762631913181181,0.04999999999999716,0.19165520777389058,0.20120724346075317,0,0,0
2026-01-19,ACB,xgboost,2026-01-16,daily,1,24.85,25.1,24.820481420675062,24.85,-0.0011878703953698277,0.2795185793249395,0.25,1.113619837947966,0.9960159362549801,0,0,1
2026-01-20,ACB,xgboost,2026-01-19,daily,1,25.1,25.05,24.863843422941866,25.1,-0.009408628568053246,0.18615657705813504,0.05000000000000071,0.7431400281761879,0.19960079840319644,0,0,0
