ticker,chunk_start,chunk_end,granularity,provider,source,success,rows,exception_type,exception_message
ACB,2022-12-21,2022-12-21,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb97bd0 state=finished raised ValueError>]
ACB,2022-12-20,2022-12-20,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-20,2022-12-20,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-20,2022-12-20,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faaa950 state=finished raised ValueError>]
ACB,2022-12-20,2022-12-20,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb95950 state=finished raised ValueError>]
ACB,2022-12-20,2022-12-20,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faab050 state=finished raised ValueError>]
ACB,2022-12-19,2022-12-19,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-19,2022-12-19,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-19,2022-12-19,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb15cd0 state=finished raised ValueError>]
ACB,2022-12-19,2022-12-19,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb56bd0 state=finished raised ValueError>]
ACB,2022-12-19,2022-12-19,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb57ad0 state=finished raised ValueError>]
ACB,2022-12-18,2022-12-18,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-18,2022-12-18,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-18,2022-12-18,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faab050 state=finished raised ConnectionError>]
ACB,2022-12-18,2022-12-18,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb17a50 state=finished raised ValueError>]
ACB,2022-12-18,2022-12-18,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb55350 state=finished raised ValueError>]
ACB,2022-12-17,2022-12-17,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-17,2022-12-17,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-17,2022-12-17,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb965d0 state=finished raised ValueError>]
ACB,2022-12-17,2022-12-17,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fc26450 state=finished raised ValueError>]
ACB,2022-12-17,2022-12-17,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc279d0 state=finished raised ValueError>]
ACB,2022-12-12,2022-12-16,5day,repo_adapter,KBS,false,0,,
ACB,2022-12-12,2022-12-16,5day,vnstock_data,KBS,false,0,,
ACB,2022-12-12,2022-12-16,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc27d50 state=finished raised ConnectionError>]
ACB,2022-12-12,2022-12-16,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb97450 state=finished raised ValueError>]
ACB,2022-12-12,2022-12-16,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb97dd0 state=finished raised ValueError>]
ACB,2022-12-16,2022-12-16,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-16,2022-12-16,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-16,2022-12-16,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb56750 state=finished raised ConnectionError>]
ACB,2022-12-16,2022-12-16,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb55950 state=finished raised ValueError>]
ACB,2022-12-16,2022-12-16,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb549d0 state=finished raised ValueError>]
ACB,2022-12-15,2022-12-15,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-15,2022-12-15,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-15,2022-12-15,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb96d50 state=finished raised ValueError>]
ACB,2022-12-15,2022-12-15,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fc0c750 state=finished raised ValueError>]
ACB,2022-12-15,2022-12-15,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc27dd0 state=finished raised ValueError>]
ACB,2022-12-14,2022-12-14,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-14,2022-12-14,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-14,2022-12-14,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc26b50 state=finished raised ValueError>]
ACB,2022-12-14,2022-12-14,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fc24ed0 state=finished raised ValueError>]
ACB,2022-12-14,2022-12-14,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb95250 state=finished raised ValueError>]
ACB,2022-12-13,2022-12-13,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-13,2022-12-13,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-13,2022-12-13,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb548d0 state=finished raised ValueError>]
ACB,2022-12-13,2022-12-13,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb57a50 state=finished raised ValueError>]
ACB,2022-12-13,2022-12-13,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb562d0 state=finished raised ValueError>]
ACB,2022-12-12,2022-12-12,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-12,2022-12-12,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-12,2022-12-12,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb55350 state=finished raised ValueError>]
ACB,2022-12-12,2022-12-12,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7faaabd0 state=finished raised ValueError>]
ACB,2022-12-12,2022-12-12,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faa88d0 state=finished raised ValueError>]
ACB,2022-12-07,2022-12-11,5day,repo_adapter,KBS,false,0,,
ACB,2022-12-07,2022-12-11,5day,vnstock_data,KBS,false,0,,
ACB,2022-12-07,2022-12-11,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb17950 state=finished raised ValueError>]
ACB,2022-12-07,2022-12-11,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb176d0 state=finished raised ValueError>]
ACB,2022-12-07,2022-12-11,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb95850 state=finished raised ValueError>]
ACB,2022-12-11,2022-12-11,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-11,2022-12-11,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-11,2022-12-11,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb15c50 state=finished raised ConnectionError>]
ACB,2022-12-11,2022-12-11,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7faab0d0 state=finished raised ValueError>]
ACB,2022-12-11,2022-12-11,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faa9b50 state=finished raised ValueError>]
ACB,2022-12-10,2022-12-10,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-10,2022-12-10,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-10,2022-12-10,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb54050 state=finished raised ValueError>]
ACB,2022-12-10,2022-12-10,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb96f50 state=finished raised ValueError>]
ACB,2022-12-10,2022-12-10,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fae9550 state=finished raised ValueError>]
ACB,2022-12-09,2022-12-09,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-09,2022-12-09,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-09,2022-12-09,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb57a50 state=finished raised ConnectionError>]
ACB,2022-12-09,2022-12-09,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb559d0 state=finished raised ValueError>]
ACB,2022-12-09,2022-12-09,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb55250 state=finished raised ValueError>]
ACB,2022-12-08,2022-12-08,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-08,2022-12-08,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-08,2022-12-08,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb15e50 state=finished raised ValueError>]
ACB,2022-12-08,2022-12-08,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7faaa850 state=finished raised ValueError>]
ACB,2022-12-08,2022-12-08,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb15250 state=finished raised ValueError>]
ACB,2022-12-07,2022-12-07,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-07,2022-12-07,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-07,2022-12-07,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb567d0 state=finished raised ValueError>]
ACB,2022-12-07,2022-12-07,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb944d0 state=finished raised ValueError>]
ACB,2022-12-07,2022-12-07,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc26ed0 state=finished raised ValueError>]
ACB,2022-12-02,2022-12-06,5day,repo_adapter,KBS,false,0,,
ACB,2022-12-02,2022-12-06,5day,vnstock_data,KBS,false,0,,
ACB,2022-12-02,2022-12-06,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc26550 state=finished raised ValueError>]
ACB,2022-12-02,2022-12-06,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fc27c50 state=finished raised ValueError>]
ACB,2022-12-02,2022-12-06,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc277d0 state=finished raised ValueError>]
ACB,2022-12-06,2022-12-06,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-06,2022-12-06,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-06,2022-12-06,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faaa8d0 state=finished raised ValueError>]
ACB,2022-12-06,2022-12-06,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb17950 state=finished raised ValueError>]
ACB,2022-12-06,2022-12-06,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb160d0 state=finished raised ValueError>]
ACB,2022-12-05,2022-12-05,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-05,2022-12-05,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-05,2022-12-05,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb55e50 state=finished raised ValueError>]
ACB,2022-12-05,2022-12-05,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb56450 state=finished raised ValueError>]
ACB,2022-12-05,2022-12-05,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb56e50 state=finished raised ValueError>]
ACB,2022-12-04,2022-12-04,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-04,2022-12-04,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-04,2022-12-04,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faaa850 state=finished raised ConnectionError>]
ACB,2022-12-04,2022-12-04,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb547d0 state=finished raised ValueError>]
ACB,2022-12-04,2022-12-04,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb55c50 state=finished raised ValueError>]
ACB,2022-12-03,2022-12-03,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-03,2022-12-03,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-03,2022-12-03,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb160d0 state=finished raised ValueError>]
ACB,2022-12-03,2022-12-03,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fc24650 state=finished raised ValueError>]
ACB,2022-12-03,2022-12-03,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc261d0 state=finished raised ValueError>]
ACB,2022-12-02,2022-12-02,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-02,2022-12-02,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-02,2022-12-02,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb160d0 state=finished raised ConnectionError>]
ACB,2022-12-02,2022-12-02,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb162d0 state=finished raised ValueError>]
ACB,2022-12-02,2022-12-02,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faab050 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-01,5day,repo_adapter,KBS,false,0,,
ACB,2022-12-01,2022-12-01,5day,vnstock_data,KBS,false,0,,
ACB,2022-12-01,2022-12-01,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc270d0 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-01,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fc25050 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-01,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc241d0 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-01,1day,repo_adapter,KBS,false,0,,
ACB,2022-12-01,2022-12-01,1day,vnstock_data,KBS,false,0,,
ACB,2022-12-01,2022-12-01,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7faa9ad0 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-01,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7faa9b50 state=finished raised ValueError>]
ACB,2022-12-01,2022-12-01,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc247d0 state=finished raised ValueError>]
ACB,2022-11-01,2022-11-30,month,repo_adapter,KBS,false,0,,
ACB,2022-11-01,2022-11-30,month,vnstock_data,KBS,false,0,,
ACB,2022-11-01,2022-11-30,month,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb16dd0 state=finished raised ConnectionError>]
ACB,2022-11-01,2022-11-30,month,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb971d0 state=finished raised ValueError>]
ACB,2022-11-01,2022-11-30,month,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb94dd0 state=finished raised ValueError>]
ACB,2022-11-26,2022-11-30,5day,repo_adapter,KBS,false,0,,
ACB,2022-11-26,2022-11-30,5day,vnstock_data,KBS,false,0,,
ACB,2022-11-26,2022-11-30,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb55250 state=finished raised ValueError>]
ACB,2022-11-26,2022-11-30,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb546d0 state=finished raised ValueError>]
ACB,2022-11-26,2022-11-30,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb55050 state=finished raised ValueError>]
ACB,2022-11-30,2022-11-30,1day,repo_adapter,KBS,false,0,,
ACB,2022-11-30,2022-11-30,1day,vnstock_data,KBS,false,0,,
ACB,2022-11-30,2022-11-30,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb97dd0 state=finished raised ValueError>]
ACB,2022-11-30,2022-11-30,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb94850 state=finished raised ValueError>]
ACB,2022-11-30,2022-11-30,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb94b50 state=finished raised ValueError>]
ACB,2022-11-29,2022-11-29,1day,repo_adapter,KBS,false,0,,
ACB,2022-11-29,2022-11-29,1day,vnstock_data,KBS,false,0,,
ACB,2022-11-29,2022-11-29,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc25250 state=finished raised ValueError>]
ACB,2022-11-29,2022-11-29,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fc26cd0 state=finished raised ValueError>]
ACB,2022-11-29,2022-11-29,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc25050 state=finished raised ValueError>]
ACB,2022-11-28,2022-11-28,1day,repo_adapter,KBS,false,0,,
ACB,2022-11-28,2022-11-28,1day,vnstock_data,KBS,false,0,,
ACB,2022-11-28,2022-11-28,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fc263d0 state=finished raised ValueError>]
ACB,2022-11-28,2022-11-28,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x22d7fb94c50 state=finished raised ValueError>]
ACB,2022-11-28,2022-11-28,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x22d7fb965d0 state=finished raised ValueError>]
ACB,2022-11-27,2022-11-27,1day,repo_adapter,KBS,false,0,,
