horizon,ticker,model_name,regression_observations,regression_mae,regression_rmse,regression_mape,regression_directional_accuracy,classification_observations,classification_accuracy,classification_precision,classification_recall,classification_f1,classification_roc_auc,classification_positive_class_precision,classification_true_negative,classification_false_positive,classification_false_negative,classification_true_positive
20d,MWG,lightgbm,37,0.05291427654021033,0.06594277220851716,224.59788450861217,0.7837837837837838,37,0.7027027027027027,1.0,0.21428571428571427,0.35294117647058826,0.7670807453416149,1.0,23,0,11,3
20d,MWG,xgboost,37,0.05523244739582745,0.07043748546692823,110.4885563759886,0.6756756756756757,37,0.6486486486486487,0.5454545454545454,0.42857142857142855,0.48,0.6242236024844721,0.5454545454545454,18,5,8,6
20d,OVERALL,cart,148,0.1615595418553278,0.2006663164051623,1477.000842361078,0.5067567567567568,148,0.5743243243243243,0.5576923076923077,0.7733333333333333,0.6480446927374302,0.5715981735159817,0.5576923076923077,27,46,17,58
20d,OVERALL,lightgbm,148,0.1412791498444367,0.20668028404313618,1669.009496704349,0.6283783783783784,148,0.5945945945945946,0.5675675675675675,0.84,0.6774193548387096,0.45753424657534253,0.5675675675675675,25,48,12,63
20d,OVERALL,xgboost,148,0.14103383353125776,0.20550684032860694,1603.0621968380196,0.6013513513513513,148,0.5945945945945946,0.5641025641025641,0.88,0.6875,0.47178082191780824,0.5641025641025641,22,51,9,66
3d,ACB,cart,37,0.03612447341448389,0.041961697067394964,205.25449238978973,0.5405405405405406,37,0.4594594594594595,0.5294117647058824,0.42857142857142855,0.47368421052631576,0.4642857142857143,0.5294117647058824,8,8,12,9
3d,ACB,lightgbm,37,0.03051006736472218,0.0363716508615912,192.0273617511962,0.5945945945945946,37,0.6216216216216216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6101190476190476,0.6666666666666666,9,7,7,14
3d,ACB,xgboost,37,0.030757357257538257,0.035414558643350996,143.77920376916236,0.4864864864864865,37,0.6216216216216216,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6904761904761905,0.6666666666666666,9,7,7,14
3d,DGC,cart,37,0.07968532444118956,0.09619432883503366,339.21726081552384,0.35135135135135137,37,0.4864864864864865,0.3333333333333333,0.7272727272727273,0.45714285714285713,0.5559440559440559,0.3333333333333333,10,16,3,8
3d,DGC,lightgbm,37,0.04861651518821504,0.05622800585552219,204.34684622742236,0.40540540540540543,37,0.40540540540540543,0.2962962962962963,0.7272727272727273,0.42105263157894735,0.37762237762237766,0.2962962962962963,7,19,3,8
3d,DGC,xgboost,37,0.04597314970639836,0.05536741160694264,183.25769071242917,0.40540540540540543,37,0.3783783783783784,0.3,0.8181818181818182,0.43902439024390244,0.40909090909090906,0.3,5,21,2,9
3d,HPG,cart,37,0.056117413534711044,0.07313050524151458,346.6199794802825,0.35135135135135137,37,0.4864864864864865,0.5333333333333333,0.4,0.45714285714285713,0.4941176470588235,0.5333333333333333,10,7,12,8
3d,HPG,lightgbm,37,0.029918856881154643,0.036740936998206714,158.19742268059144,0.6486486486486487,37,0.43243243243243246,0.48,0.6,0.5333333333333333,0.47058823529411764,0.48,4,13,8,12
3d,HPG,xgboost,37,0.031511784246303375,0.03948109268663694,151.69204250988184,0.5945945945945946,37,0.4864864864864865,0.5217391304347826,0.6,0.5581395348837209,0.44117647058823534,0.5217391304347826,6,11,8,12
3d,MWG,cart,37,0.039281725211820565,0.049882237153714655,202.3601538482514,0.4594594594594595,37,0.4864864864864865,0.42857142857142855,0.5625,0.4864864864864865,0.4955357142857143,0.42857142857142855,9,12,7,9
3d,MWG,lightgbm,37,0.03946113744624753,0.04849456039922665,164.78321733522753,0.43243243243243246,37,0.4864864864864865,0.42105263157894735,0.5,0.45714285714285713,0.5863095238095237,0.42105263157894735,10,11,8,8
3d,MWG,xgboost,37,0.03810990016215979,0.047263696875117715,136.54101157558324,0.4594594594594595,37,0.5675675675675675,0.5,0.5,0.5,0.6458333333333334,0.5,13,8,8,8
3d,OVERALL,cart,148,0.05280223415055127,0.06864845464600249,270.95683958283377,0.42567567567567566,148,0.4797297297297297,0.44155844155844154,0.5,0.4689655172413793,0.48125000000000007,0.44155844155844154,37,43,34,34
3d,OVERALL,lightgbm,148,0.037126644220084846,0.04523854680664091,179.6272307115436,0.5202702702702703,148,0.4864864864864865,0.45652173913043476,0.6176470588235294,0.525,0.4954044117647059,0.45652173913043476,30,50,26,42
3d,OVERALL,xgboost,148,0.03658804784309994,0.04503430623977065,153.2295869917765,0.4864864864864865,148,0.5135135135135135,0.4777777777777778,0.6323529411764706,0.5443037974683544,0.5286764705882352,0.4777777777777778,33,47,25,43
5d,ACB,cart,37,0.05139637266847961,0.06469562895187733,177.20399846880775,0.4594594594594595,37,0.4864864864864865,0.6666666666666666,0.2727272727272727,0.3870967741935484,0.5363636363636364,0.6666666666666666,12,3,16,6
5d,ACB,lightgbm,37,0.03281733661887792,0.03974847558893364,99.68302104987052,0.7297297297297297,37,0.4864864864864865,0.5652173913043478,0.5909090909090909,0.5777777777777777,0.6090909090909091,0.5652173913043478,5,10,9,13
5d,ACB,xgboost,37,0.032321318066438044,0.040098356831196405,79.91512778161793,0.7567567567567568,37,0.5945945945945946,0.6521739130434783,0.6818181818181818,0.6666666666666666,0.6696969696969697,0.6521739130434783,7,8,7,15
5d,DGC,cart,37,0.13893710719333444,0.15676057730865336,439.88329626488405,0.2972972972972973,37,0.5405405405405406,0.42857142857142855,0.9230769230769231,0.5853658536585366,0.6282051282051282,0.42857142857142855,8,16,1,12
5d,DGC,lightgbm,37,0.09240884568424197,0.10297565384975925,319.64824357066004,0.35135135135135137,37,0.3783783783783784,0.35294117647058826,0.9230769230769231,0.5106382978723404,0.5224358974358975,0.35294117647058826,2,22,1,12
5d,DGC,xgboost,37,0.09401085153430663,0.10575091973742456,315.18730994799705,0.35135135135135137,37,0.40540540540540543,0.37142857142857144,1.0,0.5416666666666666,0.6538461538461537,0.37142857142857144,2,22,0,13
5d,HPG,cart,37,0.05475466352739333,0.07319231636509316,212.80391835878666,0.6756756756756757,37,0.4594594594594595,0.5555555555555556,0.6521739130434783,0.6,0.3975155279503106,0.5555555555555556,2,12,8,15
5d,HPG,lightgbm,37,0.04282885557749023,0.05400024953358785,135.30403317273908,0.5945945945945946,37,0.6216216216216216,0.6285714285714286,0.9565217391304348,0.7586206896551724,0.7919254658385093,0.6285714285714286,1,13,1,22
5d,HPG,xgboost,37,0.04346524944292835,0.05307691802826018,123.47847937238892,0.6216216216216216,37,0.6756756756756757,0.6571428571428571,1.0,0.7931034482758621,0.6832298136645963,0.6571428571428571,2,12,0,23
5d,MWG,cart,37,0.05726430295626919,0.07694832652766857,154.27829447140851,0.5135135135135135,37,0.43243243243243246,0.42857142857142855,0.7058823529411765,0.5333333333333333,0.4529411764705883,0.42857142857142855,4,16,5,12
5d,MWG,lightgbm,37,0.05394211631933689,0.06586922353979376,134.91806654474644,0.3783783783783784,37,0.5135135135135135,0.48484848484848486,0.9411764705882353,0.64,0.6147058823529412,0.48484848484848486,3,17,1,16
5d,MWG,xgboost,37,0.04580542648649561,0.05725331556725373,118.65701847006736,0.6216216216216216,37,0.43243243243243246,0.43333333333333335,0.7647058823529411,0.5531914893617021,0.5382352941176471,0.43333333333333335,3,17,4,13
5d,OVERALL,cart,148,0.07558811158636915,0.1000469428992184,246.04237689097172,0.4864864864864865,148,0.4797297297297297,0.4891304347826087,0.6,0.5389221556886228,0.4780821917808219,0.4891304347826087,26,47,30,45
5d,OVERALL,lightgbm,148,0.055499288549986744,0.06971138385668184,172.388341084504,0.5135135135135135,148,0.5,0.504,0.84,0.63,0.6085844748858448,0.504,11,62,12,63
5d,OVERALL,xgboost,148,0.053900711382542155,0.06871360239555076,159.3094838930178,0.5878378378378378,148,0.527027027027027,0.5203252032520326,0.8533333333333334,0.6464646464646465,0.575890410958904,0.5203252032520326,14,59,11,64
