frequency,model,horizon,posthoc_regime,posthoc_n_obs,posthoc_accuracy,posthoc_passed_60pct,exante_regime,exante_n_obs,exante_accuracy,exante_passed_60pct,exante_passed_63pct,survives_exante_63pct,comparison_status
hourly,random_forest,1,bear,1134,0.5291005291005291,False,,,,,,False,no_matching_exante_label
hourly,random_forest,4,bear,1271,0.5373721479150275,False,bear,63,0.5555555555555556,False,False,False,matched_exante_label
hourly,random_forest,8,bear,1290,0.5387596899224806,False,bear,233,0.5064377682403434,False,False,False,matched_exante_label
hourly,random_forest,20,bear,1277,0.5559906029757243,False,bear,952,0.4495798319327731,False,False,False,matched_exante_label
hourly,stacking,1,bear,1134,0.5396825396825397,False,,,,,,False,no_matching_exante_label
hourly,stacking,4,bear,1271,0.5153422501966956,False,bear,63,0.49206349206349204,False,False,False,matched_exante_label
hourly,stacking,8,bear,1290,0.5217054263565891,False,bear,233,0.44635193133047213,False,False,False,matched_exante_label
hourly,stacking,20,bear,1277,0.4667188723570869,False,bear,952,0.4107142857142857,False,False,False,matched_exante_label
hourly,xgboost,1,bear,1134,0.5546737213403881,False,,,,,,False,no_matching_exante_label
hourly,xgboost,4,bear,1271,0.5420928402832416,False,bear,63,0.4126984126984127,False,False,False,matched_exante_label
hourly,xgboost,8,bear,1290,0.548062015503876,False,bear,233,0.48497854077253216,False,False,False,matched_exante_label
hourly,xgboost,20,bear,1277,0.5387627251370399,False,bear,952,0.4485294117647059,False,False,False,matched_exante_label
hourly,lightgbm,1,bull,1445,0.5446366782006921,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,4,bull,1579,0.5471817606079797,False,bull,96,0.3541666666666667,False,False,False,matched_exante_label
hourly,lightgbm,8,bull,1605,0.5046728971962616,False,bull,468,0.38247863247863245,False,False,False,matched_exante_label
hourly,lightgbm,20,bull,1608,0.5286069651741293,False,bull,1374,0.5385735080058224,False,False,False,matched_exante_label
hourly,random_forest,1,bull,1445,0.5453287197231834,False,,,,,,False,no_matching_exante_label
hourly,random_forest,4,bull,1579,0.5421152628245726,False,bull,96,0.3541666666666667,False,False,False,matched_exante_label
hourly,random_forest,8,bull,1605,0.5258566978193147,False,bull,468,0.40384615384615385,False,False,False,matched_exante_label
hourly,random_forest,20,bull,1608,0.5099502487562189,False,bull,1374,0.5531295487627366,False,False,False,matched_exante_label
hourly,stacking,1,bull,1445,0.5633217993079584,False,,,,,,False,no_matching_exante_label
hourly,stacking,4,bull,1579,0.5281823939202026,False,bull,96,0.3541666666666667,False,False,False,matched_exante_label
hourly,stacking,8,bull,1605,0.5177570093457944,False,bull,468,0.5085470085470085,False,False,False,matched_exante_label
hourly,stacking,20,bull,1608,0.5615671641791045,False,bull,1374,0.6004366812227074,True,False,False,matched_exante_label
hourly,xgboost,1,bull,1445,0.5474048442906574,False,,,,,,False,no_matching_exante_label
hourly,xgboost,4,bull,1579,0.5357821405953135,False,bull,96,0.375,False,False,False,matched_exante_label
hourly,xgboost,8,bull,1605,0.48722741433021804,False,bull,468,0.37606837606837606,False,False,False,matched_exante_label
hourly,xgboost,20,bull,1608,0.5298507462686567,False,bull,1374,0.5451237263464338,False,False,False,matched_exante_label
hourly,lightgbm,1,high_volatility,2012,0.5511928429423459,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,4,high_volatility,2216,0.5365523465703971,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,8,high_volatility,2276,0.4938488576449912,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,20,high_volatility,2258,0.524800708591674,False,,,,,,False,no_matching_exante_label
hourly,random_forest,1,high_volatility,2012,0.5531809145129225,False,,,,,,False,no_matching_exante_label
hourly,random_forest,4,high_volatility,2216,0.549187725631769,False,,,,,,False,no_matching_exante_label
hourly,random_forest,8,high_volatility,2276,0.4934094903339192,False,,,,,,False,no_matching_exante_label
hourly,random_forest,20,high_volatility,2258,0.5296722763507529,False,,,,,,False,no_matching_exante_label
hourly,stacking,1,high_volatility,2012,0.5651093439363817,False,,,,,,False,no_matching_exante_label
hourly,stacking,4,high_volatility,2216,0.5370036101083032,False,,,,,,False,no_matching_exante_label
hourly,stacking,8,high_volatility,2276,0.5004393673110721,False,,,,,,False,no_matching_exante_label
hourly,stacking,20,high_volatility,2258,0.47741364038972545,False,,,,,,False,no_matching_exante_label
hourly,xgboost,1,high_volatility,2012,0.5492047713717694,False,,,,,,False,no_matching_exante_label
hourly,xgboost,4,high_volatility,2216,0.546028880866426,False,,,,,,False,no_matching_exante_label
hourly,xgboost,8,high_volatility,2276,0.4881370826010545,False,,,,,,False,no_matching_exante_label
hourly,xgboost,20,high_volatility,2258,0.5403011514614703,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,1,low_volatility,2728,0.5480205278592375,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,4,low_volatility,2992,0.5123663101604278,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,8,low_volatility,3077,0.5063373415664608,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,20,low_volatility,3104,0.49162371134020616,False,,,,,,False,no_matching_exante_label
hourly,random_forest,1,low_volatility,2728,0.5608504398826979,False,,,,,,False,no_matching_exante_label
hourly,random_forest,4,low_volatility,2992,0.48830213903743314,False,,,,,,False,no_matching_exante_label
hourly,random_forest,8,low_volatility,3077,0.5099122521936952,False,,,,,,False,no_matching_exante_label
hourly,random_forest,20,low_volatility,3104,0.4681056701030928,False,,,,,,False,no_matching_exante_label
hourly,stacking,1,low_volatility,2728,0.5502199413489736,False,,,,,,False,no_matching_exante_label
hourly,stacking,4,low_volatility,2992,0.5003342245989305,False,,,,,,False,no_matching_exante_label
hourly,stacking,8,low_volatility,3077,0.4829379265518362,False,,,,,,False,no_matching_exante_label
hourly,stacking,20,low_volatility,3104,0.4577963917525773,False,,,,,,False,no_matching_exante_label
hourly,xgboost,1,low_volatility,2728,0.5472873900293255,False,,,,,,False,no_matching_exante_label
hourly,xgboost,4,low_volatility,2992,0.5020053475935828,False,,,,,,False,no_matching_exante_label
hourly,xgboost,8,low_volatility,3077,0.5105622359441014,False,,,,,,False,no_matching_exante_label
hourly,xgboost,20,low_volatility,3104,0.47712628865979384,False,,,,,,False,no_matching_exante_label
hourly,lightgbm,1,sideways,4760,0.5514705882352942,False,sideways,7304,0.5472343921139102,False,False,False,matched_exante_label
hourly,lightgbm,4,sideways,5225,0.4979904306220096,False,sideways,7881,0.5179545742926025,False,False,False,matched_exante_label
hourly,lightgbm,8,sideways,5367,0.49226756102105457,False,sideways,7526,0.5083709806005846,False,False,False,matched_exante_label
hourly,lightgbm,20,sideways,5425,0.48884792626728113,False,sideways,5949,0.5059673894772231,False,False,False,matched_exante_label
hourly,random_forest,1,sideways,4760,0.5573529411764706,False,sideways,7304,0.5503833515881709,False,False,False,matched_exante_label
hourly,random_forest,4,sideways,5225,0.5025837320574162,False,sideways,7881,0.5183352366450958,False,False,False,matched_exante_label
hourly,random_forest,8,sideways,5367,0.4844419601267002,False,sideways,7526,0.5075737443529099,False,False,False,matched_exante_label
hourly,random_forest,20,sideways,5425,0.47649769585253454,False,sideways,5949,0.49033451000168093,False,False,False,matched_exante_label
hourly,stacking,1,sideways,4760,0.557563025210084,False,sideways,7304,0.5557228915662651,False,False,False,matched_exante_label
hourly,stacking,4,sideways,5225,0.5066028708133972,False,sideways,7881,0.5144017256693313,False,False,False,matched_exante_label
hourly,stacking,8,sideways,5367,0.4790385690329793,False,sideways,7526,0.4940207281424395,False,False,False,matched_exante_label
hourly,stacking,20,sideways,5425,0.44092165898617514,False,sideways,5949,0.4462934947049924,False,False,False,matched_exante_label
hourly,xgboost,1,sideways,4760,0.5487394957983194,False,sideways,7304,0.5491511500547646,False,False,False,matched_exante_label
hourly,xgboost,4,sideways,5225,0.4995215311004785,False,sideways,7881,0.5168125872351225,False,False,False,matched_exante_label
hourly,xgboost,8,sideways,5367,0.4894727035587852,False,sideways,7526,0.5057135264416689,False,False,False,matched_exante_label
hourly,xgboost,20,sideways,5425,0.4905069124423963,False,sideways,5949,0.5069759623466129,False,False,False,matched_exante_label
daily,global,all,global,26104,0.5318725099601593,False,global,26104,0.5318725099601593,False,False,False,global_not_regime_filtered
hourly,global,all,global,127944,0.5128571875195398,False,global,127944,0.5128571875195398,False,False,False,global_not_regime_filtered
