slice_name,baseline,transaction_cost_bps,slippage_bps,timestamp,date,ticker,position,previous_position,turnover_event,actual_return,period_return_proxy,gross_event_return,cost_event_return,net_event_return
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-17T09:00:00,2025-09-17,ANV,1,0.0,1.0,-0.0087912087912088,-0.0087912087912088,-0.0087912087912088,0.002,-0.0107912087912088
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-22T09:00:00,2025-09-22,ANV,0,1.0,1.0,-0.0128398791540785,-0.0128398791540785,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-22T11:00:00,2025-09-22,ANV,1,0.0,1.0,-0.0170212765957447,-0.0170212765957447,-0.0170212765957447,0.002,-0.0190212765957447
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-23T13:00:00,2025-09-23,ANV,0,1.0,1.0,0.0240549828178693,0.0240549828178693,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-26T14:00:00,2025-09-26,ANV,1,0.0,1.0,0.0033619723571161,0.0033619723571161,0.0033619723571161,0.002,0.0013619723571161
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-29T10:00:00,2025-09-29,ANV,0,1.0,1.0,0.0108128262490678,0.0108128262490678,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-02T14:00:00,2025-10-02,ANV,1,0.0,1.0,0.0139634801288937,0.0139634801288937,0.0139634801288937,0.002,0.0119634801288937
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-06T09:00:00,2025-10-06,ANV,0,1.0,1.0,-0.0093608779857972,-0.0093608779857972,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-07T11:00:00,2025-10-07,ANV,1,0.0,1.0,-0.0096795727636849,-0.0096795727636849,-0.0096795727636849,0.002,-0.0116795727636849
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-08T14:00:00,2025-10-08,ANV,0,1.0,1.0,0.0201793721973095,0.0201793721973095,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-14T11:00:00,2025-10-14,ANV,1,0.0,1.0,-0.0016113438607798,-0.0016113438607798,-0.0016113438607798,0.002,-0.0036113438607798002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-17T14:00:00,2025-10-17,ANV,0,1.0,1.0,0.0032331070158422,0.0032331070158422,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-21T11:00:00,2025-10-21,ANV,1,0.0,1.0,0.0273588214661522,0.0273588214661522,0.0273588214661522,0.002,0.025358821466152197
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-21T14:00:00,2025-10-21,ANV,0,1.0,1.0,0.0063312229256913,0.0063312229256913,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-22T14:00:00,2025-10-22,ANV,1,0.0,1.0,0.018151815181518,0.018151815181518,0.018151815181518,0.002,0.016151815181518002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-23T09:00:00,2025-10-23,ANV,0,1.0,1.0,-0.0162074554294975,-0.0162074554294975,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-24T11:00:00,2025-10-24,ANV,1,0.0,1.0,0.0139860139860139,0.0139860139860139,0.0139860139860139,0.002,0.0119860139860139
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-27T09:00:00,2025-10-27,ANV,0,1.0,1.0,-0.0101010101010101,-0.0101010101010101,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-28T11:00:00,2025-10-28,ANV,1,0.0,1.0,0.0340501792114695,0.0340501792114695,0.0340501792114695,0.002,0.0320501792114695
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-10-29T09:00:00,2025-10-29,ANV,0,1.0,1.0,0.0120274914089346,0.0120274914089346,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-11-04T11:00:00,2025-11-04,ANV,1,0.0,1.0,0.02,0.02,0.02,0.002,0.018000000000000002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-11-10T09:00:00,2025-11-10,ANV,0,1.0,1.0,-0.0141342756183746,-0.0141342756183746,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-11-12T13:00:00,2025-11-12,ANV,1,0.0,1.0,0.0071047957371226,0.0071047957371226,0.0071047957371226,0.002,0.0051047957371226
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-11-13T09:00:00,2025-11-13,ANV,0,1.0,1.0,0.0087873462214411,0.0087873462214411,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-11-20T13:00:00,2025-11-20,ANV,1,0.0,1.0,0.0342465753424656,0.0342465753424656,0.0342465753424656,0.002,0.0322465753424656
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-11-24T10:00:00,2025-11-24,ANV,0,1.0,1.0,-0.0033500837520938,-0.0033500837520938,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-11-25T13:00:00,2025-11-25,ANV,1,0.0,1.0,-0.0085034013605441,-0.0085034013605441,-0.0085034013605441,0.002,-0.0105034013605441
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-11-28T09:00:00,2025-11-28,ANV,0,1.0,1.0,0.0102389078498292,0.0102389078498292,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-12-01T14:00:00,2025-12-01,ANV,1,0.0,1.0,-0.0169491525423728,-0.0169491525423728,-0.0169491525423728,0.002,-0.018949152542372803
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-12-02T10:00:00,2025-12-02,ANV,0,1.0,1.0,-0.0017543859649122,-0.0017543859649122,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-12-02T11:00:00,2025-12-02,ANV,1,0.0,1.0,0.0070298769771528,0.0070298769771528,0.0070298769771528,0.002,0.0050298769771528
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-12-08T11:00:00,2025-12-08,ANV,0,1.0,1.0,-0.0141592920353982,-0.0141592920353982,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-12-09T09:00:00,2025-12-09,ANV,1,0.0,1.0,0.0036630036630036,0.0036630036630036,0.0036630036630036,0.002,0.0016630036630036
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-12-10T09:00:00,2025-12-10,ANV,0,1.0,1.0,-0.0089766606822262,-0.0089766606822262,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-06T13:00:00,2025-01-06,BCM,1,0.0,1.0,0.0071418160617984,0.0071418160617984,0.0071418160617984,0.002,0.0051418160617984
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-06T14:00:00,2025-01-06,BCM,0,1.0,1.0,0.0128798842257598,0.0128798842257598,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-15T13:00:00,2025-01-15,BCM,1,0.0,1.0,-0.0143457469931895,-0.0143457469931895,-0.0143457469931895,0.002,-0.0163457469931895
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-16T14:00:00,2025-01-16,BCM,0,1.0,1.0,-0.0086611861421022,-0.0086611861421022,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-20T10:00:00,2025-01-20,BCM,1,0.0,1.0,-0.0014764506127271,-0.0014764506127271,-0.0014764506127271,0.002,-0.0034764506127271
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-01-20T14:00:00,2025-01-20,BCM,0,1.0,1.0,-0.001472103636096,-0.001472103636096,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-03-14T14:00:00,2025-03-14,BCM,1,0.0,1.0,0.0113314447592069,0.0113314447592069,0.0113314447592069,0.002,0.0093314447592069
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-03-17T10:00:00,2025-03-17,BCM,0,1.0,1.0,0.001299207483435,0.001299207483435,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-03-24T11:00:00,2025-03-24,BCM,1,0.0,1.0,0.0026423569824283,0.0026423569824283,0.0026423569824283,0.002,0.0006423569824282999
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-03-28T09:00:00,2025-03-28,BCM,0,1.0,1.0,-0.0089078233927187,-0.0089078233927187,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-16T13:00:00,2025-04-16,BCM,1,0.0,1.0,-0.0147995503934057,-0.0147995503934057,-0.0147995503934057,0.002,-0.0167995503934057
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-17T09:00:00,2025-04-17,BCM,0,1.0,1.0,-0.0317640385706182,-0.0317640385706182,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-17T10:00:00,2025-04-17,BCM,1,0.0,1.0,0.005858230814294,0.005858230814294,0.005858230814294,0.002,0.003858230814294
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-21T14:00:00,2025-04-21,BCM,0,1.0,1.0,-0.021747143383708,-0.021747143383708,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-22T13:00:00,2025-04-22,BCM,1,0.0,1.0,0.0116762319414207,0.0116762319414207,0.0116762319414207,0.002,0.0096762319414207
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-22T14:00:00,2025-04-22,BCM,0,1.0,1.0,0.0017605633802817,0.0017605633802817,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-28T10:00:00,2025-04-28,BCM,1,0.0,1.0,0.005373355567908,0.005373355567908,0.005373355567908,0.002,0.003373355567908
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-04-28T14:00:00,2025-04-28,BCM,0,1.0,1.0,-0.0089497716894977,-0.0089497716894977,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-05-19T11:00:00,2025-05-19,BCM,1,0.0,1.0,0.0016983695652172,0.0016983695652172,0.0016983695652172,0.002,-0.00030163043478280004
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-05-19T14:00:00,2025-05-19,BCM,0,1.0,1.0,-0.0082118317412435,-0.0082118317412435,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-06-02T11:00:00,2025-06-02,BCM,1,0.0,1.0,0.001695489996609,0.001695489996609,0.001695489996609,0.002,-0.00030451000339099996
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-06-03T14:00:00,2025-06-03,BCM,0,1.0,1.0,-0.0016650016650017,-0.0016650016650017,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-06-09T11:00:00,2025-06-09,BCM,1,0.0,1.0,-0.0050692801622169,-0.0050692801622169,-0.0050692801622169,0.002,-0.0070692801622169
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-06-12T14:00:00,2025-06-12,BCM,0,1.0,1.0,-0.0151228733459356,-0.0151228733459356,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-06-16T11:00:00,2025-06-16,BCM,1,0.0,1.0,0.0067474048442905,0.0067474048442905,0.0067474048442905,0.002,0.0047474048442905
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-06-18T09:00:00,2025-06-18,BCM,0,1.0,1.0,-0.0115685607349438,-0.0115685607349438,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-06-18T11:00:00,2025-06-18,BCM,1,0.0,1.0,0.0050086355785836,0.0050086355785836,0.0050086355785836,0.002,0.0030086355785836003
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-06-23T13:00:00,2025-06-23,BCM,0,1.0,1.0,0.0152947241794123,0.0152947241794123,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-07T13:00:00,2025-07-07,BCM,1,0.0,1.0,0.0107493379031,0.0107493379031,0.0107493379031,0.002,0.0087493379031
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-07T14:00:00,2025-07-07,BCM,0,1.0,1.0,0.0135635018495685,0.0135635018495685,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-17T14:00:00,2025-07-17,BCM,1,0.0,1.0,0.0102781136638452,0.0102781136638452,0.0102781136638452,0.002,0.0082781136638452
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-22T13:00:00,2025-07-22,BCM,0,1.0,1.0,0.0148349984862246,0.0148349984862246,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-23T09:00:00,2025-07-23,BCM,1,0.0,1.0,0.0236267870579383,0.0236267870579383,0.0236267870579383,0.002,0.0216267870579383
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-23T10:00:00,2025-07-23,BCM,0,1.0,1.0,-0.004263451925904,-0.004263451925904,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-23T11:00:00,2025-07-23,BCM,1,0.0,1.0,0.0029529012254541,0.0029529012254541,0.0029529012254541,0.002,0.0009529012254540998
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-23T14:00:00,2025-07-23,BCM,0,1.0,1.0,0.0101440752719788,0.0101440752719788,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-30T09:00:00,2025-07-30,BCM,1,0.0,1.0,0.0103525881470367,0.0103525881470367,0.0103525881470367,0.002,0.0083525881470367
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-30T14:00:00,2025-07-30,BCM,0,1.0,1.0,0.0231461005454813,0.0231461005454813,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-31T11:00:00,2025-07-31,BCM,1,0.0,1.0,0.014262843836414,0.014262843836414,0.014262843836414,0.002,0.012262843836414
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-07-31T13:00:00,2025-07-31,BCM,0,1.0,1.0,0.0113359162003157,0.0113359162003157,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-05T11:00:00,2025-08-05,BCM,1,0.0,1.0,0.0085260115606937,0.0085260115606937,0.0085260115606937,0.002,0.0065260115606937
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-05T13:00:00,2025-08-05,BCM,0,1.0,1.0,-0.0295171227969623,-0.0295171227969623,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-07T11:00:00,2025-08-07,BCM,1,0.0,1.0,0.0014532771399504,0.0014532771399504,0.0014532771399504,0.002,-0.0005467228600496
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-08T09:00:00,2025-08-08,BCM,0,1.0,1.0,-0.0014511681903931,-0.0014511681903931,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-14T11:00:00,2025-08-14,BCM,1,0.0,1.0,0.0056677808458072,0.0056677808458072,0.0056677808458072,0.002,0.0036677808458072
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-15T14:00:00,2025-08-15,BCM,0,1.0,1.0,-0.0014490653528475,-0.0014490653528475,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-18T10:00:00,2025-08-18,BCM,1,0.0,1.0,0.0027769657994738,0.0027769657994738,0.0027769657994738,0.002,0.0007769657994737998
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-18T14:00:00,2025-08-18,BCM,0,1.0,1.0,0.0029065542799011,0.0029065542799011,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-19T11:00:00,2025-08-19,BCM,1,0.0,1.0,0.0029107844564111,0.0029107844564111,0.0029107844564111,0.002,0.0009107844564110999
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-19T14:00:00,2025-08-19,BCM,0,1.0,1.0,-0.004184704184704,-0.004184704184704,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-20T09:00:00,2025-08-20,BCM,1,0.0,1.0,-0.0170989711635995,-0.0170989711635995,-0.0170989711635995,0.002,-0.0190989711635995
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-20T14:00:00,2025-08-20,BCM,0,1.0,1.0,-0.0014430014430013,-0.0014430014430013,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-21T10:00:00,2025-08-21,BCM,1,0.0,1.0,-0.004391100702576,-0.004391100702576,-0.004391100702576,0.002,-0.006391100702576
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-21T14:00:00,2025-08-21,BCM,0,1.0,1.0,-0.0213942657546208,-0.0213942657546208,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-22T10:00:00,2025-08-22,BCM,1,0.0,1.0,-0.0088007159904535,-0.0088007159904535,-0.0088007159904535,0.002,-0.0108007159904535
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-27T11:00:00,2025-08-27,BCM,0,1.0,1.0,0.0030097817908201,0.0030097817908201,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-08-29T10:00:00,2025-08-29,BCM,1,0.0,1.0,-0.0045482110369921,-0.0045482110369921,-0.0045482110369921,0.002,-0.0065482110369921
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-04T09:00:00,2025-09-04,BCM,0,1.0,1.0,-0.0045011252813205,-0.0045011252813205,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-09T13:00:00,2025-09-09,BCM,1,0.0,1.0,0.0320037105751389,0.0320037105751389,0.0320037105751389,0.002,0.030003710575138898
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-09T14:00:00,2025-09-09,BCM,0,1.0,1.0,-0.0163295880149813,-0.0163295880149813,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-10T09:00:00,2025-09-10,BCM,1,0.0,1.0,-0.0013706975327445,-0.0013706975327445,-0.0013706975327445,0.002,-0.0033706975327445
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-10T14:00:00,2025-09-10,BCM,0,1.0,1.0,-0.0206480783722681,-0.0206480783722681,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-11T09:00:00,2025-09-11,BCM,1,0.0,1.0,-0.0061557402277624,-0.0061557402277624,-0.0061557402277624,0.002,-0.0081557402277624
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-11T14:00:00,2025-09-11,BCM,0,1.0,1.0,-0.0103837471783295,-0.0103837471783295,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-15T09:00:00,2025-09-15,BCM,1,0.0,1.0,0.0058948004836758,0.0058948004836758,0.0058948004836758,0.002,0.0038948004836758003
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-15T10:00:00,2025-09-15,BCM,0,1.0,1.0,0.0030052592036062,0.0030052592036062,0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-22T13:00:00,2025-09-22,BCM,1,0.0,1.0,0.010476768903735,0.010476768903735,0.010476768903735,0.002,0.008476768903735
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-22T14:00:00,2025-09-22,BCM,0,1.0,1.0,-0.0118707738542448,-0.0118707738542448,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-23T11:00:00,2025-09-23,BCM,1,0.0,1.0,-0.0015206812652069,-0.0015206812652069,-0.0015206812652069,0.002,-0.0035206812652069
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-24T14:00:00,2025-09-24,BCM,0,1.0,1.0,-0.0030229746070133,-0.0030229746070133,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-25T09:00:00,2025-09-25,BCM,1,0.0,1.0,0.003032140691328,0.003032140691328,0.003032140691328,0.002,0.001032140691328
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-25T10:00:00,2025-09-25,BCM,0,1.0,1.0,-0.0030229746070133,-0.0030229746070133,-0.0,0.002,-0.002
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-25T11:00:00,2025-09-25,BCM,1,0.0,1.0,0.0089448150394177,0.0089448150394177,0.0089448150394177,0.002,0.0069448150394177
hourly_stacking_h1_confidence_0.57,model_signal,10,10,2025-09-25T13:00:00,2025-09-25,BCM,0,1.0,1.0,-0.0045078888054094,-0.0045078888054094,-0.0,0.002,-0.002
