frequency,model,horizon,threshold,total_rows,evaluated_rows,coverage_ratio,filtered_accuracy,passed_60pct,coverage_ok_50pct,selected_at_50pct_floor,coverage_ok_40pct,selected_at_40pct_floor,coverage_ok_30pct,selected_at_30pct_floor,coverage_ok_20pct,selected_at_20pct_floor
daily,lightgbm,5,0.53,1677,1609,0.9594514013118665,0.5382224984462399,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.54,1677,1585,0.9451401311866429,0.5413249211356467,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.55,1677,1560,0.9302325581395349,0.5397435897435897,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.56,1677,1539,0.9177101967799642,0.5425601039636128,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.57,1677,1514,0.9028026237328562,0.5429326287978864,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.58,1677,1494,0.8908765652951699,0.5435073627844712,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.59,1677,1471,0.8771615980918307,0.5411284840244731,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.6,1677,1449,0.8640429338103757,0.5396825396825397,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.61,1677,1429,0.8521168753726893,0.5395381385584325,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.62,1677,1408,0.8395945140131187,0.5369318181818182,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.63,1677,1380,0.8228980322003577,0.5355072463768116,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.64,1677,1356,0.8085867620751341,0.5346607669616519,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.65,1677,1342,0.8002385211687537,0.5350223546944859,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.66,1677,1319,0.7865235539654144,0.5322213798332069,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.67,1677,1300,0.7751937984496124,0.5346153846153846,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.68,1677,1274,0.7596899224806202,0.5345368916797488,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.69,1677,1248,0.7441860465116279,0.5328525641025641,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.7,1677,1232,0.7346451997614788,0.5349025974025974,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.71,1677,1204,0.717948717948718,0.5365448504983389,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.72,1677,1181,0.7042337507453786,0.5334462320067739,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.73,1677,1150,0.6857483601669648,0.5295652173913044,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.74,1677,1120,0.6678592725104353,0.5267857142857143,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.75,1677,1093,0.6517590936195587,0.5242451967063129,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.76,1677,1066,0.6356589147286822,0.525328330206379,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.77,1677,1041,0.6207513416815742,0.526416906820365,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.78,1677,1013,0.6040548598688134,0.5251727541954591,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.79,1677,987,0.5885509838998211,0.5197568389057751,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.8,1677,956,0.5700655933214073,0.5209205020920502,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.81,1677,927,0.552772808586762,0.5221143473570659,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.82,1677,907,0.5408467501490757,0.5192943770672547,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.83,1677,877,0.5229576624925462,0.5188141391106044,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.84,1677,848,0.505664877757901,0.5176886792452831,False,True,False,True,False,True,False,True,False
daily,lightgbm,5,0.85,1677,812,0.4841979725700656,0.5197044334975369,False,False,False,True,False,True,False,True,False
daily,lightgbm,5,0.86,1677,783,0.4669051878354204,0.5223499361430396,False,False,False,True,False,True,False,True,False
daily,lightgbm,5,0.87,1677,744,0.44364937388193204,0.5201612903225806,False,False,False,True,False,True,False,True,False
daily,lightgbm,5,0.88,1677,701,0.4180083482409064,0.5249643366619116,False,False,False,True,False,True,False,True,False
daily,lightgbm,5,0.89,1677,657,0.39177101967799643,0.5220700152207002,False,False,False,False,False,True,False,True,False
daily,lightgbm,5,0.9,1677,619,0.36911150864639236,0.5153473344103393,False,False,False,False,False,True,False,True,False
daily,lightgbm,10,0.5,1656,1656,1.0,0.5404589371980676,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.51,1656,1638,0.9891304347826086,0.5415140415140415,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.52,1656,1616,0.9758454106280193,0.5396039603960396,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.53,1656,1599,0.9655797101449275,0.5384615384615384,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.54,1656,1587,0.9583333333333334,0.5387523629489603,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.55,1656,1573,0.9498792270531401,0.5422759059122696,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.56,1656,1560,0.9420289855072463,0.5429487179487179,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.57,1656,1549,0.9353864734299517,0.5435765009683667,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.58,1656,1530,0.9239130434782609,0.5437908496732026,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.59,1656,1512,0.9130434782608695,0.544973544973545,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.6,1656,1495,0.9027777777777778,0.5451505016722408,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.61,1656,1472,0.8888888888888888,0.545516304347826,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.62,1656,1457,0.8798309178743962,0.546328071379547,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.63,1656,1433,0.8653381642512077,0.5484996510816469,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.64,1656,1415,0.8544685990338164,0.5477031802120141,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.65,1656,1402,0.8466183574879227,0.5477888730385164,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.66,1656,1389,0.8387681159420289,0.5500359971202304,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.67,1656,1371,0.8278985507246377,0.550692924872356,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.68,1656,1354,0.8176328502415459,0.5494830132939439,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.69,1656,1330,0.8031400966183575,0.5488721804511278,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.7,1656,1310,0.7910628019323671,0.5534351145038168,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.71,1656,1287,0.7771739130434783,0.5547785547785548,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.72,1656,1270,0.7669082125603864,0.5551181102362205,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.73,1656,1251,0.7554347826086957,0.5539568345323741,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.74,1656,1231,0.7433574879227053,0.5556458164094232,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.75,1656,1208,0.7294685990338164,0.5554635761589404,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.76,1656,1177,0.7107487922705314,0.5573491928632116,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.77,1656,1162,0.7016908212560387,0.5550774526678142,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.78,1656,1143,0.6902173913043478,0.5555555555555556,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.79,1656,1118,0.6751207729468599,0.5554561717352415,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.8,1656,1099,0.663647342995169,0.5559599636032757,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.81,1656,1077,0.6503623188405797,0.5571030640668524,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.82,1656,1053,0.6358695652173914,0.5555555555555556,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.83,1656,1023,0.6177536231884058,0.5562072336265884,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.84,1656,991,0.5984299516908212,0.5539858728557013,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.85,1656,966,0.5833333333333334,0.5507246376811594,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.86,1656,939,0.5670289855072463,0.5505857294994675,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.87,1656,909,0.5489130434782609,0.5522552255225522,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.88,1656,860,0.5193236714975845,0.5488372093023256,False,True,False,True,False,True,False,True,False
daily,lightgbm,10,0.89,1656,816,0.4927536231884058,0.5477941176470589,False,False,False,True,False,True,False,True,False
daily,lightgbm,10,0.9,1656,774,0.4673913043478261,0.5555555555555556,False,False,False,True,False,True,False,True,False
daily,lightgbm,20,0.5,1592,1592,1.0,0.5596733668341709,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.51,1592,1585,0.9956030150753769,0.5608832807570978,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.52,1592,1576,0.9899497487437185,0.5615482233502538,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.53,1592,1557,0.9780150753768844,0.5594091201027617,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.54,1592,1549,0.9729899497487438,0.5597159457714654,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.55,1592,1534,0.9635678391959799,0.559973924380704,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.56,1592,1522,0.9560301507537688,0.5591327201051248,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.57,1592,1507,0.946608040201005,0.5593895155938952,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.58,1592,1497,0.9403266331658291,0.5591182364729459,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.59,1592,1480,0.9296482412060302,0.5608108108108109,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.6,1592,1463,0.9189698492462312,0.5645933014354066,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.61,1592,1451,0.9114321608040201,0.5651274982770503,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.62,1592,1444,0.907035175879397,0.567174515235457,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.63,1592,1431,0.8988693467336684,0.56743535988819,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.64,1592,1418,0.8907035175879398,0.5705218617771509,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.65,1592,1396,0.8768844221105527,0.5694842406876791,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.66,1592,1381,0.867462311557789,0.5713251267197683,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.67,1592,1368,0.8592964824120602,0.5730994152046783,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.68,1592,1352,0.8492462311557789,0.5739644970414202,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.69,1592,1347,0.8461055276381909,0.5753526354862658,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.7,1592,1330,0.835427135678392,0.5781954887218045,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.71,1592,1310,0.8228643216080402,0.5763358778625954,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.72,1592,1290,0.8103015075376885,0.5775193798449613,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.73,1592,1270,0.7977386934673367,0.5779527559055118,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.74,1592,1248,0.7839195979899497,0.5793269230769231,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.75,1592,1231,0.7732412060301508,0.5808285946385053,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.76,1592,1211,0.760678391959799,0.5813377374071016,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.77,1592,1195,0.7506281407035176,0.5832635983263599,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.78,1592,1180,0.7412060301507538,0.5813559322033899,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.79,1592,1156,0.7261306532663316,0.5873702422145328,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.8,1592,1146,0.7198492462311558,0.5890052356020943,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.81,1592,1126,0.707286432160804,0.5905861456483126,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.82,1592,1110,0.6972361809045227,0.5936936936936937,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.83,1592,1089,0.6840452261306532,0.5904499540863177,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.84,1592,1060,0.6658291457286433,0.590566037735849,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.85,1592,1034,0.6494974874371859,0.5899419729206963,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.86,1592,1009,0.6337939698492462,0.5857284440039643,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.87,1592,988,0.6206030150753769,0.5880566801619433,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.88,1592,952,0.5979899497487438,0.592436974789916,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.89,1592,917,0.5760050251256281,0.5954198473282443,False,True,False,True,False,True,False,True,False
daily,lightgbm,20,0.9,1592,888,0.5577889447236181,0.597972972972973,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.5,1601,1601,1.0,0.5121798875702686,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.51,1601,1503,0.938788257339163,0.5169660678642715,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.52,1601,1406,0.8782011242973142,0.519203413940256,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.53,1601,1305,0.8151155527795128,0.5195402298850574,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.54,1601,1178,0.73579013116802,0.5254668930390493,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.55,1601,1087,0.6789506558401,0.5335786568537259,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.56,1601,998,0.6233603997501561,0.5320641282565131,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.57,1601,911,0.5690193628981887,0.5301866081229418,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.58,1601,808,0.504684572142411,0.5210396039603961,False,True,False,True,False,True,False,True,False
daily,random_forest,1,0.59,1601,725,0.452841973766396,0.5158620689655172,False,False,False,True,False,True,False,True,False
daily,random_forest,1,0.6,1601,627,0.391630231105559,0.5231259968102073,False,False,False,False,False,True,False,True,False
daily,random_forest,1,0.61,1601,553,0.3454091193004372,0.5370705244122965,False,False,False,False,False,True,False,True,False
daily,random_forest,1,0.62,1601,484,0.3023110555902561,0.5475206611570248,False,False,False,False,False,True,False,True,False
daily,random_forest,1,0.63,1601,419,0.2617114303560275,0.5584725536992841,False,False,False,False,False,False,False,True,False
daily,random_forest,1,0.64,1601,348,0.21736414740787008,0.5431034482758621,False,False,False,False,False,False,False,True,False
daily,random_forest,1,0.65,1601,293,0.1830106183635228,0.5426621160409556,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.66,1601,249,0.15552779512804496,0.5261044176706827,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.67,1601,215,0.13429106808244848,0.5116279069767442,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.68,1601,165,0.10306058713304185,0.503030303030303,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.69,1601,139,0.0868207370393504,0.5107913669064749,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.7,1601,100,0.06246096189881324,0.51,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.71,1601,74,0.0462211118051218,0.5,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.72,1601,50,0.03123048094940662,0.5,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.73,1601,40,0.024984384759525295,0.525,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.74,1601,33,0.02061211742660837,0.6060606060606061,True,False,False,False,False,False,False,False,False
daily,random_forest,1,0.75,1601,26,0.016239850093691444,0.6153846153846154,True,False,False,False,False,False,False,False,False
daily,random_forest,1,0.76,1601,24,0.014990630855715179,0.5833333333333334,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.77,1601,18,0.011242973141786383,0.5,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.78,1601,12,0.007495315427857589,0.6666666666666666,True,False,False,False,False,False,False,False,False
daily,random_forest,1,0.79,1601,7,0.004372267332916927,0.5714285714285714,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.8,1601,4,0.0024984384759525295,0.25,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.81,1601,3,0.0018738288569643974,0.3333333333333333,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.82,1601,2,0.0012492192379762648,0.0,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.83,1601,2,0.0012492192379762648,0.0,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.84,1601,2,0.0012492192379762648,0.0,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.85,1601,2,0.0012492192379762648,0.0,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.86,1601,2,0.0012492192379762648,0.0,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.87,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.88,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.89,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,random_forest,1,0.9,1601,0,0.0,,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.5,1677,1677,1.0,0.5235539654144306,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.51,1677,1618,0.9648181276088252,0.522867737948084,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.52,1677,1555,0.9272510435301133,0.5215434083601286,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.53,1677,1479,0.8819320214669052,0.519945909398242,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.54,1677,1392,0.8300536672629696,0.5258620689655172,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.55,1677,1326,0.7906976744186046,0.524132730015083,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.56,1677,1258,0.7501490757304711,0.5151033386327504,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.57,1677,1200,0.7155635062611807,0.5208333333333334,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.58,1677,1137,0.6779964221824687,0.5189094107299912,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.59,1677,1087,0.6481812760882528,0.5206991720331187,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.6,1677,1042,0.6213476446034586,0.5268714011516314,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.61,1677,994,0.5927251043530113,0.5271629778672032,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.62,1677,945,0.5635062611806798,0.5291005291005291,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.63,1677,887,0.5289206917113893,0.5231116121758738,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.64,1677,846,0.5044722719141324,0.5236406619385343,False,True,False,True,False,True,False,True,False
daily,random_forest,5,0.65,1677,803,0.47883124627310675,0.5242839352428393,False,False,False,True,False,True,False,True,False
daily,random_forest,5,0.66,1677,763,0.45497912939773405,0.5190039318479686,False,False,False,True,False,True,False,True,False
daily,random_forest,5,0.67,1677,725,0.43231961836613,0.5117241379310344,False,False,False,True,False,True,False,True,False
daily,random_forest,5,0.68,1677,694,0.41383422778771617,0.5100864553314121,False,False,False,True,False,True,False,True,False
daily,random_forest,5,0.69,1677,652,0.38878950506857485,0.5076687116564417,False,False,False,False,False,True,False,True,False
daily,random_forest,5,0.7,1677,614,0.3661299940369708,0.506514657980456,False,False,False,False,False,True,False,True,False
daily,random_forest,5,0.71,1677,575,0.3428741800834824,0.5113043478260869,False,False,False,False,False,True,False,True,False
daily,random_forest,5,0.72,1677,544,0.32438878950506855,0.5018382352941176,False,False,False,False,False,True,False,True,False
daily,random_forest,5,0.73,1677,500,0.2981514609421586,0.506,False,False,False,False,False,False,False,True,False
daily,random_forest,5,0.74,1677,466,0.27787716159809184,0.5021459227467812,False,False,False,False,False,False,False,True,False
daily,random_forest,5,0.75,1677,433,0.25819916517590935,0.4942263279445728,False,False,False,False,False,False,False,True,False
daily,random_forest,5,0.76,1677,406,0.2420989862850328,0.49507389162561577,False,False,False,False,False,False,False,True,False
daily,random_forest,5,0.77,1677,371,0.22122838401908168,0.5067385444743935,False,False,False,False,False,False,False,True,False
daily,random_forest,5,0.78,1677,335,0.1997614788312463,0.5014925373134328,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.79,1677,303,0.1806797853309481,0.5115511551155115,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.8,1677,274,0.16338700059630293,0.5036496350364964,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.81,1677,249,0.148479427549195,0.5140562248995983,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.82,1677,222,0.13237924865831843,0.5225225225225225,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.83,1677,195,0.11627906976744186,0.517948717948718,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.84,1677,175,0.10435301132975551,0.49714285714285716,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.85,1677,146,0.08706022659511031,0.4931506849315068,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.86,1677,126,0.07513416815742398,0.48412698412698413,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.87,1677,108,0.06440071556350627,0.48148148148148145,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.88,1677,82,0.04889683959451401,0.5,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.89,1677,63,0.03756708407871199,0.5396825396825397,False,False,False,False,False,False,False,False,False
daily,random_forest,5,0.9,1677,35,0.020870602265951103,0.4857142857142857,False,False,False,False,False,False,False,False,False
daily,random_forest,10,0.5,1656,1656,1.0,0.532608695652174,False,True,False,True,False,True,False,True,False
