timestamp_sort,gross_period_return,net_period_return,turnover_period,exposure,gross_equity,net_equity,slice_name,baseline,transaction_cost_bps,slippage_bps
2025-01-10 11:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-10 13:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-10 14:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-13 10:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-13 13:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-14 11:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-14 13:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-15 10:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-15 11:00:00,0.0,0.0,0.0,0.0,1.003498854141004,1.0001502053482592,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-15 13:00:00,-0.00717287349659475,-0.00817287349659475,0.5,0.5,0.9963008838062727,0.9919761042423545,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-15 14:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9919761042423545,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-16 10:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9919761042423545,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-16 11:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9919761042423545,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-16 13:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9919761042423545,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-16 14:00:00,0.0,-0.002,1.0,0.0,0.9963008838062727,0.9899921520338698,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-17 10:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9899921520338698,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-17 11:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9899921520338698,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-17 13:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9899921520338698,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-17 14:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9899921520338698,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-20 09:00:00,0.0,0.0,0.0,0.0,0.9963008838062727,0.9899921520338698,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-20 10:00:00,-0.0004921502042423666,-0.0011588168709090333,0.3333333333333333,0.3333333333333333,0.9958105541228206,0.9888449324260254,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-20 11:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9888449324260254,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-20 13:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9888449324260254,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-20 14:00:00,0.0,-0.002,1.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-21 09:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-21 10:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-21 11:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-21 13:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-21 14:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-22 09:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-22 10:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-22 11:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-22 13:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-23 09:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-23 10:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-23 11:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-23 13:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-23 14:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-24 09:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-24 11:00:00,0.0,0.0,0.0,0.0,0.9958105541228206,0.9868672425611734,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-24 13:00:00,-0.0029761904761905,-0.0036428571428571664,0.3333333333333333,0.3333333333333333,0.9928468322355503,0.9832722261775577,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-01-24 14:00:00,0.0,0.0,0.0,0.0,0.9928468322355503,0.9832722261775577,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-03 09:00:00,0.0,0.0,0.0,0.0,0.9928468322355503,0.9832722261775577,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-03 10:00:00,0.0,0.0,0.0,0.0,0.9928468322355503,0.9832722261775577,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-03 11:00:00,0.00152346130408285,0.00152346130408285,0.0,0.5,0.9943593959653424,0.9847702033655187,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-03 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.9847702033655187,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-04 09:00:00,0.0,-0.0005,0.25,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-04 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-04 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-04 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-04 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-05 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-05 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-05 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-05 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-05 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-06 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-06 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-06 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-06 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-06 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-07 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-07 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-07 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-07 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-07 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-10 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-10 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-10 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-10 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-10 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-11 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-11 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-11 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-11 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-11 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-12 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-12 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-12 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-12 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-12 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-13 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-13 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-13 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-13 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-14 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-14 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-14 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-14 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-17 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-17 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-17 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-17 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-17 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-18 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-18 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-18 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-18 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-18 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-19 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-19 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-19 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-19 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-19 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-20 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-20 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-20 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-20 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-20 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-21 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-21 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-21 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-21 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-21 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-24 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-24 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-24 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-24 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-24 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-25 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-25 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-25 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-26 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-26 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-26 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-26 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-27 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-27 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-27 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-27 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-27 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-28 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-28 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-28 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-28 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-02-28 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-03 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-03 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-03 11:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-03 13:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-03 14:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-04 09:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-04 10:00:00,0.0,0.0,0.0,0.0,0.9943593959653424,0.984277818263836,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-04 11:00:00,0.0015015015015015,0.0005015015015015,0.5,0.5,0.9958524280914164,0.9847714350675899,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-04 13:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9847714350675899,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-04 14:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9847714350675899,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-05 09:00:00,0.0,-0.0006666666666666666,0.3333333333333333,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-05 10:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-05 11:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-05 13:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-06 09:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-06 10:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-06 11:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-06 13:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-07 09:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-07 10:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-07 11:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-07 13:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-10 09:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-10 10:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
2025-03-10 11:00:00,0.0,0.0,0.0,0.0,0.9958524280914164,0.9841149207775448,hourly_stacking_h1_confidence_0.57,model_signal,10,10
