horizon,regime,model_name,ranking_method,score_column,top_k,return_threshold,probability_threshold,groups_covered,observations,average_actual_return,profit_rate,precision_at_top_k,recall_of_profitable_cases,lift_vs_regime_base_rate,rank_in_regime
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,5,5,0.03902490102022646,0.6,0.6,1.0,1.0,6.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,11,12,-0.0008241761717480244,0.5833333333333334,0.5833333333333334,1.0,1.0,7.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,11,12,-0.0008241761717480244,0.5833333333333334,0.5833333333333334,1.0,1.0,7.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,11,12,-0.0008241761717480244,0.5833333333333334,0.5833333333333334,1.0,1.0,7.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,11,12,-0.0008241761717480244,0.5833333333333334,0.5833333333333334,1.0,1.0,7.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,11,12,-0.0008241761717480244,0.5833333333333334,0.5833333333333334,1.0,1.0,7.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,11,12,-0.0008241761717480244,0.5833333333333334,0.5833333333333334,1.0,1.0,7.0
5d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,26,78,-0.0009918057722502534,0.5769230769230769,0.5769230769230769,0.7894736842105263,1.0526315789473681,8.0
5d,bear,cart,combined_weighted_linear,combined_score,3,,,26,78,-0.0013599853580647991,0.5769230769230769,0.5769230769230769,0.7894736842105263,1.0526315789473681,8.0
5d,bear,cart,predicted_profit_probability,predicted_profit_probability,3,,,26,78,-0.001787742763487468,0.5769230769230769,0.5769230769230769,0.7894736842105263,1.0526315789473681,8.0
5d,bear,cart,predicted_return,predicted_return,3,,,26,78,0.005902939746684068,0.5641025641025641,0.5641025641025641,0.7719298245614035,1.0292397660818713,9.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,9,9,-0.014866654429894944,0.5555555555555556,0.5555555555555556,1.0,1.0,10.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,9,9,-0.014866654429894944,0.5555555555555556,0.5555555555555556,1.0,1.0,10.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,8,9,0.02062855497261564,0.5555555555555556,0.5555555555555556,1.0,1.0,10.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,8,9,0.02062855497261564,0.5555555555555556,0.5555555555555556,1.0,1.0,10.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,8,9,0.02062855497261564,0.5555555555555556,0.5555555555555556,1.0,1.0,10.0
5d,bear,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,26,78,-0.0013155618494444688,0.5512820512820513,0.5512820512820513,0.7543859649122807,1.0058479532163742,11.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,12,13,0.006130493190115239,0.5384615384615384,0.5384615384615384,1.0,1.0,12.0
20d,bear,lightgbm,combined_rank_based,rank_based_joint_score,3,,,12,36,-0.0025372539921172483,0.5277777777777778,0.5277777777777778,1.0,1.3333333333333335,13.0
20d,bear,xgboost,combined_rank_based,rank_based_joint_score,3,,,12,36,0.004973974997984981,0.5277777777777778,0.5277777777777778,1.0,1.3333333333333335,13.0
20d,bear,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,12,36,0.01136178311989715,0.5277777777777778,0.5277777777777778,1.0,1.3333333333333335,13.0
5d,bear,lightgbm,combined_rank_based,rank_based_joint_score,3,,,26,78,-0.003183657546924183,0.5256410256410257,0.5256410256410257,0.7192982456140351,0.9590643274853801,14.0
5d,bear,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,26,78,-0.003411500297642115,0.5256410256410257,0.5256410256410257,0.7192982456140351,0.9590643274853801,14.0
5d,bear,xgboost,predicted_return,predicted_return,3,,,26,78,0.002684908977885768,0.5256410256410257,0.5256410256410257,0.7192982456140351,0.9590643274853801,14.0
5d,bear,lightgbm,combined_weighted_linear,combined_score,3,,,26,78,-0.004127939731866111,0.5128205128205128,0.5128205128205128,0.7017543859649122,0.9356725146198829,15.0
5d,bear,xgboost,combined_rank_based,rank_based_joint_score,3,,,26,78,-0.004365379121740167,0.5128205128205128,0.5128205128205128,0.7017543859649122,0.9356725146198829,15.0
5d,bear,xgboost,combined_weighted_linear,combined_score,3,,,26,78,-0.004002452950661983,0.5128205128205128,0.5128205128205128,0.7017543859649122,0.9356725146198829,15.0
20d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,12,36,-0.022844676640218983,0.5,0.5,0.9473684210526315,1.2631578947368423,16.0
20d,bear,cart,combined_weighted_linear,combined_score,3,,,12,36,-0.022844676640218983,0.5,0.5,0.9473684210526315,1.2631578947368423,16.0
20d,bear,cart,predicted_profit_probability,predicted_profit_probability,3,,,12,36,-0.02356501232498802,0.5,0.5,0.9473684210526315,1.2631578947368423,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,1,2,-0.14476481929044518,0.5,0.5,1.0,1.0,16.0
20d,bear,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,12,36,-0.01140900817799847,0.5,0.5,0.9473684210526315,1.2631578947368423,16.0
20d,bear,xgboost,combined_weighted_linear,combined_score,3,,,12,36,-0.00026876310216099905,0.5,0.5,0.9473684210526315,1.2631578947368423,16.0
3d,bear,cart,predicted_return,predicted_return,3,,,26,78,0.0022158051586221284,0.5,0.5,0.75,1.0,16.0
3d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,6,6,0.04892810751515051,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,2,2,-0.1041930245522189,0.5,0.5,1.0,1.0,16.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,11,12,0.00241997925489501,0.5,0.5,1.0,1.0,16.0
5d,bear,lightgbm,predicted_return,predicted_return,3,,,26,78,-0.007130878949858158,0.5,0.5,0.6842105263157895,0.9122807017543859,16.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,6,6,0.021409639739077602,0.5,0.5,1.0,1.0,16.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,6,6,0.021409639739077602,0.5,0.5,1.0,1.0,16.0
5d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,6,6,0.021409639739077602,0.5,0.5,1.0,1.0,16.0
3d,bear,cart,combined_rank_based,rank_based_joint_score,3,,,26,78,-0.001011648227363734,0.48717948717948717,0.48717948717948717,0.7307692307692307,0.9743589743589743,17.0
3d,bear,cart,combined_weighted_linear,combined_score,3,,,26,78,-0.004963386400424336,0.48717948717948717,0.48717948717948717,0.7307692307692307,0.9743589743589743,17.0
3d,bear,xgboost,combined_rank_based,rank_based_joint_score,3,,,26,78,0.0010105716419253812,0.48717948717948717,0.48717948717948717,0.7307692307692307,0.9743589743589743,17.0
3d,bear,xgboost,predicted_profit_probability,predicted_profit_probability,3,,,26,78,0.00038853816008531665,0.48717948717948717,0.48717948717948717,0.7307692307692307,0.9743589743589743,17.0
3d,bear,xgboost,predicted_return,predicted_return,3,,,26,78,0.0013244861827293366,0.48717948717948717,0.48717948717948717,0.7307692307692307,0.9743589743589743,17.0
3d,bear,lightgbm,combined_rank_based,rank_based_joint_score,3,,,26,78,-0.0013366437534600394,0.47435897435897434,0.47435897435897434,0.7115384615384616,0.9487179487179487,18.0
3d,bear,lightgbm,combined_weighted_linear,combined_score,3,,,26,78,-0.0011515099606588955,0.47435897435897434,0.47435897435897434,0.7115384615384616,0.9487179487179487,18.0
3d,bear,lightgbm,predicted_profit_probability,predicted_profit_probability,3,,,26,78,-0.003489509633067536,0.47435897435897434,0.47435897435897434,0.7115384615384616,0.9487179487179487,18.0
3d,bear,xgboost,combined_weighted_linear,combined_score,3,,,26,78,0.0013937661475374062,0.47435897435897434,0.47435897435897434,0.7115384615384616,0.9487179487179487,18.0
20d,bear,lightgbm,combined_weighted_linear,combined_score,3,,,12,36,-0.0026485653403388355,0.4722222222222222,0.4722222222222222,0.8947368421052632,1.1929824561403508,19.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,13,15,-5.356735821584885e-05,0.4666666666666667,0.4666666666666667,1.0,1.0,20.0
3d,bear,lightgbm,predicted_return,predicted_return,3,,,26,78,-0.0011931448280032711,0.46153846153846156,0.46153846153846156,0.6923076923076923,0.9230769230769231,21.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,11,11,-0.005446276000295851,0.45454545454545453,0.45454545454545453,1.0,1.0,22.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,11,11,-0.005446276000295851,0.45454545454545453,0.45454545454545453,1.0,1.0,22.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,11,11,-0.005446276000295851,0.45454545454545453,0.45454545454545453,1.0,1.0,22.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,11,11,-0.005446276000295851,0.45454545454545453,0.45454545454545453,1.0,1.0,22.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,11,11,-0.005446276000295851,0.45454545454545453,0.45454545454545453,1.0,1.0,22.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,11,11,-0.005446276000295851,0.45454545454545453,0.45454545454545453,1.0,1.0,22.0
20d,bear,cart,predicted_return,predicted_return,3,,,12,36,-0.03588175060386661,0.4444444444444444,0.4444444444444444,0.8421052631578947,1.1228070175438596,23.0
3d,bear,cart,predicted_profit_probability,predicted_profit_probability,3,,,26,78,-0.0026920804974186604,0.4358974358974359,0.4358974358974359,0.6538461538461539,0.8717948717948718,24.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,12,12,-0.011390957144085936,0.4166666666666667,0.4166666666666667,1.0,1.0,25.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,12,12,-0.011390957144085936,0.4166666666666667,0.4166666666666667,1.0,1.0,25.0
20d,bear,lightgbm,predicted_return,predicted_return,3,,,12,36,-0.022423168270077037,0.3888888888888889,0.3888888888888889,0.7368421052631579,0.9824561403508772,26.0
20d,bear,xgboost,predicted_return,predicted_return,3,,,12,36,-0.02307689022710392,0.3888888888888889,0.3888888888888889,0.7368421052631579,0.9824561403508772,26.0
5d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,12,13,-0.010800689065230018,0.38461538461538464,0.38461538461538464,1.0,1.0,27.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,6,6,0.012949392389793597,0.3333333333333333,0.3333333333333333,1.0,1.0,28.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.5,6,6,0.012949392389793597,0.3333333333333333,0.3333333333333333,1.0,1.0,28.0
3d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,6,6,0.02501777435362287,0.3333333333333333,0.3333333333333333,1.0,1.0,28.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.5,11,16,0.010273129200766548,0.3125,0.3125,1.0,1.0,29.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.55,10,13,0.011360484991844501,0.3076923076923077,0.3076923076923077,1.0,1.0,30.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.5,12,17,0.010831347827180418,0.29411764705882354,0.29411764705882354,1.0,1.0,31.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.55,11,14,0.011960653624555779,0.2857142857142857,0.2857142857142857,1.0,1.0,32.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.5,10,14,0.010290068876605593,0.2857142857142857,0.2857142857142857,1.0,1.0,32.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.6,10,11,0.00529806240818886,0.2727272727272727,0.2727272727272727,1.0,1.0,33.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.0,0.65,10,11,0.00529806240818886,0.2727272727272727,0.2727272727272727,1.0,1.0,33.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.6,10,11,0.00529806240818886,0.2727272727272727,0.2727272727272727,1.0,1.0,33.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.005,0.65,10,11,0.00529806240818886,0.2727272727272727,0.2727272727272727,1.0,1.0,33.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.55,9,11,0.011579745632199283,0.2727272727272727,0.2727272727272727,1.0,1.0,33.0
3d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,10,11,0.024414531095789494,0.2727272727272727,0.2727272727272727,1.0,1.0,33.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,4,4,0.011478642930910575,0.25,0.25,1.0,1.0,34.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,4,4,0.011478642930910575,0.25,0.25,1.0,1.0,34.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,4,4,0.011478642930910575,0.25,0.25,1.0,1.0,34.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,4,4,0.011478642930910575,0.25,0.25,1.0,1.0,34.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.5,4,4,0.011478642930910575,0.25,0.25,1.0,1.0,34.0
20d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,4,4,0.011478642930910575,0.25,0.25,1.0,1.0,34.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.55,4,4,0.023145947698706346,0.25,0.25,1.0,1.0,34.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.6,4,4,0.023145947698706346,0.25,0.25,1.0,1.0,34.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.01,0.65,4,4,0.023145947698706346,0.25,0.25,1.0,1.0,34.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.55,4,4,0.023145947698706346,0.25,0.25,1.0,1.0,34.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.6,4,4,0.023145947698706346,0.25,0.25,1.0,1.0,34.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.02,0.65,4,4,0.023145947698706346,0.25,0.25,1.0,1.0,34.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.6,9,9,0.00421884261669901,0.2222222222222222,0.2222222222222222,1.0,1.0,35.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.01,0.65,9,9,0.00421884261669901,0.2222222222222222,0.2222222222222222,1.0,1.0,35.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.5,10,14,-0.019188907861861535,0.21428571428571427,0.21428571428571427,1.0,1.0,36.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.5,8,10,-0.027414083082446604,0.2,0.2,1.0,1.0,37.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.5,8,10,0.012024780258952882,0.2,0.2,1.0,1.0,37.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.55,6,7,0.0147948628958918,0.14285714285714285,0.14285714285714285,1.0,1.0,38.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.65,7,8,-0.03240667429605029,0.125,0.125,1.0,1.0,39.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.55,7,8,-0.03240667429605029,0.125,0.125,1.0,1.0,39.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.6,7,8,-0.03240667429605029,0.125,0.125,1.0,1.0,39.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.005,0.65,7,8,-0.03240667429605029,0.125,0.125,1.0,1.0,39.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.55,8,11,-0.027246044330599992,0.09090909090909091,0.09090909090909091,1.0,1.0,40.0
3d,bear,cart,combined_weighted_linear_gated,combined_score,3,0.0,0.6,8,11,-0.027246044330599992,0.09090909090909091,0.09090909090909091,1.0,1.0,40.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.55,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.6,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.5,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.55,1,1,-0.3436341161928307,0.0,0.0,,,41.0
20d,bear,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.6,1,1,-0.3436341161928307,0.0,0.0,,,41.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.6,6,6,0.0008104569283239833,0.0,0.0,,,41.0
3d,bear,lightgbm,combined_weighted_linear_gated,combined_score,3,0.02,0.65,6,6,0.0008104569283239833,0.0,0.0,,,41.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.65,9,9,0.034609288962920086,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.65,9,9,0.034609288962920086,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.65,9,9,0.034609288962920086,0.7777777777777778,0.7777777777777778,1.0,1.0,1.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.02,0.65,7,7,0.03818836770484297,0.7142857142857143,0.7142857142857143,1.0,1.0,2.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.5,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.55,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.0,0.6,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.5,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.55,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.005,0.6,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
5d,bull,xgboost,combined_weighted_linear_gated,combined_score,3,0.01,0.5,10,10,0.022681206781956557,0.7,0.7,1.0,1.0,3.0
