regime_column,regime,horizon,top_n,forecast_only_average_realized_return,risk_aware_average_realized_return,average_realized_return_delta,forecast_only_hit_ratio,risk_aware_hit_ratio,hit_ratio_delta,forecast_only_max_drawdown,risk_aware_max_drawdown,max_drawdown_improvement,forecast_only_var_95,risk_aware_var_95,var_95_improvement,forecast_only_cvar_95,risk_aware_cvar_95,cvar_95_improvement,candidate_count_forecast_only,candidate_count_risk_aware
combined_regime,bear_low_vol,1,3,-0.0008869656352713594,-0.0008869656352713594,0.0,0.4883720930232558,0.4883720930232558,0.0,-0.07166197122410589,-0.07166197122410589,0.0,-0.035267869974847155,-0.035267869974847155,0.0,-0.044369640750744455,-0.044369640750744455,0.0,53,53
combined_regime,bear_low_vol,1,5,-0.0008869656352713594,-0.0008869656352713594,0.0,0.4883720930232558,0.4883720930232558,0.0,-0.07166197122410589,-0.07166197122410589,0.0,-0.035267869974847155,-0.035267869974847155,0.0,-0.044369640750744455,-0.044369640750744455,0.0,53,53
combined_regime,bear_low_vol,3,1,-0.003103024610332449,-0.00487353641361793,-0.0017705118032854813,0.45454545454545453,0.34782608695652173,-0.1067193675889328,-0.1811794417162076,-0.20606435142020618,-0.024884909703998592,-0.04647358888205031,-0.04608839286009108,0.0003851960219592304,-0.07180766980024,-0.0467657608198987,0.025041908980341303,22,23
combined_regime,bear_low_vol,3,3,-0.0016849705557112835,-0.0010403560568429066,0.0006446144988683769,0.45454545454545453,0.45454545454545453,0.0,-0.2711133506867869,-0.25013268558960633,0.02098066509718055,-0.04722167766821755,-0.04722167766821755,0.0,-0.05569673451393257,-0.05569673451393257,0.0,51,51
combined_regime,bear_low_vol,3,5,-0.0014051664807766988,-0.0014051664807766988,0.0,0.45454545454545453,0.45454545454545453,0.0,-0.2621741489275047,-0.2621741489275047,0.0,-0.04722167766821755,-0.04722167766821755,0.0,-0.05569673451393257,-0.05569673451393257,0.0,53,53
combined_regime,bear_low_vol,5,1,0.0010717862632151104,0.003661375299724789,0.0025895890365096787,0.65,0.6111111111111112,-0.03888888888888886,-0.1592193684561758,-0.1075874949940483,0.0516318734621275,-0.05368483692919588,-0.025928239208867998,0.02775659772032788,-0.0569439145364364,-0.0423467137185707,0.014597200817865703,20,18
combined_regime,bear_low_vol,5,3,-0.003040022771426157,-0.0001317114715464331,0.002908311299879724,0.5476190476190477,0.5555555555555556,0.007936507936507908,-0.29264773097353414,-0.27178682364545514,0.020860907328078993,-0.054064835507852946,-0.04500760160622038,0.009057233901632565,-0.0645878750341532,-0.052436962330064577,0.01215091270408862,46,38
combined_regime,bear_low_vol,5,5,-0.0013027225677217221,-0.0013027225677217221,0.0,0.5555555555555556,0.5555555555555556,0.0,-0.2689905105862931,-0.2689905105862931,0.0,-0.053096178868248696,-0.053096178868248696,0.0,-0.0645878750341532,-0.0645878750341532,0.0,55,55
combined_regime,bull_high_vol,1,1,0.0028414255257067002,0.0028414255257067002,0.0,0.5,0.5,0.0,0.0,0.0,0.0,-0.0010846787402047995,-0.0010846787402047995,0.0,-0.0015209125475283,-0.0015209125475283,0.0,2,2
combined_regime,bull_high_vol,1,3,0.006432335229103966,0.006432335229103966,0.0,0.6666666666666666,0.6666666666666666,0.0,-0.009047824213700872,-0.009047824213700872,0.0,-0.007166096297157748,-0.007166096297157748,0.0,-0.0090478242137009,-0.0090478242137009,0.0,6,6
combined_regime,bull_high_vol,1,5,0.006432335229103966,0.006432335229103966,0.0,0.6666666666666666,0.6666666666666666,0.0,-0.009047824213700872,-0.009047824213700872,0.0,-0.007166096297157748,-0.007166096297157748,0.0,-0.0090478242137009,-0.0090478242137009,0.0,6,6
combined_regime,bull_high_vol,3,3,0.00849572433194525,0.00849572433194525,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0018609254290357202,0.0018609254290357202,0.0,0.0017233950883239,0.0017233950883239,0.0,4,4
combined_regime,bull_high_vol,3,5,0.00849572433194525,0.00849572433194525,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0018609254290357202,0.0018609254290357202,0.0,0.0017233950883239,0.0017233950883239,0.0,4,4
combined_regime,bull_high_vol,5,1,0.0242045999616622,0.04698084212131765,0.02277624215965545,0.6666666666666666,1.0,0.33333333333333337,-0.021347884357648672,0.0,0.021347884357648672,-0.017238334338221376,0.022470938465093817,0.039709272803315196,-0.0213478843576487,0.0197476158366245,0.0410955001942732,3,2
combined_regime,bull_high_vol,5,3,0.005810384882655069,0.007962613140404187,0.002152228257749118,0.5,0.5384615384615384,0.038461538461538436,-0.056735716844073525,-0.04480087207464878,0.011934844769424746,-0.021224963753158438,-0.020562696343982733,0.0006622674091757048,-0.0285099052540912,-0.0285099052540912,0.0,13,14
combined_regime,bull_high_vol,5,5,0.007962613140404187,0.007962613140404187,0.0,0.5384615384615384,0.5384615384615384,0.0,-0.04480087207464878,-0.04480087207464878,0.0,-0.020562696343982733,-0.020562696343982733,0.0,-0.0285099052540912,-0.0285099052540912,0.0,14,14
combined_regime,bull_low_vol,1,1,-0.004609204681207842,-0.00424302989072521,0.00036617479048263197,0.23076923076923078,0.32142857142857145,0.09065934065934067,-0.12149096456894481,-0.12049039397568151,0.0010005705932633058,-0.018152444760388423,-0.018041768430230552,0.00011067633015787032,-0.030653126127519498,-0.030653126127519498,0.0,26,28
combined_regime,bull_low_vol,1,3,-0.001412610772318854,-0.001412610772318854,0.0,0.4107142857142857,0.4107142857142857,0.0,-0.0917495130135364,-0.0917495130135364,0.0,-0.013360120704211763,-0.013360120704211763,0.0,-0.025599620289705766,-0.025599620289705766,0.0,68,68
combined_regime,bull_low_vol,1,5,-0.001412610772318854,-0.001412610772318854,0.0,0.4107142857142857,0.4107142857142857,0.0,-0.0917495130135364,-0.0917495130135364,0.0,-0.013360120704211763,-0.013360120704211763,0.0,-0.025599620289705766,-0.025599620289705766,0.0,68,68
combined_regime,bull_low_vol,3,1,0.006284265074613594,-0.007891550899619564,-0.014175815974233157,0.6153846153846154,0.25,-0.3653846153846154,-0.02139831017443694,-0.04199854079036358,-0.02060023061592664,-0.017008138440356417,-0.018520187830300617,-0.0015120493899441999,-0.0206370569762225,-0.0206370569762225,0.0,13,8
combined_regime,bull_low_vol,3,3,-0.0002549695019407563,-0.0002549695019407563,0.0,0.4186046511627907,0.4186046511627907,0.0,-0.12103904028836421,-0.12103904028836421,0.0,-0.01935740104121296,-0.01935740104121296,0.0,-0.020694748396189233,-0.020694748396189233,0.0,55,55
combined_regime,bull_low_vol,3,5,-0.0002549695019407563,-0.0002549695019407563,0.0,0.4186046511627907,0.4186046511627907,0.0,-0.12103904028836421,-0.12103904028836421,0.0,-0.01935740104121296,-0.01935740104121296,0.0,-0.020694748396189233,-0.020694748396189233,0.0,55,55
combined_regime,bull_low_vol,5,1,0.015483647600924537,0.00018746019193428446,-0.015296187408990252,0.6363636363636364,0.42857142857142855,-0.2077922077922078,-0.027495847942424545,-0.08564024455455443,-0.05814439661212989,-0.019888109121410643,-0.025221278018941078,-0.005333168897530435,-0.0274958479424246,-0.0274958479424246,0.0,11,14
combined_regime,bull_low_vol,5,3,0.0012399557254542707,0.0012399557254542707,0.0,0.43902439024390244,0.43902439024390244,0.0,-0.1418471490641111,-0.1418471490641111,0.0,-0.023914968999114192,-0.023914968999114192,0.0,-0.025804633479438968,-0.025804633479438968,0.0,52,52
combined_regime,bull_low_vol,5,5,0.0012399557254542707,0.0012399557254542707,0.0,0.43902439024390244,0.43902439024390244,0.0,-0.1418471490641111,-0.1418471490641111,0.0,-0.023914968999114192,-0.023914968999114192,0.0,-0.025804633479438968,-0.025804633479438968,0.0,52,52
combined_regime,sideway_high_vol,1,1,0.014347651601289625,0.014347651601289625,0.0,0.75,0.75,0.0,0.0,0.0,0.0,-0.005356179831775844,-0.005356179831775844,0.0,-0.0066082934082273,-0.0066082934082273,0.0,4,4
combined_regime,sideway_high_vol,1,3,0.004923212650995754,0.004923212650995754,0.0,0.6363636363636364,0.6363636363636364,0.0,-0.03007590132827309,-0.03007590132827309,0.0,-0.014682931822891147,-0.014682931822891147,0.0,-0.0168091168091167,-0.0168091168091167,0.0,11,11
combined_regime,sideway_high_vol,1,5,0.004923212650995754,0.004923212650995754,0.0,0.6363636363636364,0.6363636363636364,0.0,-0.03007590132827309,-0.03007590132827309,0.0,-0.014682931822891147,-0.014682931822891147,0.0,-0.0168091168091167,-0.0168091168091167,0.0,11,11
combined_regime,sideway_high_vol,3,1,0.014677502494281383,-0.005173614939501233,-0.019851117433782615,0.8333333333333334,0.6666666666666666,-0.16666666666666674,-0.02564102564102555,0.0,0.02564102564102555,-0.018005071851225667,-0.022586644125105627,-0.004581572273879959,-0.0256410256410256,-0.0256410256410256,0.0,6,3
combined_regime,sideway_high_vol,3,3,0.0047895416356226505,0.0047895416356226505,0.0,0.7,0.7,0.0,-0.07003643663871584,-0.07003643663871584,0.0,-0.028080207269011833,-0.028080207269011833,0.0,-0.0300759013282733,-0.0300759013282733,0.0,10,10
combined_regime,sideway_high_vol,3,5,0.0047895416356226505,0.0047895416356226505,0.0,0.7,0.7,0.0,-0.07003643663871584,-0.07003643663871584,0.0,-0.028080207269011833,-0.028080207269011833,0.0,-0.0300759013282733,-0.0300759013282733,0.0,10,10
combined_regime,sideway_high_vol,5,1,0.007633248093002889,-0.012343434871860232,-0.019976682964863123,0.5555555555555556,0.3333333333333333,-0.22222222222222227,-0.02587473651018768,-0.05623674748778462,-0.030362010977596943,-0.020623647115706335,-0.07450100904538184,-0.05387736192967551,-0.0248075278015397,-0.0805890962312476,-0.055781568429707905,9,6
combined_regime,sideway_high_vol,5,3,0.0016013043475082394,0.007683305383461956,0.006082001035953717,0.5142857142857142,0.5675675675675675,0.05328185328185331,-0.1768017379690554,-0.10464596552360117,0.07215577244545424,-0.05277669501161339,-0.05228240180073179,0.0004942932108815967,-0.0684129218595161,-0.0684129218595161,0.0,36,38
combined_regime,sideway_high_vol,5,5,0.006493694835082317,0.006493694835082317,0.0,0.5526315789473685,0.5526315789473685,0.0,-0.1768017379690554,-0.1768017379690554,0.0,-0.052035255195290994,-0.052035255195290994,0.0,-0.0684129218595161,-0.0684129218595161,0.0,39,39
combined_regime,sideway_low_vol,1,1,0.0001792585017224348,-0.0011295204775116443,-0.001308778979234079,0.4418604651162791,0.36538461538461536,-0.07647584973166371,-0.09219827471215636,-0.14222275717203525,-0.050024482459878894,-0.015982338722020626,-0.022017980210107015,-0.006035641488086389,-0.022846580499238236,-0.0296959931843115,-0.006849412685073265,43,52
combined_regime,sideway_low_vol,1,3,0.00034304045709082235,0.00034304045709082235,0.0,0.42857142857142855,0.42857142857142855,0.0,-0.09877957490066092,-0.09877957490066092,0.0,-0.015410156099969494,-0.015410156099969494,0.0,-0.023189093828674755,-0.023189093828674755,0.0,116,116
combined_regime,sideway_low_vol,1,5,0.00034304045709082235,0.00034304045709082235,0.0,0.42857142857142855,0.42857142857142855,0.0,-0.09877957490066092,-0.09877957490066092,0.0,-0.015410156099969494,-0.015410156099969494,0.0,-0.023189093828674755,-0.023189093828674755,0.0,116,116
combined_regime,sideway_low_vol,3,1,0.006072547199946973,0.003403734341085204,-0.002668812858861769,0.6153846153846154,0.5901639344262295,-0.02522068095838592,-0.13952115499918671,-0.24237089347639484,-0.10284973847720813,-0.026779227820160314,-0.03059219758630359,-0.0038129697661432767,-0.0295737578219404,-0.042733955990223026,-0.013160198168282625,52,61
combined_regime,sideway_low_vol,3,3,0.002066592005388264,0.002066592005388264,0.0,0.5675675675675675,0.5675675675675675,0.0,-0.21698763948370003,-0.21698763948370003,0.0,-0.03291296404390275,-0.03291296404390275,0.0,-0.04364855338813893,-0.04364855338813893,0.0,101,101
combined_regime,sideway_low_vol,3,5,0.002066592005388264,0.002066592005388264,0.0,0.5675675675675675,0.5675675675675675,0.0,-0.21698763948370003,-0.21698763948370003,0.0,-0.03291296404390275,-0.03291296404390275,0.0,-0.04364855338813893,-0.04364855338813893,0.0,101,101
combined_regime,sideway_low_vol,5,1,0.008754710651615611,0.005522150505605971,-0.00323256014600964,0.7,0.6153846153846154,-0.08461538461538454,-0.25072763314818447,-0.32078448815897576,-0.07005685501079129,-0.04040444368369667,-0.04776221129073849,-0.007357767607041821,-0.053958208341673836,-0.0579163659766262,-0.003958157634952365,50,52
combined_regime,sideway_low_vol,5,3,0.0042134472418840965,0.005014806650986208,0.0008013594091021113,0.6081081081081081,0.6081081081081081,0.0,-0.3106162940110928,-0.2782165396881644,0.03239975432292841,-0.03920064247808153,-0.038826189797140906,0.0003744526809406207,-0.051525812697578985,-0.048635125395759864,0.002890687301819121,121,126
combined_regime,sideway_low_vol,5,5,0.0049280651281276245,0.0049280651281276245,0.0,0.6081081081081081,0.6081081081081081,0.0,-0.28304026442390795,-0.28304026442390795,0.0,-0.0400329910254189,-0.0400329910254189,0.0,-0.05023984356864366,-0.05023984356864366,0.0,127,127
trend_regime,bear,1,1,-0.000842463063573178,-0.000702068672038032,0.00014039439153514595,0.4888888888888889,0.47058823529411764,-0.018300653594771232,-0.09408616603579723,-0.06657906185182472,0.02750710418397251,-0.026152072789480518,-0.01764961444716257,0.00850245834231795,-0.04569086696248977,-0.03326158228731995,0.012429284675169822,45,34
trend_regime,bear,1,3,-0.00047169737091646267,-0.00047169737091646267,0.0,0.4426229508196721,0.4426229508196721,0.0,-0.07312163488538959,-0.07312163488538959,0.0,-0.028498727735368864,-0.028498727735368864,0.0,-0.041284923659465615,-0.041284923659465615,0.0,83,83
trend_regime,bear,1,5,-0.00047169737091646267,-0.00047169737091646267,0.0,0.4426229508196721,0.4426229508196721,0.0,-0.07312163488538959,-0.07312163488538959,0.0,-0.028498727735368864,-0.028498727735368864,0.0,-0.041284923659465615,-0.041284923659465615,0.0,83,83
trend_regime,bear,3,1,0.001716319635806132,-0.0013810991047087425,-0.0030974187405148745,0.5121951219512195,0.4,-0.1121951219512195,-0.2091287766468104,-0.21694646700350373,-0.00781769035669333,-0.04721480351011057,-0.04636162239870799,0.0008531811114025831,-0.06852326626783871,-0.05458463135657335,0.01393863491126536,41,40
trend_regime,bear,3,3,1.96375525227915e-05,-0.00042445090508977005,-0.00044408845761256154,0.47619047619047616,0.4603174603174603,-0.015873015873015872,-0.20813735077571738,-0.22509208350136045,-0.016954732725643074,-0.04722208203045913,-0.04722208203045913,0.0,-0.057261165686208454,-0.057261165686208454,0.0,92,92
trend_regime,bear,3,5,6.483309902049433e-06,6.483309902049433e-06,0.0,0.47619047619047616,0.47619047619047616,0.0,-0.20813735077571738,-0.20813735077571738,0.0,-0.04722208203045913,-0.04722208203045913,0.0,-0.057261165686208454,-0.057261165686208454,0.0,98,98
trend_regime,bear,5,1,0.005619257289964636,0.0076721752585856276,0.002052917968620991,0.65,0.5384615384615384,-0.11153846153846159,-0.295401510508255,-0.0964872150469751,0.19891429546127992,-0.05404533931462248,-0.023635020258017867,0.03041031905660461,-0.08070155878624476,-0.03570958205540905,0.04499197673083571,40,39
trend_regime,bear,5,3,0.00046562240928367006,0.0029644315439806665,0.0024988091346969965,0.578125,0.5964912280701754,0.018366228070175405,-0.2732373158578162,-0.24988246634746514,0.02335484951035105,-0.05431348030482965,-0.03394154099977819,0.020371939305051462,-0.07455570703462817,-0.06977770923206075,0.004777997802567421,93,85
trend_regime,bear,5,5,0.0009872210408729538,0.0009872210408729538,0.0,0.5757575757575758,0.5757575757575758,0.0,-0.2578942020706346,-0.2578942020706346,0.0,-0.052773293321713946,-0.052773293321713946,0.0,-0.07455570703462817,-0.07455570703462817,0.0,106,106
trend_regime,bull,1,1,-0.004077016809285375,-0.0037707328629630835,0.00030628394632229144,0.25,0.3333333333333333,0.08333333333333331,-0.1165081537769358,-0.11550190805257077,0.0010062457243650291,-0.018041768430230552,-0.017931092100072682,0.00011067633015787032,-0.030653126127519498,-0.030653126127519498,0.0,28,30
trend_regime,bull,1,3,-0.0009240282804428909,-0.0009240282804428909,0.0,0.4262295081967213,0.4262295081967213,0.0,-0.071094421300123,-0.071094421300123,0.0,-0.012280370300396696,-0.012280370300396696,0.0,-0.0222698077923785,-0.0222698077923785,0.0,74,74
trend_regime,bull,1,5,-0.0009240282804428909,-0.0009240282804428909,0.0,0.4262295081967213,0.4262295081967213,0.0,-0.071094421300123,-0.071094421300123,0.0,-0.012280370300396696,-0.012280370300396696,0.0,-0.0222698077923785,-0.0222698077923785,0.0,74,74
trend_regime,bull,3,1,0.006284265074613594,-0.007891550899619564,-0.014175815974233157,0.6153846153846154,0.25,-0.3653846153846154,-0.02139831017443694,-0.04199854079036358,-0.02060023061592664,-0.017008138440356417,-0.018520187830300617,-0.0015120493899441999,-0.0206370569762225,-0.0206370569762225,0.0,13,8
trend_regime,bull,3,3,0.0004897703988154994,0.0004897703988154994,0.0,0.46808510638297873,0.46808510638297873,0.0,-0.11952424328756861,-0.11952424328756861,0.0,-0.019211292132677877,-0.019211292132677877,0.0,-0.020694748396189233,-0.020694748396189233,0.0,59,59
trend_regime,bull,3,5,0.0004897703988154994,0.0004897703988154994,0.0,0.46808510638297873,0.46808510638297873,0.0,-0.11952424328756861,-0.11952424328756861,0.0,-0.019211292132677877,-0.019211292132677877,0.0,-0.020694748396189233,-0.020694748396189233,0.0,59,59
trend_regime,bull,5,1,0.017352423106796893,0.0060366329331072045,-0.011315790173689689,0.6428571428571429,0.5,-0.1428571428571429,-0.027495847942424656,-0.08564024455455432,-0.05814439661212967,-0.02349967161232026,-0.024871344184559,-0.00137167257223874,-0.0274958479424246,-0.0274958479424246,0.0,14,16
trend_regime,bull,5,3,0.003345801977547731,0.003967098921544586,0.000621296943996855,0.5,0.5102040816326531,0.010204081632653073,-0.15589630099667384,-0.12737458378953992,0.028521717207133923,-0.02370593497534465,-0.023676072971949,2.986200339565037e-05,-0.025804633479438968,-0.025804633479438968,0.0,65,66
trend_regime,bull,5,5,0.003967098921544586,0.003967098921544586,0.0,0.5102040816326531,0.5102040816326531,0.0,-0.12737458378953992,-0.12737458378953992,0.0,-0.023676072971949,-0.023676072971949,0.0,-0.025804633479438968,-0.025804633479438968,0.0,66,66
trend_regime,sideway,1,1,0.001385079191047302,-2.4008186168696745e-05,-0.001409087377215999,0.46808510638297873,0.39285714285714285,-0.07522796352583588,-0.09219827471215625,-0.15312591790766383,-0.060927643195507586,-0.015436480344267886,-0.020336041553889753,-0.004899561209621867,-0.022846580499238236,-0.0296959931843115,-0.006849412685073265,47,56
trend_regime,sideway,1,3,0.0009155619813289389,0.0009155619813289389,0.0,0.45454545454545453,0.45454545454545453,0.0,-0.11091675894054387,-0.11091675894054387,0.0,-0.016190165234842777,-0.016190165234842777,0.0,-0.02191309842476314,-0.02191309842476314,0.0,127,127
trend_regime,sideway,1,5,0.0009155619813289389,0.0009155619813289389,0.0,0.45454545454545453,0.45454545454545453,0.0,-0.11091675894054387,-0.11091675894054387,0.0,-0.016190165234842777,-0.016190165234842777,0.0,-0.02191309842476314,-0.02191309842476314,0.0,127,127
trend_regime,sideway,3,1,0.006962714989016051,0.003001671093557716,-0.003961043895458335,0.6379310344827587,0.59375,-0.044181034482758674,-0.1395211549991875,-0.2423708934763953,-0.1028497384772078,-0.026481818533865106,-0.030102039675113282,-0.003620221141248176,-0.0295737578219404,-0.042733955990223026,-0.013160198168282625,58,64
trend_regime,sideway,3,3,0.002572728784103082,0.002572728784103082,0.0,0.5853658536585366,0.5853658536585366,0.0,-0.21698763948370003,-0.21698763948370003,0.0,-0.030566382773402085,-0.030566382773402085,0.0,-0.04103728222777185,-0.04103728222777185,0.0,111,111
trend_regime,sideway,3,5,0.002572728784103082,0.002572728784103082,0.0,0.5853658536585366,0.5853658536585366,0.0,-0.21698763948370003,-0.21698763948370003,0.0,-0.030566382773402085,-0.030566382773402085,0.0,-0.04103728222777185,-0.04103728222777185,0.0,111,111
trend_regime,sideway,5,1,0.00858364009182723,0.003673986501040503,-0.004909653590786727,0.6779661016949152,0.5862068965517241,-0.09175920514319114,-0.250727633148184,-0.32078448815897587,-0.07005685501079184,-0.03782948362432943,-0.05506130727390054,-0.017231823649571106,-0.053958208341673836,-0.0673710666802904,-0.013412858338616565,59,58
trend_regime,sideway,5,3,0.00325766236595317,0.004725858240922537,0.0014681958749693668,0.5842696629213483,0.5955056179775281,0.011235955056179803,-0.2861544427093221,-0.252605026789265,0.03354941592005711,-0.04658884932086038,-0.04658884932086038,0.0,-0.06234242118231094,-0.06002987134085565,0.0023125498414552914,157,164
trend_regime,sideway,5,5,0.004267289521500851,0.004267289521500851,0.0,0.5842696629213483,0.5842696629213483,0.0,-0.2575999148933643,-0.2575999148933643,0.0,-0.04915639839747448,-0.04915639839747448,0.0,-0.06002987134085565,-0.06002987134085565,0.0,166,166
volatility_regime,high_vol,1,1,0.0019073949163064309,0.0034515182311851606,0.0015441233148787298,0.5,0.4666666666666667,-0.033333333333333326,-0.06008111769245972,-0.028388249291264267,0.03169286840119545,-0.012502928689872798,-0.012083896411925275,0.0004190322779475224,-0.0550605666232856,-0.0171773444753945,0.0378832221478911,20,15
volatility_regime,high_vol,1,3,0.001788516347810184,0.001788516347810184,0.0,0.5,0.5,0.0,-0.05506056662328562,-0.05506056662328562,0.0,-0.016187244946776397,-0.016187244946776397,0.0,-0.0369871458584214,-0.0369871458584214,0.0,47,47
volatility_regime,high_vol,1,5,0.001788516347810184,0.001788516347810184,0.0,0.5,0.5,0.0,-0.05506056662328562,-0.05506056662328562,0.0,-0.016187244946776397,-0.016187244946776397,0.0,-0.0369871458584214,-0.0369871458584214,0.0,47,47
volatility_regime,high_vol,3,1,0.009068026458442145,0.0020663264253179495,-0.007001700033124196,0.64,0.5,-0.14,-0.07153306018023997,-0.07229883808827031,-0.0007657779080303406,-0.02438289653217085,-0.027456697319126092,-0.003073800786955242,-0.04379774242203085,-0.0619544592030361,-0.01815671678100525,25,20
volatility_regime,high_vol,3,3,0.005402295235874693,0.002676136649755336,-0.002726158586119357,0.5806451612903226,0.5806451612903226,0.0,-0.09585969795996041,-0.09585969795996041,0.0,-0.020854735801557545,-0.020854735801557545,0.0,-0.0420822340964581,-0.0420822340964581,0.0,55,55
volatility_regime,high_vol,3,5,0.004138980241604093,0.004138980241604093,0.0,0.5806451612903226,0.5806451612903226,0.0,-0.09585969795996041,-0.09585969795996041,0.0,-0.020854735801557545,-0.020854735801557545,0.0,-0.0420822340964581,-0.0420822340964581,0.0,59,59
volatility_regime,high_vol,5,1,0.010770237470509245,0.008731419127629904,-0.0020388183428793408,0.625,0.4827586206896552,-0.1422413793103448,-0.17340770423960883,-0.15483635898737436,0.018571345252234472,-0.03789589251664711,-0.045371028649569684,-0.007475136132922576,-0.0791759928800269,-0.0684129218595161,0.0107630710205108,32,29
volatility_regime,high_vol,5,3,0.005847064748996494,0.00877025264556057,0.0029231878965640754,0.5645161290322581,0.5909090909090909,0.02639296187683282,-0.24251550555092594,-0.2490128274808866,-0.006497321929960664,-0.044847467397712934,-0.04559783784774919,-0.0007503704500362585,-0.06144051289747152,-0.06348687380610106,-0.0020463609086295367,96,99
volatility_regime,high_vol,5,5,0.008268926514321153,0.008268926514321153,0.0,0.5909090909090909,0.5909090909090909,0.0,-0.24251550555092594,-0.24251550555092594,0.0,-0.041407980630634666,-0.041407980630634666,0.0,-0.06144051289747152,-0.06144051289747152,0.0,104,104
volatility_regime,low_vol,1,1,-0.0012511648486768889,-0.0018105671679181908,-0.0005594023192413019,0.41,0.3904761904761905,-0.0195238095238095,-0.15727897591299445,-0.24557371919721993,-0.08829474328422549,-0.017400594144502308,-0.01850717691865638,-0.0011065827741540725,-0.0356512599443211,-0.033081376799471714,0.0025698831448493845,100,105
volatility_regime,low_vol,1,3,-0.0003272091099801449,-0.0003272091099801449,0.0,0.49074074074074076,0.49074074074074076,0.0,-0.1398332270332341,-0.1398332270332341,0.0,-0.01717028735621188,-0.01717028735621188,0.0,-0.03217383402018872,-0.03217383402018872,0.0,237,237
volatility_regime,low_vol,1,5,-0.0003272091099801449,-0.0003272091099801449,0.0,0.49074074074074076,0.49074074074074076,0.0,-0.1398332270332341,-0.1398332270332341,0.0,-0.01717028735621188,-0.01717028735621188,0.0,-0.03217383402018872,-0.03217383402018872,0.0,237,237
volatility_regime,low_vol,3,1,0.003783923665975924,0.00035221793582639743,-0.0034317057301495265,0.5747126436781609,0.5,-0.07471264367816088,-0.1852835427006989,-0.29159350732851563,-0.10630996462781672,-0.029611881763922966,-0.03675758818081043,-0.007145706416887464,-0.04748052916736763,-0.04942080314939322,-0.001940273982025592,87,92
