experiment_id,ticker,horizon,model_name,model_type,regime_column,regime,prediction_count,missing_prediction_rate,mae,rmse,directional_accuracy,error_std,extreme_prediction_flag,baseline_gap_flag,eligible,status,exclusion_reason
EXP-FC-001,ACB,1,moving_average_rule,baseline,trend_regime,bull,31,0.0,0.22767741935483882,0.3021063687917156,0.5483870967741935,0.2975182118263794,False,False,True,eligible,
EXP-FC-001,ACB,1,moving_average_rule,baseline,trend_regime,sideway,76,0.0,0.23955263157894718,0.3015183506678717,0.40789473684210525,0.29390195073901704,False,False,True,eligible,
EXP-FC-001,ACB,1,persistence,baseline,trend_regime,bear,22,0.0,0.15727272727272698,0.19446897392175902,0.09090909090909091,0.19291371770648869,False,False,True,eligible,
EXP-FC-001,ACB,1,persistence,baseline,trend_regime,bull,31,0.0,0.1258064516129032,0.17559116738753175,0.0967741935483871,0.17444843955884554,False,False,True,eligible,
EXP-FC-001,ACB,1,persistence,baseline,trend_regime,sideway,76,0.0,0.15368421052631578,0.22132376855257957,0.11842105263157894,0.22010888768442127,False,False,True,eligible,
EXP-FC-001,ACB,1,sarimax,model,trend_regime,bear,22,0.0,2.384405465046721e+71,9.263606980741212e+71,0.45454545454545453,8.95148171376631e+71,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,ACB,1,sarimax,model,trend_regime,bull,31,0.0,1.0659171875018225e+85,5.703893662910914e+85,0.6451612903225806,5.603411770268493e+85,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-001,ACB,1,sarimax,model,trend_regime,sideway,76,0.0,1.909121361983284e+91,1.3785708800652946e+92,0.35526315789473684,1.3652875988655983e+92,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-001,ACB,1,xgboost,model,trend_regime,bear,22,0.0,1.0369240535389321,1.0675262586581644,0.45454545454545453,0.25377316666087474,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,ACB,1,xgboost,model,trend_regime,bull,31,0.0,1.7269437506891105,1.8059353133269704,0.6451612903225806,0.528268528191119,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,ACB,1,xgboost,model,trend_regime,sideway,76,0.0,1.1716718422739147,1.2408849913116888,0.35526315789473684,0.4086326659544737,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,ACB,1,zero_return,baseline,trend_regime,bear,22,0.0,0.15727272727272698,0.19446897392175902,0.09090909090909091,0.19291371770648869,False,False,True,eligible,
EXP-FC-001,ACB,1,zero_return,baseline,trend_regime,bull,31,0.0,0.1258064516129032,0.17559116738753175,0.0967741935483871,0.17444843955884554,False,False,True,eligible,
EXP-FC-001,ACB,1,zero_return,baseline,trend_regime,sideway,76,0.0,0.15368421052631578,0.22132376855257957,0.11842105263157894,0.22010888768442127,False,False,True,eligible,
EXP-FC-001,DGC,1,bilstm,model,trend_regime,bear,34,0.0,103.46976527673355,103.56537058380555,0.5294117647058824,4.449006376556033,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,bilstm,model,trend_regime,bull,37,0.0,110.2240080526874,110.29686343171778,0.40540540540540543,4.008257935326832,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,bilstm,model,trend_regime,sideway,58,0.0,106.95265711554167,107.03242767744429,0.5,4.1315506111773,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,ets,model,trend_regime,bear,34,0.0,17.338667250576112,18.548387626639144,0.47058823529411764,6.588877106295088,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,ets,model,trend_regime,bull,37,0.0,16.711382320550218,17.87333878247097,0.5405405405405406,7.90030964276831,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,ets,model,trend_regime,sideway,58,0.0,19.440874735448407,20.75182289235838,0.4482758620689655,8.438523125895513,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,lightgbm,model,trend_regime,bear,34,0.0,3.6060936290740084,4.18293310956828,0.5882352941176471,2.783013378957355,False,False,True,eligible,
EXP-FC-001,DGC,1,lightgbm,model,trend_regime,bull,37,0.0,6.550821194110379,6.737352271342847,0.40540540540540543,1.5743752128901418,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,lightgbm,model,trend_regime,sideway,58,0.0,5.323165471328464,5.72791913674907,0.5,2.114939006683792,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,lstm,model,trend_regime,bear,34,0.0,103.18229750886559,103.27719685153427,0.5294117647058824,4.426383433742447,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,lstm,model,trend_regime,bull,37,0.0,109.91765708431198,109.9899681596361,0.40540540540540543,3.9877006975655327,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,lstm,model,trend_regime,sideway,58,0.0,106.65856249481955,106.73778126347379,0.5,4.111568507012198,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,moving_average_rule,baseline,trend_regime,bear,34,0.0,2.7971176470588226,3.92495987240634,0.47058823529411764,3.683521196470069,False,False,True,eligible,
EXP-FC-001,DGC,1,moving_average_rule,baseline,trend_regime,bull,37,0.0,1.2714054054054067,1.813516309660711,0.4594594594594595,1.6393864287206612,False,False,True,eligible,
EXP-FC-001,DGC,1,moving_average_rule,baseline,trend_regime,sideway,58,0.0,1.5257586206896554,1.911004484016464,0.41379310344827586,1.9049085618509558,False,False,True,eligible,
EXP-FC-001,DGC,1,persistence,baseline,trend_regime,bear,34,0.0,1.8158823529411763,2.5404550310339844,0.029411764705882353,2.5289811534964994,False,False,True,eligible,
EXP-FC-001,DGC,1,persistence,baseline,trend_regime,bull,37,0.0,0.6702702702702705,0.8673382706163011,0.08108108108108109,0.8574994649324201,False,False,True,eligible,
EXP-FC-001,DGC,1,persistence,baseline,trend_regime,sideway,58,0.0,0.8986206896551723,1.2593923000865306,0.034482758620689655,1.2591928316965426,False,False,True,eligible,
EXP-FC-001,DGC,1,sarimax,model,trend_regime,bear,34,0.0,1.882569769288366,2.653596924964018,0.4411764705882353,2.603803910514007,False,False,True,eligible,
EXP-FC-001,DGC,1,sarimax,model,trend_regime,bull,37,0.0,0.6965268374098417,0.8803119739476104,0.43243243243243246,0.8787054511501221,False,False,True,eligible,
EXP-FC-001,DGC,1,sarimax,model,trend_regime,sideway,58,0.0,0.9230805580606484,1.2920198479616292,0.41379310344827586,1.2853174224493134,False,False,True,eligible,
EXP-FC-001,DGC,1,xgboost,model,trend_regime,bear,34,0.0,4.602906969855816,5.145237584659438,0.5294117647058824,2.847663201316975,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,xgboost,model,trend_regime,bull,37,0.0,7.029055670660897,7.231541123015935,0.40540540540540543,1.69928319965228,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,xgboost,model,trend_regime,sideway,58,0.0,5.901999185496366,6.275889661562648,0.5,2.13382207751939,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,DGC,1,zero_return,baseline,trend_regime,bear,34,0.0,1.8158823529411763,2.5404550310339844,0.029411764705882353,2.5289811534964994,False,False,True,eligible,
EXP-FC-001,DGC,1,zero_return,baseline,trend_regime,bull,37,0.0,0.6702702702702705,0.8673382706163011,0.08108108108108109,0.8574994649324201,False,False,True,eligible,
EXP-FC-001,DGC,1,zero_return,baseline,trend_regime,sideway,58,0.0,0.8986206896551723,1.2593923000865306,0.034482758620689655,1.2591928316965426,False,False,True,eligible,
EXP-FC-001,FPT,1,bilstm,model,trend_regime,bear,15,0.0,106.54582944993179,106.60345622847964,0.4666666666666667,3.5047263350260964,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,bilstm,model,trend_regime,bull,51,0.0,119.61331286692737,119.81907702744815,0.47058823529411764,7.019017360578261,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,bilstm,model,trend_regime,sideway,63,0.0,113.65705893995742,113.68585085886511,0.38095238095238093,2.5584445710555346,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,ets,model,trend_regime,bear,15,0.0,7.0308552074870985,7.5677194276815944,0.5333333333333333,2.7995450322259483,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,ets,model,trend_regime,bull,51,0.0,2.719071743787188,3.4578821982774257,0.5490196078431373,3.262249127395556,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,ets,model,trend_regime,sideway,63,0.0,6.777243845061428,7.385444527444181,0.5873015873015873,3.4191047750952057,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,lightgbm,model,trend_regime,bear,15,0.0,6.720720845428545,7.598357511932045,0.4666666666666667,3.5449891673961953,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,lightgbm,model,trend_regime,bull,51,0.0,19.8078440846036,21.018385506925178,0.47058823529411764,7.0300670009436175,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,lightgbm,model,trend_regime,sideway,63,0.0,13.858299246929226,14.092564041075923,0.38095238095238093,2.558887108566341,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,lstm,model,trend_regime,bear,15,0.0,106.0796705582142,106.13842645475519,0.4666666666666667,3.531156262787337,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,lstm,model,trend_regime,bull,51,0.0,119.14557271087871,119.35175766596534,0.47058823529411764,7.012457582904192,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,lstm,model,trend_regime,sideway,63,0.0,113.19455318699754,113.22341836383212,0.38095238095238093,2.5564809381936087,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,moving_average_rule,baseline,trend_regime,bear,15,0.0,3.2558666666666665,3.8718958319321195,0.5333333333333333,3.7896096544806994,False,False,True,eligible,
EXP-FC-001,FPT,1,moving_average_rule,baseline,trend_regime,bull,51,0.0,1.9094117647058806,2.5425711858852873,0.43137254901960786,2.269639255785665,False,False,True,eligible,
EXP-FC-001,FPT,1,moving_average_rule,baseline,trend_regime,sideway,63,0.0,1.5605396825396833,2.07296877823945,0.5079365079365079,2.0689639317955257,False,False,True,eligible,
EXP-FC-001,FPT,1,persistence,baseline,trend_regime,bear,15,0.0,1.6606666666666665,2.0766463348389395,0.0,2.050685955696018,False,False,True,eligible,
EXP-FC-001,FPT,1,persistence,baseline,trend_regime,bull,51,0.0,1.3005882352941183,1.689056471733814,0.0,1.673538428821176,False,False,True,eligible,
EXP-FC-001,FPT,1,persistence,baseline,trend_regime,sideway,63,0.0,1.0115873015873014,1.3670156348892817,0.06349206349206349,1.3650727390020065,False,False,True,eligible,
EXP-FC-001,FPT,1,sarimax,model,trend_regime,bear,15,0.0,3.1030261417703876e+16,1.2017968569798264e+17,0.4666666666666667,1.1610460684578734e+17,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,sarimax,model,trend_regime,bull,51,0.0,2.46078380913406e+23,8.125693475021037e+23,0.47058823529411764,7.744122771153822e+23,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-001,FPT,1,sarimax,model,trend_regime,sideway,63,0.0,1.4133279609477878e+19,5.189330509567783e+19,0.38095238095238093,4.993160843827705e+19,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-001,FPT,1,xgboost,model,trend_regime,bear,15,0.0,8.261271321614585,8.822833346992267,0.4666666666666667,3.09738347956258,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,xgboost,model,trend_regime,bull,51,0.0,19.692327288459328,20.903754041890988,0.47058823529411764,7.012786821804426,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,xgboost,model,trend_regime,sideway,63,0.0,13.714960341680618,13.950371974143055,0.38095238095238093,2.5520072576471837,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,FPT,1,zero_return,baseline,trend_regime,bear,15,0.0,1.6606666666666665,2.0766463348389395,0.0,2.050685955696018,False,False,True,eligible,
EXP-FC-001,FPT,1,zero_return,baseline,trend_regime,bull,51,0.0,1.3005882352941183,1.689056471733814,0.0,1.673538428821176,False,False,True,eligible,
EXP-FC-001,FPT,1,zero_return,baseline,trend_regime,sideway,63,0.0,1.0115873015873014,1.3670156348892817,0.06349206349206349,1.3650727390020065,False,False,True,eligible,
EXP-FC-001,HPG,1,bilstm,model,trend_regime,bear,38,0.0,22.019996542330638,22.036034283888366,0.5789473684210527,0.8405707801549577,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,bilstm,model,trend_regime,bull,24,0.0,22.580803560667363,22.583003270006202,0.625,0.3151939841797931,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,bilstm,model,trend_regime,sideway,67,0.0,22.54035539060164,22.560094627089356,0.4626865671641791,0.9435297815129576,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,ets,model,trend_regime,bear,38,0.0,2.6940493041875264,2.968887389575982,0.39473684210526316,1.2475538780309237,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,ets,model,trend_regime,bull,24,0.0,3.318116874239692,3.361855595617457,0.2916666666666667,0.5405307157509386,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,ets,model,trend_regime,sideway,67,0.0,3.006184531459546,3.3089598691083486,0.4925373134328358,1.5148326700842376,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,lightgbm,model,trend_regime,bear,38,0.0,0.4463634452812353,0.5083382841589322,0.5789473684210527,0.2762185445218243,False,False,True,eligible,
EXP-FC-001,HPG,1,lightgbm,model,trend_regime,bull,24,0.0,0.455609920855976,0.509300335390138,0.625,0.23659228159168016,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,lightgbm,model,trend_regime,sideway,67,0.0,0.535698216600634,0.6041908234592643,0.4626865671641791,0.29019798900598254,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,lstm,model,trend_regime,bear,38,0.0,21.740356476236332,21.755493252380827,0.5789473684210527,0.8114104636722099,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,lstm,model,trend_regime,bull,24,0.0,22.28921322170645,22.29155254570757,0.625,0.32293785059667124,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,lstm,model,trend_regime,sideway,67,0.0,22.273952234116063,22.292337558743956,0.4626865671641791,0.9051882154018493,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,moving_average_rule,baseline,trend_regime,bear,38,0.0,0.35352631578947363,0.45789552933990724,0.5,0.3693215048724064,False,False,True,eligible,
EXP-FC-001,HPG,1,moving_average_rule,baseline,trend_regime,bull,24,0.0,0.27216666666666683,0.3460630963663515,0.5,0.3453841661428941,False,False,True,eligible,
EXP-FC-001,HPG,1,moving_average_rule,baseline,trend_regime,sideway,67,0.0,0.27925373134328346,0.33093562525014036,0.40298507462686567,0.3165330486096312,False,False,True,eligible,
EXP-FC-001,HPG,1,persistence,baseline,trend_regime,bear,38,0.0,0.2378947368421056,0.3013827781200654,0.02631578947368421,0.29812247199808584,False,False,True,eligible,
EXP-FC-001,HPG,1,persistence,baseline,trend_regime,bull,24,0.0,0.18791666666666731,0.22942863814266978,0.08333333333333333,0.22343864121697704,False,False,True,eligible,
EXP-FC-001,HPG,1,persistence,baseline,trend_regime,sideway,67,0.0,0.18955223880596966,0.2536421265448798,0.07462686567164178,0.2526255094572082,False,False,True,eligible,
EXP-FC-001,HPG,1,sarimax,model,trend_regime,bear,38,0.0,0.24381197624120282,0.3109501018238824,0.42105263157894735,0.3023888789653746,False,False,True,eligible,
EXP-FC-001,HPG,1,sarimax,model,trend_regime,bull,24,0.0,0.19280721070390738,0.24537044036186406,0.5833333333333334,0.2408216013771338,False,False,True,eligible,
EXP-FC-001,HPG,1,sarimax,model,trend_regime,sideway,67,0.0,0.19261122457290508,0.2505231957814086,0.4626865671641791,0.25029164395357095,False,False,True,eligible,
EXP-FC-001,HPG,1,xgboost,model,trend_regime,bear,38,0.0,0.4692165936921774,0.5227724832712066,0.5789473684210527,0.2661040823087007,False,False,True,eligible,
EXP-FC-001,HPG,1,xgboost,model,trend_regime,bull,24,0.0,0.5166469097137449,0.5629511207183538,0.625,0.2235842905959362,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,xgboost,model,trend_regime,sideway,67,0.0,0.5815862433590108,0.649238691807918,0.4626865671641791,0.2885625070517831,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,HPG,1,zero_return,baseline,trend_regime,bear,38,0.0,0.2378947368421056,0.3013827781200654,0.02631578947368421,0.29812247199808584,False,False,True,eligible,
EXP-FC-001,HPG,1,zero_return,baseline,trend_regime,bull,24,0.0,0.18791666666666731,0.22942863814266978,0.08333333333333333,0.22343864121697704,False,False,True,eligible,
EXP-FC-001,HPG,1,zero_return,baseline,trend_regime,sideway,67,0.0,0.18955223880596966,0.2536421265448798,0.07462686567164178,0.2526255094572082,False,False,True,eligible,
EXP-FC-001,MWG,1,bilstm,model,trend_regime,bear,44,0.0,61.579035734276886,61.64345377922744,0.36363636363636365,2.817401616454576,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,bilstm,model,trend_regime,bull,38,0.0,65.54600700681146,65.61124269157689,0.5789473684210527,2.9250868356382944,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,bilstm,model,trend_regime,sideway,47,0.0,64.22992617293876,64.2847767873571,0.5531914893617021,2.655016086422988,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,ets,model,trend_regime,bear,44,0.0,8.350017985618713,9.297971152477006,0.5227272727272727,4.090167134988321,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,ets,model,trend_regime,bull,38,0.0,2.7937556094090326,4.804666490743208,0.42105263157894735,4.37390670484352,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,ets,model,trend_regime,sideway,47,0.0,5.4370225147619795,6.699910309406132,0.3191489361702128,3.976358222683675,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,lightgbm,model,trend_regime,bear,44,0.0,4.076547414903195,4.692529645527071,0.36363636363636365,2.3764346410032706,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,lightgbm,model,trend_regime,bull,38,0.0,7.433105254266416,7.98498487576701,0.5789473684210527,2.9170069840891473,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,lightgbm,model,trend_regime,sideway,47,0.0,6.126152056559409,6.652539645373907,0.5531914893617021,2.5935583111209426,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,lstm,model,trend_regime,bear,44,0.0,61.16409267674116,61.22760036327183,0.36363636363636365,2.7879765557738385,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,lstm,model,trend_regime,bull,38,0.0,65.1044943597756,65.16918270743562,0.5789473684210527,2.902962092944759,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,lstm,model,trend_regime,sideway,47,0.0,63.78422519966644,63.83847565029946,0.5531914893617021,2.631271371811765,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,moving_average_rule,baseline,trend_regime,bear,44,0.0,1.1919090909090906,1.4501228788059184,0.38636363636363635,1.4474888457869672,False,False,True,eligible,
EXP-FC-001,MWG,1,moving_average_rule,baseline,trend_regime,bull,38,0.0,1.049789473684212,1.2712843898986577,0.39473684210526316,1.2471730693131353,False,False,True,eligible,
EXP-FC-001,MWG,1,moving_average_rule,baseline,trend_regime,sideway,47,0.0,0.8982127659574473,1.3105688873579449,0.425531914893617,1.2839480111152168,False,False,True,eligible,
EXP-FC-001,MWG,1,persistence,baseline,trend_regime,bear,44,0.0,0.7418181818181823,1.0179212328877107,0.11363636363636363,0.9981709512572909,False,False,True,eligible,
EXP-FC-001,MWG,1,persistence,baseline,trend_regime,bull,38,0.0,0.48473684210526286,0.7068946173228374,0.10526315789473684,0.6733214483834494,False,False,True,eligible,
EXP-FC-001,MWG,1,persistence,baseline,trend_regime,sideway,47,0.0,0.6672340425531909,0.9052165604299311,0.1276595744680851,0.8980580124651353,False,False,True,eligible,
EXP-FC-001,MWG,1,sarimax,model,trend_regime,bear,44,0.0,1.3642227026345986e+24,5.138259259015633e+24,0.4318181818181818,5.065152252516072e+24,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-001,MWG,1,sarimax,model,trend_regime,bull,38,0.0,1.808866299171387e+26,7.785942408616303e+26,0.39473684210526316,7.631996651388266e+26,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-001,MWG,1,sarimax,model,trend_regime,sideway,47,0.0,9.349167029758526e+26,3.596894869702345e+27,0.44680851063829785,3.5757645376296817e+27,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-001,MWG,1,xgboost,model,trend_regime,bear,44,0.0,4.353464719598943,4.92574199046416,0.36363636363636365,2.305721996067227,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,xgboost,model,trend_regime,bull,38,0.0,7.767926326550937,8.261175935373235,0.5789473684210527,2.8118229710397338,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,xgboost,model,trend_regime,sideway,47,0.0,6.471568028876122,6.9403838832926334,0.5531914893617021,2.5075357814189947,False,True,True,flagged,baseline_gap_flag
EXP-FC-001,MWG,1,zero_return,baseline,trend_regime,bear,44,0.0,0.7418181818181823,1.0179212328877107,0.11363636363636363,0.9981709512572909,False,False,True,eligible,
EXP-FC-001,MWG,1,zero_return,baseline,trend_regime,bull,38,0.0,0.48473684210526286,0.7068946173228374,0.10526315789473684,0.6733214483834494,False,False,True,eligible,
EXP-FC-001,MWG,1,zero_return,baseline,trend_regime,sideway,47,0.0,0.6672340425531909,0.9052165604299311,0.1276595744680851,0.8980580124651353,False,False,True,eligible,
EXP-FC-003,ACB,1,ets,model,trend_regime,bear,22,0.0,0.7748360688402397,0.8322082671932995,0.45454545454545453,0.34462387981912396,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,ets,model,trend_regime,bull,31,0.0,0.5255764045029772,0.5836456963594736,0.41935483870967744,0.5663051655217423,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,ets,model,trend_regime,sideway,76,0.0,0.49553081325538717,0.6071139153168059,0.5921052631578947,0.4952160385421851,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,lightgbm,model,trend_regime,bear,22,0.0,0.9499973098001345,0.981723716597127,0.45454545454545453,0.24756123909405373,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,lightgbm,model,trend_regime,bull,31,0.0,1.6334262211765198,1.7159666639059623,0.6451612903225806,0.5257949900955255,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,lightgbm,model,trend_regime,sideway,76,0.0,1.077720501070738,1.153246127979459,0.35526315789473684,0.4104816113682226,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,moving_average_rule,baseline,trend_regime,bear,22,0.0,0.22718181818181823,0.28229417280560387,0.4090909090909091,0.2590074028106992,False,False,True,eligible,
EXP-FC-003,ACB,1,moving_average_rule,baseline,trend_regime,bull,31,0.0,0.22767741935483882,0.3021063687917156,0.5483870967741935,0.2975182118263794,False,False,True,eligible,
EXP-FC-003,ACB,1,moving_average_rule,baseline,trend_regime,sideway,76,0.0,0.23955263157894718,0.3015183506678717,0.40789473684210525,0.29390195073901704,False,False,True,eligible,
EXP-FC-003,ACB,1,persistence,baseline,trend_regime,bear,22,0.0,0.15727272727272698,0.19446897392175902,0.09090909090909091,0.19291371770648869,False,False,True,eligible,
EXP-FC-003,ACB,1,persistence,baseline,trend_regime,bull,31,0.0,0.1258064516129032,0.17559116738753175,0.0967741935483871,0.17444843955884554,False,False,True,eligible,
EXP-FC-003,ACB,1,persistence,baseline,trend_regime,sideway,76,0.0,0.15368421052631578,0.22132376855257957,0.11842105263157894,0.22010888768442127,False,False,True,eligible,
EXP-FC-003,ACB,1,sarimax,model,trend_regime,bear,22,0.0,2.384405465046721e+71,9.263606980741212e+71,0.45454545454545453,8.95148171376631e+71,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,sarimax,model,trend_regime,bull,31,0.0,1.0659171875018225e+85,5.703893662910914e+85,0.6451612903225806,5.603411770268493e+85,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-003,ACB,1,sarimax,model,trend_regime,sideway,76,0.0,1.909121361983284e+91,1.3785708800652946e+92,0.35526315789473684,1.3652875988655983e+92,True,True,True,flagged,extreme_prediction_flag;baseline_gap_flag
EXP-FC-003,ACB,1,xgboost,model,trend_regime,bear,22,0.0,1.0369240535389321,1.0675262586581644,0.45454545454545453,0.25377316666087474,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,xgboost,model,trend_regime,bull,31,0.0,1.7269437506891105,1.8059353133269704,0.6451612903225806,0.528268528191119,False,True,True,flagged,baseline_gap_flag
EXP-FC-003,ACB,1,xgboost,model,trend_regime,sideway,76,0.0,1.1716718422739147,1.2408849913116888,0.35526315789473684,0.4086326659544737,False,True,True,flagged,baseline_gap_flag
