experiment_id,source_experiment_id,policy_id,candidate_type,regime_column,regime,horizon,top_n,average_realized_return,hit_ratio,return_volatility_proxy,max_drawdown,var_95,cvar_95,worst_period_return,candidate_count,missing_outcome_rate,basket_count,small_sample_flag
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_high_vol,5,1,0.010166728316714165,0.65,0.25939084563170234,-0.17340770423960883,-0.056421103739603275,-0.1044592030360531,-0.1044592030360531,20,0.0,20,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_low_vol,1,1,-0.00041887995904353836,0.5161290322580645,-0.025859181177257627,-0.07704376709649252,-0.022632090370647985,-0.04100601713209185,-0.0535133065288148,31,0.0,31,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_low_vol,3,1,-0.003103024610332449,0.45454545454545453,-0.10224383803948076,-0.1811794417162076,-0.04647358888205031,-0.07180766980024,-0.0964005360903694,22,0.0,22,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_low_vol,5,1,0.0010717862632151104,0.65,0.03835161407279066,-0.1592193684561758,-0.05368483692919588,-0.0569439145364364,-0.0569439145364364,20,0.0,20,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_high_vol,1,1,0.0028414255257067002,0.5,0.6513538102743996,0.0,-0.0010846787402047995,-0.0015209125475283,-0.0015209125475283,2,0.0,2,True
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_high_vol,5,1,0.0242045999616622,0.6666666666666666,0.6184093740328181,-0.021347884357648672,-0.017238334338221376,-0.0213478843576487,-0.0213478843576487,3,0.0,3,True
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_low_vol,1,1,-0.004609204681207842,0.23076923076923078,-0.39421999209274033,-0.12149096456894481,-0.018152444760388423,-0.030653126127519498,-0.0428771166692559,26,0.0,26,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_low_vol,3,1,0.006284265074613594,0.6153846153846154,0.3145349327199086,-0.02139831017443694,-0.017008138440356417,-0.0206370569762225,-0.0206370569762225,13,0.0,13,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_low_vol,5,1,0.015483647600924537,0.6363636363636364,0.6747799804797568,-0.027495847942424545,-0.019888109121410643,-0.0274958479424246,-0.0274958479424246,11,0.0,11,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,sideway_high_vol,1,1,0.014347651601289625,0.75,0.7017917661000229,0.0,-0.005356179831775844,-0.0066082934082273,-0.0066082934082273,4,0.0,4,True
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,sideway_high_vol,3,1,0.014677502494281383,0.8333333333333334,0.6160355659951318,-0.02564102564102555,-0.018005071851225667,-0.0256410256410256,-0.0256410256410256,6,0.0,6,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,sideway_high_vol,5,1,0.007633248093002889,0.5555555555555556,0.3383392877378135,-0.02587473651018768,-0.020623647115706335,-0.0248075278015397,-0.0248075278015397,9,0.0,9,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,sideway_low_vol,1,1,0.0001792585017224348,0.4418604651162791,0.016150596413547106,-0.09219827471215636,-0.015982338722020626,-0.022846580499238236,-0.0349380132023828,43,0.0,43,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,sideway_low_vol,3,1,0.006072547199946973,0.6153846153846154,0.28239903041711767,-0.13952115499918671,-0.026779227820160314,-0.0295737578219404,-0.0308045977011494,52,0.0,52,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,sideway_low_vol,5,1,0.008754710651615611,0.7,0.2906103090820361,-0.25072763314818447,-0.04040444368369667,-0.053958208341673836,-0.065287356321839,50,0.0,50,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bear_high_vol,1,1,-0.0012556315543105,0.3333333333333333,-0.12330443131151393,-0.026908261856826377,-0.014266802724840657,-0.0171773444753945,-0.0171773444753945,9,0.0,9,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bear_high_vol,3,1,0.0033439631367566287,0.47058823529411764,0.12636765251402354,-0.04788564961690889,-0.03244660214701384,-0.0619544592030361,-0.0619544592030361,17,0.0,17,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bear_high_vol,5,1,0.011110003794752058,0.47619047619047616,0.35807096601487426,-0.08398632250707172,-0.0226958206476611,-0.02588413551995425,-0.0290724503922474,21,0.0,21,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bear_low_vol,1,1,-0.0005027860344199442,0.52,-0.03389607429337717,-0.0605409846999001,-0.01817444040268518,-0.03326158228731995,-0.0479964773227652,25,0.0,25,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bear_low_vol,3,1,-0.00487353641361793,0.34782608695652173,-0.21093725509693587,-0.20606435142020618,-0.04608839286009108,-0.0467657608198987,-0.0472148035101106,23,0.0,23,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bear_low_vol,5,1,0.003661375299724789,0.6111111111111112,0.16035367339733392,-0.1075874949940483,-0.025928239208867998,-0.0423467137185707,-0.0423467137185707,18,0.0,18,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bull_high_vol,1,1,0.0028414255257067002,0.5,0.6513538102743996,0.0,-0.0010846787402047995,-0.0015209125475283,-0.0015209125475283,2,0.0,2,True
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bull_high_vol,5,1,0.04698084212131765,1.0,1.725129502842781,0.0,0.022470938465093817,0.0197476158366245,0.0197476158366245,2,0.0,2,True
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bull_low_vol,1,1,-0.00424302989072521,0.32142857142857145,-0.385590538555142,-0.12049039397568151,-0.018041768430230552,-0.030653126127519498,-0.0428771166692559,28,0.0,28,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bull_low_vol,3,1,-0.007891550899619564,0.25,-0.8182807196007583,-0.04199854079036358,-0.018520187830300617,-0.0206370569762225,-0.0206370569762225,8,0.0,8,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,bull_low_vol,5,1,0.00018746019193428446,0.42857142857142855,0.009099234759291927,-0.08564024455455443,-0.025221278018941078,-0.0274958479424246,-0.0274958479424246,14,0.0,14,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,sideway_high_vol,1,1,0.014347651601289625,0.75,0.7017917661000229,0.0,-0.005356179831775844,-0.0066082934082273,-0.0066082934082273,4,0.0,4,True
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,sideway_high_vol,3,1,-0.005173614939501233,0.6666666666666666,-0.35746135308716803,0.0,-0.022586644125105627,-0.0256410256410256,-0.0256410256410256,3,0.0,3,True
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,sideway_high_vol,5,1,-0.012343434871860232,0.3333333333333333,-0.2680065973858959,-0.05623674748778462,-0.07450100904538184,-0.0805890962312476,-0.0805890962312476,6,0.0,6,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,sideway_low_vol,1,1,-0.0011295204775116443,0.36538461538461536,-0.08066089868610524,-0.14222275717203525,-0.022017980210107015,-0.0296959931843115,-0.0349380132023828,52,0.0,52,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,sideway_low_vol,3,1,0.003403734341085204,0.5901639344262295,0.14862102699175567,-0.24237089347639484,-0.03059219758630359,-0.042733955990223026,-0.0592790633354843,61,0.0,61,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,combined_regime,sideway_low_vol,5,1,0.005522150505605971,0.6153846153846154,0.17278518483904198,-0.32078448815897576,-0.04776221129073849,-0.0579163659766262,-0.065287356321839,52,0.0,52,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,bear,1,3,-0.00047169737091646267,0.4426229508196721,-0.03056361767640875,-0.07312163488538959,-0.028498727735368864,-0.041284923659465615,-0.051528521973025404,83,0.0,61,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,bear,3,3,1.96375525227915e-05,0.47619047619047616,0.0007716349058033733,-0.20813735077571738,-0.04722208203045913,-0.057261165686208454,-0.0713586271100281,92,0.0,63,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,bear,5,3,0.00046562240928367006,0.578125,0.015785761715449903,-0.2732373158578162,-0.05431348030482965,-0.07455570703462817,-0.1044592030360531,93,0.0,64,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,bull,1,3,-0.0009240282804428909,0.4262295081967213,-0.09293823587142684,-0.071094421300123,-0.012280370300396696,-0.0222698077923785,-0.0428771166692559,74,0.0,61,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,bull,3,3,0.0004897703988154994,0.46808510638297873,0.03250315103638662,-0.11952424328756861,-0.019211292132677877,-0.020694748396189233,-0.0220167327168647,59,0.0,47,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,bull,5,3,0.003345801977547731,0.5,0.16904520867500625,-0.15589630099667384,-0.02370593497534465,-0.025804633479438968,-0.0295024218405989,65,0.0,48,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,sideway,1,3,0.0009155619813289389,0.45454545454545453,0.07267033155268884,-0.11091675894054387,-0.016190165234842777,-0.02191309842476314,-0.0318785578747627,127,0.0,88,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,sideway,3,3,0.002572728784103082,0.5853658536585366,0.11620103048665978,-0.21698763948370003,-0.030566382773402085,-0.04103728222777185,-0.0592790633354843,111,0.0,82,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,trend_regime,sideway,5,3,0.00325766236595317,0.5842696629213483,0.11458286230718068,-0.2861544427093221,-0.04658884932086038,-0.06234242118231094,-0.0805890962312476,157,0.0,89,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,bear,1,3,-0.00047169737091646267,0.4426229508196721,-0.03056361767640875,-0.07312163488538959,-0.028498727735368864,-0.041284923659465615,-0.051528521973025404,83,0.0,61,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,bear,3,3,-0.00042445090508977005,0.4603174603174603,-0.017313064959385952,-0.22509208350136045,-0.04722208203045913,-0.057261165686208454,-0.0713586271100281,92,0.0,63,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,bear,5,3,0.0029644315439806665,0.5964912280701754,0.11128804325765818,-0.24988246634746514,-0.03394154099977819,-0.06977770923206075,-0.1044592030360531,85,0.0,57,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,bull,1,3,-0.0009240282804428909,0.4262295081967213,-0.09293823587142684,-0.071094421300123,-0.012280370300396696,-0.0222698077923785,-0.0428771166692559,74,0.0,61,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,bull,3,3,0.0004897703988154994,0.46808510638297873,0.03250315103638662,-0.11952424328756861,-0.019211292132677877,-0.020694748396189233,-0.0220167327168647,59,0.0,47,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,bull,5,3,0.003967098921544586,0.5102040816326531,0.19779426025671204,-0.12737458378953992,-0.023676072971949,-0.025804633479438968,-0.0295024218405989,66,0.0,49,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,sideway,1,3,0.0009155619813289389,0.45454545454545453,0.07267033155268884,-0.11091675894054387,-0.016190165234842777,-0.02191309842476314,-0.0318785578747627,127,0.0,88,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,sideway,3,3,0.002572728784103082,0.5853658536585366,0.11620103048665978,-0.21698763948370003,-0.030566382773402085,-0.04103728222777185,-0.0592790633354843,111,0.0,82,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,trend_regime,sideway,5,3,0.004725858240922537,0.5955056179775281,0.16579511811973327,-0.252605026789265,-0.04658884932086038,-0.06002987134085565,-0.0805890962312476,164,0.0,89,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,volatility_regime,high_vol,1,3,0.001788516347810184,0.5,0.10044808178174794,-0.05506056662328562,-0.016187244946776397,-0.0369871458584214,-0.0550605666232856,47,0.0,28,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,volatility_regime,high_vol,3,3,0.005402295235874693,0.5806451612903226,0.23424358134679948,-0.09585969795996041,-0.020854735801557545,-0.0420822340964581,-0.0619544592030361,55,0.0,31,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,volatility_regime,high_vol,5,3,0.005847064748996494,0.5645161290322581,0.19073519133981348,-0.24251550555092594,-0.044847467397712934,-0.06144051289747152,-0.09252414963365035,96,0.0,62,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,volatility_regime,low_vol,1,3,-0.0003272091099801449,0.49074074074074076,-0.02598316249754584,-0.1398332270332341,-0.01717028735621188,-0.03217383402018872,-0.0479964773227652,237,0.0,108,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,volatility_regime,low_vol,3,3,0.0003178281852251652,0.4948453608247423,0.014892267168217184,-0.25372102379302075,-0.03519776543760264,-0.051133267439564575,-0.0713586271100281,207,0.0,97,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,volatility_regime,low_vol,5,3,0.0011218955556609985,0.5157894736842106,0.044554781116656596,-0.28854830901019446,-0.044326758171040405,-0.05557731345652102,-0.0671338961118976,219,0.0,95,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,volatility_regime,high_vol,1,3,0.001788516347810184,0.5,0.10044808178174794,-0.05506056662328562,-0.016187244946776397,-0.0369871458584214,-0.0550605666232856,47,0.0,28,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,volatility_regime,high_vol,3,3,0.002676136649755336,0.5806451612903226,0.13597705010264316,-0.09585969795996041,-0.020854735801557545,-0.0420822340964581,-0.0619544592030361,55,0.0,31,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,volatility_regime,high_vol,5,3,0.00877025264556057,0.5909090909090909,0.2688846309330726,-0.2490128274808866,-0.04559783784774919,-0.06348687380610106,-0.09252414963365035,99,0.0,66,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,volatility_regime,low_vol,1,3,-0.0003272091099801449,0.49074074074074076,-0.02598316249754584,-0.1398332270332341,-0.01717028735621188,-0.03217383402018872,-0.0479964773227652,237,0.0,108,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,volatility_regime,low_vol,3,3,0.0005127631539551216,0.4948453608247423,0.024276649795236055,-0.24256100213958365,-0.033453637572929955,-0.051133267439564575,-0.0713586271100281,207,0.0,97,False
EXP-RG-002,EXP-RK-001,candidate_policy_risk_aware,risk_aware,volatility_regime,low_vol,5,3,0.0018575223181958847,0.5263157894736842,0.07516578846138575,-0.2861604601403569,-0.04215385985483799,-0.05218741754002724,-0.05930011654595487,216,0.0,95,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_high_vol,1,3,0.00029188703211937666,0.375,0.015913390160268163,-0.05506056662328562,-0.01834835058835793,-0.0369871458584214,-0.0550605666232856,30,0.0,24,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_high_vol,3,3,0.0026602698472585266,0.4074074074074074,0.10712275251356201,-0.09685379714886388,-0.020926385339902594,-0.0420822340964581,-0.0619544592030361,41,0.0,27,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_high_vol,5,3,0.004634079675345746,0.5625,0.13606745300756287,-0.1722712828945947,-0.04024159994153635,-0.0791759928800269,-0.1044592030360531,47,0.0,32,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_low_vol,1,3,-0.0008869656352713594,0.4883720930232558,-0.05326448513372454,-0.07166197122410589,-0.035267869974847155,-0.044369640750744455,-0.0490924480391234,53,0.0,43,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_low_vol,3,3,-0.0016849705557112835,0.45454545454545453,-0.06308925460234134,-0.2711133506867869,-0.04722167766821755,-0.05569673451393257,-0.0713586271100281,51,0.0,44,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bear_low_vol,5,3,-0.003040022771426157,0.5476190476190477,-0.10351985570360829,-0.29264773097353414,-0.054064835507852946,-0.0645878750341532,-0.0824319895116355,46,0.0,42,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_high_vol,1,3,0.006432335229103966,0.6666666666666666,0.6546531522436833,-0.009047824213700872,-0.007166096297157748,-0.0090478242137009,-0.0090478242137009,6,0.0,6,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_high_vol,3,3,0.00849572433194525,1.0,1.0714237290743784,0.0,0.0018609254290357202,0.0017233950883239,0.0017233950883239,4,0.0,4,True
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_high_vol,5,3,0.005810384882655069,0.5,0.2336753428465337,-0.056735716844073525,-0.021224963753158438,-0.0285099052540912,-0.0285099052540912,13,0.0,12,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_low_vol,1,3,-0.001412610772318854,0.4107142857142857,-0.14306552842017248,-0.0917495130135364,-0.013360120704211763,-0.025599620289705766,-0.0428771166692559,68,0.0,56,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_low_vol,3,3,-0.0002549695019407563,0.4186046511627907,-0.016603704484838132,-0.12103904028836421,-0.01935740104121296,-0.020694748396189233,-0.0220167327168647,55,0.0,43,False
EXP-RG-002,EXP-RK-001,candidate_policy_forecast_only,forecast_only,combined_regime,bull_low_vol,5,3,0.0012399557254542707,0.43902439024390244,0.07060668699608792,-0.1418471490641111,-0.023914968999114192,-0.025804633479438968,-0.0295024218405989,52,0.0,41,False
