experiment_id,ticker,horizon,model_name,model_type,metric_name,metric_value,sample_size,context_metric_variance,notes
EXP-FC-001,ACB,1,persistence,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,ACB,1,sarimax,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,ACB,1,sarimax,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,ACB,1,sarimax,model,prediction_std,1.052140088983252e+92,129,1.7711980269530964e+183,computed
EXP-FC-001,ACB,1,sarimax,model,error_std,1.052140088983252e+92,129,1.7711980269530964e+183,computed
EXP-FC-001,ACB,1,sarimax,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,ACB,1,xgboost,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,ACB,1,xgboost,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,ACB,1,xgboost,model,prediction_std,0.1809798481341068,129,1.1981575899235033,computed
EXP-FC-001,ACB,1,xgboost,model,error_std,0.4913368055878693,129,4.5496561500774435,computed
EXP-FC-001,ACB,1,xgboost,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,ACB,1,zero_return,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,ACB,1,zero_return,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,ACB,1,zero_return,baseline,prediction_std,0.5895853328668267,129,4.997400959231194,computed
EXP-FC-001,ACB,1,zero_return,baseline,error_std,0.2062722091445396,129,0.37512661587905083,computed
EXP-FC-001,ACB,1,zero_return,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,bilstm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,bilstm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,bilstm,model,prediction_std,0.0584546039522851,129,1.7797758026541723e-05,computed
EXP-FC-001,DGC,1,bilstm,model,error_std,4.8750461240601135,129,5.127824883381189,computed
EXP-FC-001,DGC,1,bilstm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,ets,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,ets,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,ets,model,prediction_std,6.11938703426358,129,5.768383081519213,computed
EXP-FC-001,DGC,1,ets,model,error_std,7.9312439582358385,129,6.986303488648261,computed
EXP-FC-001,DGC,1,ets,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,lightgbm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,lightgbm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,lightgbm,model,prediction_std,2.951654505799329,129,1.1051112017640166,computed
EXP-FC-001,DGC,1,lightgbm,model,error_std,2.533746942253862,129,4.977332119620998,computed
EXP-FC-001,DGC,1,lightgbm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,lstm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,lstm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,lstm,model,prediction_std,0.0457509616693243,129,2.209479415622967e-05,computed
EXP-FC-001,DGC,1,lstm,model,error_std,4.853545781597284,129,5.1580029254344995,computed
EXP-FC-001,DGC,1,lstm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,moving_average_rule,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,moving_average_rule,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,moving_average_rule,baseline,prediction_std,4.70784046344149,129,4.42523762379899,computed
EXP-FC-001,DGC,1,moving_average_rule,baseline,error_std,2.577051268560797,129,0.9705888972499357,computed
EXP-FC-001,DGC,1,moving_average_rule,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,persistence,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,persistence,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,persistence,baseline,prediction_std,4.882195668056887,129,4.997400959231194,computed
EXP-FC-001,DGC,1,persistence,baseline,error_std,1.6216215016747368,129,0.37512661587905083,computed
EXP-FC-001,DGC,1,persistence,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,sarimax,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,sarimax,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,sarimax,model,prediction_std,4.86009145061971,129,1.7711980269530964e+183,computed
EXP-FC-001,DGC,1,sarimax,model,error_std,1.6723645729506855,129,1.7711980269530964e+183,computed
EXP-FC-001,DGC,1,sarimax,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,xgboost,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,xgboost,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,xgboost,model,prediction_std,3.2566232930448447,129,1.1981575899235033,computed
EXP-FC-001,DGC,1,xgboost,model,error_std,2.460751070619956,129,4.5496561500774435,computed
EXP-FC-001,DGC,1,xgboost,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,DGC,1,zero_return,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,DGC,1,zero_return,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,DGC,1,zero_return,baseline,prediction_std,4.882195668056887,129,4.997400959231194,computed
EXP-FC-001,DGC,1,zero_return,baseline,error_std,1.6216215016747368,129,0.37512661587905083,computed
EXP-FC-001,DGC,1,zero_return,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,bilstm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,bilstm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,bilstm,model,prediction_std,0.0532826340117727,129,1.7797758026541723e-05,computed
EXP-FC-001,FPT,1,bilstm,model,error_std,6.455533911260991,129,5.127824883381189,computed
EXP-FC-001,FPT,1,bilstm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,ets,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,ets,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,ets,model,prediction_std,5.994484703004586,129,5.768383081519213,computed
EXP-FC-001,FPT,1,ets,model,error_std,4.250010451340893,129,6.986303488648261,computed
EXP-FC-001,FPT,1,ets,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,lightgbm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,lightgbm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,lightgbm,model,prediction_std,0.071736466561402,129,1.1051112017640166,computed
EXP-FC-001,FPT,1,lightgbm,model,error_std,6.465207927197558,129,4.977332119620998,computed
EXP-FC-001,FPT,1,lightgbm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,lstm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,lstm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,lstm,model,prediction_std,0.0389106422740729,129,2.209479415622967e-05,computed
EXP-FC-001,FPT,1,lstm,model,error_std,6.45315924620678,129,5.1580029254344995,computed
EXP-FC-001,FPT,1,lstm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,moving_average_rule,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,moving_average_rule,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,moving_average_rule,baseline,prediction_std,5.930396731699222,129,4.42523762379899,computed
EXP-FC-001,FPT,1,moving_average_rule,baseline,error_std,2.493622104788593,129,0.9705888972499357,computed
EXP-FC-001,FPT,1,moving_average_rule,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,persistence,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,persistence,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,persistence,baseline,prediction_std,6.330546729763748,129,4.997400959231194,computed
EXP-FC-001,FPT,1,persistence,baseline,error_std,1.5859066409488485,129,0.37512661587905083,computed
EXP-FC-001,FPT,1,persistence,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,sarimax,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,sarimax,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,sarimax,model,prediction_std,5.0156803647922895e+23,129,1.7711980269530964e+183,computed
EXP-FC-001,FPT,1,sarimax,model,error_std,5.0156803647922895e+23,129,1.7711980269530964e+183,computed
EXP-FC-001,FPT,1,sarimax,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,xgboost,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,xgboost,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,xgboost,model,prediction_std,0.8630792117817809,129,1.1981575899235033,computed
EXP-FC-001,FPT,1,xgboost,model,error_std,6.191409023762016,129,4.5496561500774435,computed
EXP-FC-001,FPT,1,xgboost,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,FPT,1,zero_return,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,FPT,1,zero_return,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,FPT,1,zero_return,baseline,prediction_std,6.330546729763748,129,4.997400959231194,computed
EXP-FC-001,FPT,1,zero_return,baseline,error_std,1.5859066409488485,129,0.37512661587905083,computed
EXP-FC-001,FPT,1,zero_return,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,bilstm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,bilstm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,bilstm,model,prediction_std,0.0563142440276982,129,1.7797758026541723e-05,computed
EXP-FC-001,HPG,1,bilstm,model,error_std,0.8647632572812016,129,5.127824883381189,computed
EXP-FC-001,HPG,1,bilstm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,ets,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,ets,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,ets,model,prediction_std,0.90080183904454,129,5.768383081519213,computed
EXP-FC-001,HPG,1,ets,model,error_std,1.322527534218216,129,6.986303488648261,computed
EXP-FC-001,HPG,1,ets,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,lightgbm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,lightgbm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,lightgbm,model,prediction_std,0.7020386653845015,129,1.1051112017640166,computed
EXP-FC-001,HPG,1,lightgbm,model,error_std,0.2808771086206899,129,4.977332119620998,computed
EXP-FC-001,HPG,1,lightgbm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,lstm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,lstm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,lstm,model,prediction_std,0.0473740940802789,129,2.209479415622967e-05,computed
EXP-FC-001,HPG,1,lstm,model,error_std,0.836063170916116,129,5.1580029254344995,computed
EXP-FC-001,HPG,1,lstm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,moving_average_rule,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,moving_average_rule,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,moving_average_rule,baseline,prediction_std,0.8365847851582339,129,4.42523762379899,computed
EXP-FC-001,HPG,1,moving_average_rule,baseline,error_std,0.3738923343365314,129,0.9705888972499357,computed
EXP-FC-001,HPG,1,moving_average_rule,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,persistence,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,persistence,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,persistence,baseline,prediction_std,0.8448018838422018,129,4.997400959231194,computed
EXP-FC-001,HPG,1,persistence,baseline,error_std,0.2642803358324221,129,0.37512661587905083,computed
EXP-FC-001,HPG,1,persistence,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,sarimax,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,sarimax,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,sarimax,model,prediction_std,0.8438191950900563,129,1.7711980269530964e+183,computed
EXP-FC-001,HPG,1,sarimax,model,error_std,0.266471685190796,129,1.7711980269530964e+183,computed
EXP-FC-001,HPG,1,sarimax,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,xgboost,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,xgboost,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,xgboost,model,prediction_std,0.6830486964280745,129,1.1981575899235033,computed
EXP-FC-001,HPG,1,xgboost,model,error_std,0.2769632045945422,129,4.5496561500774435,computed
EXP-FC-001,HPG,1,xgboost,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,HPG,1,zero_return,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,HPG,1,zero_return,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,HPG,1,zero_return,baseline,prediction_std,0.8448018838422018,129,4.997400959231194,computed
EXP-FC-001,HPG,1,zero_return,baseline,error_std,0.2642803358324221,129,0.37512661587905083,computed
EXP-FC-001,HPG,1,zero_return,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,bilstm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,bilstm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,bilstm,model,prediction_std,0.0473016689446494,129,1.7797758026541723e-05,computed
EXP-FC-001,MWG,1,bilstm,model,error_std,3.2305535188891645,129,5.127824883381189,computed
EXP-FC-001,MWG,1,bilstm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,ets,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,ets,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,ets,model,prediction_std,2.3000517675947294,129,5.768383081519213,computed
EXP-FC-001,MWG,1,ets,model,error_std,4.847609326867961,129,6.986303488648261,computed
EXP-FC-001,MWG,1,ets,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,lightgbm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,lightgbm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,lightgbm,model,prediction_std,0.5969581330552292,129,1.1051112017640166,computed
EXP-FC-001,MWG,1,lightgbm,model,error_std,2.959211255125209,129,4.977332119620998,computed
EXP-FC-001,MWG,1,lightgbm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,lstm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,lstm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,lstm,model,prediction_std,0.034525546600758,129,2.209479415622967e-05,computed
EXP-FC-001,MWG,1,lstm,model,error_std,3.202566154731677,129,5.1580029254344995,computed
EXP-FC-001,MWG,1,lstm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,moving_average_rule,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,moving_average_rule,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,moving_average_rule,baseline,prediction_std,3.0770024424376694,129,4.42523762379899,computed
EXP-FC-001,MWG,1,moving_average_rule,baseline,error_std,1.3477079273390125,129,0.9705888972499357,computed
EXP-FC-001,MWG,1,moving_average_rule,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,persistence,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,persistence,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,persistence,baseline,prediction_std,3.2053590780600114,129,4.997400959231194,computed
EXP-FC-001,MWG,1,persistence,baseline,error_std,0.8932053270467255,129,0.37512661587905083,computed
EXP-FC-001,MWG,1,persistence,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,sarimax,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,sarimax,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,sarimax,model,prediction_std,2.2097631545188e+27,129,1.7711980269530964e+183,computed
EXP-FC-001,MWG,1,sarimax,model,error_std,2.2097631545188e+27,129,1.7711980269530964e+183,computed
EXP-FC-001,MWG,1,sarimax,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,xgboost,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,xgboost,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,xgboost,model,prediction_std,0.5841439770810998,129,1.1981575899235033,computed
EXP-FC-001,MWG,1,xgboost,model,error_std,2.888483908231588,129,4.5496561500774435,computed
EXP-FC-001,MWG,1,xgboost,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-001,MWG,1,zero_return,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-001,MWG,1,zero_return,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-001,MWG,1,zero_return,baseline,prediction_std,3.2053590780600114,129,4.997400959231194,computed
EXP-FC-001,MWG,1,zero_return,baseline,error_std,0.8932053270467255,129,0.37512661587905083,computed
EXP-FC-001,MWG,1,zero_return,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,ACB,1,ets,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,ACB,1,ets,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,ACB,1,ets,model,prediction_std,0.6674529590410464,129,5.768383081519213,computed
EXP-FC-002,ACB,1,ets,model,error_std,0.5708070833035327,129,6.986303488648261,computed
EXP-FC-002,ACB,1,ets,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,ACB,1,lightgbm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,ACB,1,lightgbm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,ACB,1,lightgbm,model,prediction_std,0.1934052521988493,129,1.1051112017640166,computed
EXP-FC-002,ACB,1,lightgbm,model,error_std,0.4905695196256244,129,4.977332119620998,computed
EXP-FC-002,ACB,1,lightgbm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,ACB,1,persistence,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,ACB,1,persistence,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,ACB,1,persistence,baseline,prediction_std,0.5895853328668267,129,4.997400959231194,computed
EXP-FC-002,ACB,1,persistence,baseline,error_std,0.2062722091445396,129,0.37512661587905083,computed
EXP-FC-002,ACB,1,persistence,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,ACB,1,sarimax,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,ACB,1,sarimax,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,ACB,1,sarimax,model,prediction_std,1.052140088983252e+92,129,1.7711980269530964e+183,computed
EXP-FC-002,ACB,1,sarimax,model,error_std,1.052140088983252e+92,129,1.7711980269530964e+183,computed
EXP-FC-002,ACB,1,sarimax,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,ACB,1,stacking,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,ACB,1,stacking,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,ACB,1,stacking,model,prediction_std,4.527012423817132e+56,129,3.2790146376631462e+112,computed
EXP-FC-002,ACB,1,stacking,model,error_std,4.527012423817132e+56,129,3.2790146376631462e+112,computed
EXP-FC-002,ACB,1,stacking,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,ACB,1,xgboost,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,ACB,1,xgboost,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,ACB,1,xgboost,model,prediction_std,0.1809798481341068,129,1.1981575899235033,computed
EXP-FC-002,ACB,1,xgboost,model,error_std,0.4913368055878693,129,4.5496561500774435,computed
EXP-FC-002,ACB,1,xgboost,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,ACB,1,zero_return,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,ACB,1,zero_return,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,ACB,1,zero_return,baseline,prediction_std,0.5895853328668267,129,4.997400959231194,computed
EXP-FC-002,ACB,1,zero_return,baseline,error_std,0.2062722091445396,129,0.37512661587905083,computed
EXP-FC-002,ACB,1,zero_return,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,DGC,1,ets,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,DGC,1,ets,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,DGC,1,ets,model,prediction_std,6.11938703426358,129,5.768383081519213,computed
EXP-FC-002,DGC,1,ets,model,error_std,7.9312439582358385,129,6.986303488648261,computed
EXP-FC-002,DGC,1,ets,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,DGC,1,lightgbm,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,DGC,1,lightgbm,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,DGC,1,lightgbm,model,prediction_std,2.951654505799329,129,1.1051112017640166,computed
EXP-FC-002,DGC,1,lightgbm,model,error_std,2.533746942253862,129,4.977332119620998,computed
EXP-FC-002,DGC,1,lightgbm,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,DGC,1,persistence,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,DGC,1,persistence,baseline,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,DGC,1,persistence,baseline,prediction_std,4.882195668056887,129,4.997400959231194,computed
EXP-FC-002,DGC,1,persistence,baseline,error_std,1.6216215016747368,129,0.37512661587905083,computed
EXP-FC-002,DGC,1,persistence,baseline,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,DGC,1,sarimax,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,DGC,1,sarimax,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,DGC,1,sarimax,model,prediction_std,4.86009145061971,129,1.7711980269530964e+183,computed
EXP-FC-002,DGC,1,sarimax,model,error_std,1.6723645729506855,129,1.7711980269530964e+183,computed
EXP-FC-002,DGC,1,sarimax,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,DGC,1,stacking,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,DGC,1,stacking,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,DGC,1,stacking,model,prediction_std,8.558084896076888,129,3.2790146376631462e+112,computed
EXP-FC-002,DGC,1,stacking,model,error_std,6.276664405625965,129,3.2790146376631462e+112,computed
EXP-FC-002,DGC,1,stacking,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,DGC,1,xgboost,model,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,DGC,1,xgboost,model,prediction_count,129.0,129,0.0,row_count
EXP-FC-002,DGC,1,xgboost,model,prediction_std,3.2566232930448447,129,1.1981575899235033,computed
EXP-FC-002,DGC,1,xgboost,model,error_std,2.460751070619956,129,4.5496561500774435,computed
EXP-FC-002,DGC,1,xgboost,model,missing_prediction_rate,0.0,129,0.0,computed
EXP-FC-002,DGC,1,zero_return,baseline,coverage_count,129.0,129,0.0,non_null_prediction_count
EXP-FC-002,DGC,1,zero_return,baseline,prediction_count,129.0,129,0.0,row_count
