experiment_id,ticker,horizon,model_name,model_type,sample_size,mean_error,median_error,error_std,min_error,max_error,mean_absolute_error,median_absolute_error,absolute_error_std,notes
EXP-FC-001,MWG,1,persistence,baseline,129,0.03674418604651164,0.0,0.8932053270467255,-3.1600000000000037,2.760000000000005,0.6389147286821705,0.490000000000002,0.6252630334074271,computed_from_predictions
EXP-FC-001,MWG,1,sarimax,model,129,-9.616353001208196e+25,-4.169115986498419,2.2097631545187998e+27,-1.994651694833575e+28,1.2126073100623934e+28,3.943783160901726e+26,292729315123821.5,2.1764113506805514e+27,computed_from_predictions
EXP-FC-001,MWG,1,xgboost,model,129,-6.130749179337376,-6.659518737792965,2.888483908231588,-11.399518737792974,0.015350646972656534,6.130987173864083,6.659518737792965,2.887978715637086,computed_from_predictions
EXP-FC-001,MWG,1,zero_return,baseline,129,0.03674418604651164,0.0,0.8932053270467255,-3.1600000000000037,2.760000000000005,0.6389147286821705,0.490000000000002,0.6252630334074271,computed_from_predictions
EXP-FC-002,ACB,1,ets,model,129,0.30216564627622855,0.35906098155907884,0.5708070833035325,-0.9331907237743522,1.3558447765736297,0.5503845260580388,0.5269626853395764,0.3379373871220596,computed_from_predictions
EXP-FC-002,ACB,1,lightgbm,model,129,-1.1894799360732646,-1.1217674514302303,0.4905695196256251,-2.2917674514302284,-0.08566989850083928,1.1894799360732646,1.1217674514302303,0.4905695196256251,computed_from_predictions
EXP-FC-002,ACB,1,persistence,baseline,129,-0.013023255813953485,0.0,0.20627220914453961,-0.7100000000000009,0.6300000000000026,0.14759689922480615,0.11999999999999744,0.14468235827697443,computed_from_predictions
EXP-FC-002,ACB,1,sarimax,model,129,-1.1247539267764528e+91,-2.2282272635848096e+46,1.0521400889832516e+92,-1.1807972554360315e+93,-0.6380537191853506,1.1247539267764528e+91,2.2282272635848096e+46,1.0521400889832516e+92,computed_from_predictions
EXP-FC-002,ACB,1,stacking,model,129,4.839445862360975e+55,95873283519.52452,4.527012423817132e+56,0.40245773678690355,5.080581855343768e+57,4.839445862360975e+55,95873283519.52452,4.527012423817132e+56,computed_from_predictions
EXP-FC-002,ACB,1,xgboost,model,129,-1.28212903458943,-1.2166211700439504,0.49133680558787046,-2.3866211700439486,-0.09862030029296776,1.28212903458943,1.2166211700439504,0.49133680558787046,computed_from_predictions
EXP-FC-002,ACB,1,zero_return,baseline,129,-0.013023255813953485,0.0,0.20627220914453961,-0.7100000000000009,0.6300000000000026,0.14759689922480615,0.11999999999999744,0.14468235827697443,computed_from_predictions
EXP-FC-002,DGC,1,ets,model,129,17.692386051974143,18.692139188716354,7.931243958235839,-4.586762105967679,29.119100564897067,18.103926876247698,18.692139188716354,6.940676234821641,computed_from_predictions
EXP-FC-002,DGC,1,lightgbm,model,129,-5.095337685422042,-5.257661066063363,2.533746942253862,-11.35199328419094,4.1251633347506385,5.222722208586444,5.257661066063363,2.259538100541962,computed_from_predictions
EXP-FC-002,DGC,1,persistence,baseline,129,0.016124031007752036,0.0,1.6216215016747368,-4.980000000000004,6.810000000000002,1.0748837209302324,0.75,1.2143069074780666,computed_from_predictions
EXP-FC-002,DGC,1,sarimax,model,129,0.17869879860194007,0.11491398619172344,1.6723645729506857,-4.804424671232823,7.108055207238166,1.11098866284873,0.7893493308519908,1.262711652161291,computed_from_predictions
EXP-FC-002,DGC,1,stacking,model,129,27.44077232124991,25.708067732859533,6.276664405625965,14.15239296952575,46.700954656037524,27.44077232124991,25.708067732859533,6.276664405625965,computed_from_predictions
EXP-FC-002,DGC,1,xgboost,model,129,-5.799171693787096,-5.947087402343769,2.460751070619957,-12.049271240234376,3.7513497924804824,5.882867050762326,5.947087402343769,2.25334494222117,computed_from_predictions
EXP-FC-002,DGC,1,zero_return,baseline,129,0.016124031007752036,0.0,1.6216215016747368,-4.980000000000004,6.810000000000002,1.0748837209302324,0.75,1.2143069074780666,computed_from_predictions
EXP-FC-002,FPT,1,ets,model,129,4.467894028093077,4.595953673655941,4.250010451340892,-8.515111287730974,14.746796006801645,5.202339916932737,4.792352577404685,3.310638197004449,computed_from_predictions
EXP-FC-002,FPT,1,lightgbm,model,129,-15.380493903509715,-14.087750830731522,6.465207927197561,-30.577750830731517,-0.7949230774487859,15.380493903509715,14.087750830731522,6.465207927197561,computed_from_predictions
EXP-FC-002,FPT,1,persistence,baseline,129,-0.16395348837209295,-0.25,1.5859066409488485,-5.340000000000003,3.8900000000000006,1.2013178294573645,0.8500000000000085,1.0482442906035236,computed_from_predictions
EXP-FC-002,FPT,1,sarimax,model,129,-9.729370766397694e+22,-3767814369146.29,5.0156803647922895e+23,-4.420903123375356e+24,-2.186311101975363,9.729370766397694e+22,3767814369146.29,5.0156803647922895e+23,computed_from_predictions
EXP-FC-002,FPT,1,stacking,model,129,-9.567072534794411,-9.143251197902558,14.29611935300784,-41.91561952736221,12.326839489348217,13.559047957712595,10.767955638639947,10.585845451446604,computed_from_predictions
EXP-FC-002,FPT,1,xgboost,model,129,-15.443955527608708,-13.921150817871094,6.191409023762015,-30.41115081787109,-3.196843872070332,15.443955527608708,13.921150817871094,6.191409023762015,computed_from_predictions
EXP-FC-002,FPT,1,zero_return,baseline,129,-0.16395348837209295,-0.25,1.5859066409488485,-5.340000000000003,3.8900000000000006,1.2013178294573645,0.8500000000000085,1.0482442906035236,computed_from_predictions
EXP-FC-002,HPG,1,ets,model,129,2.9388589957276245,3.31526998546045,1.3225275342182161,-0.40310386649080954,4.806604247821966,2.9722716445633193,3.31526998546045,1.2456213495518444,computed_from_predictions
EXP-FC-002,HPG,1,lightgbm,model,129,-0.4848546344983817,-0.4848129736578599,0.28087710862069015,-1.23481297365786,0.35518702634213994,0.4944823994842856,0.4848129736578599,0.26355857668067206,computed_from_predictions
EXP-FC-002,HPG,1,persistence,baseline,129,0.010930232558139536,0.03999999999999915,0.26428033583242216,-0.9600000000000009,1.0899999999999999,0.20348837209302323,0.1700000000000017,0.16898534940758678,computed_from_predictions
EXP-FC-002,HPG,1,sarimax,model,129,0.03568816929463494,0.05991285455225537,0.2664716851907961,-0.8893407697471254,1.1078530281881456,0.20773007907321026,0.1662458942376297,0.17067225516838716,computed_from_predictions
EXP-FC-002,HPG,1,stacking,model,129,2.7864984820241085,3.3013257559524796,1.8242615508482778,-1.8848101810055482,5.569074811270742,3.093654171322508,3.3013257559524796,1.2336157685782358,computed_from_predictions
EXP-FC-002,HPG,1,xgboost,model,129,-0.5307360189275224,-0.5414677429199166,0.2769632045945426,-1.3602418518066415,0.29966629028320213,0.5364033697557081,0.5414677429199166,0.2658209235576369,computed_from_predictions
EXP-FC-002,HPG,1,zero_return,baseline,129,0.010930232558139536,0.03999999999999915,0.26428033583242216,-0.9600000000000009,1.0899999999999999,0.20348837209302323,0.1700000000000017,0.16898534940758678,computed_from_predictions
EXP-FC-002,MWG,1,ets,model,129,5.398452736178683,4.856004902151852,4.847609326867961,-1.7928807225322458,15.056629757734761,5.65196560246961,4.856004902151852,4.549493703610623,computed_from_predictions
EXP-FC-002,MWG,1,lightgbm,model,129,-5.801732762067519,-6.405830187883467,2.959211255125209,-11.274524275150398,0.44071125379716136,5.812056066481835,6.405830187883467,2.938883899540608,computed_from_predictions
EXP-FC-002,MWG,1,persistence,baseline,129,0.03674418604651164,0.0,0.8932053270467255,-3.1600000000000037,2.760000000000005,0.6389147286821705,0.490000000000002,0.6252630334074271,computed_from_predictions
EXP-FC-002,MWG,1,sarimax,model,129,-9.616353001208196e+25,-4.169115986498419,2.2097631545187998e+27,-1.994651694833575e+28,1.2126073100623934e+28,3.943783160901726e+26,292729315123821.5,2.1764113506805514e+27,computed_from_predictions
EXP-FC-002,MWG,1,stacking,model,129,-19283.2402284055,-4.742244179830379,443031.59423715505,-3999044.9802428787,2431134.1813322036,79071.55005824525,5.3469993355103895,436344.5047407015,computed_from_predictions
EXP-FC-002,MWG,1,xgboost,model,129,-6.130749179337376,-6.659518737792965,2.888483908231588,-11.399518737792974,0.015350646972656534,6.130987173864083,6.659518737792965,2.887978715637086,computed_from_predictions
EXP-FC-002,MWG,1,zero_return,baseline,129,0.03674418604651164,0.0,0.8932053270467255,-3.1600000000000037,2.760000000000005,0.6389147286821705,0.490000000000002,0.6252630334074271,computed_from_predictions
EXP-FC-003,ACB,1,ets,model,129,0.30216564627622855,0.35906098155907884,0.5708070833035325,-0.9331907237743522,1.3558447765736297,0.5503845260580388,0.5269626853395764,0.3379373871220596,computed_from_predictions
EXP-FC-003,ACB,1,lightgbm,model,129,-1.1894799360732646,-1.1217674514302303,0.4905695196256251,-2.2917674514302284,-0.08566989850083928,1.1894799360732646,1.1217674514302303,0.4905695196256251,computed_from_predictions
EXP-FC-003,ACB,1,moving_average_rule,baseline,129,-0.03313178294573515,-0.019999999999999574,0.29662576270171065,-0.9579999999999984,0.7980000000000054,0.23458914728682162,0.19399999999999906,0.1845331680613997,computed_from_predictions
EXP-FC-003,ACB,1,persistence,baseline,129,-0.013023255813953485,0.0,0.20627220914453961,-0.7100000000000009,0.6300000000000026,0.14759689922480615,0.11999999999999744,0.14468235827697443,computed_from_predictions
EXP-FC-003,ACB,1,sarimax,model,129,-1.1247539267764528e+91,-2.2282272635848096e+46,1.0521400889832516e+92,-1.1807972554360315e+93,-0.6380537191853506,1.1247539267764528e+91,2.2282272635848096e+46,1.0521400889832516e+92,computed_from_predictions
EXP-FC-003,ACB,1,xgboost,model,129,-1.28212903458943,-1.2166211700439504,0.49133680558787046,-2.3866211700439486,-0.09862030029296776,1.28212903458943,1.2166211700439504,0.49133680558787046,computed_from_predictions
EXP-FC-003,ACB,1,zero_return,baseline,129,-0.013023255813953485,0.0,0.20627220914453961,-0.7100000000000009,0.6300000000000026,0.14759689922480615,0.11999999999999744,0.14468235827697443,computed_from_predictions
EXP-FC-003,ACB,3,ets,model,127,0.6607440608282577,0.7127228015007425,0.5755006673504004,-0.5849983200853295,1.713311407821493,0.7419037871245333,0.7127228015007425,0.46622151676091417,computed_from_predictions
EXP-FC-003,ACB,3,lightgbm,model,127,-1.2235510768485371,-1.1895766129975236,0.5161595216085235,-2.3195766129975226,0.22242740109760106,1.2270538705666096,1.1895766129975236,0.5077762185568135,computed_from_predictions
EXP-FC-003,ACB,3,moving_average_rule,baseline,127,-0.049354330708660195,0.0020000000000024443,0.39242632143733114,-1.2100000000000009,0.8399999999999999,0.31691338582677175,0.26200000000000045,0.23664355812138024,computed_from_predictions
EXP-FC-003,ACB,3,persistence,baseline,127,-0.030708661417322824,-0.03999999999999915,0.35771404825458086,-0.9600000000000009,1.1300000000000026,0.28409448818897626,0.21000000000000085,0.21952832160194727,computed_from_predictions
EXP-FC-003,ACB,3,sarimax,model,127,0.00901198738498234,0.006071226677654806,0.3517877782751479,-1.032789811262976,1.0259883383231774,0.27629685308202606,0.24666295467834587,0.21793555432136583,computed_from_predictions
EXP-FC-003,ACB,3,xgboost,model,127,-1.3219394996222547,-1.2671830749511734,0.5228947936367796,-2.4371830749511716,0.11281692504882912,1.3237161441112126,1.2671830749511734,0.5183807246545059,computed_from_predictions
EXP-FC-003,ACB,3,zero_return,baseline,127,-0.030708661417322824,-0.03999999999999915,0.35771404825458086,-0.9600000000000009,1.1300000000000026,0.28409448818897626,0.21000000000000085,0.21952832160194727,computed_from_predictions
EXP-FC-003,ACB,5,ets,model,125,0.6489537298702965,0.7100941142677719,0.5659736448853538,-0.6036137554541376,1.677285091353422,0.7369167148007288,0.7100941142677719,0.44544457081064937,computed_from_predictions
EXP-FC-003,ACB,5,lightgbm,model,125,-1.2698951700721113,-1.2522483157271331,0.5410051218740553,-2.382248315727132,0.16775168427286857,1.2727139232081284,1.2522483157271331,0.5343402984415572,computed_from_predictions
EXP-FC-003,ACB,5,moving_average_rule,baseline,125,-0.06135999999999879,-0.03399999999999892,0.45671506040418697,-1.475999999999999,0.8900000000000041,0.37300799999999995,0.34400000000000475,0.2705895931775648,computed_from_predictions
EXP-FC-003,ACB,5,persistence,baseline,125,-0.04824000000000001,0.0,0.4419974008973356,-1.2899999999999991,1.009999999999998,0.35352000000000006,0.2900000000000027,0.2696523866017135,computed_from_predictions
EXP-FC-003,ACB,5,sarimax,model,125,0.04446225049372205,0.058575787511479405,0.4440121315728338,-1.265562011662329,1.1241388711005058,0.359195055209751,0.2922387737108423,0.26476891247969797,computed_from_predictions
EXP-FC-003,ACB,5,xgboost,model,125,-1.3395795263671875,-1.3281982421875007,0.5450921370843935,-2.4581982421874997,0.091801757812501,1.3410483544921876,1.3281982421875007,0.5414684259374372,computed_from_predictions
EXP-FC-003,ACB,5,zero_return,baseline,125,-0.04824000000000001,0.0,0.4419974008973356,-1.2899999999999991,1.009999999999998,0.35352000000000006,0.2900000000000027,0.2696523866017135,computed_from_predictions
EXP-FC-003,DGC,1,ets,model,129,17.692386051974143,18.692139188716354,7.931243958235839,-4.586762105967679,29.119100564897067,18.103926876247698,18.692139188716354,6.940676234821641,computed_from_predictions
EXP-FC-003,DGC,1,lightgbm,model,129,-5.095337685422042,-5.257661066063363,2.533746942253862,-11.35199328419094,4.1251633347506385,5.222722208586444,5.257661066063363,2.259538100541962,computed_from_predictions
EXP-FC-003,DGC,1,moving_average_rule,baseline,129,0.0662480620155037,-0.19200000000000728,2.5770512685607976,-5.53400000000002,12.213999999999999,1.7878914728682174,1.2160000000000082,1.857155386002136,computed_from_predictions
EXP-FC-003,DGC,1,persistence,baseline,129,0.016124031007752036,0.0,1.6216215016747368,-4.980000000000004,6.810000000000002,1.0748837209302324,0.75,1.2143069074780666,computed_from_predictions
EXP-FC-003,DGC,1,sarimax,model,129,0.17869879860194007,0.11491398619172344,1.6723645729506857,-4.804424671232823,7.108055207238166,1.11098866284873,0.7893493308519908,1.262711652161291,computed_from_predictions
EXP-FC-003,DGC,1,xgboost,model,129,-5.799171693787096,-5.947087402343769,2.460751070619957,-12.049271240234376,3.7513497924804824,5.882867050762326,5.947087402343769,2.25334494222117,computed_from_predictions
EXP-FC-003,DGC,1,zero_return,baseline,129,0.016124031007752036,0.0,1.6216215016747368,-4.980000000000004,6.810000000000002,1.0748837209302324,0.75,1.2143069074780666,computed_from_predictions
EXP-FC-003,DGC,3,ets,model,127,20.89673625290384,21.583569668517924,7.925344020326592,-2.340549680085715,32.41131253710704,20.980798869153567,21.583569668517924,7.700048225568231,computed_from_predictions
EXP-FC-003,DGC,3,lightgbm,model,127,-4.06149560885118,-4.279453544122703,3.2117807352609207,-11.857327825067202,6.484234125157485,4.503788684898656,4.347944865207836,2.5548325882314535,computed_from_predictions
EXP-FC-003,DGC,3,moving_average_rule,baseline,127,0.11377952755905503,-0.30399999999998784,3.5362925488089894,-6.744,15.123999999999995,2.4724251968503936,1.7339999999999947,2.5308939957321073,computed_from_predictions
EXP-FC-003,DGC,3,persistence,baseline,127,0.0798425196850396,-0.18999999999999773,3.0550938447774065,-7.760000000000005,13.61,2.1466141732283464,1.5900000000000034,2.1753208544124334,computed_from_predictions
EXP-FC-003,DGC,3,sarimax,model,127,0.35416137752652677,0.1606923169369594,3.2305891501360744,-6.899776405845557,14.148434568445794,2.288979719204212,1.7178565619312423,2.3070995607862725,computed_from_predictions
EXP-FC-003,DGC,3,xgboost,model,127,-4.802054839847595,-5.02708831787109,3.481739951426974,-12.548592224121094,5.731407775878907,5.204038078728623,5.13215240478516,2.846090555377485,computed_from_predictions
EXP-FC-003,DGC,3,zero_return,baseline,127,0.0798425196850396,-0.18999999999999773,3.0550938447774065,-7.760000000000005,13.61,2.1466141732283464,1.5900000000000034,2.1753208544124334,computed_from_predictions
EXP-FC-003,DGC,5,ets,model,125,21.48430350795588,21.789098326528503,7.693624247300504,-2.430757441177562,32.862118806639,21.574244358775303,21.789098326528503,7.437683216463816,computed_from_predictions
EXP-FC-003,DGC,5,lightgbm,model,125,-3.374208178065601,-3.3999656977693746,4.013064463634031,-11.904870009148581,8.070034302230624,4.285119051757986,3.5900343022306203,3.0212119969422555,computed_from_predictions
EXP-FC-003,DGC,5,moving_average_rule,baseline,125,0.18384000000000003,-0.6200000000000045,4.218628665147003,-7.549999999999997,16.225999999999985,3.036352,2.186000000000007,2.9344831729106895,computed_from_predictions
EXP-FC-003,DGC,5,persistence,baseline,125,0.13312000000000024,-0.45999999999999375,3.9126521779478427,-8.240000000000009,15.849999999999994,2.7975999999999996,1.9599999999999937,2.7386131964919764,computed_from_predictions
EXP-FC-003,DGC,5,sarimax,model,125,0.46972166216321637,0.0666982117730015,4.006801531790399,-9.185484799788284,16.398656007201936,2.8560218991042694,2.0389313058997516,2.8492518082647766,computed_from_predictions
EXP-FC-003,DGC,5,xgboost,model,125,-3.7243944335937504,-3.4744927978515676,4.235096079381627,-14.789673461914063,6.870673522949218,4.655091357421876,4.131420288085934,3.183909099304487,computed_from_predictions
EXP-FC-003,DGC,5,zero_return,baseline,125,0.13312000000000024,-0.45999999999999375,3.9126521779478427,-8.240000000000009,15.849999999999994,2.7975999999999996,1.9599999999999937,2.7386131964919764,computed_from_predictions
EXP-FC-003,FPT,1,ets,model,129,4.467894028093077,4.595953673655941,4.250010451340892,-8.515111287730974,14.746796006801645,5.202339916932737,4.792352577404685,3.310638197004449,computed_from_predictions
EXP-FC-003,FPT,1,lightgbm,model,129,-15.380493903509715,-14.087750830731522,6.465207927197561,-30.577750830731517,-0.7949230774487859,15.380493903509715,14.087750830731522,6.465207927197561,computed_from_predictions
EXP-FC-003,FPT,1,moving_average_rule,baseline,129,-0.4236589147286823,-0.36199999999999477,2.493622104788593,-6.832000000000008,6.875999999999991,1.8955968992248058,1.288000000000011,1.6746195010117015,computed_from_predictions
EXP-FC-003,FPT,1,persistence,baseline,129,-0.16395348837209295,-0.25,1.5859066409488485,-5.340000000000003,3.8900000000000006,1.2013178294573645,0.8500000000000085,1.0482442906035236,computed_from_predictions
EXP-FC-003,FPT,1,sarimax,model,129,-9.729370766397694e+22,-3767814369146.29,5.0156803647922895e+23,-4.420903123375356e+24,-2.186311101975363,9.729370766397694e+22,3767814369146.29,5.0156803647922895e+23,computed_from_predictions
EXP-FC-003,FPT,1,xgboost,model,129,-15.443955527608708,-13.921150817871094,6.191409023762015,-30.41115081787109,-3.196843872070332,15.443955527608708,13.921150817871094,6.191409023762015,computed_from_predictions
EXP-FC-003,FPT,1,zero_return,baseline,129,-0.16395348837209295,-0.25,1.5859066409488485,-5.340000000000003,3.8900000000000006,1.2013178294573645,0.8500000000000085,1.0482442906035236,computed_from_predictions
EXP-FC-003,FPT,3,ets,model,127,6.57458657243605,6.5989818740244885,4.277988617660486,-6.792061120811653,16.94002486886062,6.992868723615904,6.719694537444383,3.553331144934785,computed_from_predictions
EXP-FC-003,FPT,3,lightgbm,model,127,-14.568676920943433,-13.240566684722964,6.4649517518077655,-29.640566684722955,-0.02056668472296508,14.568676920943433,13.240566684722964,6.4649517518077655,computed_from_predictions
EXP-FC-003,FPT,3,moving_average_rule,baseline,127,-0.7199055118110239,-0.6080000000000041,3.3500283967137516,-9.006,7.7239999999999895,2.6246929133858257,2.147999999999996,2.202712263357752,computed_from_predictions
