experiment_id,horizon,metric_name,model_name,model_type,mean_metric_value,sample_size,context_count,rank_within_horizon,metric_direction,best_baseline_value,model_vs_best_baseline_gap
EXP-FC-003,3,directional_accuracy,persistence,baseline,0.029921259842519605,635,5,6,higher,0.5007874015748032,-0.4708661417322836
EXP-FC-003,3,directional_accuracy,zero_return,baseline,0.029921259842519605,635,5,7,higher,0.5007874015748032,-0.4708661417322836
EXP-FC-003,3,mae,persistence,baseline,1.2470866141732282,635,5,1,lower,1.2470866141732282,0.0
EXP-FC-003,3,mae,zero_return,baseline,1.2470866141732282,635,5,2,lower,1.2470866141732282,0.0
EXP-FC-003,3,mae,sarimax,model,1.31313331518028,635,5,3,lower,1.2470866141732282,0.06604670100705179
EXP-FC-003,3,mae,moving_average_rule,baseline,1.4494519685039369,635,5,4,lower,1.2470866141732282,0.20236535433070868
EXP-FC-003,3,mae,lightgbm,model,5.253772830247582,635,5,5,lower,1.2470866141732282,4.006686216074354
EXP-FC-003,3,mae,xgboost,model,5.627706011794684,635,5,6,lower,1.2470866141732282,4.380619397621456
EXP-FC-003,3,mae,ets,model,7.493465512998097,635,5,7,lower,1.2470866141732282,6.246378898824869
EXP-FC-003,3,mape,persistence,baseline,1.7754280934280153,635,5,1,lower,1.7754280934280153,0.0
EXP-FC-003,3,mape,zero_return,baseline,1.7754280934280153,635,5,2,lower,1.7754280934280153,0.0
EXP-FC-003,3,mape,sarimax,model,1.850078652469683,635,5,3,lower,1.7754280934280153,0.07465055904166773
EXP-FC-003,3,mape,moving_average_rule,baseline,2.0607498175384498,635,5,4,lower,1.7754280934280153,0.28532172411043444
EXP-FC-003,3,mape,lightgbm,model,6.6145016091428275,635,5,5,lower,1.7754280934280153,4.839073515714812
EXP-FC-003,3,mape,xgboost,model,7.105757846424763,635,5,6,lower,1.7754280934280153,5.3303297529967475
EXP-FC-003,3,mape,ets,model,10.741909471127656,635,5,7,lower,1.7754280934280153,8.96648137769964
EXP-FC-003,3,missing_prediction_rate,ets,model,0.0,635,5,1,lower,0.0,0.0
EXP-FC-003,3,missing_prediction_rate,lightgbm,model,0.0,635,5,2,lower,0.0,0.0
EXP-FC-003,3,missing_prediction_rate,moving_average_rule,baseline,0.0,635,5,3,lower,0.0,0.0
EXP-FC-003,3,missing_prediction_rate,persistence,baseline,0.0,635,5,4,lower,0.0,0.0
EXP-FC-003,3,missing_prediction_rate,sarimax,model,0.0,635,5,5,lower,0.0,0.0
EXP-FC-003,3,missing_prediction_rate,xgboost,model,0.0,635,5,6,lower,0.0,0.0
EXP-FC-003,3,missing_prediction_rate,zero_return,baseline,0.0,635,5,7,lower,0.0,0.0
EXP-FC-003,3,rmse,persistence,baseline,1.687605223687045,635,5,1,lower,1.687605223687045,0.0
EXP-FC-003,3,rmse,zero_return,baseline,1.687605223687045,635,5,2,lower,1.687605223687045,0.0
EXP-FC-003,3,rmse,sarimax,model,1.7605608946535327,635,5,3,lower,1.687605223687045,0.0729556709664878
EXP-FC-003,3,rmse,moving_average_rule,baseline,1.94407618655054,635,5,4,lower,1.687605223687045,0.25647096286349513
EXP-FC-003,3,rmse,lightgbm,model,5.843810609712568,635,5,5,lower,1.687605223687045,4.156205386025523
EXP-FC-003,3,rmse,xgboost,model,6.2030826278981035,635,5,6,lower,1.687605223687045,4.515477404211058
EXP-FC-003,3,rmse,ets,model,8.331309628394921,635,5,7,lower,1.687605223687045,6.643704404707876
EXP-FC-003,5,directional_accuracy,ets,model,0.5344,625,5,1,higher,0.5008,0.03359999999999996
EXP-FC-003,5,directional_accuracy,moving_average_rule,baseline,0.5008,625,5,2,higher,0.5008,0.0
EXP-FC-003,5,directional_accuracy,lightgbm,model,0.4928,625,5,3,higher,0.5008,-0.008000000000000007
EXP-FC-003,5,directional_accuracy,xgboost,model,0.48319999999999996,625,5,4,higher,0.5008,-0.01760000000000006
EXP-FC-003,5,directional_accuracy,sarimax,model,0.48,625,5,5,higher,0.5008,-0.02080000000000004
EXP-FC-003,5,directional_accuracy,persistence,baseline,0.032,625,5,6,higher,0.5008,-0.4688
EXP-FC-003,5,directional_accuracy,zero_return,baseline,0.032,625,5,7,higher,0.5008,-0.4688
EXP-FC-003,5,mae,persistence,baseline,1.6002079999999996,625,5,1,lower,1.6002079999999996,0.0
EXP-FC-003,5,mae,zero_return,baseline,1.6002079999999996,625,5,2,lower,1.6002079999999996,0.0
EXP-FC-003,5,mae,sarimax,model,1.6746287897839713,625,5,3,lower,1.6002079999999996,0.07442078978397171
EXP-FC-003,5,mae,moving_average_rule,baseline,1.71736,625,5,4,lower,1.6002079999999996,0.11715200000000037
EXP-FC-003,5,mae,lightgbm,model,5.032485784467218,625,5,5,lower,1.6002079999999996,3.4322777844672183
EXP-FC-003,5,mae,xgboost,model,5.322182830810547,625,5,6,lower,1.6002079999999996,3.721974830810548
EXP-FC-003,5,mae,ets,model,11.594293303492893,625,5,7,lower,1.6002079999999996,9.994085303492893
EXP-FC-003,5,mape,persistence,baseline,2.2664007596291604,625,5,1,lower,2.2664007596291604,0.0
EXP-FC-003,5,mape,zero_return,baseline,2.2664007596291604,625,5,2,lower,2.2664007596291604,0.0
EXP-FC-003,5,mape,sarimax,model,2.394054476367072,625,5,3,lower,2.2664007596291604,0.1276537167379117
EXP-FC-003,5,mape,moving_average_rule,baseline,2.450631254296427,625,5,4,lower,2.2664007596291604,0.1842304946672666
EXP-FC-003,5,mape,lightgbm,model,6.445160673313981,625,5,5,lower,2.2664007596291604,4.178759913684821
EXP-FC-003,5,mape,xgboost,model,6.813948383928394,625,5,6,lower,2.2664007596291604,4.547547624299233
EXP-FC-003,5,mape,ets,model,14.194720352434732,625,5,7,lower,2.2664007596291604,11.928319592805572
EXP-FC-003,5,missing_prediction_rate,ets,model,0.0,625,5,1,lower,0.0,0.0
EXP-FC-003,5,missing_prediction_rate,lightgbm,model,0.0,625,5,2,lower,0.0,0.0
EXP-FC-003,5,missing_prediction_rate,moving_average_rule,baseline,0.0,625,5,3,lower,0.0,0.0
EXP-FC-003,5,missing_prediction_rate,persistence,baseline,0.0,625,5,4,lower,0.0,0.0
EXP-FC-003,5,missing_prediction_rate,sarimax,model,0.0,625,5,5,lower,0.0,0.0
EXP-FC-003,5,missing_prediction_rate,xgboost,model,0.0,625,5,6,lower,0.0,0.0
EXP-FC-003,5,missing_prediction_rate,zero_return,baseline,0.0,625,5,7,lower,0.0,0.0
EXP-FC-003,5,rmse,persistence,baseline,2.135651953584482,625,5,1,lower,2.135651953584482,0.0
EXP-FC-003,5,rmse,zero_return,baseline,2.135651953584482,625,5,2,lower,2.135651953584482,0.0
EXP-FC-003,5,rmse,sarimax,model,2.228331795091812,625,5,3,lower,2.135651953584482,0.09267984150733
EXP-FC-003,5,rmse,moving_average_rule,baseline,2.318926132636676,625,5,4,lower,2.135651953584482,0.18327417905219434
EXP-FC-003,5,rmse,lightgbm,model,5.705267780051629,625,5,5,lower,2.135651953584482,3.569615826467147
EXP-FC-003,5,rmse,xgboost,model,5.987539043557724,625,5,6,lower,2.135651953584482,3.851887089973242
EXP-FC-003,5,rmse,ets,model,12.563420993298852,625,5,7,lower,2.135651953584482,10.42776903971437
