experiment_id,ticker,horizon,metric_name,model_name,model_type,metric_value,sample_size,rank,is_best,is_baseline_winner,best_baseline_value,model_vs_best_baseline_gap,metric_direction,notes
EXP-FC-001,ACB,1,mape,lightgbm,model,5.675001682773504,129,5,False,False,0.7121662491841998,4.962835433589305,lower,computed_on_non_zero_denominator
EXP-FC-001,ACB,1,mape,xgboost,model,6.121331438008078,129,6,False,False,0.7121662491841998,5.409165188823879,lower,computed_on_non_zero_denominator
EXP-FC-001,ACB,1,mape,lstm,model,99.09574393152828,129,7,False,False,0.7121662491841998,98.38357768234408,lower,computed_on_non_zero_denominator
EXP-FC-001,ACB,1,mape,bilstm,model,100.9573769269751,129,8,False,False,0.7121662491841998,100.24521067779091,lower,computed_on_non_zero_denominator
EXP-FC-001,ACB,1,mape,sarimax,model,5.2313474808995835e+91,129,9,False,False,0.7121662491841998,5.2313474808995835e+91,lower,computed_on_non_zero_denominator
EXP-FC-001,ACB,1,missing_prediction_rate,bilstm,model,0.0,129,1,True,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,missing_prediction_rate,ets,model,0.0,129,2,False,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,missing_prediction_rate,lightgbm,model,0.0,129,3,False,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,missing_prediction_rate,lstm,model,0.0,129,4,False,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,missing_prediction_rate,moving_average_rule,baseline,0.0,129,5,False,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,missing_prediction_rate,persistence,baseline,0.0,129,6,False,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,missing_prediction_rate,sarimax,model,0.0,129,7,False,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,missing_prediction_rate,xgboost,model,0.0,129,8,False,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,missing_prediction_rate,zero_return,baseline,0.0,129,9,False,False,0.0,0.0,lower,computed
EXP-FC-001,ACB,1,prediction_count,bilstm,model,129.0,129,1,True,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,prediction_count,ets,model,129.0,129,2,False,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,prediction_count,lightgbm,model,129.0,129,3,False,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,prediction_count,lstm,model,129.0,129,4,False,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,prediction_count,moving_average_rule,baseline,129.0,129,5,False,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,prediction_count,persistence,baseline,129.0,129,6,False,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,prediction_count,sarimax,model,129.0,129,7,False,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,prediction_count,xgboost,model,129.0,129,8,False,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,prediction_count,zero_return,baseline,129.0,129,9,False,False,129.0,0.0,higher,row_count
EXP-FC-001,ACB,1,rmse,persistence,baseline,0.2066829200910524,129,1,True,True,0.2066829200910524,0.0,lower,computed
EXP-FC-001,ACB,1,rmse,zero_return,baseline,0.2066829200910524,129,2,False,False,0.2066829200910524,0.0,lower,computed
EXP-FC-001,ACB,1,rmse,moving_average_rule,baseline,0.2984703639216713,129,3,False,False,0.2066829200910524,0.0917874438306189,lower,computed
EXP-FC-001,ACB,1,rmse,ets,model,0.645851998633601,129,4,False,False,0.2066829200910524,0.4391690785425486,lower,computed
EXP-FC-001,ACB,1,rmse,lightgbm,model,1.2866704985762931,129,5,False,False,0.2066829200910524,1.0799875784852406,lower,computed
EXP-FC-001,ACB,1,rmse,xgboost,model,1.373050151255412,129,6,False,False,0.2066829200910524,1.1663672311643596,lower,computed
EXP-FC-001,ACB,1,rmse,lstm,model,20.564494166904534,129,7,False,False,0.2066829200910524,20.357811246813483,lower,computed
EXP-FC-001,ACB,1,rmse,bilstm,model,20.951330037364496,129,8,False,False,0.2066829200910524,20.744647117273445,lower,computed
EXP-FC-001,ACB,1,rmse,sarimax,model,1.0581349067125969e+92,129,9,False,False,0.2066829200910524,1.0581349067125969e+92,lower,computed
EXP-FC-001,DGC,1,coverage_count,bilstm,model,129.0,129,1,True,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,coverage_count,ets,model,129.0,129,2,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,coverage_count,lightgbm,model,129.0,129,3,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,coverage_count,lstm,model,129.0,129,4,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,coverage_count,moving_average_rule,baseline,129.0,129,5,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,coverage_count,persistence,baseline,129.0,129,6,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,coverage_count,sarimax,model,129.0,129,7,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,coverage_count,xgboost,model,129.0,129,8,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,coverage_count,zero_return,baseline,129.0,129,9,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,DGC,1,directional_accuracy,lightgbm,model,0.4961240310077519,129,1,True,False,0.4418604651162791,0.0542635658914728,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,directional_accuracy,bilstm,model,0.4806201550387597,129,2,False,False,0.4418604651162791,0.038759689922480633,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,directional_accuracy,ets,model,0.4806201550387597,129,3,False,False,0.4418604651162791,0.038759689922480633,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,directional_accuracy,lstm,model,0.4806201550387597,129,4,False,False,0.4418604651162791,0.038759689922480633,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,directional_accuracy,xgboost,model,0.4806201550387597,129,5,False,False,0.4418604651162791,0.038759689922480633,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,directional_accuracy,moving_average_rule,baseline,0.4418604651162791,129,6,False,False,0.4418604651162791,0.0,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,directional_accuracy,sarimax,model,0.4263565891472868,129,7,False,False,0.4418604651162791,-0.015503875968992276,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,directional_accuracy,persistence,baseline,0.0465116279069767,129,8,False,False,0.4418604651162791,-0.39534883720930236,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,directional_accuracy,zero_return,baseline,0.0465116279069767,129,9,False,False,0.4418604651162791,-0.39534883720930236,higher,computed_from_direction_columns
EXP-FC-001,DGC,1,mae,persistence,baseline,1.0748837209302324,129,1,True,True,1.0748837209302324,0.0,lower,computed
EXP-FC-001,DGC,1,mae,zero_return,baseline,1.0748837209302324,129,2,False,False,1.0748837209302324,0.0,lower,computed
EXP-FC-001,DGC,1,mae,sarimax,model,1.1109886628487304,129,3,False,False,1.0748837209302324,0.036104941918498,lower,computed
EXP-FC-001,DGC,1,mae,moving_average_rule,baseline,1.7878914728682165,129,4,False,False,1.0748837209302324,0.713007751937984,lower,computed
EXP-FC-001,DGC,1,mae,lightgbm,model,5.222722208586445,129,5,False,False,1.0748837209302324,4.147838487656212,lower,computed
EXP-FC-001,DGC,1,mae,xgboost,model,5.882867050762325,129,6,False,False,1.0748837209302324,4.807983329832092,lower,computed
EXP-FC-001,DGC,1,mae,ets,model,18.103926876247694,129,7,False,False,1.0748837209302324,17.029043155317463,lower,computed
EXP-FC-001,DGC,1,mae,lstm,model,106.6771166831047,129,8,False,False,1.0748837209302324,105.60223296217447,lower,computed
EXP-FC-001,DGC,1,mae,bilstm,model,106.97298007798288,129,9,False,False,1.0748837209302324,105.89809635705265,lower,computed
EXP-FC-001,DGC,1,mape,persistence,baseline,1.0231099288143952,129,1,True,True,1.0231099288143952,0.0,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,mape,zero_return,baseline,1.0231099288143952,129,2,False,False,1.0231099288143952,0.0,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,mape,sarimax,model,1.0572256004491218,129,3,False,False,1.0231099288143952,0.03411567163472662,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,mape,moving_average_rule,baseline,1.6939555380202638,129,4,False,False,1.0231099288143952,0.6708456092058686,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,mape,lightgbm,model,4.819132392224786,129,5,False,False,1.0231099288143952,3.7960224634103907,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,mape,xgboost,model,5.444765005378018,129,6,False,False,1.0231099288143952,4.421655076563623,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,mape,ets,model,17.151792774480707,129,7,False,False,1.0231099288143952,16.12868284566631,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,mape,lstm,model,99.8790196137466,129,8,False,False,1.0231099288143952,98.85590968493221,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,mape,bilstm,model,100.15571237652205,129,9,False,False,1.0231099288143952,99.13260244770765,lower,computed_on_non_zero_denominator
EXP-FC-001,DGC,1,missing_prediction_rate,bilstm,model,0.0,129,1,True,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,missing_prediction_rate,ets,model,0.0,129,2,False,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,missing_prediction_rate,lightgbm,model,0.0,129,3,False,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,missing_prediction_rate,lstm,model,0.0,129,4,False,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,missing_prediction_rate,moving_average_rule,baseline,0.0,129,5,False,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,missing_prediction_rate,persistence,baseline,0.0,129,6,False,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,missing_prediction_rate,sarimax,model,0.0,129,7,False,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,missing_prediction_rate,xgboost,model,0.0,129,8,False,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,missing_prediction_rate,zero_return,baseline,0.0,129,9,False,False,0.0,0.0,lower,computed
EXP-FC-001,DGC,1,prediction_count,bilstm,model,129.0,129,1,True,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,prediction_count,ets,model,129.0,129,2,False,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,prediction_count,lightgbm,model,129.0,129,3,False,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,prediction_count,lstm,model,129.0,129,4,False,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,prediction_count,moving_average_rule,baseline,129.0,129,5,False,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,prediction_count,persistence,baseline,129.0,129,6,False,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,prediction_count,sarimax,model,129.0,129,7,False,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,prediction_count,xgboost,model,129.0,129,8,False,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,prediction_count,zero_return,baseline,129.0,129,9,False,False,129.0,0.0,higher,row_count
EXP-FC-001,DGC,1,rmse,persistence,baseline,1.6217016615486857,129,1,True,True,1.6217016615486857,0.0,lower,computed
EXP-FC-001,DGC,1,rmse,zero_return,baseline,1.6217016615486857,129,2,False,False,1.6217016615486857,0.0,lower,computed
EXP-FC-001,DGC,1,rmse,sarimax,model,1.6818848133811977,129,3,False,False,1.6217016615486857,0.060183151832511994,lower,computed
EXP-FC-001,DGC,1,rmse,moving_average_rule,baseline,2.5779026448862696,129,4,False,False,1.6217016615486857,0.956200983337584,lower,computed
EXP-FC-001,DGC,1,rmse,lightgbm,model,5.690548277263172,129,5,False,False,1.6217016615486857,4.068846615714486,lower,computed
EXP-FC-001,DGC,1,rmse,xgboost,model,6.299657781624232,129,6,False,False,1.6217016615486857,4.677956120075546,lower,computed
EXP-FC-001,DGC,1,rmse,ets,model,19.388789413914985,129,7,False,False,1.6217016615486857,17.7670877523663,lower,computed
EXP-FC-001,DGC,1,rmse,lstm,model,106.787471786136,129,8,False,False,1.6217016615486857,105.16577012458731,lower,computed
EXP-FC-001,DGC,1,rmse,bilstm,model,107.0840069360324,129,9,False,False,1.6217016615486857,105.46230527448371,lower,computed
EXP-FC-001,FPT,1,coverage_count,bilstm,model,129.0,129,1,True,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,coverage_count,ets,model,129.0,129,2,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,coverage_count,lightgbm,model,129.0,129,3,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,coverage_count,lstm,model,129.0,129,4,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,coverage_count,moving_average_rule,baseline,129.0,129,5,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,coverage_count,persistence,baseline,129.0,129,6,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,coverage_count,sarimax,model,129.0,129,7,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,coverage_count,xgboost,model,129.0,129,8,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,coverage_count,zero_return,baseline,129.0,129,9,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,FPT,1,directional_accuracy,ets,model,0.5658914728682171,129,1,True,False,0.4806201550387597,0.08527131782945735,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,directional_accuracy,moving_average_rule,baseline,0.4806201550387597,129,2,False,False,0.4806201550387597,0.0,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,directional_accuracy,bilstm,model,0.4263565891472868,129,3,False,False,0.4806201550387597,-0.05426356589147291,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,directional_accuracy,lightgbm,model,0.4263565891472868,129,4,False,False,0.4806201550387597,-0.05426356589147291,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,directional_accuracy,lstm,model,0.4263565891472868,129,5,False,False,0.4806201550387597,-0.05426356589147291,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,directional_accuracy,sarimax,model,0.4263565891472868,129,6,False,False,0.4806201550387597,-0.05426356589147291,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,directional_accuracy,xgboost,model,0.4263565891472868,129,7,False,False,0.4806201550387597,-0.05426356589147291,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,directional_accuracy,persistence,baseline,0.0310077519379844,129,8,False,False,0.4806201550387597,-0.4496124031007753,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,directional_accuracy,zero_return,baseline,0.0310077519379844,129,9,False,False,0.4806201550387597,-0.4496124031007753,higher,computed_from_direction_columns
EXP-FC-001,FPT,1,mae,persistence,baseline,1.2013178294573643,129,1,True,True,1.2013178294573643,0.0,lower,computed
EXP-FC-001,FPT,1,mae,zero_return,baseline,1.2013178294573643,129,2,False,False,1.2013178294573643,0.0,lower,computed
EXP-FC-001,FPT,1,mae,moving_average_rule,baseline,1.8955968992248056,129,3,False,False,1.2013178294573643,0.6942790697674412,lower,computed
EXP-FC-001,FPT,1,mae,ets,model,5.202339916932737,129,4,False,False,1.2013178294573643,4.001022087475373,lower,computed
EXP-FC-001,FPT,1,mae,lightgbm,model,15.380493903509704,129,5,False,False,1.2013178294573643,14.17917607405234,lower,computed
EXP-FC-001,FPT,1,mae,xgboost,model,15.44395552760871,129,6,False,False,1.2013178294573643,14.242637698151345,lower,computed
EXP-FC-001,FPT,1,mae,lstm,model,114.71996990239435,129,7,False,False,1.2013178294573643,113.51865207293699,lower,computed
EXP-FC-001,FPT,1,mae,bilstm,model,115.18496985410536,129,8,False,False,1.2013178294573643,113.983652024648,lower,computed
EXP-FC-001,FPT,1,mae,sarimax,model,9.729370766397696e+22,129,9,False,False,1.2013178294573643,9.729370766397696e+22,lower,computed
EXP-FC-001,FPT,1,mape,persistence,baseline,1.0520509448195785,129,1,True,True,1.0520509448195785,0.0,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,mape,zero_return,baseline,1.0520509448195785,129,2,False,False,1.0520509448195785,0.0,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,mape,moving_average_rule,baseline,1.6620251665491037,129,3,False,False,1.0520509448195785,0.6099742217295252,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,mape,ets,model,4.617217131945748,129,4,False,False,1.0520509448195785,3.5651661871261693,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,mape,lightgbm,model,13.11188838837014,129,5,False,False,1.0520509448195785,12.059837443550562,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,mape,xgboost,model,13.184377772822216,129,6,False,False,1.0520509448195785,12.132326828002638,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,mape,lstm,model,99.77674663768109,129,7,False,False,1.0520509448195785,98.7246956928615,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,mape,bilstm,model,100.18234139855622,129,8,False,False,1.0520509448195785,99.13029045373663,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,mape,sarimax,model,7.555023012604785e+22,129,9,False,False,1.0520509448195785,7.555023012604785e+22,lower,computed_on_non_zero_denominator
EXP-FC-001,FPT,1,missing_prediction_rate,bilstm,model,0.0,129,1,True,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,missing_prediction_rate,ets,model,0.0,129,2,False,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,missing_prediction_rate,lightgbm,model,0.0,129,3,False,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,missing_prediction_rate,lstm,model,0.0,129,4,False,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,missing_prediction_rate,moving_average_rule,baseline,0.0,129,5,False,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,missing_prediction_rate,persistence,baseline,0.0,129,6,False,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,missing_prediction_rate,sarimax,model,0.0,129,7,False,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,missing_prediction_rate,xgboost,model,0.0,129,8,False,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,missing_prediction_rate,zero_return,baseline,0.0,129,9,False,False,0.0,0.0,lower,computed
EXP-FC-001,FPT,1,prediction_count,bilstm,model,129.0,129,1,True,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,prediction_count,ets,model,129.0,129,2,False,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,prediction_count,lightgbm,model,129.0,129,3,False,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,prediction_count,lstm,model,129.0,129,4,False,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,prediction_count,moving_average_rule,baseline,129.0,129,5,False,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,prediction_count,persistence,baseline,129.0,129,6,False,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,prediction_count,sarimax,model,129.0,129,7,False,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,prediction_count,xgboost,model,129.0,129,8,False,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,prediction_count,zero_return,baseline,129.0,129,9,False,False,129.0,0.0,higher,row_count
EXP-FC-001,FPT,1,rmse,persistence,baseline,1.5943589997723344,129,1,True,True,1.5943589997723344,0.0,lower,computed
EXP-FC-001,FPT,1,rmse,zero_return,baseline,1.5943589997723344,129,2,False,False,1.5943589997723344,0.0,lower,computed
EXP-FC-001,FPT,1,rmse,moving_average_rule,baseline,2.529355269138635,129,3,False,False,1.5943589997723344,0.9349962693663008,lower,computed
EXP-FC-001,FPT,1,rmse,ets,model,6.166414345693662,129,4,False,False,1.5943589997723344,4.572055345921328,lower,computed
EXP-FC-001,FPT,1,rmse,xgboost,model,16.638789259987558,129,5,False,False,1.5943589997723344,15.044430260215224,lower,computed
EXP-FC-001,FPT,1,rmse,lightgbm,model,16.68407942494273,129,6,False,False,1.5943589997723344,15.089720425170396,lower,computed
EXP-FC-001,FPT,1,rmse,lstm,model,114.90132618322195,129,7,False,False,1.5943589997723344,113.30696718344961,lower,computed
EXP-FC-001,FPT,1,rmse,bilstm,model,115.36572800607031,129,8,False,False,1.5943589997723344,113.77136900629797,lower,computed
EXP-FC-001,FPT,1,rmse,sarimax,model,5.109173717624333e+23,129,9,False,False,1.5943589997723344,5.109173717624333e+23,lower,computed
EXP-FC-001,HPG,1,coverage_count,bilstm,model,129.0,129,1,True,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,coverage_count,ets,model,129.0,129,2,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,coverage_count,lightgbm,model,129.0,129,3,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,coverage_count,lstm,model,129.0,129,4,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,coverage_count,moving_average_rule,baseline,129.0,129,5,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,coverage_count,persistence,baseline,129.0,129,6,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,coverage_count,sarimax,model,129.0,129,7,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,coverage_count,xgboost,model,129.0,129,8,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,coverage_count,zero_return,baseline,129.0,129,9,False,False,129.0,0.0,higher,non_null_prediction_count
EXP-FC-001,HPG,1,directional_accuracy,bilstm,model,0.5271317829457365,129,1,True,False,0.4496124031007752,0.07751937984496127,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,directional_accuracy,lightgbm,model,0.5271317829457365,129,2,False,False,0.4496124031007752,0.07751937984496127,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,directional_accuracy,lstm,model,0.5271317829457365,129,3,False,False,0.4496124031007752,0.07751937984496127,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,directional_accuracy,xgboost,model,0.5271317829457365,129,4,False,False,0.4496124031007752,0.07751937984496127,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,directional_accuracy,sarimax,model,0.4728682170542636,129,5,False,False,0.4496124031007752,0.023255813953488358,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,directional_accuracy,moving_average_rule,baseline,0.4496124031007752,129,6,False,False,0.4496124031007752,0.0,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,directional_accuracy,ets,model,0.4263565891472868,129,7,False,False,0.4496124031007752,-0.023255813953488413,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,directional_accuracy,persistence,baseline,0.0620155038759689,129,8,False,False,0.4496124031007752,-0.38759689922480633,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,directional_accuracy,zero_return,baseline,0.0620155038759689,129,9,False,False,0.4496124031007752,-0.38759689922480633,higher,computed_from_direction_columns
EXP-FC-001,HPG,1,mae,persistence,baseline,0.2034883720930232,129,1,True,True,0.2034883720930232,0.0,lower,computed
