horizon,ticker,model_name,regression_observations,regression_mae,regression_rmse,regression_mape,regression_directional_accuracy,classification_observations,classification_accuracy,classification_precision,classification_recall,classification_f1,classification_roc_auc,classification_positive_class_precision,classification_true_negative,classification_false_positive,classification_false_negative,classification_true_positive
3d,HPG,xgboost,42,0.023836085247819088,0.030360552498448972,237.7769926171514,0.5952380952380952,42,0.5238095238095238,0.4444444444444444,0.7058823529411765,0.5454545454545454,0.508235294117647,0.4444444444444444,10,15,5,12
3d,MWG,cart,42,0.03797943689512603,0.04895266039931981,415.9954027196866,0.5952380952380952,42,0.5952380952380952,0.5555555555555556,0.75,0.6382978723404256,0.6022727272727273,0.5555555555555556,10,12,5,15
3d,MWG,lightgbm,42,0.038834476870418556,0.05048605473804593,231.1375221372788,0.6904761904761905,42,0.5952380952380952,0.6,0.45,0.5142857142857142,0.6318181818181818,0.6,16,6,11,9
3d,MWG,xgboost,42,0.037143036397337535,0.04945262519012779,197.0755128455205,0.6428571428571429,42,0.5714285714285714,0.5555555555555556,0.5,0.5263157894736842,0.6204545454545454,0.5555555555555556,14,8,10,10
3d,OVERALL,cart,168,0.07264169575565414,0.10394475080843904,726.5420020311007,0.47023809523809523,168,0.5416666666666666,0.4473684210526316,0.4927536231884058,0.4689655172413793,0.5342555994729907,0.4473684210526316,57,42,35,34
3d,OVERALL,lightgbm,168,0.031364941714370244,0.04285001485756424,244.12135836710607,0.5773809523809523,168,0.5833333333333334,0.4883720930232558,0.30434782608695654,0.375,0.5836627140974966,0.4883720930232558,77,22,48,21
3d,OVERALL,xgboost,168,0.029058956908093406,0.0404027440877609,225.51643697595384,0.5476190476190477,168,0.6190476190476191,0.5454545454545454,0.43478260869565216,0.4838709677419355,0.6031327770458206,0.5454545454545454,74,25,39,30
5d,ACB,cart,42,0.02838823023830978,0.03769648719315043,200.49223817062023,0.35714285714285715,42,0.4523809523809524,0.0,0.0,0.0,0.3275862068965517,0.0,19,10,13,0
5d,ACB,lightgbm,42,0.023221327824788376,0.03191883220742412,190.1739630680517,0.42857142857142855,42,0.7142857142857143,1.0,0.07692307692307693,0.14285714285714285,0.7002652519893899,1.0,29,0,12,1
5d,ACB,xgboost,42,0.01820160875908619,0.026789784086222256,111.73511025608794,0.6190476190476191,42,0.6666666666666666,0.0,0.0,0.0,0.6047745358090186,0.0,28,1,13,0
5d,DGC,cart,42,0.08859838607777767,0.12809000300427903,740.5637026475277,0.38095238095238093,42,0.5952380952380952,0.7777777777777778,0.5185185185185185,0.6222222222222222,0.625925925925926,0.7777777777777778,11,4,13,14
5d,DGC,lightgbm,42,0.04704631783948239,0.062128456194215656,383.330805241814,0.47619047619047616,42,0.38095238095238093,0.6,0.1111111111111111,0.1875,0.582716049382716,0.6,13,2,24,3
5d,DGC,xgboost,42,0.03198137830093431,0.047756192218122995,159.95950610750717,0.6666666666666666,42,0.5,0.6875,0.4074074074074074,0.5116279069767442,0.6518518518518519,0.6875,10,5,16,11
5d,HPG,cart,42,0.06902123111231694,0.08744734158691699,656.4421349082967,0.5476190476190477,42,0.4523809523809524,0.4230769230769231,0.5789473684210527,0.4888888888888889,0.4633867276887872,0.4230769230769231,8,15,8,11
5d,HPG,lightgbm,42,0.03523956409459415,0.04812972968172905,274.78210816553013,0.5952380952380952,42,0.4523809523809524,0.4230769230769231,0.5789473684210527,0.4888888888888889,0.49199084668192217,0.4230769230769231,8,15,8,11
5d,HPG,xgboost,42,0.03813206451877863,0.0477721002201098,342.6276975710302,0.47619047619047616,42,0.47619047619047616,0.4444444444444444,0.631578947368421,0.5217391304347826,0.4439359267734554,0.4444444444444444,8,15,7,12
5d,MWG,cart,42,0.06519365585975,0.08305406124928943,277.1466375080865,0.4523809523809524,42,0.38095238095238093,0.35294117647058826,0.2857142857142857,0.3157894736842105,0.38095238095238093,0.35294117647058826,10,11,15,6
5d,MWG,lightgbm,42,0.05100478418428248,0.06389324835168414,168.13646726008085,0.6190476190476191,42,0.6190476190476191,0.6666666666666666,0.47619047619047616,0.5555555555555556,0.6689342403628118,0.6666666666666666,16,5,11,10
5d,MWG,xgboost,42,0.04952921129169162,0.06352126118216689,153.1540099128466,0.6190476190476191,42,0.6428571428571429,0.6875,0.5238095238095238,0.5945945945945946,0.6417233560090704,0.6875,16,5,10,11
5d,OVERALL,cart,168,0.0628003758220386,0.08996261537016255,473.536977220233,0.43452380952380953,168,0.47023809523809523,0.43661971830985913,0.3875,0.4105960264900662,0.4664772727272727,0.43661971830985913,48,40,49,31
5d,OVERALL,lightgbm,168,0.039127998485786845,0.0530979636679425,255.26823362233858,0.5297619047619048,168,0.5416666666666666,0.5319148936170213,0.3125,0.3937007874015748,0.6079545454545455,0.5319148936170213,66,22,55,25
5d,OVERALL,xgboost,168,0.03446106571762269,0.048258342823220716,193.3260622474276,0.5952380952380952,168,0.5714285714285714,0.5666666666666667,0.425,0.4857142857142857,0.6126420454545455,0.5666666666666667,62,26,46,34
