regime_source,frequency,model,horizon,regime,ticker,observation_count,accuracy,reliability,passed_60pct,passed_63pct
exante_proxy,hourly,lightgbm,1,sideways,VJC,185,0.6054054054054054,True,True,False
exante_proxy,hourly,lightgbm,1,sideways,VNM,162,0.5555555555555556,True,False,False
exante_proxy,hourly,lightgbm,1,sideways,VPB,158,0.5316455696202531,True,False,False
exante_proxy,hourly,lightgbm,1,sideways,VPL,178,0.5224719101123596,True,False,False
exante_proxy,hourly,lightgbm,1,sideways,VRE,168,0.5357142857142857,True,False,False
exante_proxy,hourly,lightgbm,4,bear,DGC,29,0.4482758620689655,False,False,False
exante_proxy,hourly,lightgbm,4,bear,GAS,7,0.5714285714285714,False,False,False
exante_proxy,hourly,lightgbm,4,bear,PLX,12,0.5,False,False,False
exante_proxy,hourly,lightgbm,4,bear,VIC,4,0.75,False,True,True
exante_proxy,hourly,lightgbm,4,bear,VPL,2,0.5,False,False,False
exante_proxy,hourly,lightgbm,4,bull,LPB,1,1.0,False,True,True
exante_proxy,hourly,lightgbm,4,bull,VHM,14,0.21428571428571427,False,False,False
exante_proxy,hourly,lightgbm,4,bull,VIC,17,0.47058823529411764,False,False,False
exante_proxy,hourly,lightgbm,4,bull,VRE,8,0.375,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,ACB,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,BID,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,4,insufficient_history,CTG,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,DGC,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,FPT,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,GAS,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,GVR,5,0.4,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,HDB,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,LPB,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,MBB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,4,insufficient_history,MSN,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,4,insufficient_history,MWG,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,PLX,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,SAB,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,SSB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,4,insufficient_history,SSI,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,STB,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,TCB,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,TPB,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,VCB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,4,insufficient_history,VHM,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,VIC,5,0.4,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,VJC,5,0.4,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,VNM,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,VPB,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,4,insufficient_history,VPL,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,4,insufficient_history,VRE,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,4,sideways,ACB,164,0.5609756097560976,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,BID,181,0.5911602209944752,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,CTG,179,0.5642458100558659,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,DGC,148,0.5405405405405406,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,FPT,178,0.6123595505617978,True,True,False
exante_proxy,hourly,lightgbm,4,sideways,GAS,178,0.3651685393258427,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,GVR,181,0.48066298342541436,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,HDB,176,0.5738636363636364,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,LPB,177,0.4971751412429379,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,MBB,178,0.4887640449438202,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,MSN,168,0.5773809523809523,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,MWG,183,0.5628415300546448,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,PLX,163,0.4723926380368098,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,SAB,178,0.5,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,SSB,147,0.5782312925170068,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,SSI,174,0.5172413793103449,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,STB,176,0.42613636363636365,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,TCB,173,0.5780346820809249,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,TPB,165,0.5757575757575758,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,VCB,171,0.49122807017543857,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,VHM,170,0.49411764705882355,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,VIC,162,0.4691358024691358,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,VJC,185,0.5513513513513514,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,VNM,175,0.5371428571428571,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,VPB,178,0.5898876404494382,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,VPL,177,0.4350282485875706,True,False,False
exante_proxy,hourly,lightgbm,4,sideways,VRE,174,0.47126436781609193,True,False,False
exante_proxy,hourly,lightgbm,8,bear,DGC,37,0.35135135135135137,False,False,False
exante_proxy,hourly,lightgbm,8,bear,GAS,13,0.6923076923076923,False,True,True
exante_proxy,hourly,lightgbm,8,bear,GVR,17,0.5882352941176471,False,False,False
exante_proxy,hourly,lightgbm,8,bear,MWG,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,bear,PLX,26,0.46153846153846156,False,False,False
exante_proxy,hourly,lightgbm,8,bear,SSI,9,1.0,False,True,True
exante_proxy,hourly,lightgbm,8,bear,STB,8,0.125,False,False,False
exante_proxy,hourly,lightgbm,8,bear,VIC,17,0.29411764705882354,False,False,False
exante_proxy,hourly,lightgbm,8,bear,VPL,1,0.0,False,False,False
exante_proxy,hourly,lightgbm,8,bull,DGC,9,0.7777777777777778,False,True,True
exante_proxy,hourly,lightgbm,8,bull,GVR,23,0.5652173913043478,False,False,False
exante_proxy,hourly,lightgbm,8,bull,LPB,43,0.2558139534883721,False,False,False
exante_proxy,hourly,lightgbm,8,bull,MWG,1,0.0,False,False,False
exante_proxy,hourly,lightgbm,8,bull,STB,21,0.2857142857142857,False,False,False
exante_proxy,hourly,lightgbm,8,bull,TCB,11,0.7272727272727273,False,True,True
exante_proxy,hourly,lightgbm,8,bull,VHM,58,0.5517241379310345,True,False,False
exante_proxy,hourly,lightgbm,8,bull,VIC,78,0.4230769230769231,True,False,False
exante_proxy,hourly,lightgbm,8,bull,VRE,37,0.4594594594594595,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,ACB,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,BID,5,0.4,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,CTG,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,insufficient_history,DGC,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,insufficient_history,FPT,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,GAS,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,GVR,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,insufficient_history,HDB,5,0.4,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,LPB,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,MBB,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,MSN,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,MWG,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,PLX,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,SAB,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,SSB,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,SSI,5,0.4,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,STB,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,TCB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,insufficient_history,TPB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,insufficient_history,VCB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,insufficient_history,VHM,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,VIC,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,insufficient_history,VJC,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,VNM,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,8,insufficient_history,VPB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,8,insufficient_history,VPL,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,8,insufficient_history,VRE,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,8,sideways,ACB,166,0.43373493975903615,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,BID,172,0.5406976744186046,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,CTG,177,0.576271186440678,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,DGC,131,0.5725190839694656,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,FPT,177,0.5819209039548022,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,GAS,166,0.3373493975903614,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,GVR,141,0.4326241134751773,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,HDB,171,0.5555555555555556,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,LPB,133,0.5488721804511278,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,MBB,176,0.48295454545454547,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,MSN,180,0.5777777777777777,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,MWG,173,0.630057803468208,True,True,True
exante_proxy,hourly,lightgbm,8,sideways,PLX,154,0.42857142857142855,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,SAB,176,0.5227272727272727,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,SSB,155,0.43870967741935485,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,SSI,166,0.5180722891566265,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,STB,151,0.4966887417218543,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,TCB,164,0.5548780487804879,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,TPB,165,0.6,True,True,False
exante_proxy,hourly,lightgbm,8,sideways,VCB,174,0.6494252873563219,True,True,True
exante_proxy,hourly,lightgbm,8,sideways,VHM,123,0.37398373983739835,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,VIC,85,0.5882352941176471,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,VJC,178,0.5056179775280899,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,VNM,175,0.56,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,VPB,177,0.5932203389830508,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,VPL,180,0.35555555555555557,True,False,False
exante_proxy,hourly,lightgbm,8,sideways,VRE,144,0.3472222222222222,True,False,False
exante_proxy,hourly,lightgbm,20,bear,BID,12,0.6666666666666666,False,True,True
exante_proxy,hourly,lightgbm,20,bear,CTG,5,0.4,False,False,False
exante_proxy,hourly,lightgbm,20,bear,DGC,52,0.6538461538461539,True,True,True
exante_proxy,hourly,lightgbm,20,bear,FPT,20,0.9,False,True,True
exante_proxy,hourly,lightgbm,20,bear,GAS,37,0.2702702702702703,False,False,False
exante_proxy,hourly,lightgbm,20,bear,GVR,32,0.21875,False,False,False
exante_proxy,hourly,lightgbm,20,bear,HDB,16,0.5625,False,False,False
exante_proxy,hourly,lightgbm,20,bear,LPB,17,0.8235294117647058,False,True,True
exante_proxy,hourly,lightgbm,20,bear,MSN,6,0.5,False,False,False
exante_proxy,hourly,lightgbm,20,bear,MWG,21,0.23809523809523808,False,False,False
exante_proxy,hourly,lightgbm,20,bear,PLX,53,0.32075471698113206,True,False,False
exante_proxy,hourly,lightgbm,20,bear,SSI,29,0.8275862068965517,False,True,True
exante_proxy,hourly,lightgbm,20,bear,STB,41,0.12195121951219512,False,False,False
exante_proxy,hourly,lightgbm,20,bear,TCB,4,0.25,False,False,False
exante_proxy,hourly,lightgbm,20,bear,VIC,29,0.3448275862068966,False,False,False
exante_proxy,hourly,lightgbm,20,bear,VJC,3,0.3333333333333333,False,False,False
exante_proxy,hourly,lightgbm,20,bear,VPB,7,0.42857142857142855,False,False,False
exante_proxy,hourly,lightgbm,20,bear,VPL,1,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,bull,BID,7,0.14285714285714285,False,False,False
exante_proxy,hourly,lightgbm,20,bull,CTG,6,0.5,False,False,False
exante_proxy,hourly,lightgbm,20,bull,DGC,19,0.7894736842105263,False,True,True
exante_proxy,hourly,lightgbm,20,bull,FPT,11,0.36363636363636365,False,False,False
exante_proxy,hourly,lightgbm,20,bull,GVR,56,0.6607142857142857,True,True,True
exante_proxy,hourly,lightgbm,20,bull,HDB,8,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,bull,LPB,54,0.2037037037037037,True,False,False
exante_proxy,hourly,lightgbm,20,bull,MSN,20,0.85,False,True,True
exante_proxy,hourly,lightgbm,20,bull,MWG,33,0.9090909090909091,False,True,True
exante_proxy,hourly,lightgbm,20,bull,SAB,15,0.4666666666666667,False,False,False
exante_proxy,hourly,lightgbm,20,bull,SSI,28,0.32142857142857145,False,False,False
exante_proxy,hourly,lightgbm,20,bull,STB,37,0.4594594594594595,False,False,False
exante_proxy,hourly,lightgbm,20,bull,TCB,40,0.5,False,False,False
exante_proxy,hourly,lightgbm,20,bull,VHM,114,0.23684210526315788,True,False,False
exante_proxy,hourly,lightgbm,20,bull,VIC,110,0.45454545454545453,True,False,False
exante_proxy,hourly,lightgbm,20,bull,VJC,47,0.40425531914893614,False,False,False
exante_proxy,hourly,lightgbm,20,bull,VPB,38,0.3157894736842105,False,False,False
exante_proxy,hourly,lightgbm,20,bull,VPL,52,0.09615384615384616,True,False,False
exante_proxy,hourly,lightgbm,20,bull,VRE,84,0.05952380952380952,True,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,ACB,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,BID,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,CTG,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,DGC,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,FPT,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,GAS,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,GVR,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,HDB,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,LPB,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,MBB,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,MSN,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,MWG,5,0.2,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,PLX,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,SAB,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,SSB,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,SSI,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,STB,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,TCB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,20,insufficient_history,TPB,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,VCB,5,0.4,False,False,False
exante_proxy,hourly,lightgbm,20,insufficient_history,VHM,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,VIC,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,VJC,5,1.0,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,VNM,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,VPB,5,0.6,False,True,False
exante_proxy,hourly,lightgbm,20,insufficient_history,VPL,5,0.8,False,True,True
exante_proxy,hourly,lightgbm,20,insufficient_history,VRE,5,0.0,False,False,False
exante_proxy,hourly,lightgbm,20,sideways,ACB,162,0.38271604938271603,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,BID,144,0.4097222222222222,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,CTG,151,0.5231788079470199,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,DGC,94,0.3829787234042553,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,FPT,134,0.6791044776119403,True,True,True
exante_proxy,hourly,lightgbm,20,sideways,GAS,131,0.26717557251908397,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,GVR,77,0.7012987012987013,True,True,True
exante_proxy,hourly,lightgbm,20,sideways,HDB,138,0.5289855072463768,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,LPB,98,0.6020408163265306,True,True,False
exante_proxy,hourly,lightgbm,20,sideways,MBB,162,0.5617283950617284,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,MSN,141,0.6524822695035462,True,True,True
exante_proxy,hourly,lightgbm,20,sideways,MWG,114,0.5964912280701754,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,PLX,115,0.4,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,SAB,151,0.46357615894039733,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,SSB,156,0.5897435897435898,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,SSI,106,0.29245283018867924,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,STB,89,0.7191011235955056,True,True,True
exante_proxy,hourly,lightgbm,20,sideways,TCB,121,0.48760330578512395,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,TPB,161,0.422360248447205,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,VCB,162,0.6728395061728395,True,True,True
exante_proxy,hourly,lightgbm,20,sideways,VHM,52,0.34615384615384615,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,VIC,31,0.22580645161290322,False,False,False
exante_proxy,hourly,lightgbm,20,sideways,VJC,119,0.3025210084033613,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,VNM,163,0.6012269938650306,True,True,False
exante_proxy,hourly,lightgbm,20,sideways,VPB,124,0.5161290322580645,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,VPL,116,0.4396551724137931,True,False,False
exante_proxy,hourly,lightgbm,20,sideways,VRE,81,0.48148148148148145,True,False,False
exante_proxy,hourly,random_forest,1,insufficient_history,ACB,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,BID,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,CTG,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,DGC,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,FPT,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,GAS,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,GVR,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,HDB,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,LPB,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,MBB,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,MSN,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,MWG,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,PLX,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,SAB,5,0.6,False,True,False
exante_proxy,hourly,random_forest,1,insufficient_history,SSB,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,SSI,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,STB,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,TCB,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,TPB,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,VCB,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,VHM,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,VIC,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,VJC,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,VNM,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,VPB,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,VPL,5,1.0,False,True,True
exante_proxy,hourly,random_forest,1,insufficient_history,VRE,5,0.8,False,True,True
exante_proxy,hourly,random_forest,1,sideways,ACB,142,0.5140845070422535,True,False,False
exante_proxy,hourly,random_forest,1,sideways,BID,164,0.5060975609756098,True,False,False
exante_proxy,hourly,random_forest,1,sideways,CTG,171,0.5263157894736842,True,False,False
exante_proxy,hourly,random_forest,1,sideways,DGC,169,0.5739644970414202,True,False,False
exante_proxy,hourly,random_forest,1,sideways,FPT,161,0.6459627329192547,True,True,True
exante_proxy,hourly,random_forest,1,sideways,GAS,176,0.45454545454545453,True,False,False
exante_proxy,hourly,random_forest,1,sideways,GVR,175,0.5314285714285715,True,False,False
exante_proxy,hourly,random_forest,1,sideways,HDB,163,0.5644171779141104,True,False,False
exante_proxy,hourly,random_forest,1,sideways,LPB,174,0.5229885057471264,True,False,False
exante_proxy,hourly,random_forest,1,sideways,MBB,153,0.5816993464052288,True,False,False
exante_proxy,hourly,random_forest,1,sideways,MSN,169,0.514792899408284,True,False,False
exante_proxy,hourly,random_forest,1,sideways,MWG,171,0.5497076023391813,True,False,False
exante_proxy,hourly,random_forest,1,sideways,PLX,172,0.5523255813953488,True,False,False
exante_proxy,hourly,random_forest,1,sideways,SAB,168,0.5892857142857143,True,False,False
exante_proxy,hourly,random_forest,1,sideways,SSB,131,0.7251908396946565,True,True,True
exante_proxy,hourly,random_forest,1,sideways,SSI,163,0.6012269938650306,True,True,False
exante_proxy,hourly,random_forest,1,sideways,STB,164,0.6158536585365854,True,True,False
exante_proxy,hourly,random_forest,1,sideways,TCB,166,0.5120481927710844,True,False,False
exante_proxy,hourly,random_forest,1,sideways,TPB,137,0.5547445255474452,True,False,False
exante_proxy,hourly,random_forest,1,sideways,VCB,151,0.5761589403973509,True,False,False
exante_proxy,hourly,random_forest,1,sideways,VHM,172,0.4941860465116279,True,False,False
