ticker,chunk_start,chunk_end,chunk_days,provider,source,success,rows,exception_type,exception_message
ACB,2025-06-24,2025-06-28,5,repo_adapter,KBS,true,4,,
ACB,2025-06-29,2025-07-03,5,legacy_vnstock,VCI,true,26,,
ACB,2025-07-04,2025-07-08,5,repo_adapter,KBS,true,3,,
ACB,2025-07-09,2025-07-13,5,repo_adapter,KBS,true,3,,
ACB,2025-07-14,2025-07-18,5,legacy_vnstock,VCI,true,26,,
ACB,2025-07-19,2025-07-23,5,repo_adapter,KBS,true,3,,
ACB,2025-07-24,2025-07-28,5,repo_adapter,KBS,true,3,,
ACB,2025-07-29,2025-08-02,5,repo_adapter,KBS,true,4,,
ACB,2025-08-03,2025-08-07,5,legacy_vnstock,VCI,true,26,,
ACB,2025-08-08,2025-08-12,5,repo_adapter,KBS,true,3,,
ACB,2025-08-13,2025-08-17,5,repo_adapter,KBS,true,3,,
ACB,2025-08-18,2025-08-22,5,legacy_vnstock,VCI,true,26,,
ACB,2025-08-23,2025-08-27,5,repo_adapter,KBS,true,1,,
ACB,2025-08-28,2025-09-01,5,repo_adapter,KBS,true,2,,
ACB,2025-09-02,2025-09-06,5,repo_adapter,KBS,true,3,,
ACB,2025-09-07,2025-09-11,5,repo_adapter,KBS,true,4,,
ACB,2025-09-12,2025-09-16,5,repo_adapter,KBS,true,3,,
ACB,2025-09-17,2025-09-21,5,repo_adapter,KBS,true,3,,
ACB,2025-09-22,2025-09-26,5,repo_adapter,KBS,true,5,,
ACB,2025-09-27,2025-10-01,5,repo_adapter,KBS,true,3,,
ACB,2025-10-02,2025-10-06,5,repo_adapter,KBS,true,3,,
ACB,2025-10-07,2025-10-11,5,repo_adapter,KBS,true,4,,
ACB,2025-10-12,2025-10-16,5,repo_adapter,KBS,true,4,,
ACB,2025-10-17,2025-10-21,5,repo_adapter,KBS,true,3,,
ACB,2025-10-22,2025-10-26,5,repo_adapter,KBS,true,3,,
ACB,2025-10-27,2025-10-31,5,repo_adapter,KBS,true,5,,
ACB,2025-11-01,2025-11-05,5,repo_adapter,KBS,true,3,,
ACB,2025-11-06,2025-11-10,5,repo_adapter,KBS,true,3,,
ACB,2025-11-11,2025-11-15,5,repo_adapter,KBS,true,4,,
ACB,2025-11-16,2025-11-20,5,repo_adapter,KBS,true,4,,
ACB,2025-11-21,2025-11-25,5,repo_adapter,KBS,true,3,,
ACB,2025-11-26,2025-11-30,5,repo_adapter,KBS,true,3,,
ACB,2025-12-01,2025-12-05,5,repo_adapter,KBS,true,5,,
ACB,2025-12-06,2025-12-10,5,repo_adapter,KBS,true,3,,
ACB,2025-12-11,2025-12-15,5,repo_adapter,KBS,true,3,,
ACB,2025-12-16,2025-12-20,5,repo_adapter,KBS,true,4,,
ACB,2025-12-21,2025-12-25,5,repo_adapter,KBS,true,4,,
ACB,2025-12-26,2025-12-30,5,repo_adapter,KBS,true,3,,
ACB,2025-12-31,2026-01-04,5,repo_adapter,KBS,true,1,,
ACB,2026-01-05,2026-01-09,5,repo_adapter,KBS,true,5,,
ACB,2026-01-10,2026-01-14,5,repo_adapter,KBS,true,3,,
ACB,2026-01-15,2026-01-19,5,repo_adapter,KBS,true,3,,
ACB,2026-01-20,2026-01-24,5,repo_adapter,KBS,true,4,,
ACB,2026-01-25,2026-01-29,5,repo_adapter,KBS,true,4,,
ACB,2026-01-30,2026-02-03,5,repo_adapter,KBS,true,3,,
ACB,2026-02-04,2026-02-08,5,repo_adapter,KBS,true,3,,
ACB,2026-02-09,2026-02-13,5,repo_adapter,KBS,true,5,,
ACB,2026-02-14,2026-02-18,5,legacy_vnstock,VCI,true,21,,
ACB,2026-02-19,2026-02-23,5,repo_adapter,KBS,true,1,,
ACB,2026-02-24,2026-02-28,5,repo_adapter,KBS,true,4,,
ACB,2026-03-01,2026-03-05,5,repo_adapter,KBS,true,4,,
ACB,2026-03-06,2026-03-10,5,repo_adapter,KBS,true,3,,
ACB,2026-03-11,2026-03-15,5,repo_adapter,KBS,true,3,,
ACB,2026-03-16,2026-03-20,5,repo_adapter,KBS,true,5,,
ACB,2026-03-21,2026-03-25,5,repo_adapter,KBS,true,3,,
ACB,2026-03-26,2026-03-30,5,repo_adapter,KBS,true,3,,
ACB,2026-03-31,2026-04-04,5,repo_adapter,KBS,true,4,,
ACB,2026-04-05,2026-04-09,5,repo_adapter,KBS,true,4,,
ACB,2026-04-10,2026-04-14,5,repo_adapter,KBS,true,3,,
ACB,2026-04-15,2026-04-19,5,repo_adapter,KBS,true,3,,
ACB,2026-04-20,2026-04-24,5,repo_adapter,KBS,true,5,,
ACB,2026-04-25,2026-04-29,5,repo_adapter,KBS,true,2,,
ACB,2026-04-30,2026-05-04,5,repo_adapter,KBS,true,1,,
ACB,2026-05-05,2026-05-09,5,repo_adapter,KBS,true,4,,
ACB,2026-05-10,2026-05-14,5,repo_adapter,KBS,true,4,,
BID,2024-01-01,2024-01-05,5,legacy_vnstock,VCI,true,26,,
BID,2024-01-06,2024-01-10,5,repo_adapter,KBS,true,3,,
BID,2024-01-11,2024-01-15,5,repo_adapter,KBS,true,3,,
BID,2024-01-16,2024-01-20,5,repo_adapter,KBS,true,4,,
BID,2024-01-21,2024-01-25,5,legacy_vnstock,VCI,true,26,,
BID,2024-01-26,2024-01-30,5,repo_adapter,KBS,true,3,,
BID,2024-01-31,2024-02-04,5,repo_adapter,KBS,true,3,,
BID,2024-02-05,2024-02-09,5,legacy_vnstock,VCI,true,26,,
BID,2024-02-10,2024-02-14,5,legacy_vnstock,VCI,true,21,,
BID,2024-02-15,2024-02-19,5,repo_adapter,KBS,true,3,,
BID,2024-02-20,2024-02-24,5,repo_adapter,KBS,true,4,,
BID,2024-02-25,2024-02-29,5,legacy_vnstock,VCI,true,26,,
BID,2024-03-01,2024-03-05,5,repo_adapter,KBS,true,3,,
BID,2024-03-06,2024-03-10,5,repo_adapter,KBS,true,3,,
BID,2024-03-11,2024-03-15,5,legacy_vnstock,VCI,true,26,,
BID,2024-03-16,2024-03-20,5,repo_adapter,KBS,true,3,,
BID,2024-03-21,2024-03-25,5,repo_adapter,KBS,true,3,,
BID,2024-03-26,2024-03-30,5,repo_adapter,KBS,true,4,,
BID,2024-03-31,2024-04-04,5,legacy_vnstock,VCI,true,26,,
BID,2024-04-05,2024-04-09,5,repo_adapter,KBS,true,3,,
BID,2024-04-10,2024-04-14,5,repo_adapter,KBS,true,3,,
BID,2024-04-15,2024-04-19,5,legacy_vnstock,VCI,true,26,,
BID,2024-04-20,2024-04-24,5,repo_adapter,KBS,true,3,,
BID,2024-04-25,2024-04-29,5,repo_adapter,KBS,true,2,,
BID,2024-04-30,2024-05-04,5,repo_adapter,KBS,true,2,,
BID,2024-05-05,2024-05-09,5,legacy_vnstock,VCI,true,26,,
BID,2024-05-10,2024-05-14,5,repo_adapter,KBS,true,3,,
BID,2024-05-15,2024-05-19,5,repo_adapter,KBS,true,3,,
BID,2024-05-20,2024-05-24,5,legacy_vnstock,VCI,true,26,,
BID,2024-05-25,2024-05-29,5,repo_adapter,KBS,true,3,,
BID,2024-05-30,2024-06-03,5,repo_adapter,KBS,true,3,,
BID,2024-06-04,2024-06-08,5,repo_adapter,KBS,true,4,,
BID,2024-06-09,2024-06-13,5,legacy_vnstock,VCI,true,26,,
BID,2024-06-14,2024-06-18,5,repo_adapter,KBS,true,3,,
BID,2024-06-19,2024-06-23,5,repo_adapter,KBS,true,3,,
BID,2024-06-24,2024-06-28,5,legacy_vnstock,VCI,true,26,,
BID,2024-06-29,2024-07-03,5,repo_adapter,KBS,true,3,,
BID,2024-07-04,2024-07-08,5,repo_adapter,KBS,true,3,,
BID,2024-07-09,2024-07-13,5,repo_adapter,KBS,true,4,,
BID,2024-07-14,2024-07-18,5,legacy_vnstock,VCI,true,26,,
BID,2024-07-19,2024-07-23,5,repo_adapter,KBS,true,3,,
BID,2024-07-24,2024-07-28,5,repo_adapter,KBS,true,3,,
BID,2024-07-29,2024-08-02,5,legacy_vnstock,VCI,true,26,,
BID,2024-08-03,2024-08-07,5,repo_adapter,KBS,true,3,,
BID,2024-08-08,2024-08-12,5,repo_adapter,KBS,true,3,,
BID,2024-08-13,2024-08-17,5,repo_adapter,KBS,true,4,,
BID,2024-08-18,2024-08-22,5,legacy_vnstock,VCI,true,26,,
BID,2024-08-23,2024-08-27,5,repo_adapter,KBS,true,3,,
BID,2024-08-28,2024-09-01,5,repo_adapter,KBS,true,3,,
BID,2024-09-02,2024-09-06,5,legacy_vnstock,VCI,true,26,,
BID,2024-09-07,2024-09-11,5,repo_adapter,KBS,true,3,,
BID,2024-09-12,2024-09-16,5,repo_adapter,KBS,true,3,,
BID,2024-09-17,2024-09-21,5,repo_adapter,KBS,true,4,,
BID,2024-09-22,2024-09-26,5,legacy_vnstock,VCI,true,26,,
BID,2024-09-27,2024-10-01,5,repo_adapter,KBS,true,3,,
BID,2024-10-02,2024-10-06,5,repo_adapter,KBS,true,3,,
BID,2024-10-07,2024-10-11,5,legacy_vnstock,VCI,true,26,,
BID,2024-10-12,2024-10-16,5,repo_adapter,KBS,true,3,,
BID,2024-10-17,2024-10-21,5,repo_adapter,KBS,true,3,,
BID,2024-10-22,2024-10-26,5,repo_adapter,KBS,true,4,,
BID,2024-10-27,2024-10-31,5,legacy_vnstock,VCI,true,26,,
BID,2024-11-01,2024-11-05,5,repo_adapter,KBS,true,3,,
BID,2024-11-06,2024-11-10,5,repo_adapter,KBS,true,3,,
BID,2024-11-11,2024-11-15,5,legacy_vnstock,VCI,true,26,,
BID,2024-11-16,2024-11-20,5,repo_adapter,KBS,true,3,,
BID,2024-11-21,2024-11-25,5,repo_adapter,KBS,true,3,,
BID,2024-11-26,2024-11-30,5,repo_adapter,KBS,true,4,,
BID,2024-12-01,2024-12-05,5,legacy_vnstock,VCI,true,26,,
BID,2024-12-06,2024-12-10,5,repo_adapter,KBS,true,3,,
BID,2024-12-11,2024-12-15,5,repo_adapter,KBS,true,3,,
BID,2024-12-16,2024-12-20,5,legacy_vnstock,VCI,true,26,,
BID,2024-12-21,2024-12-25,5,repo_adapter,KBS,true,3,,
BID,2024-12-26,2024-12-30,5,repo_adapter,KBS,true,3,,
BID,2024-12-31,2025-01-04,5,repo_adapter,KBS,true,3,,
BID,2025-01-05,2025-01-09,5,legacy_vnstock,VCI,true,26,,
BID,2025-01-10,2025-01-14,5,repo_adapter,KBS,true,3,,
BID,2025-01-15,2025-01-19,5,repo_adapter,KBS,true,3,,
BID,2025-01-20,2025-01-24,5,legacy_vnstock,VCI,true,26,,
BID,2025-01-25,2025-01-29,5,legacy_vnstock,VCI,true,21,,
BID,2025-01-30,2025-02-03,5,repo_adapter,KBS,true,1,,
BID,2025-02-04,2025-02-08,5,repo_adapter,KBS,true,4,,
BID,2025-02-09,2025-02-13,5,legacy_vnstock,VCI,true,26,,
BID,2025-02-14,2025-02-18,5,repo_adapter,KBS,true,3,,
BID,2025-02-19,2025-02-23,5,repo_adapter,KBS,true,3,,
BID,2025-02-24,2025-02-28,5,legacy_vnstock,VCI,true,26,,
BID,2025-03-01,2025-03-05,5,repo_adapter,KBS,true,3,,
BID,2025-03-06,2025-03-10,5,repo_adapter,KBS,true,3,,
BID,2025-03-11,2025-03-15,5,repo_adapter,KBS,true,4,,
BID,2025-03-16,2025-03-20,5,legacy_vnstock,VCI,true,26,,
BID,2025-03-21,2025-03-25,5,repo_adapter,KBS,true,3,,
BID,2025-03-26,2025-03-30,5,repo_adapter,KBS,true,3,,
BID,2025-03-31,2025-04-04,5,legacy_vnstock,VCI,true,26,,
BID,2025-04-05,2025-04-09,5,repo_adapter,KBS,true,2,,
BID,2025-04-10,2025-04-14,5,repo_adapter,KBS,true,3,,
BID,2025-04-15,2025-04-19,5,repo_adapter,KBS,true,4,,
BID,2025-04-20,2025-04-24,5,legacy_vnstock,VCI,true,26,,
BID,2025-04-25,2025-04-29,5,repo_adapter,KBS,true,3,,
BID,2025-04-30,2025-05-04,5,legacy_vnstock,VCI,true,21,,
BID,2025-05-05,2025-05-09,5,legacy_vnstock,VCI,true,26,,
BID,2025-05-10,2025-05-14,5,repo_adapter,KBS,true,3,,
BID,2025-05-15,2025-05-19,5,repo_adapter,KBS,true,3,,
BID,2025-05-20,2025-05-24,5,repo_adapter,KBS,true,4,,
BID,2025-05-25,2025-05-29,5,legacy_vnstock,VCI,true,26,,
BID,2025-05-30,2025-06-03,5,repo_adapter,KBS,true,3,,
BID,2025-06-04,2025-06-08,5,repo_adapter,KBS,true,3,,
BID,2025-06-09,2025-06-13,5,legacy_vnstock,VCI,true,26,,
BID,2025-06-14,2025-06-18,5,repo_adapter,KBS,true,3,,
BID,2025-06-19,2025-06-23,5,repo_adapter,KBS,true,3,,
BID,2025-06-24,2025-06-28,5,repo_adapter,KBS,true,4,,
BID,2025-06-29,2025-07-03,5,legacy_vnstock,VCI,true,26,,
BID,2025-07-04,2025-07-08,5,repo_adapter,KBS,true,3,,
BID,2025-07-09,2025-07-13,5,repo_adapter,KBS,true,3,,
BID,2025-07-14,2025-07-18,5,legacy_vnstock,VCI,true,26,,
BID,2025-07-19,2025-07-23,5,repo_adapter,KBS,true,3,,
BID,2025-07-24,2025-07-28,5,repo_adapter,KBS,true,3,,
BID,2025-07-29,2025-08-02,5,repo_adapter,KBS,true,4,,
BID,2025-08-03,2025-08-07,5,legacy_vnstock,VCI,true,26,,
BID,2025-08-08,2025-08-12,5,repo_adapter,KBS,true,3,,
BID,2025-08-13,2025-08-17,5,repo_adapter,KBS,true,3,,
BID,2025-08-18,2025-08-22,5,legacy_vnstock,VCI,true,26,,
BID,2025-08-23,2025-08-27,5,repo_adapter,KBS,true,3,,
BID,2025-08-28,2025-09-01,5,repo_adapter,KBS,true,2,,
BID,2025-09-02,2025-09-06,5,repo_adapter,KBS,true,3,,
BID,2025-09-07,2025-09-11,5,legacy_vnstock,VCI,true,26,,
BID,2025-09-12,2025-09-16,5,repo_adapter,KBS,true,3,,
BID,2025-09-17,2025-09-21,5,repo_adapter,KBS,true,3,,
BID,2025-09-22,2025-09-26,5,legacy_vnstock,VCI,true,26,,
BID,2025-09-27,2025-10-01,5,repo_adapter,KBS,true,3,,
BID,2025-10-02,2025-10-06,5,repo_adapter,KBS,true,3,,
BID,2025-10-07,2025-10-11,5,repo_adapter,KBS,true,4,,
BID,2025-10-12,2025-10-16,5,legacy_vnstock,VCI,true,26,,
BID,2025-10-17,2025-10-21,5,repo_adapter,KBS,true,3,,
BID,2025-10-22,2025-10-26,5,repo_adapter,KBS,true,3,,
BID,2025-10-27,2025-10-31,5,repo_adapter,KBS,true,5,,
BID,2025-11-01,2025-11-05,5,repo_adapter,KBS,true,3,,
BID,2025-11-06,2025-11-10,5,repo_adapter,KBS,true,3,,
BID,2025-11-11,2025-11-15,5,repo_adapter,KBS,true,4,,
BID,2025-11-16,2025-11-20,5,repo_adapter,KBS,true,4,,
BID,2025-11-21,2025-11-25,5,repo_adapter,KBS,true,3,,
BID,2025-11-26,2025-11-30,5,repo_adapter,KBS,true,3,,
BID,2025-12-01,2025-12-05,5,repo_adapter,KBS,true,5,,
BID,2025-12-06,2025-12-10,5,repo_adapter,KBS,true,3,,
BID,2025-12-11,2025-12-15,5,repo_adapter,KBS,true,3,,
BID,2025-12-16,2025-12-20,5,repo_adapter,KBS,true,4,,
BID,2025-12-21,2025-12-25,5,repo_adapter,KBS,true,4,,
BID,2025-12-26,2025-12-30,5,repo_adapter,KBS,true,3,,
BID,2025-12-31,2026-01-04,5,repo_adapter,KBS,true,1,,
BID,2026-01-05,2026-01-09,5,repo_adapter,KBS,true,5,,
BID,2026-01-10,2026-01-14,5,repo_adapter,KBS,true,3,,
BID,2026-01-15,2026-01-19,5,repo_adapter,KBS,true,3,,
BID,2026-01-20,2026-01-24,5,repo_adapter,KBS,true,4,,
BID,2026-01-25,2026-01-29,5,repo_adapter,KBS,true,4,,
BID,2026-01-30,2026-02-03,5,repo_adapter,KBS,true,3,,
BID,2026-02-04,2026-02-08,5,repo_adapter,KBS,true,3,,
BID,2026-02-09,2026-02-13,5,repo_adapter,KBS,true,5,,
BID,2026-02-14,2026-02-18,5,legacy_vnstock,VCI,true,21,,
BID,2026-02-19,2026-02-23,5,repo_adapter,KBS,true,1,,
BID,2026-02-24,2026-02-28,5,repo_adapter,KBS,true,4,,
BID,2026-03-01,2026-03-05,5,repo_adapter,KBS,true,4,,
BID,2026-03-06,2026-03-10,5,repo_adapter,KBS,true,3,,
BID,2026-03-11,2026-03-15,5,repo_adapter,KBS,true,3,,
BID,2026-03-16,2026-03-20,5,repo_adapter,KBS,true,5,,
BID,2026-03-21,2026-03-25,5,repo_adapter,KBS,true,3,,
BID,2026-03-26,2026-03-30,5,repo_adapter,KBS,true,3,,
BID,2026-03-31,2026-04-04,5,repo_adapter,KBS,true,4,,
BID,2026-04-05,2026-04-09,5,repo_adapter,KBS,true,4,,
BID,2026-04-10,2026-04-14,5,repo_adapter,KBS,true,3,,
BID,2026-04-15,2026-04-19,5,repo_adapter,KBS,true,3,,
BID,2026-04-20,2026-04-24,5,repo_adapter,KBS,true,5,,
BID,2026-04-25,2026-04-29,5,repo_adapter,KBS,true,2,,
BID,2026-04-30,2026-05-04,5,repo_adapter,KBS,true,1,,
BID,2026-05-05,2026-05-09,5,repo_adapter,KBS,true,4,,
BID,2026-05-10,2026-05-14,5,repo_adapter,KBS,true,4,,
CTG,2024-01-01,2024-01-05,5,legacy_vnstock,VCI,true,26,,
CTG,2024-01-06,2024-01-10,5,repo_adapter,KBS,true,3,,
CTG,2024-01-11,2024-01-15,5,repo_adapter,KBS,true,3,,
CTG,2024-01-16,2024-01-20,5,repo_adapter,KBS,true,4,,
CTG,2024-01-21,2024-01-25,5,legacy_vnstock,VCI,true,26,,
CTG,2024-01-26,2024-01-30,5,repo_adapter,KBS,true,3,,
CTG,2024-01-31,2024-02-04,5,repo_adapter,KBS,true,3,,
CTG,2024-02-05,2024-02-09,5,legacy_vnstock,VCI,true,26,,
CTG,2024-02-10,2024-02-14,5,legacy_vnstock,VCI,true,21,,
CTG,2024-02-15,2024-02-19,5,repo_adapter,KBS,true,3,,
CTG,2024-02-20,2024-02-24,5,repo_adapter,KBS,true,4,,
CTG,2024-02-25,2024-02-29,5,legacy_vnstock,VCI,true,26,,
CTG,2024-03-01,2024-03-05,5,repo_adapter,KBS,true,3,,
CTG,2024-03-06,2024-03-10,5,repo_adapter,KBS,true,3,,
CTG,2024-03-11,2024-03-15,5,legacy_vnstock,VCI,true,26,,
CTG,2024-03-16,2024-03-20,5,repo_adapter,KBS,true,3,,
CTG,2024-03-21,2024-03-25,5,repo_adapter,KBS,true,3,,
CTG,2024-03-26,2024-03-30,5,repo_adapter,KBS,true,4,,
CTG,2024-03-31,2024-04-04,5,legacy_vnstock,VCI,true,26,,
CTG,2024-04-05,2024-04-09,5,repo_adapter,KBS,true,3,,
CTG,2024-04-10,2024-04-14,5,repo_adapter,KBS,true,3,,
CTG,2024-04-15,2024-04-19,5,legacy_vnstock,VCI,true,26,,
CTG,2024-04-20,2024-04-24,5,repo_adapter,KBS,true,3,,
CTG,2024-04-25,2024-04-29,5,repo_adapter,KBS,true,2,,
CTG,2024-04-30,2024-05-04,5,repo_adapter,KBS,true,2,,
CTG,2024-05-05,2024-05-09,5,legacy_vnstock,VCI,true,26,,
CTG,2024-05-10,2024-05-14,5,repo_adapter,KBS,true,3,,
CTG,2024-05-15,2024-05-19,5,repo_adapter,KBS,true,3,,
CTG,2024-05-20,2024-05-24,5,legacy_vnstock,VCI,true,26,,
