date,market_pe,market_pb,fx_usdvnd,interest_rate,gold_price,oil_price
2025-04-17,12.080347928557748,1.5635719830780073,,4.1,116750.0,64.01
2025-04-18,12.091275818407334,1.5653986750313058,,,118500.0,
2025-04-19,,,,,113000.0,
2025-04-20,,,24907.0,,,
2025-04-21,11.960196050363738,1.5476774939433373,,,117000.0,62.41
2025-04-22,11.851228328786103,1.5306843985241048,24897.0,,123000.0,63.67
2025-04-23,11.961010245336627,1.5422118022994116,24928.0,,118000.0,62.27
2025-04-24,12.004537252773613,1.55752811183596,,,120000.0,62.79
2025-04-25,12.056840653379234,1.561315922849938,,,119500.0,63.02
2025-04-26,,,,,120000.0,
2025-04-27,,,24960.0,2.54,,
2025-04-28,11.968801481631138,1.5454837639017727,24956.0,,118500.0,62.05
2025-04-29,11.869983561811754,1.5267375332229545,,,120300.0,60.42
2025-04-30,,,,,,58.21
2025-05-01,,,24956.0,,120300.0,59.24
2025-05-02,,,24956.0,,119900.0,58.29
2025-05-03,,,,,119900.0,
2025-05-05,11.929892923566175,1.5363934797627663,,,118800.0,57.13
2025-05-06,11.94870853246563,1.538695025433644,,,121200.0,59.09
2025-05-07,12.029599699877949,1.5491334481567833,,,121200.0,58.07
2025-05-08,12.221118576938833,1.5732827820086133,24951.0,,119500.0,59.91
2025-05-09,12.188132284445953,1.570070606110395,,,120500.0,61.02
2025-05-10,,,,,121000.0,
2025-05-11,,,24945.0,,,
2025-05-12,12.34249775816998,1.5900034518058046,24973.0,,118200.0,61.95
2025-05-13,12.410981506976043,1.5913686500874886,24973.0,,119500.0,63.67
2025-05-14,12.549920621206722,1.6090693008331025,,,119000.0,63.15
2025-05-15,12.559822411121488,1.610385237603011,24960.0,,116850.0,61.62
2025-05-16,12.797617739927619,1.6410539766606622,24960.0,,117200.0,61.97
2025-05-17,,,,,117000.0,
2025-05-19,12.746696978387192,1.6346238412628302,,,118050.0,62.14
2025-05-20,12.937035169129928,1.6597707795040666,,,118050.0,62.03
2025-05-21,13.015594051998487,1.669877290510035,,,119750.0,61.57
2025-05-22,12.923894362777292,1.6581617416738892,24960.0,,119500.0,61.2
2025-05-23,12.929694971140684,1.658908182881204,24960.0,,119500.0,61.53
2025-05-24,,,,,120000.0,
2025-05-25,,,24940.0,,,
2025-05-26,13.107320012155254,1.6857551510482365,,,117750.0,60.89
2025-05-27,13.18109408345651,1.6954913511015115,24947.0,,117050.0,
2025-05-28,13.201460295579713,1.6981599068950792,24962.0,,117450.0,61.84
2025-05-29,13.201126709288511,1.6981560523502661,24978.0,,116750.0,60.94
2025-05-30,13.10993750890641,1.6864257284204998,24978.0,,117250.0,60.79
2025-05-31,,,,,116950.0,
2025-06-01,,,24970.0,,,
2025-06-02,13.146350131128818,1.6910894086779518,24982.0,,116800.0,62.52
2025-06-03,13.254004799567571,1.7049232484910308,,,116050.0,63.41
2025-06-04,13.23920316943624,1.703019247118759,24995.0,,116050.0,62.85
2025-06-05,13.203258656371647,1.6984001033018,24992.0,2.82,116550.0,63.37
2025-06-06,13.08328718309537,1.683036042639173,24992.0,,117000.0,64.58
2025-06-07,,,,,116050.0,
2025-06-09,12.903619881520541,1.6599900281535265,24985.0,,116700.0,65.29
2025-06-10,12.959359510471387,1.6673022465264575,24982.0,,117500.0,64.98
2025-06-11,12.949242591490904,1.6659963791619572,24990.0,,117800.0,68.15
2025-06-12,13.02595064107908,1.675865321840539,,,118000.0,68.04
2025-06-13,12.952075448129582,1.6663608428647085,,,118750.0,72.98
2025-06-14,,,,,119050.0,
2025-06-15,,,24993.0,,,
2025-06-16,13.185354565906637,1.6963735762585561,,,118600.0,71.77
2025-06-17,13.279676430369967,1.710617076752151,,,118600.0,73.27
2025-06-18,13.271141444900682,1.7095176454542467,25025.0,,118600.0,73.5
2025-06-19,13.322529336945728,1.7161371595765573,25031.0,,118400.0,73.84
2025-06-20,13.267897916004967,1.7129514342982122,25031.0,,118400.0,
2025-06-21,,,,,118700.0,
2025-06-22,,,25028.0,,,
2025-06-23,13.356082747683608,1.7243365334950531,25058.0,,118700.0,68.51
2025-06-24,13.448919879294866,1.7363222676902041,,,118500.0,64.37
2025-06-25,13.45892504831195,1.7376139846393932,,,118500.0,64.92
2025-06-26,13.440500619696948,1.736614679388239,25048.0,,119000.0,65.24
2025-06-27,13.497217581778846,1.7439429413115626,,,118700.0,65.52
2025-06-28,,,,,118200.0,
2025-06-29,,,25052.0,,,
2025-06-30,13.214434336487434,1.7560880215815944,,,118500.0,65.11
2025-07-01,13.232649804455631,1.7564655715972333,,,119700.0,65.45
2025-07-02,13.295815499423652,1.7662167807940283,25091.0,,119700.0,67.45
2025-07-03,13.27002850765437,1.7628029586582927,25116.0,,120300.0,67.0
2025-07-04,13.319535272414052,1.7692241964588407,25116.0,,119900.0,67.93
2025-07-05,,,,,119900.0,
2025-07-06,,,25113.0,,,
2025-07-07,13.469054729561199,1.78831899100505,,,119500.0,67.05
2025-07-08,13.60024336446149,1.8056364426273988,25119.0,,120000.0,68.33
2025-07-09,13.751096539770193,1.8258052859058538,,,119600.0,68.38
2025-07-10,13.893440644160153,1.8440507107765154,25128.0,,119800.0,66.57
2025-07-11,14.01723159705662,1.8595702049909306,25128.0,,120000.0,68.45
2025-07-12,,,,,120500.0,
2025-07-13,,,25126.0,,,
2025-07-14,14.14226572829123,1.8756677690989831,,,120500.0,66.98
2025-07-15,14.042106246997829,1.8631268814807345,,,120100.0,66.52
2025-07-16,14.186659406849104,1.8819750149765773,,,119600.0,66.38
2025-07-17,14.333767330968321,1.9005470717954016,25185.0,,119600.0,67.54
2025-07-18,14.407727323365549,1.911226171343678,,,120250.0,66.05
2025-07-19,,,,,120250.0,
2025-07-20,,,25191.0,,,
2025-07-21,14.270667648291685,1.896931922313381,,,120750.0,65.95
2025-07-22,14.503028124241089,1.9223091431964139,25177.0,,121000.0,65.31
2025-07-23,14.474119343971214,1.9249334015718962,25166.0,,,65.25
2025-07-24,14.54697372726505,1.9358164659097714,25164.0,,,66.03
2025-07-25,14.638291659262382,1.9488064130426852,,,,65.16
2025-07-28,14.875287363821455,1.9811374401174369,25206.0,,120350.0,66.71
2025-07-29,14.239996002228583,1.8977772503321895,,,120450.0,69.21
2025-07-30,14.130462569005866,1.895560420214919,25240.0,,120750.0,70.0
2025-07-31,13.914046544844846,1.8556732396066895,25249.0,,120650.0,69.26
2025-08-01,13.468388851646662,1.847585693733092,25249.0,,120650.0,67.33
2025-08-02,,,,,122500.0,
2025-08-03,,,25240.0,,,
2025-08-04,13.764274200438718,1.888402529809433,25219.0,,122500.0,66.29
2025-08-05,13.935700946807064,1.9118078409887937,,,123000.0,65.16
2025-08-06,14.17610339506005,1.944661887159281,25239.0,,123100.0,64.35
2025-08-07,14.249118978020924,1.954654641540126,,,123100.0,63.88
2025-08-08,14.280187321326508,1.958360042131862,25228.0,,123800.0,63.88
2025-08-09,,,,,123800.0,
2025-08-10,,,25231.0,,,
2025-08-11,14.390241539052676,1.9731462836175482,25243.0,,123300.0,63.96
2025-08-12,14.494687355306636,1.9872512043073949,25247.0,,123300.0,63.17
2025-08-13,14.528711157916419,1.992515529720893,,,123600.0,62.65
2025-08-14,14.792804141012397,2.0286051115373014,25249.0,,124200.0,63.96
2025-08-15,14.694885975960354,2.0157204183726876,,,124000.0,62.8
2025-08-16,,,,,124000.0,
2025-08-18,14.760747484103058,2.023851515820094,25255.0,,124500.0,62.7
2025-08-19,14.91110728857769,2.0459564319132464,,,124500.0,61.77
2025-08-20,15.009154486259106,2.0579372686466635,,,124300.0,62.71
2025-08-21,15.229499875204665,2.0873781730224152,25298.0,,124900.0,63.52
2025-08-22,14.838384385344163,2.0348088009885554,,,124900.0,63.66
2025-08-23,,,,,126100.0,
2025-08-24,,,25291.0,,,
2025-08-25,14.547382352553722,1.9960381674721883,,,126350.0,64.8
2025-08-26,15.055984873041139,2.0623434649483166,,,126900.0,63.25
2025-08-27,15.103710785460677,2.0687249410573383,,,127000.0,64.15
2025-08-28,15.178093907956736,2.081813224207054,,,127750.0,64.6
2025-08-29,15.190693911548681,2.0836716937027657,25240.0,,128550.0,64.01
2025-08-30,,,,,129850.0,
2025-09-01,,,,,,65.59
2025-09-02,,,25246.0,4.99,129850.0,
2025-09-03,15.205807190696639,2.0847109017594834,25248.0,,132650.0,63.97
2025-09-04,15.34237932101827,2.103478074939386,,,133150.0,63.48
2025-09-05,15.077783154798865,2.067407322488675,,,133650.0,61.87
2025-09-06,,,,,134650.0,
2025-09-08,14.699143137009445,2.0154746980653497,,,134100.0,62.26
2025-09-09,14.79542115588702,2.031632348077846,25221.0,,134800.0,62.63
2025-09-10,14.854383854396643,2.0390927355163857,,,134300.0,63.67
2025-09-11,14.988653061045682,2.0570981971516313,25216.0,,131800.0,62.37
2025-09-12,15.076112556026388,2.0688863239682944,25216.0,,129900.0,62.69
2025-09-13,,,,,129600.0,
2025-09-15,15.238424309408812,2.0907293116196564,25208.0,,129850.0,63.3
2025-09-16,15.206920934009013,2.085079318487669,25198.0,,131300.0,64.52
2025-09-17,15.115582171287336,2.072854202223398,25186.0,,131300.0,64.05
2025-09-18,15.063550180014412,2.0657067575786856,25186.0,,131000.0,63.26
2025-09-19,15.003614277404552,2.0555323117648228,25186.0,,,62.4
2025-09-21,,,25189.0,,,
2025-09-22,14.779720441069127,2.0255732461545604,,,132600.0,62.28
2025-09-23,14.787386441570485,2.026602540474211,,,134000.0,63.41
2025-09-24,14.99280455497562,2.0539359954210585,,,134100.0,64.99
2025-09-25,15.073115457408708,2.0647167193569382,,,133500.0,64.98
2025-09-26,15.023343960714543,2.058132362930538,25194.0,,133500.0,65.72
2025-09-27,,,,,134000.0,
2025-09-28,,,25192.0,,,
2025-09-29,15.077521322209375,2.0653032769650324,25187.0,,135500.0,63.45
2025-09-30,15.033677788369948,2.0544733783226308,25187.0,,135800.0,62.37
2025-10-01,15.065950405266136,2.0585988097931285,,,137400.0,61.78
2025-10-02,14.959565242640045,2.043234942843414,25162.0,,137000.0,60.48
2025-10-03,14.898284496057345,2.0369355398816604,,,136800.0,60.88
2025-10-04,,,,,137600.0,
2025-10-06,15.354605627914626,2.098581860172204,,,139100.0,61.69
2025-10-07,15.23924135002226,2.0859926110583085,,,139600.0,61.73
2025-10-08,15.355066389568712,2.098992855513771,25130.0,,141500.0,62.55
2025-10-09,15.412658596412713,2.121470756840644,25128.0,,141500.0,61.51
2025-10-10,15.727986371323775,2.1626117185868527,25128.0,,141200.0,58.9
2025-10-11,,,,,141800.0,
2025-10-12,,,25112.0,,,
2025-10-13,15.893266193837713,2.189698296037046,25114.0,,143100.0,59.49
2025-10-14,15.867757575871227,2.1816444332696037,,,145100.0,58.7
2025-10-15,15.741365289090556,2.179428520774086,,,147000.0,58.27
2025-10-16,15.851191744598458,2.19686639027318,,,148100.0,57.46
2025-10-17,15.516746875737999,2.1507737804644274,,,152250.0,57.15
2025-10-18,,,,,150000.0,
2025-10-19,,,25101.0,4.97,,
2025-10-20,14.645743062294573,2.0336953986294244,,,151000.0,57.02
2025-10-21,14.865499439799875,2.0720975328271867,25099.0,6.16,152000.0,57.24
2025-10-22,15.02948144973835,2.086287035702102,25098.0,,147600.0,58.5
2025-10-23,15.038050792334118,2.0949808489733295,25098.0,,148500.0,61.79
2025-10-24,14.963987954276027,2.088152338139033,25098.0,,147500.0,61.5
2025-10-25,,,,,148200.0,
2025-10-27,14.685538143715936,2.0424575021040337,25095.0,5.36,147650.0,61.31
2025-10-28,14.901794187228425,2.0732774688781106,,,144100.0,60.15
2025-10-29,14.996795311691733,2.0712746595707943,25091.0,,147100.0,60.48
2025-10-30,14.746170268457748,2.0375190657245046,,,146800.0,60.57
2025-10-31,14.384008815461376,1.9892422988675786,,,147400.0,60.98
2025-11-01,,,,,147400.0,
2025-11-03,14.142162415919078,1.9615331053184624,,,148000.0,61.05
2025-11-04,14.446572950770049,2.0038589441068675,25097.0,,147200.0,60.56
2025-11-05,14.472156017746045,2.0073918454702926,,,146500.0,59.6
2025-11-06,14.365377332555534,1.992458301912911,,,147400.0,59.43
2025-11-07,13.985844317266436,1.9396844154564523,25103.0,,,59.75
2025-11-09,,,25106.0,,,
2025-11-10,13.823985650863698,1.9171516484632969,25118.0,,,60.13
2025-11-11,13.934819556180507,1.9330852791001478,,6.01,,61.04
2025-11-12,14.270124615742837,1.9794857438184656,25125.0,,,58.49
2025-11-13,14.266961380365377,1.978968873567713,25122.0,,153500.0,58.69
2025-11-14,14.305620663154064,1.9842951000671425,,,152200.0,60.09
2025-11-15,,,,,150000.0,
2025-11-16,,,25120.0,,150000.0,
2025-11-17,14.474950051456565,2.007314551628793,25132.0,,150000.0,59.91
2025-11-18,14.52309295526671,2.0139927179822497,25132.0,,148300.0,60.67
2025-11-19,14.426342067293046,2.0004138064291617,,,150000.0,59.25
2025-11-20,14.488694379673532,2.0089022625577413,,,149300.0,59.0
2025-11-21,14.46939789954801,2.0076088201862152,25136.0,,148800.0,58.06
2025-11-22,,,,,149400.0,
2025-11-23,,,25144.0,,,
2025-11-24,14.572923897876498,2.023465387947818,25146.0,,149400.0,58.84
2025-11-25,14.492047539990189,2.0142201121627403,,,151900.0,57.95
2025-11-26,14.649850817671844,2.0385163958448445,,,152400.0,58.65
2025-11-27,14.676644346586981,2.043279448319557,,,152400.0,58.55
2025-11-28,14.716241181758281,2.0513745556718868,25155.0,,153200.0,
2025-11-29,,,,,153900.0,
2025-11-30,,,25156.0,,,
2025-12-01,15.15711549152364,2.0643459464543885,,,,59.32
2025-12-02,15.294181016027904,2.083069800560215,25153.0,,153500.0,58.64
2025-12-03,15.425087295857807,2.100899372774255,25152.0,,153500.0,58.95
2025-12-04,15.47387106520315,2.10754426893864,,,152800.0,59.67
2025-12-05,15.511097110540552,2.112361629480876,,,153900.0,60.08
2025-12-06,,,,,153200.0,
2025-12-07,,,25152.0,,,
2025-12-08,15.634631126974039,2.125400756691296,,,153500.0,58.88
2025-12-09,15.579389330161263,2.117909104376358,25155.0,,152700.0,58.25
2025-12-10,15.330680175711967,2.084552813593542,,,153700.0,58.46
2025-12-11,15.149026181981766,2.058998114190041,25148.0,,153500.0,57.6
2025-12-12,14.68348358898341,1.995729054877864,25148.0,,154600.0,57.44
2025-12-13,,,,,155300.0,
2025-12-15,14.68001549029534,1.9952576827218615,25141.0,,156200.0,56.82
2025-12-16,15.025375139792315,2.0520857218049287,25146.0,4.48,154600.0,55.27
2025-12-17,14.97462440498376,2.04531375798631,,,155200.0,55.81
2025-12-18,15.03540341498922,2.04940695443431,25148.0,,155400.0,56.0
2025-12-19,15.280773896096452,2.082852280543268,,,155400.0,56.52
2025-12-20,,,,,155600.0,
2025-12-21,,,,6.72,,
2025-12-22,15.699813730142642,2.1399907318670035,,,156500.0,58.01
2025-12-23,15.888934214628716,2.1663291541543477,,,158000.0,58.38
2025-12-24,15.984855858986492,2.1794120490793114,25133.0,,158200.0,58.35
2025-12-25,15.883112045434634,2.1858085348421237,25128.0,,157800.0,
2025-12-26,15.764368729551224,2.1697100330289882,25128.0,,158400.0,56.74
2025-12-27,,,,,158700.0,
2025-12-29,15.992501360149497,2.2011338979475563,25124.0,,157000.0,58.08
2025-12-30,16.102293705132247,2.216245208357001,25121.0,,153700.0,57.95
2025-12-31,16.37788911498388,2.2376381939343504,,,151800.0,57.42
2026-01-01,,,25121.0,,151800.0,
2026-01-02,,,25121.0,,151800.0,57.32
2026-01-03,,,,,151800.0,
2026-01-04,,,25124.0,,,
2026-01-05,16.42513911882087,2.2440446601329738,25122.0,,156100.0,58.32
2026-01-06,16.686185572756774,2.2796439620909097,25122.0,,157000.0,57.13
2026-01-07,17.1027358046714,2.336489294229836,,,157100.0,55.99
2026-01-08,17.047447676795198,2.328970434979076,25127.0,,156200.0,57.76
2026-01-09,17.162684038295353,2.3445738784466057,25131.0,,157300.0,59.12
2026-01-10,,,,,158800.0,
2026-01-11,,,25129.0,,,
2026-01-12,17.24916557241273,2.357315800785482,25129.0,3.97,161000.0,59.5
2026-01-13,17.44477318941471,2.389478321030187,25135.0,,161000.0,61.15
2026-01-14,17.366172903778875,2.3787904199608807,25135.0,,162500.0,62.02
2026-01-15,17.063346176272297,2.3379518749428794,25131.0,,161800.0,59.08
2026-01-16,17.153465810244363,2.355724576092419,,,161800.0,59.34
2026-01-17,,,,,161800.0,
2026-01-19,17.313009429121472,2.3598804374434974,25130.0,,164000.0,60.36
2026-01-20,17.137640366674702,2.3409401138169623,,,165100.0,
2026-01-21,17.047790967978756,2.3130248488292433,,,169500.0,60.62
2026-01-22,16.86198860742119,2.3094548054304758,25125.0,,168300.0,59.36
2026-01-23,16.749417562037717,2.293921193164905,,,171200.0,61.07
2026-01-24,,,,,173300.0,
2026-01-25,,,25113.0,,,
2026-01-26,16.49393048616474,2.260643763427973,,,176000.0,60.63
2026-01-27,16.37974973231879,2.2423705294527205,,,176300.0,62.39
2026-01-28,16.06305494850877,2.2008255761591053,,,182950.0,63.21
2026-01-29,16.125186319581633,2.2135737517432403,,,188100.0,65.42
2026-01-30,16.249326479485834,2.208351237695602,,,179500.0,65.21
2026-01-31,,,,,170500.0,
2026-02-02,15.309341484765985,2.1483456984375837,25069.0,,164500.0,62.14
2026-02-03,14.959586717624449,2.1560126265977666,25067.0,,175000.0,63.21
2026-02-04,14.769340790258473,2.1301641764534383,25066.0,,178700.0,65.14
2026-02-05,14.693580982195744,2.11963772928899,25066.0,,175700.0,63.29
2026-02-06,14.472202904499097,2.087417129783671,25065.0,,175000.0,63.55
2026-02-07,,,,,177800.0,
2026-02-08,,,25063.0,,,
2026-02-09,14.47026019989628,2.0907753932312314,25055.0,,178900.0,64.36
2026-02-10,14.458093365775603,2.0898592340513416,25055.0,,179500.0,63.96
2026-02-11,14.811332823302129,2.1409181698141406,,,179500.0,64.63
2026-02-12,14.953306620161172,2.1622377365307135,25049.0,,179500.0,62.84
2026-02-13,15.034769894551053,2.174165612413938,,,177500.0,62.89
2026-02-14,,,,,179500.0,
2026-02-16,,,,,,62.33
2026-02-18,,,,,,65.05
2026-02-19,,,,,,66.4
2026-02-20,,,,,,66.48
2026-02-21,,,,,179500.0,
2026-02-22,,,25051.0,,,
2026-02-23,15.325070997472087,2.2175407457564758,,,183100.0,66.31
2026-02-24,15.410129117093273,2.2298527704024225,25057.0,,183100.0,65.63
2026-02-25,15.354846333855154,2.221826517022557,25051.0,,183500.0,65.42
2026-02-26,15.516292971560182,2.244855436353832,,,182500.0,65.21
2026-02-27,15.521794795819002,2.2456593058708068,,,182500.0,67.02
2026-02-28,,,,,185500.0,
2026-03-01,,,25038.0,,,
2026-03-02,15.238438695147645,2.204780652370201,,,189400.0,71.23
2026-03-03,14.966637485335788,2.165379709526758,25052.0,,186700.0,74.56
2026-03-04,15.006006240347643,2.1718360259271834,25055.0,,182700.0,74.66
2026-03-05,14.925469025564045,2.16023587820874,25057.0,,183200.0,81.01
2026-03-06,14.607722617418764,2.1083368498463564,,,182300.0,90.9
2026-03-07,,,,,183500.0,
2026-03-08,,,25059.0,,,
2026-03-09,13.657943890413904,1.9710683925685826,,,182600.0,94.77
2026-03-10,13.856208204936522,1.999681210174558,25059.0,,184600.0,83.45
2026-03-11,14.282198983981981,2.06121521777259,25061.0,,185700.0,87.25
2026-03-12,14.126816555464064,2.039306636917806,25065.0,,184800.0,95.73
2026-03-13,14.01653335673997,2.0233652228247405,,,183300.0,98.71
2026-03-14,,,,,181100.0,
2026-03-16,13.992155771476023,2.019791855493387,,,181600.0,93.5
2026-03-17,14.134566525555353,2.0402208648663955,25067.0,,181500.0,96.21
2026-03-18,14.164080555970596,2.0443684399715685,25072.0,,181500.0,95.46
2026-03-19,14.044263122698817,2.0276038975675776,25085.0,,174000.0,95.55
2026-03-20,13.620800191125076,1.966353816402718,25085.0,,174600.0,98.23
2026-03-21,,,,,169500.0,
2026-03-22,,,25090.0,,,
2026-03-23,13.149993837467768,1.8987205445364033,25109.0,,164500.0,88.13
2026-03-24,13.343306413248431,1.9260372688176355,,,168700.0,92.35
2026-03-25,13.697845940421196,1.9778708258279882,25102.0,,172000.0,90.32
2026-03-26,13.585756486123492,1.9622718087652586,,4.63,170000.0,94.48
2026-03-27,13.871741920462005,1.9959651404735888,,,170100.0,99.64
2026-03-28,,,,,171300.0,
2026-03-29,,,25100.0,,,
2026-03-30,13.784876130545031,1.9948242071484752,,,172300.0,102.88
2026-03-31,13.910791159210087,2.0093161391567085,25105.0,,173400.0,101.38
2026-04-01,14.154278227655157,2.0436939198020188,,,175200.0,100.12
2026-04-02,14.105295716719935,2.034006400140309,,,171750.0,111.54
2026-04-03,14.01357770472452,2.0195549139216196,,,172750.0,
2026-04-04,,,,,172750.0,
2026-04-06,13.939021971938052,2.0086921458967972,25108.0,,171600.0,112.41
2026-04-07,13.93596893562054,2.011726265859177,25106.0,4.67,171000.0,112.95
2026-04-08,14.594829084623102,2.1065864941545867,,,173000.0,94.41
2026-04-09,14.429552627022932,2.0827011476393418,25105.0,,170000.0,97.87
2026-04-10,14.540356550907866,2.098652228408972,25105.0,,171200.0,96.57
2026-04-11,,,,,170900.0,
2026-04-13,14.615344302464795,2.1092141868128853,25106.0,4.83,170000.0,99.08
2026-04-14,14.779624387066121,2.1285687307716725,25103.0,,171750.0,91.28
2026-04-15,14.974038771670228,2.1585187356379056,25102.0,,171750.0,91.29
2026-04-16,15.13341857365099,2.1813692297137477,,,169450.0,94.69
2026-04-17,15.108386035837569,2.174561541134308,,,169250.0,82.59
2026-04-18,,,,,170250.0,
