date,industry,ret,sector_dispersion,sector_member_count
2025-03-27,Bán buôn,0.0075543721807867946,0.030253828092976453,38.0
2025-03-28,Bán buôn,-0.00071764727704544,0.04192830575968312,39.0
2025-03-31,Bán buôn,-0.003968236596636929,0.038344804089677754,37.0
2025-04-01,Bán buôn,0.00899397098134947,0.022668225293907527,39.0
2025-04-02,Bán buôn,0.01460985156596262,0.027989424822214427,40.0
2025-04-03,Bán buôn,-0.04972954399979723,0.036709460014571316,40.0
2025-04-04,Bán buôn,-0.014522249703123088,0.041401372532960105,42.0
2025-04-08,Bán buôn,-0.04296543632758256,0.04381137825419585,40.0
2025-04-09,Bán buôn,-0.028574553703526573,0.04967517495073701,40.0
2025-04-10,Bán buôn,0.051449432645233946,0.04568003202891007,41.0
2025-04-11,Bán buôn,0.02414100938181149,0.03624274985745057,42.0
2025-04-14,Bán buôn,0.006323920790306141,0.03237507454267227,37.0
2025-04-15,Bán buôn,-0.013165295168733987,0.03010349806223076,37.0
2025-04-16,Bán buôn,-0.004470662245237229,0.031731272410558946,37.0
2025-04-17,Bán buôn,0.007914872116080756,0.02613150612194178,39.0
2025-04-18,Bán buôn,0.015555022032096346,0.03285441611459185,41.0
2025-04-21,Bán buôn,0.0018728507316685826,0.029249035054826223,37.0
2025-04-22,Bán buôn,-0.01613084323408534,0.021704701897664883,38.0
2025-04-23,Bán buôn,0.014031532640465492,0.018743382859038215,39.0
2025-04-24,Bán buôn,-0.000542666797415229,0.017278676471421086,38.0
2025-04-25,Bán buôn,0.0009403372708575976,0.029596296810527913,41.0
2025-04-28,Bán buôn,0.004731205093342729,0.028401417603970316,41.0
2025-04-29,Bán buôn,-0.003973209833507904,0.024000836578179634,39.0
2025-05-05,Bán buôn,0.0022938631937837253,0.035093831303044234,39.0
2025-05-06,Bán buôn,0.007572801457098368,0.026873511762311127,37.0
2025-05-07,Bán buôn,-0.002945343563939019,0.021523570379988324,38.0
2025-05-08,Bán buôn,0.0123505963925619,0.03425567091721114,39.0
2025-05-09,Bán buôn,0.005907298422895775,0.033518187280206016,41.0
2025-05-12,Bán buôn,0.009140791439979376,0.022425187977652056,38.0
2025-05-13,Bán buôn,0.007678187566226044,0.03214557830827562,40.0
2025-05-14,Bán buôn,0.007190057974392679,0.030666814162757416,38.0
2025-05-15,Bán buôn,0.0013821427245151257,0.022790872095472994,37.0
2025-05-16,Bán buôn,-0.00032677249871927163,0.03339571712627112,40.0
2025-05-19,Bán buôn,-0.0047875239999730255,0.020446095077646692,37.0
2025-05-20,Bán buôn,0.0011426251956072099,0.033121443038677076,37.0
2025-05-21,Bán buôn,-0.005230920673273498,0.019379457469694352,37.0
2025-05-22,Bán buôn,0.006525886542154865,0.02593885904503709,37.0
2025-05-23,Bán buôn,-0.002451450867791476,0.030826987817843272,39.0
2025-05-26,Bán buôn,0.015255434238067772,0.024466387502565398,37.0
2025-05-27,Bán buôn,0.008101745888955025,0.024476491459666398,37.0
2025-05-28,Bán buôn,0.003768889793523268,0.021139072955667783,38.0
2025-05-29,Bán buôn,0.01249257447480069,0.02890214294399259,37.0
2025-05-30,Bán buôn,-0.005180883355491969,0.029300758588475546,37.0
2025-06-02,Bán buôn,0.0019615679244473464,0.023092813778540708,36.0
2025-06-03,Bán buôn,0.002839497716236261,0.025743349862218632,36.0
2025-06-04,Bán buôn,0.0006527947839931295,0.025423452058293487,36.0
2025-06-05,Bán buôn,-0.00592491012936136,0.023984213737660503,35.0
2025-06-06,Bán buôn,-0.003879267815588961,0.03108477761706804,38.0
2025-06-09,Bán buôn,-0.0075995388428014895,0.027707700874131286,34.0
2025-06-10,Bán buôn,0.0005294739502647688,0.03670108126354207,37.0
2025-06-11,Bán buôn,0.0004269601401064012,0.025157012159311733,37.0
2025-06-12,Bán buôn,-8.127149909718388e-05,0.023605002452447878,37.0
2025-06-13,Bán buôn,-0.0033718228627350718,0.0332344627376819,40.0
2025-06-16,Bán buôn,0.012189518141122421,0.031858987217544016,36.0
2025-06-17,Bán buôn,0.005206968551039008,0.032075216282553616,36.0
2025-06-18,Bán buôn,0.0019131387445999674,0.01952039447911687,35.0
2025-06-19,Bán buôn,0.0009755313276559349,0.03222694396518267,36.0
2025-06-20,Bán buôn,0.002627967972984534,0.031053590123112918,39.0
2025-06-23,Bán buôn,0.00030282682605055155,0.023884318288000354,37.0
2025-06-24,Bán buôn,-0.0021712660589255682,0.03465349412827797,38.0
2025-06-25,Bán buôn,0.004484903169915798,0.03177831473570418,36.0
2025-06-26,Bán buôn,-0.007210926583337589,0.025514815081920543,36.0
2025-06-27,Bán buôn,0.00899536671902568,0.03273032392762412,40.0
2025-06-30,Bán buôn,0.007939408651499285,0.024964262349920323,35.0
2025-07-01,Bán buôn,-0.009784340895860638,0.0376510229661113,35.0
2025-07-02,Bán buôn,0.008711087371373374,0.03394239275226048,36.0
2025-07-03,Bán buôn,0.0052600997140243985,0.031725093914312226,37.0
2025-07-04,Bán buôn,0.0013520515157338098,0.028322504160287174,40.0
2025-07-07,Bán buôn,-0.0013573503380588411,0.025163056873837804,36.0
2025-07-08,Bán buôn,0.0036036135394296506,0.03514784229851874,37.0
2025-07-09,Bán buôn,0.0029865882005354685,0.030343573194906808,35.0
2025-07-10,Bán buôn,0.010859150087252217,0.03824761456565572,36.0
2025-07-11,Bán buôn,0.009375639859503395,0.03811518571301062,40.0
2025-07-14,Bán buôn,-0.0016222267103034608,0.03349270539730371,38.0
2025-07-15,Bán buôn,0.006748959675151983,0.034896694613618516,35.0
2025-07-16,Bán buôn,0.010419634210426444,0.028991551830177414,37.0
2025-07-17,Bán buôn,0.0008900170837450287,0.024897730687288854,38.0
2025-07-18,Bán buôn,0.0036306210376883885,0.03481935037519766,39.0
2025-07-21,Bán buôn,-0.008643785491062615,0.03622578755367297,37.0
2025-07-22,Bán buôn,0.013561626261829112,0.03802671040358468,37.0
2025-07-23,Bán buôn,0.004485855034561803,0.029523015524691915,36.0
2025-07-24,Bán buôn,0.007104423993379439,0.02615406346975865,36.0
2025-07-25,Bán buôn,0.005750272183003493,0.037149689416395675,38.0
2025-07-28,Bán buôn,0.00612794100781598,0.025848816312350913,36.0
2025-07-29,Bán buôn,-0.0200557032933636,0.039907997851337536,35.0
2025-07-30,Bán buôn,0.00802921652479487,0.02641607604461997,34.0
2025-07-31,Bán buôn,0.016464859703092815,0.0350760058828382,35.0
2025-08-01,Bán buôn,0.0014985259747144035,0.03273059683458768,37.0
2025-08-04,Bán buôn,0.005170757710694412,0.03063535809633674,35.0
2025-08-05,Bán buôn,-0.0009272489827232214,0.032885496068993526,35.0
2025-08-06,Bán buôn,0.011402781271942478,0.02909624526334047,34.0
2025-08-07,Bán buôn,0.0031605241433817757,0.03070280829801216,37.0
2025-08-08,Bán buôn,0.0023542157441529456,0.024199867389037552,39.0
2025-08-11,Bán buôn,0.00211200443565723,0.01982613886323021,36.0
2025-08-12,Bán buôn,-0.006270776496672629,0.03285325180673189,36.0
2025-08-13,Bán buôn,-0.004058762510114158,0.021568313831946222,37.0
2025-08-14,Bán buôn,-0.003496735476692074,0.023667350992325108,38.0
2025-08-15,Bán buôn,-0.007524221483554611,0.029613571902571058,36.0
2025-08-18,Bán buôn,0.009694190029559603,0.029835748618227263,37.0
2025-08-19,Bán buôn,0.006593671668816567,0.02314870032070101,37.0
2025-08-20,Bán buôn,-0.012105632749454122,0.033435896565766815,36.0
2025-08-21,Bán buôn,-0.008158463297307357,0.02999171087803656,37.0
2025-08-22,Bán buôn,-0.01924944073172559,0.033085417893085514,41.0
2025-08-25,Bán buôn,0.00114121786800878,0.027712782473465668,33.0
2025-08-26,Bán buôn,0.01295625051010774,0.02267487972246953,31.0
2025-08-27,Bán buôn,0.003995859800333059,0.02279828852725633,33.0
2025-08-28,Bán buôn,-0.003551821048885043,0.016231190771451243,33.0
2025-08-29,Bán buôn,0.008039429848828515,0.02508794936681634,38.0
2025-09-03,Bán buôn,0.010955306355623336,0.027496924457536688,34.0
2025-09-04,Bán buôn,0.005875682286768201,0.02334345253093687,33.0
2025-09-05,Bán buôn,0.00024727296390380214,0.030395579272101878,39.0
2025-09-08,Bán buôn,-0.013770372425900469,0.028006721985213135,33.0
2025-09-09,Bán buôn,0.0018535651284115723,0.029751569791512264,33.0
2025-09-10,Bán buôn,0.005822282549423718,0.02742749480403155,34.0
2025-09-11,Bán buôn,0.0007434340379810223,0.0291842525282963,36.0
2025-09-12,Bán buôn,0.012057683302219945,0.031091450195712293,38.0
2025-09-15,Bán buôn,0.011858364986662762,0.023294324908461818,34.0
2025-09-16,Bán buôn,-0.0006804963112744348,0.02265385112531199,36.0
2025-09-17,Bán buôn,0.00596355226394923,0.03127217821455198,35.0
2025-09-18,Bán buôn,0.0028857825230373508,0.027370593184103145,33.0
2025-09-19,Bán buôn,-0.000629492526991429,0.030109832501619558,36.0
2025-09-22,Bán buôn,-0.013484269145833446,0.025144920527362644,34.0
2025-09-23,Bán buôn,-0.008055662039684388,0.02837119111692571,33.0
2025-09-24,Bán buôn,0.0021552615757494367,0.02919163119910326,36.0
2025-09-25,Bán buôn,0.009723846742359344,0.03781721517817907,34.0
2025-09-26,Bán buôn,-0.0025638754126080807,0.0321043486591603,39.0
2025-09-29,Bán buôn,-0.005529082262909902,0.024824606953179642,34.0
2025-09-30,Bán buôn,0.0012719879906037386,0.021961105907324013,37.0
2025-10-01,Bán buôn,0.00011626081865183926,0.036249067088421225,33.0
2025-10-02,Bán buôn,-0.006927185458814613,0.03527910608535334,34.0
2025-10-03,Bán buôn,-0.006650021020256594,0.03229937719042752,39.0
2025-10-06,Bán buôn,0.007750252862069932,0.03748679063641262,34.0
2025-10-07,Bán buôn,-0.007587008410077017,0.026396463976524343,32.0
2025-10-08,Bán buôn,0.005473188531375458,0.02817628928054842,35.0
2025-10-09,Bán buôn,-0.006505216018205098,0.03628069185639391,33.0
2025-10-10,Bán buôn,-0.00576937751123958,0.025391793845848793,36.0
2025-10-13,Bán buôn,-0.008582534739157396,0.022587343930640557,34.0
2025-10-14,Bán buôn,-0.005756412403194263,0.02888647456602847,35.0
2025-10-15,Bán buôn,-0.0026009166583824514,0.02964434879233812,33.0
2025-10-16,Bán buôn,-0.0017919846664447116,0.029786141879286188,33.0
2025-10-17,Bán buôn,-0.0001477723264096646,0.03025591783015903,38.0
2025-10-20,Bán buôn,-0.009096564828152243,0.05243307741752119,34.0
2025-10-21,Bán buôn,0.0016960220691631563,0.03709752757120372,32.0
2025-10-22,Bán buôn,0.005264077397248098,0.03585686495717082,34.0
2025-10-23,Bán buôn,0.011211931441356144,0.03157424094066843,31.0
2025-10-24,Bán buôn,-0.005571815602528409,0.027043218198300124,35.0
2025-10-27,Bán buôn,-0.0036289089004096883,0.020978725035989885,31.0
2025-10-28,Bán buôn,0.0009639975141692994,0.030778735196489063,34.0
2025-10-29,Bán buôn,0.009994521894747914,0.026482713919034097,34.0
2025-10-30,Bán buôn,0.004509786859525602,0.029863236718595795,32.0
2025-10-31,Bán buôn,-0.008469177227405922,0.023431299467205895,39.0
2025-11-03,Bán buôn,-0.004698900836779855,0.0371434312090906,33.0
2025-11-04,Bán buôn,0.006454826831399721,0.030969455639889357,33.0
2025-11-05,Bán buôn,-0.0005028104476250024,0.028295804103419368,32.0
2025-11-06,Bán buôn,-0.00029059084604338473,0.02625280386495128,34.0
2025-11-07,Bán buôn,-0.00691008683650205,0.030936387190631916,36.0
2025-11-10,Bán buôn,0.00574066285368107,0.025848383766890134,30.0
2025-11-11,Bán buôn,-0.0018837077605215317,0.01967484812305618,33.0
2025-11-12,Bán buôn,0.011713310551281449,0.02683756412406572,34.0
2025-11-13,Bán buôn,0.0019303072421569985,0.01861360617912154,32.0
2025-11-14,Bán buôn,0.005274421168120674,0.019755966091892976,34.0
2025-11-17,Bán buôn,0.017729785982546018,0.032756410335304936,36.0
2025-11-18,Bán buôn,0.00036500666153574304,0.025322838934306636,33.0
2025-11-19,Bán buôn,0.00016157020863504076,0.027962741865390862,35.0
2025-11-20,Bán buôn,-0.008872064044868963,0.0359549033226345,37.0
2025-11-21,Bán buôn,0.0015542224365674047,0.02008660788703983,35.0
2025-11-24,Bán buôn,-0.0023808272869828458,0.01621143469371172,32.0
2025-11-25,Bán buôn,-0.010544265591682285,0.024199250884000958,34.0
2025-11-26,Bán buôn,0.012536821604730942,0.022715829979632857,32.0
2025-11-27,Bán buôn,-0.0021246352315942916,0.026220594295639648,34.0
2025-11-28,Bán buôn,-0.003636365927341086,0.031200220993862524,36.0
2025-12-01,Bán buôn,0.0019241981009696543,0.024668755049486995,31.0
2025-12-02,Bán buôn,0.006278531229660933,0.032837262779281715,30.0
2025-12-03,Bán buôn,0.0035248308033220053,0.027669742221455493,35.0
2025-12-04,Bán buôn,0.008473454469602626,0.02641525722586374,32.0
2025-12-05,Bán buôn,-0.004749699303801098,0.02994140160176357,36.0
2025-12-08,Bán buôn,0.0033467454765214004,0.03300923399403387,29.0
2025-12-09,Bán buôn,-0.009146915154752248,0.013117158026949217,34.0
2025-12-10,Bán buôn,-0.002753212720978511,0.024227667914617983,33.0
2025-12-11,Bán buôn,-0.004447418531588192,0.02805521269927928,32.0
2025-12-12,Bán buôn,-0.020571449488668958,0.03657548154035478,34.0
2025-12-15,Bán buôn,0.006811960107863218,0.028483654787147122,35.0
2025-12-16,Bán buôn,0.01229692898359383,0.0206702722187021,33.0
2025-12-17,Bán buôn,-0.006445312077591102,0.02957330179027957,32.0
2025-12-18,Bán buôn,-0.004387482165996231,0.020550109394825003,34.0
2025-12-19,Bán buôn,0.0027884629973204617,0.03522566059311598,36.0
2025-12-22,Bán buôn,0.010454473807109066,0.031977267180591094,31.0
2025-12-23,Bán buôn,0.001977260940329512,0.031246454216245993,33.0
2025-12-24,Bán buôn,-0.007477342826253388,0.021775956401327415,33.0
2025-12-25,Bán buôn,-0.011067687123578376,0.032320981790566375,32.0
2025-12-26,Bán buôn,-0.005456382900222767,0.023340709381136655,36.0
2025-12-29,Bán buôn,0.0057827913612974804,0.02997504648798737,32.0
2025-12-30,Bán buôn,-0.004920640076029719,0.023083958091712806,33.0
2025-12-31,Bán buôn,-0.003547479722602729,0.03270712385853438,36.0
2026-01-05,Bán buôn,-0.0027224508093235604,0.028758583475301993,33.0
2026-01-06,Bán buôn,0.006681113041552002,0.03172393449923146,33.0
2026-01-07,Bán buôn,0.007649003784631295,0.02255158722591243,34.0
2026-01-08,Bán buôn,-0.0064644036868431705,0.027687259457138486,33.0
2026-01-09,Bán buôn,-0.011076088776060661,0.03770110859631189,37.0
2026-01-12,Bán buôn,0.002052295352782032,0.026462621580301132,32.0
2026-01-13,Bán buôn,0.017713354070644567,0.03293029961919182,34.0
2026-01-14,Bán buôn,0.014021691575426943,0.03083473457317112,33.0
2026-01-15,Bán buôn,0.004574804355948366,0.03554488920299271,35.0
2026-01-16,Bán buôn,0.00209861625998849,0.030875463348046563,38.0
2026-01-19,Bán buôn,-0.01594951356065592,0.03446569704386022,33.0
2026-01-20,Bán buôn,3.942720484166362e-05,0.029257820283046177,34.0
2026-01-21,Bán buôn,-0.0030411624570508776,0.02896475486947182,38.0
2026-01-22,Bán buôn,0.008570531329333227,0.0327765468832469,36.0
2026-01-23,Bán buôn,0.002348598056313612,0.033550305918583274,37.0
2026-01-26,Bán buôn,-0.005838466109445041,0.03698851782334127,34.0
2026-01-27,Bán buôn,0.010960591258577623,0.027333629772678066,36.0
2026-01-28,Bán buôn,-0.003913772709914785,0.025013470085408995,34.0
2026-01-29,Bán buôn,0.009979112346363062,0.033441934716429,32.0
2026-01-30,Bán buôn,0.0028471467666785354,0.03309206290193758,39.0
2026-02-02,Bán buôn,0.0005999912763682672,0.03829539547675692,34.0
2026-02-03,Bán buôn,0.007350015922783319,0.0341088969206102,36.0
2026-02-04,Bán buôn,0.004638118047262847,0.03476768157472775,36.0
2026-02-05,Bán buôn,-0.0034286989677030336,0.03183597454421555,35.0
2026-02-06,Bán buôn,-0.017961379225291976,0.02677209327393451,36.0
2026-02-09,Bán buôn,0.0032820783203637775,0.026139161759163008,33.0
2026-02-10,Bán buôn,-0.01071468410067091,0.030561401440080956,30.0
2026-02-11,Bán buôn,0.0028819864974211308,0.0351725049172508,33.0
2026-02-12,Bán buôn,0.005390995318743339,0.03265490471489667,33.0
2026-02-13,Bán buôn,0.011822202482955783,0.027723669219715846,36.0
2026-02-23,Bán buôn,0.018444881769772936,0.032502358228105044,34.0
2026-02-24,Bán buôn,0.0027581312779886382,0.022081389223645317,37.0
2026-02-25,Bán buôn,0.0018625314292870694,0.028032554189299053,36.0
2026-02-26,Bán buôn,0.007591332569620558,0.029926390182313224,35.0
2026-02-27,Bán buôn,-0.0008948415018328296,0.023344949723294366,37.0
2026-03-02,Bán buôn,-0.005825688745057263,0.042706423787491676,39.0
2026-03-03,Bán buôn,0.0004530143413309256,0.03491640060608956,38.0
2026-03-04,Bán buôn,-0.004830427421340288,0.032193835380876286,39.0
2026-03-05,Bán buôn,-0.006587208905543022,0.032072106147345424,36.0
2026-03-06,Bán buôn,-0.01630156100744381,0.03416045102626539,37.0
2026-03-09,Bán buôn,-0.04827796855665261,0.03427517119428098,39.0
2026-03-10,Bán buôn,0.0014969146576006866,0.027410497859980506,35.0
2026-03-11,Bán buôn,0.026680947243117946,0.030059344972406303,34.0
2026-03-12,Bán buôn,-0.0060408999487659475,0.0299061568962039,35.0
2026-03-13,Bán buôn,0.0033836233773714077,0.030349391200457484,35.0
2026-03-16,Bán buôn,-0.003969743767972943,0.02697313109643416,36.0
2026-03-17,Bán buôn,0.014222802468489837,0.025685754513394138,36.0
2026-03-18,Bán buôn,0.0031774703366373317,0.033859295843369365,34.0
2026-03-19,Bán buôn,0.0012005977619234907,0.03216667743293187,33.0
2026-03-20,Bán buôn,-0.012103716632399583,0.03409217589882163,39.0
2020-09-08,Bán lẻ,-0.0695732838589981,,
2020-09-10,Bán lẻ,-0.0438683948155532,,
2020-09-14,Bán lẻ,0.0,,
2020-09-16,Bán lẻ,0.0,,
2020-09-18,Bán lẻ,0.0,,
2020-09-22,Bán lẻ,0.0265324794144556,,
2020-09-29,Bán lẻ,-0.02,,
2020-10-27,Bán lẻ,0.0,,
2025-02-14,Bán lẻ,0.007204848545655758,0.02344088174441424,15.0
2025-02-17,Bán lẻ,0.0008165719822389053,0.027420629910835572,14.0
2025-02-18,Bán lẻ,0.010411526282315202,0.025280070936578265,15.0
2025-02-19,Bán lẻ,0.001435218090050134,0.01769786097650032,14.0
2025-02-20,Bán lẻ,0.0030212637250714674,0.01021186325562379,14.0
2025-02-21,Bán lẻ,-0.006107831065423149,0.031295985571219695,15.0
2025-02-24,Bán lẻ,0.0020212718455489814,0.024142298151128425,15.0
2025-02-25,Bán lẻ,-0.00010133801613475916,0.025719365817501987,15.0
2025-02-26,Bán lẻ,-0.0012680137520342646,0.0174894324297624,14.0
2025-02-27,Bán lẻ,0.000382023004675669,0.024246973240850112,15.0
2025-02-28,Bán lẻ,-0.005010705400856708,0.013494873106039472,15.0
2025-03-03,Bán lẻ,0.0037631621188544723,0.029967537010024057,15.0
2025-03-04,Bán lẻ,0.007734463624704535,0.021003733315593784,15.0
2025-03-05,Bán lẻ,-0.007724091277280073,0.020084935947953624,15.0
2025-03-06,Bán lẻ,0.019741614294272014,0.03116146363475396,15.0
2025-03-07,Bán lẻ,0.00048294642331232963,0.026276145686945668,14.0
2025-03-10,Bán lẻ,-0.009808629100681114,0.018491605867084843,15.0
2025-03-11,Bán lẻ,0.002047952106978516,0.01109097083937217,15.0
2025-03-12,Bán lẻ,-0.004467138430091566,0.00980377557457517,15.0
2025-03-13,Bán lẻ,0.00035316022293274685,0.021849972072509376,15.0
2025-03-14,Bán lẻ,-0.005319934564174211,0.009841855004868989,15.0
2025-03-17,Bán lẻ,0.0012099653433062043,0.011880754778773336,14.0
2025-03-18,Bán lẻ,0.001882327847506701,0.016485118957085782,14.0
2025-03-19,Bán lẻ,0.00010586666700948358,0.016147828763884636,15.0
2025-03-20,Bán lẻ,0.0029356197324211966,0.017933360859722764,13.0
2025-03-21,Bán lẻ,-0.0017567122936206557,0.005840610168987256,13.0
2025-03-24,Bán lẻ,-0.000976163717879952,0.009370552163676733,14.0
2025-03-25,Bán lẻ,-0.011016676158128211,0.025174207290185407,14.0
2025-03-26,Bán lẻ,-0.005802080852352406,0.028682982770193672,14.0
2025-03-27,Bán lẻ,0.006277401872109131,0.022830586893789626,14.0
2025-03-28,Bán lẻ,0.0006574111984251936,0.03353107859225215,14.0
2025-03-31,Bán lẻ,-0.013075924062104909,0.02951575339927891,15.0
2025-04-01,Bán lẻ,-0.012140220516340228,0.0243003878773089,15.0
2025-04-02,Bán lẻ,0.0005843034730396898,0.009537577994604942,15.0
2025-04-03,Bán lẻ,-0.0315106114107145,0.03695252589530733,15.0
2025-04-04,Bán lẻ,-0.0010806967325948176,0.0440301119801045,15.0
2025-04-08,Bán lẻ,-0.047306978417610626,0.028308634146937937,14.0
2025-04-09,Bán lẻ,-0.013637993519350704,0.04682259749905489,14.0
2025-04-10,Bán lẻ,0.04819471593527294,0.03310601597702299,15.0
2025-04-11,Bán lẻ,0.023430501524446954,0.028495386391775897,14.0
2025-04-14,Bán lẻ,-0.0006079727340538299,0.04329076683851547,14.0
2025-04-15,Bán lẻ,1.839304056974348e-05,0.016372593458500305,14.0
2025-04-16,Bán lẻ,-0.004955086714731045,0.014842944689814716,13.0
2025-04-17,Bán lẻ,0.004492589122672201,0.01562605899457618,13.0
2025-04-18,Bán lẻ,0.0071421326609398495,0.018021752994693677,14.0
2025-04-21,Bán lẻ,-0.002790124955238079,0.02565099309906933,15.0
2025-04-22,Bán lẻ,0.0023836423743483232,0.040300981811327234,15.0
2025-04-23,Bán lẻ,0.025384557936094447,0.035558540160525565,14.0
2025-04-24,Bán lẻ,0.0004096787095330049,0.027954644112876566,15.0
2025-04-25,Bán lẻ,-0.0038597036300588973,0.012336960649759319,15.0
2025-04-28,Bán lẻ,0.01825744008988454,0.027853080009648964,14.0
2025-04-29,Bán lẻ,0.015321921929476798,0.036462154552424984,14.0
2025-05-05,Bán lẻ,0.0004012962282942197,0.03434669146276627,15.0
2025-05-06,Bán lẻ,-0.004691200303541065,0.027228856127440023,15.0
2025-05-07,Bán lẻ,-0.01040040076879848,0.02765631094676087,13.0
2025-05-08,Bán lẻ,-0.0011487717780854186,0.03613001803216715,15.0
2025-05-09,Bán lẻ,-0.002416134218795851,0.01985563256158699,15.0
2025-05-12,Bán lẻ,0.007847300779528135,0.02265195060149434,14.0
2025-05-13,Bán lẻ,0.008848148153700037,0.02730847655787733,14.0
2025-05-14,Bán lẻ,0.008490456726557507,0.032599440309505935,14.0
2025-05-15,Bán lẻ,-0.00581651023208419,0.03225566900134242,14.0
2025-05-16,Bán lẻ,-0.004525953216126065,0.015027089558477102,14.0
2025-05-19,Bán lẻ,-0.0022088235644634707,0.014146613297195377,14.0
2025-05-20,Bán lẻ,0.00490689456497891,0.023213772847823756,15.0
2025-05-21,Bán lẻ,0.005722841114833861,0.02645325540425677,15.0
2025-05-22,Bán lẻ,0.0034301260651265725,0.03351506907570583,14.0
2025-05-23,Bán lẻ,-0.002414075045814375,0.032835591546588314,15.0
2025-05-26,Bán lẻ,0.007936044796688937,0.022030301212677895,14.0
2025-05-27,Bán lẻ,0.0002958649156246255,0.03496981297060639,15.0
2025-05-28,Bán lẻ,-0.00744561702261061,0.026389436757819212,15.0
2025-05-29,Bán lẻ,0.003851794451442466,0.03621558309651074,15.0
2025-05-30,Bán lẻ,0.0040463952290548996,0.03507354359949887,15.0
2025-06-02,Bán lẻ,-0.010295380555072094,0.03439506356340798,15.0
2025-06-03,Bán lẻ,0.007315322774573759,0.020388514022135693,14.0
2025-06-04,Bán lẻ,0.002745792461925348,0.02138482903748281,14.0
2025-06-05,Bán lẻ,0.004152010131578028,0.020171402199470133,15.0
2025-06-06,Bán lẻ,-0.008632951043964563,0.010690568104459059,13.0
2025-06-09,Bán lẻ,-0.005569006892604874,0.021962609957099102,15.0
2025-06-10,Bán lẻ,0.006602772335960701,0.025285554005058247,15.0
2025-06-11,Bán lẻ,-0.00753291840363794,0.017420843515950454,14.0
2025-06-12,Bán lẻ,0.002896157143612426,0.02201872973544402,14.0
2025-06-13,Bán lẻ,0.0038423577355427637,0.0283706679175221,15.0
2025-06-16,Bán lẻ,0.010040938163838612,0.014463528337353803,13.0
2025-06-17,Bán lẻ,-0.0005008282490111068,0.02057616080075579,13.0
2025-06-18,Bán lẻ,-0.0012592302580502082,0.013335948104976153,14.0
2025-06-19,Bán lẻ,-0.0023268010574421356,0.0207793440994445,14.0
2025-06-20,Bán lẻ,-0.004002976277257954,0.0194727658532021,14.0
