date,foreign_buy_value,foreign_buy_volume,foreign_sell_value,foreign_sell_volume,foreign_total_room,foreign_current_room,foreign_room_pct,foreign_owned_pct,foreign_available_pct,foreign_net_volume,foreign_net_value,ticker
2026-03-17,51961067000.0,2191000.0,31823089000.0,1341900.0,1540996979.0,136109897.0,0.3,0.27350224,0.02649776,849100.0,20137978000.0,ACB
2026-03-18,51215813850.0,2153901.0,57061683750.0,2401745.0,1540996979.0,136109897.0,0.3,0.27350224,0.02649776,-247844.0,-5845869900.0,ACB
2026-03-19,156061168600.0,6855179.0,67419899850.0,2877613.0,1540996979.0,132248331.0,0.3,0.27425401,0.02574599,3977566.0,88641268750.0,ACB
2026-03-20,40070453250.0,1729501.0,175015403600.0,7552813.0,1540996979.0,132604175.0,0.3,0.27418473,0.02581527,-5823312.0,-134944950350.0,ACB
2026-03-23,145906956500.0,6429310.0,116181035000.0,5125300.0,1540996979.0,131300165.0,0.3,0.27443859,0.02556141,1304010.0,29725921500.0,ACB
2026-03-24,146886242700.0,6402306.0,160135612200.0,6986227.0,1540996979.0,137123477.0,0.3,0.27330492,0.02669508,-583921.0,-13249369500.0,ACB
2026-03-25,102737536500.0,4372605.0,48411219550.0,2072339.0,1540996979.0,134792511.0,0.3,0.27375871,0.02624129,2300266.0,54326316950.0,ACB
2026-03-26,71196130000.0,3029000.0,15461470000.0,659800.0,1540996979.0,132953232.0,0.3,0.27411678,0.02588322,2369200.0,55734660000.0,ACB
2026-03-27,55837436000.0,2361510.0,2016265000.0,85500.0,1540996979.0,130677222.0,0.3,0.27455987,0.02544013,2276010.0,53821171000.0,ACB
2026-03-30,50762529750.0,2141555.0,26466845000.0,1131700.0,1540996979.0,129667367.0,0.3,0.27475647,0.02524353,1009855.0,24295684750.0,ACB
2026-03-31,44745831550.0,1899361.0,110652452500.0,4687464.0,1540996979.0,129667367.0,0.3,0.27475647,0.02524353,-2788103.0,-65906620950.0,ACB
2026-04-01,71213480000.0,2992800.0,62655730000.0,2634000.0,1540996979.0,129308567.0,0.3,0.27482632,0.02517368,358800.0,8557750000.0,ACB
2026-04-02,27913215000.0,1182692.0,20885965000.0,890300.0,1540996979.0,131800578.0,0.3,0.27434117,0.02565883,292392.0,7027250000.0,ACB
2026-04-03,124934142500.0,5487183.0,35420375000.0,1514800.0,1540996979.0,127828195.0,0.3,0.27511451,0.02488549,3972383.0,89513767500.0,ACB
2026-04-06,10446080000.0,447300.0,40545058300.0,1737598.0,1540996979.0,127828195.0,0.3,0.27511451,0.02488549,-1290298.0,-30098978300.0,ACB
2026-04-07,5011055000.0,215500.0,86070135000.0,3699100.0,1540996979.0,127831995.0,0.3,0.27511377,0.02488623,-3483600.0,-81059080000.0,ACB
2026-04-08,104376008000.0,4359120.0,19785655000.0,821300.0,1540996979.0,125584473.0,0.3,0.27555132,0.02444868,3537820.0,84590353000.0,ACB
2026-04-09,16138585000.0,676500.0,4650735800.0,194900.0,1540996979.0,128586473.0,0.3,0.27496689,0.02503311,481600.0,11487849200.0,ACB
2026-04-10,3595820000.0,149500.0,27148910000.0,1130800.0,1540996979.0,128586473.0,0.3,0.27496689,0.02503311,-981300.0,-23553090000.0,ACB
2026-04-13,19564296000.0,821420.0,26045803950.0,1092674.0,1540996979.0,128586473.0,0.3,0.27496689,0.02503311,-271254.0,-6481507950.0,ACB
2026-04-14,41351570000.0,1720800.0,59724799800.0,2491824.0,1540996979.0,129567773.0,0.3,0.27477585,0.02522415,-771024.0,-18373229800.0,ACB
2026-04-15,3589583000.0,150020.0,33577115000.0,1406300.0,1540996979.0,129846627.0,0.3,0.27472157,0.02527843,-1256280.0,-29987532000.0,ACB
2026-04-16,173697634000.0,7580380.0,107146725000.0,4518000.0,1540996979.0,127566071.0,0.3,0.27516554,0.02483446,3062380.0,66550909000.0,ACB
2026-04-17,6236915000.0,262500.0,26584020000.0,1120650.0,1540996979.0,128818151.0,0.3,0.27492179,0.02507821,-858150.0,-20347105000.0,ACB
2026-02-23,3625295000.0,133600.0,822445000.0,30300.0,130667075.0,121924427.0,0.49,0.03278483,0.45721517,103300.0,2802850000.0,ANV
2026-02-24,4094040000.0,149900.0,1674360000.0,61300.0,130667075.0,121939317.0,0.49,0.03272899,0.45727101,88600.0,2419680000.0,ANV
2026-02-25,8304680000.0,300500.0,7126625000.0,255700.0,130667075.0,121894517.0,0.49,0.03289699,0.45710301,44800.0,1178055000.0,ANV
2026-02-26,1215000000.0,43800.0,6747280000.0,241200.0,130667075.0,121894517.0,0.49,0.03289699,0.45710301,-197400.0,-5532280000.0,ANV
2026-02-27,706200000.0,26000.0,5417550000.0,197900.0,130667075.0,121894517.0,0.49,0.03289699,0.45710301,-171900.0,-4711350000.0,ANV
2026-03-02,12520615000.0,471800.0,7215580000.0,273100.0,130667075.0,121894517.0,0.49,0.03289699,0.45710301,198700.0,5305035000.0,ANV
2026-03-03,2777780000.0,105300.0,5281045000.0,199600.0,130667075.0,121893217.0,0.49,0.03290186,0.45709814,-94300.0,-2503265000.0,ANV
2026-03-04,4756570000.0,182400.0,1383020900.0,53158.0,130667075.0,121935875.0,0.49,0.0327419,0.4572581,129242.0,3373549100.0,ANV
2026-03-05,1697275000.0,65300.0,11175405000.0,430200.0,130667075.0,122030175.0,0.49,0.03238827,0.45761173,-364900.0,-9478130000.0,ANV
2026-03-06,835935000.0,33300.0,560255000.0,22200.0,130667075.0,122019075.0,0.49,0.0324299,0.4575701,11100.0,275680000.0,ANV
2026-03-09,703670000.0,30600.0,2187245000.0,95300.0,130667075.0,122383975.0,0.49,0.03106153,0.45893847,-64700.0,-1483575000.0,ANV
2026-03-10,4013320000.0,180200.0,1382555000.0,60800.0,130667075.0,122264575.0,0.49,0.03150928,0.45849072,119400.0,2630765000.0,ANV
2026-03-11,4637730000.0,199400.0,571500000.0,24300.0,130667075.0,122154175.0,0.49,0.03192328,0.45807672,175100.0,4066230000.0,ANV
2026-03-12,2967515000.0,124200.0,830360000.0,34400.0,130667075.0,122064375.0,0.49,0.03226002,0.45773998,89800.0,2137155000.0,ANV
2026-03-13,1340085000.0,56300.0,4511230000.0,188000.0,130667075.0,122064375.0,0.49,0.03226002,0.45773998,-131700.0,-3171145000.0,ANV
2026-03-16,896380000.0,37200.0,3550225000.0,147900.0,130667075.0,122064375.0,0.49,0.03226002,0.45773998,-110700.0,-2653845000.0,ANV
2026-03-17,1790887350.0,74689.0,3446385000.0,143000.0,130667075.0,122196075.0,0.49,0.03176615,0.45823385,-68311.0,-1655497650.0,ANV
2026-03-18,1103890000.0,46700.0,1317610000.0,54900.0,130667075.0,122306775.0,0.49,0.03135103,0.45864897,-8200.0,-213720000.0,ANV
2026-03-19,3837955000.0,164800.0,1241905000.0,53200.0,130667075.0,122263486.0,0.49,0.03151336,0.45848664,111600.0,2596050000.0,ANV
2026-03-20,3334275000.0,143500.0,864865000.0,37100.0,130667075.0,122165286.0,0.49,0.03188161,0.45811839,106400.0,2469410000.0,ANV
2026-03-23,3885080000.0,178400.0,2248855000.0,100300.0,130667075.0,122087186.0,0.49,0.03217448,0.45782552,78100.0,1636225000.0,ANV
2026-03-24,3106440000.0,140800.0,1524890000.0,69000.0,130667075.0,122015386.0,0.49,0.03244373,0.45755627,71800.0,1581550000.0,ANV
2026-03-25,10704620000.0,470200.0,2254920000.0,98400.0,130667075.0,121643586.0,0.49,0.03383798,0.45616202,371800.0,8449700000.0,ANV
2026-03-26,3232635000.0,141200.0,620925000.0,27000.0,130667075.0,121529386.0,0.49,0.03426623,0.45573377,114200.0,2611710000.0,ANV
2026-03-27,4855710000.0,208800.0,1292040000.0,55100.0,130667075.0,121375686.0,0.49,0.0348426,0.4551574,153700.0,3563670000.0,ANV
2026-03-30,5159755000.0,222800.0,1609645000.0,69700.0,130667075.0,121222586.0,0.49,0.03541672,0.45458328,153100.0,3550110000.0,ANV
2026-03-31,2492410000.0,105100.0,6037970000.0,252900.0,130667075.0,121222586.0,0.49,0.03541672,0.45458328,-147800.0,-3545560000.0,ANV
2026-04-01,3839675000.0,160300.0,1686475000.0,70500.0,130667075.0,121132786.0,0.49,0.03575347,0.45424653,89800.0,2153200000.0,ANV
2026-04-02,4978015000.0,209500.0,1577970000.0,66600.0,130667075.0,121137686.0,0.49,0.0357351,0.4542649,142900.0,3400045000.0,ANV
2026-04-03,1475095000.0,62000.0,1279230000.0,53900.0,130667075.0,121129586.0,0.49,0.03576547,0.45423453,8100.0,195865000.0,ANV
2026-04-06,1412735000.0,61300.0,3793955000.0,162800.0,130667075.0,121129586.0,0.49,0.03576547,0.45423453,-101500.0,-2381220000.0,ANV
2026-04-07,6764490000.0,289300.0,1782960000.0,76700.0,130667075.0,120916986.0,0.49,0.03656272,0.45343728,212600.0,4981530000.0,ANV
2026-04-08,5123830000.0,210700.0,5272295000.0,218100.0,130667075.0,121018486.0,0.49,0.0361821,0.4538179,-7400.0,-148465000.0,ANV
2026-04-09,21614345000.0,867500.0,2436300000.0,97400.0,130667075.0,120248386.0,0.49,0.03906996,0.45093004,770100.0,19178045000.0,ANV
2026-04-10,1050105000.0,41800.0,716505000.0,28500.0,130667075.0,120242486.0,0.49,0.03909209,0.45090791,13300.0,333600000.0,ANV
2026-04-13,406205000.0,16600.0,467120000.0,19000.0,130667075.0,120242486.0,0.49,0.03909209,0.45090791,-2400.0,-60915000.0,ANV
2026-04-14,450300000.0,18300.0,672190000.0,27300.0,130667075.0,120242486.0,0.49,0.03909209,0.45090791,-9000.0,-221890000.0,ANV
2026-04-15,371170000.0,15100.0,2516260000.0,101500.0,130667075.0,120244886.0,0.49,0.03908309,0.45091691,-86400.0,-2145090000.0,ANV
2026-04-16,7956280000.0,324200.0,1639000000.0,67100.0,130667075.0,119996786.0,0.49,0.04001346,0.44998654,257100.0,6317280000.0,ANV
2026-04-17,2506225000.0,100600.0,2182695000.0,87600.0,130667075.0,120070186.0,0.49,0.03973821,0.45026179,13000.0,323530000.0,ANV
2026-02-23,3439780000.0,53800.0,21591100000.0,337600.0,351900000.0,339042290.0,0.34,0.01242291,0.32757709,-283800.0,-18151320000.0,BCM
2026-02-24,2514540000.0,38800.0,28210890000.0,436900.0,351900000.0,339185514.0,0.34,0.01228453,0.32771547,-398100.0,-25696350000.0,BCM
2026-02-25,8838410000.0,134300.0,29159360000.0,436200.0,351900000.0,339469314.0,0.34,0.01201032,0.32798968,-301900.0,-20320950000.0,BCM
2026-02-26,509700000.0,7700.0,5829770000.0,87600.0,351900000.0,339867414.0,0.34,0.01162569,0.32837431,-79900.0,-5320070000.0,BCM
2026-02-27,134210000.0,2000.0,19479320000.0,292700.0,351900000.0,340169314.0,0.34,0.011334,0.328666,-290700.0,-19345110000.0,BCM
2026-03-02,2996060000.0,45700.0,7971860000.0,121900.0,351900000.0,340169314.0,0.34,0.011334,0.328666,-76200.0,-4975800000.0,BCM
2026-03-03,83460000.0,1300.0,2103330000.0,32900.0,351900000.0,340249214.0,0.34,0.0112568,0.3287432,-31600.0,-2019870000.0,BCM
2026-03-04,6166490000.0,102400.0,34069720000.0,567500.0,351900000.0,340616114.0,0.34,0.01090231,0.32909769,-465100.0,-27903230000.0,BCM
2026-03-05,1085310000.0,18100.0,16702180000.0,279500.0,351900000.0,340647714.0,0.34,0.01087177,0.32912823,-261400.0,-15616870000.0,BCM
2026-03-06,2350670000.0,40000.0,2142414100.0,36476.0,351900000.0,341109290.0,0.34,0.01042581,0.32957419,3524.0,208255900.0,BCM
2026-03-09,223540000.0,4100.0,2447410000.0,44900.0,351900000.0,341370690.0,0.34,0.01017325,0.32982675,-40800.0,-2223870000.0,BCM
2026-03-10,1684556000.0,31010.0,10587120000.0,194000.0,351900000.0,341370690.0,0.34,0.01017325,0.32982675,-162990.0,-8902564000.0,BCM
2026-03-11,9241800000.0,166200.0,3060650000.0,54800.0,351900000.0,341300090.0,0.34,0.01024146,0.32975854,111400.0,6181150000.0,BCM
2026-03-12,2489540000.0,45100.0,1169510000.0,21200.0,351900000.0,341439180.0,0.34,0.01010707,0.32989293,23900.0,1320030000.0,BCM
2026-03-13,2241560000.0,41000.0,24923930000.0,455900.0,351900000.0,341439180.0,0.34,0.01010707,0.32989293,-414900.0,-22682370000.0,BCM
2026-03-16,4703370000.0,87700.0,1958650000.0,36200.0,351900000.0,341387680.0,0.34,0.01015683,0.32984317,51500.0,2744720000.0,BCM
2026-03-17,1365260000.0,25100.0,890620000.0,16300.0,351900000.0,341793780.0,0.34,0.00976446,0.33023554,8800.0,474640000.0,BCM
2026-03-18,270500000.0,5000.0,6821000000.0,125800.0,351900000.0,341793780.0,0.34,0.00976446,0.33023554,-120800.0,-6550500000.0,BCM
2026-03-19,112280000.0,2100.0,7817840000.0,146700.0,351900000.0,341793780.0,0.34,0.00976446,0.33023554,-144600.0,-7705560000.0,BCM
2026-03-20,1266540000.0,23900.0,530200000.0,10000.0,351900000.0,341900680.0,0.34,0.00966118,0.33033882,13900.0,736340000.0,BCM
2026-03-23,2801680000.0,55200.0,4324755000.0,84400.0,351900000.0,342044780.0,0.34,0.00952195,0.33047805,-29200.0,-1523075000.0,BCM
2026-03-24,2234720000.0,43600.0,10220000.0,200.0,351900000.0,342001380.0,0.34,0.00956388,0.33043612,43400.0,2224500000.0,BCM
2026-03-25,3134900000.0,59500.0,763170000.0,14400.0,351900000.0,341985280.0,0.34,0.00957944,0.33042056,45100.0,2371730000.0,BCM
2026-03-26,1409530000.0,26500.0,3129560000.0,58200.0,351900000.0,341985180.0,0.34,0.00957954,0.33042046,-31700.0,-1720030000.0,BCM
2026-03-27,4304920000.0,79900.0,1822150000.0,33700.0,351900000.0,341938880.0,0.34,0.00962427,0.33037573,46200.0,2482770000.0,BCM
2026-03-30,4056280000.0,75500.0,1209610000.0,22500.0,351900000.0,341917580.0,0.34,0.00964485,0.33035515,53000.0,2846670000.0,BCM
2026-03-31,968600000.0,18200.0,13676010000.0,255100.0,351900000.0,341917580.0,0.34,0.00964485,0.33035515,-236900.0,-12707410000.0,BCM
2026-04-01,4852690000.0,89305.0,571250000.0,10500.0,351900000.0,341838775.0,0.34,0.00972099,0.33027901,78805.0,4281440000.0,BCM
2026-04-02,910190000.0,16900.0,2765570000.0,51200.0,351900000.0,342075575.0,0.34,0.0094922,0.3305078,-34300.0,-1855380000.0,BCM
2026-04-03,1307290000.0,24300.0,81070000.0,1500.0,351900000.0,342052675.0,0.34,0.00951432,0.33048568,22800.0,1226220000.0,BCM
2026-04-06,0.0,0.0,851690000.0,16100.0,351900000.0,342086875.0,0.34,0.00948128,0.33051872,-16100.0,-851690000.0,BCM
2026-04-07,174330000.0,3300.0,179250000.0,3400.0,351900000.0,342086775.0,0.34,0.00948138,0.33051862,-100.0,-4920000.0,BCM
2026-04-08,8927150000.0,162800.0,0.0,0.0,351900000.0,341940075.0,0.34,0.00962312,0.33037688,162800.0,8927150000.0,BCM
2026-04-09,458560000.0,8400.0,446460000.0,8200.0,351900000.0,341939975.0,0.34,0.00962321,0.33037679,200.0,12100000.0,BCM
2026-04-10,22280000.0,400.0,227740000.0,4100.0,351900000.0,341939975.0,0.34,0.00962321,0.33037679,-3700.0,-205460000.0,BCM
2026-04-13,281970000.0,5100.0,968170000.0,17500.0,351900000.0,341939975.0,0.34,0.00962321,0.33037679,-12400.0,-686200000.0,BCM
2026-04-14,2119900000.0,38200.0,1672500000.0,30200.0,351900000.0,341935675.0,0.34,0.00962737,0.33037263,8000.0,447400000.0,BCM
2026-04-15,1421370000.0,25700.0,11182100000.0,203600.0,351900000.0,341948075.0,0.34,0.00961539,0.33038461,-177900.0,-9760730000.0,BCM
2026-04-16,2910820000.0,53100.0,1722210000.0,31200.0,351900000.0,341926175.0,0.34,0.00963655,0.33036345,21900.0,1188610000.0,BCM
2026-04-17,2451130000.0,44100.0,3099360000.0,55600.0,351900000.0,342104075.0,0.34,0.00946466,0.33053534,-11500.0,-648230000.0,BCM
2026-02-23,17341715000.0,356700.0,40202303900.0,824605.0,2106408575.0,891322630.0,0.3,0.17305559,0.12694441,-467905.0,-22860588900.0,BID
2026-02-24,61223830000.0,1258500.0,49141899150.0,1007621.0,2106408575.0,891072151.0,0.3,0.17309127,0.12690873,250879.0,12081930850.0,BID
2026-02-25,7673660000.0,156400.0,39231630000.0,797700.0,2106408575.0,891535056.0,0.3,0.17302534,0.12697466,-641300.0,-31557970000.0,BID
2026-02-26,15262499000.0,317848.0,24026630050.0,497600.0,2106408575.0,891535056.0,0.3,0.17302534,0.12697466,-179752.0,-8764131050.0,BID
2026-02-27,22280626350.0,463683.0,32319946000.0,672505.0,2106408575.0,892176356.0,0.3,0.172934,0.127066,-208822.0,-10039319650.0,BID
2026-03-02,29284290000.0,636150.0,15838805000.0,338710.0,2106408575.0,892176356.0,0.3,0.172934,0.127066,297440.0,13445485000.0,BID
2026-03-03,118726074200.0,2689058.0,39312804050.0,880748.0,2106408575.0,892058668.0,0.3,0.17295076,0.12704924,1808310.0,79413270150.0,BID
2026-03-04,82816568750.0,1873325.0,35372560350.0,797512.0,2106408575.0,889379667.0,0.3,0.17333231,0.12666769,1075813.0,47444008400.0,BID
2026-03-05,5356995000.0,119200.0,50818628400.0,1117489.0,2106408575.0,889381667.0,0.3,0.17333203,0.12666797,-998289.0,-45461633400.0,BID
2026-03-06,39880615000.0,906500.0,23471783400.0,528566.0,2106408575.0,889003733.0,0.3,0.17338586,0.12661414,377934.0,16408831600.0,BID
2026-03-09,8248885550.0,202851.0,30557025000.0,753400.0,2106408575.0,890002322.0,0.3,0.17324363,0.12675637,-550549.0,-22308139450.0,BID
2026-03-10,80097076800.0,1941324.0,165836385000.0,4015000.0,2106408575.0,890002322.0,0.3,0.17324363,0.12675637,-2073676.0,-85739308200.0,BID
2026-03-11,26618055000.0,637000.0,128449285000.0,3078700.0,2106408575.0,890553171.0,0.3,0.17316518,0.12683482,-2441700.0,-101831230000.0,BID
2026-03-12,28038385000.0,685500.0,76253135000.0,1857900.0,2106408575.0,892627947.0,0.3,0.17286969,0.12713031,-1172400.0,-48214750000.0,BID
2026-03-13,84452145450.0,2085001.0,134685700000.0,3331100.0,2106408575.0,895070647.0,0.3,0.17252179,0.12747821,-1246099.0,-50233554550.0,BID
2026-03-16,24299035000.0,602070.0,101688890000.0,2513200.0,2106408575.0,896243347.0,0.3,0.17235477,0.12764523,-1911130.0,-77389855000.0,BID
2026-03-17,36857705100.0,905500.0,139088575100.0,3415500.0,2106408575.0,897490646.0,0.3,0.17217713,0.12782287,-2510000.0,-102230870000.0,BID
2026-03-18,52422419500.0,1259930.0,243037465000.0,5824000.0,2106408575.0,899401776.0,0.3,0.17190494,0.12809506,-4564070.0,-190615045500.0,BID
2026-03-19,18322565000.0,450000.0,93944577150.0,2310172.0,2106408575.0,901920176.0,0.3,0.17154626,0.12845374,-1860172.0,-75622012150.0,BID
2026-03-20,25742985250.0,647012.0,171639134200.0,4277851.0,2106408575.0,906492546.0,0.3,0.17089505,0.12910495,-3630839.0,-145896148950.0,BID
2026-03-23,114899487150.0,2968650.0,129653811200.0,3346924.0,2106408575.0,908352718.0,0.3,0.17063012,0.12936988,-378274.0,-14754324050.0,BID
2026-03-24,34562615000.0,886900.0,159342518950.0,4098313.0,2106408575.0,911983857.0,0.3,0.17011297,0.12988703,-3211413.0,-124779903950.0,BID
2026-03-25,46628277750.0,1183830.0,159937419950.0,4074365.0,2106408575.0,912361131.0,0.3,0.17005924,0.12994076,-2890535.0,-113309142200.0,BID
2026-03-26,5282582250.0,135415.0,69918345000.0,1786300.0,2106408575.0,915569144.0,0.3,0.16960234,0.13039766,-1650885.0,-64635762750.0,BID
2026-03-27,46351150000.0,1175000.0,84796532500.0,2160125.0,2106408575.0,918459679.0,0.3,0.16919067,0.13080933,-985125.0,-38445382500.0,BID
2026-03-30,13865395000.0,352400.0,78011741600.0,1992604.0,2106408575.0,920110564.0,0.3,0.16895554,0.13104446,-1640204.0,-64146346600.0,BID
2026-03-31,32410022600.0,821706.0,77130618500.0,1954298.0,2106408575.0,921095689.0,0.3,0.16881524,0.13118476,-1132592.0,-44720595900.0,BID
2026-04-01,21656415000.0,540100.0,56114891600.0,1400204.0,2106408575.0,922735893.0,0.3,0.16858164,0.13141836,-860104.0,-34458476600.0,BID
2026-04-02,7888945000.0,198800.0,68298345000.0,1721700.0,2106408575.0,923868285.0,0.3,0.16842036,0.13157964,-1522900.0,-60409400000.0,BID
2026-04-03,12786290000.0,326000.0,91916425000.0,2335900.0,2106408575.0,924728689.0,0.3,0.16829782,0.13170218,-2009900.0,-79130135000.0,BID
2026-04-06,28915410000.0,739400.0,75857065000.0,1948300.0,2106408575.0,926251889.0,0.3,0.16808088,0.13191912,-1208900.0,-46941655000.0,BID
2026-04-07,10695955000.0,272300.0,79056604450.0,2017757.0,2106408575.0,928262289.0,0.3,0.16779455,0.13220545,-1745457.0,-68360649450.0,BID
2026-04-08,40520645000.0,994500.0,61593240000.0,1508700.0,2106408575.0,929471189.0,0.3,0.16762238,0.13237762,-514200.0,-21072595000.0,BID
2026-04-09,14272712400.0,350332.0,102289608750.0,2508921.0,2106408575.0,931216646.0,0.3,0.16737379,0.13262621,-2158589.0,-88016896350.0,BID
2026-04-10,14866120000.0,362550.0,83345397000.0,2026915.0,2106408575.0,931730846.0,0.3,0.16730055,0.13269945,-1664365.0,-68479277000.0,BID
2026-04-13,10856331950.0,268675.0,64194970500.0,1588410.0,2106408575.0,933889435.0,0.3,0.16699312,0.13300688,-1319735.0,-53338638550.0,BID
2026-04-14,9829982500.0,243250.0,71131101800.0,1760978.0,2106408575.0,935553800.0,0.3,0.16675608,0.13324392,-1517728.0,-61301119300.0,BID
2026-04-15,20356384000.0,502115.0,48765405000.0,1203100.0,2106408575.0,936874235.0,0.3,0.16656802,0.13343198,-700985.0,-28409021000.0,BID
2026-04-16,24280978000.0,602280.0,42947445000.0,1066000.0,2106408575.0,938392763.0,0.3,0.16635175,0.13364825,-463720.0,-18666467000.0,BID
2026-04-17,41211270000.0,1019500.0,52914740000.0,1311300.0,2106408575.0,939093548.0,0.3,0.16625194,0.13374806,-291800.0,-11703470000.0,BID
2026-02-23,10388700000.0,64700.0,10089040000.0,62800.0,81860938.0,13316730.0,1.0,0.83732498,0.16267502,1900.0,299660000.0,BMP
2026-02-24,13063820000.0,80700.0,6559870000.0,40500.0,81860938.0,13276530.0,1.0,0.83781605,0.16218395,40200.0,6503950000.0,BMP
2026-02-25,3269999800.0,20210.0,2079450000.0,12900.0,81860938.0,13268020.0,1.0,0.83792001,0.16207999,7310.0,1190549800.0,BMP
2026-02-26,2268402400.0,14106.0,4619320000.0,28800.0,81860938.0,13267420.0,1.0,0.83792734,0.16207266,-14694.0,-2350917600.0,BMP
2026-02-27,9151637000.0,57613.0,18810700000.0,118500.0,81860938.0,13267420.0,1.0,0.83792734,0.16207266,-60887.0,-9659063000.0,BMP
2026-03-02,5696546800.0,36028.0,6481760000.0,40700.0,81860938.0,13267420.0,1.0,0.83792734,0.16207266,-4672.0,-785213200.0,BMP
2026-03-03,3617300100.0,22776.0,6898992200.0,43479.0,81860938.0,13282114.0,1.0,0.83774784,0.16225216,-20703.0,-3281692100.0,BMP
2026-03-04,533023000.0,3510.0,18731200000.0,122600.0,81860938.0,13347373.0,1.0,0.83695065,0.16304935,-119090.0,-18198177000.0,BMP
2026-03-05,3016040000.0,19800.0,19600660000.0,128300.0,81860938.0,13368076.0,1.0,0.83669774,0.16330226,-108500.0,-16584620000.0,BMP
2026-03-06,608605000.0,4010.0,3750100000.0,24700.0,81860938.0,13487166.0,1.0,0.83524296,0.16475704,-20690.0,-3141495000.0,BMP
2026-03-09,6463313900.0,45900.0,16731990000.0,118900.0,81860938.0,13595766.0,1.0,0.83391632,0.16608368,-73000.0,-10268676100.0,BMP
2026-03-10,10457902500.0,72525.0,10931730000.0,75800.0,81860938.0,13616456.0,1.0,0.83366357,0.16633643,-3275.0,-473827500.0,BMP
2026-03-11,4041765000.0,28020.0,4449750000.0,30900.0,81860938.0,13689556.0,1.0,0.83277059,0.16722941,-2880.0,-407985000.0,BMP
2026-03-12,730988000.0,5105.0,5101680000.0,35600.0,81860938.0,13692931.0,1.0,0.83272937,0.16727063,-30495.0,-4370692000.0,BMP
2026-03-13,1148050000.0,8200.0,34309240000.0,244810.0,81860938.0,13695811.0,1.0,0.83269418,0.16730582,-236610.0,-33161190000.0,BMP
2026-03-16,1016627100.0,7311.0,5252050000.0,37900.0,81860938.0,13726406.0,1.0,0.83232044,0.16767956,-30589.0,-4235422900.0,BMP
2026-03-17,3530178000.0,25015.0,13429968000.0,95140.0,81860938.0,13963016.0,1.0,0.82943005,0.17056995,-70125.0,-9899790000.0,BMP
2026-03-18,905960000.0,6600.0,27821150000.0,202100.0,81860938.0,13993605.0,1.0,0.82905638,0.17094362,-195500.0,-26915190000.0,BMP
2026-03-19,11375045600.0,88805.0,82726420000.0,638900.0,81860938.0,14063730.0,1.0,0.82819975,0.17180025,-550095.0,-71351374400.0,BMP
