experiment_id,source_artifact,group_key,policy_id,candidate_type,top_n,horizon,metric_name,estimate,ci_lower,ci_upper,confidence,n_bootstrap,sample_size,seed,warning
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=1|horizon=3,candidate_policy_forecast_only,forecast_only,1,3,cvar_95,-0.04989285083997904,-0.07479954216858868,-0.02802013743317796,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=1|horizon=5,candidate_policy_forecast_only,forecast_only,1,5,average_realized_return,0.008620698942580074,0.003001009005142552,0.014410700993041805,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=1|horizon=5,candidate_policy_forecast_only,forecast_only,1,5,hit_ratio,0.6637168141592921,0.584070796460177,0.7433628318584071,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=1|horizon=5,candidate_policy_forecast_only,forecast_only,1,5,return_volatility_proxy,0.2773977504412089,0.093625104591539,0.49272065701094014,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=1|horizon=5,candidate_policy_forecast_only,forecast_only,1,5,max_drawdown,-0.295401510508255,-0.3002572092339993,-0.07973949603673476,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=1|horizon=5,candidate_policy_forecast_only,forecast_only,1,5,var_95,-0.04841198734638526,-0.0569439145364364,-0.027319896772929824,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=1|horizon=5,candidate_policy_forecast_only,forecast_only,1,5,cvar_95,-0.06461740468454377,-0.08348270604804563,-0.04413085286082019,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=1,candidate_policy_forecast_only,forecast_only,3,1,average_realized_return,-0.0001996538833849174,-0.002300885318279036,0.0018438967254837783,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=1,candidate_policy_forecast_only,forecast_only,3,1,hit_ratio,0.5,0.4083333333333333,0.5916666666666667,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=1,candidate_policy_forecast_only,forecast_only,3,1,return_volatility_proxy,-0.01651116850147072,-0.18320076505384694,0.17330418327487235,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=1,candidate_policy_forecast_only,forecast_only,3,1,max_drawdown,-0.09706793705856487,-0.2889043643825049,-0.05624462408262703,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=1,candidate_policy_forecast_only,forecast_only,3,1,var_95,-0.013551661635376142,-0.02415281750335576,-0.01089678080301758,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=1,candidate_policy_forecast_only,forecast_only,3,1,cvar_95,-0.03276250812856538,-0.0463068885440613,-0.0163574696706852,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=3,candidate_policy_forecast_only,forecast_only,3,3,average_realized_return,0.0014482649262396684,-0.002319908641391179,0.005241849724854161,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=3,candidate_policy_forecast_only,forecast_only,3,3,hit_ratio,0.5357142857142857,0.45535714285714285,0.625,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=3,candidate_policy_forecast_only,forecast_only,3,3,return_volatility_proxy,0.06966830792998173,-0.10952815224177616,0.27564945381043965,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=3,candidate_policy_forecast_only,forecast_only,3,3,max_drawdown,-0.20039996078550748,-0.34951218461663736,-0.07912252258478325,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=3,candidate_policy_forecast_only,forecast_only,3,3,var_95,-0.03234366234116625,-0.0512416149484563,-0.021185496005329915,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=3,candidate_policy_forecast_only,forecast_only,3,3,cvar_95,-0.05118834686920968,-0.06330370779627013,-0.030726588198352285,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=5,candidate_policy_forecast_only,forecast_only,3,5,average_realized_return,0.0042074774448724326,-0.0004005153092891901,0.008907070472621945,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=5,candidate_policy_forecast_only,forecast_only,3,5,hit_ratio,0.5663716814159292,0.4778761061946903,0.6548672566371682,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=5,candidate_policy_forecast_only,forecast_only,3,5,return_volatility_proxy,0.16721054808491018,-0.014722197609498444,0.38121033397199816,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=5,candidate_policy_forecast_only,forecast_only,3,5,max_drawdown,-0.23782088863554718,-0.3369736453820664,-0.0784775727649934,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=5,candidate_policy_forecast_only,forecast_only,3,5,var_95,-0.034658297818364,-0.060867638619146,-0.0226958206476611,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=3|horizon=5,candidate_policy_forecast_only,forecast_only,3,5,cvar_95,-0.06094978235877008,-0.07807176202280942,-0.03622320424714347,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=1,candidate_policy_forecast_only,forecast_only,5,1,average_realized_return,-0.0001996538833849174,-0.002300885318279036,0.0018438967254837783,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=1,candidate_policy_forecast_only,forecast_only,5,1,hit_ratio,0.5,0.4083333333333333,0.5916666666666667,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=1,candidate_policy_forecast_only,forecast_only,5,1,return_volatility_proxy,-0.01651116850147072,-0.18320076505384694,0.17330418327487235,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=1,candidate_policy_forecast_only,forecast_only,5,1,max_drawdown,-0.09706793705856487,-0.2889043643825049,-0.05624462408262703,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=1,candidate_policy_forecast_only,forecast_only,5,1,var_95,-0.013551661635376142,-0.02415281750335576,-0.01089678080301758,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=1,candidate_policy_forecast_only,forecast_only,5,1,cvar_95,-0.03276250812856538,-0.0463068885440613,-0.0163574696706852,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=3,candidate_policy_forecast_only,forecast_only,5,3,average_realized_return,0.0014409071949368362,-0.0023712814181669987,0.005167702920283429,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=3,candidate_policy_forecast_only,forecast_only,5,3,hit_ratio,0.5357142857142857,0.45535714285714285,0.625,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=3,candidate_policy_forecast_only,forecast_only,5,3,return_volatility_proxy,0.07009139300492043,-0.1094213077054495,0.2772360308996518,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=3,candidate_policy_forecast_only,forecast_only,5,3,max_drawdown,-0.20039996078550748,-0.34131573535592263,-0.07876977767073433,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=3,candidate_policy_forecast_only,forecast_only,5,3,var_95,-0.028596378327674157,-0.0512416149484563,-0.021185496005329915,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=3,candidate_policy_forecast_only,forecast_only,5,3,cvar_95,-0.050824986897402884,-0.06330370779627013,-0.029211084720389278,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=5,candidate_policy_forecast_only,forecast_only,5,5,average_realized_return,0.0045809878505930985,-1.278526760290122e-05,0.009209647187467928,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=5,candidate_policy_forecast_only,forecast_only,5,5,hit_ratio,0.5752212389380531,0.48672566371681414,0.6637168141592921,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=5,candidate_policy_forecast_only,forecast_only,5,5,return_volatility_proxy,0.18108398381431734,-0.00047709276783985754,0.3940562497915171,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=5,candidate_policy_forecast_only,forecast_only,5,5,max_drawdown,-0.2380231656946008,-0.3259654250753326,-0.07562929926143068,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=5,candidate_policy_forecast_only,forecast_only,5,5,var_95,-0.03886887216920116,-0.058072017673063,-0.0226958206476611,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_forecast_only|candidate_type=forecast_only|top_n=5|horizon=5,candidate_policy_forecast_only,forecast_only,5,5,cvar_95,-0.0603905388265543,-0.0757516980709811,-0.03627483706165446,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=1,candidate_policy_risk_aware,risk_aware,1,1,average_realized_return,-0.001152806493030272,-0.003598440470855745,0.0014502009245085578,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=1,candidate_policy_risk_aware,risk_aware,1,1,hit_ratio,0.4,0.31666666666666665,0.49166666666666664,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=1,candidate_policy_risk_aware,risk_aware,1,1,return_volatility_proxy,-0.08326514066507483,-0.26627114662533846,0.10363211294249455,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=1,candidate_policy_risk_aware,risk_aware,1,1,max_drawdown,-0.22167496863298408,-0.39199739099404857,-0.08760557972952068,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=1,candidate_policy_risk_aware,risk_aware,1,1,var_95,-0.018434013169087677,-0.0349380132023828,-0.016607675970170505,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=1,candidate_policy_risk_aware,risk_aware,1,1,cvar_95,-0.033081376799471714,-0.04326723040999486,-0.020367239822631455,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=3,candidate_policy_risk_aware,risk_aware,1,3,average_realized_return,0.0006583087375213175,-0.003676817194258906,0.005027798294502038,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=3,candidate_policy_risk_aware,risk_aware,1,3,hit_ratio,0.5,0.4104910714285716,0.5982142857142857,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=3,candidate_policy_risk_aware,risk_aware,1,3,return_volatility_proxy,0.02855613437803218,-0.16042005255699657,0.22065926868938116,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=3,candidate_policy_risk_aware,risk_aware,1,3,max_drawdown,-0.28562103423675733,-0.4193176862195231,-0.09786064294819583,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=3,candidate_policy_risk_aware,risk_aware,1,3,var_95,-0.03675758818081042,-0.0502599653379548,-0.02532676237411608,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=3,candidate_policy_risk_aware,risk_aware,1,3,cvar_95,-0.05150974582500036,-0.05911357826967195,-0.03330241714278042,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=5,candidate_policy_risk_aware,risk_aware,1,5,average_realized_return,0.005388426363494724,-0.0003660112451004329,0.0113633156676383,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=5,candidate_policy_risk_aware,risk_aware,1,5,hit_ratio,0.5575221238938053,0.46017699115044247,0.6460176991150443,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=5,candidate_policy_risk_aware,risk_aware,1,5,return_volatility_proxy,0.17322985210245112,-0.012467013486572042,0.3567755849507094,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=5,candidate_policy_risk_aware,risk_aware,1,5,max_drawdown,-0.24584967614930453,-0.36343924484254414,-0.09626449999418761,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=5,candidate_policy_risk_aware,risk_aware,1,5,var_95,-0.042599789728367976,-0.0562367474877846,-0.028126488922353712,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=1|horizon=5,candidate_policy_risk_aware,risk_aware,1,5,cvar_95,-0.05892572423199579,-0.07142979147086757,-0.0420789711391694,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=1,candidate_policy_risk_aware,risk_aware,3,1,average_realized_return,-0.00019965388338491832,-0.002300885318279037,0.0018438967254837775,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=1,candidate_policy_risk_aware,risk_aware,3,1,hit_ratio,0.5,0.4083333333333333,0.5916666666666667,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=1,candidate_policy_risk_aware,risk_aware,3,1,return_volatility_proxy,-0.016511168501470795,-0.18320076505384708,0.17330418327487235,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=1,candidate_policy_risk_aware,risk_aware,3,1,max_drawdown,-0.09706793705856498,-0.2889043643825049,-0.05624462408262703,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=1,candidate_policy_risk_aware,risk_aware,3,1,var_95,-0.013551661635376142,-0.02415281750335576,-0.01089678080301758,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=1,candidate_policy_risk_aware,risk_aware,3,1,cvar_95,-0.03276250812856538,-0.0463068885440613,-0.0163574696706852,0.95,1000,120,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=3,candidate_policy_risk_aware,risk_aware,3,3,average_realized_return,0.0011140513654093647,-0.002645191946670058,0.004679357341434068,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=3,candidate_policy_risk_aware,risk_aware,3,3,hit_ratio,0.5267857142857143,0.4375,0.6160714285714286,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=3,candidate_policy_risk_aware,risk_aware,3,3,return_volatility_proxy,0.05518541630397724,-0.12334426525005936,0.26180831553034895,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=3,candidate_policy_risk_aware,risk_aware,3,3,max_drawdown,-0.20039996078550748,-0.3488155194382147,-0.08079140807905676,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=3,candidate_policy_risk_aware,risk_aware,3,3,var_95,-0.028596378327674157,-0.0512416149484563,-0.0203835889975023,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=3,candidate_policy_risk_aware,risk_aware,3,3,cvar_95,-0.050824986897402884,-0.06330370779627013,-0.029152081997958934,0.95,1000,112,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=5,candidate_policy_risk_aware,risk_aware,3,5,average_realized_return,0.005262329021848895,0.0006154148974071007,0.009725986139772392,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=5,candidate_policy_risk_aware,risk_aware,3,5,hit_ratio,0.5752212389380531,0.48672566371681414,0.6637168141592921,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=5,candidate_policy_risk_aware,risk_aware,3,5,return_volatility_proxy,0.20757337808247547,0.02113935345424802,0.41656280533511214,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=5,candidate_policy_risk_aware,risk_aware,3,5,max_drawdown,-0.22438247204541784,-0.2982800757330806,-0.07314889042386984,0.95,1000,113,42,
EXP-ST-002,outputs\experiments\EXP-RK-002\artifacts\basket_period_returns.csv,policy_id=candidate_policy_risk_aware|candidate_type=risk_aware|top_n=3|horizon=5,candidate_policy_risk_aware,risk_aware,3,5,var_95,-0.034658297818364,-0.0565903310121105,-0.0226958206476611,0.95,1000,113,42,
