experiment_id,universe_group,ticker,horizon,model_name,model_type,metric_name,metric_value,sample_size,rank,best_baseline_value,model_vs_best_baseline_delta,robustness_note
EXP-RB-002,large_cap_core,FPT,1,ets,model,mae,5.202339916932737,129,4,1.2013178294573643,4.001022087475373,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,lightgbm,model,mae,15.380493903509704,129,5,1.2013178294573643,14.17917607405234,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,xgboost,model,mae,15.44395552760871,129,6,1.2013178294573643,14.242637698151345,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,sarimax,model,mae,9.729370766397696e+22,129,7,1.2013178294573643,9.729370766397696e+22,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,ets,model,missing_prediction_rate,0.0,129,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,lightgbm,model,missing_prediction_rate,0.0,129,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,moving_average_rule,baseline,missing_prediction_rate,0.0,129,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,persistence,baseline,missing_prediction_rate,0.0,129,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,sarimax,model,missing_prediction_rate,0.0,129,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,xgboost,model,missing_prediction_rate,0.0,129,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,zero_return,baseline,missing_prediction_rate,0.0,129,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,ets,model,prediction_count,129.0,129,1,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,lightgbm,model,prediction_count,129.0,129,2,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,moving_average_rule,baseline,prediction_count,129.0,129,3,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,persistence,baseline,prediction_count,129.0,129,4,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,sarimax,model,prediction_count,129.0,129,5,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,xgboost,model,prediction_count,129.0,129,6,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,zero_return,baseline,prediction_count,129.0,129,7,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,persistence,baseline,rmse,1.5943589997723344,129,1,1.5943589997723344,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,zero_return,baseline,rmse,1.5943589997723344,129,2,1.5943589997723344,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,moving_average_rule,baseline,rmse,2.529355269138635,129,3,1.5943589997723344,0.9349962693663008,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,ets,model,rmse,6.166414345693662,129,4,1.5943589997723344,4.572055345921328,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,xgboost,model,rmse,16.638789259987558,129,5,1.5943589997723344,15.044430260215224,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,lightgbm,model,rmse,16.68407942494273,129,6,1.5943589997723344,15.089720425170396,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,1,sarimax,model,rmse,5.109173717624333e+23,129,7,1.5943589997723344,5.109173717624333e+23,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,ets,model,directional_accuracy,0.5669291338582677,127,1,0.5275590551181102,0.03937007874015752,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,moving_average_rule,baseline,directional_accuracy,0.5275590551181102,127,2,0.5275590551181102,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,sarimax,model,directional_accuracy,0.5196850393700787,127,3,0.5275590551181102,-0.007874015748031482,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,lightgbm,model,directional_accuracy,0.4251968503937008,127,4,0.5275590551181102,-0.10236220472440938,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,xgboost,model,directional_accuracy,0.4251968503937008,127,5,0.5275590551181102,-0.10236220472440938,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,persistence,baseline,directional_accuracy,0.0393700787401574,127,6,0.5275590551181102,-0.4881889763779528,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,zero_return,baseline,directional_accuracy,0.0393700787401574,127,7,0.5275590551181102,-0.4881889763779528,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,persistence,baseline,mae,2.2508661417322826,127,1,2.2508661417322826,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,zero_return,baseline,mae,2.2508661417322826,127,2,2.2508661417322826,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,sarimax,model,mae,2.324150836738641,127,3,2.2508661417322826,0.07328469500635837,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,moving_average_rule,baseline,mae,2.6246929133858257,127,4,2.2508661417322826,0.37382677165354306,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,ets,model,mae,6.992868723615903,127,5,2.2508661417322826,4.74200258188362,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,lightgbm,model,mae,14.568676920943416,127,6,2.2508661417322826,12.317810779211133,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,xgboost,model,mae,15.179037701464075,127,7,2.2508661417322826,12.928171559731792,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,ets,model,missing_prediction_rate,0.0,127,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,lightgbm,model,missing_prediction_rate,0.0,127,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,moving_average_rule,baseline,missing_prediction_rate,0.0,127,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,persistence,baseline,missing_prediction_rate,0.0,127,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,sarimax,model,missing_prediction_rate,0.0,127,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,xgboost,model,missing_prediction_rate,0.0,127,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,zero_return,baseline,missing_prediction_rate,0.0,127,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,ets,model,prediction_count,127.0,127,1,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,lightgbm,model,prediction_count,127.0,127,2,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,moving_average_rule,baseline,prediction_count,127.0,127,3,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,persistence,baseline,prediction_count,127.0,127,4,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,sarimax,model,prediction_count,127.0,127,5,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,xgboost,model,prediction_count,127.0,127,6,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,zero_return,baseline,prediction_count,127.0,127,7,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,persistence,baseline,rmse,3.000623557243304,127,1,3.000623557243304,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,zero_return,baseline,rmse,3.000623557243304,127,2,3.000623557243304,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,sarimax,model,rmse,3.05788137970678,127,3,3.000623557243304,0.05725782246347588,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,moving_average_rule,baseline,rmse,3.4265075813026304,127,4,3.000623557243304,0.42588402405932646,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,ets,model,rmse,7.843875012472412,127,5,3.000623557243304,4.843251455229108,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,lightgbm,model,rmse,15.938693433905794,127,6,3.000623557243304,12.938069876662489,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,3,xgboost,model,rmse,16.461671320927277,127,7,3.000623557243304,13.461047763683972,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,ets,model,directional_accuracy,0.544,125,1,0.52,0.02400000000000002,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,sarimax,model,directional_accuracy,0.528,125,2,0.52,0.008000000000000007,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,moving_average_rule,baseline,directional_accuracy,0.52,125,3,0.52,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,lightgbm,model,directional_accuracy,0.432,125,4,0.52,-0.08800000000000002,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,xgboost,model,directional_accuracy,0.424,125,5,0.52,-0.09600000000000003,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,persistence,baseline,directional_accuracy,0.032,125,6,0.52,-0.488,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,zero_return,baseline,directional_accuracy,0.032,125,7,0.52,-0.488,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,persistence,baseline,mae,2.8957599999999992,125,1,2.8957599999999992,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,zero_return,baseline,mae,2.8957599999999992,125,2,2.8957599999999992,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,sarimax,model,mae,2.932549282834256,125,3,2.8957599999999992,0.03678928283425664,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,moving_average_rule,baseline,mae,2.9834079999999994,125,4,2.8957599999999992,0.08764800000000017,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,lightgbm,model,mae,13.7576660065172,125,5,2.8957599999999992,10.8619060065172,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,xgboost,model,mae,14.447345231933593,125,6,2.8957599999999992,11.551585231933593,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,ets,model,mae,26.82830416833897,125,7,2.8957599999999992,23.93254416833897,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,ets,model,missing_prediction_rate,0.0,125,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,lightgbm,model,missing_prediction_rate,0.0,125,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,moving_average_rule,baseline,missing_prediction_rate,0.0,125,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,persistence,baseline,missing_prediction_rate,0.0,125,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,sarimax,model,missing_prediction_rate,0.0,125,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,xgboost,model,missing_prediction_rate,0.0,125,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,zero_return,baseline,missing_prediction_rate,0.0,125,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,ets,model,prediction_count,125.0,125,1,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,lightgbm,model,prediction_count,125.0,125,2,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,moving_average_rule,baseline,prediction_count,125.0,125,3,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,persistence,baseline,prediction_count,125.0,125,4,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,sarimax,model,prediction_count,125.0,125,5,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,xgboost,model,prediction_count,125.0,125,6,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,zero_return,baseline,prediction_count,125.0,125,7,125.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,persistence,baseline,rmse,3.7751745919890896,125,1,3.7751745919890896,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,zero_return,baseline,rmse,3.7751745919890896,125,2,3.7751745919890896,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,sarimax,model,rmse,3.8295817299097776,125,3,3.7751745919890896,0.054407137920688076,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,moving_average_rule,baseline,rmse,4.005771560136698,125,4,3.7751745919890896,0.23059696814760855,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,lightgbm,model,rmse,15.20998002169978,125,5,3.7751745919890896,11.43480542971069,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,xgboost,model,rmse,15.838853783468087,125,6,3.7751745919890896,12.063679191478997,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,FPT,5,ets,model,rmse,28.493793900968168,125,7,3.7751745919890896,24.71861930897908,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,lightgbm,model,directional_accuracy,0.5271317829457365,129,1,0.4496124031007752,0.07751937984496127,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,xgboost,model,directional_accuracy,0.5271317829457365,129,2,0.4496124031007752,0.07751937984496127,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,sarimax,model,directional_accuracy,0.4728682170542636,129,3,0.4496124031007752,0.023255813953488358,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,moving_average_rule,baseline,directional_accuracy,0.4496124031007752,129,4,0.4496124031007752,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,ets,model,directional_accuracy,0.4263565891472868,129,5,0.4496124031007752,-0.023255813953488413,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,persistence,baseline,directional_accuracy,0.0620155038759689,129,6,0.4496124031007752,-0.38759689922480633,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,zero_return,baseline,directional_accuracy,0.0620155038759689,129,7,0.4496124031007752,-0.38759689922480633,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,persistence,baseline,mae,0.2034883720930232,129,1,0.2034883720930232,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,zero_return,baseline,mae,0.2034883720930232,129,2,0.2034883720930232,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,sarimax,model,mae,0.2077300790732103,129,3,0.2034883720930232,0.00424170698018711,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,moving_average_rule,baseline,mae,0.2998139534883722,129,4,0.2034883720930232,0.096325581395349,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,lightgbm,model,mae,0.4944823994842853,129,5,0.2034883720930232,0.2909940273912621,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,xgboost,model,mae,0.5364033697557082,129,6,0.2034883720930232,0.33291499766268506,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,ets,model,mae,2.972271644563319,129,7,0.2034883720930232,2.7687832724702957,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,ets,model,missing_prediction_rate,0.0,129,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,lightgbm,model,missing_prediction_rate,0.0,129,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,moving_average_rule,baseline,missing_prediction_rate,0.0,129,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,persistence,baseline,missing_prediction_rate,0.0,129,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,sarimax,model,missing_prediction_rate,0.0,129,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,xgboost,model,missing_prediction_rate,0.0,129,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,zero_return,baseline,missing_prediction_rate,0.0,129,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,ets,model,prediction_count,129.0,129,1,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,lightgbm,model,prediction_count,129.0,129,2,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,moving_average_rule,baseline,prediction_count,129.0,129,3,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,persistence,baseline,prediction_count,129.0,129,4,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,sarimax,model,prediction_count,129.0,129,5,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,xgboost,model,prediction_count,129.0,129,6,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,zero_return,baseline,prediction_count,129.0,129,7,129.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,persistence,baseline,rmse,0.2645062681515749,129,1,0.2645062681515749,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,zero_return,baseline,rmse,0.2645062681515749,129,2,0.2645062681515749,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,sarimax,model,rmse,0.2688508962901653,129,3,0.2645062681515749,0.0043446281385903784,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,moving_average_rule,baseline,rmse,0.3754001482655935,129,4,0.2645062681515749,0.11089388011401857,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,lightgbm,model,rmse,0.5603355840402053,129,5,0.2645062681515749,0.29582931588863043,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,xgboost,model,rmse,0.5986562774132699,129,6,0.2645062681515749,0.33415000926169497,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,1,ets,model,rmse,3.2227273039359834,129,7,0.2645062681515749,2.9582210357844083,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,lightgbm,model,directional_accuracy,0.5118110236220472,127,1,0.4566929133858268,0.05511811023622043,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,sarimax,model,directional_accuracy,0.4960629921259842,127,2,0.4566929133858268,0.03937007874015741,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,xgboost,model,directional_accuracy,0.4960629921259842,127,3,0.4566929133858268,0.03937007874015741,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,ets,model,directional_accuracy,0.4724409448818897,127,4,0.4566929133858268,0.01574803149606291,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,moving_average_rule,baseline,directional_accuracy,0.4566929133858268,127,5,0.4566929133858268,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,persistence,baseline,directional_accuracy,0.0157480314960629,127,6,0.4566929133858268,-0.4409448818897639,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,zero_return,baseline,directional_accuracy,0.0157480314960629,127,7,0.4566929133858268,-0.4409448818897639,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,persistence,baseline,mae,0.3515748031496064,127,1,0.3515748031496064,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,zero_return,baseline,mae,0.3515748031496064,127,2,0.3515748031496064,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,sarimax,model,mae,0.3544016604877071,127,3,0.3515748031496064,0.00282685733810073,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,moving_average_rule,baseline,mae,0.4187874015748032,127,4,0.3515748031496064,0.06721259842519683,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,lightgbm,model,mae,0.5151992002463649,127,5,0.3515748031496064,0.16362439709675852,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,xgboost,model,mae,0.5428536843127156,127,6,0.3515748031496064,0.19127888116310926,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,ets,model,mae,3.339108745751162,127,7,0.3515748031496064,2.987533942601556,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,ets,model,missing_prediction_rate,0.0,127,1,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,lightgbm,model,missing_prediction_rate,0.0,127,2,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,moving_average_rule,baseline,missing_prediction_rate,0.0,127,3,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,persistence,baseline,missing_prediction_rate,0.0,127,4,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,sarimax,model,missing_prediction_rate,0.0,127,5,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,xgboost,model,missing_prediction_rate,0.0,127,6,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,zero_return,baseline,missing_prediction_rate,0.0,127,7,0.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,ets,model,prediction_count,127.0,127,1,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,lightgbm,model,prediction_count,127.0,127,2,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,moving_average_rule,baseline,prediction_count,127.0,127,3,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
EXP-RB-002,large_cap_core,HPG,3,persistence,baseline,prediction_count,127.0,127,4,127.0,0.0,computed_from_forecasting_core_metrics_by_ticker_group
