experiment_id,cost_scenario_id,policy_id,candidate_type,top_n,horizon,transaction_cost_bps,slippage_bps,gross_average_realized_return,net_average_realized_return,net_hit_ratio,net_return_volatility_proxy,net_max_drawdown,net_var_95,net_cvar_95,cost_impact,diagnostic_only
EXP-RB-003,cost_5bps,candidate_policy_risk_aware,risk_aware,3,1,5.0,5.0,-0.00019965388338491832,-0.0011996538833849183,0.475,-0.09921012842922963,-0.17490998629992294,-0.014551661635376141,-0.033762508128565384,0.001,True
EXP-RB-003,cost_5bps,candidate_policy_risk_aware,risk_aware,3,3,5.0,5.0,0.0011140513654093647,0.00011405136540936453,0.5178571428571429,0.005649624672234081,-0.2171837996145628,-0.029596378327674158,-0.051824986897402885,0.0010000000000000002,True
EXP-RB-003,cost_5bps,candidate_policy_risk_aware,risk_aware,3,5,5.0,5.0,0.005262329021848895,0.004262329021848894,0.5752212389380531,0.16812822419326737,-0.23185575040036632,-0.035658297818364,-0.05928780950464236,0.0010000000000000009,True
EXP-RB-003,cost_5bps,candidate_policy_risk_aware,risk_aware,5,1,5.0,5.0,-0.00019965388338491832,-0.0011996538833849183,0.475,-0.09921012842922963,-0.17490998629992294,-0.014551661635376141,-0.033762508128565384,0.001,True
EXP-RB-003,cost_5bps,candidate_policy_risk_aware,risk_aware,5,3,5.0,5.0,0.0014409071949368362,0.00044090719493683597,0.5267857142857143,0.021447460036015394,-0.2045732019871762,-0.029596378327674158,-0.051824986897402885,0.0010000000000000002,True
EXP-RB-003,cost_5bps,candidate_policy_risk_aware,risk_aware,5,5,5.0,5.0,0.0045809878505931,0.0035809878505931,0.5752212389380531,0.14155452210861297,-0.24416617125716078,-0.03986887216920116,-0.0613905388265543,0.001,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,1,1,10.0,10.0,-0.0007247382211796693,-0.0027247382211796696,0.36666666666666664,-0.19131892076106718,-0.2938995764287461,-0.019400594144502306,-0.040886144390815185,0.0020000000000000005,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,1,3,10.0,10.0,0.004963410896437133,0.0029634108964371325,0.5803571428571429,0.12088122058840785,-0.21895288430292448,-0.030794951911939115,-0.05189285083997904,0.002000000000000001,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,1,5,10.0,10.0,0.008620698942580074,0.006620698942580074,0.6194690265486725,0.21304154167232062,-0.3057115940196409,-0.05041198734638526,-0.06661740468454377,0.002,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,3,1,10.0,10.0,-0.0001996538833849174,-0.0021996538833849175,0.44166666666666665,-0.18190908835698838,-0.24610941533058184,-0.015551661635376142,-0.034762508128565385,0.002,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,3,3,10.0,10.0,0.0014482649262396684,-0.0005517350737603325,0.5,-0.026541034252834612,-0.2500522211919586,-0.03434366234116625,-0.05318834686920968,0.002000000000000001,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,3,5,10.0,10.0,0.0042074774448724326,0.002207477444872432,0.5663716814159292,0.08772798387595104,-0.26973717575821854,-0.036658297818364,-0.06294978235877008,0.0020000000000000005,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,5,1,10.0,10.0,-0.0001996538833849174,-0.0021996538833849175,0.44166666666666665,-0.18190908835698838,-0.24610941533058184,-0.015551661635376142,-0.034762508128565385,0.002,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,5,3,10.0,10.0,0.0014409071949368362,-0.0005590928050631643,0.5,-0.027196472932889654,-0.2524443736276024,-0.030596378327674156,-0.052824986897402885,0.0020000000000000005,True
EXP-RB-003,cost_10bps,candidate_policy_forecast_only,forecast_only,5,5,10.0,10.0,0.0045809878505930985,0.0025809878505930993,0.5752212389380531,0.10202506040290843,-0.26599464489201186,-0.04086887216920116,-0.0623905388265543,0.001999999999999999,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,1,1,10.0,10.0,-0.001152806493030272,-0.0031528064930302717,0.3416666666666667,-0.22772154539299014,-0.3499556441934788,-0.020434013169087675,-0.035081376799471715,0.002,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,1,3,10.0,10.0,0.0006583087375213175,-0.0013416912624786826,0.4732142857142857,-0.0581999201915989,-0.3929955967850022,-0.038757588180810425,-0.053509745825000364,0.002,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,1,5,10.0,10.0,0.005388426363494724,0.003388426363494724,0.5309734513274337,0.10893284202320379,-0.28764675165737663,-0.04459978972836798,-0.06092572423199579,0.002,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,3,1,10.0,10.0,-0.00019965388338491832,-0.002199653883384918,0.44166666666666665,-0.18190908835698844,-0.24610941533058195,-0.015551661635376142,-0.034762508128565385,0.0019999999999999996,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,3,3,10.0,10.0,0.0011140513654093647,-0.000885948634590636,0.49107142857142855,-0.0438861669595091,-0.2768651522097769,-0.030596378327674156,-0.052824986897402885,0.002000000000000001,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,3,5,10.0,10.0,0.005262329021848895,0.0032623290218488942,0.5752212389380531,0.1286830703040593,-0.2540270764622622,-0.036658297818364,-0.06028780950464236,0.0020000000000000005,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,5,1,10.0,10.0,-0.00019965388338491832,-0.002199653883384918,0.44166666666666665,-0.18190908835698844,-0.24610941533058195,-0.015551661635376142,-0.034762508128565385,0.0019999999999999996,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,5,3,10.0,10.0,0.0014409071949368362,-0.0005590928050631643,0.5,-0.027196472932889654,-0.2524443736276024,-0.030596378327674156,-0.052824986897402885,0.0020000000000000005,True
EXP-RB-003,cost_10bps,candidate_policy_risk_aware,risk_aware,5,5,10.0,10.0,0.0045809878505931,0.0025809878505931,0.5752212389380531,0.10202506040290847,-0.26599464489201186,-0.04086887216920116,-0.0623905388265543,0.002,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,1,1,20.0,20.0,-0.0007247382211796693,-0.004724738221179669,0.35,-0.33174996787886046,-0.44251265329653855,-0.021400594144502304,-0.04288614439081518,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,1,3,20.0,20.0,0.004963410896437133,0.0009634108964371332,0.5535714285714286,0.03929873013206134,-0.22867511248605776,-0.03279495191193911,-0.05389285083997903,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,1,5,20.0,20.0,0.008620698942580074,0.004620698942580074,0.5663716814159292,0.14868533290343233,-0.3158921160064051,-0.05241198734638526,-0.06861740468454378,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,3,1,20.0,20.0,-0.0001996538833849174,-0.0041996538833849175,0.3416666666666667,-0.34730700821250604,-0.40402520478109183,-0.01755166163537614,-0.03676250812856539,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,3,3,20.0,20.0,0.0014482649262396684,-0.0025517350737603315,0.4732142857142857,-0.12275037643565087,-0.36015236425469854,-0.03634366234116625,-0.05518834686920968,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,3,5,20.0,20.0,0.0042074774448724326,0.00020747744487243137,0.5575221238938053,0.008245419666991901,-0.31137694688900697,-0.038658297818363996,-0.06494978235877008,0.004000000000000001,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,5,1,20.0,20.0,-0.0001996538833849174,-0.0041996538833849175,0.3416666666666667,-0.34730700821250604,-0.40402520478109183,-0.01755166163537614,-0.03676250812856539,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,5,3,20.0,20.0,0.0014409071949368362,-0.002559092805063164,0.4732142857142857,-0.12448433887069969,-0.3621966630308805,-0.032596378327674154,-0.05482498689740289,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_forecast_only,forecast_only,5,5,20.0,20.0,0.0045809878505930985,0.0005809878505930988,0.5663716814159292,0.022966136991499454,-0.30784021726175437,-0.04286887216920116,-0.06439053882655431,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,1,1,20.0,20.0,-0.001152806493030272,-0.005152806493030271,0.31666666666666665,-0.37217795012090543,-0.4701605754325644,-0.022434013169087677,-0.03708137679947172,0.003999999999999999,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,1,3,20.0,20.0,0.0006583087375213175,-0.0033416912624786824,0.45535714285714285,-0.14495597476122996,-0.4844005715694367,-0.04075758818081042,-0.055509745825000366,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,1,5,20.0,20.0,0.005388426363494724,0.0013884263634947247,0.48672566371681414,0.0446358319439565,-0.3296479287358204,-0.04659978972836798,-0.06292572423199579,0.003999999999999999,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,3,1,20.0,20.0,-0.00019965388338491832,-0.004199653883384918,0.3416666666666667,-0.34730700821250615,-0.40402520478109183,-0.01755166163537614,-0.03676250812856539,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,3,3,20.0,20.0,0.0011140513654093647,-0.0028859486345906354,0.4642857142857143,-0.14295775022299537,-0.38307222139776476,-0.032596378327674154,-0.05482498689740289,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,3,5,20.0,20.0,0.005262329021848895,0.0012623290218488942,0.5663716814159292,0.049792762525643144,-0.2965309426430749,-0.038658297818363996,-0.06228780950464236,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,5,1,20.0,20.0,-0.00019965388338491832,-0.004199653883384918,0.3416666666666667,-0.34730700821250615,-0.40402520478109183,-0.01755166163537614,-0.03676250812856539,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,5,3,20.0,20.0,0.0014409071949368362,-0.002559092805063164,0.4732142857142857,-0.12448433887069969,-0.3621966630308805,-0.032596378327674154,-0.05482498689740289,0.004,True
EXP-RB-003,cost_20bps,candidate_policy_risk_aware,risk_aware,5,5,20.0,20.0,0.0045809878505931,0.0005809878505930995,0.5663716814159292,0.02296613699149948,-0.30784021726175437,-0.04286887216920116,-0.06439053882655431,0.004000000000000001,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,1,1,50.0,50.0,-0.0007247382211796693,-0.01072473822117967,0.23333333333333334,-0.7530431092322403,-0.7285772596548197,-0.027400594144502306,-0.048886144390815185,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,1,3,50.0,50.0,0.004963410896437133,-0.005036589103562867,0.4107142857142857,-0.20544874123697826,-0.4951408169998406,-0.038794951911939116,-0.059892850839979035,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,1,5,50.0,50.0,0.008620698942580074,-0.0013793010574199257,0.45132743362831856,-0.044383293403232556,-0.4212559713429447,-0.05841198734638526,-0.07461740468454377,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,3,1,50.0,50.0,-0.0001996538833849174,-0.010199653883384919,0.15833333333333333,-0.8435007677790591,-0.7097152634613259,-0.023551661635376142,-0.042762508128565385,0.010000000000000002,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,3,3,50.0,50.0,0.0014482649262396684,-0.008551735073760332,0.39285714285714285,-0.41137840298409983,-0.6366567892990784,-0.04234366234116625,-0.06118834686920969,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,3,5,50.0,50.0,0.0042074774448724326,-0.0057925225551275685,0.4336283185840708,-0.23020227295988546,-0.5707127744365252,-0.044658297818364,-0.07094978235877009,0.010000000000000002,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,5,1,50.0,50.0,-0.0001996538833849174,-0.010199653883384919,0.15833333333333333,-0.8435007677790591,-0.7097152634613259,-0.023551661635376142,-0.042762508128565385,0.010000000000000002,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,5,3,50.0,50.0,0.0014409071949368362,-0.008559092805063164,0.39285714285714285,-0.4163479366841299,-0.6367607849055946,-0.03859637832767415,-0.06082498689740289,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_forecast_only,forecast_only,5,5,50.0,50.0,0.0045809878505930985,-0.005419012149406901,0.4336283185840708,-0.21421063324272743,-0.5716572608596062,-0.04886887216920116,-0.07039053882655429,0.009999999999999998,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,1,1,50.0,50.0,-0.001152806493030272,-0.011152806493030272,0.21666666666666667,-0.8055471643046515,-0.7421164100346853,-0.028434013169087675,-0.043081376799471716,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,1,3,50.0,50.0,0.0006583087375213175,-0.009341691262478682,0.33035714285714285,-0.4052241384701232,-0.6850899970750327,-0.046757588180810425,-0.06150974582500037,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,1,5,50.0,50.0,0.005388426363494724,-0.0046115736365052755,0.37168141592920356,-0.14825519829378545,-0.5464443624842927,-0.05259978972836798,-0.06892572423199578,0.009999999999999998,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,3,1,50.0,50.0,-0.00019965388338491832,-0.010199653883384919,0.15833333333333333,-0.8435007677790591,-0.7097152634613259,-0.023551661635376142,-0.042762508128565385,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,3,3,50.0,50.0,0.0011140513654093647,-0.008885948634590636,0.375,-0.4401725000134543,-0.649632380033012,-0.03859637832767415,-0.06082498689740289,0.010000000000000002,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,3,5,50.0,50.0,0.005262329021848895,-0.0047376709781511055,0.4424778761061947,-0.18687816080960531,-0.5535850307818362,-0.044658297818364,-0.06828780950464237,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,5,1,50.0,50.0,-0.00019965388338491832,-0.010199653883384919,0.15833333333333333,-0.8435007677790591,-0.7097152634613259,-0.023551661635376142,-0.042762508128565385,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,5,3,50.0,50.0,0.0014409071949368362,-0.008559092805063164,0.39285714285714285,-0.4163479366841299,-0.6367607849055946,-0.03859637832767415,-0.06082498689740289,0.01,True
EXP-RB-003,cost_50bps,candidate_policy_risk_aware,risk_aware,5,5,50.0,50.0,0.0045809878505931,-0.0054190121494069,0.4336283185840708,-0.21421063324272743,-0.5716572608596062,-0.04886887216920116,-0.07039053882655429,0.01,True
