index_code,chunk_start,chunk_end,chunk_days,provider,source,success,rows,exception_type,exception_message
VNINDEX,2005-01-06,2005-01-10,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c84cd0 state=finished raised ValueError>]
VNINDEX,2005-01-06,2005-01-10,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c2a850 state=finished raised ValueError>]
VNINDEX,2005-01-06,2005-01-10,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c91450 state=finished raised ValueError>]
VNINDEX,2005-01-06,2005-01-10,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-06,2005-01-10,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-06,2005-01-10,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c924d0 state=finished raised ValueError>]
VNINDEX,2005-01-06,2005-01-10,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c927d0 state=finished raised ValueError>]
VNINDEX,2005-01-06,2005-01-10,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c923d0 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-11,2005-01-15,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-11,2005-01-15,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb46d0 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb7750 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb50d0 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-11,2005-01-15,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-11,2005-01-15,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c87dd0 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c84f50 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c87e50 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-11,2005-01-15,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-11,2005-01-15,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb7c50 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d21ff97ad0 state=finished raised ValueError>]
VNINDEX,2005-01-11,2005-01-15,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb4ad0 state=finished raised ValueError>]
VNINDEX,2005-01-16,2005-01-20,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-16,2005-01-20,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-16,2005-01-20,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb45d0 state=finished raised ConnectionError>]
VNINDEX,2005-01-16,2005-01-20,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb5750 state=finished raised ValueError>]
VNINDEX,2005-01-16,2005-01-20,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb6dd0 state=finished raised ValueError>]
VNINDEX,2005-01-16,2005-01-20,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-16,2005-01-20,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-16,2005-01-20,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c2a4d0 state=finished raised ConnectionError>]
VNINDEX,2005-01-16,2005-01-20,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c68050 state=finished raised ValueError>]
VNINDEX,2005-01-16,2005-01-20,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253bf7850 state=finished raised ValueError>]
VNINDEX,2005-01-16,2005-01-20,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-16,2005-01-20,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-16,2005-01-20,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c876d0 state=finished raised ConnectionError>]
VNINDEX,2005-01-16,2005-01-20,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb6350 state=finished raised ValueError>]
VNINDEX,2005-01-16,2005-01-20,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c874d0 state=finished raised ValueError>]
VNINDEX,2005-01-21,2005-01-25,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-21,2005-01-25,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-21,2005-01-25,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c92f50 state=finished raised ValueError>]
VNINDEX,2005-01-21,2005-01-25,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c91250 state=finished raised ValueError>]
VNINDEX,2005-01-21,2005-01-25,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c92cd0 state=finished raised ValueError>]
VNINDEX,2005-01-21,2005-01-25,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-21,2005-01-25,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-21,2005-01-25,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb61d0 state=finished raised ValueError>]
VNINDEX,2005-01-21,2005-01-25,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c86c50 state=finished raised ValueError>]
VNINDEX,2005-01-21,2005-01-25,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c852d0 state=finished raised ValueError>]
VNINDEX,2005-01-21,2005-01-25,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-21,2005-01-25,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-21,2005-01-25,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c2a5d0 state=finished raised ConnectionError>]
VNINDEX,2005-01-21,2005-01-25,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb5b50 state=finished raised ValueError>]
VNINDEX,2005-01-21,2005-01-25,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb54d0 state=finished raised ValueError>]
VNINDEX,2005-01-26,2005-01-30,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-26,2005-01-30,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-26,2005-01-30,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c29ed0 state=finished raised ValueError>]
VNINDEX,2005-01-26,2005-01-30,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb50d0 state=finished raised ValueError>]
VNINDEX,2005-01-26,2005-01-30,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c91ad0 state=finished raised ValueError>]
VNINDEX,2005-01-26,2005-01-30,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-26,2005-01-30,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-26,2005-01-30,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c909d0 state=finished raised ConnectionError>]
VNINDEX,2005-01-26,2005-01-30,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c91050 state=finished raised ValueError>]
VNINDEX,2005-01-26,2005-01-30,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c927d0 state=finished raised ValueError>]
VNINDEX,2005-01-26,2005-01-30,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-26,2005-01-30,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-26,2005-01-30,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c85050 state=finished raised ValueError>]
VNINDEX,2005-01-26,2005-01-30,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c87850 state=finished raised ValueError>]
VNINDEX,2005-01-26,2005-01-30,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c86ad0 state=finished raised ValueError>]
VNINDEX,2005-01-31,2005-02-04,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-31,2005-02-04,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-31,2005-02-04,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb62d0 state=finished raised ConnectionError>]
VNINDEX,2005-01-31,2005-02-04,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c936d0 state=finished raised ValueError>]
VNINDEX,2005-01-31,2005-02-04,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c90b50 state=finished raised ValueError>]
VNINDEX,2005-01-31,2005-02-04,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-31,2005-02-04,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-31,2005-02-04,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c2a650 state=finished raised ValueError>]
VNINDEX,2005-01-31,2005-02-04,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb7bd0 state=finished raised ValueError>]
VNINDEX,2005-01-31,2005-02-04,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c85250 state=finished raised ValueError>]
VNINDEX,2005-01-31,2005-02-04,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-01-31,2005-02-04,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-01-31,2005-02-04,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c2a550 state=finished raised ValueError>]
VNINDEX,2005-01-31,2005-02-04,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c850d0 state=finished raised ValueError>]
VNINDEX,2005-01-31,2005-02-04,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c851d0 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-05,2005-02-09,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-05,2005-02-09,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb4dd0 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c919d0 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c86950 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-05,2005-02-09,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-05,2005-02-09,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d036d0 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d03ad0 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d01ed0 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-05,2005-02-09,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-05,2005-02-09,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d022d0 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d03150 state=finished raised ValueError>]
VNINDEX,2005-02-05,2005-02-09,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb5ad0 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-10,2005-02-14,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-10,2005-02-14,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c872d0 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c87550 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c93950 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-10,2005-02-14,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-10,2005-02-14,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c85450 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c87650 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c84ed0 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-10,2005-02-14,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-10,2005-02-14,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d00cd0 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d03bd0 state=finished raised ValueError>]
VNINDEX,2005-02-10,2005-02-14,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d02e50 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-15,2005-02-19,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-15,2005-02-19,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d02ed0 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb48d0 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb43d0 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-15,2005-02-19,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-15,2005-02-19,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c85450 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb6150 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c68050 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-15,2005-02-19,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-15,2005-02-19,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb5e50 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb78d0 state=finished raised ValueError>]
VNINDEX,2005-02-15,2005-02-19,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb4ad0 state=finished raised ValueError>]
VNINDEX,2005-02-20,2005-02-24,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-20,2005-02-24,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-20,2005-02-24,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c85ad0 state=finished raised ConnectionError>]
VNINDEX,2005-02-20,2005-02-24,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c93f50 state=finished raised ValueError>]
VNINDEX,2005-02-20,2005-02-24,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c6bdd0 state=finished raised ValueError>]
VNINDEX,2005-02-20,2005-02-24,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-20,2005-02-24,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-20,2005-02-24,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb49d0 state=finished raised ConnectionError>]
VNINDEX,2005-02-20,2005-02-24,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c92dd0 state=finished raised ValueError>]
VNINDEX,2005-02-20,2005-02-24,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c91850 state=finished raised ValueError>]
VNINDEX,2005-02-20,2005-02-24,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-20,2005-02-24,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-20,2005-02-24,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c28e50 state=finished raised ConnectionError>]
VNINDEX,2005-02-20,2005-02-24,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c29650 state=finished raised ValueError>]
VNINDEX,2005-02-20,2005-02-24,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c931d0 state=finished raised ValueError>]
VNINDEX,2005-02-25,2005-03-01,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-25,2005-03-01,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-25,2005-03-01,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb68d0 state=finished raised ValueError>]
VNINDEX,2005-02-25,2005-03-01,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb7450 state=finished raised ValueError>]
VNINDEX,2005-02-25,2005-03-01,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb6dd0 state=finished raised ValueError>]
VNINDEX,2005-02-25,2005-03-01,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-25,2005-03-01,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-25,2005-03-01,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c86fd0 state=finished raised ValueError>]
VNINDEX,2005-02-25,2005-03-01,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c85b50 state=finished raised ValueError>]
VNINDEX,2005-02-25,2005-03-01,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c85a50 state=finished raised ValueError>]
VNINDEX,2005-02-25,2005-03-01,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-02-25,2005-03-01,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-02-25,2005-03-01,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb51d0 state=finished raised ConnectionError>]
VNINDEX,2005-02-25,2005-03-01,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c90ad0 state=finished raised ValueError>]
VNINDEX,2005-02-25,2005-03-01,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c90dd0 state=finished raised ValueError>]
VNINDEX,2005-03-02,2005-03-06,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-02,2005-03-06,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-02,2005-03-06,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c86350 state=finished raised ValueError>]
VNINDEX,2005-03-02,2005-03-06,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c87250 state=finished raised ValueError>]
VNINDEX,2005-03-02,2005-03-06,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c87cd0 state=finished raised ValueError>]
VNINDEX,2005-03-02,2005-03-06,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-02,2005-03-06,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-02,2005-03-06,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c2a350 state=finished raised ConnectionError>]
VNINDEX,2005-03-02,2005-03-06,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254c871d0 state=finished raised ValueError>]
VNINDEX,2005-03-02,2005-03-06,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c85fd0 state=finished raised ValueError>]
VNINDEX,2005-03-02,2005-03-06,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-02,2005-03-06,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-02,2005-03-06,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb6c50 state=finished raised ValueError>]
VNINDEX,2005-03-02,2005-03-06,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254cb4ad0 state=finished raised ValueError>]
VNINDEX,2005-03-02,2005-03-06,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb76d0 state=finished raised ValueError>]
VNINDEX,2005-03-07,2005-03-11,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-07,2005-03-11,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-07,2005-03-11,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c90650 state=finished raised ConnectionError>]
VNINDEX,2005-03-07,2005-03-11,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c92850 state=finished raised ValueError>]
VNINDEX,2005-03-07,2005-03-11,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c91ad0 state=finished raised ValueError>]
VNINDEX,2005-03-07,2005-03-11,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-07,2005-03-11,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-07,2005-03-11,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c29ad0 state=finished raised ValueError>]
VNINDEX,2005-03-07,2005-03-11,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c91550 state=finished raised ValueError>]
VNINDEX,2005-03-07,2005-03-11,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb6850 state=finished raised ValueError>]
VNINDEX,2005-03-07,2005-03-11,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-07,2005-03-11,1,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-07,2005-03-11,1,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d35b50 state=finished raised ValueError>]
VNINDEX,2005-03-07,2005-03-11,1,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d34cd0 state=finished raised ValueError>]
VNINDEX,2005-03-07,2005-03-11,1,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254c879d0 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,5,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-12,2005-03-16,5,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-12,2005-03-16,5,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d34ed0 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,5,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d254d34dd0 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,5,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d254d36650 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,3,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-12,2005-03-16,3,vnstock_data,KBS,false,0,,
VNINDEX,2005-03-12,2005-03-16,3,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x1d254cb7850 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,3,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x1d253c2a4d0 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,3,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x1d253c29cd0 state=finished raised ValueError>]
VNINDEX,2005-03-12,2005-03-16,1,repo_adapter,KBS,false,0,,
VNINDEX,2005-03-12,2005-03-16,1,vnstock_data,KBS,false,0,,
