experiment_id,ticker,horizon,model_name,feature_name,feature_group,importance_type,importance_value,normalized_importance,rank,sample_size,notes
EXP-FA-007,FPT,1,xgboost,realized_vol_10,rolling_volatility,feature_importances_,0.001572675188072,0.0015726751034874,10,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,volume_mean_5,volume,feature_importances_,0.0,0.0,22,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,volume_mean_10,volume,feature_importances_,0.0,0.0,23,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,volume_shock_5,volume,feature_importances_,0.0,0.0,24,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,volume_return_lag_1,lag_returns,feature_importances_,0.0,0.0,25,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,rsi_14,momentum_indicators,feature_importances_,0.0,0.0,26,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,macd_12_26,momentum_indicators,feature_importances_,0.0,0.0,27,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,macd_signal_9,momentum_indicators,feature_importances_,0.0,0.0,28,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,momentum_5,momentum_indicators,feature_importances_,0.0,0.0,29,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,open_close_spread,spread_range,feature_importances_,0.0,0.0,30,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,high_low_spread,spread_range,feature_importances_,0.0,0.0,31,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,true_range,spread_range,feature_importances_,0.0,0.0,32,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,xgboost,atr_proxy_5,spread_range,feature_importances_,0.0,0.0,33,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,open,default_ohlcv,feature_importances_,17.0,0.0845771144278607,6,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,high,default_ohlcv,feature_importances_,33.0,0.1641791044776119,2,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,low,default_ohlcv,feature_importances_,21.0,0.1044776119402985,4,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,close,default_ohlcv,feature_importances_,56.0,0.2786069651741293,1,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,volume,volume,feature_importances_,0.0,0.0,14,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,return_1,lag_returns,feature_importances_,0.0,0.0,15,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,high_low_range,spread_range,feature_importances_,0.0,0.0,16,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,close_open_return,spread_range,feature_importances_,0.0,0.0,17,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,ma_3,rolling_mean,feature_importances_,6.0,0.0298507462686567,8,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,ma_5,rolling_mean,feature_importances_,3.0,0.0149253731343283,9,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,close_return_lag_1,lag_returns,feature_importances_,0.0,0.0,18,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,close_return_lag_2,lag_returns,feature_importances_,0.0,0.0,19,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,close_return_lag_3,lag_returns,feature_importances_,0.0,0.0,20,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,close_return_lag_5,lag_returns,feature_importances_,0.0,0.0,21,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,pct_change_lag_1,lag_returns,feature_importances_,0.0,0.0,22,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,rolling_mean_5,rolling_mean,feature_importances_,2.0,0.0099502487562189,10,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,rolling_mean_10,rolling_mean,feature_importances_,29.0,0.1442786069651741,3,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,sma_20,rolling_mean,feature_importances_,21.0,0.1044776119402985,5,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,rolling_std_5,rolling_volatility,feature_importances_,0.0,0.0,23,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,rolling_std_10,rolling_volatility,feature_importances_,2.0,0.0099502487562189,11,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,realized_vol_10,rolling_volatility,feature_importances_,0.0,0.0,24,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,volume_mean_5,volume,feature_importances_,0.0,0.0,25,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,volume_mean_10,volume,feature_importances_,1.0,0.0049751243781094,12,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,volume_shock_5,volume,feature_importances_,0.0,0.0,26,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,volume_return_lag_1,lag_returns,feature_importances_,0.0,0.0,27,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,rsi_14,momentum_indicators,feature_importances_,0.0,0.0,28,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,macd_12_26,momentum_indicators,feature_importances_,0.0,0.0,29,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,macd_signal_9,momentum_indicators,feature_importances_,9.0,0.044776119402985,7,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,momentum_5,momentum_indicators,feature_importances_,0.0,0.0,30,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,open_close_spread,spread_range,feature_importances_,0.0,0.0,31,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,high_low_spread,spread_range,feature_importances_,0.0,0.0,32,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,true_range,spread_range,feature_importances_,0.0,0.0,33,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,1,lightgbm,atr_proxy_5,spread_range,feature_importances_,1.0,0.0049751243781094,13,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,open,default_ohlcv,feature_importances_,0.2026640772819519,0.2026640868961829,3,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,high,default_ohlcv,feature_importances_,0.2130591124296188,0.2130591225369824,2,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,low,default_ohlcv,feature_importances_,0.0420602485537529,0.0420602505490593,8,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,close,default_ohlcv,feature_importances_,0.2466056942939758,0.246605705992764,1,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,volume,volume,feature_importances_,0.0,0.0,20,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,return_1,lag_returns,feature_importances_,0.0,0.0,21,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,high_low_range,spread_range,feature_importances_,0.0,0.0,22,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,close_open_return,spread_range,feature_importances_,0.00066042895196,0.0006604289832903,19,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,ma_3,rolling_mean,feature_importances_,0.0475919544696807,0.0475919567274072,6,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,ma_5,rolling_mean,feature_importances_,0.0442323051393032,0.0442323072376504,7,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,close_return_lag_1,lag_returns,feature_importances_,0.0,0.0,23,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,close_return_lag_2,lag_returns,feature_importances_,0.0,0.0,24,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,close_return_lag_3,lag_returns,feature_importances_,0.0,0.0,25,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,close_return_lag_5,lag_returns,feature_importances_,0.0,0.0,26,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,pct_change_lag_1,lag_returns,feature_importances_,0.0,0.0,27,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,rolling_mean_5,rolling_mean,feature_importances_,0.0500057488679885,0.0500057512402236,5,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,rolling_mean_10,rolling_mean,feature_importances_,0.0155453383922576,0.0155453391297168,9,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,sma_20,rolling_mean,feature_importances_,0.1172869503498077,0.1172869559138122,4,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,rolling_std_5,rolling_volatility,feature_importances_,0.0,0.0,28,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,rolling_std_10,rolling_volatility,feature_importances_,0.0010381472529843,0.0010381473022332,18,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,realized_vol_10,rolling_volatility,feature_importances_,0.0022753977682441,0.0022753978761873,12,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,volume_mean_5,volume,feature_importances_,0.0018921396695077,0.0018921397592694,14,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,volume_mean_10,volume,feature_importances_,0.0018669316777959,0.0018669317663617,15,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,volume_shock_5,volume,feature_importances_,0.0,0.0,29,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,volume_return_lag_1,lag_returns,feature_importances_,0.0,0.0,30,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,rsi_14,momentum_indicators,feature_importances_,0.0014407350681722,0.0014407351365196,17,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,macd_12_26,momentum_indicators,feature_importances_,0.0030235277954488,0.0030235279388827,11,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,macd_signal_9,momentum_indicators,feature_importances_,0.0052742003463208,0.0052742005965249,10,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,momentum_5,momentum_indicators,feature_importances_,0.001963315764442,0.0019633158575803,13,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,open_close_spread,spread_range,feature_importances_,0.0,0.0,31,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,high_low_spread,spread_range,feature_importances_,0.0,0.0,32,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,true_range,spread_range,feature_importances_,0.0,0.0,33,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,xgboost,atr_proxy_5,spread_range,feature_importances_,0.0015136984875425,0.0015136985593512,16,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,open,default_ohlcv,feature_importances_,10.0,0.0492610837438423,8,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,high,default_ohlcv,feature_importances_,20.0,0.0985221674876847,4,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,low,default_ohlcv,feature_importances_,11.0,0.0541871921182266,6,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,close,default_ohlcv,feature_importances_,39.0,0.1921182266009852,1,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,volume,volume,feature_importances_,0.0,0.0,17,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,return_1,lag_returns,feature_importances_,0.0,0.0,18,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,high_low_range,spread_range,feature_importances_,0.0,0.0,19,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,close_open_return,spread_range,feature_importances_,0.0,0.0,20,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,ma_3,rolling_mean,feature_importances_,23.0,0.1133004926108374,3,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,ma_5,rolling_mean,feature_importances_,11.0,0.0541871921182266,7,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,close_return_lag_1,lag_returns,feature_importances_,0.0,0.0,21,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,close_return_lag_2,lag_returns,feature_importances_,0.0,0.0,22,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,close_return_lag_3,lag_returns,feature_importances_,0.0,0.0,23,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,close_return_lag_5,lag_returns,feature_importances_,0.0,0.0,24,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,pct_change_lag_1,lag_returns,feature_importances_,0.0,0.0,25,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,rolling_mean_5,rolling_mean,feature_importances_,4.0,0.0197044334975369,12,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,rolling_mean_10,rolling_mean,feature_importances_,19.0,0.0935960591133004,5,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,sma_20,rolling_mean,feature_importances_,37.0,0.1822660098522167,2,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,rolling_std_5,rolling_volatility,feature_importances_,0.0,0.0,26,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,rolling_std_10,rolling_volatility,feature_importances_,7.0,0.0344827586206896,9,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,realized_vol_10,rolling_volatility,feature_importances_,1.0,0.0049261083743842,16,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,volume_mean_5,volume,feature_importances_,3.0,0.0147783251231527,14,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,volume_mean_10,volume,feature_importances_,4.0,0.0197044334975369,13,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,volume_shock_5,volume,feature_importances_,0.0,0.0,27,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,volume_return_lag_1,lag_returns,feature_importances_,0.0,0.0,28,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,rsi_14,momentum_indicators,feature_importances_,7.0,0.0344827586206896,10,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,macd_12_26,momentum_indicators,feature_importances_,2.0,0.0098522167487684,15,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,macd_signal_9,momentum_indicators,feature_importances_,5.0,0.0246305418719211,11,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,momentum_5,momentum_indicators,feature_importances_,0.0,0.0,29,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,open_close_spread,spread_range,feature_importances_,0.0,0.0,30,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,high_low_spread,spread_range,feature_importances_,0.0,0.0,31,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,true_range,spread_range,feature_importances_,0.0,0.0,32,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,3,lightgbm,atr_proxy_5,spread_range,feature_importances_,0.0,0.0,33,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,open,default_ohlcv,feature_importances_,0.1691518276929855,0.1691518099309256,3,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,high,default_ohlcv,feature_importances_,0.1942387670278549,0.1942387466315006,2,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,low,default_ohlcv,feature_importances_,0.0131146507337689,0.0131146493566439,8,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,close,default_ohlcv,feature_importances_,0.2823235988616943,0.2823235692158505,1,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,volume,volume,feature_importances_,0.0,0.0,18,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,return_1,lag_returns,feature_importances_,0.0,0.0,19,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,high_low_range,spread_range,feature_importances_,0.0,0.0,20,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,close_open_return,spread_range,feature_importances_,0.0,0.0,21,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,ma_3,rolling_mean,feature_importances_,0.1302164047956466,0.1302163911220635,4,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,ma_5,rolling_mean,feature_importances_,0.0139856524765491,0.0139856510079632,7,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,close_return_lag_1,lag_returns,feature_importances_,0.0,0.0,22,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,close_return_lag_2,lag_returns,feature_importances_,0.0,0.0,23,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,close_return_lag_3,lag_returns,feature_importances_,0.0,0.0,24,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,close_return_lag_5,lag_returns,feature_importances_,0.0,0.0,25,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,pct_change_lag_1,lag_returns,feature_importances_,0.0,0.0,26,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,rolling_mean_5,rolling_mean,feature_importances_,0.008086759597063,0.0080867587478998,9,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,rolling_mean_10,rolling_mean,feature_importances_,0.0591055750846862,0.0591055688782102,6,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,sma_20,rolling_mean,feature_importances_,0.1086149290204048,0.1086149176151194,5,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,rolling_std_5,rolling_volatility,feature_importances_,0.0013815576676279,0.0013815575225552,17,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,rolling_std_10,rolling_volatility,feature_importances_,0.0023739284370094,0.0023739281877312,15,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,realized_vol_10,rolling_volatility,feature_importances_,0.0030687707476317,0.0030687704253905,11,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,volume_mean_5,volume,feature_importances_,0.0021804419811815,0.0021804417522206,16,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,volume_mean_10,volume,feature_importances_,0.0029722002800554,0.0029721999679547,12,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,volume_shock_5,volume,feature_importances_,0.0,0.0,27,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,volume_return_lag_1,lag_returns,feature_importances_,0.0,0.0,28,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,rsi_14,momentum_indicators,feature_importances_,0.0026604041922837,0.0026604039129237,14,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,macd_12_26,momentum_indicators,feature_importances_,0.0026825605891644,0.0026825603074779,13,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,macd_signal_9,momentum_indicators,feature_importances_,0.0038420758210122,0.0038420754175689,10,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,momentum_5,momentum_indicators,feature_importances_,0.0,0.0,29,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,open_close_spread,spread_range,feature_importances_,0.0,0.0,30,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,high_low_spread,spread_range,feature_importances_,0.0,0.0,31,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,true_range,spread_range,feature_importances_,0.0,0.0,32,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,xgboost,atr_proxy_5,spread_range,feature_importances_,0.0,0.0,33,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,open,default_ohlcv,feature_importances_,8.0,0.04,8,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,high,default_ohlcv,feature_importances_,39.0,0.195,1,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,low,default_ohlcv,feature_importances_,7.0,0.035,10,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,close,default_ohlcv,feature_importances_,29.0,0.145,2,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,volume,volume,feature_importances_,1.0,0.005,18,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,return_1,lag_returns,feature_importances_,0.0,0.0,20,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,high_low_range,spread_range,feature_importances_,0.0,0.0,21,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,close_open_return,spread_range,feature_importances_,0.0,0.0,22,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,ma_3,rolling_mean,feature_importances_,8.0,0.04,9,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,ma_5,rolling_mean,feature_importances_,9.0,0.045,7,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,close_return_lag_1,lag_returns,feature_importances_,0.0,0.0,23,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,close_return_lag_2,lag_returns,feature_importances_,0.0,0.0,24,369,"High feature importance indicates model reliance, not causal market influence."
EXP-FA-007,FPT,5,lightgbm,close_return_lag_3,lag_returns,feature_importances_,0.0,0.0,25,369,"High feature importance indicates model reliance, not causal market influence."
