experiment_id,reference_experiment_id,removed_group,regime_column,regime,ticker,horizon,model_name,model_type,baseline_mae,ablated_mae,delta_mae,baseline_rmse,ablated_rmse,delta_rmse,baseline_directional_accuracy,ablated_directional_accuracy,delta_directional_accuracy,sample_size,small_sample_flag,notes
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,1,ets,model,0.783052814124827,0.783052814124827,0.0,0.8406443933427721,0.8406443933427721,0.0,0.45454545454545453,0.45454545454545453,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,1,persistence,baseline,0.15421052631578933,0.15421052631578933,0.0,0.22165050725956176,0.22165050725956176,0.0,0.11842105263157894,0.11842105263157894,0.0,76.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,1,xgboost,model,1.5881499377163975,1.5844585245305842,-0.0036914131858132304,1.6185778153766033,1.6139304682246038,-0.004647347151999437,0.45454545454545453,0.45454545454545453,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,1,xgboost,model,2.341116212414156,2.332489274547945,-0.008626937866210938,2.3999629593801592,2.391548306484644,-0.008414652895515129,0.6451612903225806,0.6451612903225806,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,1,xgboost,model,1.750169156727038,1.7375301361083981,-0.012639020618639973,1.804909468558405,1.7933150459639695,-0.01159442259443555,0.35526315789473684,0.35526315789473684,0.0,76.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,1,zero_return,baseline,0.15636363636363626,0.15636363636363626,0.0,0.1937195723907955,0.1937195723907955,0.0,0.09090909090909091,0.09090909090909091,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,1,zero_return,baseline,0.1248387096774195,0.1248387096774195,0.0,0.17482710353098113,0.17482710353098113,0.0,0.0967741935483871,0.0967741935483871,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,1,zero_return,baseline,0.15421052631578933,0.15421052631578933,0.0,0.22165050725956176,0.22165050725956176,0.0,0.11842105263157894,0.11842105263157894,0.0,76.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,3,ets,model,1.0707272807665498,1.0707272807665498,0.0,1.1397811102766744,1.1397811102766744,0.0,0.6363636363636364,0.6363636363636364,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,3,ets,model,0.48976242208982007,0.48976242208982007,0.0,0.647670346434991,0.647670346434991,0.0,0.5806451612903226,0.5806451612903226,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,3,ets,model,0.749125550972788,0.749125550972788,0.0,0.8683928648678623,0.8683928648678623,0.0,0.5945945945945946,0.5945945945945946,0.0,74.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,3,lightgbm,model,1.5602462293930166,1.564676849643817,0.004430620250800432,1.5866919250897686,1.591362807706247,0.0046708826164783,0.3181818181818182,0.3181818181818182,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,3,lightgbm,model,2.2307188709760353,2.240679725328325,0.009960854352289772,2.2929753945010596,2.302661127104222,0.0096857326031623,0.5806451612903226,0.5806451612903226,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,3,lightgbm,model,1.6676854376592736,1.6706456741618045,0.0029602365025309663,1.7339940400315024,1.7376754135441759,0.0036813735126735025,0.43243243243243246,0.43243243243243246,0.0,74.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,3,moving_average_rule,baseline,0.2934545454545461,0.2934545454545461,0.0,0.3369995953598873,0.3369995953598873,0.0,0.6363636363636364,0.6363636363636364,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,3,moving_average_rule,baseline,0.2818709677419357,0.2818709677419357,0.0,0.3737573820610926,0.3737573820610926,0.0,0.4838709677419355,0.4838709677419355,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,3,moving_average_rule,baseline,0.33745945945945904,0.33745945945945904,0.0,0.4186385914727283,0.4186385914727283,0.0,0.5,0.5,0.0,74.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,3,persistence,baseline,0.25772727272727247,0.25772727272727247,0.0,0.2922872186425849,0.2922872186425849,0.0,0.045454545454545456,0.045454545454545456,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,3,persistence,baseline,0.25193548387096804,0.25193548387096804,0.0,0.31085210672933317,0.31085210672933317,0.0,0.06451612903225806,0.06451612903225806,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,3,persistence,baseline,0.3048648648648645,0.3048648648648645,0.0,0.39330546549620815,0.39330546549620815,0.0,0.02702702702702703,0.02702702702702703,0.0,74.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,3,xgboost,model,1.643466117165306,1.6395651557228774,-0.0039009614424285743,1.670452821460982,1.6666787085382775,-0.0037741129227044645,0.3181818181818182,0.3181818181818182,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,3,xgboost,model,2.3347885673276836,2.3325588767759258,-0.0022296905517578125,2.3946367809780513,2.392462867489282,-0.0021739134887694966,0.5806451612903226,0.5806451612903226,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,3,xgboost,model,1.7482890020834432,1.749099960327148,0.0008109582437048068,1.8152990892040366,1.815807826862489,0.0005087376584524961,0.43243243243243246,0.43243243243243246,0.0,74.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,3,zero_return,baseline,0.25772727272727247,0.25772727272727247,0.0,0.2922872186425849,0.2922872186425849,0.0,0.045454545454545456,0.045454545454545456,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,3,zero_return,baseline,0.25193548387096804,0.25193548387096804,0.0,0.31085210672933317,0.31085210672933317,0.0,0.06451612903225806,0.06451612903225806,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,3,zero_return,baseline,0.3048648648648645,0.3048648648648645,0.0,0.39330546549620815,0.39330546549620815,0.0,0.02702702702702703,0.02702702702702703,0.0,74.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,5,ets,model,1.0451946547394257,1.0451946547394257,0.0,1.1219970347755097,1.1219970347755097,0.0,0.6363636363636364,0.6363636363636364,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,5,ets,model,0.5188329547310891,0.5188329547310891,0.0,0.7061750256383629,0.7061750256383629,0.0,0.5161290322580645,0.5161290322580645,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,5,ets,model,0.748053959633819,0.748053959633819,0.0,0.8432129569408834,0.8432129569408834,0.0,0.5972222222222222,0.5972222222222222,0.0,72.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,5,lightgbm,model,1.6549680442573353,1.642267369496395,-0.01270067476094039,1.6802865098131021,1.6679493802792587,-0.012337129533843472,0.3181818181818182,0.3181818181818182,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,5,lightgbm,model,2.230875551526525,2.226214356549479,-0.00466119497704609,2.2939296508704077,2.288742373890706,-0.0051872769797016716,0.6774193548387096,0.6774193548387096,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,5,lightgbm,model,1.6999924043286236,1.69414119054478,-0.005851213783843567,1.7843278515254442,1.7775669372445355,-0.0067609142809086364,0.375,0.375,0.0,72.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,5,moving_average_rule,baseline,0.32218181818181874,0.32218181818181874,0.0,0.383512000523393,0.383512000523393,0.0,0.6363636363636364,0.6363636363636364,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,5,moving_average_rule,baseline,0.3751612903225806,0.3751612903225806,0.0,0.4413809706934845,0.4413809706934845,0.0,0.45161290322580644,0.45161290322580644,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,5,moving_average_rule,baseline,0.3855555555555552,0.3855555555555552,0.0,0.4884326406419255,0.4884326406419255,0.0,0.4722222222222222,0.4722222222222222,0.0,72.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,5,persistence,baseline,0.36136363636363616,0.36136363636363616,0.0,0.4050981923614883,0.4050981923614883,0.0,0.045454545454545456,0.045454545454545456,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,5,persistence,baseline,0.324193548387097,0.324193548387097,0.0,0.3960979025280202,0.3960979025280202,0.0,0.03225806451612903,0.03225806451612903,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,5,persistence,baseline,0.3637499999999998,0.3637499999999998,0.0,0.4739095670882554,0.4739095670882554,0.0,0.08333333333333333,0.08333333333333333,0.0,72.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,5,xgboost,model,1.7184434093128536,1.7097878612171522,-0.008655548095701349,1.7450652281993897,1.7361790289404904,-0.00888619925889933,0.3181818181818182,0.3181818181818182,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,5,xgboost,model,2.3107788159770317,2.3055412366313313,-0.0052375793457004605,2.3700660312218225,2.3649597564844265,-0.005106274737395999,0.6774193548387096,0.6774193548387096,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,5,xgboost,model,1.7827968396080836,1.7744112873077391,-0.008385552300344434,1.8638600697590149,1.856095904211186,-0.007764165547828883,0.375,0.375,0.0,72.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,ACB,5,zero_return,baseline,0.36136363636363616,0.36136363636363616,0.0,0.4050981923614883,0.4050981923614883,0.0,0.045454545454545456,0.045454545454545456,0.0,22.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,ACB,5,zero_return,baseline,0.324193548387097,0.324193548387097,0.0,0.3960979025280202,0.3960979025280202,0.0,0.03225806451612903,0.03225806451612903,0.0,31.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,ACB,5,zero_return,baseline,0.3637499999999998,0.3637499999999998,0.0,0.4739095670882554,0.4739095670882554,0.0,0.08333333333333333,0.08333333333333333,0.0,72.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,1,ets,model,7.032268593027888,7.032268593027888,0.0,7.569559737226231,7.569559737226231,0.0,0.5333333333333333,0.5333333333333333,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,1,ets,model,2.7181921072140596,2.7181921072140596,0.0,3.457807063382577,3.457807063382577,0.0,0.5490196078431373,0.5490196078431373,0.0,51.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,1,ets,model,6.77907827752375,6.77907827752375,0.0,7.387447175819891,7.387447175819891,0.0,0.5873015873015873,0.5873015873015873,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,1,lightgbm,model,12.852698151719748,12.63820989450923,-0.2144882572105189,13.324955196327878,13.127689416964547,-0.197265779363331,0.4666666666666667,0.4666666666666667,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,1,lightgbm,model,25.890660055569274,26.12539369844449,0.23473364287521647,26.81316182708241,27.04398562355492,0.23082379647251017,0.47058823529411764,0.47058823529411764,0.0,51.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,1,lightgbm,model,20.063242052623437,20.332373839191643,0.2691317865682059,20.22951693034751,20.509932202037245,0.28041527168973346,0.38095238095238093,0.38095238095238093,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,1,moving_average_rule,baseline,3.256133333333333,3.256133333333333,0.0,3.8729576983661107,3.8729576983661107,0.0,0.5333333333333333,0.5333333333333333,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,1,moving_average_rule,baseline,1.9098431372549036,1.9098431372549036,0.0,2.5434956800650976,2.5434956800650976,0.0,0.43137254901960786,0.43137254901960786,0.0,51.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,1,moving_average_rule,baseline,1.5607936507936513,1.5607936507936513,0.0,2.073165649320819,2.073165649320819,0.0,0.5079365079365079,0.5079365079365079,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,1,persistence,baseline,1.6620000000000024,1.6620000000000024,0.0,2.0784946475755013,2.0784946475755013,0.0,0.0,0.0,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,1,persistence,baseline,1.3003921568627455,1.3003921568627455,0.0,1.6894296519889804,1.6894296519889804,0.0,0.0,0.0,0.0,51.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,1,persistence,baseline,1.0115873015873016,1.0115873015873016,0.0,1.367056274314579,1.367056274314579,0.0,0.06349206349206349,0.06349206349206349,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,1,xgboost,model,14.011046854654957,13.973708089192705,-0.0373387654622519,14.332228275886294,14.291751124168051,-0.04047715171824251,0.4666666666666667,0.4666666666666667,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,1,xgboost,model,26.067346113616363,25.92807914584291,-0.1392669677734517,26.995317051503278,26.860861815980655,-0.13445523552262273,0.47058823529411764,0.47058823529411764,0.0,51.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,1,xgboost,model,20.085936216324107,19.94666924855066,-0.13926696777344816,20.24745367254588,20.109305324817356,-0.13814834772852436,0.38095238095238093,0.38095238095238093,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,1,zero_return,baseline,1.6620000000000024,1.6620000000000024,0.0,2.0784946475755013,2.0784946475755013,0.0,0.0,0.0,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,1,zero_return,baseline,1.3003921568627455,1.3003921568627455,0.0,1.6894296519889804,1.6894296519889804,0.0,0.0,0.0,0.0,51.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,1,zero_return,baseline,1.0115873015873016,1.0115873015873016,0.0,1.367056274314579,1.367056274314579,0.0,0.06349206349206349,0.06349206349206349,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,3,ets,model,7.708319504148659,7.708319504148659,0.0,8.149368811979405,8.149368811979405,0.0,0.7333333333333333,0.7333333333333333,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,3,ets,model,4.539239662989364,4.539239662989364,0.0,4.9992922362350045,4.9992922362350045,0.0,0.5306122448979592,0.5306122448979592,0.0,49.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,3,ets,model,8.731507182913289,8.731507182913289,0.0,9.424195900462498,9.424195900462498,0.0,0.5555555555555556,0.5555555555555556,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,3,lightgbm,model,13.906249022529076,13.557081088659885,-0.3491679338691913,14.306518440953484,13.968398523384872,-0.33811991756861204,0.2,0.2,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,3,lightgbm,model,25.213428832282652,25.188818987255374,-0.024609845027278254,26.212460393153542,26.200893213672618,-0.011567179480923784,0.46938775510204084,0.46938775510204084,0.0,49.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,3,lightgbm,model,20.117143319699387,19.991204953187054,-0.12593836651233303,20.47680802201875,20.35523425849043,-0.12157376352832117,0.4444444444444444,0.4444444444444444,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,3,moving_average_rule,baseline,4.050933333333333,4.050933333333333,0.0,4.450041497933849,4.450041497933849,0.0,0.3333333333333333,0.3333333333333333,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,3,moving_average_rule,baseline,2.4205714285714297,2.4205714285714297,0.0,3.251586689602479,3.251586689602479,0.0,0.5102040816326531,0.5102040816326531,0.0,49.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,3,moving_average_rule,baseline,2.445015873015872,2.445015873015872,0.0,3.277683696255392,3.277683696255392,0.0,0.5873015873015873,0.5873015873015873,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,3,persistence,baseline,2.677333333333333,2.677333333333333,0.0,3.365737165416614,3.365737165416614,0.0,0.06666666666666667,0.06666666666666667,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,3,persistence,baseline,2.1995918367346934,2.1995918367346934,0.0,3.009091665779097,3.009091665779097,0.0,0.061224489795918366,0.061224489795918366,0.0,49.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,3,persistence,baseline,2.1901587301587297,2.1901587301587297,0.0,2.901227435917534,2.901227435917534,0.0,0.015873015873015872,0.015873015873015872,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,3,xgboost,model,15.00546856689452,14.985841695149732,-0.019626871744787167,15.384246731093528,15.374669561263428,-0.009577169830100374,0.2,0.2,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bull,FPT,3,xgboost,model,26.092026628766735,26.080849565778465,-0.011177062988270592,27.077065450187725,27.066295163362195,-0.010770286825529496,0.46938775510204084,0.46938775510204084,0.0,49.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,sideway,FPT,3,xgboost,model,20.801415453714032,20.790238390725754,-0.011177062988277697,21.13966139718494,21.128663267060347,-0.010998130124594496,0.4444444444444444,0.4444444444444444,0.0,63.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
EXP-FA-001,EXP-FA-000,lag_returns,trend_regime,bear,FPT,3,zero_return,baseline,2.677333333333333,2.677333333333333,0.0,3.365737165416614,3.365737165416614,0.0,0.06666666666666667,0.06666666666666667,0.0,15.0,False,Joined to rule-based regime labels by date and ticker; regime deltas are diagnostic.
