task_name,feature_name,proposed_action,issue,rationale
regression_forecasting,log_return_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,volume_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,volatility_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,macd_hist,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,rel_to_sector,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,pct_return_lag_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,open_close_spread,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,vroc_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,turnover_ratio_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,decliners,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,log_return_lag_2,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,pct_return_lag_2,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,declining_share,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,trend_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,volume_spike_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,pct_return_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,advancers,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,sector_dispersion,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,sector_return_20d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,volume_shock_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,advance_decline_ratio,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,down_volume,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,advance_decline_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,market_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,s_ret_5d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,momentum_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,rel_to_market,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,overnight_return_1d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,market_breadth,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,value_ratio_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,advancing_share,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,sector_dispersion_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,sector_relative_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,stoch_k_14,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,turnover_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,volume_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,s_ret,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,market_regime_transition_flag,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,abnormal_gap_flag,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,trend_regime_transition_flag,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regression_forecasting,volatility_regime_transition_flag,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rsi_14_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_std_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_min_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,adx_14,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_ma_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,close_return_3d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,close_to_sma_200,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,close_std_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,stoch_k_14,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,atr_14,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,atr_proxy_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,close_return_2d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,range_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,macd_hist,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rolling_volatility_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,macd_line,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,dist_ma_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rolling_beta_sector_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,sector_dispersion_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,relative_strength_market_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,relative_strength_market_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,relative_strength_sector_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rolling_corr_sector_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_std_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,s_ret,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_min_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,momentum_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rolling_beta_sector_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,trend_regime_strength,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,open_close_spread_pct,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,dist_ma_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,bb_percent_b,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,true_range,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_ma_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,vroc_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,amihud_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,close_std_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,open_to_close_return_1d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rel_to_sector,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,macd_signal,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,log_return,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_ma_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,open_close_spread,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,close_to_close_return_1d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,turnover_ma_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,vroc_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,turnover,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,turnover_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rolling_corr_sector_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_ratio_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rel_to_market,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,high_low_range_pct,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_spike_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,log_return_lag_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,log_return_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,stoch_d_14,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,pct_return_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volatility_regime_persistence_days,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,log_return_lag_1,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_shock_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,high_low_range,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,rolling_beta_market_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,turnover_ratio_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,vroc_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_lag_1,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,market_regime_transition_flag,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_lag_2,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,pct_return_lag_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,sector_relative_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,turnover_ratio_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,pct_return_lag_1,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volatility_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,overnight_return_1d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_ratio_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,market_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,pct_return_lag_2,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volume_lag_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,trend_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,value_ratio_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,volatility_regime_transition_flag,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,log_return_lag_2,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,abnormal_gap_flag,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,trend_regime_transition_flag,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
directional_classification,abnormal_gap_sigma_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,rolling_beta_market_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,up_down_volume_ratio,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,up_down_volume_spread,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,sector_member_count,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,breadth_member_count,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,market_breadth,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,s_ret_5d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,rolling_beta_sector_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,rolling_corr_sector_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,advance_decline_ratio,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,unchanged,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,breadth_momentum_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,rolling_corr_sector_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,rolling_beta_market_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,net_advancers,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,declining_share,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,decliners,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,advancers,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,rel_to_market,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,s_ret,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,sector_dispersion,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,rel_to_sector,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,sector_dispersion_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
regime_detection,sector_relative_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,log_return,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,rolling_volatility_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,turnover,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,open_close_spread_pct,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,close_return_10d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,sector_return_60d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_min_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,market_regime_persistence_days,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,open_to_close_return_1d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,rsi_14_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,close_std_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,new_high_low_ratio,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,true_range,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_lag_1,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,abnormal_gap_sigma_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,breadth_thrust_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,turnover_ratio_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,rsi_14_lag_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,new_high_low_spread,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,new_high_low_spread_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,high_low_range,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_lag_2,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,breadth_momentum_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,new_lows_252,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,pct_above_ma50,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,up_volume,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,pct_return_lag_1,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_ratio_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,pct_return_lag_2,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,log_return_lag_1,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,close_return_5d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,pct_return_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,stoch_d_14,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,dist_ma_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,sector_return_20d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,unchanged,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,vroc_60,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,log_return_lag_2,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,decliners,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,macd_hist,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,log_return_lag_3,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,vroc_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,up_down_volume_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,advance_decline_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,m_ret,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,vroc_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,open_close_spread,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,breadth_thrust_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,overnight_return_1d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,s_ret_5d,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,sector_dispersion,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,log_return_lag_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,trend_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_spike_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,momentum_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_ratio_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,relative_strength_sector_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,advancers,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,market_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volatility_regime_code,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,sector_dispersion_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,declining_share,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,pct_return_lag_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,turnover_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,rel_to_sector,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,sector_relative_zscore_20,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,bb_percent_b,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,stoch_k_14,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,value_ratio_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,down_volume,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,momentum_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_shock_10,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,advancing_share,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,up_down_volume_spread,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,volume_ratio_5,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
risk_layer,advance_decline_ratio,demote,weak_low_stability,Low walk-forward selection hit rate and weak evidence score across folds.
