feature_name,mean_mutual_information,mean_model_importance,mean_permutation_importance,mean_combined_score,score_std,selection_hit_rate,folds_selected,regime_mean_abs_ic,regime_max_abs_ic,regime_bucket_count,early_score,late_score,decay_ratio,freshness_label,regime_behavior,evidence_score,task_name
close_mean_5,0.19870912399839705,0.007187393520162036,0.0001265153457275255,0.7959302325581395,0.12151267107597173,0.6666666666666666,2.0,0.14399343761241,0.32687836869898607,5,0.9177325581395348,0.7350290697674418,0.8009185927288058,stable,robust,0.7911337209302326,regression_forecasting
ema_50,0.19560692807592517,0.010843842899010555,0.0,0.7876937984496123,0.002201127265813976,0.6666666666666666,2.0,0.12222805476885111,0.31484490287801614,5,0.7892441860465115,0.7869186046511628,0.9970534057348571,stable,robust,0.9036337209302325,regression_forecasting
breadth_member_count,0.11027175591111475,0.012969165305256991,0.00012641476535537783,0.7817829457364341,0.06353878049668236,0.3333333333333333,1.0,0.18770407396637703,0.37636033685472803,5,0.8549418604651162,0.745203488372093,0.8716422975183784,stable,robust,0.8367732558139535,regression_forecasting
pct_above_ma20,0.07895197798850291,0.16727647057252634,9.286145214735623e-06,0.7751937984496124,0.07485469820123451,0.3333333333333333,1.0,0.14338829493187627,0.3429229226348651,5,0.8616279069767442,0.7319767441860465,0.8495276643311825,stable,robust,0.7949127906976744,regression_forecasting
range_20,0.17464215733837563,0.01329522033334067,0.0,0.7748062015503875,0.03231367593488449,0.6666666666666666,2.0,0.15022162047451956,0.4603019559419545,5,0.7892441860465116,0.7675872093023256,0.9725598514380827,stable,robust,0.8792151162790697,regression_forecasting
rolling_volatility_60,0.10909123815315021,0.007000334809466452,0.0006016057374216029,0.7670542635658913,0.19225433789612503,0.6666666666666666,2.0,0.13366505792333347,0.28760649740460775,5,0.5450581395348837,0.8780523255813953,1.6109333303778077,emerging,robust,0.7588662790697674,regression_forecasting
close_lag_1,0.19837019314889423,0.011794685154112798,0.0,0.7592054263565892,0.07856710808173728,0.6666666666666666,2.0,0.14630697168792509,0.3157590498843338,5,0.6732558139534883,0.8021802325581395,1.1914939533252422,stable,robust,0.8024709302325581,regression_forecasting
macd_signal,0.1064816632551621,0.0067199204315315925,3.451135041302918e-05,0.7471899224806201,0.09898686230667361,0.3333333333333333,1.0,0.11918070658762983,0.32320296570358753,5,0.6773255813953487,0.7821220930232557,1.1547210283380944,stable,robust,0.7321220930232558,regression_forecasting
dist_ma_60,0.10240860288807123,0.007379271415793067,0.00014706318919405862,0.7420542635658913,0.11510832620715927,0.3333333333333333,1.0,0.14485651104667369,0.4164172029455719,5,0.874127906976744,0.6760174418604651,0.7733621540870085,stable,robust,0.759156976744186,regression_forecasting
close_lag_2,0.18035672508369535,0.003858784219309965,9.010321109880573e-05,0.7418604651162791,0.11152035758928297,0.3333333333333333,1.0,0.13651769804739305,0.32003367235460733,5,0.8633720930232558,0.6811046511627906,0.788888887975159,stable,robust,0.749563953488372,regression_forecasting
bb_lower,0.19570663017257525,0.005251516590611638,0.0,0.7402131782945736,0.03160103452562842,0.6666666666666666,2.0,0.12588705701130315,0.30466503803515016,5,0.7037790697674418,0.7584302325581395,1.0776538605092403,stable,robust,0.8399709302325582,regression_forecasting
rolling_min_60,0.19253114761942403,0.0033012481112421766,8.473085679111536e-07,0.7345930232558139,0.12032601457568035,0.3333333333333333,1.0,0.11767077495034971,0.2995670110090404,5,0.8700581395348836,0.666860465116279,0.7664550609299682,stable,robust,0.7085755813953488,regression_forecasting
ema_12,0.20102201157491795,0.005316915360394328,0.0003293164475102639,0.7272286821705425,0.21504601565671644,0.3333333333333333,1.0,0.13527203784349556,0.33990709608112735,5,0.9476744186046511,0.6170058139534883,0.6510736189448794,decaying,robust,0.7277616279069768,regression_forecasting
volume_ma_10,0.10826466783723838,0.0073272491665955656,0.0,0.7049418604651162,0.0010481253707744643,0.0,0.0,0.09298470675603975,0.24570525058940942,5,0.7058139534883721,0.7045058139534883,0.9981466213205831,weak,robust,0.7015988372093024,regression_forecasting
volume_std_60,0.1427577027452441,0.005950818585793038,0.0,0.6988372093023255,0.06492457765906287,0.3333333333333333,1.0,0.07884078833235054,0.15050037525460339,5,0.7281976744186046,0.684156976744186,0.9395209567936319,stable,robust,0.6859011627906977,regression_forecasting
volume_max_60,0.17658495472220329,0.0026578299757887853,1.4810848229379614e-06,0.6946705426356589,0.18511447437377476,0.3333333333333333,1.0,0.07758070533407022,0.1552793193220051,5,0.5063953488372093,0.7888081395348836,1.5576923046162678,emerging,robust,0.6344476744186047,regression_forecasting
rolling_volatility_20,0.11617800295827596,0.005367492105634646,0.0,0.6873062015503876,0.035154392402799814,0.0,0.0,0.12459324224310162,0.328989713093615,5,0.6468023255813953,0.7075581395348838,1.0939325825783697,weak,robust,0.679796511627907,regression_forecasting
m_ret_20d,0.07257935818570616,0.013890394093601037,0.0,0.6818798449612403,0.03265963899233163,0.0,0.0,0.11220533652307224,0.2475319042515446,5,0.6997093023255813,0.6729651162790697,0.9617781456965033,weak,robust,0.6606104651162791,regression_forecasting
market_return_20d,0.06841086012155835,0.016609777851868218,0.0,0.6784883720930233,0.010199305112121455,0.0,0.0,0.11344684759380064,0.25041445524891504,5,0.6671511627906976,0.6841569767441861,1.0254901945413133,weak,robust,0.6998546511627908,regression_forecasting
bb_width,0.11327866144213387,0.004366141826412738,0.0,0.6710271317829456,0.02901496772809653,0.0,0.0,0.16874232748621282,0.4696755835392423,5,0.6752906976744185,0.6688953488372092,0.9905294862645625,weak,robust,0.7303779069767442,regression_forecasting
sma_200,0.17710111631561296,0.003081200807308029,0.0,0.669670542635659,0.05956134533354021,0.0,0.0,0.11767823016163882,0.3416313382496148,5,0.6325581395348837,0.6882267441860465,1.0880055129858737,weak,robust,0.6187500000000001,regression_forecasting
rolling_beta_market_60,0.09363777448287743,0.0053366009519036925,0.0,0.664922480620155,0.03188985729063319,0.0,0.0,0.11049604324424642,0.33590978091883433,5,0.6671511627906975,0.6638081395348837,0.9949891052624131,weak,robust,0.6518895348837209,regression_forecasting
close_return_10d,0.07139781053959322,0.011840670170161875,0.0,0.6622093023255813,0.013229139829049642,0.0,0.0,0.16173281148627836,0.4525811205924972,5,0.6508720930232558,0.6678779069767441,1.0261277340197055,weak,robust,0.7460755813953488,regression_forecasting
trend_regime_strength,0.06470418013811348,0.012725181719306651,0.0,0.6601744186046511,0.016403181371704444,0.0,0.0,0.13601046404416664,0.4019879994977653,5,0.6752906976744185,0.6526162790697674,0.9664227277983237,weak,robust,0.7155523255813954,regression_forecasting
dist_ma_20,0.08303237506440997,0.0057130538103085495,0.0,0.6493217054263566,0.02681098415690952,0.0,0.0,0.20378549259180864,0.4305942930976085,5,0.6732558139534883,0.6373546511627907,0.9466753008391352,weak,robust,0.7286337209302325,regression_forecasting
rolling_beta_sector_20,0.08566517159397513,0.004536978449610616,0.0,0.6459302325581395,0.008061293385966298,0.0,0.0,0.1002321919320393,0.45562820672135357,5,0.6508720930232558,0.6434593023255815,0.9886109855288873,weak,robust,0.6702034883720931,regression_forecasting
market_return_60d,0.056652543491411876,0.013986826148512993,0.0,0.6445736434108527,0.020337067471061777,0.0,0.0,0.17979022504142694,0.5522627995097616,5,0.6264534883720929,0.6536337209302325,1.0433874693321334,weak,robust,0.7286337209302325,regression_forecasting
sma_20,0.17286589553448048,0.0015807271421492027,6.535316040499432e-05,0.6433139534883722,0.18604719294933392,0.3333333333333333,1.0,0.1192469281431649,0.3333450752805628,5,0.5369186046511627,0.6965116279069767,1.2972387631497018,stable,robust,0.6693313953488372,regression_forecasting
rolling_beta_sector_60,0.0915811316749003,0.00389205895212822,0.0,0.6405038759689922,0.023444606743587195,0.0,0.0,0.09543493446617615,0.2633221560468626,5,0.6630813953488371,0.6292151162790698,0.9489259082576481,weak,robust,0.6327034883720931,regression_forecasting
market_regime_persistence_days,0.04956954645622439,0.04378687973471072,0.0,0.6398255813953487,0.002014012566940597,0.0,0.0,0.13530590896531713,0.40501107200725106,5,0.6386627906976743,0.640406976744186,1.0027309952437897,weak,robust,0.7190406976744186,regression_forecasting
volume_ma_20,0.11886333340395971,0.00288213636134116,0.0,0.6357558139534883,0.03302586584837942,0.0,0.0,0.10416847082754382,0.2594072553811296,5,0.6,0.6536337209302325,1.0893895330680718,weak,robust,0.6170058139534884,regression_forecasting
close_lag_3,0.1380226018216805,0.002423500068613389,0.0,0.633720930232558,0.0333998851132963,0.0,0.0,0.1309784616511859,0.315639497360111,5,0.6406976744186046,0.6302325581395347,0.9836660601706845,weak,robust,0.6518895348837209,regression_forecasting
turnover_ma_20,0.11712808681335678,0.003093731106437642,0.0,0.6330426356589147,0.06641683798108589,0.0,0.0,0.11282511518288414,0.2475103186742368,5,0.5633720930232557,0.6678779069767442,1.1855005138915782,weak,robust,0.5690406976744186,regression_forecasting
close_return_3d,0.07918526849449492,0.004345303069442598,0.0,0.6310077519379845,0.03548099784194505,0.0,0.0,0.11053120792530553,0.3776721771371886,5,0.591860465116279,0.6505813953488372,1.099214143525886,weak,robust,0.6065406976744186,regression_forecasting
roc_60,0.08021182765267376,0.004198761422279293,0.0,0.6282945736434108,0.011097394032728946,0.0,0.0,0.13885746999627202,0.3686174189811839,5,0.6366279069767441,0.6241279069767441,0.9803652952637185,weak,robust,0.6998546511627907,regression_forecasting
relative_strength_market_20,0.04983644809733345,0.0164214123241097,0.0,0.6228682170542635,0.02711810978834765,0.0,0.0,0.16629657013679955,0.33744013672836365,5,0.6345930232558139,0.6170058139534884,0.9722858436350605,weak,robust,0.6893895348837209,regression_forecasting
pct_above_ma50,0.0533544082542828,0.01168266115487126,0.0,0.6221899224806201,0.023770349607473405,0.0,0.0,0.14243757210752067,0.3780484278477528,5,0.6447674418604651,0.6109011627906976,0.9474752014159988,weak,robust,0.6754360465116278,regression_forecasting
close_return_20d,0.060832861494218037,0.007885664517821259,0.0,0.6174418604651163,0.014385863990300729,0.0,0.0,0.2005442003666096,0.36423094230454695,5,0.6081395348837209,0.622093023255814,1.0229445489871276,weak,robust,0.7129360465116279,regression_forecasting
turnover_ma_5,0.08597197438169779,0.004092800045463282,0.0,0.6160852713178294,0.07168944929902052,0.0,0.0,0.09578177295210961,0.2807420849538794,5,0.6040697674418605,0.622093023255814,1.0298363794308771,weak,robust,0.5324127906976744,regression_forecasting
close_lag_5,0.1407968807465189,0.0022698539999468927,0.0,0.6140503875968992,0.07450561168600638,0.0,0.0,0.12080905529603561,0.31292039198760785,5,0.6468023255813953,0.5976744186046512,0.9240449423915892,weak,robust,0.5594476744186047,regression_forecasting
trend_regime_persistence_days,0.0424913990344938,0.03396098947715203,0.0,0.6065891472868217,0.036524324435425436,0.0,0.0,0.11579289306226083,0.21711564878310963,5,0.6325581395348837,0.5936046511627906,0.9384191161635285,weak,robust,0.5934593023255813,regression_forecasting
volume_std_20,0.13490317536706412,0.001958110376739495,0.0,0.6052325581395349,0.05405648123835249,0.0,0.0,0.06537471575531699,0.17158794550452783,5,0.6671511627906975,0.5742732558139536,0.8607843124352518,weak,robust,0.49578488372093027,regression_forecasting
relative_strength_market_60,0.058051284798069425,0.006186631970441267,0.0,0.6018410852713179,0.02260972683628268,0.0,0.0,0.1142571570919615,0.3056109628674498,5,0.6223837209302325,0.5915697674418605,0.9504904235078531,weak,robust,0.61875,regression_forecasting
macd_line,0.11364114332489421,0.0023246685302558694,0.0,0.5991279069767441,0.07285036840203023,0.0,0.0,0.1457116924940904,0.32107193112186727,5,0.6203488372093022,0.5885174418604651,0.948687908498835,weak,robust,0.585610465116279,regression_forecasting
atr_proxy_10,0.07439439777040846,0.0034248301849463237,0.0,0.5916666666666667,0.03299301213634089,0.0,0.0,0.16035135756099553,0.3767126125285692,5,0.5633720930232557,0.6058139534883721,1.0753353954080735,weak,robust,0.6510174418604651,regression_forecasting
atr_14,0.08406842001237862,0.003771278635926368,0.0,0.5781007751937984,0.10263906021144617,0.0,0.0,0.1504796492483523,0.3175352832325241,5,0.6386627906976743,0.5478197674418605,0.8577605812695968,weak,robust,0.5577034883720929,regression_forecasting
close_std_20,0.08450273989194972,0.002215004844664751,0.0,0.5753875968992248,0.020058841690889555,0.0,0.0,0.12520818460828187,0.33708601047779635,5,0.5755813953488371,0.5752906976744185,0.9994949477584533,weak,robust,0.6340116279069767,regression_forecasting
sector_return_60d,0.06395919224543611,0.004132004970333269,0.0,0.5753875968992248,0.01697618003735051,0.0,0.0,0.13562766039371493,0.4006753424837098,5,0.5898255813953488,0.5681686046511627,0.9632824034925128,weak,robust,0.651453488372093,regression_forecasting
amihud_20,0.09073466939283437,0.0022368803744647827,0.0,0.5686046511627906,0.08108172552536003,0.0,0.0,0.11890677878027901,0.25077494828635005,5,0.5023255813953488,0.6017441860465116,1.1979166642819252,weak,robust,0.5228197674418604,regression_forecasting
range_5,0.10160715209095302,0.0018511966275194796,0.0,0.5665697674418605,0.06529253554123933,0.0,0.0,0.1362768066840432,0.41147741843035013,5,0.6142441860465115,0.5427325581395349,0.8835778499576397,weak,robust,0.5681686046511628,regression_forecasting
rolling_max_5,0.19037240422668975,0.0008129946802763465,0.0,0.5658914728682171,0.0584940740358702,0.0,0.0,0.14535847229797433,0.3279470318591036,5,0.6162790697674418,0.5406976744186047,0.8773584891423997,weak,robust,0.5838662790697675,regression_forecasting
rolling_beta_market_20,0.07723143290149981,0.002392773200253339,0.0,0.5652131782945736,0.005816375464518968,0.0,0.0,0.12237224601747794,0.2652130218441647,5,0.5654069767441859,0.5651162790697675,0.9994858594147914,weak,robust,0.642296511627907,regression_forecasting
rolling_corr_sector_60,0.06309120983328646,0.0032167701665191547,0.0,0.5591085271317828,0.030505716629354675,0.0,0.0,0.0778590798288745,0.258968547081175,5,0.5369186046511627,0.570203488372093,1.0619924181628297,weak,robust,0.5280523255813954,regression_forecasting
breadth_thrust_10,0.039159354158977124,0.01207209838822789,0.0,0.5584302325581395,0.018584200242354226,0.0,0.0,0.18176136216194191,0.28941224288055745,5,0.5430232558139534,0.5661337209302326,1.0425588845897207,weak,robust,0.6614825581395349,regression_forecasting
rolling_volatility_10,0.10068197609788172,0.0016793309743387856,0.0,0.5557170542635658,0.05802702291603707,0.0,0.0,0.14401095637334907,0.434797337360205,5,0.6223837209302325,0.5223837209302324,0.8393274157462464,weak,robust,0.5734011627906976,regression_forecasting
new_highs_252,0.03915843930004096,0.009426272393060287,0.0,0.5536821705426357,0.046180080432327686,0.0,0.0,0.15821712589876435,0.3111490267836964,5,0.5979651162790697,0.5315406976744186,0.8889158954507194,weak,robust,0.5934593023255814,regression_forecasting
rsi_14_lag_1,0.08131402637630221,0.0017368976950121176,0.0,0.5489341085271318,0.03488412467466613,0.0,0.0,0.12291324946385239,0.29007946024366243,5,0.5837209302325581,0.5315406976744186,0.9106075681611105,weak,robust,0.576453488372093,regression_forecasting
volume_min_20,0.11872478227967183,0.0009381322453003935,0.0,0.5489341085271318,0.0780761858496374,0.0,0.0,0.11830806625436621,0.23887100329110666,5,0.45959302325581397,0.5936046511627907,1.291587599972763,weak,robust,0.5023255813953488,regression_forecasting
new_lows_252,0.07638578444361895,0.0020761564648055955,0.0,0.5435077519379845,0.07107206400516461,0.0,0.0,0.10958301174200583,0.3546081257985913,5,0.46162790697674416,0.5844476744186047,1.2660579317662222,weak,robust,0.4931686046511628,regression_forecasting
atr_proxy_5,0.04532220121613376,0.005089615663414775,0.0,0.5414728682170543,0.015614912463940861,0.0,0.0,0.18570925163996552,0.48978635470539067,5,0.5593023255813954,0.5325581395348837,0.9521829504805045,weak,robust,0.6527616279069767,regression_forecasting
rolling_corr_market_60,0.07087092586714672,0.0026393504655392187,0.0,0.5401162790697674,0.07340850182053087,0.0,0.0,0.08382366891594505,0.2865289150257514,5,0.6061046511627907,0.5071220930232558,0.8366906461015753,weak,robust,0.45174418604651156,regression_forecasting
rolling_corr_sector_20,0.041146854495027384,0.006866862851532968,0.0,0.5401162790697674,0.006474144607941796,0.0,0.0,0.08210496073453981,0.3712040161949211,5,0.5470930232558139,0.5366279069767441,0.980871411597132,weak,robust,0.552906976744186,regression_forecasting
dist_ma_5,0.053048544544487854,0.003552994523543771,0.0,0.5380813953488371,0.05612874527825854,0.0,0.0,0.11969960736109839,0.37149452591397003,5,0.47383720930232553,0.570203488372093,1.203374230589198,weak,robust,0.5197674418604651,regression_forecasting
volume_max_5,0.12324774296284884,0.0008449951835329115,0.0,0.5380813953488371,0.0834545382308538,0.0,0.0,0.089160255849817,0.2965286139661669,5,0.4534883720930232,0.5803779069767441,1.2798076894855521,weak,robust,0.44040697674418605,regression_forecasting
new_high_low_spread_5,0.06693430677277619,0.0022072744475402227,0.0,0.5326550387596899,0.06859007367132368,0.0,0.0,0.21206505804173192,0.42700954906586147,5,0.5104651162790697,0.54375,1.0652050093027876,weak,robust,0.5559593023255814,regression_forecasting
rsi_14_lag_3,0.06059501005628576,0.002721051412453464,0.0,0.5299418604651162,0.04546143594216096,0.0,0.0,0.11606893750288658,0.24916898305166904,5,0.5715116279069767,0.5091569767441859,0.8908952171593694,weak,robust,0.514970930232558,regression_forecasting
rsi_14,0.08560619738502002,0.0012552566045989744,0.0,0.5184108527131782,0.07249765324462586,0.0,0.0,0.1517565029013866,0.35338791526926244,5,0.46773255813953485,0.54375,1.162523303916047,weak,robust,0.5306686046511628,regression_forecasting
rolling_volatility_5,0.08116336251585328,0.0013060233040956858,0.0,0.5170542635658913,0.0640223818494878,0.0,0.0,0.13306500020093773,0.5122236274531944,5,0.5002906976744186,0.5254360465116279,1.0502614737868103,weak,robust,0.5149709302325581,regression_forecasting
volume_max_20,0.1412551702442776,0.0004831664845650616,0.0,0.5143410852713178,0.03212088724104017,0.0,0.0,0.0830463435925017,0.16378515489136303,5,0.530813953488372,0.5061046511627907,0.9534501624973339,weak,robust,0.4949127906976744,regression_forecasting
sector_member_count,0.14373462205529566,0.0003056215326799698,0.0,0.5062015503875968,0.011386792785367715,0.0,0.0,0.11713009493376979,0.23053724342669185,5,0.4962209302325581,0.5111918604651162,1.0301698866175837,weak,robust,0.5707848837209302,regression_forecasting
volatility_regime_persistence_days,0.0189223391249748,0.01218057406318092,0.0,0.5041666666666665,0.03364106085280261,0.0,0.0,0.08820056887277615,0.2558670037329828,5,0.47180232558139523,0.5203488372093024,1.102895869504645,weak,robust,0.4922965116279069,regression_forecasting
close_return_2d,0.06396490568523827,0.0018333438210830293,0.0,0.5028100775193798,0.04830861265827997,0.0,0.0,0.10280151550504701,0.33062275817475406,5,0.5572674418604651,0.47558139534883714,0.8534167955473376,weak,robust,0.47921511627906976,regression_forecasting
close_to_close_return_1d,0.0731086165869268,0.0011318978134440087,0.0,0.49060077519379847,0.05555317997144366,0.0,0.0,0.09290932451150241,0.20894211519559938,5,0.4555232558139535,0.508139534883721,1.1155073364152233,weak,robust,0.45392441860465116,regression_forecasting
volume_std_5,0.0740983476297122,0.0016630824338320289,0.0,0.49060077519379847,0.11368112820217932,0.0,0.0,0.10112042347896599,0.3200370286466601,5,0.5979651162790697,0.43691860465116283,0.7306757401489917,weak,robust,0.41511627906976745,regression_forecasting
volume_ma_5,0.07281474675191706,0.001484046420410304,0.0,0.48856589147286816,0.08218076898117418,0.0,0.0,0.08418539179958168,0.26565356711660437,5,0.4921511627906976,0.4867732558139535,0.9890726500871767,weak,robust,0.4050872093023256,regression_forecasting
volume_min_5,0.08839954379782577,0.0005947942526751665,0.0,0.4872093023255813,0.05091194452372235,0.0,0.0,0.08549543762617318,0.189399489745901,5,0.4433139534883721,0.5091569767441859,1.1485245875731638,weak,robust,0.44345930232558145,regression_forecasting
relative_strength_sector_20,0.013376296225938944,0.00951195781986223,0.0,0.48653100775193797,0.0065347733721268795,0.0,0.0,0.17791082810008726,0.3142471037938593,5,0.4921511627906976,0.48372093023255813,0.9828706418304343,weak,robust,0.61875,regression_forecasting
log_return,0.07391947669382078,0.0008677624119977041,0.0,0.4858527131782946,0.07228519804066323,0.0,0.0,0.09290932451150241,0.20894211519559938,5,0.4026162790697674,0.5274709302325582,1.3101082999951104,weak,robust,0.42209302325581394,regression_forecasting
adx_14,0.043946435699434495,0.0027809992925715704,0.0,0.4824612403100775,0.032258711019388424,0.0,0.0,0.16821443600032795,0.2931973005621754,5,0.4453488372093023,0.501017441860465,1.1249999974738902,weak,robust,0.5681686046511628,regression_forecasting
close_std_5,0.047339973584083594,0.002428822226301293,0.0,0.4770348837209302,0.0581780395751245,0.0,0.0,0.14396246773097657,0.4730910815510738,5,0.4331395348837209,0.49898255813953485,1.15201342015911,weak,robust,0.5053779069767442,regression_forecasting
close_std_10,0.03983696569087917,0.0031992220425043198,0.0,0.47567829457364336,0.0373570075871239,0.0,0.0,0.15083382204518028,0.5461792969848095,5,0.46162790697674416,0.482703488372093,1.0456549095736443,weak,robust,0.5385174418604651,regression_forecasting
up_down_volume_ratio_5,0.0394113613282725,0.0037167788861647137,0.0,0.4743217054263565,0.0856282719928722,0.0,0.0,0.11111213546887362,0.3196977212469259,5,0.5023255813953488,0.46031976744186043,0.9163773129905453,weak,robust,0.4129360465116279,regression_forecasting
high_low_range_pct,0.07433152071261044,0.0009982603898678068,0.0,0.4709302325581395,0.07754656742231238,0.0,0.0,0.10955880444162129,0.4027958919874269,5,0.4392441860465116,0.4867732558139535,1.1082064832480276,weak,robust,0.4181686046511628,regression_forecasting
breadth_thrust_5,0.05333019114364775,0.001718601864611146,0.0,0.4702519379844961,0.07674657178579736,0.0,0.0,0.10082945392230554,0.20772214233414996,5,0.4046511627906977,0.5030523255813953,1.2431752842841068,weak,robust,0.41119186046511624,regression_forecasting
relative_strength_sector_60,0.05100392558977281,0.0016128293736557154,0.0,0.4695736434108526,0.04088033482904261,0.0,0.0,0.11667145086576397,0.25783084935988093,5,0.4921511627906976,0.4582848837209302,0.9311872396909131,weak,robust,0.4713662790697674,regression_forecasting
rsi_14_lag_5,0.04025091061614994,0.002999264897014136,0.0,0.46889534883720924,0.01613044697558724,0.0,0.0,0.12144147888244854,0.28373929055089675,5,0.4819767441860464,0.4623546511627906,0.9592882971652884,weak,robust,0.5337209302325581,regression_forecasting
volume_min_60,0.14672791285586806,2.7433364966942874e-05,0.0,0.46889534883720924,0.00897286298491318,0.0,0.0,0.0994265056408703,0.2452463791777471,5,0.4585755813953488,0.4740552325581395,1.033755940693426,weak,robust,0.5101744186046511,regression_forecasting
rolling_corr_market_20,0.050227183295466084,0.0018358058415320917,0.0,0.4682170542635658,0.039286511771995,0.0,0.0,0.0946987015922362,0.32906875644325145,5,0.42296511627906974,0.49084302325581386,1.1604810969126769,weak,robust,0.4417151162790698,regression_forecasting
breadth_momentum_5,0.03292340212985353,0.0033947110211853906,0.0,0.45668604651162786,0.04177255789095084,0.0,0.0,0.07620389594590209,0.17552474848808627,5,0.5023255813953488,0.4338662790697674,0.8637152760583446,weak,robust,0.3989825581395349,regression_forecasting
stoch_d_14,0.02152692596139616,0.004756747927550416,0.0,0.4553294573643411,0.046835115385478535,0.0,0.0,0.13310580779354547,0.3637010354910674,5,0.4026162790697674,0.48168604651162794,1.1963898887252122,weak,robust,0.47747093023255816,regression_forecasting
momentum_20,0.05233089738660605,0.001430772158942917,0.0,0.45397286821705424,0.028614654455582793,0.0,0.0,0.17733229783455945,0.39260111041424633,5,0.4270348837209301,0.46744186046511627,1.0946221894040162,weak,robust,0.5463662790697674,regression_forecasting
rsi_14_lag_2,0.04946480231847605,0.001547263315391073,0.0,0.451937984496124,0.030689378136626307,0.0,0.0,0.12611148598960775,0.25409049335962,5,0.41686046511627906,0.46947674418604646,1.1262203599203637,weak,robust,0.501889534883721,regression_forecasting
vroc_20,0.009347479395167705,0.005517362545697123,0.0,0.44108527131782943,0.024983656998129402,0.0,0.0,0.09593381128915592,0.17376007919747932,5,0.4453488372093023,0.43895348837209297,0.9856396844708872,weak,robust,0.46613372093023253,regression_forecasting
abnormal_gap_sigma_20,0.007852559557943358,0.00526269378863629,0.0,0.43226744186046506,0.04066028182536246,0.0,0.0,0.05557844299185344,0.11685396811316712,5,0.4270348837209301,0.43488372093023253,1.0183798478534878,weak,robust,0.3675872093023256,regression_forecasting
up_volume,0.04516757159863497,0.0019123826729436025,0.0,0.4302325581395348,0.08746232674267725,0.0,0.0,0.08232819891574791,0.19548568389189747,5,0.4473837209302325,0.421656976744186,0.9424951245989712,weak,robust,0.34142441860465117,regression_forecasting
pct_return_lag_1,0.04964679365167927,0.001258356301566172,0.0,0.4275193798449612,0.08514332580614387,0.0,0.0,0.08801938860102694,0.2536248238361722,5,0.32936046511627903,0.4765988372093023,1.4470432436206278,weak,robust,0.35058139534883725,regression_forecasting
volume_ratio_20,0.0014737392486079415,0.006458676910670842,0.0,0.4271802325581395,0.028510240183042195,0.0,0.0,0.07453553484486258,0.2569586377607106,5,0.44026162790697676,0.4206395348837209,0.955430833089018,weak,robust,0.407703488372093,regression_forecasting
