feature_name,mutual_information,model_importance,permutation_importance,combined_score,selected_top_k,task_name,fold_id,train_start,train_end,validation_start,validation_end
momentum_10,0.03222083365862982,0.0017100058179860933,0.0,0.37005813953488365,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
momentum_20,0.04870983888270786,0.0015657752823119546,0.0,0.4270348837209301,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
dist_ma_5,0.04636338096765513,0.0027533699339661833,0.0,0.47383720930232553,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_min_5,0.19670483447715803,0.017824158611860038,0.001272200297374329,0.9738372093023255,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_max_5,0.19109136358882228,0.001805961860990269,0.0,0.6162790697674418,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
dist_ma_20,0.08393838586111002,0.008454444163299985,0.0,0.6732558139534883,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_min_20,0.24231270304248476,0.03582942368902853,0.0007457450432685947,0.9848837209302324,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_max_20,0.19095099117912717,0.05364209315743295,0.0024427785712728967,0.9715116279069766,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
dist_ma_60,0.11152000622606906,0.011219110402489841,0.00044118956758217585,0.874127906976744,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_min_60,0.19100979160007814,0.006002730590126712,2.541925703733461e-06,0.8700581395348836,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_max_60,0.21423882258085314,0.016756358916883967,0.0005880385207663819,0.9668604651162791,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
sma_20,0.18037945326869753,0.0007214607570307262,0.0,0.5369186046511627,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
sma_50,0.19656601075350721,0.013545294374114173,0.0005022154247683569,0.9470930232558139,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
sma_200,0.1709024955076366,0.0024126065721541937,0.0,0.6325581395348837,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
ema_12,0.19323425701720964,0.012625569444066327,0.0009879493425307916,0.9476744186046511,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
ema_20,0.19120141297728122,0.007560659934060338,0.000425227032078479,0.8968023255813954,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
ema_50,0.20648306320974896,0.010289292453913104,0.0,0.7892441860465115,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_to_sma_200,0.11590644720164711,0.029384581086047763,6.236400744485948e-07,0.8968023255813953,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
turnover,0.032013564956066,0.0008400080851781956,0.0,0.31715116279069766,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
vroc_5,0.0,0.0031724542105698987,0.0,0.3527616279069767,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_std_5,0.07644195580182966,0.004108331936483756,0.0,0.5979651162790697,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_min_5,0.08312200830231165,0.00044085616983834797,0.0,0.4433139534883721,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_max_5,0.12490643064603146,6.977211162566678e-05,0.0,0.4534883720930232,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
turnover_ma_5,0.08041430932246563,0.003949318624866698,0.0,0.6040697674418605,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
turnover_ratio_5,0.01476479283820531,0.0002451114172895829,0.0,0.23168604651162789,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
vroc_20,0.00608779359336431,0.007301383237279099,0.0,0.4453488372093023,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_std_20,0.13883979074915764,0.003996150426609684,0.0,0.6671511627906975,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_min_20,0.10733218871394135,0.00029149271506793116,0.0,0.45959302325581397,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_max_20,0.13606403933910416,0.0008935024959586893,0.0,0.530813953488372,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
turnover_ma_20,0.11283197201182649,0.0017606690619300987,0.0,0.5633720930232557,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
turnover_ratio_20,0.0,0.004580223364157112,0.0,0.38735465116279066,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
vroc_60,0.016293987896061513,0.003846848210218964,0.0,0.41686046511627906,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_std_60,0.1445006782380207,0.007604031730897214,0.0,0.7281976744186046,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_min_60,0.1467805741167667,0.0,0.0,0.4585755813953488,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_max_60,0.16754214688723001,0.00035503732065629296,0.0,0.5063953488372093,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
turnover_ma_60,0.14121222701162495,0.011500348614270087,0.0005136902971063867,0.9081395348837209,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
turnover_ratio_60,0.01622782603853956,0.0023870099280206957,0.0,0.37209302325581395,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_spike_zscore_20,0.0,0.0030453502696619586,0.0,0.34665697674418605,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
amihud_20,0.09603609808523217,0.0009641119184637671,0.0,0.5023255813953488,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rsi_14,0.07798441386501587,0.0009162250307663356,0.0,0.46773255813953485,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
macd_line,0.11428488914758628,0.002999788822781169,0.0,0.6203488372093022,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
macd_signal,0.11667102167100296,0.004792887693624998,0.0,0.6773255813953487,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
macd_hist,0.01506699600049366,0.002074068148425836,0.0,0.3558139534883721,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
bb_upper,0.1939583012237991,0.013053971851208022,0.00042515081754741226,0.9377906976744186,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
bb_lower,0.20258768638142577,0.003869289442481699,0.0,0.7037790697674418,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
bb_width,0.11248414370132309,0.005365842265084171,0.0,0.6752906976744185,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
bb_percent_b,0.039935845357153,0.0009849915370505747,0.0,0.3537790697674418,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
stoch_k_14,0.00018314175308464797,0.0,0.0,0.1635174418604651,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
stoch_d_14,0.014876218106378403,0.0035207757587613965,0.0,0.4026162790697674,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
adx_14,0.047476166861295965,0.0021023654637428828,0.0,0.4453488372093023,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_lag_1,0.19184175204876652,0.003064909279129987,0.0,0.6732558139534883,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_lag_2,0.17681699311589139,0.005776423776793876,0.0002703096332964172,0.8633720930232558,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_lag_3,0.13568811148765114,0.003170515844591861,0.0,0.6406976744186046,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_lag_5,0.13308794552670555,0.0034765924983919164,0.0,0.6468023255813953,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_lag_1,0.04749149490713256,0.0002111131834018491,0.0,0.32325581395348835,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_lag_2,0.048232230098549156,0.0005892008641689816,0.0,0.3517441860465116,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_lag_3,0.03794509317510508,0.0006576614830041797,0.0,0.3212209302325581,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_lag_5,0.07049980172000803,0.00030565597193726803,0.0,0.4026162790697674,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
pct_return_lag_1,0.0434330896598496,0.0005022472203433932,0.0,0.32936046511627903,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
pct_return_lag_2,0.031203948428136563,0.00018844451296796098,0.0,0.2601744186046511,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
pct_return_lag_3,0.014954201653905486,0.0013462546010793348,0.0,0.31308139534883717,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
pct_return_lag_5,0.018047636446225646,0.0011339297925223506,0.0,0.31511627906976747,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
log_return_lag_1,0.04218432356279678,0.0012063116210215574,0.0,0.37819767441860463,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
log_return_lag_2,0.02774782560221123,0.0006327332876815478,0.0,0.2886627906976744,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
log_return_lag_3,0.013513422440746048,0.002072318282816606,0.0,0.3456395348837209,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
log_return_lag_5,0.02054160430561769,0.001970122416807698,0.0,0.36802325581395345,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rsi_14_lag_1,0.08742571537378208,0.002670758812433162,0.0,0.5837209302325581,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rsi_14_lag_2,0.03296885908659419,0.0024856057098276443,0.0,0.41686046511627906,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rsi_14_lag_3,0.059832561081268665,0.004478716028154308,0.0,0.5715116279069767,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rsi_14_lag_5,0.03829348301035118,0.00444325785709747,0.0,0.4819767441860464,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_ratio_5,0.0002954029898623034,0.0013930584708555255,0.0,0.28052325581395343,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_ratio_20,0.0,0.008860648892340856,0.0,0.44026162790697676,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_ratio_60,0.017456773600782682,0.0008136189933897437,0.0,0.2886627906976744,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_to_close_return_1d,0.05965921267353913,0.0014278201693137499,0.0,0.4555232558139535,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_return_2d,0.060854735839872554,0.0036569419200587717,0.0,0.5572674418604651,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_return_3d,0.07448634135975052,0.004022920749880395,0.0,0.591860465116279,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_return_5d,0.03172068654809124,0.0018611907236065878,0.0,0.37819767441860463,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_return_10d,0.06797938415965632,0.009960299662099548,0.0,0.6508720930232558,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_return_20d,0.05977542228783417,0.007346055693831806,0.0,0.6081395348837209,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
open_to_close_return_1d,0.07632945113570866,0.00012902787006269082,0.0,0.3965116279069767,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
open_close_spread,0.04827760486388488,0.0004636699877024523,0.0,0.34767441860465115,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
open_close_spread_pct,0.0790669692624677,9.056381103676723e-05,0.0,0.40465116279069757,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
overnight_return_1d,0.03364966895111632,0.0001538499548822234,0.0,0.26831395348837206,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
high_low_range,0.041117764677671254,0.0,0.0,0.2652616279069767,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
high_low_range_pct,0.07319887964097216,0.000751087652168555,0.0,0.4392441860465116,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
true_range,0.046340359187313496,0.001784545867736256,0.0,0.42093023255813944,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
atr_14,0.08910993778959853,0.004614983441900251,0.0,0.6386627906976743,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
atr_proxy_5,0.05311397409337104,0.004597786688393624,0.0,0.5593023255813954,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
atr_proxy_10,0.07810121767579226,0.0026682145613664745,0.0,0.5633720930232557,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_mean_5,0.20419792078303178,0.00864454657965639,0.0003795460371825765,0.9177325581395348,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_std_5,0.043312936662848855,0.0022056061313599465,0.0,0.4331395348837209,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_ma_5,0.07225004399396528,0.0015449717436429404,0.0,0.4921511627906976,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_volatility_5,0.07445396151787165,0.0017040356181406032,0.0,0.5002906976744186,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_mean_10,0.17587516074893372,0.021631847070356355,0.0007962083999384584,0.9479651162790698,1.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_std_10,0.040659946452839435,0.003210886451436809,0.0,0.46162790697674416,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_ma_10,0.11138748160119905,0.008783443031983272,0.0,0.7058139534883721,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_shock_10,0.013438955031947586,0.001090316070152566,0.0,0.2886627906976744,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_volatility_10,0.10391601677191797,0.0036286931743655707,0.0,0.6223837209302325,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
value_ratio_10,0.005584165211857339,0.0009157808543873541,0.0,0.2601744186046511,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
close_std_20,0.08492226331789432,0.002646658720685491,0.0,0.5755813953488371,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volume_ma_20,0.1255896288616185,0.0021518303309595722,0.0,0.6,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_volatility_20,0.10461278581865407,0.004552844128281887,0.0,0.6468023255813953,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_volatility_60,0.11119735241304429,0.0014843387435658705,0.0,0.5450581395348837,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
market_return_20d,0.06745203262818666,0.015048922562681631,0.0,0.6671511627906976,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
market_return_60d,0.054476574906500375,0.01079016363439807,0.0,0.6264534883720929,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
relative_strength_market_20,0.05031162420648183,0.017357760885162353,0.0,0.6345930232558139,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
relative_strength_market_60,0.05559483841065038,0.009455959652221433,0.0,0.6223837209302325,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_beta_market_20,0.08205212449088517,0.0024843618415765685,0.0,0.5654069767441859,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_beta_market_60,0.09419044065844062,0.0063284648074482435,0.0,0.6671511627906975,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_corr_market_20,0.048843983960240145,0.0014326704735618365,0.0,0.42296511627906974,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_corr_market_60,0.07129245559437081,0.004969095786692919,0.0,0.6061046511627907,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
sector_return_20d,0.011089379832476709,0.001862819734865784,0.0,0.3313953488372092,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
sector_return_60d,0.05401756911402433,0.006388953560468068,0.0,0.5898255813953488,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
relative_strength_sector_20,0.020399231512013394,0.008283755115371372,0.0,0.4921511627906976,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
relative_strength_sector_60,0.051588981939659995,0.002438429212643673,0.0,0.4921511627906976,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_beta_sector_20,0.08968916266731863,0.004988741380167229,0.0,0.6508720930232558,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_beta_sector_60,0.09518769911788638,0.005575867868889331,0.0,0.6630813953488371,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_corr_sector_20,0.049010757100119484,0.0047392708859737495,0.0,0.5470930232558139,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
rolling_corr_sector_60,0.0634436531490179,0.002739383146924573,0.0,0.5369186046511627,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
sector_relative_zscore_20,0.0,0.0023847241661861312,0.0,0.3222383720930232,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
sector_dispersion_zscore_20,0.0,0.00042238405687448986,0.0,0.20421511627906974,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
breadth_thrust_5,0.04932741476487923,0.0010308883928627206,0.0,0.4046511627906977,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
breadth_thrust_10,0.037722460842711136,0.009672405660880356,0.0,0.5430232558139534,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
breadth_momentum_5,0.044944943741938914,0.004442443568646962,0.0,0.5023255813953488,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
advance_decline_ratio_5,0.012302712593615261,0.0012520042536676903,0.0,0.29883720930232555,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
new_high_low_ratio,0.04867770904251767,0.00017902289219773543,0.0,0.32529069767441854,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
new_high_low_spread_5,0.06193239647519633,0.0021546273205052266,0.0,0.5104651162790697,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
up_down_volume_ratio_5,0.03723838925534473,0.005388338731913925,0.0,0.5023255813953488,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
up_down_volume_spread,0.04449913384319082,0.001860202075570014,0.0,0.41889534883720925,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
market_regime_code,0.043346534147807425,0.0,0.0,0.27340116279069765,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
trend_regime_strength,0.07201821586546231,0.014630233205547316,0.0,0.6752906976744185,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
trend_regime_code,0.05172400441674574,0.0,0.0,0.3222383720930232,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
volatility_regime_code,0.05179390979980414,0.001119322383569792,0.0,0.42296511627906974,0.0,regression_forecasting,fold_001,2021-03-12,2023-04-06,2023-04-11,2023-08-14
