feature_name,regime_bucket,abs_information_coefficient,signed_information_coefficient,observations,task_name,fold_id
volume_std_20,bull,0.17158794550452783,0.17158794550452783,288,regression_forecasting,fold_001
volume_min_20,bull,0.14374450465202335,0.14374450465202335,288,regression_forecasting,fold_001
volume_max_20,bull,0.16378515489136303,0.16378515489136303,288,regression_forecasting,fold_001
turnover_ma_20,bull,0.11285914273802042,0.11285914273802042,288,regression_forecasting,fold_001
turnover_ratio_20,bull,0.02269114191558477,0.02269114191558477,288,regression_forecasting,fold_001
vroc_60,bull,0.13888005559552816,-0.13888005559552816,288,regression_forecasting,fold_001
volume_std_60,bull,0.15050037525460339,0.15050037525460339,288,regression_forecasting,fold_001
volume_min_60,bull,0.20641593521886356,0.20641593521886356,288,regression_forecasting,fold_001
volume_max_60,bull,0.15449032437701232,0.15449032437701232,288,regression_forecasting,fold_001
turnover_ma_60,bull,0.1398784712718686,0.1398784712718686,288,regression_forecasting,fold_001
turnover_ratio_60,bull,0.044460933444320824,-0.044460933444320824,288,regression_forecasting,fold_001
volume_spike_zscore_20,bull,0.039689403469245016,0.039689403469245016,288,regression_forecasting,fold_001
amihud_20,bull,0.15142896051434593,-0.15142896051434593,288,regression_forecasting,fold_001
rsi_14,bull,0.17370996515231896,-0.17370996515231896,288,regression_forecasting,fold_001
macd_line,bull,0.254543139249984,-0.254543139249984,288,regression_forecasting,fold_001
macd_signal,bull,0.25246080699617385,-0.25246080699617385,288,regression_forecasting,fold_001
macd_hist,bull,0.031331690431726726,-0.031331690431726726,288,regression_forecasting,fold_001
bb_upper,bull,0.04136154892323952,-0.04136154892323952,288,regression_forecasting,fold_001
bb_lower,bull,0.005469324788234399,0.005469324788234399,288,regression_forecasting,fold_001
bb_width,bull,0.18452804543061782,-0.18452804543061782,288,regression_forecasting,fold_001
bb_percent_b,bull,0.0786325332200256,-0.0786325332200256,288,regression_forecasting,fold_001
stoch_k_14,bull,0.09095253477668021,-0.09095253477668021,288,regression_forecasting,fold_001
stoch_d_14,bull,0.06554699657801812,-0.06554699657801812,288,regression_forecasting,fold_001
adx_14,bull,0.17613315685949713,-0.17613315685949713,288,regression_forecasting,fold_001
close_lag_1,bull,0.03286915375954146,-0.03286915375954146,288,regression_forecasting,fold_001
close_lag_2,bull,0.02378380903949588,-0.02378380903949588,288,regression_forecasting,fold_001
close_lag_3,bull,0.022226227408131724,-0.022226227408131724,288,regression_forecasting,fold_001
close_lag_5,bull,0.013084707274397147,-0.013084707274397147,288,regression_forecasting,fold_001
volume_lag_1,bull,0.15177263253633425,0.15177263253633425,288,regression_forecasting,fold_001
volume_lag_2,bull,0.1718557314039431,0.1718557314039431,288,regression_forecasting,fold_001
volume_lag_3,bull,0.16605297727600726,0.16605297727600726,288,regression_forecasting,fold_001
volume_lag_5,bull,0.20306406790802065,0.20306406790802065,288,regression_forecasting,fold_001
pct_return_lag_1,bull,0.09800298007456856,-0.09800298007456856,288,regression_forecasting,fold_001
pct_return_lag_2,bull,0.007063839556708359,0.007063839556708359,288,regression_forecasting,fold_001
pct_return_lag_3,bull,0.09000538304436724,-0.09000538304436724,288,regression_forecasting,fold_001
pct_return_lag_5,bull,0.050147653234800936,0.050147653234800936,288,regression_forecasting,fold_001
log_return_lag_1,bull,0.09800298007456856,-0.09800298007456856,288,regression_forecasting,fold_001
log_return_lag_2,bull,0.007063839556708359,0.007063839556708359,288,regression_forecasting,fold_001
log_return_lag_3,bull,0.09000538304436724,-0.09000538304436724,288,regression_forecasting,fold_001
log_return_lag_5,bull,0.050147653234800936,0.050147653234800936,288,regression_forecasting,fold_001
rsi_14_lag_1,bull,0.1285826351495713,-0.1285826351495713,288,regression_forecasting,fold_001
rsi_14_lag_2,bull,0.07620833676869603,-0.07620833676869603,288,regression_forecasting,fold_001
rsi_14_lag_3,bull,0.10562950619650474,-0.10562950619650474,288,regression_forecasting,fold_001
rsi_14_lag_5,bull,0.034723957872945875,-0.034723957872945875,288,regression_forecasting,fold_001
volume_ratio_5,bull,0.06740552207210035,-0.06740552207210035,288,regression_forecasting,fold_001
volume_ratio_20,bull,0.03575206232588255,0.03575206232588255,288,regression_forecasting,fold_001
volume_ratio_60,bull,0.034497136880763654,-0.034497136880763654,288,regression_forecasting,fold_001
close_to_close_return_1d,bull,0.11372447650063934,-0.11372447650063934,288,regression_forecasting,fold_001
close_return_2d,bull,0.15517889880820884,-0.15517889880820884,288,regression_forecasting,fold_001
close_return_3d,bull,0.1533901040653553,-0.1533901040653553,288,regression_forecasting,fold_001
close_return_5d,bull,0.15143027767286038,-0.15143027767286038,288,regression_forecasting,fold_001
close_return_10d,bull,0.005224823396047219,0.005224823396047219,288,regression_forecasting,fold_001
close_return_20d,bull,0.247099922280529,-0.247099922280529,288,regression_forecasting,fold_001
open_to_close_return_1d,bull,0.14962261068058144,-0.14962261068058144,288,regression_forecasting,fold_001
open_close_spread,bull,0.1402829485178012,0.1402829485178012,288,regression_forecasting,fold_001
open_close_spread_pct,bull,0.14962261068058144,0.14962261068058144,288,regression_forecasting,fold_001
overnight_return_1d,bull,0.010932794330659598,0.010932794330659598,288,regression_forecasting,fold_001
high_low_range,bull,0.114038204351541,-0.114038204351541,288,regression_forecasting,fold_001
high_low_range_pct,bull,0.07168132871901836,-0.07168132871901836,288,regression_forecasting,fold_001
true_range,bull,0.15539589888901445,-0.15539589888901445,288,regression_forecasting,fold_001
atr_14,bull,0.18441490401380808,-0.18441490401380808,288,regression_forecasting,fold_001
atr_proxy_5,bull,0.1285894262372221,-0.1285894262372221,288,regression_forecasting,fold_001
atr_proxy_10,bull,0.17830411107530172,-0.17830411107530172,288,regression_forecasting,fold_001
close_mean_5,bull,0.03010629365024692,-0.03010629365024692,288,regression_forecasting,fold_001
close_std_5,bull,0.19567662650750747,-0.19567662650750747,288,regression_forecasting,fold_001
volume_ma_5,bull,0.16806129353305674,0.16806129353305674,288,regression_forecasting,fold_001
rolling_volatility_5,bull,0.1043252357969727,-0.1043252357969727,288,regression_forecasting,fold_001
close_mean_10,bull,0.02232781252827577,-0.02232781252827577,288,regression_forecasting,fold_001
close_std_10,bull,0.11098060598810551,-0.11098060598810551,288,regression_forecasting,fold_001
volume_ma_10,bull,0.16603422220757447,0.16603422220757447,288,regression_forecasting,fold_001
volume_shock_10,bull,0.0392651502513095,-0.0392651502513095,288,regression_forecasting,fold_001
rolling_volatility_10,bull,0.13050884442053326,-0.13050884442053326,288,regression_forecasting,fold_001
value_ratio_10,bull,0.047451554411011315,-0.047451554411011315,288,regression_forecasting,fold_001
close_std_20,bull,0.2393601991918951,-0.2393601991918951,288,regression_forecasting,fold_001
volume_ma_20,bull,0.14141723693976258,0.14141723693976258,288,regression_forecasting,fold_001
rolling_volatility_20,bull,0.1428908916125226,-0.1428908916125226,288,regression_forecasting,fold_001
rolling_volatility_60,bull,0.12026531299070652,-0.12026531299070652,288,regression_forecasting,fold_001
market_return_20d,bull,0.11031744296643546,-0.11031744296643546,288,regression_forecasting,fold_001
market_return_60d,bull,0.17861019224853603,-0.17861019224853603,288,regression_forecasting,fold_001
relative_strength_market_20,bull,0.2228462243192175,-0.2228462243192175,288,regression_forecasting,fold_001
relative_strength_market_60,bull,0.0690467716434388,-0.0690467716434388,288,regression_forecasting,fold_001
rolling_beta_market_20,bull,0.07995879549989507,-0.07995879549989507,288,regression_forecasting,fold_001
rolling_beta_market_60,bull,0.021018745275552406,0.021018745275552406,288,regression_forecasting,fold_001
rolling_corr_market_20,bull,0.036272268610278324,-0.036272268610278324,288,regression_forecasting,fold_001
rolling_corr_market_60,bull,0.13626742079167853,0.13626742079167853,288,regression_forecasting,fold_001
sector_return_20d,bull,0.09712716874018457,-0.09712716874018457,288,regression_forecasting,fold_001
sector_return_60d,bull,0.0354536069450713,-0.0354536069450713,288,regression_forecasting,fold_001
relative_strength_sector_20,bull,0.19012246086570353,-0.19012246086570353,288,regression_forecasting,fold_001
relative_strength_sector_60,bull,0.1191925474964728,-0.1191925474964728,288,regression_forecasting,fold_001
rolling_beta_sector_20,bull,0.08141818637982719,-0.08141818637982719,288,regression_forecasting,fold_001
rolling_beta_sector_60,bull,0.03308999269670518,0.03308999269670518,288,regression_forecasting,fold_001
rolling_corr_sector_20,bull,0.0809215915829897,-0.0809215915829897,288,regression_forecasting,fold_001
rolling_corr_sector_60,bull,0.04974965547133815,0.04974965547133815,288,regression_forecasting,fold_001
sector_relative_zscore_20,bull,0.021445510353866458,-0.021445510353866458,288,regression_forecasting,fold_001
sector_dispersion_zscore_20,bull,0.12181035853262615,-0.12181035853262615,288,regression_forecasting,fold_001
breadth_thrust_5,bull,0.152851179363249,-0.152851179363249,288,regression_forecasting,fold_001
breadth_thrust_10,bull,0.1772612860874632,-0.1772612860874632,288,regression_forecasting,fold_001
breadth_momentum_5,bull,0.05487353090594376,-0.05487353090594376,288,regression_forecasting,fold_001
advance_decline_ratio_5,bull,0.08532241379486293,-0.08532241379486293,288,regression_forecasting,fold_001
new_high_low_ratio,bull,0.22088131366984354,-0.22088131366984354,288,regression_forecasting,fold_001
new_high_low_spread_5,bull,0.32534297377933247,-0.32534297377933247,288,regression_forecasting,fold_001
up_down_volume_ratio_5,bull,0.03847855830552026,-0.03847855830552026,288,regression_forecasting,fold_001
up_down_volume_spread,bull,0.08868466060061915,-0.08868466060061915,288,regression_forecasting,fold_001
market_regime_code,bull,,,288,regression_forecasting,fold_001
trend_regime_strength,bull,0.1626331632550304,-0.1626331632550304,288,regression_forecasting,fold_001
trend_regime_code,bull,0.17589138281567357,-0.17589138281567357,288,regression_forecasting,fold_001
volatility_regime_code,bull,0.0072801848871161794,0.0072801848871161794,288,regression_forecasting,fold_001
market_regime_persistence_days,bull,0.1304563052252778,-0.1304563052252778,288,regression_forecasting,fold_001
market_regime_transition_flag,bull,0.0016417576824568146,0.0016417576824568146,288,regression_forecasting,fold_001
volatility_regime_persistence_days,bull,0.0021686085851966,-0.0021686085851966,288,regression_forecasting,fold_001
volatility_regime_transition_flag,bull,0.007380087705505035,-0.007380087705505035,288,regression_forecasting,fold_001
trend_regime_persistence_days,bull,0.026901860229104162,0.026901860229104162,288,regression_forecasting,fold_001
trend_regime_transition_flag,bull,0.03660920351455119,-0.03660920351455119,288,regression_forecasting,fold_001
abnormal_gap_sigma_20,bull,0.09856800535394189,-0.09856800535394189,288,regression_forecasting,fold_001
abnormal_gap_flag,bull,0.09103277591938685,-0.09103277591938685,288,regression_forecasting,fold_001
m_ret,bear,0.039589309123075005,-0.039589309123075005,88,regression_forecasting,fold_001
m_ret_5d,bear,0.017635892669898855,0.017635892669898855,88,regression_forecasting,fold_001
m_ret_20d,bear,0.11372896768555814,-0.11372896768555814,88,regression_forecasting,fold_001
rel_to_market,bear,0.15323276636080463,-0.15323276636080463,88,regression_forecasting,fold_001
s_ret,bear,0.1322766001770671,-0.1322766001770671,88,regression_forecasting,fold_001
sector_dispersion,bear,0.10430839019355301,0.10430839019355301,88,regression_forecasting,fold_001
sector_member_count,bear,0.10206292887615828,-0.10206292887615828,88,regression_forecasting,fold_001
s_ret_5d,bear,0.08871276680539072,-0.08871276680539072,88,regression_forecasting,fold_001
rel_to_sector,bear,0.1024767190107536,-0.1024767190107536,88,regression_forecasting,fold_001
advancers,bear,0.01572080577670371,0.01572080577670371,88,regression_forecasting,fold_001
decliners,bear,0.05776550731247358,0.05776550731247358,88,regression_forecasting,fold_001
unchanged,bear,0.09891560206849771,-0.09891560206849771,88,regression_forecasting,fold_001
net_advancers,bear,0.00041405863767330947,-0.00041405863767330947,88,regression_forecasting,fold_001
advance_decline_ratio,bear,0.012641446059548873,-0.012641446059548873,88,regression_forecasting,fold_001
market_breadth,bear,0.012641446059548873,-0.012641446059548873,88,regression_forecasting,fold_001
breadth_member_count,bear,0.23541714774735678,-0.23541714774735678,88,regression_forecasting,fold_001
advancing_share,bear,0.012377164957258654,0.012377164957258654,88,regression_forecasting,fold_001
declining_share,bear,0.06100515657179881,0.06100515657179881,88,regression_forecasting,fold_001
pct_above_ma20,bear,0.023353640072379136,-0.023353640072379136,88,regression_forecasting,fold_001
pct_above_ma50,bear,0.05201052093071536,0.05201052093071536,88,regression_forecasting,fold_001
new_highs_252,bear,0.10789882713757123,0.10789882713757123,88,regression_forecasting,fold_001
new_lows_252,bear,0.031180446547646925,-0.031180446547646925,88,regression_forecasting,fold_001
new_high_low_spread,bear,0.04295908245810496,0.04295908245810496,88,regression_forecasting,fold_001
up_volume,bear,0.0176715963731394,0.0176715963731394,88,regression_forecasting,fold_001
down_volume,bear,0.06466077636034057,0.06466077636034057,88,regression_forecasting,fold_001
up_down_volume_ratio,bear,0.04672489888491096,-0.04672489888491096,88,regression_forecasting,fold_001
log_return,bear,0.1666931652732997,-0.1666931652732997,88,regression_forecasting,fold_001
range_5,bear,0.11610284054143566,0.11610284054143566,88,regression_forecasting,fold_001
range_20,bear,0.31184471841180084,0.31184471841180084,88,regression_forecasting,fold_001
roc_60,bear,0.25740176488895594,-0.25740176488895594,88,regression_forecasting,fold_001
momentum_5,bear,0.006333127915972117,-0.006333127915972117,88,regression_forecasting,fold_001
momentum_10,bear,0.16872701873312457,-0.16872701873312457,88,regression_forecasting,fold_001
momentum_20,bear,0.08075331211703606,-0.08075331211703606,88,regression_forecasting,fold_001
dist_ma_5,bear,0.07728311466356938,-0.07728311466356938,88,regression_forecasting,fold_001
rolling_min_5,bear,0.32193157309854675,-0.32193157309854675,88,regression_forecasting,fold_001
rolling_max_5,bear,0.32204359493213636,-0.32204359493213636,88,regression_forecasting,fold_001
dist_ma_20,bear,0.3241103591269138,-0.3241103591269138,88,regression_forecasting,fold_001
rolling_min_20,bear,0.3032490363952298,-0.3032490363952298,88,regression_forecasting,fold_001
rolling_max_20,bear,0.32447597726014044,-0.32447597726014044,88,regression_forecasting,fold_001
dist_ma_60,bear,0.21468419118012907,-0.21468419118012907,88,regression_forecasting,fold_001
rolling_min_60,bear,0.2995670110090404,-0.2995670110090404,88,regression_forecasting,fold_001
rolling_max_60,bear,0.2535537277391812,-0.2535537277391812,88,regression_forecasting,fold_001
sma_20,bear,0.3333450752805628,-0.3333450752805628,88,regression_forecasting,fold_001
sma_50,bear,0.31089976494583277,-0.31089976494583277,88,regression_forecasting,fold_001
sma_200,bear,0.30691059645637064,-0.30691059645637064,88,regression_forecasting,fold_001
ema_12,bear,0.33990709608112735,-0.33990709608112735,88,regression_forecasting,fold_001
ema_20,bear,0.3301763429225054,-0.3301763429225054,88,regression_forecasting,fold_001
ema_50,bear,0.31484490287801614,-0.31484490287801614,88,regression_forecasting,fold_001
close_to_sma_200,bear,0.11476124449154775,-0.11476124449154775,88,regression_forecasting,fold_001
turnover,bear,0.15779671117587812,-0.15779671117587812,88,regression_forecasting,fold_001
vroc_5,bear,0.11596819234729869,0.11596819234729869,88,regression_forecasting,fold_001
volume_std_5,bear,0.16861061604355926,-0.16861061604355926,88,regression_forecasting,fold_001
volume_min_5,bear,0.1586594163522688,-0.1586594163522688,88,regression_forecasting,fold_001
volume_max_5,bear,0.18217510234769277,-0.18217510234769277,88,regression_forecasting,fold_001
turnover_ma_5,bear,0.15976047403051405,-0.15976047403051405,88,regression_forecasting,fold_001
turnover_ratio_5,bear,0.0551438699360092,0.0551438699360092,88,regression_forecasting,fold_001
vroc_20,bear,0.1701194571391825,-0.1701194571391825,88,regression_forecasting,fold_001
volume_std_20,bear,0.02626874612893857,-0.02626874612893857,88,regression_forecasting,fold_001
volume_min_20,bear,0.13961619381269796,-0.13961619381269796,88,regression_forecasting,fold_001
volume_max_20,bear,0.09241622971043499,-0.09241622971043499,88,regression_forecasting,fold_001
turnover_ma_20,bear,0.1356317286417141,-0.1356317286417141,88,regression_forecasting,fold_001
turnover_ratio_20,bear,0.03987407267171026,-0.03987407267171026,88,regression_forecasting,fold_001
vroc_60,bear,0.002051833003031407,-0.002051833003031407,88,regression_forecasting,fold_001
volume_std_60,bear,0.06574642812875195,-0.06574642812875195,88,regression_forecasting,fold_001
volume_min_60,bear,0.2452463791777471,-0.2452463791777471,88,regression_forecasting,fold_001
volume_max_60,bear,0.02193215859972884,-0.02193215859972884,88,regression_forecasting,fold_001
turnover_ma_60,bear,0.3063822297690246,-0.3063822297690246,88,regression_forecasting,fold_001
turnover_ratio_60,bear,0.034537569129515826,0.034537569129515826,88,regression_forecasting,fold_001
volume_spike_zscore_20,bear,0.014125002775049309,0.014125002775049309,88,regression_forecasting,fold_001
amihud_20,bear,0.25077494828635005,0.25077494828635005,88,regression_forecasting,fold_001
rsi_14,bear,0.15338484933653915,-0.15338484933653915,88,regression_forecasting,fold_001
macd_line,bear,0.04781718520481156,-0.04781718520481156,88,regression_forecasting,fold_001
macd_signal,bear,0.061413821292514874,0.061413821292514874,88,regression_forecasting,fold_001
macd_hist,bear,0.04373114948933595,-0.04373114948933595,88,regression_forecasting,fold_001
bb_upper,bear,0.30226096960772597,-0.30226096960772597,88,regression_forecasting,fold_001
bb_lower,bear,0.30466503803515016,-0.30466503803515016,88,regression_forecasting,fold_001
bb_width,bear,0.30893600209119687,0.30893600209119687,88,regression_forecasting,fold_001
bb_percent_b,bear,0.1496862825251173,-0.1496862825251173,88,regression_forecasting,fold_001
stoch_k_14,bear,0.193646250835652,-0.193646250835652,88,regression_forecasting,fold_001
stoch_d_14,bear,0.24717428941829248,-0.24717428941829248,88,regression_forecasting,fold_001
adx_14,bear,0.23523765531788787,-0.23523765531788787,88,regression_forecasting,fold_001
close_lag_1,bear,0.3122742735084926,-0.3122742735084926,88,regression_forecasting,fold_001
close_lag_2,bear,0.32003367235460733,-0.32003367235460733,88,regression_forecasting,fold_001
close_lag_3,bear,0.315639497360111,-0.315639497360111,88,regression_forecasting,fold_001
close_lag_5,bear,0.31292039198760785,-0.31292039198760785,88,regression_forecasting,fold_001
volume_lag_1,bear,0.1729183272030365,-0.1729183272030365,88,regression_forecasting,fold_001
volume_lag_2,bear,0.1486497792995859,-0.1486497792995859,88,regression_forecasting,fold_001
volume_lag_3,bear,0.1744322237083524,-0.1744322237083524,88,regression_forecasting,fold_001
volume_lag_5,bear,0.2877025977228969,-0.2877025977228969,88,regression_forecasting,fold_001
pct_return_lag_1,bear,0.20420006466471935,0.20420006466471935,88,regression_forecasting,fold_001
pct_return_lag_2,bear,0.012745660584995749,0.012745660584995749,88,regression_forecasting,fold_001
pct_return_lag_3,bear,0.25034827105826196,0.25034827105826196,88,regression_forecasting,fold_001
pct_return_lag_5,bear,0.009746133278206968,-0.009746133278206968,88,regression_forecasting,fold_001
log_return_lag_1,bear,0.20420006466471935,0.20420006466471935,88,regression_forecasting,fold_001
log_return_lag_2,bear,0.012745660584995749,0.012745660584995749,88,regression_forecasting,fold_001
log_return_lag_3,bear,0.25034827105826196,0.25034827105826196,88,regression_forecasting,fold_001
log_return_lag_5,bear,0.009746133278206968,-0.009746133278206968,88,regression_forecasting,fold_001
rsi_14_lag_1,bear,0.034026814665081374,-0.034026814665081374,88,regression_forecasting,fold_001
rsi_14_lag_2,bear,0.1699227266504685,-0.1699227266504685,88,regression_forecasting,fold_001
rsi_14_lag_3,bear,0.12745085109930712,-0.12745085109930712,88,regression_forecasting,fold_001
rsi_14_lag_5,bear,0.17123483725737765,-0.17123483725737765,88,regression_forecasting,fold_001
volume_ratio_5,bear,0.05480923770069008,0.05480923770069008,88,regression_forecasting,fold_001
volume_ratio_20,bear,0.036166699748832604,-0.036166699748832604,88,regression_forecasting,fold_001
volume_ratio_60,bear,0.037100147563143844,0.037100147563143844,88,regression_forecasting,fold_001
close_to_close_return_1d,bear,0.1666931652732997,-0.1666931652732997,88,regression_forecasting,fold_001
close_return_2d,bear,0.004502361845356245,0.004502361845356245,88,regression_forecasting,fold_001
close_return_3d,bear,0.06012994509494039,-0.06012994509494039,88,regression_forecasting,fold_001
close_return_5d,bear,0.09715048163900002,-0.09715048163900002,88,regression_forecasting,fold_001
close_return_10d,bear,0.23933577316477603,-0.23933577316477603,88,regression_forecasting,fold_001
close_return_20d,bear,0.2408986033917476,-0.2408986033917476,88,regression_forecasting,fold_001
open_to_close_return_1d,bear,0.08544437973035526,-0.08544437973035526,88,regression_forecasting,fold_001
open_close_spread,bear,0.0812228743884414,0.0812228743884414,88,regression_forecasting,fold_001
open_close_spread_pct,bear,0.08544437973035526,0.08544437973035526,88,regression_forecasting,fold_001
overnight_return_1d,bear,0.11379595877251372,-0.11379595877251372,88,regression_forecasting,fold_001
high_low_range,bear,0.1637047511893705,-0.1637047511893705,88,regression_forecasting,fold_001
high_low_range_pct,bear,0.05078654909224023,-0.05078654909224023,88,regression_forecasting,fold_001
true_range,bear,0.09252431881026695,-0.09252431881026695,88,regression_forecasting,fold_001
atr_14,bear,0.0743566937575661,-0.0743566937575661,88,regression_forecasting,fold_001
atr_proxy_5,bear,0.10425876679052823,-0.10425876679052823,88,regression_forecasting,fold_001
atr_proxy_10,bear,0.07398747722475968,-0.07398747722475968,88,regression_forecasting,fold_001
close_mean_5,bear,0.32687836869898607,-0.32687836869898607,88,regression_forecasting,fold_001
close_std_5,bear,0.02352143438117923,-0.02352143438117923,88,regression_forecasting,fold_001
volume_ma_5,bear,0.16953525774641476,-0.16953525774641476,88,regression_forecasting,fold_001
rolling_volatility_5,bear,0.22461164557332738,0.22461164557332738,88,regression_forecasting,fold_001
close_mean_10,bear,0.34000854231527305,-0.34000854231527305,88,regression_forecasting,fold_001
close_std_10,bear,0.017665526253498175,-0.017665526253498175,88,regression_forecasting,fold_001
volume_ma_10,bear,0.19158576083165382,-0.19158576083165382,88,regression_forecasting,fold_001
volume_shock_10,bear,0.0819848976531852,0.0819848976531852,88,regression_forecasting,fold_001
rolling_volatility_10,bear,0.24834330663597967,0.24834330663597967,88,regression_forecasting,fold_001
value_ratio_10,bear,0.08288312102167336,0.08288312102167336,88,regression_forecasting,fold_001
close_std_20,bear,0.12066133916691124,0.12066133916691124,88,regression_forecasting,fold_001
volume_ma_20,bear,0.15203818367955896,-0.15203818367955896,88,regression_forecasting,fold_001
rolling_volatility_20,bear,0.1613036741145863,0.1613036741145863,88,regression_forecasting,fold_001
rolling_volatility_60,bear,0.17184548538223457,0.17184548538223457,88,regression_forecasting,fold_001
market_return_20d,bear,0.11460990469319221,-0.11460990469319221,88,regression_forecasting,fold_001
market_return_60d,bear,0.03734291975360813,0.03734291975360813,88,regression_forecasting,fold_001
relative_strength_market_20,bear,0.1622173791266729,-0.1622173791266729,88,regression_forecasting,fold_001
relative_strength_market_60,bear,0.30369636577501585,-0.30369636577501585,88,regression_forecasting,fold_001
rolling_beta_market_20,bear,0.12026506415140174,0.12026506415140174,88,regression_forecasting,fold_001
rolling_beta_market_60,bear,0.058120335608058245,0.058120335608058245,88,regression_forecasting,fold_001
