file_path,file_size_bytes,modified_time,detected_symbol,detected_frequency,location_type,row_count,first_datetime,last_datetime,columns,has_pre_2023,has_2015_2022,has_2023,has_2024,has_2025,has_2026
data/market_cache/vnstock_data/vn30/hourly_2015/HDB.csv,112304,2026-05-16T06:13:41.981290+00:00,HDB,unknown,active_cache,1439,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/HPG.csv,124834,2026-05-16T06:17:32.249655+00:00,HPG,unknown,active_cache,1592,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/LPB.csv,123229,2026-05-16T06:23:05.292905+00:00,LPB,unknown,active_cache,1590,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/MBB.csv,116928,2026-05-16T06:27:18.926481+00:00,MBB,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/MSN.csv,111101,2026-05-16T06:32:50.730497+00:00,MSN,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/MWG.csv,116494,2026-05-16T06:39:48.297532+00:00,MWG,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/PLX.csv,115296,2026-05-16T06:50:39.900192+00:00,PLX,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/SAB.csv,109540,2026-05-16T06:55:02.180210+00:00,SAB,unknown,active_cache,1421,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/SHB.csv,121215,2026-05-16T07:00:02.818324+00:00,SHB,unknown,active_cache,1620,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/SSB.csv,114971,2026-05-16T07:05:44.098360+00:00,SSB,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/SSI.csv,113189,2026-05-16T07:07:57.974483+00:00,SSI,unknown,active_cache,1446,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/STB.csv,114382,2026-05-16T07:13:51.802031+00:00,STB,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/TCB.csv,113570,2026-05-16T07:19:32.453680+00:00,TCB,unknown,active_cache,1456,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/TPB.csv,113787,2026-05-16T07:25:14.991834+00:00,TPB,unknown,active_cache,1456,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VCB.csv,112123,2026-05-16T07:30:51.893556+00:00,VCB,unknown,active_cache,1456,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VHM.csv,114391,2026-05-16T07:36:17.125678+00:00,VHM,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VIB.csv,124388,2026-05-16T07:41:42.413815+00:00,VIB,unknown,active_cache,1602,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VIC.csv,111575,2026-05-16T07:47:12.713038+00:00,VIC,unknown,active_cache,1448,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VJC.csv,115506,2026-05-16T07:52:40.373301+00:00,VJC,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VNM.csv,112743,2026-05-16T07:58:04.152528+00:00,VNM,unknown,active_cache,1456,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VPB.csv,124434,2026-05-16T08:03:28.445250+00:00,VPB,unknown,active_cache,1589,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VPL.csv,12693,2026-05-16T08:08:01.146007+00:00,unknown,unknown,active_cache,176,2025-08-27 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,True
data/market_cache/vnstock_data/vn30/hourly_2015/VRE.csv,114341,2026-05-16T08:14:40.092906+00:00,VRE,unknown,active_cache,1497,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_listing_aware/ACB.csv,30325,2026-05-13T18:06:15.960837+00:00,ACB,unknown,active_cache,237,2023-09-11 10:00:00,2026-05-13 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,True,True,True,True
data/market_cache/vnstock_data/vn30/hourly_listing_aware/BID.csv,31348,2026-05-13T18:30:03.576954+00:00,BID,unknown,active_cache,247,2023-09-11 10:00:00,2026-05-13 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,True,True,True,True
data/market_cache/vnstock_data/indices/hourly_2015/HNX30.csv,79786,2026-05-15T09:38:52.140652+00:00,HNX30,unknown,active_cache,962,2022-07-04 00:00:00,2026-05-15 00:00:00,"datetime,index_code,open,high,low,close,volume,provider,source,frequency",True,True,True,True,True,True
data/market_cache/vnstock_data/indices/hourly_2015/HNXINDEX.csv,85718,2026-05-15T03:37:03.207114+00:00,HNXINDEX,unknown,active_cache,994,2022-05-19 00:00:00,2026-05-14 00:00:00,"datetime,index_code,open,high,low,close,volume,provider,source,frequency",True,True,True,True,True,True
data/market_cache/vnstock_data/indices/hourly_2015/UPCOMINDEX.csv,83524,2026-05-15T05:37:17.438878+00:00,UPCOMINDEX,unknown,active_cache,994,2022-05-19 00:00:00,2026-05-15 00:00:00,"datetime,index_code,open,high,low,close,volume,provider,source,frequency",True,True,True,True,True,True
data/market_cache/vnstock_data/indices/hourly_2015/VN100.csv,141374,2026-05-15T11:39:15.968198+00:00,VN100,unknown,active_cache,1570,2023-09-11 10:00:00,2026-05-15 00:00:00,"datetime,index_code,open,high,low,close,volume,provider,source,frequency",False,False,True,True,True,True
data/market_cache/vnstock_data/indices/hourly_2015/VN30.csv,86105,2026-05-15T07:38:14.970232+00:00,VN30,unknown,active_cache,995,2022-05-19 00:00:00,2026-05-15 00:00:00,"datetime,index_code,open,high,low,close,volume,provider,source,frequency",True,True,True,True,True,True
data/market_cache/vnstock_data/indices/hourly_2015/VNINDEX.csv,89711,2026-05-15T15:51:39.204053+00:00,VNINDEX,unknown,active_cache,995,2022-05-19 00:00:00,2026-05-15 00:00:00,"datetime,index_code,open,high,low,close,volume,provider,source,frequency",True,True,True,True,True,True
data/raw/vnstock_fetch/vn30_hourly_listing_aware/ACB/ACB_20230901_20230930.csv,7810,2026-05-13T17:48:26.572950+00:00,ACB,unknown,raw_fetch,60,2023-09-11 10:00:00,2023-09-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_listing_aware/ACB/ACB_20240102_20240108.csv,4105,2026-05-13T17:43:32.128723+00:00,ACB,unknown,raw_fetch,31,2023-12-27 11:00:00,2024-01-08 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_listing_aware/ACB/ACB_20250801_20250831.csv,2020,2026-05-13T18:01:09.535236+00:00,ACB,unknown,raw_fetch,15,2025-08-27 09:00:00,2025-08-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_listing_aware/ACB/ACB_20260201_20260228.csv,9644,2026-05-13T18:04:53.003598+00:00,ACB,unknown,raw_fetch,75,2026-02-02 09:00:00,2026-02-27 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_listing_aware/ACB/ACB_20260501_20260514.csv,7222,2026-05-13T18:06:15.952526+00:00,ACB,unknown,raw_fetch,56,2026-04-23 14:00:00,2026-05-13 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_listing_aware/BID/BID_20230901_20230930.csv,7764,2026-05-13T18:12:02.061994+00:00,BID,unknown,raw_fetch,60,2023-09-11 10:00:00,2023-09-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_listing_aware/BID/BID_20240102_20240108.csv,4062,2026-05-13T18:07:10.609951+00:00,BID,unknown,raw_fetch,31,2023-12-27 11:00:00,2024-01-08 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_listing_aware/BID/BID_20251001_20251031.csv,3257,2026-05-13T18:25:58.224048+00:00,BID,unknown,raw_fetch,25,2025-10-27 09:00:00,2025-10-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_listing_aware/BID/BID_20260201_20260228.csv,9545,2026-05-13T18:28:36.672801+00:00,BID,unknown,raw_fetch,75,2026-02-02 09:00:00,2026-02-27 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_listing_aware/BID/BID_20260501_20260514.csv,7196,2026-05-13T18:30:03.569948+00:00,BID,unknown,raw_fetch,56,2026-04-23 14:00:00,2026-05-13 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_listing_aware/CTG/CTG_20230901_20230930.csv,7819,2026-05-13T18:35:55.377496+00:00,CTG,unknown,raw_fetch,60,2023-09-11 10:00:00,2023-09-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_listing_aware/CTG/CTG_20240102_20240108.csv,4099,2026-05-13T18:30:59.484797+00:00,CTG,unknown,raw_fetch,31,2023-12-27 11:00:00,2024-01-08 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,requested_start,actual_first_datetime,actual_last_datetime",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/ACB/ACB_20230101_20231231.csv,25078,2026-05-15T17:37:10.724784+00:00,ACB,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/ACB/ACB_20240101_20241231.csv,103112,2026-05-15T17:36:42.092069+00:00,ACB,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/ACB/ACB_20250101_20251231.csv,6709,2026-05-15T17:36:00.604156+00:00,ACB,unknown,raw_fetch,89,2025-08-27 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/ACB/ACB_20260101_20260516.csv,6593,2026-05-15T17:36:00.260934+00:00,ACB,unknown,raw_fetch,87,2026-01-05 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/BCM/BCM_20230101_20231231_year.csv,24642,2026-05-16T08:56:09.011593+00:00,BCM,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/BCM/BCM_20240101_20241231_year.csv,101469,2026-05-16T08:55:38.643452+00:00,BCM,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/BCM/BCM_20250101_20251231_year.csv,18700,2026-05-16T08:55:10.229413+00:00,BCM,unknown,raw_fetch,249,2025-01-02 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/BCM/BCM_20260101_20260516_year.csv,5953,2026-05-16T08:55:08.918638+00:00,BCM,unknown,raw_fetch,81,2026-01-13 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/BID/BID_20230101_20231231.csv,24848,2026-05-15T01:33:43.385787+00:00,BID,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/BID/BID_20240101_20241231.csv,102148,2026-05-15T01:33:15.075398+00:00,BID,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/BID/BID_20250101_20251231.csv,3610,2026-05-15T01:32:46.490303+00:00,BID,unknown,raw_fetch,48,2025-10-27 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/BID/BID_20260101_20260515.csv,6446,2026-05-15T01:32:46.167233+00:00,BID,unknown,raw_fetch,86,2026-01-05 00:00:00,2026-05-14 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/BVH/BVH_20230101_20231231_year.csv,24679,2026-05-16T09:01:45.870500+00:00,BVH,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/BVH/BVH_20240101_20241231_year.csv,101443,2026-05-16T09:01:17.825365+00:00,BVH,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/BVH/BVH_20250101_20251231_year.csv,3550,2026-05-16T09:00:49.857054+00:00,BVH,unknown,raw_fetch,48,2025-10-27 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/BVH/BVH_20260101_20260516_year.csv,6313,2026-05-16T09:00:49.582319+00:00,BVH,unknown,raw_fetch,87,2026-01-05 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/CTG/CTG_20230101_20231231.csv,25029,2026-05-15T11:40:54.288383+00:00,CTG,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/CTG/CTG_20240101_20241231.csv,103062,2026-05-15T11:40:21.896909+00:00,CTG,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/CTG/CTG_20250101_20251231.csv,2493,2026-05-15T11:39:52.158408+00:00,CTG,unknown,raw_fetch,32,2025-11-18 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/CTG/CTG_20260101_20260515.csv,6580,2026-05-15T11:39:51.813626+00:00,CTG,unknown,raw_fetch,87,2026-01-05 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/DGC/DGC_20230101_20231231.csv,24967,2026-05-15T21:42:33.913979+00:00,unknown,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/DGC/DGC_20240101_20241231.csv,105541,2026-05-15T21:42:05.055280+00:00,unknown,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/DGC/DGC_20250101_20251231.csv,2094,2026-05-15T21:41:36.221683+00:00,unknown,unknown,raw_fetch,27,2025-11-25 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/DGC/DGC_20260101_20260516.csv,6364,2026-05-15T21:41:35.907748+00:00,unknown,unknown,raw_fetch,87,2026-01-05 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/FPT/FPT_20230101_20231231_year.csv,24917,2026-05-15T22:06:08.002777+00:00,FPT,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/FPT/FPT_20240101_20241231_year.csv,104916,2026-05-15T22:05:38.250863+00:00,FPT,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/FPT/FPT_20250101_20251231_year.csv,3122,2026-05-15T22:05:10.616406+00:00,FPT,unknown,raw_fetch,41,2025-11-05 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/FPT/FPT_20260101_20260516_year.csv,6466,2026-05-15T22:05:10.371839+00:00,FPT,unknown,raw_fetch,87,2026-01-05 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/GAS/GAS_20230101_20231231_year.csv,24770,2026-05-16T02:07:29.925179+00:00,GAS,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/GAS/GAS_20240101_20241231_year.csv,101737,2026-05-16T02:07:01.517481+00:00,GAS,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/GAS/GAS_20250101_20251231_year.csv,3522,2026-05-16T02:06:32.808859+00:00,GAS,unknown,raw_fetch,48,2025-10-27 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/GAS/GAS_20260101_20260516_year.csv,6490,2026-05-16T02:06:32.516037+00:00,GAS,unknown,raw_fetch,87,2026-01-05 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/GVR/GVR_20230101_20231231_year.csv,24924,2026-05-16T06:09:32.445034+00:00,GVR,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/GVR/GVR_20240101_20241231_year.csv,102493,2026-05-16T06:09:02.310198+00:00,GVR,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/GVR/GVR_20250101_20251231_year.csv,3623,2026-05-16T06:08:33.187497+00:00,GVR,unknown,raw_fetch,48,2025-10-27 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/GVR/GVR_20260101_20260516_year.csv,6541,2026-05-16T06:08:32.606852+00:00,GVR,unknown,raw_fetch,87,2026-01-05 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
data/raw/vnstock_fetch/vn30_hourly_2015/HDB/HDB_20230101_20231231_year.csv,25136,2026-05-16T06:13:41.967737+00:00,HDB,unknown,raw_fetch,320,2023-09-11 10:00:00,2023-12-29 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,False,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/HDB/HDB_20240101_20241231_year.csv,103057,2026-05-16T06:13:06.633786+00:00,HDB,unknown,raw_fetch,1316,2023-09-12 11:00:00,2024-12-31 14:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,True,True,False,False
data/raw/vnstock_fetch/vn30_hourly_2015/HDB/HDB_20250101_20251231_year.csv,2422,2026-05-16T06:12:35.112560+00:00,HDB,unknown,raw_fetch,31,2025-11-19 00:00:00,2025-12-31 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,True,False
data/raw/vnstock_fetch/vn30_hourly_2015/HDB/HDB_20260101_20260516_year.csv,6571,2026-05-16T06:12:34.848498+00:00,HDB,unknown,raw_fetch,87,2026-01-05 00:00:00,2026-05-15 00:00:00,"datetime,ticker,open,high,low,close,volume,provider,source,frequency",False,False,False,False,False,True
