step_size,ticker,horizon,model_name,total_predictions,evaluation_eligible_predictions,evaluation_ineligible_predictions,coverage_ratio,first_prediction_date,last_prediction_date,last_eligible_prediction_date
1,MSN,short_20d,stacking_final,306,286,20,0.934640522875817,2025-01-02,2026-03-31,2026-03-03
1,MSN,short_30d,cart,306,276,30,0.9019607843137255,2025-01-02,2026-03-31,2026-02-10
1,MSN,short_30d,stacking_final,306,276,30,0.9019607843137255,2025-01-02,2026-03-31,2026-02-10
1,MSN,short_5d,cart,306,301,5,0.9836601307189542,2025-01-02,2026-03-31,2026-03-24
1,MSN,short_5d,stacking_final,306,301,5,0.9836601307189542,2025-01-02,2026-03-31,2026-03-24
1,MWG,long_3m,cart,306,243,63,0.7941176470588235,2025-01-02,2026-03-31,2025-12-23
1,MWG,long_3m,stacking_final,306,243,63,0.7941176470588235,2025-01-02,2026-03-31,2025-12-23
1,MWG,long_6m,cart,306,180,126,0.5882352941176471,2025-01-02,2026-03-31,2025-09-25
1,MWG,long_6m,stacking_final,306,180,126,0.5882352941176471,2025-01-02,2026-03-31,2025-09-25
1,MWG,short_10d,cart,306,296,10,0.9673202614379085,2025-01-02,2026-03-31,2026-03-17
1,MWG,short_10d,stacking_final,306,296,10,0.9673202614379085,2025-01-02,2026-03-31,2026-03-17
1,MWG,short_20d,cart,306,286,20,0.934640522875817,2025-01-02,2026-03-31,2026-03-03
1,MWG,short_20d,stacking_final,306,286,20,0.934640522875817,2025-01-02,2026-03-31,2026-03-03
1,MWG,short_30d,cart,306,276,30,0.9019607843137255,2025-01-02,2026-03-31,2026-02-10
1,MWG,short_30d,stacking_final,306,276,30,0.9019607843137255,2025-01-02,2026-03-31,2026-02-10
1,MWG,short_5d,cart,306,301,5,0.9836601307189542,2025-01-02,2026-03-31,2026-03-24
1,MWG,short_5d,stacking_final,306,301,5,0.9836601307189542,2025-01-02,2026-03-31,2026-03-24
1,SSI,long_3m,cart,306,243,63,0.7941176470588235,2025-01-02,2026-03-31,2025-12-23
1,SSI,long_3m,stacking_final,306,243,63,0.7941176470588235,2025-01-02,2026-03-31,2025-12-23
1,SSI,long_6m,cart,306,180,126,0.5882352941176471,2025-01-02,2026-03-31,2025-09-25
1,SSI,long_6m,stacking_final,306,180,126,0.5882352941176471,2025-01-02,2026-03-31,2025-09-25
1,SSI,short_10d,cart,306,296,10,0.9673202614379085,2025-01-02,2026-03-31,2026-03-17
1,SSI,short_10d,stacking_final,306,296,10,0.9673202614379085,2025-01-02,2026-03-31,2026-03-17
1,SSI,short_20d,cart,306,286,20,0.934640522875817,2025-01-02,2026-03-31,2026-03-03
1,SSI,short_20d,stacking_final,306,286,20,0.934640522875817,2025-01-02,2026-03-31,2026-03-03
1,SSI,short_30d,cart,306,276,30,0.9019607843137255,2025-01-02,2026-03-31,2026-02-10
1,SSI,short_30d,stacking_final,306,276,30,0.9019607843137255,2025-01-02,2026-03-31,2026-02-10
1,SSI,short_5d,cart,306,301,5,0.9836601307189542,2025-01-02,2026-03-31,2026-03-24
1,SSI,short_5d,stacking_final,306,301,5,0.9836601307189542,2025-01-02,2026-03-31,2026-03-24
