datetime,eligible_stocks,predicted_top_k_count,true_top_k_count,overlap_count,precision_at_k,hit_rate_at_k,true_tickers,pred_tickers,overlap_tickers
2025-09-30,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,SSB,STB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,SSB,STB,VHM,VJC"
2025-10-01,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-02,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-03,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-06,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-07,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-08,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-09,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-10,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-13,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM"
2025-10-14,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VJC"
2025-10-15,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM"
2025-10-16,11,10,10,10,1.0,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC"
2025-10-17,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,VHM,VJC"
2025-10-20,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VJC,VRE","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VJC"
2025-10-21,11,10,10,10,1.0,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC"
2025-10-22,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,SSB,STB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,SSB,STB,VHM,VJC"
2025-10-23,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,SSB,STB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,SSB,STB,VHM,VJC"
2025-10-24,11,10,10,9,0.9,1.0,"ACB,BCM,MBB,MSN,MWG,PLX,SSB,STB,VHM,VJC","ACB,BCM,MBB,MSN,MWG,SSB,STB,VHM,VJC,VRE","ACB,BCM,MBB,MSN,MWG,SSB,STB,VHM,VJC"
2025-10-27,19,10,10,4,0.4,1.0,"BID,BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VNM","ACB,BCM,BID,MBB,MSN,MWG,SSB,STB,VCB,VJC","BID,MBB,MWG,STB"
2025-10-28,19,10,10,4,0.4,1.0,"BID,BVH,GAS,GVR,MBB,PLX,STB,VCB,VHM,VNM","ACB,BCM,BID,MBB,MSN,MWG,SSB,VCB,VHM,VJC","BID,MBB,VCB,VHM"
2025-10-29,19,10,10,5,0.5,1.0,"BID,BVH,GAS,GVR,MBB,PLX,STB,VCB,VHM,VNM","ACB,BCM,BID,MBB,MSN,MWG,SSB,STB,VCB,VHM","BID,MBB,STB,VCB,VHM"
2025-10-30,19,10,10,4,0.4,1.0,"BID,BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VNM","ACB,BCM,MBB,MSN,MWG,SSB,STB,TPB,VHM,VJC","MBB,MWG,STB,VHM"
2025-10-31,19,10,10,4,0.4,1.0,"BID,BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VNM","ACB,BCM,MBB,MSN,MWG,SSB,STB,TPB,VHM,VJC","MBB,MWG,STB,VHM"
2025-11-03,19,10,10,4,0.4,1.0,"BID,BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VNM","ACB,BCM,BID,GVR,MBB,MSN,SSB,STB,TPB,VCB","BID,GVR,MBB,STB"
2025-11-04,19,10,10,5,0.5,1.0,"BID,BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VNM","ACB,BCM,BID,BVH,GVR,MBB,MSN,SSB,STB,TPB","BID,BVH,GVR,MBB,STB"
2025-11-05,20,10,10,4,0.4,1.0,"BID,BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VRE","ACB,BCM,BID,FPT,GVR,MBB,MSN,SSB,STB,TPB","BID,GVR,MBB,STB"
2025-11-06,21,10,10,4,0.4,1.0,"BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VIC,VRE","ACB,BCM,FPT,MBB,MSN,MWG,SSB,STB,TPB,VRE","MBB,MWG,STB,VRE"
2025-11-07,20,10,10,5,0.5,1.0,"BID,BVH,GAS,GVR,MBB,PLX,STB,VHM,VIC,VRE","ACB,FPT,GVR,MBB,MSN,SSB,STB,TPB,VHM,VRE","GVR,MBB,STB,VHM,VRE"
2025-11-10,21,10,10,5,0.5,1.0,"BID,BVH,GAS,GVR,MBB,MWG,STB,VHM,VIC,VRE","ACB,FPT,GVR,MBB,MSN,SSB,STB,TPB,VHM,VRE","GVR,MBB,STB,VHM,VRE"
2025-11-11,21,10,10,5,0.5,1.0,"BID,BVH,GAS,GVR,MBB,PLX,STB,VHM,VIC,VRE","ACB,FPT,GVR,MBB,MSN,SSB,STB,TPB,VHM,VRE","GVR,MBB,STB,VHM,VRE"
2025-11-12,21,10,10,4,0.4,1.0,"BID,BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VIC","ACB,BID,FPT,GVR,MBB,MSN,SSB,TPB,VHM,VRE","BID,GVR,MBB,VHM"
2025-11-13,21,10,10,4,0.4,1.0,"BID,BVH,GAS,GVR,MBB,PLX,STB,VHM,VIC,VRE","ACB,FPT,GVR,MBB,MSN,MWG,SSB,TPB,VHM,VRE","GVR,MBB,VHM,VRE"
2025-11-14,20,10,10,5,0.5,1.0,"BVH,GAS,GVR,MBB,MWG,PLX,STB,VHM,VIC,VRE","ACB,FPT,GVR,MBB,MSN,MWG,SSB,TPB,VHM,VRE","GVR,MBB,MWG,VHM,VRE"
