step_size,ticker,horizon,model_name,total_predictions,evaluation_eligible_predictions,evaluation_ineligible_predictions,coverage_ratio,first_prediction_date,last_prediction_date,last_eligible_prediction_date
2,FPT,long_3m,stacking_final,153,122,31,0.7973856209150327,2025-01-02,2026-03-30,2025-12-23
2,FPT,long_6m,cart,153,90,63,0.5882352941176471,2025-01-02,2026-03-30,2025-09-24
2,FPT,long_6m,stacking_final,153,90,63,0.5882352941176471,2025-01-02,2026-03-30,2025-09-24
2,FPT,short_10d,cart,153,148,5,0.9673202614379085,2025-01-02,2026-03-30,2026-03-16
2,FPT,short_10d,stacking_final,153,148,5,0.9673202614379085,2025-01-02,2026-03-30,2026-03-16
2,FPT,short_20d,cart,153,143,10,0.934640522875817,2025-01-02,2026-03-30,2026-03-02
2,FPT,short_20d,stacking_final,153,143,10,0.934640522875817,2025-01-02,2026-03-30,2026-03-02
2,FPT,short_30d,cart,153,138,15,0.9019607843137255,2025-01-02,2026-03-30,2026-02-09
2,FPT,short_30d,stacking_final,153,138,15,0.9019607843137255,2025-01-02,2026-03-30,2026-02-09
2,FPT,short_5d,cart,153,151,2,0.9869281045751634,2025-01-02,2026-03-30,2026-03-24
2,FPT,short_5d,stacking_final,153,151,2,0.9869281045751634,2025-01-02,2026-03-30,2026-03-24
2,MSN,long_3m,cart,153,122,31,0.7973856209150327,2025-01-02,2026-03-30,2025-12-23
2,MSN,long_3m,stacking_final,153,122,31,0.7973856209150327,2025-01-02,2026-03-30,2025-12-23
2,MSN,long_6m,cart,153,90,63,0.5882352941176471,2025-01-02,2026-03-30,2025-09-24
2,MSN,long_6m,stacking_final,153,90,63,0.5882352941176471,2025-01-02,2026-03-30,2025-09-24
2,MSN,short_10d,cart,153,148,5,0.9673202614379085,2025-01-02,2026-03-30,2026-03-16
2,MSN,short_10d,stacking_final,153,148,5,0.9673202614379085,2025-01-02,2026-03-30,2026-03-16
2,MSN,short_20d,cart,153,143,10,0.934640522875817,2025-01-02,2026-03-30,2026-03-02
2,MSN,short_20d,stacking_final,153,143,10,0.934640522875817,2025-01-02,2026-03-30,2026-03-02
2,MSN,short_30d,cart,153,138,15,0.9019607843137255,2025-01-02,2026-03-30,2026-02-09
2,MSN,short_30d,stacking_final,153,138,15,0.9019607843137255,2025-01-02,2026-03-30,2026-02-09
2,MSN,short_5d,cart,153,151,2,0.9869281045751634,2025-01-02,2026-03-30,2026-03-24
2,MSN,short_5d,stacking_final,153,151,2,0.9869281045751634,2025-01-02,2026-03-30,2026-03-24
2,MWG,long_3m,cart,153,122,31,0.7973856209150327,2025-01-02,2026-03-30,2025-12-23
2,MWG,long_3m,stacking_final,153,122,31,0.7973856209150327,2025-01-02,2026-03-30,2025-12-23
2,MWG,long_6m,cart,153,90,63,0.5882352941176471,2025-01-02,2026-03-30,2025-09-24
2,MWG,long_6m,stacking_final,153,90,63,0.5882352941176471,2025-01-02,2026-03-30,2025-09-24
2,MWG,short_10d,cart,153,148,5,0.9673202614379085,2025-01-02,2026-03-30,2026-03-16
2,MWG,short_10d,stacking_final,153,148,5,0.9673202614379085,2025-01-02,2026-03-30,2026-03-16
2,MWG,short_20d,cart,153,143,10,0.934640522875817,2025-01-02,2026-03-30,2026-03-02
2,MWG,short_20d,stacking_final,153,143,10,0.934640522875817,2025-01-02,2026-03-30,2026-03-02
2,MWG,short_30d,cart,153,138,15,0.9019607843137255,2025-01-02,2026-03-30,2026-02-09
2,MWG,short_30d,stacking_final,153,138,15,0.9019607843137255,2025-01-02,2026-03-30,2026-02-09
2,MWG,short_5d,cart,153,151,2,0.9869281045751634,2025-01-02,2026-03-30,2026-03-24
2,MWG,short_5d,stacking_final,153,151,2,0.9869281045751634,2025-01-02,2026-03-30,2026-03-24
2,SSI,long_3m,cart,153,122,31,0.7973856209150327,2025-01-02,2026-03-30,2025-12-23
2,SSI,long_3m,stacking_final,153,122,31,0.7973856209150327,2025-01-02,2026-03-30,2025-12-23
2,SSI,long_6m,cart,153,90,63,0.5882352941176471,2025-01-02,2026-03-30,2025-09-24
2,SSI,long_6m,stacking_final,153,90,63,0.5882352941176471,2025-01-02,2026-03-30,2025-09-24
2,SSI,short_10d,cart,153,148,5,0.9673202614379085,2025-01-02,2026-03-30,2026-03-16
2,SSI,short_10d,stacking_final,153,148,5,0.9673202614379085,2025-01-02,2026-03-30,2026-03-16
2,SSI,short_20d,cart,153,143,10,0.934640522875817,2025-01-02,2026-03-30,2026-03-02
2,SSI,short_20d,stacking_final,153,143,10,0.934640522875817,2025-01-02,2026-03-30,2026-03-02
2,SSI,short_30d,cart,153,138,15,0.9019607843137255,2025-01-02,2026-03-30,2026-02-09
2,SSI,short_30d,stacking_final,153,138,15,0.9019607843137255,2025-01-02,2026-03-30,2026-02-09
2,SSI,short_5d,cart,153,151,2,0.9869281045751634,2025-01-02,2026-03-30,2026-03-24
2,SSI,short_5d,stacking_final,153,151,2,0.9869281045751634,2025-01-02,2026-03-30,2026-03-24
