horizon,ticker,model_name,strategy_type,threshold,prediction_date,entry_date,exit_date,target_date,trade_id,predicted_return,actual_forward_return,entry_price,exit_price,gross_trade_return,net_trade_return,holding_sessions,round_trip_cost_bps,entry_index,exit_index
3d,ACB,lightgbm,model,0.0,2026-03-04,2026-03-05,2026-03-09,2026-03-09,3d_ACB_lightgbm_0.0000_38,0.0009458104262067,-0.0646551724137931,23.5,21.7,-0.07659574468085106,-0.08303702996957474,3,70.0,38,40
3d,ACB,lightgbm,model,0.0,2026-03-09,2026-03-10,2026-03-12,2026-03-12,3d_ACB_lightgbm_0.0000_41,0.0031719786837008,0.0668202764976957,22.55,23.15,0.026607538802660757,0.019446350191182127,3,70.0,41,43
3d,ACB,lightgbm,model,0.0,2026-03-20,2026-03-23,2026-03-25,2026-03-25,3d_ACB_lightgbm_0.0000_50,0.0043971539298428,0.0347826086956521,22.95,23.8,0.0370370370370372,0.02980309656941471,3,70.0,50,52
3d,ACB,momentum_continuation,benchmark,0.0,2026-01-07,2026-01-08,2026-01-12,2026-01-12,3d_ACB_momentum_continuation_0.0000_7,0.0270833333333333,0.0344827586206897,24.75,25.5,0.030303030303030276,0.02311606347480799,3,70.0,3,5
3d,ACB,momentum_continuation,benchmark,0.0,2026-01-12,2026-01-13,2026-01-15,2026-01-15,3d_ACB_momentum_continuation_0.0000_16,0.0344827586206897,-0.0235294117647059,25.7,24.9,-0.0311284046692607,-0.03788685127346114,3,70.0,6,8
3d,ACB,momentum_continuation,benchmark,0.0,2026-01-19,2026-01-20,2026-01-22,2026-01-22,3d_ACB_momentum_continuation_0.0000_31,0.0182555780933064,-0.0099601593625497,25.1,24.85,-0.009960159362549792,-0.016866266870733337,3,70.0,11,13
3d,ACB,momentum_continuation,benchmark,0.0,2026-02-11,2026-02-12,2026-02-23,2026-02-23,3d_ACB_momentum_continuation_0.0000_82,0.0282608695652173,0.0169133192389008,23.65,24.05,0.016913319238900826,0.009819753484369143,3,70.0,28,30
3d,ACB,momentum_continuation,benchmark,0.0,2026-02-23,2026-02-24,2026-02-26,2026-02-26,3d_ACB_momentum_continuation_0.0000_91,0.0169133192389008,0.0166320166320166,24.1,24.45,0.014522821576763434,0.007445930942944656,3,70.0,31,33
3d,ACB,momentum_continuation,benchmark,0.0,2026-02-26,2026-02-27,2026-03-03,2026-03-03,3d_ACB_momentum_continuation_0.0000_100,0.0166320166320166,-0.0388548057259713,24.45,23.5,-0.03885480572597133,-0.045559356159372566,3,70.0,34,36
3d,ACB,momentum_continuation,benchmark,0.0,2026-03-12,2026-03-13,2026-03-17,2026-03-17,3d_ACB_momentum_continuation_0.0000_130,0.0668202764976957,0.0259179265658748,22.95,23.75,0.034858387799564294,0.027639644685865328,3,70.0,44,46
3d,ACB,momentum_continuation,benchmark,0.0,2026-03-17,2026-03-18,2026-03-20,2026-03-20,3d_ACB_momentum_continuation_0.0000_139,0.0259179265658748,-0.031578947368421,23.75,23.0,-0.03157894736842104,-0.03833425117352429,3,70.0,47,49
3d,ACB,momentum_continuation,benchmark,0.0,2026-03-25,2026-03-26,2026-03-30,2026-03-30,3d_ACB_momentum_continuation_0.0000_157,0.0347826086956521,-0.0021008403361344,23.7,23.75,0.0021097046413502962,-0.004880597234573569,3,70.0,53,55
3d,ACB,momentum_continuation,benchmark,0.005,2026-01-07,2026-01-08,2026-01-12,2026-01-12,3d_ACB_momentum_continuation_0.0050_7,0.0270833333333333,0.0344827586206897,24.75,25.5,0.030303030303030276,0.02311606347480799,3,70.0,3,5
3d,ACB,momentum_continuation,benchmark,0.005,2026-01-12,2026-01-13,2026-01-15,2026-01-15,3d_ACB_momentum_continuation_0.0050_16,0.0344827586206897,-0.0235294117647059,25.7,24.9,-0.0311284046692607,-0.03788685127346114,3,70.0,6,8
3d,ACB,momentum_continuation,benchmark,0.005,2026-01-19,2026-01-20,2026-01-22,2026-01-22,3d_ACB_momentum_continuation_0.0050_31,0.0182555780933064,-0.0099601593625497,25.1,24.85,-0.009960159362549792,-0.016866266870733337,3,70.0,11,13
3d,ACB,momentum_continuation,benchmark,0.005,2026-02-11,2026-02-12,2026-02-23,2026-02-23,3d_ACB_momentum_continuation_0.0050_82,0.0282608695652173,0.0169133192389008,23.65,24.05,0.016913319238900826,0.009819753484369143,3,70.0,28,30
3d,ACB,momentum_continuation,benchmark,0.005,2026-02-23,2026-02-24,2026-02-26,2026-02-26,3d_ACB_momentum_continuation_0.0050_91,0.0169133192389008,0.0166320166320166,24.1,24.45,0.014522821576763434,0.007445930942944656,3,70.0,31,33
3d,ACB,momentum_continuation,benchmark,0.005,2026-02-26,2026-02-27,2026-03-03,2026-03-03,3d_ACB_momentum_continuation_0.0050_100,0.0166320166320166,-0.0388548057259713,24.45,23.5,-0.03885480572597133,-0.045559356159372566,3,70.0,34,36
3d,ACB,momentum_continuation,benchmark,0.005,2026-03-12,2026-03-13,2026-03-17,2026-03-17,3d_ACB_momentum_continuation_0.0050_130,0.0668202764976957,0.0259179265658748,22.95,23.75,0.034858387799564294,0.027639644685865328,3,70.0,44,46
3d,ACB,momentum_continuation,benchmark,0.005,2026-03-17,2026-03-18,2026-03-20,2026-03-20,3d_ACB_momentum_continuation_0.0050_139,0.0259179265658748,-0.031578947368421,23.75,23.0,-0.03157894736842104,-0.03833425117352429,3,70.0,47,49
3d,ACB,momentum_continuation,benchmark,0.005,2026-03-25,2026-03-26,2026-03-30,2026-03-30,3d_ACB_momentum_continuation_0.0050_157,0.0347826086956521,-0.0021008403361344,23.7,23.75,0.0021097046413502962,-0.004880597234573569,3,70.0,53,55
3d,ACB,momentum_continuation,benchmark,0.01,2026-01-07,2026-01-08,2026-01-12,2026-01-12,3d_ACB_momentum_continuation_0.0100_7,0.0270833333333333,0.0344827586206897,24.75,25.5,0.030303030303030276,0.02311606347480799,3,70.0,3,5
3d,ACB,momentum_continuation,benchmark,0.01,2026-01-12,2026-01-13,2026-01-15,2026-01-15,3d_ACB_momentum_continuation_0.0100_16,0.0344827586206897,-0.0235294117647059,25.7,24.9,-0.0311284046692607,-0.03788685127346114,3,70.0,6,8
3d,ACB,momentum_continuation,benchmark,0.01,2026-01-19,2026-01-20,2026-01-22,2026-01-22,3d_ACB_momentum_continuation_0.0100_31,0.0182555780933064,-0.0099601593625497,25.1,24.85,-0.009960159362549792,-0.016866266870733337,3,70.0,11,13
3d,ACB,momentum_continuation,benchmark,0.01,2026-02-11,2026-02-12,2026-02-23,2026-02-23,3d_ACB_momentum_continuation_0.0100_82,0.0282608695652173,0.0169133192389008,23.65,24.05,0.016913319238900826,0.009819753484369143,3,70.0,28,30
3d,ACB,momentum_continuation,benchmark,0.01,2026-02-23,2026-02-24,2026-02-26,2026-02-26,3d_ACB_momentum_continuation_0.0100_91,0.0169133192389008,0.0166320166320166,24.1,24.45,0.014522821576763434,0.007445930942944656,3,70.0,31,33
3d,ACB,momentum_continuation,benchmark,0.01,2026-02-26,2026-02-27,2026-03-03,2026-03-03,3d_ACB_momentum_continuation_0.0100_100,0.0166320166320166,-0.0388548057259713,24.45,23.5,-0.03885480572597133,-0.045559356159372566,3,70.0,34,36
3d,ACB,momentum_continuation,benchmark,0.01,2026-03-12,2026-03-13,2026-03-17,2026-03-17,3d_ACB_momentum_continuation_0.0100_130,0.0668202764976957,0.0259179265658748,22.95,23.75,0.034858387799564294,0.027639644685865328,3,70.0,44,46
3d,ACB,momentum_continuation,benchmark,0.01,2026-03-17,2026-03-18,2026-03-20,2026-03-20,3d_ACB_momentum_continuation_0.0100_139,0.0259179265658748,-0.031578947368421,23.75,23.0,-0.03157894736842104,-0.03833425117352429,3,70.0,47,49
3d,ACB,momentum_continuation,benchmark,0.01,2026-03-25,2026-03-26,2026-03-30,2026-03-30,3d_ACB_momentum_continuation_0.0100_157,0.0347826086956521,-0.0021008403361344,23.7,23.75,0.0021097046413502962,-0.004880597234573569,3,70.0,53,55
3d,ACB,momentum_continuation,benchmark,0.02,2026-01-07,2026-01-08,2026-01-12,2026-01-12,3d_ACB_momentum_continuation_0.0200_7,0.0270833333333333,0.0344827586206897,24.75,25.5,0.030303030303030276,0.02311606347480799,3,70.0,3,5
3d,ACB,momentum_continuation,benchmark,0.02,2026-01-12,2026-01-13,2026-01-15,2026-01-15,3d_ACB_momentum_continuation_0.0200_16,0.0344827586206897,-0.0235294117647059,25.7,24.9,-0.0311284046692607,-0.03788685127346114,3,70.0,6,8
3d,ACB,momentum_continuation,benchmark,0.02,2026-02-11,2026-02-12,2026-02-23,2026-02-23,3d_ACB_momentum_continuation_0.0200_82,0.0282608695652173,0.0169133192389008,23.65,24.05,0.016913319238900826,0.009819753484369143,3,70.0,28,30
3d,ACB,momentum_continuation,benchmark,0.02,2026-02-25,2026-02-26,2026-03-02,2026-03-02,3d_ACB_momentum_continuation_0.0200_97,0.0251572327044025,-0.0204498977505112,24.5,23.95,-0.022448979591836782,-0.029267970267329524,3,70.0,33,35
3d,ACB,momentum_continuation,benchmark,0.02,2026-03-12,2026-03-13,2026-03-17,2026-03-17,3d_ACB_momentum_continuation_0.0200_130,0.0668202764976957,0.0259179265658748,22.95,23.75,0.034858387799564294,0.027639644685865328,3,70.0,44,46
3d,ACB,momentum_continuation,benchmark,0.02,2026-03-17,2026-03-18,2026-03-20,2026-03-20,3d_ACB_momentum_continuation_0.0200_139,0.0259179265658748,-0.031578947368421,23.75,23.0,-0.03157894736842104,-0.03833425117352429,3,70.0,47,49
3d,ACB,momentum_continuation,benchmark,0.02,2026-03-25,2026-03-26,2026-03-30,2026-03-30,3d_ACB_momentum_continuation_0.0200_157,0.0347826086956521,-0.0021008403361344,23.7,23.75,0.0021097046413502962,-0.004880597234573569,3,70.0,53,55
3d,ACB,xgboost,model,0.0,2026-02-03,2026-02-04,2026-02-06,2026-02-06,3d_ACB_xgboost_0.0000_22,0.0027001060079783,-0.0295358649789029,23.7,23.0,-0.029535864978902926,-0.03630542047979746,3,70.0,22,24
3d,ACB,xgboost,model,0.0,2026-02-06,2026-02-09,2026-02-11,2026-02-11,3d_ACB_xgboost_0.0000_25,0.0141393495723605,0.0282608695652173,23.2,23.65,0.0193965517241379,0.012285663969211269,3,70.0,25,27
3d,ACB,xgboost,model,0.0,2026-03-04,2026-03-05,2026-03-09,2026-03-09,3d_ACB_xgboost_0.0000_38,0.0033254837617278,-0.0646551724137931,23.5,21.7,-0.07659574468085106,-0.08303702996957474,3,70.0,38,40
3d,ACB,xgboost,model,0.0,2026-03-09,2026-03-10,2026-03-12,2026-03-12,3d_ACB_xgboost_0.0000_41,0.0007906898972578,0.0668202764976957,22.55,23.15,0.026607538802660757,0.019446350191182127,3,70.0,41,43
3d,ACB,xgboost,model,0.0,2026-03-20,2026-03-23,2026-03-25,2026-03-25,3d_ACB_xgboost_0.0000_50,0.0156180234625935,0.0347826086956521,22.95,23.8,0.0370370370370372,0.02980309656941471,3,70.0,50,52
3d,ACB,xgboost,model,0.005,2026-02-05,2026-02-06,2026-02-10,2026-02-10,3d_ACB_xgboost_0.0050_24,0.0059908223338425,-0.0191897654584221,23.4,23.0,-0.017094017094017033,-0.023950361767999917,3,70.0,24,26
3d,ACB,xgboost,model,0.005,2026-03-20,2026-03-23,2026-03-25,2026-03-25,3d_ACB_xgboost_0.0050_50,0.0156180234625935,0.0347826086956521,22.95,23.8,0.0370370370370372,0.02980309656941471,3,70.0,50,52
3d,ACB,xgboost,model,0.01,2026-02-06,2026-02-09,2026-02-11,2026-02-11,3d_ACB_xgboost_0.0100_25,0.0141393495723605,0.0282608695652173,23.2,23.65,0.0193965517241379,0.012285663969211269,3,70.0,25,27
3d,ACB,xgboost,model,0.01,2026-03-20,2026-03-23,2026-03-25,2026-03-25,3d_ACB_xgboost_0.0100_50,0.0156180234625935,0.0347826086956521,22.95,23.8,0.0370370370370372,0.02980309656941471,3,70.0,50,52
3d,DGC,buy_and_hold,benchmark,,2026-01-05,2026-01-05,2026-04-10,2026-04-10,3d_DGC_buy_and_hold,,,68.6,54.0,-0.2128279883381924,-0.21831897397011324,65,70.0,0,64
3d,DGC,cart,model,0.0,2026-01-22,2026-01-23,2026-01-27,2026-01-27,3d_DGC_cart_0.0000_14,0.005001790465208,-0.0853658536585365,76.0,67.5,-0.11184210526315785,-0.11803752655180555,3,70.0,14,16
3d,DGC,cart,model,0.0,2026-02-25,2026-02-26,2026-03-02,2026-03-02,3d_DGC_cart_0.0000_33,0.005001790465208,-0.0092105263157895,76.0,75.3,-0.009210526315789558,-0.0161218629533475,3,70.0,33,35
3d,DGC,cart,model,0.0,2026-03-02,2026-03-03,2026-03-05,2026-03-05,3d_DGC_cart_0.0000_36,0.005001790465208,-0.0571049136786188,76.9,71.0,-0.07672301690507155,-0.08316341439551955,3,70.0,36,38
3d,DGC,cart,model,0.0,2026-03-10,2026-03-11,2026-03-13,2026-03-13,3d_DGC_cart_0.0000_42,0.005001790465208,0.0197628458498024,77.4,77.4,0.0,-0.006975585450921695,3,70.0,42,44
3d,DGC,cart,model,0.0,2026-03-13,2026-03-16,2026-03-18,2026-03-18,3d_DGC_cart_0.0000_45,0.005001790465208,-0.1731266149870801,76.5,64.0,-0.1633986928104575,-0.169234476717111,3,70.0,45,47
3d,DGC,cart,model,0.0,2026-03-31,2026-04-01,2026-04-03,2026-04-03,3d_DGC_cart_0.0000_57,0.0215560692171075,0.1254980079681273,50.6,56.5,0.11660079051383399,0.10881184628503804,3,70.0,57,59
3d,DGC,cart,model,0.0,2026-04-03,2026-04-06,2026-04-08,2026-04-08,3d_DGC_cart_0.0000_60,0.0215560692171075,-0.0141592920353982,56.3,55.7,-0.010657193605683735,-0.017558438891941974,3,70.0,60,62
3d,DGC,cart,model,0.005,2026-01-22,2026-01-23,2026-01-27,2026-01-27,3d_DGC_cart_0.0050_14,0.005001790465208,-0.0853658536585365,76.0,67.5,-0.11184210526315785,-0.11803752655180555,3,70.0,14,16
3d,DGC,cart,model,0.005,2026-02-25,2026-02-26,2026-03-02,2026-03-02,3d_DGC_cart_0.0050_33,0.005001790465208,-0.0092105263157895,76.0,75.3,-0.009210526315789558,-0.0161218629533475,3,70.0,33,35
3d,DGC,cart,model,0.005,2026-03-02,2026-03-03,2026-03-05,2026-03-05,3d_DGC_cart_0.0050_36,0.005001790465208,-0.0571049136786188,76.9,71.0,-0.07672301690507155,-0.08316341439551955,3,70.0,36,38
3d,DGC,cart,model,0.005,2026-03-10,2026-03-11,2026-03-13,2026-03-13,3d_DGC_cart_0.0050_42,0.005001790465208,0.0197628458498024,77.4,77.4,0.0,-0.006975585450921695,3,70.0,42,44
3d,DGC,cart,model,0.005,2026-03-13,2026-03-16,2026-03-18,2026-03-18,3d_DGC_cart_0.0050_45,0.005001790465208,-0.1731266149870801,76.5,64.0,-0.1633986928104575,-0.169234476717111,3,70.0,45,47
3d,DGC,cart,model,0.005,2026-03-31,2026-04-01,2026-04-03,2026-04-03,3d_DGC_cart_0.0050_57,0.0215560692171075,0.1254980079681273,50.6,56.5,0.11660079051383399,0.10881184628503804,3,70.0,57,59
3d,DGC,cart,model,0.005,2026-04-03,2026-04-06,2026-04-08,2026-04-08,3d_DGC_cart_0.0050_60,0.0215560692171075,-0.0141592920353982,56.3,55.7,-0.010657193605683735,-0.017558438891941974,3,70.0,60,62
3d,DGC,cart,model,0.01,2026-03-31,2026-04-01,2026-04-03,2026-04-03,3d_DGC_cart_0.0100_57,0.0215560692171075,0.1254980079681273,50.6,56.5,0.11660079051383399,0.10881184628503804,3,70.0,57,59
3d,DGC,cart,model,0.01,2026-04-03,2026-04-06,2026-04-08,2026-04-08,3d_DGC_cart_0.0100_60,0.0215560692171075,-0.0141592920353982,56.3,55.7,-0.010657193605683735,-0.017558438891941974,3,70.0,60,62
3d,DGC,cart,model,0.02,2026-03-31,2026-04-01,2026-04-03,2026-04-03,3d_DGC_cart_0.0200_57,0.0215560692171075,0.1254980079681273,50.6,56.5,0.11660079051383399,0.10881184628503804,3,70.0,57,59
3d,DGC,cart,model,0.02,2026-04-03,2026-04-06,2026-04-08,2026-04-08,3d_DGC_cart_0.0200_60,0.0215560692171075,-0.0141592920353982,56.3,55.7,-0.010657193605683735,-0.017558438891941974,3,70.0,60,62
3d,DGC,lightgbm,model,0.0,2026-01-05,2026-01-06,2026-01-08,2026-01-08,3d_DGC_lightgbm_0.0000_1,0.038856184914034,-0.0412213740458016,65.2,62.8,-0.036809815950920366,-0.043528631385243655,3,70.0,1,3
3d,DGC,lightgbm,model,0.0,2026-01-08,2026-01-09,2026-01-13,2026-01-13,3d_DGC_lightgbm_0.0000_4,0.005569538764005,0.0047770700636944,62.9,63.1,0.0031796502384737746,-0.003818115134390454,3,70.0,4,6
3d,DGC,lightgbm,model,0.0,2026-02-25,2026-02-26,2026-03-02,2026-03-02,3d_DGC_lightgbm_0.0000_33,0.0018565969427302,-0.0092105263157895,76.0,75.3,-0.009210526315789558,-0.0161218629533475,3,70.0,33,35
3d,DGC,lightgbm,model,0.0,2026-03-02,2026-03-03,2026-03-05,2026-03-05,3d_DGC_lightgbm_0.0000_36,0.008015988229071,-0.0571049136786188,76.9,71.0,-0.07672301690507155,-0.08316341439551955,3,70.0,36,38
3d,DGC,lightgbm,model,0.0,2026-03-09,2026-03-10,2026-03-12,2026-03-12,3d_DGC_lightgbm_0.0000_41,0.0060069196177438,0.1394366197183099,74.8,80.9,0.08155080213903765,0.07400635209920359,3,70.0,41,43
3d,DGC,lightgbm,model,0.0,2026-03-12,2026-03-13,2026-03-17,2026-03-17,3d_DGC_lightgbm_0.0000_44,0.0024793071262135,-0.1495673671199012,80.4,68.8,-0.14427860696517425,-0.15024776466447043,3,70.0,44,46
3d,DGC,lightgbm,model,0.0,2026-03-18,2026-03-19,2026-03-23,2026-03-23,3d_DGC_lightgbm_0.0000_48,0.0122616962463377,-0.1921874999999999,59.6,51.7,-0.1325503355704698,-0.1386013048290713,3,70.0,48,50
3d,DGC,lightgbm,model,0.0,2026-03-23,2026-03-24,2026-03-26,2026-03-26,3d_DGC_lightgbm_0.0000_51,0.0353679103277515,0.0116054158607348,53.0,52.3,-0.013207547169811429,-0.020091002246853118,3,70.0,51,53
3d,DGC,lightgbm,model,0.0,2026-03-26,2026-03-27,2026-03-31,2026-03-31,3d_DGC_lightgbm_0.0000_54,0.022415695751737,-0.0401529636711279,52.7,50.2,-0.04743833017077803,-0.05408300549594447,3,70.0,54,56
3d,DGC,lightgbm,model,0.0,2026-03-31,2026-04-01,2026-04-03,2026-04-03,3d_DGC_lightgbm_0.0000_57,0.0130621179763619,0.1254980079681273,50.6,56.5,0.11660079051383399,0.10881184628503804,3,70.0,57,59
3d,DGC,lightgbm,model,0.0,2026-04-03,2026-04-06,2026-04-08,2026-04-08,3d_DGC_lightgbm_0.0000_60,0.029001407856162,-0.0141592920353982,56.3,55.7,-0.010657193605683735,-0.017558438891941974,3,70.0,60,62
3d,DGC,lightgbm,model,0.005,2026-01-05,2026-01-06,2026-01-08,2026-01-08,3d_DGC_lightgbm_0.0050_1,0.038856184914034,-0.0412213740458016,65.2,62.8,-0.036809815950920366,-0.043528631385243655,3,70.0,1,3
3d,DGC,lightgbm,model,0.005,2026-01-08,2026-01-09,2026-01-13,2026-01-13,3d_DGC_lightgbm_0.0050_4,0.005569538764005,0.0047770700636944,62.9,63.1,0.0031796502384737746,-0.003818115134390454,3,70.0,4,6
3d,DGC,lightgbm,model,0.005,2026-03-02,2026-03-03,2026-03-05,2026-03-05,3d_DGC_lightgbm_0.0050_36,0.008015988229071,-0.0571049136786188,76.9,71.0,-0.07672301690507155,-0.08316341439551955,3,70.0,36,38
3d,DGC,lightgbm,model,0.005,2026-03-09,2026-03-10,2026-03-12,2026-03-12,3d_DGC_lightgbm_0.0050_41,0.0060069196177438,0.1394366197183099,74.8,80.9,0.08155080213903765,0.07400635209920359,3,70.0,41,43
3d,DGC,lightgbm,model,0.005,2026-03-18,2026-03-19,2026-03-23,2026-03-23,3d_DGC_lightgbm_0.0050_48,0.0122616962463377,-0.1921874999999999,59.6,51.7,-0.1325503355704698,-0.1386013048290713,3,70.0,48,50
3d,DGC,lightgbm,model,0.005,2026-03-23,2026-03-24,2026-03-26,2026-03-26,3d_DGC_lightgbm_0.0050_51,0.0353679103277515,0.0116054158607348,53.0,52.3,-0.013207547169811429,-0.020091002246853118,3,70.0,51,53
3d,DGC,lightgbm,model,0.005,2026-03-26,2026-03-27,2026-03-31,2026-03-31,3d_DGC_lightgbm_0.0050_54,0.022415695751737,-0.0401529636711279,52.7,50.2,-0.04743833017077803,-0.05408300549594447,3,70.0,54,56
3d,DGC,lightgbm,model,0.005,2026-03-31,2026-04-01,2026-04-03,2026-04-03,3d_DGC_lightgbm_0.0050_57,0.0130621179763619,0.1254980079681273,50.6,56.5,0.11660079051383399,0.10881184628503804,3,70.0,57,59
3d,DGC,lightgbm,model,0.005,2026-04-03,2026-04-06,2026-04-08,2026-04-08,3d_DGC_lightgbm_0.0050_60,0.029001407856162,-0.0141592920353982,56.3,55.7,-0.010657193605683735,-0.017558438891941974,3,70.0,60,62
3d,DGC,lightgbm,model,0.01,2026-01-05,2026-01-06,2026-01-08,2026-01-08,3d_DGC_lightgbm_0.0100_1,0.038856184914034,-0.0412213740458016,65.2,62.8,-0.036809815950920366,-0.043528631385243655,3,70.0,1,3
3d,DGC,lightgbm,model,0.01,2026-03-18,2026-03-19,2026-03-23,2026-03-23,3d_DGC_lightgbm_0.0100_48,0.0122616962463377,-0.1921874999999999,59.6,51.7,-0.1325503355704698,-0.1386013048290713,3,70.0,48,50
3d,DGC,lightgbm,model,0.01,2026-03-23,2026-03-24,2026-03-26,2026-03-26,3d_DGC_lightgbm_0.0100_51,0.0353679103277515,0.0116054158607348,53.0,52.3,-0.013207547169811429,-0.020091002246853118,3,70.0,51,53
3d,DGC,lightgbm,model,0.01,2026-03-26,2026-03-27,2026-03-31,2026-03-31,3d_DGC_lightgbm_0.0100_54,0.022415695751737,-0.0401529636711279,52.7,50.2,-0.04743833017077803,-0.05408300549594447,3,70.0,54,56
3d,DGC,lightgbm,model,0.01,2026-03-31,2026-04-01,2026-04-03,2026-04-03,3d_DGC_lightgbm_0.0100_57,0.0130621179763619,0.1254980079681273,50.6,56.5,0.11660079051383399,0.10881184628503804,3,70.0,57,59
3d,DGC,lightgbm,model,0.01,2026-04-03,2026-04-06,2026-04-08,2026-04-08,3d_DGC_lightgbm_0.0100_60,0.029001407856162,-0.0141592920353982,56.3,55.7,-0.010657193605683735,-0.017558438891941974,3,70.0,60,62
3d,DGC,lightgbm,model,0.02,2026-01-05,2026-01-06,2026-01-08,2026-01-08,3d_DGC_lightgbm_0.0200_1,0.038856184914034,-0.0412213740458016,65.2,62.8,-0.036809815950920366,-0.043528631385243655,3,70.0,1,3
3d,DGC,lightgbm,model,0.02,2026-03-23,2026-03-24,2026-03-26,2026-03-26,3d_DGC_lightgbm_0.0200_51,0.0353679103277515,0.0116054158607348,53.0,52.3,-0.013207547169811429,-0.020091002246853118,3,70.0,51,53
3d,DGC,lightgbm,model,0.02,2026-03-26,2026-03-27,2026-03-31,2026-03-31,3d_DGC_lightgbm_0.0200_54,0.022415695751737,-0.0401529636711279,52.7,50.2,-0.04743833017077803,-0.05408300549594447,3,70.0,54,56
3d,DGC,lightgbm,model,0.02,2026-04-01,2026-04-02,2026-04-06,2026-04-06,3d_DGC_lightgbm_0.0200_58,0.0296024786817058,0.0495049504950495,50.4,53.0,0.051587301587301626,0.04425186450597507,3,70.0,58,60
3d,DGC,momentum_continuation,benchmark,0.0,2026-01-05,2026-01-06,2026-01-08,2026-01-08,3d_DGC_momentum_continuation_0.0000_1,0.0737704918032786,-0.0412213740458016,65.2,62.8,-0.036809815950920366,-0.043528631385243655,3,70.0,1,3
3d,DGC,momentum_continuation,benchmark,0.0,2026-01-13,2026-01-14,2026-01-16,2026-01-16,3d_DGC_momentum_continuation_0.0000_19,0.0047770700636944,0.045958795562599,63.1,66.0,0.045958795562599075,0.03866262060600878,3,70.0,7,9
3d,DGC,momentum_continuation,benchmark,0.0,2026-01-16,2026-01-19,2026-01-21,2026-01-21,3d_DGC_momentum_continuation_0.0000_28,0.045958795562599,0.0454545454545454,66.0,69.0,0.045454545454545414,0.03816188793767261,3,70.0,10,12
3d,DGC,momentum_continuation,benchmark,0.0,2026-01-21,2026-01-22,2026-01-26,2026-01-26,3d_DGC_momentum_continuation_0.0000_37,0.0454545454545454,-0.0028985507246377,71.4,68.8,-0.036414565826330625,-0.04313613836167263,3,70.0,13,15
3d,DGC,momentum_continuation,benchmark,0.0,2026-01-30,2026-02-02,2026-02-04,2026-02-04,3d_DGC_momentum_continuation_0.0000_58,0.0162962962962962,0.0014577259475219,69.0,68.7,-0.004347826086956497,-0.01129308290548281,3,70.0,20,22
