horizon,ticker,model_name,strategy_type,threshold,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,profit_factor,number_of_trades,average_trade_return,exposure_ratio,turnover,candidate_signals,buy_signals,skipped_overlap_signals,positive_net_return_after_costs,beats_buy_and_hold,beats_naive_flat_strategy
3d,ACB,lightgbm,model,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,62,0,0,False,False,False
3d,ACB,xgboost,model,0.0,-0.060897775778152696,-0.21619163742024716,-1.1935855647882017,-0.7002496282280611,-0.10907503805371066,0.6,0.515617959059025,5,-0.011561467943912818,0.23076923076923078,6.0,62,8,3,False,False,False
3d,ACB,xgboost,model,0.005,0.005138939856770497,0.020071024746402877,0.25466618732138757,0.15329106026835812,-0.04642609862344538,0.5,1.244369369369386,2,0.002926367400707397,0.09230769230769231,4.0,62,3,1,True,False,True
3d,ACB,xgboost,model,0.01,0.04245491136831969,0.17491563929677123,1.6153159086785738,2.383683900550958,-0.02302724777005971,1.0,10.0,2,0.02104438026931299,0.09230769230769231,4.0,62,2,0,True,False,True
3d,ACB,xgboost,model,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,62,0,0,False,False,False
3d,DGC,buy_and_hold,benchmark,,-0.21831897397011335,-0.6151567508383482,-1.2816183341328078,-2.1868209439347623,-0.39307787391841786,0.0,0.0,1,-0.21831897397011324,1.0,2.0,1,1,0,False,False,False
3d,DGC,momentum_continuation,benchmark,0.0,-0.20359607975700778,-0.5862845355896633,-1.7917443527658743,-2.6435623924026737,-0.26851277644989147,0.26666666666666666,0.5474127497837542,15,-0.013394529306713528,0.6923076923076923,16.0,186,96,81,False,False,False
3d,DGC,momentum_continuation,benchmark,0.005,-0.2519044963450001,-0.6754054998061461,-2.249440962289554,-3.303696921382299,-0.3197770168208014,0.38461538461538464,0.44431129870350766,13,-0.019553849551566863,0.6,16.0,186,75,62,False,False,False
3d,DGC,momentum_continuation,benchmark,0.01,-0.257728119882942,-0.6850926917525739,-2.3646377777906995,-3.33844872212761,-0.32507228000115374,0.3333333333333333,0.42716042577588137,12,-0.02183714321984086,0.5538461538461539,14.0,186,66,54,False,False,False
3d,DGC,momentum_continuation,benchmark,0.02,-0.13474988046728908,-0.4294376871758183,-1.6247984877442263,-1.6318648771913584,-0.15093498211945355,0.25,0.32879673653719615,8,-0.017285634297280847,0.36923076923076925,12.0,186,51,43,False,False,False
3d,DGC,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,False,False
3d,DGC,cart,model,0.0,-0.28503245667510835,-0.7276801503882286,-3.2533068521560575,-3.4930211965523204,-0.3472524841089053,0.14285714285714285,0.2646902159496035,7,-0.04318277981080132,0.3230769230769231,8.0,62,15,8,False,False,False
3d,DGC,cart,model,0.005,-0.28503245667510835,-0.7276801503882286,-3.2533068521560575,-3.4930211965523204,-0.3472524841089053,0.14285714285714285,0.2646902159496035,7,-0.04318277981080132,0.3230769230769231,8.0,62,15,8,False,False,False
3d,DGC,cart,model,0.01,0.08934284123938063,0.39342703475025775,1.6803827459790057,0.7901755267785228,-0.06189792210389744,0.5,6.197125322740089,2,0.04562670369654803,0.09230769230769231,2.0,62,5,3,True,False,True
3d,DGC,cart,model,0.02,0.08934284123938063,0.39342703475025775,1.6803827459790057,0.7901755267785228,-0.06189792210389744,0.5,6.197125322740089,2,0.04562670369654803,0.09230769230769231,2.0,62,5,3,True,False,True
3d,DGC,lightgbm,model,0.0,-0.3177389283548272,-0.7728884514573969,-3.292204162057918,-3.8432131039463293,-0.3852670667918282,0.18181818181818182,0.3467630941067207,11,-0.031308667419321895,0.5076923076923077,8.0,62,19,8,False,False,False
3d,DGC,lightgbm,model,0.005,-0.18394962960431815,-0.5452910849205479,-1.8904589122434783,-1.9343207462744962,-0.2647198283945914,0.2222222222222222,0.506640661273628,9,-0.019780634888302544,0.4153846153846154,8.0,62,15,6,False,False,False
3d,DGC,lightgbm,model,0.01,-0.168083877213012,-0.5100468787154758,-1.8821058058113025,-1.7128182616799728,-0.25042442021375566,0.16666666666666666,0.39732308305011776,6,-0.02750842276066941,0.27692307692307694,4.0,62,11,5,False,False,False
3d,DGC,lightgbm,model,0.02,-0.07420249249441546,-0.2583736777528449,-0.9094535498097999,-0.9261102285405873,-0.12981574735552048,0.25,0.37596323101843343,4,-0.018362693655516543,0.18461538461538463,6.0,62,8,4,False,False,False
3d,DGC,xgboost,model,0.0,-0.20544044823233032,-0.5899867039598485,-1.7596923919525953,-2.4663590509798246,-0.28143847405712286,0.2857142857142857,0.4863508241801749,14,-0.014716607848769611,0.6461538461538462,12.0,62,29,15,False,False,False
3d,DGC,xgboost,model,0.005,-0.11173694977478199,-0.36831621471089093,-1.1564733055488656,-1.478894129712155,-0.15941969634704478,0.2,0.4263152657461834,10,-0.011157652136618646,0.46153846153846156,12.0,62,19,9,False,False,False
3d,DGC,xgboost,model,0.01,-0.15976248980305818,-0.4907715919069533,-1.9299630255879079,-2.089765206186872,-0.25580156833532974,0.25,0.4949583316048522,8,-0.018809853791844203,0.36923076923076925,10.0,62,16,8,False,False,False
3d,DGC,xgboost,model,0.02,-0.08762970995110919,-0.2992121671291703,-1.4021264763292034,-1.4459023481462998,-0.18165438064253225,0.2,0.5769533707512877,5,-0.01595709016597737,0.23076923076923078,8.0,62,11,6,False,False,False
3d,HPG,buy_and_hold,benchmark,,0.05320771240053768,0.22260217797759219,0.7543212770429264,1.2496826597607829,-0.1377551020408162,1.0,10.0,1,0.053207712400537455,1.0,2.0,1,1,0,True,False,False
3d,HPG,momentum_continuation,benchmark,0.0,-0.1564835416303203,-0.4830239543369417,-2.8592725681011206,-4.0429986247082415,-0.18436659170395608,0.38461538461538464,0.41694005105049553,13,-0.01242896297489687,0.6,14.0,186,99,86,False,False,False
3d,HPG,momentum_continuation,benchmark,0.005,-0.15757160362391542,-0.48560450124819843,-2.8988405693537844,-4.54340011507231,-0.18541868701693742,0.38461538461538464,0.3638036732465752,13,-0.012673111619170122,0.6,16.0,186,87,74,False,False,False
3d,HPG,momentum_continuation,benchmark,0.01,-0.10192426301499868,-0.3408292158715226,-1.891025108903755,-2.9855335048932243,-0.14109202569127843,0.45454545454545453,0.5084211660782674,11,-0.009098863065996115,0.5076923076923077,12.0,186,72,61,False,False,False
3d,HPG,momentum_continuation,benchmark,0.02,-0.08582365425039296,-0.2938186737343168,-1.9348554682688575,-2.030768165272441,-0.10731324507341078,0.375,0.5289998134426442,8,-0.010360978649240848,0.36923076923076925,12.0,186,45,37,False,False,False
3d,HPG,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,False,False
3d,HPG,cart,model,0.0,-0.03614131677863064,-0.13299611659208266,-0.2982209955172752,-0.6827995519858864,-0.13964671780491988,0.42857142857142855,0.9087439796156593,21,-0.001232183819503751,0.9692307692307692,2.0,62,62,41,False,False,False
3d,HPG,cart,model,0.005,-0.026614634421125216,-0.09929801606205024,-2.0308086920919854,-0.9960669585498322,-0.032120123363847064,0.0,0.0,2,-0.01332482886314812,0.09230769230769231,2.0,62,4,2,False,False,False
3d,HPG,cart,model,0.01,-0.026614634421125216,-0.09929801606205024,-2.0308086920919854,-0.9960669585498322,-0.032120123363847064,0.0,0.0,2,-0.01332482886314812,0.09230769230769231,2.0,62,4,2,False,False,False
3d,HPG,cart,model,0.02,-0.025263327891973275,-0.09444060879816851,-2.0595610526151384,-0.9634160173026755,-0.03077645985401467,0.0,0.0,1,-0.025263327891973275,0.046153846153846156,2.0,62,2,1,False,False,False
3d,HPG,lightgbm,model,0.0,-0.2057280350206886,-0.5905617484970073,-3.004630954700429,-3.7579888896480695,-0.2191297973081313,0.4444444444444444,0.38892595511686423,18,-0.012080659453681012,0.8307692307692308,6.0,62,50,32,False,False,False
3d,HPG,lightgbm,model,0.005,-0.18559583462536466,-0.5488369902982899,-2.55117160263944,-3.260826568876246,-0.22468350262946046,0.4117647058823529,0.4706210485412421,17,-0.011250801177020663,0.7846153846153846,8.0,62,47,30,False,False,False
3d,HPG,lightgbm,model,0.01,-0.03903963060735338,-0.14305989879842973,-0.42692309545713497,-0.852546583070169,-0.09961295710212714,0.4375,0.8841261635249625,16,-0.0018502818659431874,0.7384615384615385,8.0,62,40,24,False,False,False
3d,HPG,lightgbm,model,0.02,-0.12020813869037372,-0.3913532513935367,-2.8548838512596615,-3.2489492496676453,-0.15357397266491613,0.3333333333333333,0.37805942915539625,12,-0.010242894489527005,0.5538461538461539,12.0,62,27,15,False,False,False
3d,HPG,xgboost,model,0.0,0.03205661805578308,0.13012766125680564,0.6496098387403729,0.9273138738637968,-0.08292364158310717,0.5,1.2848498519168392,12,0.0030843099494685853,0.5538461538461539,10.0,62,25,13,True,False,True
3d,HPG,xgboost,model,0.005,-0.018023673350549774,-0.06808510244127675,-0.28255447622861574,-0.3248553665168165,-0.05624254445839816,0.5,0.8606962520323082,8,-0.0018583063845005604,0.36923076923076925,10.0,62,16,8,False,False,False
3d,HPG,xgboost,model,0.01,0.010422513785186771,0.04101704508948112,0.40331737867027156,0.29373969411121426,-0.05279748076679536,0.6,1.2384282664329531,5,0.00251411625177389,0.23076923076923078,6.0,62,11,6,True,False,True
3d,HPG,xgboost,model,0.02,-0.023084607089938314,-0.08656807628554741,-1.1746684544443027,-0.4544358844790503,-0.04389099119624085,0.6666666666666666,0.4955838467084265,3,-0.0073797749811207085,0.13846153846153847,4.0,62,6,3,False,False,False
3d,MWG,buy_and_hold,benchmark,,-0.07927770437144632,-0.27401178023500494,-0.5778623524859403,-0.9426095333188241,-0.20811099252934906,0.0,0.0,1,-0.07927770437144632,1.0,2.0,1,1,0,False,False,False
3d,MWG,momentum_continuation,benchmark,0.0,-0.2437842024905008,-0.6615310058914425,-4.330379463227746,-4.178724204644802,-0.26648920286071354,0.4166666666666667,0.18279609268216696,12,-0.02229189928022578,0.5538461538461539,14.0,186,84,72,False,False,False
3d,MWG,momentum_continuation,benchmark,0.005,-0.280411036071181,-0.7207921803824531,-5.305848988616672,-4.953417041413201,-0.280411036071181,0.2,0.11960497805836455,10,-0.031672078450884135,0.46153846153846156,16.0,186,69,59,False,False,False
3d,MWG,momentum_continuation,benchmark,0.01,-0.27958688887986005,-0.719550383794669,-5.262114264293835,-4.961489136344615,-0.27958688887986005,0.2,0.11998342018673391,10,-0.031558609451527164,0.46153846153846156,16.0,186,63,53,False,False,False
3d,MWG,momentum_continuation,benchmark,0.02,-0.20347200340316873,-0.5860345920596756,-3.9613920778134255,-3.108252906398713,-0.22595307398555664,0.25,0.16489484417188452,8,-0.02723907423882585,0.36923076923076925,12.0,186,48,40,False,False,False
3d,MWG,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,False,False,False
3d,MWG,cart,model,0.0,-0.09406627370724885,-0.3181856280101931,-0.8392423999188099,-1.4239394766751772,-0.18737206311800447,0.5238095238095238,0.8103372254586099,21,-0.0036854362505328426,0.9692307692307692,2.0,62,62,41,False,False,False
3d,MWG,cart,model,0.005,-0.04277124842585811,-0.15588918650997674,-0.43329174341362087,-0.4674164999619645,-0.1584930438037483,0.5555555555555556,0.8497653733830561,9,-0.003568423460418721,0.4153846153846154,6.0,62,22,13,False,False,False
3d,MWG,cart,model,0.01,-0.027028157810816245,-0.10078059614475554,-0.2559176208290618,-0.2643930014307325,-0.14693198898138704,0.5,0.9071462746366263,8,-0.002220543791176019,0.36923076923076925,6.0,62,19,11,False,False,False
3d,MWG,cart,model,0.02,-0.027028157810816245,-0.10078059614475554,-0.2559176208290618,-0.2643930014307325,-0.14693198898138704,0.5,0.9071462746366263,8,-0.002220543791176019,0.36923076923076925,6.0,62,19,11,False,False,False
3d,MWG,lightgbm,model,0.0,0.0087190764757612,0.03422946742546573,0.2641939314845487,0.286693713001912,-0.07195326576576577,0.5,1.1827733354006869,4,0.0031319873234438855,0.18461538461538463,8.0,62,5,1,True,False,True
3d,MWG,lightgbm,model,0.005,0.0087190764757612,0.03422946742546573,0.2641939314845487,0.286693713001912,-0.07195326576576577,0.5,1.1827733354006869,4,0.0031319873234438855,0.18461538461538463,8.0,62,5,1,True,False,True
3d,MWG,lightgbm,model,0.01,0.0087190764757612,0.03422946742546573,0.2641939314845487,0.286693713001912,-0.07195326576576577,0.5,1.1827733354006869,4,0.0031319873234438855,0.18461538461538463,8.0,62,5,1,True,False,True
3d,MWG,lightgbm,model,0.02,0.09040699516457029,0.39871174886907745,2.2316019136425016,1.7333269218933556,-0.025388439306358368,1.0,10.0,2,0.044398704236494946,0.09230769230769231,4.0,62,2,0,True,False,True
3d,MWG,xgboost,model,0.0,0.09753614963909851,0.43450051502426756,1.7575491867297854,1.631228181821593,-0.07519010041431573,0.75,2.7752500683191283,4,0.025359380561279565,0.18461538461538463,6.0,62,5,1,True,False,True
3d,MWG,xgboost,model,0.005,0.02035498841617911,0.08125489373095851,0.483328369465193,0.5452964221631146,-0.07195326576576577,0.6666666666666666,1.4188274444149653,3,0.007977245754065368,0.13846153846153847,6.0,62,3,0,True,False,True
3d,MWG,xgboost,model,0.01,0.08219123290971697,0.35829472155199893,1.860082759244909,3.148758964730156,-0.036395089605223085,1.0,10.0,2,0.04053579352657011,0.09230769230769231,4.0,62,2,0,True,False,True
3d,MWG,xgboost,model,0.02,0.06341601861837987,0.26918883917832126,1.6809924423524583,1000000.0,-0.025388439306358368,1.0,10.0,1,0.06341601861837987,0.046153846153846156,2.0,62,1,0,True,False,True
