horizon,ticker,model_name,strategy_type,threshold,date,daily_return,equity_curve,drawdown,position,active_trade_count,scope
3d,ACB,buy_and_hold,benchmark,,2026-03-19,-0.0063157894736841635,0.9799036704866297,-0.07450980392156892,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-03-20,-0.025423728813559365,0.9549908653047662,-0.09803921568627494,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-03-23,-0.021739130434782594,0.93423019431988,-0.11764705882352977,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-03-24,0.02666666666666684,0.9591429995017436,-0.09411764705882375,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-03-25,0.030303030303030276,0.9882079388805843,-0.06666666666666687,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-03-26,-0.008403361344537785,0.9799036704866299,-0.07450980392156892,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-03-27,0.008474576271186418,0.9882079388805843,-0.06666666666666687,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-03-30,-0.0021008403361344463,0.9861318717820957,-0.06862745098039236,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-03-31,-0.008421052631578885,0.9778276033881412,-0.0764705882352944,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-04-01,0.010615711252653925,0.9882079388805843,-0.06666666666666687,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-04-02,-0.008403361344537785,0.9799036704866299,-0.07450980392156892,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-04-03,-0.00423728813559332,0.9757515362896525,-0.07843137254902,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-04-06,-0.010638297872340385,0.9653712007972094,-0.08823529411764741,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-04-07,-0.0021505376344086446,0.9632951336987208,-0.0901960784313729,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-04-08,0.03879310344827602,1.0006643414715162,-0.054901960784313864,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-04-09,-0.010373443983402453,0.9902840059790731,-0.06470588235294128,1.0,1,
3d,ACB,buy_and_hold,benchmark,,2026-04-10,-0.0034999999999999476,0.9868180119581463,-0.06797941176470601,1.0,1,
3d,ACB,cart,model,0.0,2026-01-05,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.0,2026-01-06,-0.005559543676135759,0.9944404563238642,-0.005559543676135759,1.0,1,
3d,ACB,cart,model,0.0,2026-01-07,0.027083333333333348,1.0213732186826356,0.0,1.0,1,
3d,ACB,cart,model,0.0,2026-01-08,-0.007542596348884323,1.0136694127725518,-0.007542596348884212,1.0,1,
3d,ACB,cart,model,0.0,2026-01-09,-0.009539486291905486,1.0039995273048843,-0.01701013014631414,1.0,1,
3d,ACB,cart,model,0.0,2026-01-12,0.0386965376782078,1.0428508328421406,0.0,1.0,1,
3d,ACB,cart,model,0.0,2026-01-13,-0.026947058823529324,1.014749070105377,-0.026947058823529324,1.0,1,
3d,ACB,cart,model,0.0,2026-01-14,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-15,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-16,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-19,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-20,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-21,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-22,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-23,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-26,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-27,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-28,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-29,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.0,2026-01-30,0.00695782789586552,1.0218095194926597,-0.02017672392525771,1.0,1,
3d,ACB,cart,model,0.0,2026-02-02,-0.014522821576763545,1.0069699621556294,-0.03440652254045107,1.0,1,
3d,ACB,cart,model,0.0,2026-02-03,-0.005597894736842135,1.0013330503043203,-0.03981181318585092,1.0,1,
3d,ACB,cart,model,0.0,2026-02-04,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-05,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-06,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-09,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-10,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-11,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-12,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-13,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-23,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.0,2026-02-24,-0.007622698149836626,0.9937001907143953,-0.04713103790097406,1.0,1,
3d,ACB,cart,model,0.0,2026-02-25,0.018750000000000044,1.0123320692902902,-0.029264744861617342,1.0,1,
3d,ACB,cart,model,0.0,2026-02-26,-0.0034999999999999476,1.0087889070477742,-0.03266231825460164,1.0,1,
3d,ACB,cart,model,0.0,2026-02-27,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-02,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-03,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-04,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-05,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-06,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-09,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-10,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-11,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-12,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-13,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-16,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-17,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-18,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-19,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-20,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-23,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-24,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-25,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-26,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-27,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-30,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-03-31,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-04-01,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-04-02,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-04-03,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-04-06,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-04-07,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-04-08,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-04-09,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.0,2026-04-10,0.0,1.0087889070477742,-0.03266231825460164,0.0,0,
3d,ACB,cart,model,0.005,2026-01-05,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.005,2026-01-06,-0.005559543676135759,0.9944404563238642,-0.005559543676135759,1.0,1,
3d,ACB,cart,model,0.005,2026-01-07,0.027083333333333348,1.0213732186826356,0.0,1.0,1,
3d,ACB,cart,model,0.005,2026-01-08,-0.007542596348884323,1.0136694127725518,-0.007542596348884212,1.0,1,
3d,ACB,cart,model,0.005,2026-01-09,-0.009539486291905486,1.0039995273048843,-0.01701013014631414,1.0,1,
3d,ACB,cart,model,0.005,2026-01-12,0.0386965376782078,1.0428508328421406,0.0,1.0,1,
3d,ACB,cart,model,0.005,2026-01-13,-0.026947058823529324,1.014749070105377,-0.026947058823529324,1.0,1,
3d,ACB,cart,model,0.005,2026-01-14,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-15,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-16,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-19,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-20,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-21,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-22,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-23,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-26,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-27,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-28,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-29,0.0,1.014749070105377,-0.026947058823529324,0.0,0,
3d,ACB,cart,model,0.005,2026-01-30,0.00695782789586552,1.0218095194926597,-0.02017672392525771,1.0,1,
3d,ACB,cart,model,0.005,2026-02-02,-0.014522821576763545,1.0069699621556294,-0.03440652254045107,1.0,1,
3d,ACB,cart,model,0.005,2026-02-03,-0.005597894736842135,1.0013330503043203,-0.03981181318585092,1.0,1,
3d,ACB,cart,model,0.005,2026-02-04,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-05,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-06,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-09,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-10,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-11,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-12,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-13,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-23,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-24,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-25,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-26,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-02-27,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-02,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-03,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-04,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-05,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-06,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-09,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-10,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-11,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-12,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-13,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-16,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-17,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-18,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-19,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-20,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-23,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-24,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-25,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-26,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-27,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-30,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-03-31,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-04-01,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-04-02,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-04-03,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-04-06,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-04-07,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-04-08,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-04-09,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.005,2026-04-10,0.0,1.0013330503043203,-0.03981181318585092,0.0,0,
3d,ACB,cart,model,0.01,2026-01-05,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-06,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-07,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-08,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-09,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-12,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-13,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-14,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-15,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-16,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-19,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-20,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-21,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-22,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-23,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-26,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-27,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-28,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-29,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-01-30,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-02,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-03,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-04,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-05,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-06,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-09,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-10,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-11,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-12,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-13,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-23,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-24,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-25,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-26,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-02-27,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-02,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-03,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-04,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-05,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-06,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-09,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-10,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-11,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-12,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-13,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-16,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-17,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-18,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-19,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-20,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-23,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-24,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-25,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-26,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-27,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-30,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-03-31,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-04-01,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-04-02,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-04-03,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-04-06,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-04-07,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-04-08,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-04-09,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.01,2026-04-10,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.02,2026-01-05,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.02,2026-01-06,0.0,1.0,0.0,0.0,0,
3d,ACB,cart,model,0.02,2026-01-07,0.0,1.0,0.0,0.0,0,
