date,ticker,prediction_date,horizon,horizon_days,current_close,actual_close,predicted_close,predicted_close_baseline,predicted_return,predicted_return_baseline,absolute_error,absolute_error_baseline,pct_error,pct_error_baseline,predicted_direction,predicted_direction_baseline,actual_direction
2026-02-09,ACB,2026-02-06,daily,1,23.0,22.95,23.19612403100775,23.0,0.008527131782945618,0.0,0.24612403100774927,0.05000000000000071,1.0724358649575132,0.21786492374727978,0,0,0
2026-02-10,ACB,2026-02-09,daily,1,22.95,23.0,22.718848920863305,22.95,-0.010071942446043258,0.0,0.2811510791366949,0.05000000000000071,1.2223959962464996,0.21739130434782916,0,0,1
2026-02-11,ACB,2026-02-10,daily,1,23.0,23.65,22.348236775818638,23.0,-0.02833753148614615,0.0,1.3017632241813608,0.6499999999999986,5.504284246009982,2.748414376321347,1,0,1
2026-02-12,ACB,2026-02-11,daily,1,23.65,23.85,23.569776119402984,23.65,-0.0033921302578019397,0.0,0.28022388059701697,0.20000000000000284,1.1749428955849768,0.8385744234800957,0,0,1
2026-02-13,ACB,2026-02-12,daily,1,23.85,23.85,24.096193548387095,23.85,0.010322580645161228,0.0,0.24619354838709384,0.0,1.0322580645161168,0.0,0,0,0
2026-02-23,ACB,2026-02-13,daily,1,23.85,24.05,24.54389957766307,23.85,0.029094321914594046,0.0,0.49389957766306836,0.1999999999999993,2.053636497559536,0.8316008316008286,0,0,1
2026-02-24,ACB,2026-02-23,daily,1,24.05,24.0,24.74971844204599,24.05,0.029094321914594046,0.0,0.7497184420459888,0.05000000000000071,3.1238268418582864,0.20833333333333628,0,0,0
2026-02-25,ACB,2026-02-24,daily,1,24.0,24.45,23.53757225433526,24.0,-0.019267822736030893,0.0,0.9124277456647398,0.4499999999999993,3.7318108207146823,1.8404907975460092,0,0,1
2026-02-26,ACB,2026-02-25,daily,1,24.45,24.45,24.29670846394984,24.45,-0.006269592476489061,0.0,0.15329153605015833,0.0,0.6269592476489093,0.0,0,0,0
2026-02-27,ACB,2026-02-26,daily,1,24.45,24.55,25.161356170811825,24.45,0.029094321914594046,0.0,0.611356170811824,0.10000000000000142,2.490249168276269,0.40733197556008727,0,0,1
2026-03-02,ACB,2026-02-27,daily,1,24.55,23.95,25.264265603003285,24.55,0.029094321914594046,0.0,1.3142656030032853,0.6000000000000014,5.4875390522057845,2.5052192066805907,0,0,0
2026-03-03,ACB,2026-03-02,daily,1,23.95,23.5,23.351997503121098,23.95,-0.024968789013732895,0.0,0.14800249687890243,0.4499999999999993,0.6297978590591593,1.9148936170212734,1,0,0
2026-03-04,ACB,2026-03-03,daily,1,23.5,23.2,23.154593175853016,23.5,-0.014698162729658848,0.0,0.04540682414698338,0.3000000000000007,0.19571906959906632,1.2931034482758652,1,0,0
2026-03-05,ACB,2026-03-04,daily,1,23.2,23.55,23.3361147327249,23.2,0.005867014341590648,0.0,0.21388526727509927,0.3500000000000014,0.9082176954356657,1.4861995753715558,1,0,1
2026-03-06,ACB,2026-03-05,daily,1,23.55,23.3,24.15589031821259,23.55,0.025727826675693954,0.0,0.855890318212591,0.25,3.673349005204253,1.0729613733905579,0,0,0
2026-03-09,ACB,2026-03-06,daily,1,23.3,21.7,23.788222543352607,23.3,0.02095375722543369,0.0,2.0882225433526074,1.6000000000000014,9.623145361071924,7.373271889400929,1,0,0
2026-03-10,ACB,2026-03-09,daily,1,21.7,23.15,22.73979166666667,21.7,0.04791666666666683,0.0,0.41020833333332973,1.4499999999999993,1.7719582433405174,6.263498920086391,0,0,1
2026-03-11,ACB,2026-03-10,daily,1,23.15,23.2,22.470893089960885,23.15,-0.02933507170795302,0.0,0.7291069100391141,0.05000000000000071,3.142702198444457,0.2155172413793134,1,0,1
2026-03-12,ACB,2026-03-11,daily,1,23.2,23.15,24.56556962025316,23.2,0.058860759493670756,0.0,1.4155696202531622,0.05000000000000071,6.114771577767439,0.21598272138229252,1,0,0
2026-03-13,ACB,2026-03-12,daily,1,23.15,23.45,23.15,23.15,0.0,0.0,0.3000000000000007,0.3000000000000007,1.2793176972281481,1.2793176972281481,0,0,1
2026-03-16,ACB,2026-03-13,daily,1,23.45,23.45,23.183522727272727,23.45,-0.011363636363636354,0.0,0.26647727272727195,0.0,1.1363636363636331,0.0,0,0,0
2026-03-17,ACB,2026-03-16,daily,1,23.45,23.75,24.13226184889723,23.45,0.029094321914594046,0.0,0.3822618488972296,0.3000000000000007,1.6095235743041245,1.263157894736845,0,0,1
2026-03-18,ACB,2026-03-17,daily,1,23.75,23.75,24.44099014547161,23.75,0.029094321914594046,0.0,0.6909901454716092,0.0,2.909432191459407,0.0,0,0,0
2026-03-19,ACB,2026-03-18,daily,1,23.75,23.6,23.647482014388487,23.75,-0.004316546762589968,0.0,0.04748201438848554,0.14999999999999858,0.20119497622239635,0.635593220338977,0,0,0
2026-03-20,ACB,2026-03-19,daily,1,23.6,23.0,23.6,23.6,0.0,0.0,0.6000000000000014,0.6000000000000014,2.6086956521739193,2.6086956521739193,0,0,0
2026-03-23,ACB,2026-03-20,daily,1,23.0,22.5,23.19501246882793,23.0,0.008478802992518686,0.0,0.6950124688279296,0.5,3.0889443059019093,2.2222222222222223,1,0,0
2026-03-24,ACB,2026-03-23,daily,1,22.5,23.1,23.0736137667304,22.5,0.02549394518801784,0.0,0.026386233269601433,0.6000000000000014,0.11422611805022266,2.5974025974026036,1,0,1
2026-03-25,ACB,2026-03-24,daily,1,23.1,23.8,23.582686567164178,23.1,0.020895522388059584,0.0,0.21731343283582305,0.6999999999999993,0.9130816505706851,2.941176470588232,1,0,1
2026-03-26,ACB,2026-03-25,daily,1,23.8,23.6,24.56222222222222,23.8,0.03202614379084956,0.0,0.9622222222222199,0.1999999999999993,4.077212806026355,0.8474576271186409,1,0,0
2026-03-27,ACB,2026-03-26,daily,1,23.6,23.8,24.204216867469885,23.6,0.025602409638554313,0.0,0.4042168674698843,0.1999999999999993,1.698390199453295,0.8403361344537785,0,0,1
2026-03-30,ACB,2026-03-27,daily,1,23.8,23.75,23.904845814977975,23.8,0.004405286343612369,0.0,0.15484581497797478,0.05000000000000071,0.6519823788546306,0.21052631578947667,0,0,0
2026-03-31,ACB,2026-03-30,daily,1,23.75,23.55,23.156991260923842,23.75,-0.024968789013732895,0.0,0.3930087390761585,0.1999999999999993,1.668826917520843,0.8492569002123113,1,0,0
2026-04-01,ACB,2026-03-31,daily,1,23.55,23.8,24.125000000000004,23.55,0.02441613588110414,0.0,0.32500000000000284,0.25,1.365546218487407,1.0504201680672267,0,0,1
2026-04-02,ACB,2026-04-01,daily,1,23.8,23.6,23.586956521739133,23.8,-0.008951406649616356,0.0,0.013043478260868824,0.1999999999999993,0.055268975681647556,0.8474576271186409,0,0,0
2026-04-03,ACB,2026-04-02,daily,1,23.6,23.5,23.6,23.6,0.0,0.0,0.10000000000000142,0.10000000000000142,0.4255319148936231,0.4255319148936231,1,0,0
2026-04-06,ACB,2026-04-03,daily,1,23.5,23.25,23.5,23.5,0.0,0.0,0.25,0.25,1.0752688172043012,1.0752688172043012,1,0,0
2026-04-07,ACB,2026-04-06,daily,1,23.25,23.2,22.432674199623353,23.25,-0.035153797865662306,0.0,0.7673258003766463,0.05000000000000071,3.3074387947269237,0.2155172413793134,1,0,0
2026-04-08,ACB,2026-04-07,daily,1,23.2,24.1,23.2,23.2,0.0,0.0,0.9000000000000021,0.9000000000000021,3.734439834024905,3.734439834024905,1,0,1
2026-04-09,ACB,2026-04-08,daily,1,24.1,23.85,23.83821086261981,24.1,-0.010862619808306717,0.0,0.01178913738019105,0.25,0.04943034540960607,1.0482180293501047,1,0,0
2026-04-10,ACB,2026-04-09,daily,1,23.85,23.85,23.325988700564974,23.85,-0.021971123666038928,0.0,0.5240112994350277,0.0,2.197112366603889,0.0,1,0,0
2026-01-05,DGC,2025-12-31,daily,1,68.5,65.5,73.2507029053421,68.5,0.06935332708528597,0.0,7.750702905342095,3.0,11.833134206629154,4.580152671755725,0,0,0
2026-01-06,DGC,2026-01-05,daily,1,65.5,63.0,70.04264292408624,65.5,0.06935332708528597,0.0,7.042642924086238,2.5,11.178798292200378,3.968253968253968,0,0,0
2026-01-07,DGC,2026-01-06,daily,1,63.0,64.1,67.23335369578497,63.0,0.0671960904092852,0.0,3.133353695784976,1.0999999999999943,4.888227294516343,1.7160686427457013,1,0,1
2026-01-08,DGC,2026-01-07,daily,1,64.1,62.8,67.9611844331641,64.1,0.06023688663282556,0.0,5.1611844331641095,1.2999999999999972,8.218446549624378,2.0700636942675117,0,0,0
2026-01-09,DGC,2026-01-08,daily,1,62.8,62.7,66.58287648054144,62.8,0.06023688663282556,0.0,3.882876480541441,0.09999999999999432,6.1927854554089965,0.15948963317383463,0,0,0
2026-01-12,DGC,2026-01-09,daily,1,62.7,63.7,67.04845360824743,62.7,0.06935332708528597,0.0,3.348453608247425,1.0,5.256599071032064,1.5698587127158554,0,0,1
2026-01-13,DGC,2026-01-12,daily,1,63.7,63.1,67.537089678511,63.7,0.06023688663282556,0.0,4.4370896785109935,0.6000000000000014,7.03183784233121,0.9508716323296378,0,0,0
2026-01-14,DGC,2026-01-13,daily,1,63.1,63.9,58.7616970061682,63.1,-0.0687528208214232,0.0,5.1383029938318,0.7999999999999972,8.041162744650705,1.2519561815336417,0,0,1
2026-01-15,DGC,2026-01-14,daily,1,63.9,67.3,59.435096567843516,63.9,-0.06987329314798874,0.0,7.864903432156481,3.3999999999999986,11.68633496605718,5.052005943536402,0,0,1
2026-01-16,DGC,2026-01-15,daily,1,67.3,66.0,62.62976943942134,67.3,-0.06939421338155516,0.0,3.370230560578662,1.2999999999999972,5.1064099402707,1.9696969696969653,0,0,0
2026-01-19,DGC,2026-01-16,daily,1,66.0,65.1,64.2050209205021,66.0,-0.027196652719665315,0.0,0.8949790794979009,0.9000000000000057,1.3747758517632886,1.3824884792626817,0,0,0
2026-01-20,DGC,2026-01-19,daily,1,65.1,64.5,64.48038822792736,65.1,-0.009517845961177107,0.0,0.019611772072636313,0.5999999999999943,0.030405848174629945,0.930232558139526,1,0,0
2026-01-21,DGC,2026-01-20,daily,1,64.5,69.0,64.21972416399018,64.5,-0.004345361798601899,0.0,4.780275836009821,4.5,6.9279359942171315,6.521739130434782,1,0,1
2026-01-22,DGC,2026-01-21,daily,1,69.0,73.8,68.85209003215435,69.0,-0.002143622722400762,0.0,4.947909967845646,4.799999999999997,6.704485051281364,6.504065040650403,0,0,1
2026-01-23,DGC,2026-01-22,daily,1,73.8,73.9,76.30646823125358,73.8,0.03396298416332755,0.0,2.4064682312535695,0.10000000000000853,3.2563846160400125,0.13531799729365157,1,0,1
2026-01-26,DGC,2026-01-23,daily,1,73.9,68.8,78.10871021775544,73.9,0.05695142378559459,0.0,9.308710217755447,5.1000000000000085,13.530102060691057,7.412790697674431,1,0,0
2026-01-27,DGC,2026-01-26,daily,1,68.8,67.5,72.71825795644891,68.8,0.05695142378559459,0.0,5.218257956448909,1.2999999999999972,7.730752528072457,1.9259259259259216,0,0,0
2026-01-28,DGC,2026-01-27,daily,1,67.5,68.1,64.72048475371383,67.5,-0.04117800364868385,0.0,3.379515246286161,0.5999999999999943,4.962577454164701,0.8810572687224587,0,0,1
2026-01-29,DGC,2026-01-28,daily,1,68.1,67.8,69.47356687898088,68.1,0.020169851380042347,0.0,1.6735668789808784,0.29999999999999716,2.46838772711044,0.4424778761061905,0,0,0
2026-01-30,DGC,2026-01-29,daily,1,67.8,68.6,68.2625730994152,67.8,0.006822612085769952,0.0,0.33742690058478786,0.7999999999999972,0.49187594837432635,1.1661807580174888,1,0,1
2026-02-02,DGC,2026-01-30,daily,1,68.6,67.3,71.02080173347778,68.6,0.035288655006964875,0.0,3.720801733477785,1.2999999999999972,5.528680138897155,1.9316493313521503,1,0,0
2026-02-03,DGC,2026-02-02,daily,1,67.3,67.9,69.89645061728395,67.3,0.03858024691358031,0.0,1.9964506172839407,0.6000000000000085,2.9402807323769373,0.8836524300441951,1,0,1
2026-02-04,DGC,2026-02-03,daily,1,67.9,68.7,68.11786992471926,67.9,0.0032086881401951484,0.0,0.5821300752807446,0.7999999999999972,0.8473509101612002,1.1644832605531255,0,0,1
2026-02-05,DGC,2026-02-04,daily,1,68.7,67.7,69.1008527827648,68.7,0.005834829443446932,0.0,1.400852782764801,1.0,2.069206473803251,1.4771048744460855,1,0,0
2026-02-06,DGC,2026-02-05,daily,1,67.7,65.3,69.2224887556222,67.7,0.022488755622188883,0.0,3.9224887556221972,2.4000000000000057,6.006874051488817,3.6753445635528417,0,0,0
2026-02-09,DGC,2026-02-06,daily,1,65.3,67.2,67.42070365358592,65.3,0.03247631935047357,0.0,0.2207036535859146,1.9000000000000057,0.32842805593142055,2.8273809523809605,1,0,1
2026-02-10,DGC,2026-02-09,daily,1,67.2,68.0,69.00911854103343,67.2,0.026921406860616504,0.0,1.0091185410334305,0.7999999999999972,1.4839978544609271,1.17647058823529,1,0,1
2026-02-11,DGC,2026-02-10,daily,1,68.0,68.5,68.8976897689769,68.0,0.013201320132013361,0.0,0.3976897689769032,0.5,0.5805690058056981,0.7299270072992701,1,0,1
2026-02-12,DGC,2026-02-11,daily,1,68.5,67.8,69.1012174405436,68.5,0.008776896942242374,0.0,1.3012174405436099,0.7000000000000028,1.919199764813584,1.032448377581125,0,0,0
2026-02-13,DGC,2026-02-12,daily,1,67.8,68.4,68.39507361268403,67.8,0.008776896942242374,0.0,0.004926387315975944,0.6000000000000085,0.0072023206373917304,0.8771929824561528,0,0,1
2026-02-23,DGC,2026-02-13,daily,1,68.4,70.2,67.54111851637208,68.4,-0.012556746836665633,0.0,2.6588814836279226,1.7999999999999972,3.7875804610084365,2.56410256410256,0,0,1
2026-02-24,DGC,2026-02-23,daily,1,70.2,75.1,70.75362776025237,70.2,0.007886435331230235,0.0,4.346372239747623,4.8999999999999915,5.787446391141975,6.524633821571227,1,0,1
2026-02-25,DGC,2026-02-24,daily,1,75.1,76.0,80.32337313432835,75.1,0.06955223880597017,0.0,4.3233731343283495,0.9000000000000057,5.688648860958354,1.184210526315797,0,0,1
2026-02-26,DGC,2026-02-25,daily,1,76.0,73.6,76.75007959248646,76.0,0.009869468322190267,0.0,3.1500795924864633,2.4000000000000057,4.27999944631313,3.2608695652173996,1,0,0
2026-02-27,DGC,2026-02-26,daily,1,73.6,73.8,73.46343816680582,73.6,-0.001855459690138228,0.0,0.33656183319418176,0.20000000000000284,0.45604584443656065,0.27100271002710413,0,0,1
2026-03-02,DGC,2026-02-27,daily,1,73.8,75.3,73.2081344281077,73.8,-0.008019858697727589,0.0,2.091865571892299,1.5,2.778041928143824,1.9920318725099602,0,0,1
2026-03-03,DGC,2026-03-02,daily,1,75.3,73.8,75.3,75.3,0.0,0.0,1.5,1.5,2.0325203252032518,2.0325203252032518,0,0,0
2026-03-04,DGC,2026-03-03,daily,1,73.8,70.9,74.30350877192981,73.8,0.006822612085769952,0.0,3.4035087719298076,2.8999999999999915,4.8004355034270905,4.090267983074741,0,0,0
2026-03-05,DGC,2026-03-04,daily,1,70.9,71.0,69.00559683794467,70.9,-0.026719367588932785,0.0,1.9944031620553346,0.09999999999999432,2.809018538106105,0.1408450704225272,0,0,1
2026-03-06,DGC,2026-03-05,daily,1,71.0,73.1,69.6501372010976,71.0,-0.01901215209721685,0.0,3.4498627989023873,2.0999999999999943,4.7193745539020355,2.87277701778385,0,0,1
2026-03-09,DGC,2026-03-06,daily,1,73.1,71.0,75.39256272401434,73.1,0.03136200716845883,0.0,4.39256272401434,2.0999999999999943,6.186708061992028,2.9577464788732315,0,0,0
2026-03-10,DGC,2026-03-09,daily,1,71.0,75.9,70.8937125748503,71.0,-0.0014970059880239361,0.0,5.006287425149708,4.900000000000006,6.59589911086918,6.4558629776021155,0,0,1
2026-03-11,DGC,2026-03-10,daily,1,75.9,77.7,74.84835463917526,75.9,-0.013855670103092854,0.0,2.8516453608247474,1.7999999999999972,3.670071249452699,2.316602316602313,1,0,1
2026-03-12,DGC,2026-03-11,daily,1,77.7,80.9,73.45883022858537,77.7,-0.05458390954201586,0.0,7.441169771414636,3.200000000000003,9.197984884319697,3.9555006180469747,0,0,1
2026-03-13,DGC,2026-03-12,daily,1,80.9,77.4,81.14515151515151,80.9,0.003030303030302939,0.0,3.7451515151515054,3.5,4.838697047999361,4.521963824289405,1,0,0
2026-03-16,DGC,2026-03-13,daily,1,77.4,73.9,71.99883695886281,77.4,-0.06978246823174672,0.0,1.9011630411371954,3.5,2.5726157525537148,4.7361299052774015,1,0,0
2026-03-17,DGC,2026-03-16,daily,1,73.9,68.8,74.4041910331384,73.9,0.006822612085769952,0.0,5.604191033138406,5.1000000000000085,8.14562650165466,7.412790697674431,0,0,0
2026-03-18,DGC,2026-03-17,daily,1,68.8,64.0,65.31732009925558,68.8,-0.05062034739454102,0.0,1.317320099255582,4.799999999999997,2.058312655086847,7.499999999999996,0,0,0
2026-03-19,DGC,2026-03-18,daily,1,64.0,59.6,59.61761877284093,64.0,-0.06847470667436051,0.0,0.017618772840926056,4.399999999999999,0.02956169939752694,7.382550335570468,1,0,0
2026-03-20,DGC,2026-03-19,daily,1,59.6,55.5,59.6,59.6,0.0,0.0,4.100000000000001,4.100000000000001,7.38738738738739,7.38738738738739,1,0,0
2026-03-23,DGC,2026-03-20,daily,1,55.5,51.7,55.5,55.5,0.0,0.0,3.799999999999997,3.799999999999997,7.350096711798834,7.350096711798834,0,0,0
2026-03-24,DGC,2026-03-23,daily,1,51.7,52.5,51.7,51.7,0.0,0.0,0.7999999999999972,0.7999999999999972,1.5238095238095184,1.5238095238095184,0,0,1
2026-03-25,DGC,2026-03-24,daily,1,52.5,54.7,56.121278672523175,52.5,0.06897673661948911,0.0,1.4212786725231723,2.200000000000003,2.5983156718887974,4.021937842778798,1,0,1
2026-03-26,DGC,2026-03-25,daily,1,54.7,52.3,58.47302749308606,54.7,0.06897673661948911,0.0,6.17302749308606,2.4000000000000057,11.803111841464743,4.588910133843224,1,0,0
2026-03-27,DGC,2026-03-26,daily,1,52.3,51.8,55.90748332519928,52.3,0.06897673661948911,0.0,4.107483325199283,0.5,7.9295044888017046,0.9652509652509652,1,0,0
2026-03-30,DGC,2026-03-27,daily,1,51.8,49.1,55.372994956889535,51.8,0.06897673661948911,0.0,6.272994956889534,2.6999999999999957,12.775957142341207,5.498981670061091,0,0,0
2026-03-31,DGC,2026-03-30,daily,1,49.1,50.2,49.96239889068639,49.1,0.017564132193205406,0.0,0.23760110931361567,1.1000000000000014,0.47330898269644556,2.1912350597609587,0,0,1
2026-04-01,DGC,2026-03-31,daily,1,50.2,50.5,49.23088803088803,50.2,-0.019305019305019377,0.0,1.269111969111968,0.29999999999999716,2.513093008142511,0.5940594059405885,1,0,1
2026-04-02,DGC,2026-04-01,daily,1,50.5,54.0,50.5,50.5,0.0,0.0,3.5,3.5,6.481481481481481,6.481481481481481,1,0,1
2026-04-03,DGC,2026-04-02,daily,1,54.0,56.5,55.09447813597192,54.0,0.02026811362910963,0.0,1.4055218640280813,2.5,2.4876493168638607,4.424778761061947,0,0,1
2026-04-06,DGC,2026-04-03,daily,1,56.5,53.0,60.41846298031866,56.5,0.06935332708528597,0.0,7.418462980318658,3.5,13.997099962865391,6.60377358490566,0,0,0
2026-04-07,DGC,2026-04-06,daily,1,53.0,54.2,56.561392791692114,53.0,0.0671960904092852,0.0,2.3613927916921114,1.2000000000000028,4.3568132688046335,2.2140221402214073,0,0,1
2026-04-08,DGC,2026-04-07,daily,1,54.2,55.7,57.84202810018326,54.2,0.0671960904092852,0.0,2.1420281001832606,1.5,3.8456518854277566,2.6929982046678633,1,0,1
2026-04-09,DGC,2026-04-08,daily,1,55.7,53.1,59.05519458544838,55.7,0.06023688663282556,0.0,5.955194585448382,2.6000000000000014,11.215055716475295,4.89642184557439,0,0,0
2026-04-10,DGC,2026-04-09,daily,1,53.1,54.0,49.3897281338418,53.1,-0.06987329314798874,0.0,4.6102718661582,0.8999999999999986,8.537540492885556,1.6666666666666639,0,0,1
2026-01-05,HPG,2025-12-31,daily,1,26.4,25.95,25.900041169205434,26.4,-0.018937834499794137,0.0,0.049958830794565756,0.4499999999999993,0.19251957916981025,1.734104046242772,0,0,0
2026-01-06,HPG,2026-01-05,daily,1,25.95,25.95,26.135191793041923,25.95,0.007136485280998972,0.0,0.18519179304192335,0.0,0.7136485280998973,0.0,1,0,0
2026-01-07,HPG,2026-01-06,daily,1,25.95,26.6,25.306109550561796,25.95,-0.024812734082397037,0.0,1.293890449438205,0.6500000000000021,4.864249809918064,2.443609022556399,1,0,1
2026-01-08,HPG,2026-01-07,daily,1,26.6,26.4,26.650157133878068,26.6,0.0018856065367693908,0.0,0.25015713387806926,0.20000000000000284,0.9475649010532928,0.7575757575757683,0,0,0
2026-01-09,HPG,2026-01-08,daily,1,26.4,26.2,26.835424883470775,26.4,0.01649336679813551,0.0,0.6354248834707761,0.1999999999999993,2.4252858147739547,0.7633587786259515,1,0,0
2026-01-12,HPG,2026-01-09,daily,1,26.2,27.5,26.241091593475534,26.2,0.0015683814303639743,0.0,1.2589084065244656,1.3000000000000007,4.577848750998056,4.72727272727273,1,0,1
2026-01-13,HPG,2026-01-12,daily,1,27.5,27.25,27.273945675482487,27.5,-0.008220157255182325,0.0,0.02394567548248716,0.25,0.0878740384678428,0.9174311926605505,0,0,0
2026-01-14,HPG,2026-01-13,daily,1,27.25,27.25,27.072379141770774,27.25,-0.006518196632265161,0.0,0.17762085822922558,0.0,0.6518196632265159,0.0,1,0,0
2026-01-15,HPG,2026-01-14,daily,1,27.25,27.6,27.409590043923867,27.25,0.005856515373352966,0.0,0.19040995607613453,0.3500000000000014,0.689891145203386,1.2681159420289907,1,0,1
2026-01-16,HPG,2026-01-15,daily,1,27.6,27.6,27.392967651195505,27.6,-0.0075011720581339425,0.0,0.20703234880449628,0.0,0.7501172058133923,0.0,0,0,0
2026-01-19,HPG,2026-01-16,daily,1,27.6,27.7,27.402669208770256,27.6,-0.007149666348903794,0.0,0.2973307912297436,0.09999999999999787,1.0733963582301214,0.36101083032490205,0,0,1
2026-01-20,HPG,2026-01-19,daily,1,27.7,27.25,27.644181360201507,27.7,-0.002015113350126052,0.0,0.3941813602015074,0.4499999999999993,1.446537101656908,1.651376146788988,1,0,0
2026-01-21,HPG,2026-01-20,daily,1,27.25,26.8,27.399277888446218,27.25,0.005478087649402497,0.0,0.5992778884462169,0.4499999999999993,2.236111524053048,1.6791044776119375,0,0,0
2026-01-22,HPG,2026-01-21,daily,1,26.8,26.85,27.072141280353204,26.8,0.010154525386313562,0.0,0.22214128035320257,0.05000000000000071,0.8273418262689107,0.18621973929236763,1,0,1
2026-01-23,HPG,2026-01-22,daily,1,26.85,26.75,26.917209011264077,26.85,0.0025031289111387967,0.0,0.1672090112640774,0.10000000000000142,0.6250804159404763,0.3738317757009399,0,0,0
