horizon,ticker,model_name,strategy_type,threshold,total_return,annualized_return,sharpe_ratio,sortino_ratio,max_drawdown,win_rate,profit_factor,number_of_trades,average_trade_return,exposure_ratio,turnover,positive_net_return_after_costs,beats_buy_and_hold,beats_naive_flat_strategy
20d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.02,-0.0839953890481826,-0.2883275432389687,-2.1282582113876836,-2.5598285517251127,-0.1367332031692886,0.5,0.13988213299108831,4,-0.07510596017199958,0.3076923076923077,2.0,False,False,False
20d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.0,-0.13730457868065216,-0.43594112789776784,-3.0117404846226945,-4.001439188899735,-0.18719442383123364,0.3333333333333333,0.08397504631385289,6,-0.08882689326562142,0.46153846153846156,2.0,False,False,False
20d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.005,-0.1080506453397464,-0.35809204416899654,-2.2630959681620246,-3.0515750551257232,-0.16712154289422754,0.2,0.05746090868551289,5,-0.08204300603374233,0.38461538461538464,2.0,False,False,False
20d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.01,-0.08843633885659463,-0.3016111327525679,-2.028262344794554,-2.740298861123071,-0.1499845155885554,0.4,0.1855031910895634,5,-0.06445647888755393,0.38461538461538464,2.0,False,False,False
20d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.02,-0.07862224195569834,-0.2720060126983964,-1.986428823531512,-2.349739826629856,-0.13227825236998147,0.5,0.21014649685004264,4,-0.0689704376861647,0.3076923076923077,2.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,buy_and_hold,benchmark,,-0.05973303976504418,-0.21241603344141236,-0.5978769939651716,-0.9391532568693348,-0.18445050433676013,0.25,0.1712077377116168,4,-0.06439273849571892,1.0,2.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,momentum_continuation,benchmark,0.0,-0.1664992704937709,-0.5064188276523347,-4.135322191650788,-6.399048054932533,-0.17256468169988481,0.3673469387755102,0.4080934838854218,49,-0.014398024076749987,0.5653846153846154,18.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,momentum_continuation,benchmark,0.005,-0.18951417078827426,-0.5571944701161543,-4.821968993323278,-7.132712343901177,-0.1922819347563145,0.35555555555555557,0.33493051790008443,45,-0.018026160218935553,0.5192307692307693,20.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,momentum_continuation,benchmark,0.01,-0.17779122682280235,-0.5318423043878251,-4.765580865673,-8.397729703516191,-0.180599023991594,0.35714285714285715,0.35245185534981277,42,-0.017933934214357072,0.4846153846153846,16.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,momentum_continuation,benchmark,0.02,-0.11671562548685999,-0.3819324115661772,-3.9027360969423173,-4.905793592169712,-0.12090501071175586,0.3225806451612903,0.35103158950059493,31,-0.015770313089891175,0.3576923076923077,10.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,cart,model,0.0,-0.10199053244222189,-0.3410177714082734,-2.040311410726781,-3.786045317631382,-0.17244787930191974,0.4528301886792453,0.644609200208168,53,-0.0074828313279924445,0.6115384615384616,12.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,cart,model,0.005,-0.09071287975884734,-0.30834884431085563,-2.9418031351197924,-3.62544376125965,-0.13121674133357553,0.38095238095238093,0.459134073683151,21,-0.0171205447012305,0.2423076923076923,2.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,cart,model,0.01,0.010726446306395632,0.042231571856173655,0.5089268719365181,0.47633252901572626,-0.045983406129142645,0.4166666666666667,1.1988735484323358,12,0.003903283278115973,0.13846153846153847,0.0,True,True,True
3d,PORTFOLIO_EQUAL_WEIGHT,cart,model,0.02,0.011076759872628239,0.04363274321905619,0.5262114338210234,0.48858913153914196,-0.045652747960985285,0.45454545454545453,1.2059720966152645,11,0.0043841571974286035,0.12692307692307692,0.0,True,True,True
3d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.0,-0.1512784104353534,-0.4705458545541459,-3.553542691771717,-4.946753306917468,-0.17329458946023035,0.38461538461538464,0.4233035361974542,39,-0.016031460343950123,0.45,8.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.005,-0.08960762191434868,-0.30508374702001395,-2.369595632749305,-3.4483570148256892,-0.11705660537742923,0.36666666666666664,0.5487949281034435,30,-0.011892046157009954,0.34615384615384615,6.0,False,False,False
3d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.01,-0.0473703936624843,-0.17150430033380737,-1.2865469726777785,-1.8903477099690171,-0.07609285986522663,0.38461538461538464,0.6953862463341802,26,-0.007004888350974305,0.3,2.0,False,True,False
3d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.02,-0.026176997544781422,-0.09772700854607697,-1.0104443625177981,-1.4309846096614263,-0.04215360721408545,0.3888888888888889,0.6588752725163675,18,-0.005976005556855574,0.2076923076923077,0.0,False,True,False
3d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.0,-0.0339024570290245,-0.12516231566399216,-0.7359456838524133,-1.3399007800098734,-0.06947580588846147,0.45714285714285713,0.8227773920830433,35,-0.0035825887989599245,0.40384615384615385,8.0,False,True,False
3d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.005,-0.022692706429954468,-0.08514662161593711,-0.71062287480044,-1.2100613856273856,-0.04996420051202466,0.391304347826087,0.7471664297059191,23,-0.0042025434947208715,0.2653846153846154,2.0,False,True,False
3d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.01,-0.007025462460330201,-0.026963130499605414,-0.20874199575379773,-0.3260089098178705,-0.0660431253954763,0.5294117647058824,0.957944365383063,17,-0.0008675236167128221,0.19615384615384615,2.0,False,True,False
3d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.02,-0.011353293240418005,-0.043302102905690365,-0.5790875980353805,-0.7553048568115263,-0.04183197461271737,0.4444444444444444,0.8343625933392033,9,-0.004278750794985458,0.10384615384615385,0.0,False,True,False
5d,PORTFOLIO_EQUAL_WEIGHT,buy_and_hold,benchmark,,-0.05973303976504418,-0.21241603344141236,-0.5978769939651716,-0.9391532568693348,-0.18445050433676013,0.25,0.1712077377116168,4,-0.06439273849571892,1.0,2.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,momentum_continuation,benchmark,0.0,-0.10033650871171662,-0.33629961689484733,-2.218333315446029,-3.3472757736865617,-0.1437692183757192,0.38235294117647056,0.47954108256082256,34,-0.012209965390061988,0.6538461538461539,10.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,momentum_continuation,benchmark,0.005,-0.16558137902412384,-0.5043081640771503,-3.791573877769609,-6.317860998993607,-0.1759122194477617,0.34375,0.28807560642007146,32,-0.022034314154367237,0.6153846153846154,14.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,momentum_continuation,benchmark,0.01,-0.13978437781907627,-0.4422011290949319,-3.438427132878242,-5.205421754907215,-0.14767502677340094,0.32,0.26442455597871406,25,-0.023524831527515753,0.4807692307692308,10.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,momentum_continuation,benchmark,0.02,-0.14352680057779132,-0.451550693248964,-3.5070508332984995,-4.998155812431343,-0.15292956399023294,0.3333333333333333,0.2803263740268678,24,-0.025077748839305147,0.46153846153846156,8.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,naive_flat_strategy,benchmark,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,cart,model,0.0,-0.14841309720309737,-0.4635823031315651,-3.5677358564159234,-4.193503348225312,-0.16543225684923124,0.25,0.33002144329470257,24,-0.024799463549900046,0.46153846153846156,8.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,cart,model,0.005,-0.08423108528094414,-0.28903722161840495,-2.6115910390001127,-3.7881449448686713,-0.09506503000737043,0.38461538461538464,0.4171379181033725,13,-0.02414972380380776,0.25,0.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,cart,model,0.01,-0.08423108528094414,-0.28903722161840495,-2.6115910390001127,-3.7881449448686713,-0.09506503000737043,0.38461538461538464,0.4171379181033725,13,-0.02414972380380776,0.25,0.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,cart,model,0.02,-0.09187385593063957,-0.3117662680069545,-4.097571594421237,-4.573386326236289,-0.09987884039395012,0.4,0.25554600302446245,10,-0.03484716377875343,0.19230769230769232,0.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.0,-0.10699655855423418,-0.3551460335359037,-2.1594115202590074,-2.7370673174773192,-0.1584136395855854,0.4583333333333333,0.4236341443275669,24,-0.018246929232941304,0.46153846153846156,6.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.005,-0.045360435720797176,-0.16470666021399294,-0.789791474839109,-1.0736089007140892,-0.1065558714114998,0.47619047619047616,0.676751024621826,21,-0.00860197355004871,0.40384615384615385,4.0,False,True,False
5d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.01,-0.07053175998627392,-0.24690838653451808,-1.5094783390165465,-1.8925343480541352,-0.12330737278721016,0.35294117647058826,0.48967884080247004,17,-0.016775477655656006,0.3269230769230769,2.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,lightgbm,model,0.02,-0.07597899064876135,-0.26387569694286006,-2.1197422903387886,-2.6384594073564,-0.11340497417476958,0.42857142857142855,0.3290165355263484,14,-0.021871161476529764,0.2692307692307692,2.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.0,-0.13424068245647636,-0.4281348116670294,-2.4648067048948663,-3.316063955105728,-0.19695749681678798,0.34615384615384615,0.3933868538710893,26,-0.020697621238071826,0.5,8.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.005,-0.12880939231530342,-0.4141001004827056,-2.82930792847112,-3.9026674121802842,-0.17510480189568478,0.3,0.3118483941308214,20,-0.025820498415484915,0.38461538461538464,4.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.01,-0.11190497177158121,-0.3687793344437328,-2.670303989546234,-3.7357402158735993,-0.15909868887030276,0.3333333333333333,0.38204353605897845,18,-0.02424108094917711,0.34615384615384615,6.0,False,False,False
5d,PORTFOLIO_EQUAL_WEIGHT,xgboost,model,0.02,-0.05253552172460829,-0.18878437282647786,-1.327606218030024,-1.8999116454225853,-0.12286697003943547,0.375,0.6579682147163943,16,-0.01134629213218815,0.3076923076923077,4.0,False,True,False
