symbol,asset_type,chunk_start,chunk_end,chunk_level,retry_attempt,package,package_version,provider,source,function_used,returned_rows,standardized_rows,returned_columns,first_timestamp,last_timestamp,success,exception_type,exception_message
GAS,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
GAS,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
GAS,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
GAS,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
GAS,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
GAS,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
GAS,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
GVR,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
GVR,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
GVR,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
GVR,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
GVR,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
GVR,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
GVR,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
GVR,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
HDB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
HDB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
HDB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
HDB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
HDB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
HDB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
HDB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
HDB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
HPG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
HPG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
HPG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
HPG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
HPG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
HPG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
HPG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
HPG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
LPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
LPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
LPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
LPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
LPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
LPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
LPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
LPB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
MBB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MBB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MBB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
MBB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
MBB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
MBB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MBB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
MBB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
MSN,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MSN,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MSN,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
MSN,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
MSN,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
MSN,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MSN,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
MSN,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
MWG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MWG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MWG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
MWG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
MWG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
MWG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
MWG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
MWG,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
PLX,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
PLX,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
PLX,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
PLX,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
PLX,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
PLX,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
PLX,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
PLX,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
SAB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SAB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SAB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
SAB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
SAB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
SAB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SAB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
SAB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
SHB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SHB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SHB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
SHB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Quote.history(interval=1H),0,0,,,,false,ValueError,"Lớp Quote chỉ nhận giá trị tham số source là kbs, vci, msn, dnse, binance, fmp, fmarket."
SHB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VCI,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,KeyError,'data'
SHB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,KBS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,TimeoutError,provider call exceeded 5.0 seconds
SHB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,VND,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: VND"
SHB,stock,2005-01-01,2005-01-07,required_start_probe,1,vnstock,3.5.0,vnstock,MAS,Vnstock.stock.quote.history(interval=1H),0,0,,,,false,ValueError,"Supported sources: KBS, VCI, MSN, FMP. Got: MAS"
