frequency,model,horizon,threshold,total_rows,evaluated_rows,coverage_ratio,filtered_accuracy,passed_60pct,coverage_floor_50pct_ok,coverage_floor_40pct_ok,coverage_floor_30pct_ok,coverage_floor_20pct_ok,selected_at_50pct_floor,selected_at_40pct_floor,selected_at_30pct_floor,selected_at_20pct_floor,ticker_count,top_ticker,top1_prediction_share,top3_prediction_share,ticker_concentration_warning
hourly,lightgbm,1,0.72,4580,2025,0.4421397379912664,0.5891358024691358,False,False,True,True,True,False,False,False,False,27,VPL,0.04839506172839506,0.14074074074074075,no
hourly,lightgbm,1,0.73,4580,1922,0.4196506550218341,0.5941727367325702,False,False,True,True,True,False,False,False,False,27,VHM,0.04890738813735692,0.14360041623309053,no
hourly,lightgbm,1,0.74,4580,1813,0.39585152838427945,0.6001103143960287,True,False,False,True,True,False,False,False,False,27,VHM,0.05019305019305019,0.14837286265857694,no
hourly,lightgbm,1,0.75,4580,1695,0.3700873362445415,0.6005899705014749,True,False,False,True,True,False,False,False,False,27,SSB,0.05191740412979351,0.15221238938053097,no
hourly,lightgbm,1,0.76,4580,1572,0.34323144104803494,0.6036895674300254,True,False,False,True,True,False,False,False,False,27,SSB,0.05407124681933842,0.16094147582697202,no
hourly,lightgbm,1,0.77,4580,1461,0.3189956331877729,0.6057494866529775,True,False,False,True,True,False,False,False,False,27,VPL,0.0568104038329911,0.16290212183436004,no
hourly,lightgbm,1,0.78,4580,1358,0.2965065502183406,0.6060382916053019,True,False,False,False,True,False,False,False,False,27,SSB,0.05891016200294551,0.16789396170839468,no
hourly,lightgbm,1,0.79,4580,1270,0.27729257641921395,0.6094488188976378,True,False,False,False,True,False,False,False,False,27,SSB,0.06141732283464567,0.17244094488188977,no
hourly,lightgbm,1,0.8,4580,1182,0.25807860262008736,0.6125211505922166,True,False,False,False,True,False,False,False,False,27,SSB,0.06429780033840947,0.1802030456852792,no
hourly,lightgbm,1,0.81,4580,1064,0.23231441048034934,0.618421052631579,True,False,False,False,True,False,False,False,False,27,SSB,0.06766917293233082,0.18703007518796994,no
hourly,lightgbm,1,0.82,4580,952,0.20786026200873362,0.6186974789915967,True,False,False,False,True,False,False,False,False,27,SSB,0.07247899159663866,0.19432773109243698,no
hourly,lightgbm,1,0.83,4580,861,0.18799126637554586,0.6225319396051103,True,False,False,False,False,False,False,False,False,27,SSB,0.08013937282229965,0.1997677119628339,no
hourly,lightgbm,1,0.84,4580,780,0.1703056768558952,0.6282051282051282,True,False,False,False,False,False,False,False,False,27,SSB,0.08461538461538462,0.20384615384615384,no
hourly,lightgbm,1,0.85,4580,696,0.15196506550218342,0.6364942528735632,True,False,False,False,False,False,False,False,False,27,SSB,0.08908045977011494,0.21408045977011494,no
hourly,lightgbm,1,0.86,4580,610,0.1331877729257642,0.6442622950819672,True,False,False,False,False,False,False,False,False,27,SSB,0.09344262295081968,0.22459016393442624,no
hourly,lightgbm,1,0.87,4580,538,0.11746724890829695,0.637546468401487,True,False,False,False,False,False,False,False,False,27,SSB,0.10037174721189591,0.2342007434944238,no
hourly,lightgbm,1,0.88,4580,457,0.09978165938864629,0.6520787746170679,True,False,False,False,False,False,False,False,False,27,SSB,0.11597374179431072,0.25164113785557984,no
hourly,lightgbm,1,0.89,4580,369,0.08056768558951966,0.6639566395663956,True,False,False,False,False,False,False,False,False,27,SSB,0.13550135501355012,0.27100271002710025,no
hourly,lightgbm,1,0.9,4580,304,0.06637554585152838,0.6776315789473685,True,False,False,False,False,False,False,False,False,27,SSB,0.14802631578947367,0.28289473684210525,no
hourly,lightgbm,4,0.5,4888,4888,1.0,0.5237315875613748,False,True,True,True,True,False,False,False,False,27,GAS,0.03887070376432079,0.1164075286415712,no
hourly,lightgbm,4,0.51,4888,4779,0.9777004909983633,0.5243774848294622,False,True,True,True,True,False,False,False,False,27,GAS,0.03975727139568948,0.1178070726093325,no
hourly,lightgbm,4,0.52,4888,4683,0.9580605564648118,0.5240230621396541,False,True,True,True,True,False,False,False,False,27,GAS,0.03929105274396754,0.11723254324151185,no
hourly,lightgbm,4,0.53,4888,4591,0.9392389525368249,0.5253757351339577,False,True,True,True,True,False,False,False,False,27,GAS,0.03964277935090394,0.11849270311478981,no
hourly,lightgbm,4,0.54,4888,4495,0.9195990180032734,0.528587319243604,False,True,True,True,True,False,False,False,False,27,VPL,0.040266963292547274,0.11968854282536151,no
hourly,lightgbm,4,0.55,4888,4406,0.9013911620294599,0.5274625510667272,False,True,True,True,True,False,False,False,False,27,VPL,0.041080344984112574,0.12119836586472992,no
hourly,lightgbm,4,0.56,4888,4307,0.8811374795417348,0.527281170188066,False,True,True,True,True,False,False,False,False,27,VPL,0.04202461109821221,0.1223589505456234,no
hourly,lightgbm,4,0.57,4888,4200,0.8592471358428805,0.5295238095238095,False,True,True,True,True,False,False,False,False,27,VPL,0.043095238095238096,0.12476190476190477,no
hourly,lightgbm,4,0.58,4888,4114,0.8416530278232406,0.5294117647058824,False,True,True,True,True,False,False,False,False,27,VPL,0.043753038405444825,0.1271268838113758,no
hourly,lightgbm,4,0.59,4888,4023,0.8230360065466449,0.5292070594084017,False,True,True,True,True,False,False,False,False,27,VPL,0.04449415858811832,0.1287596321153368,no
hourly,lightgbm,4,0.6,4888,3927,0.8033960720130933,0.5299210593328241,False,True,True,True,True,False,False,False,False,27,VPL,0.045327221797810034,0.1306340718105424,no
hourly,lightgbm,4,0.61,4888,3820,0.7815057283142389,0.5295811518324607,False,True,True,True,True,False,False,False,False,27,VPL,0.04659685863874346,0.13324607329842933,no
hourly,lightgbm,4,0.62,4888,3716,0.7602291325695582,0.528794402583423,False,True,True,True,True,False,False,False,False,27,VPL,0.047631862217438106,0.1353606027987083,no
hourly,lightgbm,4,0.63,4888,3607,0.7379296235679215,0.52703077349598,False,True,True,True,True,False,False,False,False,27,VPL,0.048794011644025505,0.1377876351538675,no
hourly,lightgbm,4,0.64,4888,3524,0.720949263502455,0.5278093076049943,False,True,True,True,True,False,False,False,False,27,VPL,0.04965947786606129,0.13961407491486946,no
hourly,lightgbm,4,0.65,4888,3438,0.703355155482815,0.5273414776032577,False,True,True,True,True,False,False,False,False,27,VPL,0.05090168702734148,0.14223385689354276,no
hourly,lightgbm,4,0.66,4888,3344,0.6841243862520459,0.52811004784689,False,True,True,True,True,False,False,False,False,27,VPL,0.05203349282296651,0.1450358851674641,no
hourly,lightgbm,4,0.67,4888,3245,0.6638707037643208,0.5294298921417565,False,True,True,True,True,False,False,False,False,27,VPL,0.05269645608628659,0.14699537750385208,no
hourly,lightgbm,4,0.68,4888,3156,0.6456628477905073,0.5304182509505704,False,True,True,True,True,False,False,False,False,27,VPL,0.053865652724968315,0.15019011406844107,no
hourly,lightgbm,4,0.69,4888,3058,0.6256137479541735,0.5317200784826684,False,True,True,True,True,False,False,False,False,27,VPL,0.05493786788750817,0.1527141922825376,no
hourly,lightgbm,4,0.7,4888,2970,0.6076104746317512,0.5326599326599326,False,True,True,True,True,False,False,False,False,27,VPL,0.056228956228956226,0.1558922558922559,no
hourly,lightgbm,4,0.71,4888,2867,0.5865384615384616,0.5329612835716777,False,True,True,True,True,False,False,False,False,27,VPL,0.05755144750610394,0.15835367980467388,no
hourly,lightgbm,4,0.72,4888,2778,0.5683306055646481,0.5367170626349892,False,True,True,True,True,False,False,False,False,27,VPL,0.058315334773218146,0.16162706983441325,no
hourly,lightgbm,4,0.73,4888,2676,0.5474631751227496,0.5411061285500748,False,True,True,True,True,False,False,False,False,27,VPL,0.05941704035874439,0.16442451420029897,no
hourly,lightgbm,4,0.74,4888,2588,0.5294599018003273,0.5397990726429676,False,True,True,True,True,False,False,False,False,27,VPL,0.06143740340030912,0.1688562596599691,no
hourly,lightgbm,4,0.75,4888,2481,0.507569558101473,0.5376864167674325,False,True,True,True,True,False,False,False,False,27,VPL,0.06247480854494156,0.1717049576783555,no
hourly,lightgbm,4,0.76,4888,2368,0.4844517184942717,0.5358952702702703,False,False,True,True,True,False,False,False,False,27,VPL,0.06418918918918919,0.17567567567567569,no
hourly,lightgbm,4,0.77,4888,2267,0.46378887070376434,0.5355094838994265,False,False,True,True,True,False,False,False,False,27,VPL,0.06528451698279665,0.17909131010145568,no
hourly,lightgbm,4,0.78,4888,2160,0.44189852700491,0.5291666666666667,False,False,True,True,True,False,False,False,False,27,VPL,0.06759259259259259,0.18472222222222223,no
hourly,lightgbm,4,0.79,4888,2043,0.41796235679214405,0.5335291238374938,False,False,True,True,True,False,False,False,False,27,VPL,0.07048458149779736,0.18795888399412627,no
hourly,lightgbm,4,0.8,4888,1944,0.397708674304419,0.5324074074074074,False,False,False,True,True,False,False,False,False,27,VPL,0.0720164609053498,0.19290123456790123,no
hourly,lightgbm,4,0.81,4888,1857,0.3799099836333879,0.5347334410339257,False,False,False,True,True,False,False,False,False,27,VPL,0.07485191168551426,0.19978459881529348,no
hourly,lightgbm,4,0.82,4888,1742,0.35638297872340424,0.5338691159586682,False,False,False,True,True,False,False,False,False,27,VPL,0.07634902411021814,0.2026406429391504,no
hourly,lightgbm,4,0.83,4888,1640,0.3355155482815057,0.5347560975609756,False,False,False,True,True,False,False,False,False,27,VPL,0.08048780487804878,0.2097560975609756,no
hourly,lightgbm,4,0.84,4888,1558,0.31873977086743044,0.5353016688061617,False,False,False,True,True,False,False,False,False,27,VPL,0.08279845956354301,0.21630295250320924,no
hourly,lightgbm,4,0.85,4888,1427,0.2919394435351882,0.5346881569726699,False,False,False,False,True,False,False,False,False,27,VPL,0.0889978976874562,0.22845129642606868,no
hourly,lightgbm,4,0.86,4888,1323,0.27066284779050737,0.5313681027966742,False,False,False,False,True,False,False,False,False,27,VPL,0.0944822373393802,0.2418745275888133,no
hourly,lightgbm,4,0.87,4888,1214,0.2483633387888707,0.5313014827018122,False,False,False,False,True,False,False,False,False,27,VPL,0.1013179571663921,0.25123558484349257,no
hourly,lightgbm,4,0.88,4888,1095,0.2240180032733224,0.5260273972602739,False,False,False,False,True,False,False,False,False,27,VPL,0.1095890410958904,0.2684931506849315,no
hourly,lightgbm,4,0.89,4888,994,0.20335515548281505,0.5311871227364185,False,False,False,False,True,False,False,False,False,27,VPL,0.11871227364185111,0.28672032193158953,no
hourly,lightgbm,4,0.9,4888,863,0.17655482815057283,0.526071842410197,False,False,False,False,False,False,False,False,False,27,VPL,0.1332560834298957,0.3186558516801854,no
hourly,lightgbm,8,0.5,4879,4879,1.0,0.5105554416888707,False,True,True,True,True,False,False,False,False,27,GVR,0.03812256609961057,0.11436769829883173,no
hourly,lightgbm,8,0.51,4879,4820,0.9879073580651773,0.5107883817427386,False,True,True,True,True,False,False,False,False,27,VRE,0.03858921161825726,0.11535269709543569,no
hourly,lightgbm,8,0.52,4879,4757,0.9749948759991801,0.511877233550557,False,True,True,True,True,False,False,False,False,27,VRE,0.03910027328147993,0.11688038679840236,no
hourly,lightgbm,8,0.53,4879,4687,0.9606476737036278,0.5103477704288457,False,True,True,True,True,False,False,False,False,27,VPL,0.03968423298485172,0.11841263068060594,no
hourly,lightgbm,8,0.54,4879,4632,0.9493748718999795,0.5105785837651122,False,True,True,True,True,False,False,False,False,27,VRE,0.039939550949913645,0.1196027633851468,no
hourly,lightgbm,8,0.55,4879,4550,0.9325681492109039,0.5098901098901099,False,True,True,True,True,False,False,False,False,27,VRE,0.04065934065934066,0.12175824175824176,no
hourly,lightgbm,8,0.56,4879,4477,0.9176060668169707,0.5110565110565111,False,True,True,True,True,False,False,False,False,27,VPL,0.04132231404958678,0.12352021442930534,no
hourly,lightgbm,8,0.57,4879,4412,0.9042836646853863,0.5104261106074343,False,True,True,True,True,False,False,False,False,27,GAS,0.04170444242973708,0.12466001813236627,no
hourly,lightgbm,8,0.58,4879,4336,0.8887067021930724,0.511070110701107,False,True,True,True,True,False,False,False,False,27,GAS,0.04220479704797048,0.1261531365313653,no
hourly,lightgbm,8,0.59,4879,4262,0.8735396597663455,0.5096198967620835,False,True,True,True,True,False,False,False,False,27,GAS,0.04293758798686063,0.12834350070389489,no
hourly,lightgbm,8,0.6,4879,4188,0.8583726173396188,0.5109837631327603,False,True,True,True,True,False,False,False,False,27,GAS,0.04369627507163324,0.1303724928366762,no
hourly,lightgbm,8,0.61,4879,4119,0.84423037507686,0.5103180383588249,False,True,True,True,True,False,False,False,False,27,GAS,0.04442825928623452,0.13182811361981064,no
hourly,lightgbm,8,0.62,4879,4039,0.8278335724533716,0.5102748205001237,False,True,True,True,True,False,False,False,False,27,GAS,0.04530824461500371,0.13443921762812577,no
hourly,lightgbm,8,0.63,4879,3970,0.8136913301906128,0.5100755667506297,False,True,True,True,True,False,False,False,False,27,GAS,0.04559193954659949,0.136272040302267,no
hourly,lightgbm,8,0.64,4879,3907,0.8007788481246157,0.5121576657281802,False,True,True,True,True,False,False,False,False,27,GAS,0.04632710519580241,0.137445610442795,no
hourly,lightgbm,8,0.65,4879,3830,0.7849969255995081,0.5125326370757181,False,True,True,True,True,False,False,False,False,27,GAS,0.04725848563968668,0.1391644908616188,no
hourly,lightgbm,8,0.66,4879,3748,0.7681902029104325,0.5130736392742796,False,True,True,True,True,False,False,False,False,27,GAS,0.048025613660619,0.14194236926360726,no
hourly,lightgbm,8,0.67,4879,3666,0.7513834802213568,0.5128205128205128,False,True,True,True,True,False,False,False,False,27,GAS,0.049099836333878884,0.14402618657937807,no
hourly,lightgbm,8,0.68,4879,3589,0.7356015576962492,0.5154639175257731,False,True,True,True,True,False,False,False,False,27,GAS,0.05015324602953469,0.14628030091947616,no
hourly,lightgbm,8,0.69,4879,3506,0.71858987497438,0.5171135196805476,False,True,True,True,True,False,False,False,False,27,GAS,0.0513405590416429,0.1497432972047918,no
hourly,lightgbm,8,0.7,4879,3432,0.7034228325476533,0.5171911421911422,False,True,True,True,True,False,False,False,False,27,GAS,0.05244755244755245,0.15297202797202797,no
hourly,lightgbm,8,0.71,4879,3354,0.687435949989752,0.5155038759689923,False,True,True,True,True,False,False,False,False,27,GAS,0.05336911150864639,0.15533691115086465,no
hourly,lightgbm,8,0.72,4879,3269,0.6700143472022956,0.5182012847965739,False,True,True,True,True,False,False,False,False,27,GAS,0.05414499847048027,0.15784643621902722,no
hourly,lightgbm,8,0.73,4879,3186,0.6530026644804263,0.5185185185185185,False,True,True,True,True,False,False,False,False,27,GAS,0.05555555555555555,0.16038920276208413,no
hourly,lightgbm,8,0.74,4879,3098,0.6349661815945891,0.5174306003873467,False,True,True,True,True,False,False,False,False,27,GAS,0.057133634602969656,0.1642995480955455,no
hourly,lightgbm,8,0.75,4879,3037,0.6224636195941792,0.515311162331248,False,True,True,True,True,False,False,False,False,27,GAS,0.05828119855120185,0.16628251564043464,no
hourly,lightgbm,8,0.76,4879,2957,0.6060668169706908,0.5136963138315861,False,True,True,True,True,False,False,False,False,27,GAS,0.05985796415285763,0.1697666553939804,no
hourly,lightgbm,8,0.77,4879,2858,0.5857757737241238,0.5125962211336599,False,True,True,True,True,False,False,False,False,27,GAS,0.0615815255423373,0.17249825052484255,no
hourly,lightgbm,8,0.78,4879,2777,0.5691740110678418,0.5127835794022326,False,True,True,True,True,False,False,False,False,27,GAS,0.06337774576881527,0.17680950666186532,no
hourly,lightgbm,8,0.79,4879,2691,0.5515474482475917,0.5117056856187291,False,True,True,True,True,False,False,False,False,27,GAS,0.06540319583797845,0.1806020066889632,no
hourly,lightgbm,8,0.8,4879,2597,0.5322812051649928,0.5113592606854063,False,True,True,True,True,False,False,False,False,27,GAS,0.06777050442818637,0.18521370812475935,no
hourly,lightgbm,8,0.81,4879,2517,0.5158844025415044,0.511720301946762,False,True,True,True,True,False,False,False,False,27,GAS,0.06912991656734208,0.18792212951926898,no
hourly,lightgbm,8,0.82,4879,2419,0.4957983193277311,0.5130219098801158,False,False,True,True,True,False,False,False,False,27,GAS,0.07069036792062836,0.19222819346837536,no
hourly,lightgbm,8,0.83,4879,2317,0.4748923959827834,0.5170479067760034,False,False,True,True,True,False,False,False,False,27,GAS,0.07250755287009064,0.19723780750971084,no
hourly,lightgbm,8,0.84,4879,2218,0.45460135273621644,0.5175834084761046,False,False,True,True,True,False,False,False,False,27,GAS,0.07484220018034266,0.2024346257889991,no
hourly,lightgbm,8,0.85,4879,2106,0.43164582906333265,0.5185185185185185,False,False,True,True,True,False,False,False,False,27,GAS,0.07692307692307693,0.20987654320987653,no
hourly,lightgbm,8,0.86,4879,1982,0.4062307849969256,0.513622603430878,False,False,True,True,True,False,False,False,False,27,GAS,0.08123107971745712,0.2199798183652876,no
hourly,lightgbm,8,0.87,4879,1870,0.3832752613240418,0.5133689839572193,False,False,False,True,True,False,False,False,False,27,GAS,0.0855614973262032,0.22941176470588234,no
hourly,lightgbm,8,0.88,4879,1753,0.35929493748719,0.5151169423844837,False,False,False,True,True,False,False,False,False,27,GAS,0.0901312036508842,0.23844837421563034,no
hourly,lightgbm,8,0.89,4879,1624,0.3328550932568149,0.5184729064039408,False,False,False,True,True,False,False,False,False,27,GAS,0.09482758620689655,0.25,no
hourly,lightgbm,8,0.9,4879,1489,0.3051854888296782,0.5151108126259234,False,False,False,True,True,False,False,False,False,27,GAS,0.09939556749496306,0.26326393552719946,no
hourly,lightgbm,20,0.5,4592,4592,1.0,0.4758275261324042,False,True,True,True,True,False,False,False,False,27,VIC,0.038109756097560975,0.11389372822299651,no
hourly,lightgbm,20,0.51,4592,4565,0.9941202090592335,0.4751369112814896,False,True,True,True,True,False,False,False,False,27,VPB,0.03811610076670317,0.11391018619934283,no
hourly,lightgbm,20,0.52,4592,4528,0.9860627177700348,0.4739399293286219,False,True,True,True,True,False,False,False,False,27,VPB,0.03820671378091873,0.11462014134275618,no
hourly,lightgbm,20,0.53,4592,4493,0.9784407665505227,0.47384820832405966,False,True,True,True,True,False,False,False,False,27,PLX,0.038504340084576004,0.11529045181393278,no
hourly,lightgbm,20,0.54,4592,4459,0.9710365853658537,0.47432159677057634,False,True,True,True,True,False,False,False,False,27,VPL,0.038797936757120434,0.11594527921058534,no
hourly,lightgbm,20,0.55,4592,4416,0.9616724738675958,0.4746376811594203,False,True,True,True,True,False,False,False,False,27,VPL,0.03917572463768116,0.11707427536231885,no
hourly,lightgbm,20,0.56,4592,4381,0.9540505226480837,0.47340789774024195,False,True,True,True,True,False,False,False,False,27,VPL,0.03926044282127368,0.1173248116868295,no
hourly,lightgbm,20,0.57,4592,4350,0.9472996515679443,0.4728735632183908,False,True,True,True,True,False,False,False,False,27,VPL,0.03954022988505747,0.11793103448275861,no
hourly,lightgbm,20,0.58,4592,4321,0.9409843205574913,0.47257579264059246,False,True,True,True,True,False,False,False,False,27,VPL,0.039805600555426986,0.11849109002545707,no
hourly,lightgbm,20,0.59,4592,4290,0.9342334494773519,0.4722610722610723,False,True,True,True,True,False,False,False,False,27,VPL,0.04009324009324009,0.11934731934731935,no
hourly,lightgbm,20,0.6,4592,4263,0.9283536585365854,0.4722026741731175,False,True,True,True,True,False,False,False,False,27,VPL,0.04034717335209946,0.11986863711001643,no
hourly,lightgbm,20,0.61,4592,4214,0.9176829268292683,0.47223540579022305,False,True,True,True,True,False,False,False,False,27,SAB,0.04057902230659706,0.12102515424774561,no
hourly,lightgbm,20,0.62,4592,4183,0.9109320557491289,0.4731054267272293,False,True,True,True,True,False,False,False,False,27,SAB,0.04087975137461152,0.1216830026296916,no
hourly,lightgbm,20,0.63,4592,4142,0.9020034843205574,0.47271849348140993,False,True,True,True,True,False,False,False,False,27,SAB,0.04128440366972477,0.12264606470304201,no
hourly,lightgbm,20,0.64,4592,4104,0.8937282229965157,0.47368421052631576,False,True,True,True,True,False,False,False,False,27,SAB,0.041666666666666664,0.12353801169590643,no
hourly,lightgbm,20,0.65,4592,4070,0.8863240418118467,0.4734643734643735,False,True,True,True,True,False,False,False,False,27,SAB,0.042014742014742014,0.12432432432432433,no
hourly,lightgbm,20,0.66,4592,4044,0.8806620209059234,0.4725519287833828,False,True,True,True,True,False,False,False,False,27,SAB,0.04228486646884273,0.1251236399604352,no
hourly,lightgbm,20,0.67,4592,4010,0.8732578397212544,0.47206982543640896,False,True,True,True,True,False,False,False,False,27,SAB,0.04239401496259352,0.1259351620947631,no
hourly,lightgbm,20,0.68,4592,3960,0.8623693379790941,0.47095959595959597,False,True,True,True,True,False,False,False,False,27,SAB,0.04292929292929293,0.12727272727272726,no
hourly,lightgbm,20,0.69,4592,3918,0.8532229965156795,0.47090352220520676,False,True,True,True,True,False,False,False,False,27,SAB,0.043389484430832057,0.12863705972434916,no
hourly,lightgbm,20,0.7,4592,3877,0.8442944250871081,0.4702089244261027,False,True,True,True,True,False,False,False,False,27,SAB,0.043848336342532886,0.1297394892958473,no
hourly,lightgbm,20,0.71,4592,3824,0.8327526132404182,0.4699267782426778,False,True,True,True,True,False,False,False,False,27,SAB,0.04419456066945607,0.1307531380753138,no
hourly,lightgbm,20,0.72,4592,3779,0.8229529616724739,0.4691717385551733,False,True,True,True,True,False,False,False,False,27,SAB,0.04445620534532945,0.13098703360677427,no
hourly,lightgbm,20,0.73,4592,3722,0.8105400696864111,0.4674905964535196,False,True,True,True,True,False,False,False,False,27,SAB,0.045137023105857065,0.13299301450832884,no
hourly,lightgbm,20,0.74,4592,3673,0.7998693379790941,0.46664851619929215,False,True,True,True,True,False,False,False,False,27,SAB,0.04573917778382793,0.13422270623468555,no
hourly,lightgbm,20,0.75,4592,3623,0.7889808362369338,0.4648081700248413,False,True,True,True,True,False,False,False,False,27,SAB,0.046370411261385594,0.13552304719845432,no
hourly,lightgbm,20,0.76,4592,3574,0.7783101045296167,0.46334639059876886,False,True,True,True,True,False,False,False,False,27,SAB,0.047006155567991044,0.1373810856183548,no
hourly,lightgbm,20,0.77,4592,3529,0.7685104529616724,0.4618872201756872,False,True,True,True,True,False,False,False,False,27,SAB,0.047605553981297816,0.1391328988381978,no
hourly,lightgbm,20,0.78,4592,3473,0.756315331010453,0.4589691909012381,False,True,True,True,True,False,False,False,False,27,SAB,0.048085228908724444,0.1408004606968039,no
hourly,lightgbm,20,0.79,4592,3417,0.7441202090592335,0.45829675153643545,False,True,True,True,True,False,False,False,False,27,SAB,0.0488732806555458,0.14252268071407667,no
hourly,lightgbm,20,0.8,4592,3368,0.7334494773519163,0.457541567695962,False,True,True,True,True,False,False,False,False,27,SAB,0.049584323040380046,0.14459619952494063,no
hourly,lightgbm,20,0.81,4592,3299,0.7184233449477352,0.45771445892694756,False,True,True,True,True,False,False,False,False,27,SAB,0.05062140042437102,0.14640800242497726,no
hourly,lightgbm,20,0.82,4592,3250,0.7077526132404182,0.4566153846153846,False,True,True,True,True,False,False,False,False,27,SAB,0.051076923076923075,0.148,no
hourly,lightgbm,20,0.83,4592,3191,0.694904181184669,0.4553431526167346,False,True,True,True,True,False,False,False,False,27,SAB,0.05202130993418991,0.14979630209965528,no
hourly,lightgbm,20,0.84,4592,3137,0.6831445993031359,0.452661778769525,False,True,True,True,True,False,False,False,False,27,SAB,0.05259802358941664,0.1507810009563277,no
hourly,lightgbm,20,0.85,4592,3081,0.6709494773519163,0.4524505030834145,False,True,True,True,True,False,False,False,False,27,SAB,0.05322947095098994,0.1525478740668614,no
hourly,lightgbm,20,0.86,4592,2989,0.6509146341463414,0.4496487119437939,False,True,True,True,True,False,False,False,False,27,SAB,0.054533288725326194,0.1562395449983272,no
hourly,lightgbm,20,0.87,4592,2915,0.6347996515679443,0.4480274442538594,False,True,True,True,True,False,False,False,False,27,SAB,0.05591766723842195,0.15917667238421956,no
hourly,lightgbm,20,0.88,4592,2821,0.614329268292683,0.4470046082949309,False,True,True,True,True,False,False,False,False,27,SAB,0.05742644452321872,0.16270825948245304,no
