fold_id,fold_number,entity_name,selection_family,candidate_label,model_name,horizon,ranking_method,return_threshold,probability_threshold,selection_reason,observations,average_actual_return,profit_label_hit_rate,top_3_avg_return,top_3_profit_rate,regime,status,fallback_used
fold_005,5,fixed_best_combined_method,baseline,xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,20d,combined_weighted_linear_gated,0.0,0.5,Fixed best combined-method family chosen from prior folds.,144.0,-0.0120639391415759,0.2777777777777778,-0.0137271308152372,0.2685185185185185,,,
fold_002,2,simple_regime_lookup,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,"fallback_global used because bull had insufficient history (1 prior folds, 66 samples); selected xgboost+20d+predicted_return from 1 prior folds",,,,,,bull,selected,True
fold_002,2,simple_regime_lookup,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,"fallback_global used because sideway had insufficient history (1 prior folds, 69 samples); selected xgboost+20d+predicted_return from 1 prior folds",,,,,,sideway,selected,True
fold_002,2,regime_weighted_rank,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,"fallback_global used because bull had insufficient history (1 prior folds, 66 samples); selected xgboost+20d+predicted_return from 1 prior folds",,,,,,bull,selected,True
fold_002,2,regime_weighted_rank,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,"fallback_global used because sideway had insufficient history (1 prior folds, 69 samples); selected xgboost+20d+predicted_return from 1 prior folds",,,,,,sideway,selected,True
fold_002,2,fallback_global,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,fallback_global selected xgboost+20d+predicted_return from 1 prior folds and 111 samples,,,,,,bull,selected,False
fold_002,2,fallback_global,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,fallback_global selected xgboost+20d+predicted_return from 1 prior folds and 111 samples,,,,,,sideway,selected,False
fold_003,3,simple_regime_lookup,selector,lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,,,,,,bull,selected,False
fold_003,3,simple_regime_lookup,selector,xgboost+20d+combined_rank_based,xgboost,20d,combined_rank_based,,,selected xgboost+20d+combined_rank_based because it ranked highest in sideway using 2 prior folds and 60 samples,,,,,,sideway,selected,False
fold_003,3,regime_weighted_rank,selector,lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 2 prior folds and 132 samples,,,,,,bull,selected,False
fold_003,3,regime_weighted_rank,selector,xgboost+20d+combined_rank_based,xgboost,20d,combined_rank_based,,,selected xgboost+20d+combined_rank_based because it ranked highest in sideway using 2 prior folds and 60 samples,,,,,,sideway,selected,False
fold_003,3,fallback_global,selector,xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,20d,combined_weighted_linear_gated,0.0,0.5,fallback_global selected xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50 from 2 prior folds and 210 samples,,,,,,bull,selected,False
fold_003,3,fallback_global,selector,xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,20d,combined_weighted_linear_gated,0.0,0.5,fallback_global selected xgboost+20d+combined_weighted_linear_gated+rt=0.000+pt=0.50 from 2 prior folds and 210 samples,,,,,,sideway,selected,False
fold_004,4,simple_regime_lookup,selector,lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 3 prior folds and 144 samples,,,,,,bull,selected,False
fold_004,4,simple_regime_lookup,selector,xgboost+5d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,5d,combined_weighted_linear_gated,0.0,0.5,"fallback_global used because bear had insufficient history (1 prior folds, 18 samples); selected xgboost+5d+combined_weighted_linear_gated+rt=0.000+pt=0.50 from 3 prior folds",,,,,,bear,selected,True
fold_004,4,simple_regime_lookup,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,selected xgboost+20d+predicted_return because it ranked highest in sideway using 3 prior folds and 135 samples,,,,,,sideway,selected,False
fold_004,4,regime_weighted_rank,selector,lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 3 prior folds and 144 samples,,,,,,bull,selected,False
fold_004,4,regime_weighted_rank,selector,xgboost+5d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,5d,combined_weighted_linear_gated,0.0,0.5,"fallback_global used because bear had insufficient history (1 prior folds, 18 samples); selected xgboost+5d+combined_weighted_linear_gated+rt=0.000+pt=0.50 from 3 prior folds",,,,,,bear,selected,True
fold_004,4,regime_weighted_rank,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,selected xgboost+20d+predicted_return because it ranked highest in sideway using 3 prior folds and 135 samples,,,,,,sideway,selected,False
fold_004,4,fallback_global,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,fallback_global selected xgboost+20d+predicted_return from 3 prior folds and 348 samples,,,,,,bull,selected,False
fold_004,4,fallback_global,selector,xgboost+5d+combined_weighted_linear_gated+rt=0.000+pt=0.50,xgboost,5d,combined_weighted_linear_gated,0.0,0.5,fallback_global selected xgboost+5d+combined_weighted_linear_gated+rt=0.000+pt=0.50 from 3 prior folds and 172 samples,,,,,,bear,selected,False
fold_004,4,fallback_global,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,fallback_global selected xgboost+20d+predicted_return from 3 prior folds and 348 samples,,,,,,sideway,selected,False
fold_005,5,simple_regime_lookup,selector,lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,,,,,,bull,selected,False
fold_005,5,simple_regime_lookup,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,selected xgboost+20d+predicted_return because it ranked highest in sideway using 4 prior folds and 237 samples,,,,,,sideway,selected,False
fold_005,5,regime_weighted_rank,selector,lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65,lightgbm,20d,combined_weighted_linear_gated,0.0,0.65,selected lightgbm+20d+combined_weighted_linear_gated+rt=0.000+pt=0.65 because it ranked highest in bull using 4 prior folds and 156 samples,,,,,,bull,selected,False
fold_005,5,regime_weighted_rank,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,selected xgboost+20d+predicted_return because it ranked highest in sideway using 4 prior folds and 237 samples,,,,,,sideway,selected,False
fold_005,5,fallback_global,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,fallback_global selected xgboost+20d+predicted_return from 4 prior folds and 480 samples,,,,,,bull,selected,False
fold_005,5,fallback_global,selector,xgboost+20d+predicted_return,xgboost,20d,predicted_return,,,fallback_global selected xgboost+20d+predicted_return from 4 prior folds and 480 samples,,,,,,sideway,selected,False
