index_code,chunk_start,chunk_end,granularity,provider,source,success,rows,exception_type,exception_message
VNINDEX,2021-12-31,2021-12-31,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-31,2021-12-31,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-31,2021-12-31,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c208d0 state=finished raised ConnectionError>]
VNINDEX,2021-12-31,2021-12-31,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c222d0 state=finished raised ValueError>]
VNINDEX,2021-12-31,2021-12-31,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c23450 state=finished raised ValueError>]
VNINDEX,2021-12-30,2021-12-30,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-30,2021-12-30,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-30,2021-12-30,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7dbd0 state=finished raised ValueError>]
VNINDEX,2021-12-30,2021-12-30,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7d3d0 state=finished raised ValueError>]
VNINDEX,2021-12-30,2021-12-30,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7f4d0 state=finished raised ValueError>]
VNINDEX,2021-12-29,2021-12-29,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-29,2021-12-29,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-29,2021-12-29,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c225d0 state=finished raised ValueError>]
VNINDEX,2021-12-29,2021-12-29,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c30850 state=finished raised ValueError>]
VNINDEX,2021-12-29,2021-12-29,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b1e650 state=finished raised ValueError>]
VNINDEX,2021-12-28,2021-12-28,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-28,2021-12-28,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-28,2021-12-28,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c21250 state=finished raised ValueError>]
VNINDEX,2021-12-28,2021-12-28,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c23350 state=finished raised ValueError>]
VNINDEX,2021-12-28,2021-12-28,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c236d0 state=finished raised ValueError>]
VNINDEX,2021-12-27,2021-12-27,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-27,2021-12-27,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-27,2021-12-27,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7d450 state=finished raised ValueError>]
VNINDEX,2021-12-27,2021-12-27,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b988d0 state=finished raised ValueError>]
VNINDEX,2021-12-27,2021-12-27,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9ad50 state=finished raised ValueError>]
VNINDEX,2021-12-22,2021-12-26,5day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-22,2021-12-26,5day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-22,2021-12-26,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7e550 state=finished raised ValueError>]
VNINDEX,2021-12-22,2021-12-26,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7d350 state=finished raised ValueError>]
VNINDEX,2021-12-22,2021-12-26,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7f1d0 state=finished raised ValueError>]
VNINDEX,2021-12-26,2021-12-26,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-26,2021-12-26,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-26,2021-12-26,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c233d0 state=finished raised ConnectionError>]
VNINDEX,2021-12-26,2021-12-26,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c23c50 state=finished raised ValueError>]
VNINDEX,2021-12-26,2021-12-26,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c32dd0 state=finished raised ValueError>]
VNINDEX,2021-12-25,2021-12-25,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-25,2021-12-25,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-25,2021-12-25,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9a550 state=finished raised ValueError>]
VNINDEX,2021-12-25,2021-12-25,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7ee50 state=finished raised ValueError>]
VNINDEX,2021-12-25,2021-12-25,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7d950 state=finished raised ValueError>]
VNINDEX,2021-12-24,2021-12-24,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-24,2021-12-24,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-24,2021-12-24,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c20450 state=finished raised ConnectionError>]
VNINDEX,2021-12-24,2021-12-24,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c30cd0 state=finished raised ValueError>]
VNINDEX,2021-12-24,2021-12-24,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b1e850 state=finished raised ValueError>]
VNINDEX,2021-12-23,2021-12-23,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-23,2021-12-23,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-23,2021-12-23,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9b6d0 state=finished raised ValueError>]
VNINDEX,2021-12-23,2021-12-23,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b9b150 state=finished raised ValueError>]
VNINDEX,2021-12-23,2021-12-23,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9b4d0 state=finished raised ValueError>]
VNINDEX,2021-12-22,2021-12-22,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-22,2021-12-22,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-22,2021-12-22,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7fed0 state=finished raised ValueError>]
VNINDEX,2021-12-22,2021-12-22,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c22f50 state=finished raised ValueError>]
VNINDEX,2021-12-22,2021-12-22,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c201d0 state=finished raised ValueError>]
VNINDEX,2021-12-17,2021-12-21,5day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-17,2021-12-21,5day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-17,2021-12-21,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c22350 state=finished raised ValueError>]
VNINDEX,2021-12-17,2021-12-21,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c23c50 state=finished raised ValueError>]
VNINDEX,2021-12-17,2021-12-21,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7f3d0 state=finished raised ValueError>]
VNINDEX,2021-12-21,2021-12-21,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-21,2021-12-21,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-21,2021-12-21,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7dbd0 state=finished raised ValueError>]
VNINDEX,2021-12-21,2021-12-21,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7fed0 state=finished raised ValueError>]
VNINDEX,2021-12-21,2021-12-21,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7d7d0 state=finished raised ValueError>]
VNINDEX,2021-12-20,2021-12-20,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-20,2021-12-20,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-20,2021-12-20,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7f1d0 state=finished raised ValueError>]
VNINDEX,2021-12-20,2021-12-20,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7e150 state=finished raised ValueError>]
VNINDEX,2021-12-20,2021-12-20,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7e250 state=finished raised ValueError>]
VNINDEX,2021-12-19,2021-12-19,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-19,2021-12-19,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-19,2021-12-19,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9b1d0 state=finished raised ConnectionError>]
VNINDEX,2021-12-19,2021-12-19,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c22d50 state=finished raised ValueError>]
VNINDEX,2021-12-19,2021-12-19,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7f1d0 state=finished raised ValueError>]
VNINDEX,2021-12-18,2021-12-18,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-18,2021-12-18,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-18,2021-12-18,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b99250 state=finished raised ValueError>]
VNINDEX,2021-12-18,2021-12-18,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7f250 state=finished raised ValueError>]
VNINDEX,2021-12-18,2021-12-18,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7f750 state=finished raised ValueError>]
VNINDEX,2021-12-17,2021-12-17,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-17,2021-12-17,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-17,2021-12-17,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c304d0 state=finished raised ConnectionError>]
VNINDEX,2021-12-17,2021-12-17,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c21f50 state=finished raised ValueError>]
VNINDEX,2021-12-17,2021-12-17,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c237d0 state=finished raised ValueError>]
VNINDEX,2021-12-12,2021-12-16,5day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-12,2021-12-16,5day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-12,2021-12-16,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7e5d0 state=finished raised ConnectionError>]
VNINDEX,2021-12-12,2021-12-16,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c22050 state=finished raised ValueError>]
VNINDEX,2021-12-12,2021-12-16,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b981d0 state=finished raised ValueError>]
VNINDEX,2021-12-16,2021-12-16,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-16,2021-12-16,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-16,2021-12-16,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c31150 state=finished raised ValueError>]
VNINDEX,2021-12-16,2021-12-16,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c30250 state=finished raised ValueError>]
VNINDEX,2021-12-16,2021-12-16,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c32450 state=finished raised ValueError>]
VNINDEX,2021-12-15,2021-12-15,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-15,2021-12-15,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-15,2021-12-15,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c32350 state=finished raised ValueError>]
VNINDEX,2021-12-15,2021-12-15,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c229d0 state=finished raised ValueError>]
VNINDEX,2021-12-15,2021-12-15,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c22b50 state=finished raised ValueError>]
VNINDEX,2021-12-14,2021-12-14,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-14,2021-12-14,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-14,2021-12-14,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7d450 state=finished raised ValueError>]
VNINDEX,2021-12-14,2021-12-14,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b9b350 state=finished raised ValueError>]
VNINDEX,2021-12-14,2021-12-14,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b982d0 state=finished raised ValueError>]
VNINDEX,2021-12-13,2021-12-13,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-13,2021-12-13,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-13,2021-12-13,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c32250 state=finished raised ValueError>]
VNINDEX,2021-12-13,2021-12-13,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c324d0 state=finished raised ValueError>]
VNINDEX,2021-12-13,2021-12-13,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c32750 state=finished raised ValueError>]
VNINDEX,2021-12-12,2021-12-12,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-12,2021-12-12,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-12,2021-12-12,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b1d450 state=finished raised ConnectionError>]
VNINDEX,2021-12-12,2021-12-12,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7dad0 state=finished raised ValueError>]
VNINDEX,2021-12-12,2021-12-12,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7e150 state=finished raised ValueError>]
VNINDEX,2021-12-07,2021-12-11,5day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-07,2021-12-11,5day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-07,2021-12-11,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c30550 state=finished raised ValueError>]
VNINDEX,2021-12-07,2021-12-11,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c31c50 state=finished raised ValueError>]
VNINDEX,2021-12-07,2021-12-11,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c31450 state=finished raised ValueError>]
VNINDEX,2021-12-11,2021-12-11,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-11,2021-12-11,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-11,2021-12-11,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c21550 state=finished raised ValueError>]
VNINDEX,2021-12-11,2021-12-11,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b9bb50 state=finished raised ValueError>]
VNINDEX,2021-12-11,2021-12-11,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9a4d0 state=finished raised ValueError>]
VNINDEX,2021-12-10,2021-12-10,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-10,2021-12-10,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-10,2021-12-10,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9ad50 state=finished raised ConnectionError>]
VNINDEX,2021-12-10,2021-12-10,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c32e50 state=finished raised ValueError>]
VNINDEX,2021-12-10,2021-12-10,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c30250 state=finished raised ValueError>]
VNINDEX,2021-12-09,2021-12-09,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-09,2021-12-09,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-09,2021-12-09,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b1e3d0 state=finished raised ValueError>]
VNINDEX,2021-12-09,2021-12-09,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b1e950 state=finished raised ValueError>]
VNINDEX,2021-12-09,2021-12-09,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b1d450 state=finished raised ValueError>]
VNINDEX,2021-12-08,2021-12-08,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-08,2021-12-08,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-08,2021-12-08,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c231d0 state=finished raised ValueError>]
VNINDEX,2021-12-08,2021-12-08,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c323d0 state=finished raised ValueError>]
VNINDEX,2021-12-08,2021-12-08,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c30150 state=finished raised ValueError>]
VNINDEX,2021-12-07,2021-12-07,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-07,2021-12-07,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-07,2021-12-07,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b242d0 state=finished raised ValueError>]
VNINDEX,2021-12-07,2021-12-07,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b983d0 state=finished raised ValueError>]
VNINDEX,2021-12-07,2021-12-07,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9b150 state=finished raised ValueError>]
VNINDEX,2021-12-02,2021-12-06,5day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-02,2021-12-06,5day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-02,2021-12-06,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c30950 state=finished raised ValueError>]
VNINDEX,2021-12-02,2021-12-06,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c31a50 state=finished raised ValueError>]
VNINDEX,2021-12-02,2021-12-06,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c30bd0 state=finished raised ValueError>]
VNINDEX,2021-12-06,2021-12-06,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-06,2021-12-06,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-06,2021-12-06,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7f3d0 state=finished raised ValueError>]
VNINDEX,2021-12-06,2021-12-06,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7ced0 state=finished raised ValueError>]
VNINDEX,2021-12-06,2021-12-06,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c21550 state=finished raised ValueError>]
VNINDEX,2021-12-05,2021-12-05,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-05,2021-12-05,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-05,2021-12-05,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9bed0 state=finished raised ConnectionError>]
VNINDEX,2021-12-05,2021-12-05,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b999d0 state=finished raised ValueError>]
VNINDEX,2021-12-05,2021-12-05,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b1d350 state=finished raised ValueError>]
VNINDEX,2021-12-04,2021-12-04,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-04,2021-12-04,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-04,2021-12-04,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7d7d0 state=finished raised ValueError>]
VNINDEX,2021-12-04,2021-12-04,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c31fd0 state=finished raised ValueError>]
VNINDEX,2021-12-04,2021-12-04,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c338d0 state=finished raised ValueError>]
VNINDEX,2021-12-03,2021-12-03,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-03,2021-12-03,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-03,2021-12-03,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c21c50 state=finished raised ConnectionError>]
VNINDEX,2021-12-03,2021-12-03,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7dd50 state=finished raised ValueError>]
VNINDEX,2021-12-03,2021-12-03,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7e5d0 state=finished raised ValueError>]
VNINDEX,2021-12-02,2021-12-02,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-02,2021-12-02,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-02,2021-12-02,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c317d0 state=finished raised ValueError>]
VNINDEX,2021-12-02,2021-12-02,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b1d5d0 state=finished raised ValueError>]
VNINDEX,2021-12-02,2021-12-02,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b1e9d0 state=finished raised ValueError>]
VNINDEX,2021-12-01,2021-12-01,5day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-01,2021-12-01,5day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-01,2021-12-01,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c23750 state=finished raised ValueError>]
VNINDEX,2021-12-01,2021-12-01,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c22cd0 state=finished raised ValueError>]
VNINDEX,2021-12-01,2021-12-01,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c21f50 state=finished raised ValueError>]
VNINDEX,2021-12-01,2021-12-01,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-12-01,2021-12-01,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-12-01,2021-12-01,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c23750 state=finished raised ValueError>]
VNINDEX,2021-12-01,2021-12-01,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c23ad0 state=finished raised ValueError>]
VNINDEX,2021-12-01,2021-12-01,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b9aed0 state=finished raised ValueError>]
VNINDEX,2021-11-01,2021-11-30,month,repo_adapter,KBS,false,0,,
VNINDEX,2021-11-01,2021-11-30,month,vnstock_data,KBS,false,0,,
VNINDEX,2021-11-01,2021-11-30,month,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c33cd0 state=finished raised ConnectionError>]
VNINDEX,2021-11-01,2021-11-30,month,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03b7e150 state=finished raised ValueError>]
VNINDEX,2021-11-01,2021-11-30,month,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b1e5d0 state=finished raised ValueError>]
VNINDEX,2021-11-26,2021-11-30,5day,repo_adapter,KBS,false,0,,
VNINDEX,2021-11-26,2021-11-30,5day,vnstock_data,KBS,false,0,,
VNINDEX,2021-11-26,2021-11-30,5day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c228d0 state=finished raised ValueError>]
VNINDEX,2021-11-26,2021-11-30,5day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c23ad0 state=finished raised ValueError>]
VNINDEX,2021-11-26,2021-11-30,5day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03b7dcd0 state=finished raised ValueError>]
VNINDEX,2021-11-30,2021-11-30,1day,repo_adapter,KBS,false,0,,
VNINDEX,2021-11-30,2021-11-30,1day,vnstock_data,KBS,false,0,,
VNINDEX,2021-11-30,2021-11-30,1day,vnstock_data,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c32c50 state=finished raised ValueError>]
VNINDEX,2021-11-30,2021-11-30,1day,legacy_vnstock,KBS,false,0,RetryError,RetryError[<Future at 0x10d03c314d0 state=finished raised ValueError>]
VNINDEX,2021-11-30,2021-11-30,1day,legacy_vnstock,VCI,false,0,RetryError,RetryError[<Future at 0x10d03c31150 state=finished raised ValueError>]
